N	4gram	Vygotskiy_	Myshleni
153	же точно как в	1	1
154	для того чтобы увидеть	2	1
155	чтобы окончательно убедиться в	1	1
156	если не останавливаться на	1	1
157	мы примем во внимание	1	1
158	в том что то	1	1
159	друг к другу в	1	1
160	остановиться на этом вопросе	1	1
161	том виде как она	1	1
162	друг с другом и	1	1
163	выступает на первый план	1	1
164	в противоречие с собственной	1	1
165	с другой стороны он	2	1
166	а для того чтобы	1	1
167	в этом отношении и	1	1
168	ни для чего не	1	1
169	было бы показать что	1	1
170	выдвигается на первый план	1	1
171	что это не так	1	1
172	эта особенность состоит в	1	1
173	вытекает из того что	1	1
174	рассказывает о том как	1	1
175	если бы оно не	1	1
176	совпадает с тем что	1	1
177	что это действительно так	1	1
178	возникает из того что	1	1
179	это означает что в	1	1
180	если это так то	1	1
181	мы вправе сделать вывод	1	1
182	всегда заключает в себе	1	1
183	во всем его объеме	1	1
184	прежде всего тем что	1	1
185	указал на то что	2	1
186	все дело в том	1	1
187	не в состоянии объяснить	2	1
188	и в этом смысле	1	1
189	еще в большей мере	1	1
190	вполне совпадает с тем	1	1
191	до тех пор пока	2	1
192	в нашей обыденной жизни	1	1
193	при помощи одних только	1	1
194	видит в том что	1	1
195	ни в чем не	1	1
196	означает не что иное	1	1
197	для того чтобы ответить	1	1
198	говоря означает не что	1	1
199	что в этом заключается	1	1
200	ту же самую мысль	2	1
201	всякий раз когда она	1	1
202	зависимости от того что	1	1
203	бы для того чтобы	1	1
204	но и это не	2	1
205	можно было бы показать	1	1
206	может быть отделен от	1	1
207	свидетельствуют о том что	1	1
208	если скажем что они	1	1
209	мы можем подвести итоги	1	1
210	что оно может быть	2	1
211	нельзя сомневаться в том	1	1
212	в прямой зависимости от	1	1
213	не то что он	1	1
214	в том что на	1	1
215	состоят в том что	1	1
216	только потому что оно	1	1
217	он говорит что есть	1	1
218	но то же самое	1	1
219	тот факт что в	1	1
220	так же точно и	2	1
221	с одной стороны он	2	1
222	того чтобы увидеть что	2	1
223	вместе с ним и	1	1
224	противоречие заключается в том	1	1
225	которые сами по себе	1	1
226	в совершенно новом виде	1	1
227	то же самое происходит	1	1
228	по сравнению с двумя	1	1
229	и что самое замечательное	3	1
230	их друг от друга	1	1
231	когда он утверждает что	1	1
232	в том что с	1	1
233	состоящий в том что	1	1
234	мы никогда не можем	1	1
235	как и то что	1	1
236	можно было бы формулировать	1	1
237	с объективной точки зрения	1	1
238	но если это так	1	1
239	потому что в этом	1	1
240	привело к тому что	1	1
241	если мы примем это	1	1
