N	3gram	Trubetskoy	Dialekti
154	мы можем увидеть	1	1
155	и в другом	1	1
156	и всякой чужой	1	1
157	и идет по	1	1
158	на том же	1	1
159	представить себе как	1	1
160	по существу совершенно	1	1
161	никто не может	1	1
162	так и от	1	1
163	и вот тут-то	1	1
164	также и то	1	1
165	должно быть всякому	1	1
166	поставленного выше вопроса	1	1
167	в одну общую	1	1
168	и все это	1	1
169	ни другое ни	1	1
170	самом деле если	1	1
171	рано или поздно	2	1
172	так и к	1	1
173	в голову не	1	1
174	художественное произведение и	1	1
175	и не имеет	1	1
176	до некоторой степени	1	1
177	поставленных выше вопросов	2	1
178	друг на друга	2	1
179	совершенно ясно что	1	1
180	которые несмотря на	1	1
181	что у него	1	1
182	во многих отношениях	1	1
183	которые не могут	1	1
184	но при этом	1	1
185	в том случае	4	1
186	из них в	1	1
187	это была самая	1	1
188	так что эта	1	1
189	тогда когда их	1	1
190	о том кто	1	1
191	вмещает в себе	1	1
192	котором мы только	1	1
193	в этом пункте	1	1
194	никому и в	1	1
195	самом деле есть	1	1
196	как тот же	1	1
197	если это есть	1	1
198	независимо от того	1	1
199	но в сущности	1	1
200	и таким образом	1	1
201	то ни другое	1	1
202	надо сказать что	1	1
203	только одно из	1	1
204	даже в этом	1	1
205	совершенно иной чем	2	1
206	а в том	1	1
207	находим в разных	1	1
208	чтобы заметить что	1	1
209	как и та	1	1
210	должны быть и	1	1
211	и тем больше	1	1
212	то ни было	3	1
213	это должно быть	1	1
214	исходит из того	1	1
215	ни то ни	1	1
216	того что в	1	1
217	но в дальнейшем	1	1
218	и при помощи	1	1
219	другое ни третье	1	1
220	на наших глазах	1	1
221	и все прочие	1	1
222	перед нами два	1	1
223	они должны быть	2	1
224	а с другой	2	1
225	несмотря на все	1	1
226	из отдельных частей	1	1
227	из поставленных выше	2	1
228	то обстоятельство что	1	1
229	таким образом и	1	1
230	мы будем всматриваться	1	1
231	мало того что	1	1
232	то я не	1	1
233	все эти элементы	1	1
234	ко всему этому	2	1
235	это есть продукт	1	1
236	сих пор не	5	1
237	может показаться что	1	1
238	в том и	2	1
239	говорить о них	1	1
240	есть не более	1	1
241	не имеет никакой	1	1
242	к освобождению от	1	1
243	за то что	1	1
244	отличаются друг от	3	1
245	вместе с тем	3	1
246	такое положение дела	1	1
247	надо иметь в	1	1
248	которые по своей	2	1
249	а не в	1	1
250	том и в	1	1
251	иной чем у	1	1
252	ничего такого что	1	1
253	но и помимо	1	1
254	так как из	1	1
255	это не так	1	1
256	заключается в том	3	1
257	и тому же	1	1
258	отнюдь не тем	1	1
259	и до сих	1	1
260	каждый из них	1	1
261	не может мыслить	1	1
262	том или ином	1	1
263	что же касается	2	1
264	в основе их	1	1
265	может не быть	1	1
266	ясно что их	1	1
267	разница будет только	1	1
268	а следовательно и	2	1
269	всех указанных выше	1	1
270	и дальше в	1	1
271	что он сам	1	1
272	только в том	1	1
273	входит в их	1	1
274	то что эти	1	1
275	в этом и	1	1
276	одна на другую	1	1
277	в целом есть	1	1
278	а между тем	8	1
279	до тех пор	1	1
280	это потому что	1	1
281	все же не	3	1
282	мы уже говорили	1	1
283	что если это	1	1
284	ее с точки	1	1
285	в себе никаких	1	1
286	совершенно ясно как	1	1
287	одна из этих	1	1
288	а потом и	1	1
289	однако это не	1	1
290	прямого отношения к	1	1
291	кто выше и	1	1
292	ни одна из	1	1
293	и с точки	1	1
294	а на самом	1	1
295	в других областях	1	1
296	так что и	1	1
297	наконец и сама	1	1
298	мы не знаем	1	1
299	сознательно или бессознательно	1	1
300	к этому надо	1	1
301	не тем что	1	1
302	самое что и	1	1
303	если бы все	1	1
304	от того будет	1	1
305	который можно назвать	1	1
306	во всех этих	2	1
307	одному и тому	1	1
308	в этом случае	4	1
309	именно в том	1	1
310	и в голову	1	1
311	в таком же	2	1
312	уже и сейчас	1	1
313	том что он	2	1
314	и говорить что	3	1
315	но именно в	1	1
316	того будет ли	1	1
317	том что они	1	1
318	сомневаться не приходится	1	1
319	между тем в	1	1
320	говорят что это	1	1
321	том случае если	4	1
322	в жизни народов	1	1
323	именно с точки	1	1
324	приводит к тому	1	1
325	из которых каждый	1	1
326	как бороться с	1	1
327	все эти вещи	1	1
328	что несмотря на	2	1
329	в другом случае	1	1
330	тот факт что	4	1
331	это есть не	1	1
332	гораздо сложнее и	1	1
333	своих частей и	1	1
