N	2gram	Propp_Isto	TeoriaLi
197	связи с	10	3
198	или в	7	3
199	одним из	4	3
200	как говорит	3	3
201	в связи	6	3
202	и как	5	3
203	вовсе не	6	3
204	во всех	3	3
205	а с	2	3
206	тот или	1	3
207	тому как	2	3
208	в которой	4	3
209	не будет	1	3
210	он должен	2	3
211	человека с	2	3
212	в этой	5	3
213	что можно	1	3
214	и др	6	3
215	и по	3	3
216	отнюдь не	1	3
217	герой не	3	3
218	мире и	1	2
219	и другие	5	2
220	образом и	1	2
221	один из	6	2
222	и здесь	12	2
223	и на	11	2
224	если в	4	2
225	на этом	5	2
226	из которых	7	2
227	а затем	7	2
228	мы в	1	2
229	по себе	2	2
230	не могут	2	2
231	в них	3	2
232	оно не	1	2
233	и даже	4	2
234	этой точки	2	2
235	здесь мы	7	2
236	самом деле	2	2
237	может оказаться	1	2
238	на свою	2	2
239	обращается к	2	2
240	во множестве	1	2
241	и соответственно	1	2
242	в одно	2	2
243	с ними	4	2
244	вместе с	26	2
245	не вполне	1	2
246	никем не	1	2
247	у одного	1	2
248	в каком	1	2
249	жизни на	1	2
250	к своему	2	2
251	о том	11	2
252	это и	3	2
253	еще и	2	2
254	ними и	1	2
255	восходит к	1	2
256	к нему	5	2
257	имеет в	1	2
258	на основе	1	2
259	не всегда	9	2
260	не могло	2	2
261	только на	2	2
262	речь идет	1	2
263	говорит что	1	2
264	и это	5	2
265	превращается в	10	2
266	ногами и	1	2
267	и наоборот	1	2
268	перед ним	1	2
269	соответствии с	1	2
270	видим в	2	2
271	если мы	1	2
272	тем же	1	2
273	ключ к	1	2
274	места для	1	2
275	что она	3	2
276	здесь не	3	2
277	могут встречаться	1	2
278	на котором	3	2
279	не просто	1	2
280	только о	1	2
281	чем это	1	2
282	это своего	1	2
283	то в	2	2
284	что они	3	2
285	но на	1	2
286	вокруг него	3	2
287	основе своей	1	2
288	большей части	1	2
289	на вопрос	3	2
290	материала в	1	2
291	в последней	1	2
292	одной из	3	2
293	несмотря на	3	2
294	в формах	2	2
295	что такое	1	2
296	ее в	8	2
297	все это	4	2
298	мы легко	2	2
299	что и	11	2
300	у нас	1	2
301	xix века	1	2
302	к жизни	1	2
303	таком случае	1	2
304	уже говорилось	1	2
305	у него	7	2
306	и некоторые	1	2
307	этих двух	1	2
308	на себя	4	2
309	в конце	1	2
310	тому что	1	2
311	я не	1	2
312	это было	2	2
313	об этом	6	2
314	должен быть	2	2
315	это тоже	1	2
316	тем более	1	2
317	к одному	1	2
318	по большей	1	2
319	но как	2	2
320	могут служить	1	2
321	как уже	1	2
322	имеются и	1	2
323	одну из	5	2
324	этого текста	1	2
325	дело не	1	2
326	в случае	1	2
327	есть как	1	2
328	быть и	1	2
329	но она	1	2
330	одно и	2	2
331	таких случаях	2	2
332	это может	1	2
333	человека и	2	2
334	с человеком	2	2
335	идет о	1	2
336	так же	14	2
337	числе и	2	2
338	что может	1	2
339	тот кто	7	2
340	как будто	2	2
341	право на	2	2
342	может и	1	2
343	могло быть	1	2
344	в особенности	6	1
345	с которыми	1	1
346	собой всю	1	1
347	не ту	1	1
348	том чем	1	1
349	и способность	2	1
350	от него	2	1
351	все что	5	1
352	всеми людьми	1	1
353	вступить в	1	1
354	за ним	4	1
355	свою первоначальную	1	1
356	и конечно	1	1
357	одном случае	2	1
358	вещи в	1	1
359	же и	1	1
360	такая форма	1	1
361	такова же	2	1
362	живое существо	2	1
363	также что	3	1
364	тех кто	1	1
365	его с	3	1
366	все люди	2	1
367	живет в	6	1
368	словами из	1	1
369	на первом	2	1
370	случае мы	2	1
371	говорит а	1	1
372	в которую	2	1
373	образа и	1	1
374	можно назвать	1	1
375	не всякий	1	1
376	его за	2	1
377	представляют собой	6	1
378	думаю что	1	1
379	же образом	1	1
380	что это	8	1
381	с ним	9	1
382	это уже	2	1
383	никак не	1	1
384	в иную	1	1
385	не требует	1	1
386	в другой	5	1
387	говорит о	4	1
388	те же	1	1
389	не как	5	1
390	типа так	1	1
391	из того	1	1
392	представлений о	12	1
393	по образцу	1	1
394	топором по	1	1
395	дается в	1	1
396	в результате	1	1
397	выступает не	1	1
398	с появлением	6	1
399	то с	1	1
400	героя о	1	1
401	чистом виде	1	1
402	противоречие с	1	1
403	с собой	6	1
404	которые будут	1	1
405	живые существа	1	1
406	этом как	1	1
407	должен был	1	1
408	или для	1	1
409	их не	3	1
410	же я	1	1
411	стоит в	1	1
412	он уже	1	1
413	с некоторыми	2	1
414	на свой	1	1
415	до этого	3	1
416	труда а	1	1
417	предметов в	1	1
418	животного в	1	1
419	а во-вторых	1	1
420	с ней	2	1
421	одновременно с	2	1
422	всегда остается	2	1
423	античности в	1	1
424	в различные	1	1
425	на руках	1	1
426	к каким	2	1
427	тем что	12	1
428	одним словом	1	1
429	и действительно	6	1
430	то время	3	1
431	см в	1	1
432	если он	2	1
433	мира это	1	1
434	меня в	4	1
435	новая форма	1	1
436	с тем	9	1
437	стороны в	1	1
438	я от	1	1
439	что по	1	1
440	приходит в	1	1
441	тому назад	2	1
442	все же	17	1
443	внешне не	1	1
444	предмета и	1	1
445	не имеет	4	1
446	смертью в	1	1
447	о котором	1	1
448	достигается при	1	1
449	зависимости от	1	1
450	характерна для	1	1
451	в это	3	1
452	нет в	2	1
453	на первый	1	1
454	выйти наружу	1	1
455	выступает как	1	1
456	они создают	1	1
457	в своего	1	1
458	с этим	7	1
459	все они	1	1
460	е у	1	1
461	если с	1	1
462	что искусство	1	1
463	быть это	1	1
464	обращает на	1	1
465	можно в	2	1
466	которых можно	4	1
467	и я	1	1
468	состоит не	1	1
469	совершенно не	2	1
470	он же	2	1
471	ее к	2	1
472	мы рассмотрим	4	1
473	истории не	1	1
474	в котором	2	1
475	из других	2	1
476	зависит от	4	1
477	и пр	6	1
478	вопрос о	5	1
479	отношение невозможно	1	1
480	вторичное и	1	1
481	сливается с	2	1
482	не представляет	2	1
483	по своим	1	1
484	представляется не	1	1
485	не упоминается	1	1
486	тех же	2	1
487	более чем	1	1
488	то и	1	1
489	но кто	1	1
490	всегда может	1	1
491	в центральной	1	1
492	она могла	1	1
493	в лесу	3	1
494	связана с	1	1
495	наконец в	1	1
496	и поэтому	1	1
497	героем и	2	1
498	во многих	1	1
499	вступление в	1	1
500	ним и	2	1
501	а через	2	1
502	время в	2	1
503	обычно в	1	1
504	перейдем к	3	1
505	с которой	1	1
506	с помощью	1	1
507	жизни и	4	1
508	из своего	4	1
509	две части	1	1
510	в противоречие	1	1
511	точно так	3	1
512	в различных	3	1
513	обращаясь к	1	1
514	переходит к	1	1
515	на основании	1	1
516	а при	1	1
517	одно из	3	1
518	целый ряд	4	1
519	и те	1	1
520	не что	1	1
521	в истории	7	1
522	и находит	1	1
523	не так	1	1
524	при анализе	2	1
525	еще один	3	1
526	над собой	1	1
527	случае совершенно	1	1
528	ни от	1	1
529	в чистом	1	1
530	на одну	1	1
531	я думаю	1	1
532	к ним	2	1
533	случаи когда	1	1
534	из наиболее	1	1
535	еще нет	2	1
536	ее не	3	1
537	нас на	1	1
538	затем в	3	1
539	по которым	2	1
540	и служит	1	1
541	в лес	3	1
542	той же	2	1
543	ее как	1	1
544	в мировом	1	1
545	целого и	1	1
546	с этими	3	1
547	в одной	5	1
548	что все	4	1
549	здесь невозможно	1	1
550	в сознании	1	1
551	легко может	1	1
552	тот что	1	1
553	момент в	1	1
554	одна из	6	1
555	тем это	2	1
556	но если	2	1
557	здесь и	2	1
558	принадлежностью к	1	1
559	не два	1	1
560	когда для	1	1
561	иначе с	1	1
562	что даже	2	1
563	он от	1	1
564	нет никаких	1	1
565	к этим	3	1
566	после его	1	1
567	друг друга	5	1
568	в систему	1	1
569	они могут	1	1
570	из них	4	1
571	едва ли	1	1
572	характерно что	2	1
573	быть наделен	1	1
574	тот же	1	1
575	д и	1	1
576	друг другу	1	1
577	а своей	1	1
578	представить себе	1	1
579	говорилось выше	1	1
580	именно к	1	1
581	специально для	1	1
582	такое же	3	1
583	этом случае	13	1
584	и такой	1	1
585	в свое	2	1
586	проникает в	1	1
587	которым человек	1	1
588	мы видим	12	1
589	в более	6	1
590	известные нам	1	1
591	не поддается	1	1
592	со мной	1	1
593	так как	19	1
594	она и	2	1
595	многих других	1	1
596	от его	1	1
597	что иное	1	1
598	они не	5	1
599	после того	4	1
600	свидетельствует о	1	1
601	и одну	1	1
602	ее на	2	1
603	который может	1	1
604	несколько иной	1	1
605	собой в	1	1
606	и процесс	2	1
607	иных случаях	1	1
608	от мира	1	1
609	общение с	1	1
610	в состоянии	1	1
611	обе эти	1	1
612	у каждого	1	1
613	а тот	2	1
614	не своей	1	1
615	переход к	1	1
616	основе которых	1	1
617	которого он	1	1
618	нее как	1	1
619	как у	2	1
620	для нас	6	1
621	и через	1	1
622	меньше и	1	1
623	и приходит	1	1
624	приобщение к	1	1
625	в широком	1	1
626	данной ему	1	1
627	на которой	4	1
628	из дальнейшего	1	1
629	сколько бы	1	1
630	наше внимание	1	1
631	в русском	1	1
632	не путем	1	1
633	ведь это	1	1
634	но с	1	1
635	сторону его	1	1
636	в таких	3	1
637	не было	2	1
638	ему говорит	1	1
639	пребыванию в	1	1
640	как видно	1	1
641	и более	3	1
642	не говорит	2	1
643	и некоторыми	1	1
644	что его	4	1
645	самые разнообразные	1	1
646	этим и	1	1
647	но эта	2	1
648	на нее	3	1
649	которое в	1	1
650	это еще	3	1
651	места в	1	1
652	является необходимой	1	1
653	по существу	2	1
654	что не	3	1
655	виду что	1	1
656	здесь обычно	1	1
657	или иная	1	1
658	чтобы быть	1	1
659	из мифа	1	1
660	мира а	2	1
661	с той	2	1
662	за которым	2	1
663	фольклора и	1	1
664	также в	2	1
665	можно предположить	3	1
666	человек в	2	1
667	на земле	1	1
668	не есть	1	1
669	все виды	1	1
670	между прочим	2	1
671	заметил что	2	1
672	которая при	1	1
673	однако это	1	1
674	это происходит	3	1
675	перед собой	1	1
676	он состоит	2	1
677	этот круг	1	1
678	за это	3	1
679	от этого	6	1
680	особенности в	2	1
681	именно эту	1	1
682	связь со	1	1
683	по его	2	1
684	служит для	1	1
685	или индивидуального	1	1
686	на его	1	1
687	человек имеет	1	1
688	себе и	2	1
689	из этого	3	1
690	путь к	1	1
691	особенно в	2	1
692	встрече с	1	1
693	становится не	1	1
694	связаны с	3	1
695	бы в	1	1
696	войны и	1	1
697	мере в	1	1
698	пребывания в	1	1
699	на них	2	1
700	же как	12	1
701	остается в	1	1
702	прослеживается в	1	1
703	здесь как	3	1
704	может иметь	2	1
705	вошел в	2	1
706	что от	3	1
707	он это	2	1
708	в своих	4	1
709	он ни	1	1
710	на задний	3	1
711	не означает	1	1
712	с матерью	1	1
713	до нас	1	1
714	если на	1	1
715	случае если	1	1
716	очень часто	4	1
717	две стороны	1	1
718	если не	4	1
719	она не	7	1
720	эти два	2	1
721	когда я	1	1
722	задний план	3	1
723	не дает	2	1
724	ему на	1	1
725	не тот	1	1
726	ту же	2	1
727	совсем не	1	1
728	мир как	1	1
729	как человек	3	1
730	эта деталь	1	1
731	так что	2	1
732	из древнейших	1	1
733	на колени	1	1
734	или же	6	1
735	так называемые	1	1
736	в развитии	2	1
737	и может	2	1
738	бы они	1	1
739	что касается	2	1
740	природой и	1	1
741	а по	3	1
742	эта сторона	2	1
743	следующее с	1	1
744	другим в	1	1
745	это явление	4	1
746	по одним	1	1
747	для установления	1	1
748	между жизнью	1	1
749	иметь в	1	1
750	или его	1	1
751	но дело	2	1
752	даже при	1	1
753	стороны и	1	1
754	только то	1	1
755	и жизни	1	1
756	из видов	1	1
757	также и	2	1
758	этих случаях	10	1
759	то или	2	1
760	у нее	1	1
761	как один	1	1
762	и выступает	1	1
763	или иное	2	1
764	означает что	3	1
765	в иных	1	1
766	еще на	1	1
767	себя за	1	1
768	этом не	1	1
769	на это	1	1
770	иного типа	1	1
771	было бы	2	1
772	например не	1	1
773	дает ему	6	1
774	не по	3	1
775	становится его	1	1
776	из нее	2	1
777	превратилась в	1	1
778	же самое	1	1
779	вступают в	1	1
780	он в	3	1
781	как мы	9	1
782	одного из	3	1
783	к изучению	2	1
784	указывает на	1	1
785	общего с	1	1
786	что для	1	1
787	его как	1	1
788	в зависимости	1	1
789	когда они	3	1
790	приводят к	3	1
791	даже если	2	1
792	и от	1	1
793	и есть	3	1
794	по этому	1	1
795	для таких	1	1
796	с которым	3	1
797	он показывает	1	1
798	же в	3	1
799	здесь также	2	1
800	к пониманию	2	1
801	частности с	1	1
802	из его	2	1
803	в уме	1	1
804	происходит в	1	1
805	чаще всего	3	1
806	идет не	1	1
807	на то	3	1
808	героя но	2	1
809	бы ни	1	1
810	когда герой	6	1
811	но одно	1	1
812	и только	1	1
813	независимо от	1	1
814	в него	5	1
815	для этого	3	1
816	таким же	5	1
817	собой лишь	1	1
818	в руке	1	1
819	или точнее	1	1
820	каждого из	1	1
821	чтобы служить	1	1
822	есть не	2	1
823	жизнью и	1	1
824	иное как	1	1
825	чем выше	1	1
