N	3gram	Berdyaev_M	Otkroven
92	от человека как	1	1
93	всех выгод даже	1	1
94	в самой жизни	1	1
95	положительное одним словом	1	1
96	и неопределенного взял	1	1
97	возможность предварительного расчета	1	1
98	сознания в этих	1	1
99	для нашего брата	1	1
100	к достоевскому он	1	1
101	над собственной природой	1	1
102	стоит именно от	1	1
103	сердце его и	1	1
104	сам по себе	1	1
105	е от разрушения	1	1
106	еще люди а	1	1
107	в самой последней	1	1
108	только умного ведь	1	1
109	к нему как	1	1
110	еще страшнее кто	1	1
111	земле особенно в	1	1
112	так твердо так	1	1
113	всего творчества достоевского	1	1
114	все остановит и	1	1
115	было устремлено на	1	1
116	что ведь непременно	1	1
117	этого мира он	1	1
118	сего среди всеобщего	1	1
119	свободы человеческого духа	3	1
120	христа и антихриста	1	1
121	в простое средство	3	1
122	того что человек	2	1
123	вообразили они что	1	1
124	ведь это глупейшее	1	1
125	самое главное и	1	1
126	в руководстве твой	1	1
127	человеку надо какого-то	1	1
128	так и не	2	1
129	разрушения и хаоса	1	1
130	положительно должно свое	1	1
131	свою пошлейшую глупость	1	1
132	непременно последователей найдет	1	1
133	ничего застывшего окаменевшего	1	1
134	самой жизни а	1	1
135	таинственная вещь тут	1	1
136	и не быть	1	1
137	божеским и дьявольским	1	1
138	чего это непременно	1	1
139	божественный покой красоты	1	1
140	связано у достоевского	1	1
141	только одно нормальное	1	1
142	ты возжелал свободной	2	1
143	господа может быть	1	1
144	жизни их чувств	1	1
145	любит не одно	1	1
146	случае сохраняет нам	1	1
147	а что господа	1	1
148	достоевского только и	1	1
149	собственно в цели	1	1
150	сходятся тут все	1	1
151	перенести я притом	1	1
152	не таков достоевский	1	1
153	бы еще ничего	1	1
154	расчета все остановит	1	1
155	человека и все	1	1
156	физиономией упрет руки	1	1
157	сам что добро	1	1
158	потому поступил как	1	1
159	оцененных творений достоевского	1	1
160	не созерцает божественный	1	1
161	и хаос и	1	1
162	характер его интересовали	1	1
163	и свободное хотение	1	1
164	причина сознания в	1	1
165	все вращается вокруг	2	1
166	он ни был	1	1
167	не штифтик курсив	1	1
168	а кончает идеалом	1	1
169	дело доходит до	1	1
170	ним может быть	1	1
171	идеалом содомским в	1	1
172	если бы достоевский	1	1
173	о том что	3	1
174	филипповны и аглаи	1	1
175	но и таинственная	1	1
176	собственной выгоды а	1	1
177	что человек от	1	1
178	в гениальной диалектике	2	1
179	наконец-то они побороли	1	1
180	как хотел а	1	1
181	нормального какого-то добровольного	1	1
182	к человеку у	3	1
183	годы нет широк	1	1
184	положительному благоразумию примешать	1	1
185	филипповну и аглаю	3	1
186	исследует человеческую природу	1	1
187	совпадает у достоевского	1	1
188	людей и он	1	1
189	все эти логарифмы	1	1
190	элемент именно свои	1	1
191	никакого другого дела	1	1
192	от самой пустейшей	1	1
193	глупейшее ведь этот	1	1
194	поминутно доказывал себе	1	1
195	необычайного гадательного и	1	1
196	этом он был	2	1
197	и загадочное природа	1	1
198	глупейшего а именно	1	1
199	человек не исчезает	1	1
200	когда человек может	1	1
201	над человеческой природой	1	1
202	цели и довершить	1	1
203	в том что	3	1
204	что и это	1	1
205	к нему отношением	1	1
206	не так как	1	1
207	будет когда дело	1	1
208	в обычном смысле	1	1
209	и кто знает	1	1
210	выгодах потому что	1	1
211	того чтобы сделать	1	1
212	горит от него	1	1
213	ожидать от человека	1	1
214	дело-то человеческое кажется	1	1
215	человеческое кажется и	1	1
216	в безмерности своих	1	1
217	кажется и действительно	1	1
218	познать человека в	1	1
219	не в том	1	1
220	все в исступлении	1	1
221	зла в этом	1	1
222	выгод даже и	1	1
223	мадонны и горит	1	1
224	потому что во	1	1
225	но обидно то	1	1
226	еще ничего но	1	1
227	могу что иной	1	1
228	достоевского нет ничего	3	1
229	и характер его	1	1
230	связанным обязанностью желать	1	1
231	одно благоденствие человеку	1	1
232	с ретроградной и	4	1
233	на земле особенно	1	1
234	действовать так как	1	1
235	чтобы ко всему	1	1
236	все внимание его	1	1
237	можно и против	1	1
238	сам инстинктивно боится	1	1
239	нет ничего эпического	1	1
240	никогда и нигде	1	1
241	а ведь дважды	1	1
242	и он схватывал	1	1
243	у достоевского не	1	1
244	силы в безмерности	1	1
245	а иногда и	1	1
246	мадонны а кончает	1	1
247	благоразумию примешать свой	1	1
248	выгодах? ведь может	1	1
249	пожелает самого пагубного	1	1
250	влечет к катастрофе	1	1
251	в этой судьбе	2	1
252	космосе в божественном	1	1
253	нам явный вред	1	1
254	даже широк я	1	1
255	есть не только	4	1
256	в первый период	1	1
257	т е формула	1	1
258	существо проблематическое и	1	1
259	производит свои антропологические	1	1
260	глупой воле пожить	2	1
261	разрушение и хаос	1	1
262	все охлажденные и	1	1
263	заключениям нашего рассудка	1	1
264	именно чтобы иметь	1	1
265	чтобы человек поминутно	1	1
266	у него человек	1	1
267	право пожелать себе	1	1
268	говорит герой „записок	1	1
269	жизнь господа а	1	1
270	все ли дозволено	2	1
271	и заключается в	1	1
272	человек и в	1	1
273	в том случае	1	1
274	и скажет нам	1	1
275	подойти к достоевскому	1	1
276	вы так твердо	1	1
277	чего же можно	1	1
278	того чтобы ко	1	1
279	жизни а не	1	1
280	была дороже всего	1	1
281	не только страшная	1	1
282	только и состоит	1	1
283	без моей воли	1	1
284	и воистину воистину	1	1
285	этот свой каприз	1	1
286	достоевского связана с	1	1
287	последней глубине человека	1	1
288	к катастрофе за	1	1
289	таинственную глубину человеческой	1	1
290	того чтобы самому	1	1
291	что только одно	1	1
292	человек нарочно сумасшедшим	1	1
293	у него человека	1	1
294	с того ни	1	1
295	что нет у	1	1
296	во имя счастья	3	1
297	только и заключается	1	1
298	боится достигнуть цели	1	1
299	четыре т е	1	1
300	одни загадки тут	1	1
301	уже с идеалом	1	1
302	нет природы нет	1	1
303	вдруг ни с	1	1
304	остановит и рассудок	1	1
305	всего что есть	1	1
306	экстазе и исступлении	1	1
307	самого достоевского он	1	1
308	что во всяком	1	1
309	в нем все	1	1
310	пропущенная самая выгодная	1	1
311	добро и что	1	1
312	утра до вечера	1	1
313	фантастические мечты свою	1	1
314	с умом высоким	1	1
315	и положительно должно	1	1
316	человеку выгодно? не	1	1
317	есть уже не	1	1
318	все та же	1	1
319	е формула а	1	1
320	у достоевского нет	6	1
321	поставлена жизненная загадка	1	1
322	он лишь в	1	1
323	добро и зло	2	1
324	он никогда не	3	1
325	и что зло	1	1
326	четыре есть уже	1	1
327	что было не	1	1
328	зло должно быть	1	1
329	как от существа	1	1
330	неблагородной или лучше	1	1
331	самому себе подтвердить	1	1
332	сумасшедшим на этот	2	1
333	вещь тут дьявол	1	1
334	насыщено страстным к	1	1
335	чтобы самому себе	1	1
336	нему как к	1	1
337	человека чтобы свободно	1	1
338	все насыщено страстным	1	1
339	устойчивые формы все	1	1
340	если вы скажете	1	1
341	только страшная но	1	1
342	как песок морской	1	1
343	надо какого-то нормального	1	1
344	был любил действовать	1	1
345	ничего но обидно	1	1
346	бывает не потому	1	1
347	в ней нужно	1	1
348	периферии бытия но	1	1
349	один когда человек	1	1
350	человек всегда и	1	1
351	заключается в одной	1	1
352	чтобы не иметь	2	1
353	созерцает божественный покой	1	1
354	должен был человек	1	1
355	для человека и	1	1
356	оси образуется вихрь	1	1
357	сказать с ретроградной	1	1
358	берега сходятся тут	1	1
359	свободное хотение свой	1	1
360	ни с сего	1	1
361	одно из самых	2	1
362	решать впредь сам	1	1
363	в иных случаях	1	1
364	различие между божеским	1	1
365	преступление и наказание	1	1
366	два четыре есть	1	1
367	собой единственно для	1	1
368	между достоевским и	1	1
369	настоящего страдания т	1	1
370	процессе мити карамазова	1	1
371	покой красоты ее	1	1
372	это страшная и	1	1
373	подходит и от	1	1
374	дважды два и	1	1
375	фантазия раздраженная иногда	1	1
376	вольное и свободное	1	1
377	любил действовать так	1	1
378	рассчитать по табличке	1	1
379	подросток одно из	1	1
380	он был гностиком	1	1
381	нем нет ничего	1	1
382	в душе не	1	1
383	всем бросается в	1	1
384	начало смерти курсив	1	1
385	в этих словах	1	1
386	два периода до	1	1
387	тут все противоречия	1	1
388	как к солнцу	1	1
389	а не собственно	1	1
390	возьмет свое так	1	1
391	на людей и	1	1
392	этой беспрерывности процесса	1	1
393	герой „записок из	1	1
394	иногда и положительно	1	1
395	арифметики когда будет	1	1
396	фортепианные клавиши если	1	1
397	только их природу	1	1
398	от него сердце	1	1
399	глупого даже глупейшего	1	1
400	свой собственный хотя	1	1
401	сознательно пожелать себе	1	1
402	и сгорают все	1	1
403	и он не	1	1
404	достоевского все вращается	1	1
405	своем я верю	1	1
406	человек решать впредь	1	1
407	потому что ведь	1	1
408	бы и не	1	1
409	найдет так человек	1	1
410	и упоминать не	1	1
411	что и вся-то	1	1
412	ничего кроме человека	1	1
413	какую классификацию не	1	1
414	созерцает красоты в	1	1
415	ли может быть	2	1
416	которой человечество стремится	1	1
417	глупость пожелает удержать	1	1
418	страшная но и	1	1
419	настолько же любит	1	1
420	свой каприз и	1	1
421	каприз и в	1	1
422	не стоит именно	1	1
423	науку о человеке	1	1
424	есть лишь его	1	1
425	хаос и мрак	1	1
426	высоким начинает с	1	1
427	образ онтологического совершенства	1	1
428	кажется и упоминать	1	1
429	быть связанным обязанностью	1	1
430	красота есть не	1	1
431	что зло имея	1	1
432	достоевского с обычным	1	1
433	одна возможность предварительного	1	1
434	уж тут своя	1	1
435	он производит свои	1	1
436	к человеку но	1	1
437	сострадание к человеку	1	1
438	возникнет какой-нибудь джентльмен	1	1
439	повелевали ему разум	1	1
440	в божественном миропорядке	1	1
441	человеческое сердце в	1	1
442	опять по своей	1	1
443	будущего благоразумия возникнет	1	1
444	его природы всем	1	1
445	не совпадает у	1	1
446	твердо так торжественно	1	1
447	рассудка и настоять	2	1
448	свобода их веры	1	1
449	что он человек	1	1
450	бы он ни	1	1
451	красота перенести я	1	1
452	и действительно в	1	1
453	с обычным различием	1	1
454	люди все еще	1	1
455	вредного глупого даже	1	1
456	буйном исступленном движении	1	1
457	это непременно вообразили	1	1
458	любит страдание до	1	1
459	может быть всего	1	1
460	всяком случае сохраняет	1	1
461	как и в	2	1
462	тысяч великих и	1	1
463	чтобы сделать людей	1	1
464	на два периода	1	1
465	в частности может	1	1
466	ретроградной и насмешливой	4	1
467	в этом тайна	1	1
468	так человек устроен	1	1
469	свободно пошел он	1	1
470	удержать за собой	1	1
471	притом не могу	1	1
472	ведь все дело-то	1	1
473	себе и своим	1	1
474	в творчестве шекспира	1	1
475	их веры тебе	1	1
476	все системы и	1	1
477	может быть назван	3	1
478	вот оказывается что	1	1
479	существа одаренного такими	1	1
480	бы кажется и	1	1
481	одного только умного	1	1
482	прахом единственно с	1	1
483	вся-то цель на	1	1
484	быть он равно	1	1
485	целью чтобы все	1	1
486	с сего среди	1	1
487	сердцем человек и	1	1
488	и противоречит самым	1	1
489	о человеке в	1	1
490	главное и самое	1	1
491	в самом деле	1	1
492	и мрак и	1	1
493	как повелевали ему	1	1
494	такими странными качествами?	1	1
495	содомским еще страшнее	1	1
496	мрак и проклятие	1	1
497	все можно рассчитать	1	1
498	рассудка о выгодах	1	1
499	всеобщего будущего благоразумия	1	1
500	зло было для	1	1
501	устремлено на людей	1	1
502	достоевскому дано было	1	1
503	разлетаются к черту	1	1
504	мужчины и женщины	4	1
505	от которой все	1	1
506	и в творчестве	1	1
507	достоевского есть лишь	1	1
508	все устойчивые формы	1	1
509	том случае если	1	1
510	а вовсе не	1	1
511	начинает с идеала	1	1
512	как будто бы	2	1
513	уж одна возможность	1	1
514	я уверен что	1	1
515	с ним может	1	1
516	ни природа ни	1	1
517	воле пожить курсив	1	1
518	рассудок возьмет свое	1	1
519	полярности человеческой природы	2	1
520	и везде кто	1	1
521	хотя бы даже	1	1
522	смысле этого слова	1	1
523	всему этому положительному	1	1
524	ни был любил	1	1
525	доходит до таблички	1	1
526	люди а не	1	1
527	неопределенного взял все	1	1
528	иной высший даже	1	1
529	та самая пропущенная	1	1
530	так человек нарочно	1	1
531	отвечаю за это	1	1
532	с записок из	1	1
533	клавиши если вы	1	1
534	интересовали люди исключительно	1	1
535	насмешливой физиономией упрет	1	1
536	записки из подполья	1	1
537	он схватывал только	1	1
538	за собой единственно	1	1
539	любви человека чтобы	1	1
540	штифтик курсив мой	1	1
541	земле к которой	1	1
542	вещь страшная потому	1	1
543	все эти мудрецы	1	1
544	от настоящего страдания	1	1
545	ни с какой	1	1
546	он до конца	1	1
547	умом высоким начинает	1	1
548	динамично все в	2	1
549	ли нам все	1	1
550	настоять на своем	2	1
551	ивана карамазова в	2	1
552	легенды о великом	3	1
553	индивидуальность курсив мой	1	1
554	деле господа может	1	1
555	душе не отрицает	1	1
556	учение о боге	1	1
557	которой бы кажется	1	1
558	все исходит от	1	1
559	только дважды два	1	1
560	страшная и ужасная	1	1
561	с идеалом содомским	1	1
562	во всяком случае	1	1
563	кончает идеалом содомским	1	1
564	беспрерывности процесса достижения	1	1
565	таблички и до	1	1
566	человека к богу	1	1
567	сделали так для	1	1
568	не иное что	1	1
569	иногда хотя бы	1	1
570	с утра до	1	1
571	благоразумия возникнет какой-нибудь	1	1
572	быть человек любит	1	1
573	с идеала мадонны	1	1
574	действительно в том	1	1
575	человеческой личности против	1	1
576	себе даже и	1	1
577	табличке и хаос	1	1
578	а самая глубина	1	1
579	в заслугу себе	1	1
580	не иметь рассудка	2	1
581	за это потому	1	1
582	когда будет одно	1	1
583	ли разум-то в	1	1
584	нельзя потому что	1	1
585	классификацию не подходит	1	1
586	быть не иное	1	1
587	иметь рассудка и	2	1
588	этому положительному благоразумию	1	1
589	и исступлении и	1	1
590	я отвечаю за	1	1
591	сделается чтобы не	2	1
592	беспорочные годы нет	1	1
593	не потому ли	1	1
594	свои антропологические исследования	1	1
595	остается у него	2	1
596	одаренного такими странными	1	1
597	достижения иначе сказать	1	1
598	нарочно сумасшедшим на	2	1
599	их чувств и	1	1
600	человека к человеку	3	1
601	гадательного и неопределенного	1	1
602	непременно вообразили они	1	1
603	что добро и	1	1
604	глубину человеческой природы	1	1
605	широк я бы	1	1
606	счастье на земле	1	1
607	в братьях карамазовых	5	1
608	а определить нельзя	1	1
609	он равно настолько	1	1
610	глубине человека в	1	1
611	можно рассчитать по	1	1
612	не откажется страдание	1	1
613	что русский человек	1	1
614	которая ни под	1	1
615	везде кто бы	1	1
616	устроен и все	1	1
617	всего выгоднее для	1	1
618	страдания т е	1	1
619	нет широк человек	1	1
620	не быть связанным	1	1
621	всегда и везде	1	1
622	нашу индивидуальность курсив	1	1
623	надо непременно благоразумно-выгодного	1	1
624	ведь дважды два	1	1
625	был для него	2	1
626	глупейшего и не	1	1
627	самая пропущенная самая	1	1
628	какая уж тут	1	1
629	у него была	2	1
630	о том все	1	1
631	состоит чтобы человек	1	1
632	и в самом	3	1
633	не жизнь господа	1	1
634	они что человеку	1	1
635	достоевского нельзя найти	1	1
636	так как повелевали	1	1
637	безмерности своих стремлений	1	1
638	из всего что	1	1
639	нашу личность и	1	1
640	божественном миропорядке отсюда	1	1
641	и против собственной	1	1
642	скажет нам всем	1	1
643	столкнуть ли нам	1	1
644	в самую глубину	2	1
645	в глубине человеческой	1	1
646	в антропологии достоевского	1	1
647	от человека к	1	1
648	случае если приносит	1	1
649	бросается в глаза	1	1
650	это не есть	1	1
651	упрет руки в	1	1
652	проклятие так что	1	1
653	нам всем а	1	1
654	на периферии бытия	1	1
655	ужасная вещь страшная	1	1
656	пожить курсив мой	1	1
657	что уж одна	1	1
658	системы и теории	1	1
659	о чем хлопочет	1	1
660	идеалом содомским еще	1	1
661	в юные беспорочные	1	1
662	руководстве твой образ	1	1
663	катастрофе за грани	1	1
664	и без моей	1	1
665	т е от	1	1
666	сердцем должен был	1	1
667	предварительного расчета все	1	1
668	мити карамазова красота	1	1
669	природа ни исторические	1	1
670	свои фантастические мечты	1	1
671	прежде всего двух	1	1
672	смерти курсив мой	1	1
673	во имя свободы	2	1
674	и рассудок возьмет	1	1
675	быть всего выгоднее	1	1
676	образуется вихрь страстных	1	1
677	униженным и оскорбленным	1	1
678	миллионов счастливых младенцев	1	1
679	только случай только	1	1
680	доказывал себе что	1	1
681	определить нельзя потому	1	1
682	о выгодах потому	1	1
683	тянется к нему	1	1
684	чтобы иметь право	1	1
685	юные беспорочные годы	1	1
686	человек любит не	1	1
687	и вся-то цель	1	1
688	на земле к	1	1
689	занд в гюго	1	1
690	достоевского не было	1	1
691	разумеется должна быть	1	1
692	как бы в	1	1
693	почему вы так	1	1
694	тут своя воля	1	1
695	ничего эпического нет	1	1
696	тайн человеческой природы	1	1
697	в человеке но	1	1
698	случай только один	1	1
699	разум и выгода	1	1
700	против собственной выгоды	1	1
701	два четыре т	1	1
702	и от которой	1	1
703	кто знает может	1	1
704	слишком даже широк	1	1
705	широк человек слишком	1	1
706	ведь этот свой	1	1
707	самом деле господа	1	1
708	своим что наконец-то	1	1
709	своя фантазия раздраженная	1	1
710	есть та самая	1	1
711	и хаос что	1	1
712	господа не столкнуть	1	1
713	по своей глупой	2	1
714	лишь один шекспир	1	1
715	хотел а вовсе	1	1
716	хотения чего бы	1	1
717	чтобы свободно пошел	1	1
718	что ведь все	1	1
719	внимание его было	1	1
720	торжественно уверены что	1	1
721	себе даже вредного	1	1
722	в глубину эту	1	1
723	свой пагубный фантастический	1	1
724	что человек всегда	1	1
725	хаос что сам	1	1
726	особенно ни природа	1	1
727	ко всему этому	1	1
728	и глупейшего и	1	1
729	человечество стремится только	1	1
730	раскольникова ставрогина кириллова	2	1
731	самый дикий каприз	1	1
732	какой-нибудь джентльмен с	1	1
733	побороли свободу и	1	1
734	благоденствие человеку выгодно?	1	1
735	ни с чем	1	1
736	иметь право пожелать	1	1
737	и нашу индивидуальность	1	1
738	потому что неопределимая	1	1
739	на своем я	1	1
740	умного ведь это	1	1
741	обычном смысле слова	1	1
742	там и здесь	6	1
743	схватывал только их	1	1
744	все в движении	2	1
745	раздраженная иногда хотя	1	1
746	обидно то что	1	1
747	не подходит и	1	1
748	человек от настоящего	1	1
749	на этот случай	2	1
750	страшнее кто уже	1	1
751	обычным различием между	1	1
752	все есть лишь	1	1
753	я притом не	1	1
754	у достоевского есть	8	1
755	это единственная причина	1	1
756	был до глубины	1	1
757	каприз своя фантазия	1	1
758	явный вред и	1	1
759	ней нужно искать	1	1
760	под какую классификацию	1	1
761	человек так любит	1	1
762	человек поминутно доказывал	1	1
763	человеческой личности и	2	1
764	а не штифтик	1	1
765	к солнцу все	1	1
766	все тянется к	1	1
767	любви любовь версилова	1	1
768	это бы еще	1	1
769	в цели которая	1	1
770	между божеским и	1	1
771	и в бесах	2	1
772	если приносит нам	1	1
773	я верю в	1	1
774	достоевского и в	1	1
775	исторические памятники ни	1	1
776	иначе сказать в	1	1
777	и проклятие так	1	1
778	что как дважды	1	1
779	и это все	1	1
780	гениальной диалектике достоевского	1	1
781	что неопределимая а	1	1
782	формы все охлажденные	1	1
783	не могу что	1	1
784	исходит от него	1	1
785	уверен что человек	1	1
786	слова мити карамазова	1	1
787	бог у него	1	1
788	я нисколько не	1	1
789	самостоятельного хотения чего	1	1
790	нисколько не удивлюсь	1	1
791	поток раскаленной лавы	1	1
792	это я отвечаю	1	1
793	у достоевского совсем	1	1
794	человек и с	1	1
795	образ человека лик	1	1
796	сказать в самой	1	1
797	природы всем бросается	1	1
798	о человеке вообще	1	1
799	здравым заключениям нашего	1	1
800	мити карамазова достоевский	1	1
801	даже сердцем человек	1	1
802	одно только дважды	1	1
803	у него до	1	1
804	исступленное чувство личности	1	1
805	его и воистину	1	1
806	в этом отношении	1	1
807	пошлейшую глупость пожелает	1	1
808	а в частности	1	1
809	брата из всего	1	1
810	ни с того	1	1
811	самая выгодная выгода	1	1
812	то он должен	1	1
813	процесса достижения иначе	1	1
814	не созерцает красоты	1	1
815	уже не жизнь	1	1
816	хотеть же можно	1	1
817	скажете что и	1	1
818	случаях а в	1	1
819	между этими двумя	1	1
820	за границу достоевского	1	1
821	разум-то в выгодах?	1	1
822	люди с их	1	1
823	учение о человеке	1	1
824	и настоять на	2	1
825	его было устремлено	1	1
826	лучше сказать с	1	1
827	не любя их	1	1
828	и есть та	1	1
829	человек слишком даже	1	1
830	и к нему	1	1
831	будет одно только	1	1
832	вы скажете что	1	1
833	последователей найдет так	1	1
834	нам все это	1	1
835	ни исторические памятники	1	1
836	есть одно из	1	1
837	и до арифметики	1	1
838	и с умом	1	1
839	только один когда	1	1
840	с богом борется	1	1
841	страшной ужасной он	1	1
842	человека в этом	1	1
843	человеческой природы это	2	1
844	свободной любви человека	2	1
845	загадки тут берега	1	1
846	по сравнению с	2	1
847	и насмешливой физиономией	4	1
848	а не фортепианные	1	1
849	это потому что	1	1
850	свободы и он	1	1
851	проблематическое и загадочное	1	1
852	должно свое собственное	1	1
853	потому что в	4	1
854	частности может быть	1	1
855	человеческой природы достоевский	1	1
856	творений достоевского все	1	1
857	хотение свой собственный	1	1
858	и самое дорогое	1	1
859	расплавляются и сгорают	1	1
860	а не только	3	1
861	воля бывает не	1	1
862	себе подтвердить что	1	1
863	да ведь это	1	1
864	нам опять по	1	1
865	так торжественно уверены	1	1
866	и все вращается	1	1
867	человека в свободе	2	1
868	обязанностью желать себе	1	1
869	когда дело доходит	1	1
870	это благоразумие с	1	1
871	не столкнуть ли	1	1
872	тебе была дороже	1	1
873	человек может нарочно	1	1
874	в это я	1	1
875	то что ведь	1	1
876	на то что	1	1
877	было познать человека	1	1
878	до записок из	1	1
879	пагубного вздора самой	1	1
880	и дьявольским не	1	1
881	среди всеобщего будущего	1	1
882	или лучше сказать	1	1
883	дьявольским не совпадает	1	1
884	нельзя подходить с	1	1
885	человек пожелает самого	1	1
886	же можно и	1	1
887	что природа человеческая	1	1
888	потому что бог	1	1
889	человеку надо непременно	1	1
890	по табличке и	1	1
891	к гибели но	1	1
892	любовь версилова к	1	1
893	и хаоса никогда	1	1
894	уверены что только	1	1
895	я бы сузил	1	1
896	а потому поступил	1	1
897	было для человека	1	1
898	себе что он	1	1
899	природу и характер	1	1
900	раскрытие глубины человека	1	1
901	самой пустейшей причины	1	1
902	памятники ни произведения	1	1
903	а именно чтобы	1	1
904	ведь может быть	1	1
905	свои силы в	1	1
906	быть выгоднее всех	1	1
907	есть вихревая антропология	1	1
908	и ужасная вещь	1	1
909	и состоит чтобы	1	1
910	воистину горит как	1	1
911	выгодно? не ошибается	1	1
912	было для него	2	1
913	их природу и	1	1
914	был бы признать	1	1
915	бы достоевский раскрыл	1	1
916	передышки и отдыха?	1	1
917	и выгода хотеть	1	1
918	кто бы он	1	1
919	чему бы ни	1	1
920	лишь его судьба	1	1
921	эпического нет изображения	1	1
922	к чему бы	1	1
923	выше всякого дела	1	1
924	себе одного только	1	1
925	веры тебе была	1	1
926	только одно благоденствие	1	1
927	тут берега сходятся	1	1
928	противоречит самым здравым	1	1
929	вздора самой неэкономической	1	1
930	джентльмен с неблагородной	1	1
931	всем а что	1	1
932	вместо твердого древнего	1	1
933	с неблагородной или	1	1
934	цели которая разумеется	1	1
935	господа а начало	1	1
936	нашего рассудка о	1	1
937	в том только	1	1
938	вот подросток одно	1	1
939	сохраняет нам самое	1	1
940	вокруг этой оси	1	1
941	ты взял все	1	1
942	цель на земле	1	1
943	потому ли может	1	1
944	природы в глубину	1	1
945	страстном буйном исступленном	1	1
946	быть что и	1	1
947	дано было познать	2	1
948	случай сделается чтобы	2	1
949	от разрушения и	1	1
950	человека а не	1	1
951	нормальное и положительное	1	1
952	по природе своей	2	1
953	свободу и сделали	1	1
954	своя воля бывает	1	1
955	в этих изумительных	1	1
956	у достоевского он	1	1
957	кто уже с	1	1
958	от того что	4	1
959	заключает в себе	3	1
960	два и без	1	1
961	все это благоразумие	1	1
962	не думаю чтобы	1	1
963	выгода хотеть же	1	1
964	из подполья достоевский	2	1
965	именно от того	1	1
966	ведь это единственная	1	1
967	том только и	1	1
968	тут дьявол с	1	1
969	приносит нам явный	1	1
970	свое собственное вольное	1	1
971	достоевский открыл что	2	1
972	своей глупой воле	2	1
973	и сделали так	1	1
974	и его судьбе	5	1
975	все чувствуют значительность	1	1
976	он был до	1	1
977	мечты свою пошлейшую	1	1
978	том что в	1	1
979	нарочно сознательно пожелать	1	1
980	может нарочно сознательно	1	1
981	он не только	2	1
982	все еще люди	1	1
983	это глупейшее ведь	1	1
984	прежде всего в	2	1
985	нет у него	1	1
986	люди исключительно люди	1	1
987	страстным к нему	1	1
988	вихрь страстных человеческих	1	1
989	красоты в космосе	1	1
990	идет до самой	1	1
991	инстинктивно боится достигнуть	1	1
992	не было для	2	1
993	преступления и наказания	2	1
994	достоевского душа человеческая	1	1
995	может быть выгоднее	1	1
996	в бытийственной бездне	1	1
997	человеческого общества невыносимее	1	1
998	эксперименты над человеческой	1	1
999	может быть что	1	1
1000	должна быть не	1	1
1001	диалектика о человеке	2	1
1002	все дело-то человеческое	1	1
1003	твердого древнего закона	1	1
1004	такая ли своя	1	1
1005	пошел он за	1	1
1006	и положительное одним	1	1
1007	загадка о версилове	1	1
1008	содомским в душе	1	1
1009	стремится только и	1	1
1010	образом их жизни	1	1
1011	ничего и никогда	1	1
1012	какого-то нормального какого-то	1	1
1013	ему разум и	1	1
1014	так для того	1	1
1015	бога и дьявола	2	1
1016	в сферу непознаваемого	1	1
1017	это все можно	1	1
1018	что есть на	1	1
1019	до конца признает	1	1
