N	3gram	Bakhtin_Pr	Dialekti
300	мы уже говорили	3	1
301	между тем ведь	1	1
302	ни за что	1	1
303	он не есть	1	1
304	вовсе еще не	1	1
305	в своем знаменитом	1	1
306	если мы не	1	1
307	как и на	1	1
308	общего не имеет	1	1
309	же самое мы	1	1
310	что мы имеем	1	1
311	и с точки	1	1
312	там где есть	1	1
313	включает в себя	1	1
314	жизни и смерти	2	1
315	и что с	1	1
316	также и ранний	1	1
317	мы не знаем	1	1
318	но самое главное	1	1
319	не имеет с	1	1
320	но как раз	1	1
321	мы имеем в	3	1
322	всей нашей работы	1	1
323	одному и тому	2	1
324	тут же и	1	1
325	в результате всего	1	1
326	в этом случае	1	1
327	которую можно назвать	1	1
328	но это конечно	1	1
329	но тем не	1	1
330	а вместе с	1	1
331	с ней и	1	1
332	с разных сторон	1	1
333	резко проявляется в	1	1
334	чрезвычайно близка к	1	1
335	своими корнями в	1	1
336	в нем только	2	1
337	об этом уже	1	1
338	есть уже не	1	1
339	в сущности только	2	1
340	в романе достоевского	1	1
341	понятно так как	1	1
342	в новое время	4	1
343	и в сущности	2	1
344	было бы дать	1	1
345	я не хочу	1	1
346	как бы в	2	1
347	них нет ничего	1	1
348	уходит своими корнями	1	1
349	друг в друга	2	1
350	вобравшая в себя	1	1
351	точки зрения и	1	1
352	в той же	1	1
353	по мере того	1	1
354	в область истории	1	1
355	прежде всего в	1	1
356	личности в этом	1	1
357	после того как	1	1
358	ад и рай	1	1
359	как мы имеем	1	1
360	целом и в	1	1
