N	3gram	Bakhtin_Fr	KulturaY
273	и не могут	1	1
274	выходит за пределы	1	1
275	если мы вспомним	1	1
276	в этой же	2	1
277	что свидетельствует о	1	1
278	но и для	2	1
279	как мы сказали	1	1
280	здесь в самом	1	1
281	тогда как в	1	1
282	на этом же	1	1
283	и до конца	4	1
284	притом не только	1	1
285	в этой плоскости	1	1
286	в предисловии к	1	1
287	и не только	1	1
288	по содержанию своему	1	1
289	это прежде всего	3	1
290	мы находим и	1	1
291	связанных с ними	1	1
292	в году в	1	1
293	в другом случае	1	1
