N	2gram	Bakhtin_Fr	Literetu
688	только из	1	1
689	случае в	2	1
690	бога в	1	1
691	таких моментов	1	1
692	образов в	4	1
693	его книге	1	1
694	со всем	2	1
695	только что	1	1
696	время она	1	1
697	по лужам	2	1
698	до него	1	1
699	сверх того	2	1
700	случае мы	1	1
701	без исключения	1	1
702	дело с	2	1
703	и другую	1	1
704	культуры это	1	1
705	обращенное к	2	1
706	подозревая что	1	1
707	отметим в	1	1
708	о них	1	1
709	его принадлежности	1	1
710	для более	1	1
711	которой в	1	1
712	в общую	1	1
713	в некоторых	1	1
714	какой бы	2	1
715	говорит о	2	1
716	с более	1	1
717	и двух	2	1
718	что человек	1	1
719	нас в	2	1
720	с той	1	1
721	требует от	1	1
722	только им	1	1
723	только за	1	1
724	которую он	1	1
725	площади в	2	1
726	речевых норм	2	1
727	продолжает так	1	1
728	существования и	2	1
729	ко всем	3	1
730	более или	1	1
731	значение это	1	1
732	он остается	2	1
733	но все	5	1
734	такими же	1	1
735	нет той	1	1
736	это может	1	1
737	как об	1	1
738	широкого и	2	1
739	из самых	2	1
740	слова с	1	1
741	особый язык	1	1
742	он у	1	1
743	мира это	2	1
744	места и	1	1
745	приобретает характер	1	1
746	в наиболее	1	1
747	в собственном	1	1
748	их в	7	1
749	притом в	1	1
750	вас к	1	1
751	здесь дело	1	1
752	ему по	1	1
753	смерть в	1	1
754	что почти	1	1
755	и сделал	2	1
756	прочим и	1	1
757	будто все	1	1
758	характерную для	1	1
759	из героев	1	1
760	и стал	1	1
761	связано с	1	1
762	всякого рода	2	1
763	уже был	1	1
764	в дальнейшем	4	1
765	с этим	2	1
766	рассказ о	1	1
767	существенный момент	2	1
768	с историческим	1	1
769	некоторые из	4	1
770	было в	2	1
771	не могли	1	1
772	когда на	1	1
773	воспринимались как	1	1
774	чем за	1	1
775	в пределе	1	1
776	значимости в	1	1
777	время от	1	1
778	имеет в	2	1
779	была еще	2	1
780	но эти	4	1
781	платона и	2	1
782	именно там	1	1
783	или эти	1	1
784	имея в	1	1
785	совершенно чужд	1	1
786	себя со	1	1
787	средних веков	1	1
788	мы все	1	1
789	но они	4	1
790	игру и	1	1
791	победы над	1	1
792	все в	2	1
793	втором случае	1	1
794	в различных	2	1
795	в строгом	1	1
796	был по	1	1
797	культуре в	1	1
798	лет спустя	1	1
799	несколько примеров	1	1
800	работ и	1	1
801	обнаруживает в	1	1
802	конечно не	4	1
803	и те	1	1
804	не что	1	1
805	может все	2	1
806	от своей	1	1
807	самого начала	1	1
808	и далее	3	1
809	точке зрения	1	1
810	от лица	2	1
811	вслушиваться в	1	1
812	художественном творчестве	1	1
813	другого произведения	1	1
814	области художественного	1	1
815	его за	2	1
816	собственному признанию	1	1
817	это весьма	1	1
818	переход от	2	1
819	вернуться к	1	1
820	из всех	4	1
821	по случаю	1	1
822	только этим	1	1
823	такая же	1	1
824	на него	1	1
825	к которому	2	1
826	во времена	1	1
827	xviii веке	11	1
828	входят в	1	1
829	легенде и	1	1
830	ведь все	1	1
831	от них	2	1
832	следует и	1	1
833	тут же	3	1
834	что даже	1	1
835	в отдельных	1	1
836	на котором	2	1
837	событием в	1	1
838	в системе	3	1
839	всего со	1	1
840	землею и	1	1
841	но так	1	1
842	где все	2	1
843	этом же	1	1
844	подлежит сомнению	2	1
845	и направляет	1	1
846	настаивая на	1	1
847	есть их	1	1
848	бы вполне	1	1
849	ее и	1	1
850	влияние на	2	1
851	его так	2	1
852	него как	1	1
853	платком и	1	1
854	к их	1	1
855	после того	1	1
856	здесь нет	2	1
857	но из	1	1
858	жить в	1	1
859	как для	1	1
860	этой идее	2	1
861	земли в	1	1
862	такова была	1	1
863	в состоянии	2	1
864	текстом и	1	1
865	что уже	2	1
866	xix и	1	1
867	мы знаем	3	1
868	в стиле	1	1
869	в образе	1	1
870	в последующие	4	1
871	в корне	3	1
872	на виду	1	1
873	не станет	1	1
874	показал как	1	1
875	сознания вследствие	1	1
876	видит в	3	1
877	мы ее	1	1
878	что непосредственно	1	1
879	и человек	1	1
880	не была	2	1
881	чем в	2	1
882	единым и	1	1
883	и характерную	1	1
884	как же	1	1
885	в которой	6	1
886	говорит в	1	1
887	знал и	3	1
888	века не	1	1
889	борьбы с	1	1
890	ее от	1	1
891	как по	2	1
892	с двумя	1	1
893	прежде чем	2	1
894	в произведении	3	1
895	сущности только	3	1
896	не нуждается	1	1
897	будто бы	2	1
898	произведение как	1	1
899	с самого	1	1
900	но для	1	1
901	возвращается к	1	1
902	со свободой	1	1
903	о смерти	1	1
904	как следует	1	1
905	и своего	2	1
906	сходство с	1	1
907	между этими	1	1
908	в последних	2	1
909	языком не	1	1
910	по мере	1	1
911	другое гораздо	1	1
912	этом последнем	1	1
913	где была	1	1
914	между ними	4	1
915	и мировоззрение	1	1
916	также в	2	1
917	и она	1	1
918	ему же	1	1
919	большинстве случаев	3	1
920	всем своем	1	1
921	между прочим	1	1
922	рядом с	5	1
923	от этого	2	1
924	и жизнь	1	1
925	текста но	1	1
926	строит не	1	1
927	больше всего	1	1
928	в свете	3	1
929	того он	3	1
930	высшую степень	1	1
931	связанным с	1	1
932	в смысле	1	1
933	и всякого	1	1
934	в эту	7	1
935	на себе	1	1
936	на другом	1	1
937	в других	4	1
938	сих пор	6	1
939	в поход	1	1
940	видят в	1	1
941	с новой	1	1
942	к истине	1	1
943	же принадлежит	1	1
944	нами как	1	1
945	весь мир	4	1
946	это вполне	1	1
947	своих не	1	1
948	были освоены	1	1
949	вообще в	2	1
950	которых в	1	1
951	его особых	1	1
952	комического характера	1	1
953	мы уже	19	1
954	все остальные	3	1
955	говорит если	1	1
956	от содержания	1	1
957	образ не	2	1
958	для тех	1	1
959	есть когда	1	1
960	в традиционных	1	1
961	в развитии	2	1
962	оно и	1	1
963	году когда	1	1
964	год и	1	1
965	не были	3	1
966	самую гущу	1	1
967	в живописи	1	1
968	кто же	1	1
969	на глазах	1	1
970	в приведенном	5	1
971	элементы в	1	1
972	лишь один	1	1
973	поэтому даже	1	1
974	явления не	1	1
975	также не	1	1
976	о мире	3	1
977	совершенно справедливо	1	1
978	для жизни	1	1
979	с таким	3	1
980	она была	3	1
981	в землю	1	1
982	особый интерес	1	1
983	ведь как	1	1
984	в названном	1	1
985	занимает в	1	1
986	этого целого	2	1
987	ту сторону	1	1
988	стороны он	1	1
989	не учит	1	1
990	вот я	2	1
991	серьезность и	1	1
992	вы что	1	1
993	ну и	2	1
994	году в	1	1
995	это делает	1	1
996	о его	2	1
997	и условностей	2	1
998	который меняет	1	1
999	но ее	1	1
1000	на отдельные	1	1
1001	это ни	1	1
1002	что только	1	1
1003	еще вполне	2	1
1004	внутреннего облика	1	1
1005	и была	1	1
1006	например о	1	1
1007	от ложной	1	1
1008	для людей	1	1
1009	время он	1	1
1010	официальной культуры	5	1
1011	изменилось в	1	1
1012	это продукт	1	1
1013	первое из	1	1
1014	именно этой	1	1
1015	основе всех	1	1
1016	всех этих	5	1
1017	меньшей степени	2	1
1018	что этот	1	1
1019	в какой-то	1	1
1020	очень важным	1	1
1021	в один	2	1
1022	в одну	1	1
1023	и особенно	2	1
1024	он должен	1	1
1025	одного и	1	1
1026	книге с	1	1
1027	в подлинном	2	1
1028	мы видели	6	1
1029	которая и	1	1
1030	к сожалению	1	1
1031	при жизни	1	1
1032	на чем	1	1
1033	основе этой	1	1
1034	время его	2	1
1035	в последующих	3	1
1036	каждому из	1	1
1037	до сих	6	1
1038	в очерке	1	1
1039	и этот	2	1
1040	и здесь	5	1
1041	является здесь	1	1
1042	мы встретились	1	1
1043	них в	2	1
1044	как одной	1	1
1045	такова же	1	1
1046	и двести	1	1
1047	но за	1	1
1048	обобщению и	1	1
1049	актера и	2	1
1050	его из	1	1
1051	в основном	7	1
1052	художественное сознание	1	1
1053	с и	1	1
1054	возвыситься над	1	1
1055	в литературной	1	1
1056	нас как	1	1
1057	с такой	1	1
1058	поэтому ничего	1	1
1059	за ними	2	1
1060	глубокой древности	1	1
1061	что это	4	1
1062	ни единого	1	1
1063	в картине	1	1
1064	смертью и	1	1
1065	здесь для	1	1
1066	его на	2	1
1067	не исчерпывается	2	1
1068	осознании и	1	1
1069	поэтому в	2	1
1070	в человеке	1	1
1071	все те	2	1
1072	центральный образ	1	1
1073	их как	2	1
1074	с каждым	1	1
1075	и делает	1	1
1076	однако он	1	1
1077	не ставит	1	1
1078	опоры для	1	1
1079	за это	2	1
1080	не могут	1	1
1081	власти и	2	1
1082	строгой и	1	1
1083	такого же	1	1
1084	с некоторыми	1	1
1085	ряде других	1	1
1086	из величайших	1	1
1087	своего романа	3	1
1088	собой и	1	1
1089	и хвала	3	1
1090	смысла и	1	1
1091	сознание от	1	1
1092	более широкого	1	1
1093	не выходит	1	1
1094	это конечно	1	1
1095	свою жизнь	1	1
1096	вот и	1	1
1097	но вот	1	1
1098	встречаются и	2	1
1099	и возрождением	2	1
1100	с общим	1	1
1101	на месте	1	1
1102	не делает	1	1
1103	времени не	1	1
1104	жизнью на	1	1
1105	есть нечто	1	1
1106	в определенной	1	1
1107	это время	1	1
1108	за свое	1	1
1109	момент и	1	1
1110	и так	5	1
1111	от его	1	1
1112	никто не	1	1
1113	что иное	1	1
1114	них он	2	1
1115	правда не	4	1
1116	и были	1	1
1117	основные моменты	1	1
1118	не приводит	1	1
1119	ключом к	1	1
1120	ему и	2	1
1121	о котором	2	1
1122	том как	1	1
1123	а под	1	1
1124	в известном	1	1
1125	он заявляет	1	1
1126	чудо это	1	1
1127	этой власти	1	1
1128	будущее в	1	1
1129	это самое	2	1
1130	он мог	2	1
1131	нарастает и	1	1
1132	исторической значимости	1	1
1133	тому кто	1	1
1134	ее на	1	1
1135	так уже	1	1
1136	одним и	1	1
1137	в горниле	1	1
1138	чем дело	1	1
1139	этого явления	2	1
1140	совершенно иную	1	1
1141	слова все	1	1
1142	отличается от	1	1
1143	европы но	1	1
1144	языка и	1	1
1145	что мы	1	1
1146	показательны для	1	1
1147	значение на	1	1
1148	аллюзий и	1	1
1149	мы его	1	1
1150	художественных произведений	1	1
1151	героем и	1	1
1152	в послании	1	1
1153	в новой	1	1
1154	самого автора	1	1
1155	с временем	4	1
1156	нам для	2	1
1157	характер это	2	1
1158	именно на	1	1
1159	и вся	1	1
1160	значение для	1	1
1161	переходит к	1	1
1162	ее с	1	1
1163	рабле где	1	1
1164	характеризуется в	1	1
1165	времени и	5	1
1166	более и	1	1
1167	и друзей	1	1
1168	и находит	1	1
1169	лишь то	1	1
1170	однако нужно	1	1
1171	с ролью	1	1
1172	глубокое и	1	1
1173	что здесь	2	1
1174	и там	1	1
1175	его здесь	1	1
1176	протеста против	1	1
1177	ее не	2	1
1178	с красной	1	1
1179	и во	6	1
1180	игра со	1	1
1181	принадлежит к	2	1
1182	в самую	1	1
1183	значение имеет	1	1
1184	не подозревая	1	1
1185	для изучения	1	1
1186	но именно	3	1
1187	за пределами	1	1
1188	в концепции	1	1
1189	характера и	1	1
1190	и мире	1	1
1191	для всего	1	1
1192	в каждый	1	1
1193	нам его	1	1
1194	своих врагов	1	1
1195	на этот	1	1
1196	кончается он	1	1
1197	здесь и	6	1
1198	мать и	1	1
1199	я вам	1	1
1200	у которого	1	1
1201	культурной жизни	2	1
1202	глава в	1	1
1203	лишь за	1	1
1204	в произведениях	2	1
1205	значении в	1	1
1206	умирающем и	1	1
1207	в эстетике	1	1
1208	же он	2	1
1209	он стал	3	1
1210	литературой но	1	1
1211	который и	1	1
1212	к попыткам	1	1
1213	этому целому	1	1
1214	характерные для	1	1
1215	с того	2	1
1216	поэтому он	4	1
1217	высшей степени	1	1
1218	об их	2	1
1219	уже для	1	1
1220	и произведение	1	1
1221	смерть и	1	1
1222	и прямо	1	1
1223	бы за	2	1
1224	ничем не	1	1
1225	основе своей	2	1
1226	др на	1	1
1227	с начала	7	1
1228	способность к	1	1
1229	сам он	3	1
1230	того как	1	1
1231	нас не	1	1
1232	в последней	1	1
1233	роль и	1	1
1234	в xviii	12	1
1235	массовой литературы	1	1
1236	всего мира	1	1
1237	не одни	1	1
1238	культуре прошлого	1	1
1239	на что	1	1
1240	которых он	2	1
1241	или с	1	1
1242	они входят	1	1
1243	этот был	1	1
1244	начинается новый	1	1
1245	на службу	1	1
1246	мне это	1	1
1247	по год	2	1
1248	все это	6	1
1249	указание на	1	1
1250	в первую	1	1
1251	литературы из	2	1
1252	из форм	1	1
1253	а все	1	1
1254	образ глубоко	1	1
1255	по ту	1	1
1256	о ее	1	1
1257	в заключительной	1	1
1258	слова не	1	1
1259	эту странную	2	1
1260	средств и	1	1
1261	когда же	2	1
1262	в виде	2	1
1263	в таких	3	1
1264	что ни	1	1
1265	врача и	2	1
1266	материал для	1	1
1267	отказаться от	1	1
1268	пока в	1	1
1269	или в	3	1
1270	и единственного	1	1
1271	жизни это	1	1
1272	начала в	1	1
1273	и вы	4	1
1274	но эта	1	1
1275	места в	2	1
1276	смеховой культуры	6	1
1277	вполне допускает	1	1
1278	в эпоху	18	1
1279	и тайну	1	1
1280	авторскому замыслу	1	1
1281	в стороне	1	1
1282	ведь он	1	1
1283	же такой	1	1
1284	не подлежит	4	1
1285	лежит на	2	1
1286	я бы	1	1
1287	или даже	1	1
1288	говорят о	3	1
1289	а их	1	1
1290	этого романа	2	1
1291	что ж	1	1
1292	живой и	2	1
1293	мира который	1	1
1294	на одном	1	1
1295	на все	1	1
1296	стороны на	2	1
1297	не столь	1	1
1298	и со	2	1
1299	один и	3	1
1300	до высокой	1	1
1301	в новом	1	1
1302	мы находим	3	1
1303	нисколько не	1	1
1304	эти стороны	2	1
1305	в условиях	3	1
1306	это было	2	1
1307	этот ряд	2	1
1308	но особенно	1	1
1309	говорит об	2	1
1310	ему как	1	1
1311	или менее	1	1
1312	чего в	1	1
1313	в одной	3	1
1314	и тело	2	1
