N	2gram	Propp_Russ	Stilisti
176	другого на	1	3
177	что всякое	1	3
178	если не	1	3
179	этом мы	1	3
180	для наших	2	3
181	и поэтому	3	3
182	между тем	9	3
183	во второй	1	3
184	не знает	1	3
185	в частности	2	3
186	только на	4	3
187	не с	5	3
188	через нее	1	3
189	в тех	5	3
190	связь между	2	3
191	о своем	1	3
192	в начале	1	3
193	целый ряд	1	3
194	от того	1	3
195	их в	7	3
196	заметить что	3	3
197	нет и	1	3
198	не будет	1	3
199	сказать что	1	3
200	главным образом	5	3
201	необходимо чтобы	1	3
202	жизни и	1	3
203	чаще всего	3	3
204	этого слова	3	3
205	у них	2	3
206	и для	3	3
207	это не	14	3
208	из них	12	3
209	он должен	2	3
210	только одна	1	2
211	и он	1	2
212	очевидно что	2	2
213	что иное	3	2
214	и эту	1	2
215	должно быть	2	2
216	нас не	3	2
217	увидим что	2	2
218	зависит от	1	2
219	наших целей	2	2
220	и форма	1	2
221	выбор и	1	2
222	и при	2	2
223	и потому	3	2
224	каждый из	3	2
225	мы имеем	7	2
226	как нет	1	2
227	человек с	1	2
228	этом отношении	1	2
229	с ним	2	2
230	кроме того	3	2
231	о чем	7	2
232	одном и	1	2
233	с природой	1	2
234	для них	5	2
235	с другими	3	2
236	это слово	1	2
237	о происхождении	1	2
238	с собой	4	2
239	но это	5	2
240	в их	5	2
241	цели из	1	2
242	о них	2	2
243	а на	8	2
244	связь с	1	2
245	от их	1	2
246	в своих	3	2
247	не было	3	2
248	в предыдущей	1	2
249	на этот	3	2
250	все то	1	2
251	или в	7	2
252	том же	6	2
253	с ней	7	2
254	прежде чем	1	2
255	но эта	2	2
256	но не	7	2
257	тем что	7	2
258	из всего	1	2
259	слово в	1	2
260	в жизни	2	2
261	вполне определенное	1	2
262	в связи	4	2
263	как не	2	2
264	что он	2	2
265	случаях когда	2	2
266	для каждого	1	2
267	или даже	3	2
268	в своей	1	2
269	на эту	1	2
270	в этих	3	2
271	ли не	1	2
272	и сам	1	2
273	связанные с	5	2
274	и жизнь	1	2
275	ли он	1	2
276	обращения к	1	2
277	которое не	1	2
278	себе и	1	2
279	тому же	1	2
280	должен быть	2	2
281	но мы	1	2
282	на первый	3	2
283	и вообще	1	2
284	связано с	3	2
285	в дальнейшем	2	2
286	первый взгляд	1	2
287	с этим	4	2
288	к этому	7	2
289	еще и	1	2
290	вошел в	1	2
291	между собой	4	2
292	вопрос о	4	2
293	видим что	1	2
294	в приведенных	2	2
295	действительности которая	1	2
296	из этих	6	2
297	относится к	1	2
298	который мы	1	2
299	также и	1	2
300	представляет собой	5	2
301	в какой	3	2
302	этот поток	1	2
303	за столом	2	2
304	одни и	1	2
305	не всегда	4	2
306	он не	1	2
307	значение и	2	2
308	в середине	4	2
309	должна была	6	2
310	только тогда	3	2
311	в так	1	2
312	в него	2	2
313	между двумя	2	2
314	для этого	6	2
315	тем и	4	2
316	ее с	2	2
317	в нашей	1	2
318	по отношению	1	2
319	как уже	6	2
320	в пределах	2	2
321	и те	3	2
322	останавливаться на	2	2
323	этот вопрос	4	2
324	человека с	1	2
325	ту же	2	2
326	но даже	2	2
327	человека и	1	2
328	при всем	1	2
329	себе в	1	2
330	магический обряд	2	2
331	должны были	3	2
332	как например	6	2
333	которые с	2	2
334	отношение к	1	2
335	у себя	1	2
336	тех случаях	2	2
337	которые в	2	2
338	трав и	1	2
339	тот же	2	2
340	до конца	5	2
341	к которому	1	2
342	в первой	1	2
343	будут рассмотрены	4	2
344	место в	2	2
345	и определяется	1	2
346	отношению к	1	2
347	природы и	3	2
348	их мы	1	2
349	здесь не	1	2
350	именно с	3	2
351	однако в	1	2
352	в которых	8	2
353	не будут	2	2
354	друг друга	3	2
355	только потому	1	2
356	таким же	4	2
357	в определенные	1	2
358	подойти к	2	2
359	иное как	3	2
360	и том	1	2
361	к нему	3	2
362	мы наблюдаем	2	1
363	в особенности	3	1
364	к сожалению	1	1
365	что в	35	1
366	ближе к	1	1
367	это на	2	1
368	и каким	1	1
369	с полной	1	1
370	и другие	24	1
371	будет происходить	1	1
372	которую они	1	1
373	собственном смысле	1	1
374	в другой	1	1
375	все что	2	1
376	форм и	1	1
377	или наоборот	1	1
378	взгляд на	1	1
379	они сами	1	1
380	он уже	1	1
381	которой оно	1	1
382	собой и	2	1
383	можно говорить	2	1
384	ему в	1	1
385	не противоречит	2	1
386	пока что	1	1
387	и должны	1	1
388	же и	1	1
389	о степени	1	1
390	можно сделать	3	1
391	хлеб и	1	1
392	них в	2	1
393	его чрезвычайно	1	1
394	здесь нет	1	1
395	в самый	2	1
396	если в	3	1
397	также что	2	1
398	свидетельствует о	1	1
399	где-нибудь в	2	1
400	от имени	1	1
401	того как	6	1
402	в основном	4	1
403	даже к	1	1
404	его с	4	1
405	тем он	1	1
406	которых мы	1	1
407	еще лучше	1	1
408	тогда когда	4	1
409	в состоянии	1	1
410	что я	1	1
411	обе эти	1	1
412	бросается в	3	1
413	культов в	1	1
414	принимает форму	1	1
415	одна и	1	1
416	несколько иным	1	1
417	смысл который	1	1
418	и всем	2	1
419	только этот	1	1
420	из всех	1	1
421	это часто	1	1
422	всякого рода	3	1
423	уже знаем	2	1
424	в каком-нибудь	1	1
425	видно не	1	1
426	этот момент	1	1
427	и теперь	1	1
428	бы говорить	1	1
429	самой важной	1	1
430	не нужны	1	1
431	никак не	1	1
432	примыкает к	1	1
433	как раз	1	1
434	что так	1	1
435	тем не	3	1
436	такое же	2	1
437	в литературе	1	1
438	это ни	1	1
439	могла бы	1	1
440	не как	1	1
441	времени когда	1	1
442	ее в	7	1
443	а затем	5	1
444	на лице	1	1
445	это немедленно	1	1
446	совсем так	1	1
447	из мертвых	1	1
448	и всегда	1	1
449	от общего	1	1
450	большое количество	2	1
451	не являются	1	1
452	в работах	1	1
453	носят название	2	1
454	но чаще	1	1
455	одно из	6	1
456	ни в	1	1
457	одно мгновение	1	1
458	но этого	1	1
459	борьбы с	2	1
460	и развитие	1	1
461	там и	2	1
462	представлять себе	1	1
463	слова а	1	1
464	и эти	1	1
465	по мере	1	1
466	весь мир	1	1
467	предположить что	5	1
468	как можно	3	1
469	и начало	2	1
470	необходимо для	1	1
471	у него	2	1
472	не могут	1	1
473	в более	2	1
474	не путем	1	1
475	в виде	10	1
476	образом о	1	1
477	дома в	2	1
478	однако не	1	1
479	должен был	3	1
480	указывали что	1	1
481	в г	6	1
482	всякой связи	1	1
483	за ним	3	1
484	в таких	3	1
485	как они	2	1
486	является и	1	1
487	более или	1	1
488	их но	1	1
489	или не	2	1
490	получивших более	1	1
491	чем ближе	1	1
492	отличаются от	2	1
493	иногда и	7	1
494	степени их	1	1
495	эти теории	2	1
496	не о	1	1
497	мы начнем	1	1
498	в собственном	1	1
499	как видно	1	1
500	относится и	1	1
501	и различные	1	1
502	из приведенных	3	1
503	разными другими	1	1
504	этом не	2	1
505	изображениями или	1	1
506	что его	1	1
507	каким образом	1	1
508	и ответов	1	1
509	так называемый	2	1
510	будто бы	10	1
511	одним из	2	1
512	связанных в	1	1
513	же как	5	1
514	по существу	7	1
515	на себя	4	1
516	где они	2	1
517	маленькую паузу	1	1
518	именно в	3	1
519	или на	11	1
520	голода и	1	1
521	художественной форме	1	1
522	и действительно	2	1
523	дню и	1	1
524	в таком	5	1
525	вообще не	1	1
526	например в	3	1
527	понимать как	1	1
528	в числе	2	1
529	места и	1	1
530	с одним	1	1
531	наблюдаем в	1	1
532	к несколько	1	1
533	и роль	1	1
534	с которой	1	1
535	с той	2	1
536	к таким	4	1
537	это та	1	1
538	но иногда	2	1
539	и вновь	1	1
540	нашем сознании	1	1
541	первое что	1	1
542	с ними	6	1
543	многих других	1	1
544	нашел и	1	1
545	есть в	2	1
546	большинстве случаев	2	1
547	эту точку	1	1
548	из чего	1	1
549	они были	2	1
550	даже просто	1	1
551	одном из	1	1
552	в одно	2	1
553	так на	2	1
554	с м	1	1
555	и просто	1	1
556	другом месте	1	1
557	и характер	1	1
558	следовательно и	2	1
559	всех их	1	1
560	от этого	2	1
561	на все	3	1
562	форме а	1	1
563	весь ход	1	1
564	этого вопроса	1	1
565	только себя	1	1
566	может не	1	1
567	все свои	1	1
568	у древних	1	1
569	в иной	1	1
570	и теми	1	1
571	о котором	1	1
572	или их	2	1
573	на руси	3	1
574	знает что	1	1
575	так а	1	1
576	в каждой	1	1
577	всей своей	1	1
578	на каждом	3	1
579	из одного	1	1
580	в чем	1	1
581	нет в	2	1
582	ней как	1	1
583	или менее	1	1
584	так например	7	1
585	могло бы	1	1
586	в которые	1	1
587	обряд который	2	1
588	это так	1	1
589	в одной	1	1
590	тем более	1	1
591	обращение к	1	1
592	руки и	3	1
593	быть случайным	1	1
594	дома и	1	1
595	но оно	1	1
596	превратилось в	1	1
597	рассказов и	1	1
598	какое значение	1	1
599	не здесь	1	1
600	в русской	1	1
601	мы попытаемся	2	1
602	ли они	1	1
603	в большинстве	2	1
604	и того	1	1
605	еще до	2	1
606	не менее	3	1
607	нам не	1	1
608	это и	1	1
609	и та	1	1
610	на природу	2	1
611	одна из	12	1
612	представления но	1	1
613	выступает в	1	1
614	лица и	1	1
615	того в	3	1
616	бы к	1	1
617	те которые	1	1
618	что однако	1	1
619	длинная и	1	1
620	и такие	1	1
621	что этот	4	1
622	и новым	1	1
623	сливается с	1	1
624	на этом	6	1
625	с лицом	1	1
626	я тебе	1	1
627	которую мы	1	1
628	обряд для	1	1
629	в поле	18	1
630	ясно и	1	1
631	он подробно	1	1
632	тех же	1	1
633	которой он	1	1
634	не имеют	1	1
635	и жены	2	1
636	видели в	1	1
637	что сила	3	1
638	это как	1	1
639	которой и	1	1
640	к словам	1	1
641	в руки	2	1
642	доказать что	1	1
643	совпадает с	1	1
644	она не	4	1
645	в течение	7	1
646	представления о	2	1
647	только как	2	1
648	значение он	1	1
649	слов для	1	1
650	нет но	2	1
651	в другом	1	1
652	тому как	3	1
653	это только	1	1
654	на поле	3	1
655	с новым	1	1
656	только так	1	1
657	мере их	1	1
658	и другой	5	1
659	так что	4	1
660	довольно часто	1	1
661	дело не	2	1
662	с нашим	1	1
663	во время	23	1
664	эту связь	1	1
665	характер в	1	1
666	в развитии	1	1
667	имеем еще	1	1
668	можем считать	1	1
669	когда он	3	1
670	были связаны	2	1
671	и частично	1	1
672	к тем	4	1
673	не связанных	1	1
674	солнце и	1	1
675	если же	1	1
676	должны быть	1	1
677	но они	4	1
678	возвращаясь к	1	1
679	часть его	1	1
680	с этой	2	1
681	говорить о	2	1
682	что эта	1	1
683	с религиозными	1	1
684	связь не	1	1
685	и что	8	1
686	не будем	5	1
687	как он	2	1
688	этим словом	1	1
689	не могла	1	1
690	приходит к	1	1
691	ее но	1	1
692	так чтобы	2	1
693	вот что	1	1
694	иметь в	2	1
695	и некоторое	1	1
696	говоря о	1	1
697	или его	1	1
698	что нам	1	1
699	он в	1	1
700	превращается в	1	1
701	и до	3	1
702	даже не	1	1
703	же на	1	1
704	которые по	1	1
705	в истории	1	1
706	и находит	1	1
707	но вместе	3	1
708	как по	2	1
709	что бы	1	1
710	с понятием	1	1
711	а из	1	1
712	так называемых	1	1
713	например на	2	1
714	достаточно чтобы	1	1
715	всем этим	1	1
716	кого-нибудь из	1	1
717	в глаза	3	1
718	и менее	1	1
719	еще на	1	1
720	смысл такой	1	1
721	с другой	1	1
722	говорит о	3	1
723	и время	1	1
724	к ним	4	1
725	их там	2	1
726	ту сторону	1	1
727	переход от	3	1
728	слово с	1	1
729	без всякого	1	1
730	стол а	1	1
731	на паровом	1	1
732	носит характер	1	1
733	на две	3	1
734	по всей	4	1
735	и о	4	1
736	указывают на	1	1
737	как некое	1	1
738	содержанием и	1	1
739	ее не	1	1
740	что для	4	1
741	есть весь	1	1
742	не надо	1	1
743	нас на	1	1
744	его как	2	1
745	он так	2	1
746	жизни как	1	1
747	наряду с	1	1
748	и во	2	1
749	них идет	1	1
750	сил которые	1	1
751	значение имеет	1	1
752	привели к	1	1
753	не можем	5	1
754	возможно что	2	1
755	на свою	1	1
756	теории не	1	1
757	не совсем	6	1
758	на путь	1	1
759	на меже	1	1
760	характерен для	1	1
761	за него	1	1
762	но возможно	1	1
763	за пределами	2	1
764	в своем	3	1
765	не значит	2	1
766	даже если	1	1
767	что первыми	1	1
768	на улице	1	1
769	как от	1	1
770	мы сейчас	1	1
771	и есть	1	1
772	во всей	2	1
773	образом в	2	1
774	в общем	1	1
775	в силу	2	1
776	к пониманию	1	1
777	каждый день	1	1
778	как думали	2	1
779	что без	1	1
780	нет его	1	1
781	растений и	1	1
782	все еще	1	1
783	как будто	6	1
784	совсем другое	1	1
785	же в	5	1
786	на то	2	1
787	но если	2	1
788	имеет и	1	1
789	превращались в	1	1
790	композиции и	1	1
791	вопросов и	1	1
792	и по	10	1
793	какой степени	3	1
794	там где	3	1
795	в эти	4	1
796	увидим ниже	3	1
797	в меру	1	1
798	влияние и	1	1
799	солнца а	1	1
800	здесь в	1	1
801	он просто	1	1
802	и устанавливает	1	1
803	еще в	6	1
804	при исследовании	1	1
805	со своими	1	1
806	и после	2	1
807	однако все	1	1
808	что сам	1	1
809	всех этих	2	1
810	того же	1	1
811	же он	1	1
812	должны будем	2	1
813	чтобы не	1	1
814	столом и	1	1
815	не был	3	1
816	что при	2	1
817	только о	1	1
818	с выбором	1	1
819	иногда в	2	1
820	одного и	1	1
821	рассмотренная нами	1	1
822	думать что	3	1
823	в заключение	2	1
824	поэтому мы	1	1
825	не оправдывается	1	1
826	виду что	2	1
827	каждый человек	1	1
828	и сами	2	1
829	и людям	1	1
