N	2gram	Propp_Morf	formyVre
144	или иной	1	8
145	в целом	5	8
146	в той	1	7
147	для всех	1	7
148	не как	1	7
149	между собой	5	7
150	к этому	4	7
151	из этих	2	7
152	в себе	1	7
153	но он	1	7
154	не знает	2	7
155	в которой	3	7
156	в форме	6	7
157	с ее	1	7
158	например в	2	7
159	то время	3	7
160	себя и	2	7
161	в главе	1	7
162	было бы	5	7
163	т д	60	7
164	того что	3	7
165	этом отношении	2	7
166	ее в	3	7
167	отличие от	1	7
168	все что	1	6
169	именно в	1	6
170	с тем	2	6
171	только для	2	6
172	на первый	3	6
173	о том	6	6
174	с помощью	1	6
175	между двумя	1	6
176	в различных	2	6
177	сказать что	4	6
178	в основу	2	6
179	первый тип	1	6
180	во всей	1	6
181	характерно что	1	6
182	время и	1	6
183	в качестве	8	6
184	в таком	1	6
185	здесь как	1	6
186	мы можем	5	6
187	ту же	2	6
188	одной стороны	2	6
189	и ее	5	6
190	смысле слова	4	6
191	в сущности	3	6
192	мы видим	15	6
193	не могут	7	6
194	в которых	2	6
195	не является	4	6
196	тех же	4	6
197	лежат в	1	6
198	в совершенно	2	6
199	имеем в	8	6
200	одной из	2	6
201	все они	1	6
202	мы не	8	6
203	мы находим	1	6
204	но эта	1	6
205	только и	1	6
206	есть и	4	6
207	в начале	3	6
208	по вертикали	1	6
209	есть не	1	6
210	вообще не	2	5
211	с этой	3	5
212	о чем	1	5
213	одно из	1	5
214	тем что	4	5
215	в своей	1	5
216	в это	1	5
217	во все	1	5
218	хотя бы	5	5
219	только на	1	5
220	но они	2	5
221	всего этого	1	5
222	что все	1	5
223	с другими	2	5
224	как его	1	5
225	той или	1	5
226	так что	1	5
227	все основные	1	5
228	одно и	1	5
229	в этой	3	5
230	мы будем	3	5
231	чаще всего	11	5
232	там где	5	5
233	второго типа	1	5
234	здесь же	3	5
235	в него	1	5
236	на дороге	2	5
237	что они	5	5
238	не на	2	5
239	конечно и	1	5
240	с ними	1	5
241	далеко не	5	5
242	они не	3	5
243	не имеет	2	5
244	но здесь	2	5
245	в сюжеты	1	5
246	ни были	1	5
247	он может	2	5
248	он должен	3	5
249	ничем не	2	5
250	мы имеем	19	5
251	но на	1	5
252	или в	6	5
253	об этом	5	5
254	и вообще	1	5
255	в ряду	1	5
256	и ни	1	5
257	или как	1	5
258	бы он	1	5
259	и только	3	5
260	во всем	1	4
261	от него	2	4
262	же и	1	4
263	только что	3	4
264	по всему	3	4
265	даже в	1	4
266	а затем	10	4
267	не являются	1	4
268	другой стороны	5	4
269	в своих	2	4
270	равно как	1	4
271	из самых	1	4
272	или на	3	4
273	и со	1	4
274	в данном	2	4
275	он был	1	4
276	в другом	2	4
277	по отношению	7	4
278	и те	1	4
279	в глаза	2	4
280	друг на	2	4
281	вопросу о	2	4
282	в нашем	6	4
283	момент в	2	4
284	и становится	1	4
285	проходит через	1	4
286	переходим к	1	4
287	несмотря на	4	4
288	чем в	2	4
289	прежде чем	5	4
290	что не	1	4
291	о которых	1	4
292	к вопросу	2	4
293	в чем	2	4
294	дана в	1	4
295	совсем не	3	4
296	в быту	1	4
297	и разновидности	1	4
298	друг другу	1	4
299	в один	3	4
300	и вот	1	4
301	даны в	1	4
302	в последнем	3	4
303	и при	3	4
304	большую роль	1	4
305	его но	1	4
306	их и	1	4
307	что он	5	4
308	дело идет	1	4
309	перед нами	14	4
310	это и	3	4
311	и более	2	4
312	на друга	2	4
313	чем они	1	4
314	важное значение	1	4
315	в золотом	1	4
316	же самое	1	4
317	всяком случае	2	4
318	друг друга	3	4
319	этом случае	10	4
320	бы на	1	4
321	у нас	3	4
322	так в	1	4
323	к концу	1	4
324	на одном	1	4
325	со своей	1	4
326	войти в	1	4
327	на его	5	4
328	в одной	2	4
329	мы должны	3	4
330	быть и	2	4
331	как он	1	4
332	лишь как	1	4
333	на смерть	1	4
334	с большой	2	4
335	в тексте	1	4
336	и вне	3	4
337	и совершенно	1	4
338	в лице	1	4
339	труд и	1	3
340	к другу	2	3
341	точном смысле	1	3
342	тому что	5	3
343	другой пример	2	3
344	это значит	1	3
345	в море	5	3
346	дается в	2	3
347	можно говорить	1	3
348	из нее	1	3
349	герой в	2	3
350	в точном	1	3
351	но мы	3	3
352	существу не	1	3
353	вопрос о	10	3
354	мы увидим	10	3
355	же элементы	1	3
356	форма в	3	3
357	ее по	3	3
358	углом зрения	2	3
359	самого начала	1	3
360	за другом	2	3
361	как на	1	3
362	находится в	1	3
363	с этими	1	3
364	имеется и	1	3
365	и развития	1	3
366	литературе и	1	3
367	одна из	5	3
368	до известной	1	3
369	бы в	2	3
370	я был	1	3
371	очень часто	6	3
372	на этом	4	3
373	сюда же	5	3
374	нет но	2	3
375	как это	7	3
376	в тех	8	3
377	не место	1	3
378	и несколько	1	3
379	главным образом	5	3
380	эта черта	1	3
381	и есть	3	3
382	теми же	1	3
383	здесь также	1	3
384	если они	2	3
385	его к	1	3
386	и здесь	7	3
387	друг к	2	3
388	и дает	2	3
389	это уже	3	3
390	борьбы с	1	3
391	в плоскости	3	3
392	она становится	1	3
393	если не	1	3
394	почти всегда	1	3
395	очень важный	2	3
396	и затем	5	3
397	явлений и	1	3
398	бы не	1	3
399	том как	2	3
400	нет в	1	3
401	к другому	2	3
402	не входит	2	3
403	и были	1	3
404	но оно	2	3
405	еще и	1	3
406	ни к	2	3
407	его и	2	3
408	что мы	2	3
409	в течение	1	3
410	в свою	1	3
411	значение для	1	3
412	вступает в	1	3
413	не будем	5	3
414	на землю	1	3
415	целый ряд	3	3
416	типы и	1	3
417	известной степени	1	3
418	что здесь	1	3
419	без всякого	2	3
420	в данной	2	3
421	если мы	6	3
422	тем же	2	3
423	формы для	1	3
424	мы говорили	1	3
425	но это	6	3
426	точку зрения	1	3
427	которые в	1	3
428	то они	2	3
429	ему в	1	3
430	в первый	1	3
431	он как	1	3
432	или с	3	3
433	иногда очень	1	3
434	совершенно не	1	3
435	силу и	1	3
436	как нечто	1	3
437	а на	3	3
438	в таких	3	3
439	без всяких	1	3
440	в другую	2	3
441	дело в	1	3
442	очень большое	1	3
443	по своему	2	3
444	не столько	1	3
445	это было	3	3
446	друг за	2	3
447	и эти	1	3
448	с самого	1	3
449	она не	2	3
450	надо было	1	3
451	как уже	3	3
452	здесь только	2	3
453	для чего	1	3
454	но она	1	3
455	ним как	1	3
456	конечно в	1	3
457	вступают в	3	3
458	к ней	3	3
459	можно сказать	2	3
460	вплоть до	1	3
461	вопросы эти	1	3
462	все более	1	3
463	природой и	1	3
464	они имеют	1	2
465	всего это	3	2
466	в мифах	1	2
467	и очень	1	2
468	специфическая особенность	1	2
469	одном месте	1	2
470	этот момент	5	2
471	и рядом	1	2
472	остановиться на	1	2
473	с известной	1	2
474	этого момента	3	2
475	ясно что	5	2
476	нами в	4	2
477	его рождения	1	2
478	с собой	3	2
479	приходит к	1	2
480	как испытание	1	2
481	как они	2	2
482	под углом	2	2
483	весь этот	1	2
484	начинается с	5	2
485	как таковой	2	2
486	на следующий	1	2
487	совершенно безразлично	1	2
488	от различных	1	2
489	и нет	1	2
490	второй тип	1	2
491	и питьем	1	2
492	этим мы	1	2
493	гл vii	1	2
494	похожи друг	1	2
495	которые мы	1	2
496	служит для	1	2
497	имеет в	1	2
498	нашей работе	1	2
499	с трудом	1	2
500	к своей	1	2
501	особое место	2	2
502	говорить о	4	2
503	из одного	1	2
504	свою очередь	1	2
505	они должны	1	2
506	играют в	2	2
507	основные формы	4	2
508	будем говорить	1	2
509	он служит	1	2
510	в каждом	1	2
511	он сам	1	2
512	что даже	1	2
513	на котором	4	2
514	лишь один	1	2
515	или три	1	2
516	мы скажем	1	2
517	к нему	3	2
518	то в	3	2
519	герой и	4	2
520	не зная	1	2
521	указать на	1	2
522	других для	1	2
523	собой в	2	2
524	и сама	1	2
525	и этим	7	2
526	но чаще	1	2
527	в немецкой	1	2
528	стремится к	1	2
529	эта форма	14	2
530	видит в	1	2
531	и притом	1	2
532	и некоторые	1	2
533	как по	1	2
534	но для	3	2
535	лишь на	2	2
536	также в	2	2
537	и она	1	2
538	между прочим	1	2
539	ее поэтому	1	2
540	сохраняется и	1	2
541	могло бы	1	2
542	но к	1	2
543	а потом	2	2
544	на другой	1	2
545	но как	3	2
546	ряду с	1	2
547	его жизнь	1	2
548	в отдельных	3	2
549	него самого	1	2
550	сама природа	1	2
551	служащие для	1	2
552	в поступках	2	2
553	если же	5	2
554	никто не	4	2
555	и тот	2	2
556	даже не	3	2
557	этот вопрос	4	2
558	меняется и	1	2
559	целом и	1	2
560	море и	1	2
561	в каком	2	2
562	и каждый	1	2
563	о его	4	2
564	едой и	1	2
565	них не	1	2
566	в полном	1	2
567	значит что	4	2
568	во втором	7	2
569	образом и	1	2
570	они и	5	2
571	как с	1	2
572	если в	7	2
573	на анализе	1	2
574	он только	1	2
575	его с	1	2
576	должна быть	2	2
577	на ее	1	2
578	героя в	5	2
579	в гл	1	2
580	рассказывается о	1	2
581	он действует	2	2
582	все действие	2	2
583	и создает	1	2
584	там же	1	2
585	и самая	1	2
586	самом деле	4	2
587	новое значение	1	2
588	они даны	2	2
589	одновременно с	1	2
590	все события	1	2
591	можно назвать	3	2
592	которые могут	1	2
593	этим в	1	2
594	влияния на	1	2
595	героев в	1	2
596	самых неожиданных	1	2
597	данном случае	2	2
598	о котором	1	2
599	бы нас	1	2
600	этот мотив	1	2
601	бросается в	1	2
602	функцию в	1	2
603	он же	1	2
604	по этим	2	2
605	где нет	1	2
606	возвращаемся к	1	2
607	в очень	2	2
608	это то	1	2
609	явления и	1	2
610	и тогда	3	2
611	в новой	1	2
612	может войти	1	2
613	только один	1	2
614	и об	1	2
615	от других	2	2
616	основные элементы	2	2
617	более и	1	2
618	действия и	2	2
619	может послужить	1	2
620	не совсем	1	2
621	но если	10	2
622	а вовсе	2	2
623	появляется в	2	2
624	в плане	1	2
625	только о	1	2
626	или вовсе	1	2
627	в другое	1	2
628	общий вопрос	1	2
629	высшей степени	1	2
630	не можем	1	2
631	сам он	3	2
632	и пр	45	2
633	для нас	2	2
634	который может	3	2
635	специфические формы	1	2
636	где он	1	2
637	себя в	2	2
638	к месту	3	2
639	быть или	1	2
640	особое значение	1	2
641	не существует	3	2
642	место занимают	1	2
643	из членов	3	2
644	исторической действительности	1	2
645	животных и	3	2
646	этих условиях	1	2
647	о жизни	1	2
648	между собою	2	2
649	до наших	2	2
650	за которым	2	2
651	но по	1	2
652	что им	1	2
653	разновидности и	1	2
654	по функциям	3	2
655	они есть	1	2
656	они все	1	2
657	обычно в	2	2
658	может иметь	1	2
659	должны быть	2	2
660	такие же	1	2
661	его не	1	2
662	одну из	1	2
663	или не	3	2
664	эти формы	2	2
665	и может	1	2
666	как таковые	4	2
667	оказывается что	1	2
668	еще в	1	2
669	как явление	1	2
670	царя и	2	2
671	как то	2	2
672	этому вопросу	1	2
673	когда мы	1	2
674	другую страну	1	2
675	как их	2	2
676	и сюжета	1	2
677	на корабле	1	2
678	все другие	1	2
679	само собой	1	2
680	к третьей	1	2
681	быть названы	1	2
682	значение но	1	2
683	и брак	1	1
684	можно наблюдать	8	1
685	это на	1	1
686	было так	1	1
687	чрезвычайно важно	1	1
688	видели в	1	1
689	является в	2	1
690	правда очень	1	1
691	которой все	2	1
692	еще раз	1	1
693	они их	1	1
694	именно на	1	1
695	но наряду	1	1
696	на эти	1	1
697	и своего	1	1
698	в момент	1	1
699	самого себя	2	1
700	которые здесь	1	1
701	очень много	2	1
702	до него	1	1
703	всех случаях	1	1
704	д но	4	1
705	дело с	1	1
706	момента в	1	1
707	формы в	1	1
708	его чтобы	1	1
709	же относится	1	1
710	тем как	1	1
711	и был	1	1
712	это обычно	1	1
713	не вызывает	1	1
714	и получает	1	1
715	мотивах и	1	1
716	мы обозначим	1	1
717	например с	2	1
718	а есть	1	1
719	случае он	2	1
720	же оно	2	1
721	не меняет	2	1
722	как таковых	3	1
723	испытания героя	1	1
724	раз он	3	1
725	этим объясняется	1	1
726	стороны так	1	1
727	или во	1	1
728	более или	2	1
729	по пути	1	1
730	он имеет	1	1
731	на свой	1	1
732	тяготеют к	1	1
733	в первом	5	1
734	именно и	1	1
735	вызывает никаких	1	1
736	случаях когда	2	1
737	и прекрасная	1	1
738	комплекс мотивов	1	1
739	если он	2	1
740	в числе	2	1
741	и другим	3	1
742	мужа в	2	1
743	в бою	3	1
744	даже просто	1	1
745	литературных жанров	1	1
746	одновременно и	1	1
747	стремления к	1	1
748	на эту	1	1
749	во славу	1	1
750	не вполне	1	1
751	не менее	7	1
752	они ни	1	1
753	мотивов но	1	1
754	с третьим	1	1
755	функций в	1	1
756	обладает и	1	1
757	для их	1	1
758	мы считаем	1	1
759	поставить вопрос	2	1
760	еще придется	1	1
761	так например	3	1
762	содержания но	1	1
763	др здесь	1	1
764	выделено в	1	1
765	службу и	1	1
766	где только	1	1
767	в брак	1	1
768	первый взгляд	3	1
769	его мать	1	1
770	или ее	2	1
771	ними и	1	1
772	нами выше	1	1
773	уже давно	1	1
774	к этой	1	1
775	больше чем	1	1
776	что этот	2	1
777	на части	1	1
778	xiv в	1	1
779	совершенно особое	1	1
780	за исключением	1	1
781	связь его	1	1
782	других и	1	1
783	но во	1	1
784	другу и	2	1
785	в каких	2	1
786	этой формой	1	1
787	бы поставить	1	1
788	где герои	1	1
789	оно как	2	1
790	подвергается преследованию	1	1
791	не всегда	10	1
792	имеют свои	1	1
793	вопроса об	1	1
794	очень широко	1	1
795	характер они	1	1
796	к различным	2	1
797	можно условно	1	1
798	увидим что	2	1
799	более сложных	1	1
800	для данного	1	1
801	вне связи	3	1
802	точек зрения	1	1
803	превращается в	2	1
804	здесь прежде	3	1
805	в применении	1	1
806	существовать и	1	1
807	так мы	1	1
808	самим героем	1	1
809	видно что	5	1
810	в карты	3	1
811	за тридевять	1	1
812	и создают	1	1
813	с другим	1	1
814	и три	1	1
815	своей госпожи	1	1
816	человека эта	1	1
817	этих типов	1	1
818	тех случаях	2	1
819	следующим образом	4	1
820	такая же	1	1
821	существуют не	1	1
822	на него	4	1
823	только во	1	1
824	стороны оно	1	1
825	и вдруг	1	1
826	на берег	2	1
827	который в	2	1
828	все виды	1	1
829	что часть	1	1
830	развитие и	1	1
831	идут в	1	1
832	детей в	1	1
833	для этой	3	1
834	она есть	1	1
835	мы привели	1	1
836	и конкретно	1	1
837	бы то	3	1
838	не происходит	3	1
839	этого и	1	1
840	она имеет	1	1
841	рождение героя	1	1
842	которую они	1	1
843	из головы	1	1
844	нему в	1	1
845	к герою	3	1
846	многообразие в	1	1
847	море все	1	1
848	приведены в	2	1
849	различным образом	2	1
850	не противоречит	1	1
851	ведь для	1	1
852	в научной	2	1
853	см гл	1	1
854	элемент в	2	1
855	как такового	2	1
856	на корабль	1	1
857	и функции	3	1
858	это будет	1	1
859	для изучения	1	1
860	с любовью	1	1
861	она в	2	1
862	есть у	1	1
863	нашей работы	2	1
864	в состоянии	1	1
865	первый раз	1	1
866	или они	1	1
867	увидим дальше	1	1
868	даже такие	1	1
869	с тех	1	1
870	ее можно	1	1
871	два или	1	1
872	тем не	7	1
873	и за	2	1
874	в тот	1	1
875	как разные	1	1
876	что качество	1	1
877	на нескольких	1	1
878	получает новый	1	1
879	вещей на	1	1
880	тем больше	1	1
881	спасение от	2	1
882	как же	3	1
883	сюда прежде	1	1
884	из приведенных	3	1
885	это мы	2	1
886	одним из	2	1
887	и отношение	1	1
888	возвращается к	1	1
889	даются и	1	1
890	и хорошо	1	1
891	и всю	1	1
892	для исследователя	1	1
893	явления которыми	1	1
894	учение о	5	1
895	этом и	1	1
896	в методах	1	1
897	для лучшего	1	1
898	всех пяти	2	1
899	в последовательности	1	1
900	результате и	1	1
901	все подробности	1	1
902	больше всего	1	1
903	критический момент	1	1
904	и вызывает	3	1
905	корабль и	2	1
906	выдерживает испытание	1	1
907	явление мы	1	1
908	в эту	1	1
909	бегство и	2	1
910	и третьим	1	1
911	человека а	1	1
912	большой интерес	1	1
913	в русской	1	1
914	могли бы	2	1
915	быть объяснена	1	1
916	рассказы о	2	1
917	вошел в	1	1
918	элементы но	1	1
919	не то	1	1
920	изучения этих	1	1
921	действия в	1	1
922	чтобы в	1	1
923	имен и	1	1
924	данный момент	1	1
925	свое место	1	1
926	с двух	1	1
927	это герои	1	1
928	и условно	1	1
929	свою жертву	2	1
930	все остальные	1	1
931	не дает	1	1
932	для наших	3	1
933	второму типу	1	1
934	между тем	5	1
935	строится как	1	1
936	тот момент	1	1
937	в рассказе	1	1
938	действующих лиц	22	1
939	наши задачи	1	1
940	из ряда	3	1
941	и тем	3	1
942	бы они	2	1
943	не будет	1	1
944	ее облик	1	1
945	надо сказать	1	1
946	другие материалы	1	1
947	после окончания	1	1
948	всех других	2	1
949	не приходится	1	1
950	и что	3	1
951	и определяет	1	1
952	вспомним что	1	1
953	составная часть	1	1
954	важно не	1	1
955	включается в	1	1
956	тем и	2	1
957	доходит до	1	1
958	также не	1	1
959	в нее	2	1
960	несколько ниже	1	1
961	в иных	4	1
962	на свое	1	1
963	у которого	1	1
964	можно бы	2	1
965	требует чтобы	3	1
966	могла бы	4	1
967	композиции но	2	1
968	появляются в	1	1
969	ни одной	2	1
970	не говорится	1	1
971	вопрос в	2	1
972	он в	1	1
973	мы их	1	1
974	однако в	2	1
975	и никогда	1	1
976	иногда в	8	1
977	расположены по	1	1
978	это делает	1	1
979	свойства и	1	1
980	материала в	1	1
981	в доме	2	1
982	лишь весьма	1	1
983	тем временем	2	1
984	ее а	1	1
985	не значит	3	1
986	в первой	1	1
987	же случай	1	1
988	помощи которой	2	1
989	ей не	1	1
990	фоном для	2	1
991	любого текста	1	1
992	бы быть	1	1
993	в пропасть	4	1
994	независимо от	4	1
995	задачи не	1	1
996	должны будем	2	1
997	на камне	1	1
998	герой не	2	1
999	из этой	1	1
1000	встречается и	3	1
1001	понятия и	1	1
1002	следует за	3	1
1003	до его	1	1
1004	проявляются в	1	1
1005	то перед	5	1
1006	что до	2	1
1007	вопросом о	1	1
1008	были бы	1	1
1009	роль играют	1	1
1010	положения и	1	1
1011	в сказках	3	1
1012	и возможно	1	1
1013	без такого	2	1
1014	сюжета от	2	1
1015	иных формах	2	1
1016	д он	2	1
1017	конечно чтобы	1	1
1018	которые он	1	1
1019	путь героя	1	1
1020	выше но	1	1
1021	некоторые мотивы	1	1
1022	своих героев	1	1
1023	стороны они	1	1
1024	лишь функции	1	1
1025	у отца	1	1
1026	на те	1	1
1027	переносится в	1	1
1028	все формы	1	1
1029	уже знаем	1	1
1030	что это	3	1
1031	также совершенно	1	1
1032	здесь для	1	1
1033	в другой	1	1
1034	из которых	5	1
1035	равным образом	1	1
1036	формах в	2	1
1037	и делает	1	1
1038	достигается лишь	1	1
1039	чтобы это	1	1
1040	два типа	1	1
1041	подобно тому	6	1
1042	он лишь	1	1
1043	этот же	2	1
1044	функции в	1	1
1045	под этим	1	1
1046	связанная с	1	1
1047	непосредственно после	1	1
1048	или непосредственно	2	1
1049	этой точки	1	1
1050	вместо того	1	1
1051	не более	1	1
1052	мы понимаем	1	1
1053	же точностью	1	1
1054	средство от	1	1
1055	возвращается на	1	1
1056	существу является	1	1
1057	следовательно в	1	1
1058	мы выделили	1	1
1059	обходится без	1	1
1060	и приведены	1	1
1061	за нами	1	1
1062	женится на	3	1
1063	постараемся показать	1	1
1064	превращаются в	1	1
1065	не делает	1	1
1066	и действительно	1	1
1067	доме не	1	1
1068	может получить	1	1
1069	кем и	1	1
1070	другому типу	1	1
1071	эти явления	1	1
1072	те формы	1	1
1073	же условиях	1	1
1074	состоит из	3	1
1075	сразу с	1	1
1076	как не	1	1
1077	есть нечто	3	1
1078	уже видели	2	1
1079	рассматриваются как	2	1
1080	и просто	1	1
1081	его судьбе	1	1
1082	приводит к	3	1
1083	есть на	1	1
1084	может не	2	1
1085	связаны между	1	1
1086	всего о	1	1
1087	в критический	1	1
1088	мотив может	1	1
1089	будем в	1	1
1090	на своем	1	1
1091	но с	2	1
1092	словами и	1	1
1093	к созданию	1	1
1094	огромную роль	1	1
1095	имеет свои	2	1
1096	такое положение	1	1
1097	играть роль	1	1
1098	так уже	1	1
1099	для сравнения	1	1
1100	существу и	1	1
1101	действия но	1	1
1102	может создать	1	1
1103	сказки и	6	1
1104	очень важны	1	1
1105	же функции	2	1
1106	ли он	1	1
1107	такую же	2	1
1108	к отдельным	2	1
1109	на той	2	1
1110	этих проблем	1	1
1111	связана с	3	1
1112	по земле	1	1
1113	следует его	1	1
1114	не должно	1	1
1115	наконец могут	1	1
1116	это все	1	1
1117	в отдельности	1	1
1118	быть не	1	1
1119	героем и	1	1
1120	из его	2	1
1121	тех пор	1	1
1122	хотя это	1	1
1123	для нее	1	1
1124	и больше	2	1
1125	основе ее	1	1
1126	смысл который	1	1
1127	в особую	1	1
1128	эти связи	1	1
1129	по горизонтали	1	1
1130	идет об	1	1
1131	при помощи	12	1
1132	при анализе	1	1
1133	форм мы	1	1
1134	им в	1	1
1135	сюжетов и	2	1
1136	и наши	1	1
1137	стороны ее	2	1
1138	упомянем еще	1	1
1139	она может	1	1
1140	что действия	1	1
1141	самого героя	1	1
1142	характера и	1	1
1143	перебраться в	1	1
1144	формах но	1	1
1145	на этот	2	1
1146	на ряд	1	1
1147	как во	1	1
1148	мы берем	1	1
1149	как все	1	1
1150	в настоящее	3	1
1151	быть выделен	1	1
1152	но есть	3	1
1153	или другой	2	1
1154	его можно	1	1
1155	правильно но	1	1
1156	пример в	1	1
1157	в формах	1	1
1158	становится понятным	1	1
1159	по особым	1	1
1160	как к	1	1
1161	в свое	2	1
1162	или просто	2	1
1163	служит в	1	1
1164	проблемы проблемы	1	1
1165	форм и	1	1
1166	подчиняются и	1	1
1167	обычно только	1	1
1168	приобретают совершенно	1	1
1169	что ему	1	1
1170	формы которые	3	1
1171	которым он	1	1
1172	встречу с	1	1
1173	видим как	1	1
1174	благодаря этому	3	1
1175	сила или	1	1
1176	вперед и	1	1
1177	но прежде	1	1
1178	ряд других	2	1
1179	человеческой природой	1	1
1180	тридевять земель	1	1
1181	у тебя	1	1
1182	всего мира	1	1
1183	некоторые связи	1	1
1184	вне своего	1	1
1185	мы нашли	1	1
1186	сторона в	1	1
1187	такое же	1	1
1188	гл vi	1	1
1189	о нем	1	1
1190	нам еще	2	1
1191	вторым и	1	1
1192	она дается	1	1
1193	переходят на	2	1
1194	и новое	1	1
1195	задачи на	3	1
1196	на самом	4	1
1197	на которой	1	1
1198	из форм	1	1
1199	переносятся на	1	1
1200	в ином	3	1
1201	отступление от	1	1
1202	в виде	3	1
1203	в церковь	1	1
1204	этой формы	3	1
1205	вне этой	1	1
1206	и гораздо	1	1
1207	ко второму	1	1
1208	приведенных случаях	1	1
1209	и встреч	1	1
1210	наших дней	2	1
1211	за этим	1	1
1212	о характере	2	1
1213	чтобы вернуться	1	1
1214	хочет жениться	1	1
1215	уже совершенно	1	1
1216	форме диалога	1	1
1217	все вопросы	1	1
1218	лишь с	2	1
1219	имеется в	3	1
1220	становится все	1	1
1221	золотом серебряном	1	1
1222	этой новой	1	1
1223	из дому	3	1
1224	по его	1	1
1225	эпизод в	1	1
1226	совершенно неожиданное	1	1
1227	нисколько не	1	1
1228	короля и	1	1
1229	пока не	1	1
1230	применении к	1	1
1231	вследствие чего	1	1
1232	путь к	2	1
1233	а он	1	1
1234	или менее	2	1
1235	время уже	1	1
1236	подготовляет и	1	1
1237	совершенно ясно	1	1
1238	другом случае	1	1
1239	эти же	1	1
1240	людей в	1	1
1241	в области	1	1
1242	этих двух	1	1
1243	что эти	3	1
1244	без всякой	2	1
1245	пр все	1	1
1246	еще до	1	1
1247	его дочери	1	1
1248	ко всему	1	1
1249	и сила	1	1
1250	в эти	1	1
1251	что от	1	1
1252	как ни	1	1
1253	существу здесь	1	1
1254	но кроме	1	1
1255	и героев	1	1
1256	в наши	2	1
1257	очень важному	1	1
1258	это достигается	1	1
1259	дороге и	1	1
1260	так называемой	1	1
1261	однако если	1	1
1262	тому как	5	1
1263	здесь можно	5	1
1264	не по	2	1
1265	но всегда	1	1
1266	разбойники и	1	1
1267	что всякий	1	1
1268	обстоит дело	1	1
1269	дело не	2	1
1270	во второй	2	1
1271	всех функций	1	1
1272	что касается	1	1
1273	к тем	1	1
1274	бытовые черты	1	1
1275	поиски то	1	1
1276	от отца	2	1
1277	таких героев	2	1
1278	пор не	1	1
1279	невесте и	2	1
1280	героя его	1	1
1281	в нашей	1	1
1282	пр и	3	1
1283	от того	4	1
1284	этих случаях	15	1
1285	иногда этот	1	1
1286	этой схемы	1	1
1287	ли этот	2	1
1288	начала в	1	1
1289	рассматривать как	1	1
1290	решается на	1	1
1291	также с	1	1
1292	этого нет	2	1
1293	относятся только	1	1
1294	форма как	1	1
1295	работы мы	1	1
1296	брак и	2	1
1297	этим и	1	1
1298	изучения и	1	1
1299	и много	1	1
1300	все содержание	1	1
1301	и сюжетах	1	1
