N	3gram	Vygotskiy_	Komedia
296	другой стороны он	2	1
297	и не была	1	1
298	и вовсе не	1	1
299	лучше всего видно	1	1
300	мы знаем о	1	1
301	мы увидим что	7	1
302	ставить вопрос о	1	1
303	самом деле не	1	1
304	как бы в	3	1
305	есть все основания	1	1
306	в целом ряде	2	1
307	то что в	4	1
308	может быть в	1	1
309	к этому что	1	1
310	не в их	1	1
311	несомненно что именно	1	1
312	как один из	1	1
313	мы можем представить	1	1
314	же ясно что	1	1
315	том месте где	1	1
316	не был бы	1	1
317	жизни но и	2	1
318	том что для	1	1
319	сомнения в том	1	1
320	одно существенное различие	1	1
321	но никак не	2	1
322	образом и здесь	1	1
323	всех трех главах	1	1
324	от начала до	1	1
325	в основе его	1	1
326	так как все	1	1
327	на этот вопрос	5	1
328	ни малейшего сомнения	1	1
329	во времени и	1	1
330	и для нас	3	1
331	и здесь мы	1	1
332	он может быть	2	1
333	первую из этих	1	1
334	в частности на	1	1
335	во всех трех	2	1
336	из этого ряда	1	1
337	как только он	1	1
338	на одном из	2	1
339	не что иное	2	1
340	в каждой из	1	1
341	и в частности	2	1
342	вперед по сравнению	1	1
343	и та же	3	1
344	все основания полагать	1	1
345	мы узнаем о	1	1
346	с другом и	1	1
347	в лучшем случае	3	1
348	сам не знает	1	1
349	и для ее	2	1
350	из этих элементов	1	1
351	больше чем в	1	1
352	одной стороны он	2	1
353	зависимости от того	4	1
354	мы едва ли	1	1
355	сходятся в одной	1	1
356	сих пор на	3	1
357	которых мы можем	1	1
358	что и здесь	2	1
359	одной стороны мы	1	1
360	что она любит	1	1
361	иначе чем это	1	1
362	как раз в	2	1
363	тому что он	2	1
364	же как и	1	1
365	мы ничего не	1	1
366	главным образом в	1	1
367	на том месте	1	1
368	так же нельзя	1	1
369	одна и та	2	1
370	уяснить себе его	1	1
371	тем что он	1	1
372	из его слов	1	1
373	но только не	1	1
374	по этому вопросу	1	1
375	что указывает на	1	1
376	такой силой как	2	1
377	достаточно сказать что	1	1
378	что иное как	2	1
379	сцены в которых	1	1
380	нет ни одного	1	1
381	он был бы	1	1
382	на этом вопросе	1	1
383	вопрос о том	3	1
384	в том виде	1	1
385	и не только	1	1
386	идет речь в	1	1
387	а нередко и	1	1
388	один из самых	1	1
389	взад и вперед	1	1
390	к себе и	1	1
391	в следующем виде	1	1
392	с собой в	1	1
393	сама по себе	3	1
394	мы не можем	2	1
395	является едва ли	1	1
396	он умер и	1	1
397	потому что они	3	1
