N	2gram	Savitsky_E	Narrotol
257	и что	2	3
258	можно было	3	3
259	перед лицом	1	3
260	как известно	1	3
261	в направлении	4	3
262	или иного	4	3
263	лицо и	1	3
264	при такой	1	3
265	освободиться от	1	3
266	с таким	1	3
267	себя с	1	3
268	где в	1	3
269	и т	1	3
270	и другая	2	3
271	что мы	1	3
272	как на	3	3
273	ни для	1	3
274	речь идет	1	3
275	той же	1	3
276	одной из	5	3
277	на этот	2	3
278	но это	1	3
279	жизни но	1	3
280	участие в	2	3
281	в виде	5	3
282	дело в	3	3
283	этот раз	1	3
284	все эти	1	3
285	и потому	5	3
286	того или	4	3
287	только к	2	3
288	а к	1	3
289	связано с	3	3
290	во второй	3	3
291	заключает в	3	3
292	идет о	3	3
293	лишь в	1	3
294	существования в	3	3
295	каждого из	1	3
296	и только	3	3
297	является в	1	2
298	которая в	1	2
299	еще более	2	2
300	какой бы	2	2
301	те же	1	2
302	нас в	1	2
303	с той	1	2
304	другой стороны	2	2
305	быть может	1	2
306	с собой	1	2
307	мыслится как	1	2
308	чтобы в	1	2
309	более или	1	2
310	но все	1	2
311	мысль о	1	2
312	в некотором	4	2
313	целый ряд	2	2
314	тем что	3	2
315	принадлежат к	1	2
316	большей или	1	2
317	казалось бы	1	2
318	и наиболее	2	2
319	один и	1	2
320	в этот	1	2
321	принадлежит не	1	2
322	можно ли	3	2
323	и еще	2	2
324	то чтобы	1	2
325	вовсе не	6	2
326	быть в	1	2
327	но возможно	1	2
328	к которому	1	2
329	на будущее	1	2
330	бы в	2	2
331	того же	3	2
332	они могут	1	2
333	чем это	1	2
334	и мы	3	2
335	должно быть	1	2
336	время в	3	2
337	или иному	2	2
338	в будущем	3	2
339	очевидно что	3	2
340	в последние	6	2
341	также в	2	2
342	и будущего	1	2
343	не есть	2	2
344	в двух	1	2
345	в других	2	2
346	во всех	6	2
347	как было	3	2
348	выступает в	1	2
349	мы можем	3	2
350	бы она	1	2
351	ли признать	1	2
352	оснований для	1	2
353	можно развернуть	1	2
354	на свой	1	2
355	даже не	1	2
356	могут быть	2	2
357	что может	1	2
358	мы будем	1	2
359	с которым	1	2
360	в общем	3	2
361	ней в	1	2
362	в мировой	1	2
363	одного и	1	2
364	на рубеже	1	2
365	и сами	1	2
366	та же	1	2
367	если в	2	2
368	должна быть	2	2
369	но также	2	2
370	для них	2	2
371	себе не	3	2
372	в россии	5	2
373	в процессе	4	2
374	можно назвать	1	2
375	в которых	3	2
376	который не	1	2
377	ли он	1	2
378	том смысле	1	2
379	в каком	4	2
380	бы с	1	2
381	по своим	3	2
382	более чем	2	2
383	в течение	5	2
384	своему характеру	2	2
385	которое не	1	2
386	слова и	1	2
387	на основании	2	2
388	тому или	2	2
389	свое существование	1	2
390	что же	2	2
391	к двум	1	2
392	в данной	3	2
393	она может	1	2
394	и во	2	2
395	мира не	2	2
396	обратиться к	1	2
397	именно к	2	2
398	в более	1	2
399	пока что	1	2
400	бы на	1	2
401	мире в	1	2
402	в формах	1	2
403	что с	1	2
404	со своим	1	2
405	в их	11	2
406	однако не	1	2
407	но с	2	2
408	и более	2	2
409	или иначе	1	2
410	ряде случаев	1	2
411	в ряде	1	2
412	есть в	2	2
413	своего существования	1	2
414	в каждой	1	2
415	говорит об	1	2
416	или менее	1	2
417	и вообще	1	2
418	обстоит дело	3	2
419	когда он	3	2
420	частности в	2	2
421	меньшей степени	2	2
422	признать что	1	2
423	во многом	2	2
424	не можем	2	2
425	свести к	1	2
426	бытия и	1	2
427	только бы	1	2
428	это в	1	2
429	или точнее	2	2
430	и наконец	2	2
431	жизнью и	1	2
432	вне сознания	1	2
433	во всем	1	1
434	они являются	1	1
435	нельзя признать	1	1
436	и останется	1	1
437	видели в	1	1
438	более высокой	1	1
439	половине второго	2	1
440	будто к	1	1
441	с которыми	1	1
442	различия в	3	1
443	народов и	3	1
444	которые не	1	1
445	к этой	1	1
446	в общий	1	1
447	тех кто	1	1
448	за исключением	1	1
449	тем для	1	1
450	ли найдется	1	1
451	из всех	3	1
452	и служат	1	1
453	в разных	1	1
454	тем как	1	1
455	в большей	1	1
456	не как	1	1
457	которые по	1	1
458	время не	1	1
459	за всех	1	1
460	здесь говорить	1	1
461	что произошло	1	1
462	например с	2	1
463	занять место	1	1
464	то не	2	1
465	для всех	1	1
466	отметим что	1	1
467	связь с	1	1
468	на которых	1	1
469	стороне от	1	1
470	мы бы	1	1
471	и этот	2	1
472	но по	2	1
473	связана с	1	1
474	или на	1	1
475	представление о	2	1
476	в корне	1	1
477	его на	2	1
478	данной сферы	1	1
479	оказаться в	1	1
480	с еще	1	1
481	которая при	1	1
482	внимание что	1	1
483	по признаку	3	1
484	поскольку он	2	1
485	ко второй	1	1
486	на руси	1	1
487	относиться к	1	1
488	фактора в	1	1
489	с этим	2	1
490	не служит	4	1
491	где этот	1	1
492	во все	3	1
493	некоторые из	1	1
494	при условии	2	1
495	осуществляется в	1	1
496	которые мы	1	1
497	следовало бы	2	1
498	вопрос о	4	1
499	мы увидим	1	1
500	действительности как	1	1
501	говорить не	1	1
502	имеет в	2	1
503	и неизбежно	1	1
504	являются не	1	1
505	во многих	4	1
506	из их	1	1
507	мы именуем	1	1
508	также на	1	1
509	смысле является	1	1
510	есть некоторая	1	1
511	в сторону	2	1
512	значительной степени	1	1
513	и те	1	1
514	от своей	1	1
515	на практике	1	1
516	даже с	1	1
517	то его	1	1
518	бытия это	1	1
519	на пересечении	1	1
520	в не	2	1
521	бы совершенно	2	1
522	в прошлом	3	1
523	которых может	1	1
524	оставляя открытым	1	1
525	сдвиг в	1	1
526	это так	3	1
527	в одной	1	1
528	к обычному	1	1
529	что все	2	1
530	во всей	2	1
531	приобщения к	1	1
532	совершенно прав	2	1
533	именно с	1	1
534	в противном	1	1
535	от себя	1	1
536	эти не	1	1
537	что даже	1	1
538	друг с	3	1
539	не будут	1	1
540	она есть	1	1
541	но так	1	1
542	оказались бы	1	1
543	и направляет	1	1
544	свое собственное	1	1
545	но поскольку	2	1
546	гораздо более	1	1
547	в перспективе	4	1
548	ближе к	1	1
549	бы то	4	1
550	она и	1	1
551	приблизиться к	1	1
552	и всей	1	1
553	и среди	1	1
554	в психологии	3	1
555	указать на	1	1
556	стороны и	6	1
557	такая же	1	1
558	в состоянии	1	1
559	для мировой	1	1
560	мы знаем	1	1
561	получает в	1	1
562	можно представить	1	1
563	ни было	4	1
564	что при	1	1
565	аналогии с	1	1
566	к еще	1	1
567	с другими	2	1
568	в европейской	2	1
569	наше внимание	2	1
570	что между	1	1
571	отцов и	1	1
572	даже вовсе	1	1
573	как же	2	1
574	о возможности	1	1
575	современного человека	1	1
576	что за	1	1
577	невозможна вне	1	1
578	тех же	1	1
579	который по	1	1
580	или хотя	2	1
581	прошлом и	1	1
582	в последних	1	1
583	лишь на	1	1
584	звучит как	1	1
585	следует понимать	1	1
586	время как	1	1
587	со множеством	1	1
588	на земле	1	1
589	большинстве случаев	3	1
590	по ее	1	1
591	для человеческого	1	1
592	в пределы	3	1
593	субъективная ценность	2	1
594	о которых	1	1
595	от наиболее	1	1
596	же касается	1	1
597	был не	1	1
598	числе и	1	1
599	не нужно	2	1
600	но все-таки	1	1
601	не являющегося	1	1
602	а поскольку	2	1
603	своей судьбой	1	1
604	для развития	1	1
605	же обстоит	1	1
606	не означает	2	1
607	на этом	1	1
608	в исторической	1	1
609	ли это	3	1
610	собой это	1	1
611	связь и	1	1
612	то ни	4	1
613	параллели между	1	1
614	принятия на	1	1
615	или же	1	1
616	моря и	3	1
617	в развитии	2	1
618	к такой	2	1
619	что эта	1	1
620	и человечества	1	1
621	и та	2	1
622	за свои	1	1
623	в тех	1	1
624	и тот	1	1
625	вспомним что	1	1
626	за пределы	1	1
627	не представляется	1	1
628	этом смысле	3	1
629	этот вопрос	2	1
630	то или	1	1
631	или иное	1	1
632	в самой	1	1
633	значение и	1	1
634	а тем	2	1
635	сведена к	1	1
636	или меньшей	1	1
637	истории и	1	1
638	к первому	1	1
639	вопрос в	1	1
640	что для	1	1
641	их к	1	1
642	существует в	1	1
643	которое мы	1	1
644	существование хотя	1	1
645	того мира	2	1
646	не сразу	1	1
647	представляющей собой	1	1
648	этом процессе	1	1
649	бы ни	3	1
650	его к	1	1
651	там где	3	1
652	именно таким	1	1
653	чтобы не	1	1
654	означает что	1	1
655	мы видели	3	1
656	из эпизодов	1	1
657	то время	1	1
658	скоро и	1	1
659	в определенный	1	1
660	приближается к	3	1
661	полной мере	1	1
662	в последнем	1	1
663	как с	1	1
664	и сейчас	2	1
665	в случаях	1	1
666	с и	10	1
667	которых мы	1	1
668	был бы	1	1
669	с такой	1	1
670	и детей	1	1
671	по признанию	1	1
672	в свое	1	1
673	оно определяется	1	1
674	с тем	3	1
675	зрения развития	1	1
676	он на	1	1
677	в другой	2	1
678	поэтому в	1	1
679	из того	2	1
680	когда его	1	1
681	в отношении	32	1
682	развернуть в	1	1
683	на минуту	1	1
684	не могут	2	1
685	не случайна	1	1
686	этой точки	5	1
687	открытым вопрос	1	1
688	вместо того	1	1
689	не более	3	1
690	что согласно	3	1
691	человеческой культуры	2	1
692	наряду со	1	1
693	так называемый	1	1
694	по преимуществу	2	1
695	в большинстве	2	1
696	на территории	1	1
697	значения как	1	1
698	не делает	1	1
699	к которым	5	1
700	оно всегда	1	1
701	этой культуры	2	1
702	как не	2	1
703	для каждого	1	1
704	поскольку в	1	1
705	которые при	1	1
706	отражение в	1	1
707	же мало	2	1
708	самым в	2	1
709	если можно	1	1
710	сравнению с	2	1
711	обращенный к	1	1
712	именно поэтому	1	1
713	с большей	1	1
714	эта последняя	1	1
715	друг от	2	1
716	суждений о	1	1
717	к той	2	1
718	как некий	1	1
719	только одно	2	1
720	дальнейшее развитие	1	1
721	удалены от	1	1
722	роли и	1	1
723	в значительной	2	1
724	относится к	1	1
725	на основе	2	1
726	по сравнению	2	1
727	предстали бы	1	1
728	в новой	1	1
729	и теперь	2	1
730	что если	2	1
731	каждой из	1	1
732	отношении к	15	1
733	от других	1	1
734	и до	1	1
735	находящиеся в	1	1
736	одна и	2	1
737	теперь не	1	1
738	реальности в	1	1
739	определенного рода	1	1
740	и наоборот	1	1
741	вопрос следует	1	1
742	известной степени	3	1
743	претендовать на	1	1
744	заметить что	2	1
745	на осуществление	1	1
746	и оценивать	1	1
747	на планете	1	1
748	то она	1	1
749	этого слова	1	1
750	решения проблемы	2	1
751	т д	1	1
752	исключено что	1	1
753	главным образом	2	1
754	не из	3	1
755	тот же	1	1
756	мировой истории	1	1
757	его можно	1	1
758	как кажется	1	1
759	в формировании	1	1
760	что автор	1	1
761	об их	1	1
762	душе и	1	1
763	находятся в	1	1
764	сейчас и	1	1
765	но на	3	1
766	качестве одного	1	1
767	что оно	1	1
768	конечно но	1	1
769	значение в	1	1
770	так как	7	1
771	смысле что	1	1
772	мир в	1	1
773	многих других	1	1
774	любой из	1	1
775	может не	1	1
776	различие между	1	1
777	все так	1	1
778	и было	1	1
779	будем именовать	2	1
780	этот процесс	2	1
781	можно в	2	1
782	том числе	1	1
783	уже в	1	1
784	всего мира	1	1
785	в предыдущем	4	1
786	должно происходить	1	1
787	мира но	2	1
788	такая постановка	1	1
789	для всего	1	1
790	настоящего и	1	1
791	определенный момент	1	1
792	ее в	3	1
793	в полном	1	1
794	выше не	1	1
795	может остаться	1	1
796	возможность такого	1	1
797	с их	1	1
798	различия между	1	1
799	всех прочих	2	1
800	исключает возможности	1	1
801	от друга	2	1
802	что к	2	1
803	в стране	2	1
804	и где	1	1
805	имело бы	1	1
806	как нечто	1	1
807	год а	1	1
808	качестве одной	1	1
809	в стороне	3	1
810	нас к	2	1
811	случаях когда	2	1
812	наоборот при	1	1
813	при таком	1	1
814	есть только	1	1
815	противном случае	1	1
816	и утверждается	1	1
817	и со	3	1
818	в такой	1	1
819	на всем	4	1
820	быть сведена	1	1
821	не относится	1	1
822	в новом	1	1
823	не исключает	1	1
824	и небольшой	1	1
825	на его	1	1
826	с другом	3	1
827	то можно	1	1
828	также к	1	1
829	может относиться	2	1
830	для мышления	1	1
831	в иные	1	1
832	вопрос не	2	1
833	которая как	1	1
834	не говоря	2	1
835	поскольку она	2	1
836	интересующей нас	1	1
837	случай в	1	1
838	поскольку это	1	1
839	том случае	1	1
840	в полной	4	1
841	выше и	1	1
842	совершенно ошибочно	1	1
843	xx века	1	1
844	же к	2	1
845	случае если	1	1
846	и некоторого	1	1
847	бы от	2	1
848	так называемой	1	1
849	здесь можно	1	1
850	другой в	1	1
851	в столь	1	1
852	с совершенно	1	1
853	ведь и	2	1
854	производство и	1	1
855	мы должны	2	1
856	не исключено	1	1
857	и их	1	1
858	к некоторому	1	1
859	но даже	4	1
860	к области	1	1
861	отношений между	2	1
862	этих случаях	1	1
863	как то	1	1
864	иной степени	1	1
865	но совершенно	1	1
866	на уровне	2	1
867	элементов в	1	1
868	для такого	1	1
869	в будущее	2	1
870	происходит в	2	1
871	все еще	1	1
872	же может	1	1
873	является ли	3	1
874	для этого	1	1
875	настоящего времени	1	1
876	само по	4	1
877	есть не	2	1
878	степени и	1	1
879	течением времени	2	1
880	более того	1	1
881	ними но	1	1
