N	2gram	Bakhtin_Fr	EvropaiC
296	тем чтобы	1	2
297	том и	2	2
298	но с	3	2
299	в своих	1	2
300	не было	4	2
301	не потому	1	2
302	меньше чем	1	2
303	все то	3	2
304	не знает	4	2
305	и некоторые	1	2
306	и сам	2	2
307	все дело	1	2
308	и где	1	2
309	на нее	1	2
310	и там	1	2
311	вовсе не	11	2
312	такой же	3	2
313	жизни и	6	2
314	то время	1	2
315	в процессе	3	2
316	если он	1	2
317	все народы	1	2
318	я не	3	2
319	между ними	2	2
320	всех тех	3	2
321	с ними	4	2
322	их в	5	2
323	есть в	9	2
324	между прочим	2	2
325	и так	2	2
326	в одно	1	2
327	в которых	3	2
328	никто не	11	2
329	есть только	3	2
330	следовательно и	2	2
331	они не	2	2
332	на одном	7	2
333	себя и	1	2
334	не имеет	4	2
335	со своей	1	2
336	почти все	2	2
337	ему и	1	2
338	в себя	3	2
339	ни для	1	2
340	должен быть	4	2
341	в эту	2	2
342	при виде	5	2
343	по его	1	2
344	к той	1	2
345	развития человечества	2	2
346	в них	14	2
347	то которое	1	2
348	во всяком	2	2
349	ко всему	1	2
350	этого явления	1	2
351	тем сильнее	1	2
352	а к	1	2
353	а для	2	2
354	в основе	3	2
355	и более	1	2
356	в котором	4	2
357	борьбы за	1	2
358	на этом	6	2
359	по тем	1	2
360	она не	1	2
361	другими словами	2	2
362	всяком случае	1	2
363	признаку их	1	2
364	к нему	7	2
365	в свою	3	2
366	именно потому	1	2
367	одной стороны	3	2
368	также и	6	2
369	ту же	3	2
370	одну из	2	2
371	в другом	4	2
372	же касается	1	2
373	и уже	1	2
374	с уже	1	2
375	о них	1	2
376	всех других	2	2
377	тех же	2	2
378	же что	2	2
379	так чтобы	3	2
380	конечно в	2	2
381	из него	1	2
382	развития все	1	2
383	и те	5	2
384	этот вопрос	1	2
385	же время	12	2
386	из одного	4	2
387	родства и	1	2
388	свою очередь	3	2
389	что же	1	2
390	широком смысле	1	2
391	к ним	1	2
392	что под	1	2
393	между людьми	2	2
394	на такой	1	2
395	со своими	2	2
396	общего с	1	2
397	о которой	1	2
398	он все	1	2
399	той же	9	2
400	части в	1	2
401	том чтобы	1	2
402	для самого	1	2
403	на него	2	2
404	на первый	2	2
405	образом здесь	2	2
406	по этому	4	2
407	во всей	2	2
408	в частности	2	2
409	культуры с	1	2
410	одна из	7	2
411	этого слова	1	2
412	особенностями в	1	2
413	весьма часто	2	2
414	в сущности	8	2
415	но если	1	2
416	и его	18	2
417	от них	2	2
418	мы видели	7	2
419	а следовательно	2	2
420	предшествующих поколений	1	2
421	в ту	3	2
422	в точке	1	2
423	для этой	3	2
424	с ее	3	2
425	тем же	1	2
426	которой мы	1	2
427	они могут	1	2
428	и особенно	3	2
429	дальнейшего развития	1	2
430	и ее	2	2
431	что на	1	2
432	почти ничего	2	2
433	из этой	1	2
434	он должен	1	2
435	как все	1	1
436	к сожалению	1	1
437	всего в	5	1
438	начиная с	3	1
439	люди которые	1	1
440	само собой	1	1
441	находим в	2	1
442	дело однако	1	1
443	и другие	3	1
444	теперь я	2	1
445	между всеми	2	1
446	культурного развития	1	1
447	в другой	2	1
448	нечто само	1	1
449	видели что	1	1
450	для всех	3	1
451	течение его	1	1
452	мы видим	13	1
453	в более	4	1
454	произведение и	1	1
455	он есть	2	1
456	разницы тут	1	1
457	один из	5	1
458	то обстоятельство	1	1
459	собой и	1	1
460	и ничем	1	1
461	друг в	1	1
462	в каждую	1	1
463	сейчас в	1	1
464	к их	1	1
465	они и	4	1
466	сверху вниз	4	1
467	на эти	1	1
468	в зрелом	1	1
469	различие между	1	1
470	детей это	1	1
471	уже говорили	13	1
472	же трудно	1	1
473	другой только	1	1
474	внешним образом	1	1
475	горизонтальную плоскость	2	1
476	трудно как	1	1
477	свидетельствует о	3	1
478	ее на	1	1
479	сам он	3	1
480	рассказ о	3	1
481	те которые	1	1
482	того как	7	1
483	эта не	1	1
484	от этой	2	1
485	нас не	5	1
486	собою все	1	1
487	за исключением	1	1
488	представлению о	1	1
489	том числе	4	1
490	вполне понятно	2	1
491	уже в	9	1
492	мы не	2	1
493	чем объясняется	1	1
494	некоторой степени	1	1
495	правильнее было	1	1
496	с такой	1	1
497	время в	3	1
498	что я	1	1
499	оно было	3	1
500	по всему	2	1
501	еще более	4	1
502	этот чисто	1	1
503	эта идея	1	1
504	потому они	1	1
505	наиболее совершенным	1	1
506	или с	1	1
507	зрелом возрасте	1	1
508	говорили в	1	1
509	в своей	4	1
510	до некоторой	1	1
511	мы вспомним	1	1
512	прыжки и	2	1
513	он и	2	1
514	кроме того	6	1
515	люди есть	1	1
516	в корне	1	1
517	в ее	6	1
518	никак не	1	1
519	мысли и	3	1
520	концов в	1	1
521	не приходится	1	1
522	по мнению	1	1
523	по адресу	3	1
524	образованного общества	1	1
525	все только	1	1
526	ее в	1	1
527	в меньшей	1	1
528	одну общую	1	1
529	в область	3	1
530	и сама	2	1
531	может показаться	1	1
532	пор еще	3	1
533	в качестве	11	1
534	то станет	1	1
535	потому не	1	1
536	в человеке	2	1
537	намека на	1	1
538	в тот	1	1
539	же явления	1	1
540	не являются	1	1
541	чтобы каждый	1	1
542	с каждым	1	1
543	со своим	1	1
544	на которой	3	1
545	из своих	1	1
546	и другими	1	1
547	в широком	1	1
548	этих новых	1	1
549	это слово	1	1
550	силой и	1	1
551	нами в	1	1
552	у многих	1	1
553	смысле этого	1	1
554	принуждены будем	1	1
555	как нечто	2	1
556	и продолжает	1	1
557	некоторые из	1	1
558	к жизни	4	1
559	на запад	1	1
560	в отношении	6	1
561	и всякой	1	1
562	когда же	1	1
563	в ином	1	1
564	заключалось в	1	1
565	и развития	1	1
566	как с	1	1
567	котором мы	4	1
568	в центре	2	1
569	однако не	1	1
570	далее в	1	1
571	а на	4	1
572	поэтому и	5	1
573	борьбу с	2	1
574	культурой и	1	1
575	по пути	1	1
576	во-первых потому	1	1
577	в духе	4	1
578	ряде других	2	1
579	в порядок	1	1
580	или иной	1	1
581	в первом	1	1
582	в народных	2	1
583	у всех	2	1
584	этого не	1	1
585	элементы в	1	1
586	только когда	1	1
587	ее с	1	1
588	с ней	1	1
589	скорее в	1	1
590	является одним	1	1
591	который как	1	1
592	во многих	2	1
593	дело в	2	1
594	все у	1	1
595	мысль о	1	1
596	зато в	1	1
597	о своей	1	1
598	себя а	1	1
599	и эта	4	1
600	из моих	1	1
601	тем что	8	1
602	очевидно в	1	1
603	а то	1	1
604	и всю	1	1
605	а чем	1	1
606	связанными с	1	1
607	до элементов	1	1
608	или иная	1	1
609	том или	2	1
610	например в	8	1
611	сфере жизни	1	1
612	более что	1	1
613	отношения к	1	1
614	стремятся к	1	1
615	значительной своей	1	1
616	в наиболее	1	1
617	признак и	1	1
618	тому назад	1	1
619	берет только	1	1
620	и как	5	1
621	обстоятельство что	1	1
622	как о	5	1
623	и иметь	1	1
624	но он	8	1
625	к его	2	1
626	есть нечто	1	1
627	время как	1	1
628	его тем	1	1
629	странах как	1	1
630	а именно	2	1
631	эти познания	1	1
632	века к	1	1
633	и перед	1	1
634	рядом с	9	1
635	на эту	1	1
636	определенные и	1	1
637	как в	9	1
638	стремление к	1	1
639	так в	1	1
640	материал ее	1	1
641	отчасти и	1	1
642	чтобы после	1	1
643	другом месте	3	1
644	к концу	1	1
645	правда не	2	1
646	что между	2	1
647	от этого	3	1
648	направление в	2	1
649	только для	1	1
650	или ином	2	1
651	зависят от	1	1
652	друга и	1	1
653	и со	2	1
654	сливаются в	2	1
655	смертью в	1	1
656	и я	1	1
657	бы не	1	1
658	этой новой	2	1
659	да и	1	1
660	мы находим	3	1
661	касается только	1	1
662	возможности для	1	1
663	факт этот	1	1
664	всех названных	1	1
665	именно поэтому	1	1
666	это было	4	1
667	роль в	4	1
668	на его	1	1
669	для их	1	1
670	себе и	2	1
671	мира в	6	1
672	смысл этого	1	1
673	трудно видеть	1	1
674	что тот	1	1
675	и таким	1	1
676	в других	2	1
677	уже не	2	1
678	а так	1	1
679	не трудно	1	1
680	не имели	1	1
681	перед нами	5	1
682	все члены	1	1
683	из области	1	1
684	и другого	1	1
685	связаны с	7	1
686	и дали	1	1
687	другом случае	1	1
688	на всю	2	1
689	мира от	2	1
690	сильны и	1	1
691	чаще и	1	1
692	наоборот все	1	1
693	на место	4	1
694	одном уровне	2	1
695	понятий и	1	1
696	его к	3	1
697	уже сказали	2	1
698	в каждом	1	1
699	нет ничего	1	1
700	народов есть	1	1
701	предметами и	1	1
702	тем в	1	1
703	это и	1	1
704	еще и	2	1
705	наконец и	2	1
706	наука в	1	1
707	образом все	2	1
708	нами выше	2	1
709	и отчасти	1	1
710	не является	1	1
711	чтобы и	1	1
712	и эти	2	1
713	элементов этой	1	1
714	что от	1	1
715	за то	4	1
716	своей части	3	1
717	с самого	2	1
718	образом мы	1	1
719	после этого	1	1
720	для развития	1	1
721	другой характер	1	1
722	то это	1	1
723	людей и	3	1
724	которую им	1	1
725	жизни он	1	1
726	же духе	1	1
727	и которую	1	1
728	в целях	2	1
729	видим что	2	1
730	этой главы	2	1
731	она должна	1	1
732	которую мы	1	1
733	и создают	1	1
734	ведь в	2	1
735	играет роль	1	1
736	культура и	1	1
737	и убеждения	1	1
738	каждого нового	2	1
739	и главное	1	1
740	и даже	4	1
741	в лучшем	1	1
742	они вступают	1	1
743	два момента	1	1
744	случаев в	2	1
745	даже и	1	1
746	та или	1	1
747	все остальные	1	1
748	на той	1	1
749	и вот	3	1
750	в значительной	5	1
751	в дело	1	1
752	этой целью	1	1
753	на котором	1	1
754	земле в	1	1
755	этих ценностей	1	1
756	мире есть	1	1
757	нет но	1	1
758	народа мы	1	1
759	это все	1	1
760	жизни из	1	1
761	этим он	1	1
762	совсем не	3	1
763	вместо того	2	1
764	этой работы	1	1
765	всех сил	1	1
766	по этой	1	1
767	не быть	1	1
768	и другой	1	1
769	части и	1	1
770	является именно	1	1
771	с нами	1	1
772	близкий к	1	1
773	из его	1	1
774	язык и	2	1
775	в этот	1	1
776	всех существ	1	1
777	и весьма	2	1
778	характер в	4	1
779	в развитии	2	1
780	от всех	3	1
781	должна была	1	1
782	которой он	2	1
783	народа и	4	1
784	к такой	1	1
785	когда она	1	1
786	на нем	1	1
787	подробности в	1	1
788	а за	2	1
789	бы их	1	1
790	увидим что	1	1
791	то ее	1	1
792	только на	2	1
793	а во-вторых	1	1
794	часть его	1	1
795	таким путем	2	1
796	одно и	2	1
797	эта борьба	1	1
798	себе на	1	1
799	не были	5	1
800	и та	1	1
801	забудем что	1	1
802	люди с	2	1
803	все те	2	1
804	в различных	2	1
805	не могла	2	1
806	это была	4	1
807	и наиболее	1	1
808	на основании	1	1
809	каждый раз	3	1
810	отдельные части	1	1
811	за каждым	1	1
812	и хотя	1	1
813	и стремление	1	1
814	это действительно	1	1
815	а только	2	1
816	с весьма	1	1
817	лишь как	1	1
818	всякий смысл	1	1
819	можно было	4	1
820	что когда	1	1
821	говорили что	4	1
822	самого начала	1	1
823	еще один	2	1
824	так когда	1	1
825	этому поводу	1	1
826	и часто	1	1
827	же процесса	1	1
828	и всех	1	1
829	часть этого	1	1
830	вперед в	2	1
831	эти вещи	1	1
832	на новую	1	1
833	потом и	1	1
834	же самое	1	1
835	но этот	4	1
836	себя свою	1	1
837	связанной с	1	1
838	того кто	1	1
839	всего человечества	1	1
840	с большой	1	1
841	не по	1	1
842	на которые	1	1
843	числе и	2	1
844	образом они	1	1
845	половой жизни	1	1
846	не забудем	1	1
847	и еще	2	1
848	к первому	1	1
849	вопрос в	1	1
850	для той	1	1
851	он в	2	1
852	на наших	1	1
853	ибо на	1	1
854	заметить что	1	1
855	возможно что	3	1
856	не совсем	2	1
857	с такою	2	1
858	являются лишь	1	1
859	ее не	1	1
860	ко всей	1	1
861	не осталось	2	1
862	и самого	2	1
863	этого тела	1	1
864	оба они	1	1
865	или о	1	1
866	ноги и	1	1
867	и благодаря	3	1
868	наряду с	1	1
869	этот путь	1	1
870	по другим	1	1
871	мы бы	1	1
872	является конечно	1	1
873	такою же	3	1
874	благодаря этому	3	1
875	здесь во	1	1
876	же они	1	1
877	всех сторон	2	1
878	быть в	1	1
879	но именно	3	1
880	до конца	5	1
881	в большей	2	1
882	к которому	2	1
883	находится в	2	1
884	во времена	2	1
885	уже знаем	1	1
886	него все	1	1
887	как от	1	1
888	общества в	1	1
889	не знаем	2	1
890	о тех	2	1
891	в узком	1	1
892	никто и	1	1
893	такие которые	1	1
894	он может	3	1
895	что именно	2	1
896	подобные им	1	1
897	только после	1	1
898	из самых	4	1
899	те кто	2	1
900	с его	5	1
901	сказать что	4	1
902	он сам	4	1
903	его направление	1	1
904	бы ни	1	1
905	будем признать	1	1
906	и государство	1	1
907	а как	1	1
908	что во	1	1
909	только с	2	1
910	они так	3	1
911	которое на	1	1
912	всех странах	2	1
913	именно этот	1	1
914	к этим	3	1
915	ведь и	3	1
916	выше всех	1	1
917	не мог	2	1
918	а не	2	1
919	большей степени	1	1
920	необходимо во-первых	1	1
921	традиции и	2	1
922	этому вопросу	2	1
923	проникает все	1	1
924	всюду где	1	1
925	особый характер	5	1
926	они вовсе	1	1
927	иногда в	3	1
928	здесь не	2	1
929	некоторые черты	1	1
930	и тем	3	1
931	ничего не	4	1
932	жизни с	1	1
933	есть не	2	1
934	он умер	1	1
935	в руках	4	1
936	здесь люди	1	1
937	есть как	1	1
938	они были	5	1
939	иное как	1	1
940	на них	3	1
941	вся эта	2	1
942	но самые	1	1
943	своего развития	1	1
