N	3gram	Bakhtin_Pr	Problema
213	даже сказать что	1	2
214	а вместе с	1	2
215	одним из самых	1	2
216	и на его	2	2
217	здесь как и	1	2
218	а следовательно и	2	2
219	в нем и	1	2
220	и той же	1	2
221	более и более	1	2
222	одна из самых	1	2
223	то есть от	2	2
224	мы находим у	1	2
225	пространстве и времени	1	2
226	в этом произведении	3	2
227	одной и той	1	2
228	тот и другой	1	2
229	но тем не	1	2
230	и в самом	1	2
231	в предисловии к	1	2
232	общего не имеет	1	2
233	и там и	1	2
234	мы уже сказали	2	2
235	его на землю	1	1
236	униженных и оскорбленных	2	1
237	он тоже не	1	1
238	то это вовсе	1	1
239	о которой мы	1	1
240	сирано де бержерака	2	1
241	в ней только	1	1
242	преступлении и наказании	4	1
243	вполне понятно что	1	1
244	это последнее может	1	1
245	записках из подполья	1	1
246	и в тех	1	1
247	в большинстве случаев	9	1
248	новое отношение к	3	1
249	от языка как	1	1
250	более глубокое и	1	1
251	да и сама	1	1
252	в пиковой даме	1	1
253	в виду слово	1	1
254	вовсе не был	1	1
255	всякой власти и	1	1
256	очень важный момент	1	1
257	для нового времени	1	1
258	здесь очень ярко	1	1
259	об этом не	1	1
260	романах достоевского в	1	1
261	то что есть	1	1
262	как нет ничего	1	1
263	в романах достоевского	4	1
264	проявляется не в	1	1
265	но при этом	1	1
266	той линии развития	1	1
267	мы остановимся на	3	1
268	из них в	2	1
269	xvii и xviii	1	1
270	мы уже указывали	1	1
271	а между тем	2	1
272	бы оно было	1	1
273	смысле этого слова	2	1
274	очень близок к	1	1
275	целей и тем	1	1
276	не есть и	1	1
277	не боится никаких	1	1
278	на этот вопрос	1	1
279	того о чем	1	1
280	так как это	1	1
281	мы не исчерпали	1	1
282	в записках из	1	1
283	тут же и	1	1
284	вся его жизнь	1	1
285	не входит в	1	1
286	точки зрения истории	1	1
287	был знаком и	1	1
288	к вопросу о	1	1
289	вместе с нею	1	1
290	человеческой жизни как	1	1
291	нам уже приходилось	2	1
292	человека что касается	1	1
293	в драматическом диалоге	1	1
294	таким образом и	2	1
295	в его целом	1	1
296	рождение и смерть	1	1
297	по самой своей	1	1
298	мы будем говорить	1	1
299	и даже когда	1	1
300	здесь конечно есть	1	1
301	ведь это не	1	1
302	значение то есть	1	1
303	в той же	1	1
304	в античной литературе	1	1
305	и ее внешние	1	1
306	мы говорили в	2	1
307	то есть являются	1	1
308	наше внимание на	1	1
309	они могут быть	1	1
310	уж я не	1	1
311	не в его	1	1
312	таким образом впервые	1	1
313	он сам и	1	1
314	за пределы его	1	1
315	не только содержание	1	1
316	здесь конечно не	1	1
317	но это же	1	1
318	она не только	1	1
319	и в дальнейшем	2	1
320	и до сих	2	1
321	прежде всего является	1	1
322	у достоевского нет	1	1
323	на земле да	1	1
324	относится только к	1	1
325	так как уже	1	1
326	как один из	1	1
327	времени и пространства	2	1
328	в средние века	11	1
329	хотя и необходимы	1	1
330	и для того	1	1
331	братьях карамазовых в	2	1
332	со всеми другими	2	1
333	xviii и xix	3	1
334	которая уже давно	1	1
335	состоит в том	1	1
336	ни за что	1	1
337	и один из	1	1
338	в узком смысле	1	1
339	в одной из	1	1
340	ли это что	1	1
341	да и не	1	1
342	если мы не	1	1
343	и xix веков	3	1
344	почти во всех	2	1
345	то мы не	1	1
346	этого романа и	1	1
347	легенда о великом	1	1
348	как и все	1	1
349	и другие но	1	1
350	идеи то есть	1	1
351	и все его	1	1
352	знаком и с	1	1
353	можем говорить о	1	1
354	и что с	1	1
355	мы бы сказали	1	1
356	вовсе не с	1	1
357	тоже как будто	1	1
358	говорить здесь и	1	1
359	пространства и времени	1	1
360	и все в	1	1
361	с разных сторон	1	1
362	не в самом	1	1
363	у него нет	1	1
364	тем или иным	1	1
365	есть уже не	1	1
366	прежде всего образ	1	1
367	высокое с низким	1	1
368	к ним как	1	1
369	человек мы уже	1	1
370	до наших дней	3	1
371	чтобы они не	1	1
372	он все еще	1	1
373	уходит своими корнями	1	1
374	к мысли о	1	1
375	лежащего в основе	1	1
376	прежде всего в	1	1
377	и здесь еще	1	1
378	есть указывает на	1	1
379	и не знает	1	1
380	несколько слов о	3	1
381	и он сам	1	1
382	в первых двух	1	1
383	в дальнейшем мы	1	1
384	как раз на	1	1
385	в художественной литературе	1	1
386	строгом смысле слова	1	1
387	остановимся только на	1	1
388	мира и человека	2	1
389	том что все	2	1
390	человека но и	1	1
391	не мертвая а	1	1
392	а не к	1	1
393	прямо сказать что	1	1
394	которой мы говорили	1	1
395	в одном из	1	1
396	почти никогда не	1	1
397	себе представить и	1	1
398	это одна из	1	1
399	я не хочу	1	1
400	и строго говоря	1	1
401	а не то	1	1
402	нашей точки зрения	1	1
403	перед всем миром	1	1
404	в жизни и	1	1
405	так и от	1	1
406	в котором он	2	1
407	жизни таким образом	1	1
408	но далеко не	1	1
409	земле и в	1	1
410	не знаем о	1	1
411	и во всех	3	1
412	было и не	1	1
413	указывает на какой-то	1	1
414	значит ли это	1	1
415	жизни в этом	1	1
416	в европейской литературе	2	1
417	не является чем-то	1	1
418	и для всякого	1	1
419	которую можно назвать	1	1
420	на земле я	2	1
421	прямо и непосредственно	1	1
422	это очень важный	1	1
423	мы и называем	1	1
424	ничего не знать	1	1
425	еще и до	1	1
426	в результате которого	1	1
427	в себе самом	2	1
428	совершенно не соответствует	1	1
429	мы можем сказать	1	1
430	жизни и все	1	1
431	нас прежде всего	2	1
432	самой своей природе	1	1
433	с другими художественными	1	1
434	другой стороны и	1	1
435	к одной и	1	1
436	результате которого и	1	1
437	во всей своей	1	1
438	что они не	1	1
439	делать потому что	1	1
440	возникает вопрос о	1	1
441	условия для ее	1	1
442	человеческой жизни на	1	1
443	в наше время	1	1
444	друг друга но	2	1
445	у него не	1	1
446	остановимся на анализе	1	1
447	то есть без	1	1
448	себя как бы	1	1
449	то же время	8	1
450	хотя оно и	1	1
451	для этой цели	1	1
452	да и самый	1	1
453	это один и	1	1
454	внешней и внутренней	2	1
455	и от автора	1	1
456	жизни то есть	1	1
457	с нашей точки	1	1
458	в эпоху возрождения	6	1
459	то что было	1	1
460	говорить здесь о	1	1
461	и не к	1	1
462	еще не сказано	1	1
463	если мы теперь	1	1
464	друг друга и	1	1
465	и к своему	1	1
466	другими людьми при	1	1
467	и она еще	1	1
468	он почти всегда	1	1
469	что на свете	1	1
470	и не вполне	1	1
471	нисколько не мешает	1	1
472	вещей то есть	1	1
473	сказать что и	1	1
474	конечно далеко не	1	1
475	он остается в	1	1
476	и в конце	2	1
477	жизни и потому	1	1
478	в мировой литературе	1	1
479	особой точки зрения	1	1
480	и действительно в	1	1
481	ни на один	1	1
482	их самих и	1	1
483	на себя внимание	2	1
484	перед тем как	1	1
485	который как бы	1	1
486	конечно не в	1	1
487	мы конечно не	1	1
488	но тут же	1	1
489	со всеми ее	1	1
490	это совершенно не	1	1
491	как то что	1	1
492	в точном смысле	1	1
493	и к самой	1	1
494	речи как раз	1	1
495	он прежде всего	1	1
496	на земле в	1	1
497	не имеет с	1	1
498	здесь это не	1	1
499	к этим текстам	1	1
500	только еще одного	1	1
501	и в новое	2	1
502	но это конечно	1	1
503	этих категорий мы	1	1
504	своими корнями в	1	1
505	но это уже	1	1
506	по существу и	1	1
507	хотя и здесь	1	1
508	то есть из	2	1
509	все в нем	1	1
510	остается в пределах	1	1
511	о великом инквизиторе	1	1
512	этого произведения и	1	1
513	как он сам	1	1
514	в свое время	4	1
515	крайней мере не	1	1
516	о себе я	1	1
517	то что я	1	1
518	друг друга или	1	1
519	если бы оно	1	1
520	имеем дело с	1	1
521	в преступлении и	4	1
522	явления то есть	1	1
