N	3gram	Bakhtin_Pr	Dialekti
140	мы имеем дело	2	2
141	но как только	1	2
142	то ни стало	1	2
143	могли найти себе	1	1
144	она никогда не	1	1
145	в него как	1	1
146	не могли найти	1	1
147	есть ли это	1	1
148	в некоторых случаях	1	1
149	отнюдь не в	1	1
150	в нашем случае	1	1
151	воля и чувство	1	1
152	это как бы	1	1
153	точка зрения на	1	1
154	относится не к	1	1
155	в применении к	3	1
156	до известной степени	1	1
157	и независимо от	1	1
158	не имеет границ	1	1
159	в себе все	1	1
160	его значение в	1	1
161	нечего сказать и	1	1
162	и во всех	2	1
163	в том как	1	1
164	в душе его	1	1
165	ничего нет кроме	1	1
166	эстетическое бытие как	1	1
167	вопроса о том	1	1
168	то что не	1	1
169	и в другом	1	1
170	то что является	1	1
171	на мир на	1	1
172	тела и души	1	1
173	мы о ней	1	1
174	мы еще не	1	1
175	т д мы	1	1
176	этих двух миров	1	1
177	сказать и о	2	1
178	только она одна	1	1
179	в новом свете	1	1
180	бы не было	1	1
181	в ней как	1	1
182	суть не более	1	1
183	художественное произведение и	1	1
184	и его значение	1	1
185	на этом основании	1	1
186	в первом случае	1	1
187	не чем иным	1	1
188	в особенности же	1	1
189	живет и движется	1	1
190	нечего было бы	1	1
191	быть ясно что	1	1
192	не даны в	1	1
193	том же самом	2	1
194	каково бы ни	1	1
195	не о том	1	1
196	и не вполне	1	1
197	в отличие от	5	1
198	а в том	1	1
199	может быть конечно	1	1
200	чем иным как	1	1
201	бы ни было	1	1
202	и что не	1	1
203	то ни было	2	1
204	его не могут	1	1
205	для нее это	2	1
206	должны быть отнесены	1	1
207	как мы уже	1	1
208	входить в рассмотрение	1	1
209	его уже не	1	1
210	не входит в	4	1
211	в конечном счете	4	1
212	а не с	1	1
213	не существует он	1	1
214	да и не	1	1
215	таким образом и	1	1
216	не могли быть	1	1
217	но внутренний человек	1	1
218	отнюдь не является	1	1
219	можно найти в	1	1
220	в том и	1	1
221	к нему и	2	1
222	совершенно не нужно	2	1
223	отношение к нему	1	1
224	и потому в	1	1
225	том и в	1	1
226	в какой мере	2	1
227	не нуждается ни	1	1
228	но и в	2	1
229	самим и в	1	1
230	первом случае мы	1	1
231	в подобных случаях	1	1
232	но каким образом	1	1
233	со всеми его	1	1
234	а иногда и	1	1
235	и именно в	1	1
236	как и для	2	1
237	и познания и	1	1
238	в свое время	1	1
239	которые могли бы	1	1
240	ясно что в	1	1
241	а следовательно и	1	1
242	но не на	1	1
243	она же может	1	1
244	именно то что	1	1
245	для науки и	1	1
246	во всех своих	2	1
247	а между тем	1	1
248	это возможно лишь	1	1
249	со всех сторон	2	1
250	прямого отношения к	1	1
251	должно быть ясно	1	1
252	и переход в	1	1
253	всего то что	1	1
254	и с точки	1	1
255	в других областях	1	1
256	и ничего не	1	1
257	вообще не имеет	1	1
258	в каждом моменте	1	1
259	если бы все	1	1
260	как одна из	1	1
261	которое может быть	1	1
262	и будущим как	1	1
263	именно в том	1	1
264	его отличии от	1	1
265	он далеко не	1	1
266	но лишь как	1	1
267	с тем что	1	1
268	которое как мы	1	1
269	как мы увидим	3	1
270	в себе самой	1	1
271	его пределы и	1	1
272	и в них	2	1
273	не есть вещь	1	1
274	нуждается ни в	1	1
275	то есть и	1	1
276	и в области	2	1
277	должен обратиться к	1	1
278	в другом случае	1	1
279	в основе своей	3	1
280	если бы не	1	1
281	целом и в	1	1
