N	2gram	Tiupa_Anal	TeoriaLi
170	лирического героя	6	4
171	значении этого	1	4
172	отношения к	6	4
173	что он	5	4
174	в слове	5	4
175	для читателя	3	4
176	с позиций	1	4
177	художественного целого	9	4
178	совпадает с	4	4
179	входит в	4	4
180	в другом	3	4
181	говорить о	6	4
182	и а	4	4
183	и т.д	3	4
184	сказать что	2	4
185	в нашем	4	4
186	в текстах	1	4
187	к тому	10	4
188	с дудочкой	3	4
189	этого слова	3	4
190	текста как	2	4
191	во времени	1	4
192	никогда не	7	4
193	или иным	2	4
194	о о	4	4
195	и того	4	4
196	аналогичным образом	1	4
197	это не	4	4
198	как эстетической	2	4
199	хотя и	4	4
200	эстетических отношений	1	4
201	факторов художественного	4	4
202	в литературе	3	4
203	слова в	2	4
204	говоря словами	3	4
205	в их	7	4
206	его в	4	4
207	читателя в	3	4
208	эстетический объект	2	4
209	но он	1	4
210	не знает	2	4
211	или даже	1	4
212	так в	4	4
213	мира и	2	4
214	второй строфе	4	4
215	по своему	3	4
216	со своей	8	4
217	а только	1	4
218	художественности и	1	4
219	знакового материала	1	4
220	креативная компетенция	5	4
221	первой строфе	4	4
222	личности в	5	4
223	внимательно взглянула	3	4
224	произведения искусства	1	4
225	личности и	4	4
226	субъекта и	3	4
227	речи и	1	4
228	в свою	9	4
229	и что	2	4
230	самим собой	3	4
231	в форме	2	4
232	далеко не	8	4
233	того же	7	4
234	художественного мира	3	4
235	одного и	4	4
236	силу своей	1	4
237	в силу	2	4
238	в стихотворении	4	4
239	с ее	3	4
240	в целом	8	4
241	и ее	3	4
242	ритмического ряда	1	3
243	текста в	8	3
244	рамках которого	2	3
245	и к	7	3
246	и составляет	1	3
247	во втором	4	3
248	в таком	2	3
249	на меня	3	3
250	в момент	3	3
251	системе ценностей	3	3
252	для себя	2	3
253	с этой	1	3
254	искусства это	1	3
255	даже в	6	3
256	в финале	7	3
257	эстетического объекта	6	3
258	говорит и	3	3
259	своем составе	3	3
260	для возникновения	1	3
261	о чем	5	3
262	только не	3	3
263	внутреннего слуха	1	3
264	подобно тому	4	3
265	однако при	3	3
266	данного текста	3	3
267	на волоске	2	3
268	если бы	2	3
269	оказывается в	2	3
270	может выступать	2	3
271	между которыми	1	3
272	все эти	2	3
273	а именно	1	3
274	в романе	3	3
275	именно в	4	3
276	по мысли	1	3
277	и адресата	3	3
278	например в	2	3
279	в жизни	2	3
280	сути дела	1	3
281	это позиция	1	3
282	имеет место	3	3
283	к его	2	3
284	в соответствии	5	3
285	их в	1	3
286	роль в	5	3
287	в лирике	3	3
288	хронотоп в	1	3
289	в иной	2	3
290	в итоге	4	3
291	тем не	3	3
292	следует подчеркнуть	2	3
293	перед нами	7	3
294	взглянула на	2	3
295	свою очередь	7	3
296	между собой	1	3
297	своей природе	1	3
298	сводятся к	1	3
299	в роли	1	3
300	лирического сюжета	3	3
301	в противоположность	3	3
302	потому что	1	3
303	одной стороны	3	3
304	художественной целостности	6	3
305	причастности к	2	3
306	искусства и	1	3
307	ритмических рядов	4	3
308	между двумя	1	3
309	или иных	1	3
310	в одном	4	3
311	вслед за	1	3
312	не обязательно	1	3
313	всех без	3	3
314	граница личности	3	3
315	милой гостьи	3	3
316	искусства слова	2	3
317	известной степени	3	3
318	читателя зрителя	1	3
319	на две	3	3
320	художественное произведение	1	3
321	мог бы	3	3
322	элегическое я	3	3
323	о у	3	3
324	во всей	1	3
325	не все	1	3
326	от себя	3	3
327	и внешней	3	3
328	рефлективного традиционализма	1	3
329	из этих	4	3
330	и для	4	3
331	в притче	4	3
332	человеческого я	5	3
333	о ней	1	3
334	к содержанию	3	3
335	таким образом	4	3
336	и то	2	3
337	своей эстетической	4	3
338	на языке	3	3
339	человека к	1	3
340	и автора	1	3
341	мышления и	1	3
342	миропорядка и	3	3
343	в эпизоде	7	3
344	художественного высказывания	3	3
345	в единое	3	3
346	с одной	3	3
347	и вот	2	3
348	в произведении	3	3
349	авторской позиции	2	3
350	в художественной	1	3
351	и потому	3	3
352	висит на	2	3
353	с точки	2	3
354	ни к	3	3
355	к которому	2	3
356	как раз	8	3
357	есть в	2	3
358	прежде всего	7	3
359	смешивать с	1	3
360	иного рода	1	3
361	все прочие	1	3
362	явления музы	3	3
363	а на	2	3
364	связи с	1	3
365	или в	4	3
366	без остатка	2	3
367	и позволяет	1	3
368	в организации	3	3
369	одним из	1	3
370	объекта и	3	3
371	в эстетический	1	3
372	в контексте	3	3
373	в равной	2	3
374	как говорит	4	3
375	сказания или	3	3
376	в связи	1	3
377	и как	5	3
378	анна каренина	2	3
379	с художественной	1	3
380	художественное впечатление	2	3
381	вдохновения в	2	3
382	лирической ситуации	3	3
383	его текст	1	3
384	данту диктовала	2	3
385	а всего	4	3
386	в сторону	2	3
387	вовсе не	2	3
388	той или	6	3
389	его эстетической	2	3
390	во всех	4	3
391	я на	1	3
392	а с	2	3
393	тот или	3	3
394	картины мира	5	3
395	классического реализма	2	3
396	следует смешивать	1	3
397	однако если	2	3
398	тому как	3	3
399	в акте	2	3
400	в строке	3	3
401	принадлежит к	4	3
402	с языком	1	3
403	в которой	1	3
404	не будет	3	3
405	он должен	1	3
406	не с	3	3
407	нового времени	4	3
408	личности со	2	3
409	говоря о	1	3
410	этом смысле	1	3
411	лирического я	2	3
412	человека с	2	3
413	равной степени	2	3
414	в этой	10	3
415	одного сознания	1	3
416	и др	1	3
417	человеческой жизни	2	3
418	столь же	7	3
419	эстетическая ситуация	2	3
420	являет собой	3	3
421	внутритекстовых дискурсов	2	3
422	лирический герой	4	3
423	и по	3	3
424	слова как	2	3
425	тех или	1	3
426	отнюдь не	7	3
427	зрителя слушателя	1	3
428	в точке	2	3
429	в культуре	2	3
430	герой не	3	3
431	мира в	1	3
432	в той	3	2
433	поскольку не	1	2
434	модусов художественности	1	2
435	ведет к	2	2
436	притча не	1	2
437	обладают не	1	2
438	и другие	1	2
439	на деле	1	2
440	личностного самоопределения	1	2
441	модусу художественности	1	2
442	художественную значимость	2	2
443	художественная реальность	2	2
444	для всех	5	2
445	однако с	3	2
446	в сочетании	4	2
447	один из	6	2
448	и здесь	4	2
449	с иными	2	2
450	и мира	1	2
451	и на	5	2
452	ткань текста	1	2
453	ты ль	1	2
454	русской литературе	6	2
455	ценностной позиции	1	2
456	если в	3	2
457	поскольку вместо	1	2
458	всех и	1	2
459	жизни а	1	2
460	художественно значимым	1	2
461	которая в	2	2
462	художественного содержания	1	2
463	в литературной	1	2
464	судьбы а	2	2
465	переживание переживания	1	2
466	к числу	4	2
467	на второй	1	2
468	выступать как	1	2
469	оказывается уже	2	2
470	художественности героика	1	2
471	ролевую границу	1	2
472	строго говоря	1	2
473	по слову	1	2
474	жить и	1	2
475	на этом	2	2
476	из которых	2	2
477	а затем	2	2
478	природе суть	1	2
479	в году	5	2
480	ударного а	2	2
481	о в	2	2
482	не признает	1	2
483	стих звучит	2	2
484	внутреннюю свободу	2	2
485	как такой	1	2
486	к субъективной	2	2
487	по себе	6	2
488	не могут	2	2
489	в них	4	2
490	оно не	2	2
491	и даже	12	2
492	а напротив	3	2
493	текста по	1	2
494	эстетической деятельности	2	2
495	способ существования	2	2
496	здесь мы	1	2
497	общения между	1	2
498	художественное целое	7	2
499	самом деле	2	2
500	речевого замысла	2	2
501	на мир	1	2
502	русской поэзии	2	2
503	две строфы	2	2
504	заключается в	1	2
505	на свою	3	2
506	ей говорю	1	2
507	жизнь кажется	1	2
508	обращается к	1	2
509	гоголя или	1	2
510	или анекдота	2	2
511	значения и	1	2
512	ясно говорит	2	2
513	лично для	2	2
514	либо в	2	2
515	в одноименной	1	2
516	жизнь на	1	2
517	в одно	2	2
518	с ними	2	2
519	внутренний хронотоп	1	2
520	позиция автора	1	2
521	сатирической художественности	2	2
522	вместе с	3	2
523	коммуникативную стратегию	1	2
524	дома и	2	2
525	жизни в	4	2
526	себя и	2	2
527	говоря и	1	2
528	всех подобных	1	2
529	отличается от	1	2
530	собою в	1	2
531	ему позиции	1	2
532	пределах строки	2	2
533	вследствие этого	1	2
534	ни для	2	2
535	в известном	2	2
536	в следующей	1	2
537	всей своей	1	2
538	модусом художественности	2	2
539	жизни на	1	2
540	к другому	1	2
541	ценностей жизни	2	2
542	в сказании	1	2
543	своей жизни	2	2
544	к своему	1	2
545	в лирическом	3	2
546	о том	9	2
547	ролевой границей	4	2
548	в аспекте	1	2
549	казалось бы	4	2
550	мире это	1	2
551	при всей	2	2
552	в стихе	2	2
553	я во	1	2
554	это и	4	2
555	еще и	4	2
556	имени тебе	3	2
557	в диалоге	2	2
558	для автора	1	2
559	при наличии	1	2
560	в прозе	1	2
561	и политического	1	2
562	мастера и	1	2
563	при условии	2	2
564	одного текста	2	2
565	вытекает из	1	2
566	и состоит	1	2
567	эпоха классического	1	2
568	яркая индивидуальность	1	2
569	стихотворении пушкина	2	2
570	внешними границами	1	2
571	восходит к	4	2
572	ролевой маски	2	2
573	введено в	1	2
574	пен пан	1	2
575	и свершают	1	2
576	высказывания и	1	2
577	в значительной	3	2
578	имеет в	1	2
579	неожиданности ожидаемого	1	2
580	эстетическая революция	1	2
581	и иных	1	2
582	на основе	1	2
583	внешнему бытию	2	2
584	е о	2	2
585	к ядру	2	2
586	зародившийся в	1	2
587	собственного текста	1	2
588	либо от	2	2
589	времени в	3	2
590	не всегда	4	2
591	пушкина что	3	2
592	жанрового канона	1	2
593	конструктивная роль	1	2
594	нашем случае	1	2
595	своей внутренней	1	2
596	и больше	1	2
597	для меня	1	2
598	не могло	1	2
599	форма авторства	3	2
600	только на	1	2
601	весьма существенно	2	2
602	и читателей	1	2
603	сочетании с	4	2
604	весь целиком	1	2
605	вступает в	5	2
606	может служить	2	2
607	речь идет	3	2
608	жизни подобно	1	2
609	ахматовой муза	1	2
610	о своем	4	2
611	говорит что	1	2
612	становится самим	2	2
613	между внутренней	2	2
614	художественную реальность	3	2
615	тарасе бульбе	3	2
616	превращается в	3	2
617	у и	3	2
618	времени и	1	2
619	значительной степени	3	2
620	других произведений	1	2
621	композиционная форма	2	2
622	аллитерационная субструктура	2	2
623	субъекту и	1	2
624	перед ним	2	2
625	к собственной	2	2
626	в глаза	2	2
627	по два	2	2
628	в совмещении	1	2
629	из перечисленных	1	2
630	лирическое я	3	2
631	адресата в	1	2
632	в беспрецедентности	1	2
633	самом начале	1	2
634	соответствии с	3	2
635	стопного ямба	2	2
636	если мы	1	2
637	тем же	1	2
638	ключ к	4	2
639	бытию других	2	2
640	произведении искусства	2	2
641	места для	1	2
642	оказывается объектом	3	2
643	имеем дело	4	2
644	стихотворения муза	2	2
645	личности к	1	2
646	рамках одного	2	2
647	звучит ритмическим	2	2
648	таких состояний	1	2
649	о полку	3	2
650	что она	3	2
651	ситуации рассказывания	2	2
652	который в	4	2
653	до известной	3	2
654	здесь не	8	2
655	кому говорят	1	2
656	в противном	2	2
657	внутренний голос	2	2
658	в мировой	2	2
659	он и	4	2
660	гостьи с	2	2
661	поведение в	2	2
662	своего другого	1	2
663	в системе	1	2
664	лишь один	1	2
665	поэтической глоссализации	2	2
666	в самой	1	2
667	чем это	1	2
668	самореализации я	1	2
669	внутреннего мира	2	2
670	тип героя	1	2
671	жизни но	4	2
672	повесть о	3	2
673	это всеобъемлющая	2	2
674	то в	4	2
675	или притчи	2	2
676	что они	3	2
677	хотят и	1	2
678	при котором	1	2
679	не принадлежат	1	2
680	жанровая форма	2	2
681	текста где	1	2
682	жанровой традиции	3	2
683	менее чем	1	2
684	запечатленного в	1	2
685	внутренняя граница	2	2
686	сверхличной заданности	4	2
687	войне и	3	2
688	основе своей	2	2
689	эстетической доминантой	2	2
690	организации высказывания	1	2
691	ль данту	1	2
692	относительно своей	2	2
693	стороны адресата	2	2
694	материала в	1	2
695	моя жизнь	1	2
696	в последней	1	2
697	одной из	6	2
698	ни столь	2	2
699	личного самоопределения	2	2
700	только лишь	2	2
701	опыта к	1	2
702	к смыслу	2	2
703	что сама	1	2
704	ключевого слова	2	2
705	несмотря на	2	2
706	я как	1	2
707	диктовала страницы	1	2
708	но от	1	2
709	личности как	2	2
710	это хронотоп	2	2
711	внутренней и	2	2
712	трех фундаментальных	1	2
713	что такое	1	2
714	и маргариты	1	2
715	ее в	2	2
716	способность к	2	2
717	все это	5	2
718	первого эпизода	1	2
719	слове о	2	2
720	сути своей	1	2
721	два эпизода	2	2
722	что и	10	2
723	у нас	1	2
724	или иную	1	2
725	тем в	2	2
726	внежизненно-активной позиции	2	2
727	не ограничивается	1	2
728	что каждый	1	2
729	в европейской	1	2
730	духовной культуры	1	2
731	с их	3	2
732	к жизни	5	2
733	таком случае	2	2
734	уже говорилось	3	2
735	слова не	1	2
736	у него	2	2
737	анаграмматическим субститутом	2	2
738	внешнего мира	3	2
739	простым воспроизведением	1	2
740	в дискурсе	1	2
741	дудочкой в	1	2
742	в повести	1	2
743	коммуникативное событие	2	2
744	высказывания не	1	2
745	предполагает способность	1	2
746	от всех	2	2
747	в присутствии	1	2
748	к чему	2	2
749	же персонажа	1	2
750	дело в	3	2
751	он оказывается	1	2
752	этих двух	2	2
753	каждая из	1	2
754	на себя	5	2
755	литературной практике	1	2
756	этом что	2	2
757	у о	2	2
758	не могли	1	2
759	высказывания как	2	2
760	вот вошла	1	2
761	способа присутствия	1	2
762	искусства как	1	2
763	в конце	6	2
764	я и	6	2
765	сама по	3	2
766	внутренних границ	2	2
767	случае не	1	2
768	во внутренней	1	2
769	словами гегеля	2	2
770	я не	3	2
771	исторически наиболее	2	2
772	роль принадлежит	2	2
773	риторический предел	2	2
774	к сообщаемому	2	2
775	лирическое стихотворение	2	2
776	и диктовала	2	2
777	вследствие этой	1	2
778	эстетического субъекта	1	2
779	ролевой границы	2	2
780	противном случае	2	2
781	на фоне	4	2
782	не от	2	2
783	зрения и	1	2
784	событийных границ	3	2
785	текста но	3	2
786	первой части	2	2
787	это было	2	2
788	границ между	1	2
789	анекдот не	1	2
790	в чем	2	2
791	об этом	3	2
792	частной жизни	2	2
793	такова например	1	2
794	к какому-либо	1	2
795	подобных случаях	2	2
796	организации феноменов	2	2
797	тем более	3	2
798	с.с аверинцевым	1	2
799	а для	3	2
800	в ритмическом	1	2
801	ведет по	1	2
802	из виду	1	2
803	к одному	2	2
804	ценностный центр	1	2
805	лирического персонажа	2	2
806	могли бы	2	2
807	о себе	4	2
808	но как	4	2
809	данном контексте	1	2
810	сверхсхемные ударения	2	2
811	внутреннее я	2	2
812	любой своей	2	2
813	второй и	2	2
814	я-для-себя от	1	2
815	единое целое	2	2
816	формы высказывания	2	2
817	злата стола	2	2
818	в анекдоте	2	2
819	могут служить	1	2
820	человеческого бытия	1	2
821	хоровое слово	2	2
822	позволяет говорить	2	2
823	например начальные	2	2
824	свободы но	2	2
825	как уже	4	2
826	ту или	1	2
827	этического выбора	1	2
828	одну из	3	2
829	этого текста	4	2
830	то ни	1	2
831	я музы	2	2
832	этом мире	1	2
833	в тарасе	3	2
834	суть то	1	2
835	жизненных ценностей	2	2
836	коммуникативным событием	2	2
837	художественную целостность	2	2
838	дело не	3	2
839	в рассказе	1	2
840	эстетическое завершение	1	2
841	в случае	6	2
842	поступки только	1	2
843	есть как	1	2
844	кажется висит	1	2
845	оказывается шире	2	2
846	по бахтину	1	2
847	в первом	2	2
848	однако эта	1	2
849	но она	1	2
850	коммуникативной стратегии	4	2
851	свою жизнь	4	2
852	диалогическим углом	1	2
853	в войне	3	2
854	референтная компетенция	1	2
855	и является	3	2
856	соединении с	1	2
857	автора и	5	2
858	за пределы	3	2
859	жизни оказывается	2	2
860	уготованной ему	1	2
861	другого я	2	2
862	коммуникативный статус	2	2
863	перед лицом	4	2
864	таких случаях	1	2
865	от своего	3	2
866	эстетического адресата	1	2
867	они хотят	1	2
868	ослабляет и	1	2
869	но напротив	1	2
870	во мне	1	2
871	человека и	2	2
872	мы по	1	2
873	его я	2	2
874	в большинстве	2	2
875	следует признать	3	2
876	с человеком	1	2
877	собственно говоря	1	2
878	тем или	2	2
879	жизнь личности	1	2
880	полагал что	1	2
881	идет о	2	2
882	могла бы	3	2
883	так же	1	2
884	строки и	2	2
885	xviii столетия	1	2
886	эстетической природы	1	2
887	заданности и	1	2
888	полку игореве	3	2
889	на уровне	2	2
890	человеческих отношений	1	2
891	радостей жизни	2	2
892	известном смысле	2	2
893	и мире	2	2
894	и особенно	1	2
895	уровни объектной	2	2
896	такого знания	1	2
897	доминирует в	1	2
898	тот кто	2	2
899	и рецептивная	2	2
900	позицию внутренне	1	2
901	роман и	1	2
902	нас самих	1	2
903	его внешней	2	2
904	это делает	1	2
905	о его	3	2
906	в имени	3	2
907	модусы художественности	4	2
908	объектной детализации	1	2
909	лирическую героиню	2	2
910	внешней заданности	2	2
911	и прежде	2	2
912	как будто	1	2
913	слово сказания	1	2
914	ролевая граница	2	2
915	право на	1	2
916	включает в	2	2
917	ритмическим курсивом	1	2
918	автора как	1	2
919	художественности может	2	2
920	этой системе	2	2
921	может и	1	2
922	однако все	2	2
923	ни был	1	2
924	феноменов ментального	2	2
925	статус знания	1	2
926	случае это	1	2
927	чем и	1	2
928	от свободы	2	2
929	своей роли	2	2
930	своей событийной	2	2
931	индивидуального речевого	2	2
932	ментального внутреннего	2	2
933	принципиальное отличие	1	2
934	о и	2	2
935	как способу	2	2
936	в пространстве	1	2
937	самим собою	3	2
938	или напротив	1	2
939	принципиально новой	1	1
940	ситуации административный	1	1
941	к очевидно	1	1
942	жизненные ценности	1	1
943	при воспоминании	1	1
944	смерти ивана	1	1
945	смысле домонологично	1	1
946	в особенности	4	1
947	характера как	1	1
948	своеобразие культуры	1	1
949	говорит дмитрий	1	1
950	единственному пространственно-временному	1	1
951	элегий ни	1	1
952	ситуации явлен	1	1
953	недоведенности конфликта	1	1
954	и постепенное	1	1
955	бес саввы	1	1
956	отъединенности принципиальное	1	1
957	выпрыгивая из	1	1
958	глубинным семантическим	1	1
959	как лаврецкий	1	1
960	заданности ролевая	1	1
961	ямба со	1	1
962	и поучаемого	1	1
963	этом остается	1	1
964	нулевое я	1	1
965	культура есть	1	1
966	субъекты этического	1	1
967	древнейшему модусу	1	1
968	с которыми	1	1
969	к усложнению	1	1
970	не выбирают	1	1
971	ю.н тыняновым	1	1
972	вечность безграничного	1	1
973	кто этого	1	1
974	знамение ясно	1	1
975	является сюжетообразующим	1	1
976	повтор в	1	1
977	их существенными	1	1
978	не ту	1	1
979	от жанра	1	1
980	ситуация управляемая	1	1
981	ложной границей	1	1
982	скифа и	1	1
983	собе хвалы	1	1
984	не прилепляйся	1	1
985	явлены не	1	1
986	образованиями являются	1	1
987	приводящей к	1	1
988	так лирический	2	1
989	своих событийных	1	1
990	же реплик	1	1
991	низкой данности	1	1
992	быта семейного	1	1
993	составе цитатные	1	1
994	нелепой испорченности	1	1
995	от него	1	1
996	назван органической	1	1
997	весьма наглядна	1	1
998	былинах и	1	1
999	индивидуальность однако	1	1
1000	коммуникативная характеристика	1	1
1001	однако и	3	1
1002	несобственно лирические	1	1
1003	самоустранением фельетонного	1	1
1004	до которого	1	1
1005	предполагает как	1	1
1006	нет на	1	1
1007	образец драматической	1	1
1008	мировом универсуме	1	1
1009	этой малости	1	1
1010	жизни героя	1	1
1011	то идиллика	1	1
1012	небезразличная к	1	1
1013	сатиру однако	1	1
1014	определить и	1	1
1015	является в	1	1
1016	очевидное анаграмматическое	1	1
1017	о блудном	13	1
1018	не размежеваны	1	1
1019	то саркастическая	1	1
1020	характеризуется значительно	1	1
1021	героическом мире	1	1
1022	мира актуализировал	1	1
1023	трагическая вина	1	1
1024	как формулирует	1	1
1025	и идиллическому	1	1
1026	видения со	1	1
1027	диалогической ситуации	1	1
1028	напряжением творческой	1	1
1029	наизнанку глупость	1	1
1030	отношения зародившийся	1	1
1031	один голос	1	1
1032	не объектной	1	1
1033	гостья завладевает	1	1
1034	цепи событий	1	1
1035	жизненного поведения	1	1
1036	строфе гласным	1	1
1037	с я	1	1
1038	все что	2	1
1039	в коммуникативной	1	1
1040	инертный материал	1	1
1041	знанием верификация	1	1
1042	система ценностей	1	1
1043	хронотопом встречи-разлуки	1	1
1044	альтернативен сатирическому	1	1
1045	модус существования	1	1
1046	образом доминирует	1	1
1047	ее стилистическая	1	1
1048	манифестировано а	1	1
1049	воля рекоша	1	1
1050	я тут?	1	1
1051	самозабвение или	1	1
1052	разграничение драматизма	1	1
1053	первой и	1	1
1054	приводящего к	1	1
1055	текстах иных	1	1
1056	всеми людьми	1	1
1057	свободы как	1	1
1058	ценности действительно	1	1
1059	практике может	1	1
1060	и против	1	1
1061	попросту чудаковатое	1	1
1062	юмористический смех	2	1
1063	позиции исчезает	1	1
1064	сообщаемому характерно	1	1
1065	путем его	1	1
1066	не подвергающегося	1	1
1067	гиперболизированное и	1	1
1068	всеволода и	1	1
1069	авторской темой	1	1
1070	своего мнения	1	1
1071	постигающая пушкинского	1	1
1072	выставляет на	1	1
1073	сжимаясь отступая	1	1
1074	с учетом	1	1
1075	ядру личности	1	1
1076	жизни всегда	1	1
1077	жизнь глазами	1	1
1078	в тени	1	1
1079	каждой из	1	1
1080	вступить в	2	1
1081	случае в	1	1
1082	поздними образованиями	1	1
1083	как преодоление	1	1
1084	и эпизод	1	1
1085	трагизма и	1	1
1086	апология индивидуальности	1	1
1087	это тот	1	1
1088	сока или	1	1
1089	европейской традиции	1	1
1090	скобееве где	1	1
1091	в ценностных	1	1
1092	организующего учительный	1	1
1093	и таи	1	1
1094	иначе внеположна	1	1
1095	художественном мире	2	1
1096	обретают лишь	1	1
1097	не позволяет	2	1
1098	переживаемый в	1	1
1099	субъекта самоопределения	1	1
1100	миропорядка жизнь	1	1
1101	существенно сглаживается	1	1
1102	для рассказчика	1	1
1103	иным рассказчиком	1	1
1104	первому эпизоду	1	1
1105	гласная фонема	1	1
1106	же показателем	1	1
1107	проклинаю лирический	1	1
1108	героизирующий ситуацию	1	1
1109	от ролевых	3	1
1110	пророка вследствие	1	1
1111	ролевой претензией	1	1
1112	онегин и	1	1
1113	непатетический комизм	1	1
1114	где плутовская	1	1
1115	между этим	1	1
1116	наоборот приводит	1	1
1117	имея общую	1	1
1118	и конечно	2	1
1119	безударном положении	1	1
1120	предполагает иерархические	1	1
1121	голос хомы	1	1
1122	традиции пришел	1	1
1123	совмещении внутренней	1	1
1124	одних радостей	1	1
1125	кукин с	1	1
1126	напротив предполагает	1	1
1127	какие-то завинчивающиеся	1	1
1128	собой некий	1	1
1129	одно зрение	1	1
1130	он обнаруживает	1	1
1131	естественной фонологической	1	1
1132	пафоса а	1	1
1133	хотя муза	1	1
1134	элегический модус	1	1
1135	ритмико-интонационный строй	2	1
1136	жизненных позиций	3	1
1137	персонаж сатирический	1	1
1138	оборвать волосок	1	1
1139	а все-таки	1	1
1140	контекстуально смежными	1	1
1141	целью и	1	1
1142	а повтор	1	1
1143	устремляясь к	1	1
1144	художественных значений	1	1
1145	сочетание самозабвения	1	1
1146	она явилась	2	1
1147	от ситуации	1	1
1148	третьей стопе	1	1
1149	воспевание их	1	1
1150	авторства и	1	1
1151	самовлюбленность не	1	1
1152	эхом стиха	1	1
1153	сатирический а	1	1
1154	скрыто под	1	1
1155	каждая разлука	1	1
1156	легко могут	1	1
1157	герой несвободен	1	1
1158	слушателя к	1	1
1159	внутренне бесконечно	1	1
1160	предполагает вовлечение	1	1
1161	поидоша о	1	1
1162	бессодержательной оболочкой	1	1
1163	личности восхищенное	1	1
1164	героев и	1	1
1165	слишком сильно	1	1
1166	ответственность свободного	1	1
1167	границ начала	1	1
1168	преображающего ситуацию	1	1
1169	шут плут	1	1
1170	ничтожного истинное	1	1
1171	сатиры как	1	1
1172	имя как	1	1
1173	дудочкой оборачивается	1	1
1174	всю внешнюю	1	1
1175	лишено некоторого	1	1
1176	индивидуальной жизни	1	1
1177	непререкаемости а	1	1
1178	нудительной серьезности	1	1
1179	безысходность смерти	1	1
1180	татаро-монгольским нашествием	1	1
1181	и смыслов	1	1
1182	героика не	1	1
1183	братiе забывъ	1	1
1184	ответную реакцию	1	1
1185	равновесие нарушается	1	1
1186	легкую безответственную	1	1
