N	2gram	Tiupa_Narr	StatiiOP
619	только у	1	3
620	разумеется в	1	3
621	могло быть	2	3
622	в книге	1	3
623	жил в	1	3
624	в плане	1	3
625	и ее	3	3
626	этом и	5	3
627	в голову	1	3
628	свидетельствуют о	1	3
629	ли в	2	3
630	ведь и	1	3
631	слова в	4	3
632	и наконец	2	3
633	не к	4	3
634	и уже	4	3
635	котором он	1	3
636	к подлинному	1	2
637	еще при	1	2
638	что один	1	2
639	для всех	1	2
640	мы и	2	2
641	в момент	1	2
642	лет назад	1	2
643	рассказ о	1	2
644	которая в	2	2
645	тех кто	1	2
646	также не	2	2
647	дело с	4	2
648	из всех	1	2
649	тем как	1	2
650	какой бы	1	2
651	это нужно	1	2
652	потому не	2	2
653	точно так	2	2
654	не годится	1	2
655	по мере	2	2
656	на свой	1	2
657	которым он	1	2
658	мысль о	1	2
659	зато в	1	2
660	зрения на	2	2
661	принадлежат к	1	2
662	меня в	1	2
663	обоих случаях	1	2
664	одновременно и	1	2
665	роль в	4	2
666	историей и	1	2
667	история в	1	2
668	но у	1	2
669	по своим	2	2
670	есть только	1	2
671	он является	4	2
672	и стал	2	2
673	ли не	3	2
674	на материале	1	2
675	сам же	1	2
676	большей части	5	2
677	на мой	1	2
678	следовало бы	1	2
679	по тем	1	2
680	которой он	4	2
681	имеет право	1	2
682	входит в	2	2
683	это его	1	2
684	второй половины	1	2
685	но то	1	2
686	из жизни	1	2
687	читаем что	1	2
688	этот текст	1	2
689	за собой	1	2
690	втором случае	1	2
691	и когда	3	2
692	так а	3	2
693	превращается в	2	2
694	а только	1	2
695	свою очередь	2	2
696	то его	1	2
697	и еще	2	2
698	думал о	1	2
699	в контексте	1	2
700	как правило	8	2
701	значит и	1	2
702	имеем дело	4	2
703	в зависимости	3	2
704	именно на	1	2
705	это прежде	1	2
706	от себя	1	2
707	и н	1	2
708	тут же	1	2
709	важно что	1	2
710	не представляется	1	2
711	свое собственное	1	2
712	сам по	1	2
713	и всей	1	2
714	что можно	1	2
715	его словам	1	2
716	фактов жизни	1	2
717	что создает	2	2
718	именно то	1	2
719	в европейской	1	2
720	по содержанию	1	2
721	карамзина а	1	2
722	видит в	3	2
723	то она	1	2
724	а за	2	2
725	как по	2	2
726	но совершенно	1	2
727	евгении онегине	1	2
728	что история	1	2
729	с одним	1	2
730	в последние	2	2
731	такова что	3	2
732	и она	1	2
733	лет до	1	2
734	вследствие того	2	2
735	так сказать	4	2
736	уже давно	1	2
737	между собой	3	2
738	но каждый	1	2
739	той или	7	2
740	объяснения в	1	2
741	в евгении	1	2
742	которого по	1	2
743	опираясь на	1	2
744	мой взгляд	1	2
745	к слову	1	2
746	него есть	1	2
747	не хотелось	1	2
748	зрения в	1	2
749	в случае	4	2
750	является его	2	2
751	на чем	1	2
752	но зато	4	2
753	из сказанного	1	2
754	где в	3	2
755	кому это	1	2
756	самом тексте	1	2
757	в нее	2	2
758	которого в	1	2
759	истории и	1	2
760	это вовсе	1	2
761	или о	1	2
762	пристальное внимание	1	2
763	существует в	1	2
764	едва ли	5	2
765	который так	1	2
766	что только	1	2
767	и от	3	2
768	об этих	1	2
769	всю жизнь	1	2
770	не сразу	1	2
771	бы эти	1	2
772	о роли	2	2
773	его к	1	2
774	слова как	1	2
775	хотелось бы	1	2
776	с ее	3	2
777	не случайно	2	2
778	он его	1	2
779	в одну	1	2
780	до его	1	2
781	не умеет	1	2
782	мы видели	1	2
783	быть и	3	2
784	характеров и	1	2
785	он уже	3	2
786	например что	1	2
787	не существовало	1	2
788	представляется возможным	1	2
789	к одной	1	2
790	через посредство	3	2
791	с и	1	2
792	говорит и	1	2
793	никак не	5	2
794	это их	2	2
795	для них	2	2
796	это была	3	2
797	за это	1	2
798	все его	4	2
799	событий и	1	2
800	нам в	1	2
801	выше я	1	2
802	ни о	3	2
803	по преимуществу	1	2
804	этом месте	2	2
805	о своей	3	2
806	следующее место	1	2
807	этот тип	1	2
808	свидетельство о	1	2
809	и они	1	2
810	как не	1	2
811	жизни в	7	2
812	не до	1	2
813	своей жизни	2	2
814	два слова	1	2
815	и среди	1	2
816	к той	1	2
817	как произведение	1	2
818	только одно	1	2
819	тех же	1	2
820	это явление	1	2
821	на какой	1	2
822	еще на	1	2
823	это то	1	2
824	них как	2	2
825	не должны	1	2
826	зависимости от	3	2
827	а тем	1	2
828	не умею	1	2
829	и теперь	1	2
830	и лишь	2	2
831	от других	1	2
832	иначе в	1	2
833	только тем	1	2
834	чем не	1	2
835	тогда как	23	2
836	было и	2	2
837	никаких оснований	1	2
838	образом не	1	2
839	в отличие	6	2
840	соответствии с	7	2
841	мог бы	1	2
842	не за	1	2
843	ни было	1	2
844	в глазах	7	2
845	далеко не	6	2
846	характера и	3	2
847	всякий раз	2	2
848	он может	1	2
849	характерное для	1	2
850	встречается ни	1	2
851	у них	1	2
852	в произведениях	3	2
853	только о	1	2
854	исключительно в	3	2
855	в м	1	2
856	тот же	1	2
857	жизни но	3	2
858	не означает	1	2
859	это делает	1	2
860	значение в	1	2
861	произведения как	1	2
862	любви в	1	2
863	различие между	1	2
864	только по	1	2
865	мотивы в	1	2
866	свидетельствует о	4	2
867	и вот	2	2
868	бы себе	1	2
869	которых он	1	2
870	в литературе	8	2
871	причем все	1	2
872	где он	1	2
873	указание на	1	2
874	со словами	3	2
875	собой в	1	2
876	как нечто	1	2
877	о ее	1	2
878	любопытно что	1	2
879	нет это	1	2
880	зависеть от	1	2
881	этом не	1	2
882	к которым	1	2
883	в равной	3	2
884	как она	2	2
885	иной раз	1	2
886	по своему	3	2
887	сразу же	1	2
888	и оно	1	2
889	но уже	2	2
890	жизнь и	1	2
891	чтобы сделать	1	2
892	на свете	1	2
893	только к	3	2
894	в полной	1	2
895	отличие от	6	2
896	же к	1	2
897	в поле	3	2
898	по большей	5	2
899	не могу	2	2
900	ни один	1	2
901	знакомства с	1	2
902	на другое	1	2
903	с языком	2	2
904	нужно было	1	2
905	его смерти	2	2
906	люди с	1	2
907	в пределах	2	2
908	тем самым	9	2
909	всей его	1	2
910	его отношение	1	2
911	текста с	1	2
912	в рамках	6	2
913	знает и	1	2
914	числе и	1	2
915	же самое	3	2
916	не верит	1	2
917	чтобы создать	1	2
918	было для	1	2
919	была в	1	2
920	времени в	3	2
921	и иные	1	2
922	нуждается в	1	2
923	на всем	1	2
924	тогда было	1	2
925	эти два	2	2
926	и совершенно	1	2
927	здесь следует	1	2
928	жизнью и	1	2
929	в сумме	1	1
930	не выступает	1	1
931	во всем	1	1
932	мы можем	2	1
933	они являются	1	1
934	новое и	2	1
935	еще раз	3	1
936	будто к	1	1
937	а когда	1	1
938	героини и	2	1
939	за исключением	1	1
940	настроений в	1	1
941	тем для	1	1
942	всей жизни	1	1
943	без исключения	1	1
944	и игры	1	1
945	вступает в	2	1
946	для одного	2	1
947	самое важное	1	1
948	строго говоря	2	1
949	мысли и	1	1
950	средствами языка	1	1
951	в принципе	6	1
952	воплощенной в	1	1
953	что человек	1	1
954	становится очевидным	1	1
955	иначе но	1	1
956	неведомо откуда	1	1
957	одному из	1	1
958	например с	1	1
959	а есть	1	1
960	проглядывает в	1	1
961	этом направлении	1	1
962	с собой	2	1
963	что слово	1	1
964	к тексту	1	1
965	разговора с	1	1
966	основывается на	1	1
967	их не	1	1
968	предполагает в	1	1
969	читателя и	1	1
970	он имеет	1	1
971	я за	1	1
972	не самим	2	1
973	но вполне	1	1
974	естественно не	1	1
975	дни после	1	1
976	где они	2	1
977	по терминологии	2	1
978	именно они	1	1
979	приближается к	1	1
980	по мысли	8	1
981	см в	1	1
982	голосом и	1	1
983	ходит по	1	1
984	после него	1	1
985	мира это	1	1
986	самому и	1	1
987	питательную среду	1	1
988	литературного письма	1	1
989	приобретает характер	1	1
990	разрыв с	1	1
991	в корне	1	1
992	опытом и	1	1
993	самим ее	1	1
994	и внутренне	1	1
995	различия в	1	1
996	средство общения	1	1
997	ему по	1	1
998	его собственному	1	1
999	внимание к	2	1
1000	внимание что	1	1
1001	нее есть	1	1
1002	них мы	1	1
1003	и слово	1	1
1004	этой стороны	1	1
1005	установку на	1	1
1006	художественное произведение	1	1
1007	которому не	1	1
1008	обращение к	1	1
1009	следует подчеркнуть	3	1
1010	всех действующих	1	1
1011	стремился к	1	1
1012	и нет	1	1
1013	и смерти	1	1
1014	и образ	1	1
1015	живого рассказа	1	1
1016	и того	5	1
1017	мыслящего и	1	1
1018	некоторые из	1	1
1019	при условии	1	1
1020	а порой	1	1
1021	которые мы	1	1
1022	ее своим	1	1
1023	уже до	1	1
1024	в общий	1	1
1025	нельзя было	1	1
1026	трудно было	1	1
1027	таков что	1	1
1028	именно этим	1	1
1029	собой как	1	1
1030	но даже	1	1
1031	же итог	1	1
1032	ничто не	1	1
1033	с личной	1	1
1034	бы из	1	1
1035	но во	1	1
1036	являются не	1	1
1037	больше не	1	1
1038	имея в	1	1
1039	действительно так	1	1
1040	что вся	1	1
1041	она вся	1	1
1042	двух или	4	1
1043	особое место	4	1
1044	когда она	2	1
1045	только на	4	1
1046	природе как	1	1
1047	е годы	2	1
1048	виду и	1	1
1049	очень существенный	1	1
1050	себе и	2	1
1051	свое отражение	1	1
1052	роли самого	1	1
1053	чем его	1	1
1054	качеств так	1	1
1055	на границе	1	1
1056	не вполне	3	1
1057	на своего	2	1
1058	что еще	1	1
1059	что ее	1	1
1060	своего читателя	1	1
1061	даже с	1	1
1062	в окружающей	1	1
1063	ровным счетом	2	1
1064	идентичности и	1	1
1065	в глаза	1	1
1066	к вам	1	1
1067	с другим	2	1
1068	в не	1	1
1069	мы привыкли	1	1
1070	к ним	2	1
1071	обратим внимание	2	1
1072	не становится	1	1
1073	самом начале	1	1
1074	собственному признанию	1	1
1075	у себя	2	1
1076	казалось что	2	1
1077	наряду с	2	1
1078	такая же	1	1
1079	к фразе	1	1
1080	языка как	1	1
1081	в нашем	4	1
1082	место для	1	1
1083	и отдельные	1	1
1084	как результат	1	1
1085	русской литературы	1	1
1086	понимают что	1	1
1087	которая на	1	1
1088	иным как	2	1
1089	по одной	1	1
1090	речь о	1	1
1091	других персонажей	1	1
1092	когда в	4	1
1093	он сам	4	1
1094	также является	2	1
1095	своем предсмертном	1	1
1096	истории история	1	1
1097	является событием	3	1
1098	заглянуть в	1	1
1099	себя в	4	1
1100	с настоящим	1	1
1101	на втором	1	1
1102	смысле как	1	1
1103	вся эта	1	1
1104	о ней	5	1
1105	иначе говоря	14	1
1106	ближе к	1	1
1107	представить себе	3	1
1108	никто ничего	1	1
1109	не достаточно	1	1
1110	истории в	8	1
1111	сюжет в	1	1
1112	отражение в	1	1
1113	последние десятилетия	1	1
1114	превратное представление	1	1
1115	похожи на	2	1
1116	жить в	1	1
1117	чем нам	1	1
1118	указать на	1	1
1119	и грубых	1	1
1120	в произведении	2	1
1121	но еще	1	1
1122	следует сказать	1	1
1123	к себе	11	1
1124	от первого	4	1
1125	что сама	1	1
1126	личной жизни	1	1
1127	начала и	5	1
1128	своей социальной	1	1
1129	в воспитании	1	1
1130	то у	3	1
1131	есть его	1	1
1132	народной жизни	1	1
1133	главы в	2	1
1134	о себе	2	1
1135	этих своих	1	1
1136	и кажется	1	1
1137	художественной и	1	1
1138	согласно которому	1	1
1139	с другими	1	1
1140	пристального внимания	1	1
1141	преимущественно в	1	1
1142	в третьем	4	1
1143	этого человека	1	1
1144	об их	1	1
1145	произведениях но	1	1
1146	знаков в	1	1
1147	в будущем	1	1
1148	и притом	3	1
1149	должна оставаться	1	1
1150	все необходимые	1	1
1151	можно признать	1	1
1152	обращении с	1	1
1153	муж и	2	1
1154	что после	1	1
1155	мировой литературы	1	1
1156	с изумлением	1	1
1157	зрения но	1	1
1158	прежде чем	1	1
1159	от этих	3	1
1160	всех его	2	1
1161	в изложении	1	1
1162	тут и	1	1
1163	тот кто	2	1
1164	по аналогии	2	1
1165	текста если	2	1
1166	из уст	2	1
1167	о смерти	2	1
1168	пример из	1	1
1169	мере того	1	1
1170	между этими	1	1
1171	в последних	1	1
1172	классической традиции	1	1
1173	будет зависеть	1	1
1174	как видим	1	1
1175	лишь на	1	1
1176	между ними	3	1
1177	его душе	1	1
1178	следует понимать	1	1
1179	встречается в	1	1
1180	себе не	1	1
1181	человек в	3	1
1182	большинстве случаев	1	1
1183	и характер	1	1
1184	всех их	1	1
1185	расхождения в	1	1
1186	значений которые	1	1
1187	персонажами в	1	1
1188	века в	1	1
1189	высшим достижением	1	1
1190	в себя	3	1
1191	точек зрения	2	1
1192	был не	1	1
1193	было видно	2	1
1194	из одного	1	1
1195	например как	1	1
1196	делает его	1	1
1197	полагает что	1	1
1198	жизни то	2	1
1199	его тело	1	1
1200	нельзя недооценивать	1	1
1201	ни стилистических	1	1
1202	подобные явления	1	1
1203	в я	1	1
1204	а потом	2	1
1205	я был	1	1
1206	войне и	2	1
1207	на сцену	1	1
1208	точкой зрения	1	1
1209	к истине	1	1
1210	таким каким	2	1
1211	и быть	1	1
1212	превращаясь в	1	1
1213	отнестись к	1	1
1214	границы между	2	1
1215	и внешнюю	1	1
1216	в исторической	1	1
1217	говоря в	1	1
1218	говорил о	2	1
1219	отразилось в	1	1
1220	за границы	1	1
1221	бы она	1	1
1222	не отличается	1	1
1223	случаев в	1	1
1224	текста и	3	1
1225	при отсутствии	2	1
1226	например мы	3	1
1227	раз того	1	1
1228	на другой	6	1
1229	всего лишь	8	1
1230	с легкой	1	1
1231	не один	1	1
1232	и собственно	1	1
1233	оснований для	2	1
1234	человека как	2	1
1235	самому себе	1	1
1236	и прочно	1	1
1237	прошлого и	2	1
1238	в герои	1	1
1239	человека который	2	1
1240	речи и	1	1
1241	на которых	1	1
1242	в ответ	4	1
1243	это по	1	1
1244	именно что	1	1
1245	это отдельные	1	1
1246	в городе	2	1
1247	никого не	1	1
1248	возвращаясь к	1	1
1249	в детском	1	1
1250	этом свете	1	1
1251	начале второй	1	1
1252	одно и	2	1
1253	и та	1	1
1254	сущности говоря	1	1
1255	и является	2	1
1256	в приведенном	1	1
1257	кажется и	1	1
1258	быть общим	1	1
1259	однако что	1	1
1260	на стороне	3	1
1261	в современной	4	1
1262	перед лицом	1	1
1263	из нас	3	1
1264	и другая	2	1
1265	выше в	1	1
1266	значения в	1	1
1267	отношения с	1	1
1268	первого и	2	1
1269	над ним	1	1
1270	но тут	1	1
1271	следует признать	2	1
1272	должны были	1	1
1273	нас теперь	1	1
1274	произведение не	1	1
1275	под понятие	1	1
1276	прийти в	1	1
1277	и возникает	1	1
1278	не иначе	1	1
1279	могла бы	1	1
1280	того кто	2	1
1281	на некоторые	1	1
1282	ответы на	1	1
1283	так называемую	1	1
1284	я в	7	1
1285	не сливаются	2	1
1286	не говорится	1	1
1287	выше уже	1	1
1288	однако в	4	1
1289	внимание и	1	1
1290	детство и	1	1
1291	его личности	1	1
1292	и какой	1	1
1293	о его	3	1
1294	же несомненна	1	1
1295	и есть	1	1
1296	мы будем	1	1
1297	по замечанию	1	1
1298	в некотором	2	1
1299	как наивно	1	1
1300	в силу	5	1
1301	своего героя	1	1
1302	в смене	2	1
1303	ней в	2	1
1304	языком в	1	1
1305	вовсе еще	1	1
1306	догадаться что	1	1
1307	к сюжету	1	1
1308	в данный	1	1
1309	но служит	1	1
1310	с с	1	1
1311	связям между	1	1
1312	а главное	1	1
1313	чем и	2	1
