N	2gram	Vygotskiy_	Stilisti
172	тех или	2	4
173	само собой	3	4
174	точка зрения	8	4
175	того что	34	4
176	что было	2	3
177	представить себе	2	3
178	не так	1	3
179	этом случае	5	3
180	ответ на	3	3
181	видели что	2	3
182	что оно	9	3
183	и здесь	2	3
184	что у	4	3
185	зрения на	1	3
186	что эти	4	3
187	как таковой	2	3
188	зависимость между	2	3
189	совершенно не	5	3
190	что слова	2	3
191	если он	4	3
192	для нас	1	3
193	которое может	1	3
194	в том	44	3
195	или иных	2	3
196	отношения к	2	3
197	теперь в	1	3
198	несмотря на	3	3
199	для него	9	3
200	не имеем	1	3
201	хотя и	1	3
202	ни на	3	3
203	внутренней и	1	3
204	в ее	1	3
205	из которых	3	3
206	мы в	2	3
207	то мы	1	3
208	на самом	3	3
209	и уже	1	3
210	что и	11	3
211	в виду	4	3
212	долгое время	1	3
213	между ними	5	3
214	но что	6	3
215	и развития	21	3
216	в будущем	1	3
217	связи с	9	3
218	и даже	3	3
219	нам в	2	3
220	здесь мы	1	3
221	в основе	12	3
222	но вот	1	3
223	допустим что	1	3
224	но для	3	3
225	и тому	2	3
226	словом и	2	3
227	может стать	2	3
228	все эти	9	3
229	как в	7	3
230	по своему	4	3
231	том что	41	3
232	об этом	1	3
233	конце концов	2	3
234	перед нами	1	3
235	еще не	11	3
236	до того	4	3
237	но при	2	3
238	его и	4	3
239	то он	1	3
240	нуждается в	3	3
241	в котором	2	3
242	ведь в	1	3
243	свое выражение	1	3
244	что всякое	3	3
245	если не	3	3
246	т.п и	1	3
247	и поэтому	2	3
248	между тем	5	3
249	языком и	1	3
250	во второй	4	3
251	не знает	6	3
252	в частности	9	3
253	только на	3	3
254	не с	2	3
255	в тех	2	3
256	в начале	2	3
257	целый ряд	5	3
258	и слово	1	3
259	от того	8	3
260	внешняя речь	1	3
261	перед ним	1	3
262	их в	3	3
263	сказать что	18	3
264	главным образом	1	3
265	жизни и	2	3
266	слово и	2	3
267	этого слова	3	3
268	знакомства с	1	3
269	к той	1	3
270	у них	1	3
271	не мог	1	3
272	и для	3	3
273	это не	8	3
274	из них	6	3
275	деятельности и	1	3
276	он должен	9	3
277	и ту	1	2
278	речи то	2	2
279	культурного развития	2	2
280	находятся в	3	2
281	для всех	2	2
282	нашего исследования	4	2
283	и он	3	2
284	очевидно что	2	2
285	мы найдем	1	2
286	на эти	1	2
287	что иное	2	2
288	как с	5	2
289	речи но	3	2
290	оно означает	1	2
291	и эту	1	2
292	должно быть	10	2
293	нас не	1	2
294	увидим что	1	2
295	зависит от	4	2
296	итак мы	1	2
297	с развитием	3	2
298	и при	4	2
299	и потому	3	2
300	каждый из	1	2
301	мы имеем	4	2
302	еще более	5	2
303	поставленный нами	1	2
304	происходит как	1	2
305	этом отношении	7	2
306	с ним	6	2
307	еще мало	1	2
308	на развитие	6	2
309	кроме того	2	2
310	о чем	3	2
311	значений слов	5	2
312	одном и	1	2
313	что то	1	2
314	но как	6	2
315	в отношении	18	2
316	собой разумеется	1	2
317	это слово	3	2
318	иными словами	1	2
319	фразы в	1	2
320	смысле этого	2	2
321	но это	4	2
322	слова не	2	2
323	в их	4	2
324	а на	1	2
325	связь с	1	2
326	в своих	5	2
327	не было	1	2
328	на этот	9	2
329	или в	1	2
330	том же	1	2
331	из двух	2	2
332	с ней	3	2
333	в наших	2	2
334	прежде чем	2	2
335	равно как	1	2
336	группа теорий	1	2
337	но эта	1	2
338	но не	13	2
339	тем что	12	2
340	все сказанное	1	2
341	из всего	1	2
342	или хотя	1	2
343	он говорит	3	2
344	слово в	3	2
345	в жизни	2	2
346	т.е от	1	2
347	что перед	1	2
348	в связи	6	2
349	ясно что	2	2
350	эти три	2	2
351	что он	40	2
352	значением слова	1	2
353	случаях когда	1	2
354	быть понято	2	2
355	или даже	2	2
356	понимания и	1	2
357	не есть	4	2
358	в своей	5	2
359	бы нам	2	2
360	на эту	1	2
361	в этих	7	2
362	это же	1	2
363	ли не	2	2
364	к нашей	1	2
365	на одном	2	2
366	и сам	1	2
367	связанные с	6	2
368	миру и	1	2
369	второй стадии	1	2
370	больше и	1	2
371	мы имели	4	2
372	ли он	1	2
373	которые являются	2	2
374	по своей	7	2
375	себе и	1	2
376	в каком	2	2
377	не нужно	2	2
378	тому же	3	2
379	должен быть	1	2
380	но мы	7	2
381	и ответ	1	2
382	на первый	2	2
383	сих пор	3	2
384	вне которой	1	2
385	с этим	9	2
386	нет ничего	1	2
387	не говоря	1	2
388	к этому	7	2
389	всю совокупность	1	2
390	бы не	1	2
391	еще и	3	2
392	ответить на	4	2
393	находит свое	2	2
394	слово или	1	2
395	между собой	17	2
396	вопрос о	15	2
397	видим что	3	2
398	этой второй	1	2
399	можем не	1	2
400	языка в	1	2
401	мы говорили	5	2
402	нашего сознания	1	2
403	из этих	2	2
404	его не	1	2
405	не должен	1	2
406	относится к	3	2
407	который мы	2	2
408	также и	2	2
409	представляет собой	11	2
410	в какой	8	2
411	одни и	1	2
412	речи не	4	2
413	оно является	4	2
414	и тогда	1	2
415	человека все	1	2
416	что вся	1	2
417	он не	13	2
418	значение и	1	2
419	этот процесс	5	2
420	в середине	1	2
421	только тогда	5	2
422	вращается вокруг	1	2
423	в него	1	2
424	между двумя	4	2
425	и больше	1	2
426	нужно было	1	2
427	от которых	1	2
428	для этого	3	2
429	только одним	2	2
430	этими словами	1	2
431	и когда	1	2
432	для всякого	1	2
433	тем и	2	2
434	по отношению	19	2
435	как уже	5	2
436	в пределах	6	2
437	значительной степени	1	2
438	о языке	1	2
439	речь есть	3	2
440	и те	2	2
441	останавливаться на	1	2
442	этот вопрос	8	2
443	а этот	2	2
444	ту же	5	2
445	самое время	1	2
446	должны были	3	2
447	развития в	14	2
448	как например	1	2
449	перейти к	4	2
450	отношение к	12	2
451	имели в	1	2
452	друг другу	2	2
453	тех случаях	1	2
454	которые в	4	2
455	вовсе не	2	2
456	одной из	5	2
457	различие в	3	2
458	совершенно иначе	2	2
459	тот же	7	2
460	до конца	3	2
461	к которому	7	2
462	на отдельные	2	2
463	в первой	2	2
464	место в	2	2
465	есть не	3	2
466	к миру	1	2
467	эти группы	1	2
468	отношению к	19	2
469	однако в	1	2
470	формы слова	1	2
471	в которых	2	2
472	эти вопросы	2	2
473	не будут	1	2
474	друг друга	1	2
475	только потому	1	2
476	не из	1	2
477	таким же	3	2
478	к полному	2	2
479	вторая группа	1	2
480	в какой-то	1	2
481	первая группа	1	2
482	подойти к	1	2
483	иное как	2	2
484	которая и	1	2
485	чуть ли	1	2
486	гораздо более	1	2
487	к нему	4	2
488	от всякого	2	1
489	он пользуется	2	1
490	нам сделать	1	1
491	целой группы	1	1
492	мы наблюдаем	1	1
493	которому он	1	1
494	заставляет его	1	1
495	что в	33	1
496	его особенностей	1	1
497	которого он	2	1
498	вопросу который	2	1
499	это на	3	1
500	и которое	3	1
501	они являются	2	1
502	то в	7	1
503	не происходит	1	1
504	как к	1	1
505	дает нам	1	1
506	и другие	13	1
507	утверждать что	1	1
508	одних и	1	1
509	связи и	2	1
510	и будет	1	1
511	является в	2	1
512	только не	7	1
513	собственном смысле	2	1
514	мысли а	1	1
515	в новые	1	1
516	в другой	1	1
517	из главнейших	1	1
518	все что	2	1
519	форм и	2	1
520	взгляд на	3	1
521	встречаются на	1	1
522	и самое	1	1
523	они сами	1	1
524	до сих	3	1
525	все его	1	1
526	он уже	1	1
527	процесс их	2	1
528	в простом	1	1
529	собой и	3	1
530	в прямом	1	1
531	ему в	2	1
532	как орудием	1	1
533	говоря уже	1	1
534	этого необходимо	1	1
535	на протяжении	2	1
536	самым существенным	1	1
537	является ее	1	1
538	том насколько	1	1
539	и должны	1	1
540	о степени	2	1
541	как нам	1	1
542	чего не	2	1
543	языкового развития	2	1
544	пришли к	1	1
545	мы приходим	1	1
546	нам надо	1	1
547	в самый	1	1
548	на вопрос	7	1
549	если в	4	1
550	происходит потому	1	1
551	или только	1	1
552	того как	6	1
553	о той	1	1
554	в основном	2	1
555	выборе и	1	1
556	которой не	1	1
557	т.е в	1	1
558	и отношения	3	1
559	включено в	1	1
560	которые он	1	1
561	наличие не	1	1
562	возникают и	3	1
563	которых мы	1	1
564	бы даже	1	1
565	и процесс	1	1
566	но еще	1	1
567	тогда когда	10	1
568	ориентироваться на	2	1
569	в состоянии	6	1
570	своей речи	1	1
571	каждого отдельного	3	1
572	существуют между	1	1
573	что я	4	1
574	говорили прежде	2	1
575	связан с	1	1
576	обе эти	8	1
577	этапе развития	1	1
578	дело с	2	1
579	для следующих	1	1
580	к действительности	1	1
581	даже в	1	1
582	была бы	1	1
583	связанных между	1	1
584	речь как	2	1
585	которых он	2	1
586	это часто	1	1
587	установлены на	1	1
588	они возникают	4	1
589	формы в	1	1
590	же мере	5	1
591	говорили в	1	1
592	тогда он	1	1
593	правильности того	1	1
594	опираться на	3	1
595	процесс образования	9	1
596	только его	2	1
597	стороны развитие	1	1
598	этот момент	2	1
599	исследования к	1	1
600	с внутренним	1	1
601	бы говорить	1	1
602	связанное с	2	1
603	как говорит	2	1
604	никак не	6	1
605	как раз	5	1
606	сильнее и	1	1
607	тем не	1	1
608	такое же	2	1
609	ясным что	1	1
610	наших рассуждений	1	1
611	не как	3	1
612	времени когда	1	1
613	с более	3	1
614	ее в	3	1
615	иное отношение	3	1
616	совсем так	1	1
617	равным образом	1	1
618	и всегда	1	1
619	исследования мы	2	1
620	обосновать и	1	1
621	его но	1	1
622	в гораздо	1	1
623	не являются	2	1
624	в работах	1	1
625	остановиться на	3	1
626	это будет	2	1
627	но чаще	1	1
628	для своего	1	1
629	распадаются на	1	1
630	участвуют в	1	1
631	с каждым	1	1
632	одному и	3	1
633	является тем	1	1
634	тот момент	4	1
635	чем больше	1	1
636	ни в	1	1
637	и делает	2	1
638	в результате	9	1
639	к установлению	1	1
640	развития мы	2	1
641	к верному	1	1
642	мысли что	1	1
643	от этих	1	1
644	другой стороны	9	1
645	и развитие	20	1
646	должен решить	1	1
647	следующую фразу	1	1
648	этих предметов	2	1
649	него слова	1	1
650	между этими	3	1
651	слова а	1	1
652	этими двумя	3	1
653	и эти	2	1
654	по мере	6	1
655	в движение	1	1
656	бы что	2	1
657	сознания и	3	1
658	которая уже	1	1
659	предположить что	3	1
660	том и	1	1
661	как можно	1	1
662	или между	1	1
663	у него	8	1
664	в следующем	1	1
665	не могут	7	1
666	все равно	2	1
667	в более	2	1
668	не путем	1	1
669	являются в	1	1
670	что самые	2	1
671	в виде	3	1
672	к самой	2	1
673	между первым	1	1
674	является чем-то	3	1
675	сольется с	1	1
676	должен был	3	1
677	говорит он	3	1
678	всего сказанного	1	1
679	понимает что	1	1
680	группы первая	1	1
681	за ним	1	1
682	даже вовсе	1	1
683	как они	4	1
684	в мысли	8	1
685	как же	2	1
686	этим путем	1	1
687	этого процесса	2	1
688	в сущности	17	1
689	он конечно	1	1
690	это всегда	2	1
691	слова итак	1	1
692	более или	1	1
693	самостоятельным и	1	1
694	или не	2	1
695	с изучением	1	1
696	на разных	1	1
697	отличаются от	2	1
698	и одновременно	1	1
699	эти теории	2	1
700	от тех	1	1
701	в собственном	2	1
702	еще чрезвычайно	1	1
703	относится и	1	1
704	чтобы эти	1	1
705	стоять в	1	1
706	выпадает из	1	1
707	что его	2	1
708	тем предметом	1	1
709	каким образом	2	1
710	и ответов	1	1
711	из сознания	1	1
712	не нуждается	1	1
713	величайшее значение	1	1
714	развитием в	1	1
715	и слова	1	1
716	одним из	4	1
717	теперь мы	1	1
718	конфликты между	1	1
719	мысль о	1	1
720	мы начинаем	1	1
721	это еще	1	1
722	и отношение	2	1
723	в предметах	1	1
724	выяснить в	1	1
725	же как	9	1
726	по существу	5	1
727	бы каждый	1	1
728	с теми	1	1
729	образом мы	2	1
730	где они	1	1
731	вполне законченным	1	1
732	его исследования	1	1
733	именно в	8	1
734	или на	2	1
735	уже говорили	2	1
736	в речи	3	1
737	же самый	2	1
738	это даже	1	1
739	мы это	2	1
740	при которой	2	1
741	вообще не	5	1
742	иначе как	4	1
743	стадии и	1	1
744	может в	1	1
745	и остановимся	1	1
746	в плоскость	2	1
747	теснейшим образом	1	1
748	из общей	2	1
749	например в	1	1
750	с их	4	1
751	не остается	1	1
752	наблюдаем в	1	1
753	становится совершенно	1	1
754	к которым	2	1
755	одна сторона	1	1
756	но попробуем	1	1
757	с целым	1	1
758	в наиболее	1	1
759	своих внутренних	1	1
760	с которой	2	1
761	их умственного	1	1
762	такого понимания	1	1
763	с той	1	1
764	группы теорий	1	1
765	к таким	2	1
766	я не	6	1
767	и последующих	1	1
768	что нельзя	1	1
769	мы встречаемся	1	1
770	развития к	2	1
771	грамматические формы	1	1
772	свидетельствуют о	1	1
773	с ними	4	1
774	не хватает	1	1
775	каждым новым	1	1
776	существует между	1	1
777	в определенной	4	1
778	есть в	2	1
779	можно даже	1	1
780	никакого значения	1	1
781	кроме самого	2	1
782	эту точку	1	1
783	слов как	2	1
784	сделать то	2	1
785	этих явлений	1	1
786	является не	2	1
787	так на	1	1
788	же точно	1	1
789	нам возможность	2	1
790	т.д то	1	1
791	и просто	1	1
792	мы выяснили	1	1
793	другом месте	4	1
794	совершенно одинаково	1	1
795	мы спрашиваем	1	1
796	чем простой	1	1
797	сознания как	1	1
798	он произносит	2	1
799	и характер	1	1
800	своим происхождением	1	1
801	этим самым	1	1
802	это происходит	2	1
803	по себе	8	1
804	и понимания	1	1
805	этой стадии	1	1
806	от этого	1	1
807	на все	7	1
808	в еще	1	1
809	если я	4	1
810	весь ход	1	1
811	этого вопроса	5	1
812	речь в	3	1
813	собой мы	1	1
814	может не	3	1
815	и оказывается	3	1
816	действительности мы	1	1
817	не обладают	1	1
818	остановимся только	1	1
819	о котором	1	1
820	именно эта	1	1
821	благодаря тому	1	1
822	как между	1	1
823	по необходимости	2	1
824	именно поэтому	3	1
825	по самой	4	1
826	даже что	1	1
827	языке и	1	1
828	в себя	4	1
829	лежит в	5	1
830	но уже	2	1
831	целым рядом	1	1
832	со стороны	3	1
833	речи так	3	1
834	свою внутреннюю	2	1
835	его точка	1	1
836	знает что	5	1
837	к мысли	6	1
838	процессе образования	2	1
839	всей своей	1	1
840	заложенное в	1	1
841	на каждом	3	1
842	в чем	10	1
843	общего смысла	1	1
844	бы совершенно	1	1
845	путь к	1	1
846	широком смысле	1	1
847	или менее	1	1
848	акт сознания	1	1
849	речи или	1	1
850	это так	1	1
851	не иначе	3	1
852	в одной	2	1
853	время является	1	1
854	и природы	1	1
855	тем более	5	1
856	вопросе о	3	1
857	слов которые	2	1
858	обращение к	1	1
859	фразы и	1	1
860	отношениями которые	1	1
861	которые были	1	1
862	показать как	1	1
863	другом случае	2	1
864	зрения не	1	1
865	отношений которые	1	1
866	слова для	1	1
867	и верную	1	1
868	еще один	1	1
869	речь это	1	1
870	действия которые	1	1
871	слова по	1	1
872	к одному	4	1
873	складывается из	1	1
874	ли они	1	1
875	действительности в	1	1
876	и того	8	1
877	появляется и	1	1
878	одним и	1	1
879	не менее	4	1
880	даже еще	1	1
881	нам не	1	1
882	себе путь	1	1
883	это и	3	1
884	конечно это	1	1
885	мы относим	3	1
886	как часть	1	1
887	к нашему	1	1
888	нам ни	1	1
889	может иметь	3	1
890	выступает в	2	1
891	более чем	1	1
892	развития речи	1	1
893	зрения и	1	1
894	речевом общении	1	1
895	для его	2	1
896	к одной	1	1
897	того в	2	1
898	фразы но	1	1
899	возможность перехода	3	1
900	оба эти	5	1
901	за развитием	2	1
902	гораздо большей	1	1
903	действительности эти	1	1
904	в действительности	6	1
905	может строить	1	1
906	не наоборот	1	1
907	что этот	1	1
908	уже до	1	1
909	вопроса мы	1	1
910	сливается с	1	1
911	шаг чтобы	1	1
912	в вопросе	4	1
913	на этом	8	1
914	языка т.е	1	1
915	благодаря знанию	1	1
916	которую мы	3	1
917	на гораздо	1	1
918	совершенно иной	3	1
919	тех же	1	1
920	которой он	1	1
921	не имеют	4	1
922	раз и	3	1
923	сознание как	1	1
924	сложившихся и	1	1
925	этого еще	1	1
926	будет видно	1	1
927	что сила	2	1
928	это как	1	1
929	которой и	1	1
930	всю свою	1	1
931	и осуществляется	2	1
932	каждой отдельной	2	1
933	такой случай	1	1
934	доказать что	1	1
935	совпадает с	4	1
936	она не	2	1
937	он принадлежит	1	1
938	в течение	1	1
939	и каждое	1	1
940	чтобы он	1	1
941	представления о	2	1
942	общую основу	2	1
943	словами то	1	1
944	именно потому	3	1
945	существует нечто	1	1
946	значения слова	1	1
947	бы по	1	1
948	в речевом	2	1
949	и становятся	2	1
950	слово которое	1	1
951	только мы	1	1
952	в другом	7	1
953	и тех	1	1
954	тому как	6	1
955	иного предмета	1	1
956	но то	1	1
957	самым мы	2	1
958	из слов	1	1
959	в разной	1	1
960	сравнению с	9	1
961	самого существования	1	1
962	с новым	1	1
963	на всех	2	1
964	движущие силы	1	1
965	двух речевых	1	1
966	и второй	1	1
967	и другой	2	1
968	этих трех	1	1
969	сравнения и	1	1
970	что представляет	3	1
971	так что	8	1
972	дело не	2	1
973	вопроса об	2	1
974	во время	1	1
975	для тех	1	1
976	не словами	1	1
977	процесса в	3	1
978	себе что	1	1
979	позволяет нам	1	1
980	отношения не	1	1
981	в развитии	45	1
982	когда он	3	1
983	только один	4	1
984	один шаг	3	1
985	смысле слова	1	1
986	процесса языкового	2	1
987	примере как	1	1
988	эту фразу	1	1
989	всего на	2	1
990	к тем	1	1
991	но зато	1	1
992	группу в	1	1
993	знака в	1	1
994	значение для	4	1
995	если же	1	1
996	должны быть	2	1
997	но они	2	1
998	возвращаясь к	1	1
999	между отдельными	2	1
1000	часть его	1	1
1001	тесно связанные	2	1
1002	с этой	8	1
1003	говорить о	3	1
1004	высказывание и	1	1
1005	путь развития	5	1
1006	что эта	7	1
1007	в первых	1	1
1008	этого как	1	1
1009	за собой	4	1
1010	правда и	1	1
1011	точками зрения	2	1
1012	и что	18	1
1013	как он	7	1
1014	этим словом	1	1
1015	которые существуют	1	1
1016	большей степени	2	1
1017	для человека	1	1
1018	приходит к	6	1
1019	слова во	1	1
1020	эта зависимость	2	1
1021	за пределы	4	1
1022	так чтобы	1	1
1023	оказывается что	1	1
1024	помощью которого	3	1
1025	конечно в	1	1
1026	которые оно	1	1
1027	почти всегда	2	1
1028	вслед за	3	1
1029	иметь в	1	1
1030	языке все	1	1
1031	говоря о	2	1
1032	факт что	1	1
1033	что нам	3	1
1034	учения о	2	1
1035	он в	3	1
1036	даже не	1	1
1037	если его	1	1
1038	ничто не	3	1
1039	только то	4	1
1040	в истории	3	1
1041	и находит	1	1
1042	но вместе	3	1
1043	как по	1	1
1044	при помощи	1	1
1045	вторая особенность	1	1
1046	новое слово	1	1
1047	при анализе	4	1
1048	является как	2	1
1049	с понятием	2	1
1050	говорили что	2	1
1051	чем он	5	1
1052	не совпадает	2	1
1053	речь не	3	1
1054	в глаза	1	1
1055	процессе развития	4	1
1056	и менее	1	1
1057	еще на	1	1
1058	развитие этой	2	1
1059	речи мы	3	1
1060	главнейших предметов	1	1
1061	существовать не	1	1
1062	и проверка	1	1
1063	с другой	11	1
1064	которому мы	2	1
1065	слово существует	1	1
1066	имеем в	1	1
1067	смысле как	1	1
1068	на поставленный	2	1
1069	говорит о	4	1
1070	моментом этой	1	1
1071	общей для	1	1
1072	сейчас же	2	1
1073	к ним	2	1
1074	решающую роль	1	1
1075	наших исследований	6	1
1076	скажем что	1	1
1077	вопрос в	1	1
1078	переход от	7	1
1079	без всякого	2	1
1080	он является	1	1
1081	самой своей	2	1
1082	что изменение	1	1
1083	мысль которая	1	1
1084	этот предмет	2	1
1085	одного из	1	1
1086	языка не	2	1
1087	и о	1	1
1088	слова из	2	1
1089	в голове	2	1
1090	ко всей	2	1
1091	и никогда	1	1
1092	или действие	1	1
1093	что для	2	1
1094	нас на	1	1
1095	он так	1	1
1096	во внимание	4	1
1097	этом она	1	1
1098	мог бы	1	1
1099	и благодаря	1	1
1100	наряду с	3	1
1101	два независимых	2	1
1102	и во	2	1
1103	между теми	1	1
1104	этапы развития	1	1
1105	ответа на	1	1
1106	принадлежит к	2	1
1107	первостепенное значение	1	1
1108	значение имеет	1	1
1109	мы возьмем	1	1
1110	по сравнению	9	1
1111	это мы	3	1
1112	как тот	1	1
1113	привели к	1	1
1114	не можем	2	1
1115	на свою	2	1
1116	ситуации мы	2	1
1117	благодаря этому	2	1
1118	не совсем	2	1
1119	которым мы	1	1
1120	в основу	1	1
1121	в общих	1	1
1122	от развития	7	1
1123	самого говорящего	1	1
1124	быть в	3	1
1125	в высшей	3	1
1126	обращаться к	1	1
1127	в своем	11	1
1128	в ход	1	1
1129	не значит	1	1
1130	бы заключительным	1	1
1131	стоит только	2	1
1132	на улице	2	1
1133	на один	1	1
1134	шаг к	1	1
1135	и есть	8	1
1136	же слова	1	1
1137	котором мы	1	1
1138	входят в	1	1
1139	во всей	3	1
1140	ряд вопросов	1	1
1141	образом в	2	1
1142	столь же	5	1
1143	и явлений	1	1
1144	речь без	3	1
1145	вне всякой	1	1
1146	в общем	1	1
1147	в силу	14	1
1148	он может	5	1
1149	каждый день	1	1
1150	всегда оказывается	1	1
1151	говорили выше	2	1
1152	раз навсегда	2	1
1153	что без	1	1
1154	каждое из	1	1
1155	для построения	1	1
1156	как будто	2	1
1157	же в	2	1
1158	на то	6	1
1159	постоянного и	1	1
1160	что говорит	1	1
1161	но если	7	1
1162	имеет и	1	1
1163	путем повторения	1	1
1164	отношения и	2	1
1165	оно может	2	1
1166	нам остается	2	1
1167	и по	5	1
1168	нам становится	1	1
1169	предметов за	1	1
1170	частной собственности	1	1
1171	развитие и	3	1
1172	какой степени	2	1
1173	там где	2	1
1174	зрения мы	1	1
1175	показали что	11	1
1176	решающим моментом	1	1
1177	причины и	1	1
1178	в меру	4	1
1179	речи с	2	1
1180	протекает в	1	1
1181	здесь в	1	1
1182	сводится в	1	1
1183	является только	1	1
1184	своем развитии	8	1
1185	еще в	3	1
1186	мы обязаны	1	1
1187	речи в	7	1
1188	при исследовании	2	1
1189	и после	1	1
1190	должен овладеть	1	1
1191	которые возникают	1	1
1192	всех этих	1	1
1193	того же	13	1
1194	можно с	1	1
1195	наконец третья	1	1
1196	же он	1	1
1197	должны будем	1	1
1198	действие или	1	1
1199	в самой	1	1
1200	движения и	1	1
1201	что при	4	1
1202	ведь когда	1	1
1203	себе этот	1	1
1204	над темой	1	1
1205	подтверждение в	1	1
1206	с языком	1	1
1207	установлению которого	1	1
1208	нее и	1	1
1209	само по	2	1
1210	и нельзя	1	1
1211	другому человеку	1	1
1212	одного и	9	1
1213	язык на	1	1
1214	развитии понимания	1	1
1215	для образования	3	1
1216	классовая борьба	1	1
1217	думать что	1	1
1218	является необходимым	1	1
1219	понять что	2	1
1220	эту тему	1	1
1221	не то	5	1
1222	в заключение	1	1
1223	поэтому мы	1	1
1224	мысли и	7	1
1225	на ту	1	1
1226	к правильному	1	1
1227	речи если	1	1
1228	ключ к	1	1
1229	совершается в	4	1
1230	речи можно	1	1
1231	является одной	1	1
1232	вне ее	1	1
1233	и сами	2	1
1234	определенным значением	1	1
1235	эту задачу	1	1
1236	высшей степени	3	1
