N	3gram	Propp_Isto	StatiiOP
256	можно сказать о	1	1
257	в исторической действительности	1	1
258	но уже в	1	1
259	том что такое	1	1
260	прямом смысле этого	1	1
261	с другой же	1	1
262	ответ на этот	1	1
263	по так называемым	1	1
264	том что именно	1	1
265	однако и в	1	1
266	мы имеем здесь	1	1
267	из этих форм	1	1
268	и что если	1	1
269	на веки вечные	1	1
270	это не в	1	1
271	он не сумел	1	1
272	он не мог	1	1
273	это не всегда	1	1
274	и что в	1	1
275	же как и	1	1
276	у него нет	1	1
277	теперь ничего не	1	1
278	во второй половине	1	1
279	прочим и в	1	1
280	и сам он	1	1
281	по его мнению	1	1
282	можно думать что	1	1
283	в свете этой	1	1
284	в таких случаях	1	1
285	сих пор мы	3	1
286	этом случае есть	1	1
287	они есть в	1	1
288	одной стороны он	1	1
289	показывает что он	3	1
290	в каких условиях	1	1
291	как производное от	1	1
292	в своей работе	2	1
293	нам кажется что	4	1
294	же самое и	1	1
