N	2gram	Voloshinov	VLabPisa
104	говорит следующее	1	4
105	и ее	2	4
106	познания в	1	4
107	в статье	1	4
108	и к	2	3
109	что они	2	3
110	и он	1	3
111	этой проблемы	2	3
112	мы имеем	1	3
113	сводится к	1	3
114	подобно тому	1	3
115	его в	1	3
116	если бы	2	3
117	или в	1	3
118	в конце	1	3
119	или иная	1	3
120	например в	1	3
121	и как	1	3
122	в которых	1	3
123	явлений и	2	3
124	вовсе не	2	3
125	бы в	2	3
126	с этим	3	3
127	а в	2	3
128	как о	1	3
129	даже и	1	3
130	говорить не	1	3
131	в значительной	1	3
132	но даже	1	3
133	того чтобы	1	3
134	для того	1	3
135	тому как	1	3
136	и их	7	3
137	вслед за	2	3
138	далеко не	1	3
139	этот вопрос	1	3
140	так же	2	3
141	человека и	1	3
142	образом не	1	3
143	нет и	1	3
144	та или	1	3
145	от индивидуальной	1	3
146	точки зрения	7	3
147	что без	1	3
148	значительной мере	1	3
149	в особенности	1	2
150	к сожалению	2	2
151	отметить что	1	2
152	и этот	2	2
153	они не	1	2
154	на язык	2	2
155	должно быть	1	2
156	того как	1	2
157	с одной	2	2
158	это особенно	1	2
159	внимание на	1	2
160	смысле слова	2	2
161	само собою	1	2
162	говорить о	3	2
163	да и	3	2
164	следует иметь	1	2
165	связанное с	1	2
166	что при	1	2
167	не приходится	1	2
168	в науке	1	2
169	что такое	1	2
170	и через	1	2
171	и достоевский	1	2
172	для них	1	2
173	не столько	3	2
174	поэта как	1	2
175	представлений и	2	2
176	по себе	1	2
177	все произведение	1	2
178	в своих	2	2
179	этой точки	1	2
180	мышления в	1	2
181	и наконец	5	2
182	в которой	3	2
183	ни одна	1	2
184	что она	1	2
185	но не	1	2
186	в ней	2	2
187	каждом отдельном	1	2
188	между собою	2	2
189	эта способность	1	2
190	в последнем	1	2
191	же как	1	2
192	что мы	1	2
193	на этом	1	2
194	другом месте	1	2
195	не вполне	1	2
196	именно этого	1	2
197	не менее	2	2
198	ли не	1	2
199	на то	1	2
200	в чем	2	2
201	собою и	1	2
202	например у	1	2
203	еще не	1	2
204	иметь в	1	2
205	необходимость в	1	2
206	в каждом	4	2
207	понятно что	3	2
208	еще и	4	2
209	того или	2	2
210	в словесном	2	2
211	а как	2	2
212	в целях	2	2
213	то это	1	2
214	в самых	1	2
215	и социальной	1	2
216	в течение	2	2
217	одной стороны	2	2
218	также и	1	2
219	ту же	1	2
220	в другом	2	2
221	не всегда	1	2
222	формы и	1	2
223	и может	2	2
224	лишь в	4	2
225	связана с	3	2
226	в системе	1	2
227	должны быть	1	2
228	отмечает и	1	2
229	в различных	1	2
230	можно было	1	2
231	только то	1	2
232	как известно	1	2
233	всего не	1	2
234	он и	1	2
235	же самое	1	2
236	в книге	2	2
237	у некоторых	1	2
238	и никогда	1	2
239	заключается в	1	2
240	и у	1	2
241	произведения не	1	2
242	одной из	1	2
243	в образе	1	2
244	во всей	2	2
245	в общем	2	2
246	который в	1	2
247	в области	2	2
248	только с	1	2
249	и для	3	2
250	но для	3	2
251	только о	1	2
252	и отбор	2	2
253	но в	4	2
254	чуть ли	1	2
255	вплоть до	1	2
256	столь резко	1	2
257	данной области	1	1
258	речь может	1	1
259	события и	1	1
260	от него	1	1
261	богаче и	1	1
262	и то	3	1
263	не нашел	1	1
264	форм и	2	1
265	ее и	1	1
266	мы видим	2	1
267	еще одну	1	1
268	можно говорить	1	1
269	через напряжение	1	1
270	те или	1	1
271	его классового	1	1
272	сложную систему	1	1
273	данном случае	2	1
274	статье о	1	1
275	которые не	1	1
276	в поэзии	5	1
277	или только	1	1
278	переходит в	1	1
279	о значении	1	1
280	он только	2	1
281	есть одно	1	1
282	мы не	4	1
283	и стиль	2	1
284	он всегда	1	1
285	с этой	2	1
286	не чем	2	1
287	не обязательна	1	1
288	момента в	1	1
289	материала и	3	1
290	несмотря на	2	1
291	из того	1	1
292	и дает	1	1
293	есть его	1	1
294	под ним	1	1
295	которых он	1	1
296	утверждает и	1	1
297	наблюдения над	1	1
298	не должна	1	1
299	особенностей в	2	1
300	это обычно	1	1
301	теоретиков искусства	1	1
302	полагаем что	1	1
303	положение что	1	1
304	не как	3	1
305	воплощенной в	1	1
306	мы в	1	1
307	художественного образа	1	1
308	или иную	1	1
309	богатство и	1	1
310	которая уже	1	1
311	развития не	1	1
312	но что	1	1
313	сложность и	1	1
314	нет никакого	1	1
315	по мере	1	1
316	в живом	1	1
317	быть сведены	1	1
318	в виде	1	1
319	связанная с	1	1
320	как же	1	1
321	этим путем	1	1
322	этого процесса	1	1
323	если не	1	1
324	проблемы не	1	1
325	все то	1	1
326	еще платон	1	1
327	самом деле	3	1
328	в несколько	1	1
329	является таким	1	1
330	к полной	1	1
331	в свои	1	1
332	а также	2	1
333	сказал что	1	1
334	и все	3	1
335	сам собой	1	1
336	раз навсегда	1	1
337	на себя	1	1
338	являются материальными	1	1
339	тем что	2	1
340	к более	1	1
341	превращаются в	1	1
342	в музыке	5	1
343	последнем счете	1	1
344	и сложнее	1	1
345	же самый	1	1
346	если он	1	1
347	для своей	1	1
348	бы быть	1	1
349	идти только	1	1
350	чем иным	2	1
351	если конечно	1	1
352	вряд ли	3	1
353	или даже	1	1
354	всем своем	1	1
355	произведение являющееся	1	1
356	и вместе	1	1
357	на эту	1	1
358	словесного искусства	1	1
359	при таком	1	1
360	как в	2	1
361	и характер	1	1
362	этим самым	1	1
363	на одном	1	1
364	себя и	1	1
365	не имеет	2	1
366	является для	1	1
367	зрения и	1	1
368	остается только	1	1
369	но у	1	1
370	не создает	1	1
371	этого материала	1	1
372	не знала	1	1
373	лежит в	1	1
374	связанный с	1	1
375	и это	1	1
376	в каждой	1	1
377	ничего общего	3	1
378	даже самые	1	1
379	героя и	2	1
380	мысли в	1	1
381	особенно часто	1	1
382	его учеников	1	1
383	моменты в	1	1
384	в дальнейшем	1	1
385	нет ничего	2	1
386	высокой и	1	1
387	поскольку она	1	1
388	его и	1	1
389	может иметь	2	1
390	функцию в	2	1
391	разница в	1	1
392	находит свое	1	1
393	в данном	2	1
394	этом говорит	1	1
395	можно установить	1	1
396	в основе	1	1
397	вообще в	1	1
398	тем более	1	1
399	несомненно и	1	1
400	уже из	1	1
401	вопрос о	1	1
402	представляется не	1	1
403	которой он	1	1
404	которой является	2	1
405	но ведь	5	1
406	творца и	1	1
407	как совершенно	1	1
408	конечно не	1	1
409	может идти	1	1
410	входит в	2	1
411	наконец в	2	1
412	в нескольких	1	1
413	уже в	2	1
414	ту или	1	1
415	однако если	1	1
416	определили как	1	1
417	теперь к	1	1
418	потому что	1	1
419	и тем	2	1
420	слова и	2	1
421	кажется что	2	1
422	быть и	1	1
423	наиболее полно	2	1
424	от всех	2	1
425	только на	1	1
426	выйти за	1	1
427	или иных	1	1
428	или иные	1	1
429	произведения но	2	1
430	содержания и	1	1
431	что эта	2	1
432	полностью в	1	1
433	для этого	1	1
434	одно и	3	1
435	и если	1	1
436	процессе творчества	1	1
437	и что	1	1
438	и определяет	1	1
439	предисловии к	1	1
440	за пределы	3	1
441	к анализу	2	1
442	однако индивидуальный	1	1
443	в начале	1	1
444	точного и	1	1
445	еще в	2	1
446	они сводятся	1	1
447	в истории	1	1
448	борьбы и	1	1
449	то или	1	1
450	или как	1	1
451	что до	1	1
452	самого начала	2	1
453	каждый из	1	1
454	и речи	1	1
455	себе в	1	1
456	и наоборот	1	1
457	или иное	1	1
458	содержания в	1	1
459	связанных с	2	1
460	мы полагаем	1	1
461	философия искусства	1	1
462	художественных произведений	2	1
463	его точки	1	1
464	в словесной	1	1
465	стиль в	1	1
466	его себе	1	1
467	из наиболее	1	1
468	отношение к	1	1
469	элементов в	1	1
470	соответствии с	2	1
471	и ряд	1	1
472	же не	1	1
473	к двум	1	1
474	что всякий	1	1
475	общего с	3	1
476	в понимании	1	1
477	не средством	1	1
478	особенностей и	1	1
479	другое если	1	1
480	философской системы	1	1
481	и изучение	1	1
482	выражения в	1	1
483	и чисто	1	1
484	обратимся к	1	1
485	материала в	4	1
486	недостаточно изучены	1	1
487	вся область	2	1
488	в действительной	1	1
489	закрепленное в	1	1
490	роль играет	1	1
491	или иного	2	1
492	процессов в	1	1
493	материал в	2	1
494	замысла так	1	1
495	связи со	1	1
496	классового сознания	1	1
497	и других	1	1
498	свести к	1	1
499	творческой работы	1	1
500	иным как	2	1
501	словесного материала	5	1
502	должна заняться	1	1
503	искусства в	1	1
504	полагая что	1	1
505	стадиях своего	1	1
506	оно может	1	1
507	тех или	1	1
508	его роль	1	1
509	мере возможности	1	1
510	образную систему	1	1
511	платон в	1	1
512	литературное произведение	2	1
513	необходимо учитывать	1	1
514	даже для	1	1
515	но это	1	1
516	этот аппарат	1	1
517	комплексы и	1	1
518	является уже	2	1
519	с ее	1	1
520	из него	1	1
521	видим у	1	1
522	во времени	2	1
523	в едином	1	1
524	в самой	1	1
525	если только	1	1
526	и особенно	1	1
527	собственно говоря	2	1
528	проявляются в	1	1
529	в совокупности	1	1
530	и иметь	1	1
531	виду что	1	1
532	отражается в	1	1
533	и самый	1	1
534	понять и	1	1
535	его можно	1	1
536	своего развития	1	1
537	говорит как	1	1
