N	2gram	Vygotskiy_	VelikijI
305	от этой	3	1
306	мы в	3	1
307	мы все	8	1
308	составные части	1	1
309	и всегда	1	1
310	победы над	1	1
311	не были	1	1
312	в одном	5	1
313	у нас	7	1
314	отказ от	1	1
315	на пути	1	1
316	в этой	15	1
317	других людей	1	1
318	себе оправдание	1	1
319	со словами	2	1
320	в результате	6	1
321	в трех	5	1
322	говорит что	13	1
323	в виду	5	1
324	другой стороны	8	1
325	в день	1	1
326	который окончательно	1	1
327	и хотя	3	1
328	нет никакого	2	1
329	против того	1	1
330	и чем	1	1
331	но что	3	1
332	основана на	2	1
333	в русском	1	1
334	у него	9	1
335	из нас	1	1
336	образом по	1	1
337	существует и	1	1
338	не существует	3	1
339	так же	19	1
340	в виде	3	1
341	это имеет	2	1
342	соединение и	1	1
343	претендующего быть	1	1
344	над ним	2	1
345	не была	1	1
346	только это	1	1
347	и трагический	1	1
348	самого ощущения	1	1
349	не был	1	1
350	их не	2	1
351	и всех	1	1
352	в своих	9	1
353	карамазова и	1	1
354	быть никогда	1	1
355	и третье	1	1
356	наука не	1	1
357	в противоположность	3	1
358	их и	1	1
359	себя за	2	1
360	значит быть	1	1
361	всего что	1	1
362	человеческой природы	1	1
363	мы станем	3	1
364	отказаться от	1	1
365	и остается	1	1
366	с другой	12	1
367	на которых	2	1
368	конечно в	1	1
369	в которой	4	1
370	словах и	1	1
371	но все	5	1
372	вот что	2	1
373	я в	1	1
374	и с	3	1
375	и можно	2	1
376	и говорит	4	1
377	существует как	1	1
378	в лице	1	1
379	способ выражения	1	1
380	им по	1	1
381	и опять	1	1
382	каким образом	2	1
383	смерть но	1	1
384	отношение к	1	1
385	ко всем	2	1
386	на нее	2	1
387	жизнь как	1	1
388	важное для	1	1
389	себя с	2	1
390	дело во	1	1
391	то и	1	1
392	или даже	1	1
393	в понимании	2	1
394	мы дадим	1	1
395	него не	1	1
396	и другое	6	1
397	какая же	1	1
398	и начало	1	1
399	как мы	6	1
400	людей все	1	1
401	но нет	1	1
402	и до	4	1
403	одного многих	1	1
404	любви в	1	1
405	в процессе	1	1
406	и своего	1	1
407	пути и	3	1
408	в последних	2	1
409	спасают человечество	1	1
410	царства и	1	1
411	на него	4	1
412	в своем	12	1
413	действии и	1	1
414	человек и	1	1
415	это очень	2	1
416	приведены к	1	1
417	его нужно	1	1
418	его на	2	1
419	еще и	1	1
420	к жизни	2	1
421	и от	2	1
422	в изображении	1	1
423	быть может	1	1
424	мы будем	3	1
425	как она	9	1
426	ничего не	4	1
427	равно не	1	1
428	с ними	1	1
429	нас это	1	1
430	так часто	1	1
431	всегда в	1	1
432	заключается что	2	1
433	и именно	8	1
434	в сознании	2	1
435	и очень	5	1
436	тогда это	1	1
437	ней и	1	1
438	бы передать	1	1
439	по крайней	1	1
440	в сердце	2	1
441	нам уже	1	1
442	о которой	1	1
443	природы и	1	1
444	что тот	2	1
445	последних словах	2	1
446	и так	4	1
447	вместе с	16	1
448	все же	11	1
449	в одно	1	1
450	если они	1	1
451	но под	1	1
452	и которые	1	1
453	как в	4	1
454	этого слова	1	1
455	в легенде	2	1
456	же тот	1	1
457	в которых	4	1
458	находится в	2	1
459	значение в	1	1
460	день в	1	1
461	в словах	3	1
462	себя и	3	1
463	чего хочет	1	1
464	их на	1	1
465	и могут	1	1
466	нужна только	1	1
467	и эта	2	1
468	к этому	5	1
469	хотим решить	1	1
470	в их	3	1
471	этой новой	1	1
472	с которым	5	1
473	какие бы	1	1
474	это в	5	1
475	такой силой	2	1
476	сама она	1	1
477	его воли	1	1
478	средство для	1	1
479	есть одна	2	1
480	в двух	9	1
481	сравнению с	4	1
482	может и	2	1
483	для чего	4	1
484	конце концов	6	1
485	зависимости от	9	1
486	есть что-то	1	1
487	даже что	1	1
488	есть то	2	1
489	ни для	1	1
490	хотел бы	2	1
491	которого не	1	1
492	стало возможно	1	1
493	в известном	2	1
494	людям и	1	1
495	для раскрытия	1	1
496	сделать их	1	1
497	к ее	1	1
498	себе и	4	1
499	и царство	1	1
500	не просто	6	1
501	он был	3	1
502	к полному	1	1
503	хотели бы	1	1
504	в целом	7	1
505	любви а	1	1
506	им не	1	1
507	по смыслу	2	1
508	крайней мере	1	1
509	сделать это	3	1
510	и ее	1	1
511	вовсе не	8	1
512	ничего нельзя	1	1
513	но к	1	1
514	что на	6	1
515	жизни с	3	1
516	есть не	7	1
517	небесного и	1	1
518	в искусстве	12	1
519	я переживаю	2	1
520	тогда мы	1	1
521	д и	1	1
522	мы указывали	1	1
523	и нет	1	1
524	бы в	7	1
525	к нему	1	1
526	в заслугу	1	1
527	от них	1	1
528	и смерти	1	1
529	свое особое	1	1
530	же за	1	1
