N	2gram	Tiupa_Hudo	TeoriaLi
680	внутренний хронотоп	1	2
681	позиция автора	2	2
682	сатирической художественности	2	2
683	вместе с	1	2
684	сознания при	2	2
685	коммуникативную стратегию	2	2
686	дома и	2	2
687	жизни в	2	2
688	не вполне	2	2
689	никем не	2	2
690	значение знака	2	2
691	оказывается отношение	2	2
692	языка на	2	2
693	себя и	3	2
694	говоря и	2	2
695	всех подобных	2	2
696	отличается от	2	2
697	адресата а	2	2
698	оттесняет на	2	2
699	у одного	2	2
700	вокруг я	2	2
701	собою в	2	2
702	ему позиции	2	2
703	вследствие этого	2	2
704	ни для	2	2
705	в известном	2	2
706	в следующей	1	2
707	аспекты художественной	2	2
708	искусство слова	5	2
709	всей своей	2	2
710	модусом художественности	1	2
711	в каком	2	2
712	жизни на	2	2
713	бахтин смотря	2	2
714	к другому	2	2
715	в сказании	2	2
716	такого дискурса	2	2
717	своей жизни	2	2
718	к своему	2	2
719	о том	2	2
720	ролевой границей	3	2
721	в аспекте	2	2
722	могут оказаться	2	2
723	не входит	2	2
724	казалось бы	1	2
725	мире это	2	2
726	при всем	2	2
727	сам же	1	2
728	иной строй	2	2
729	при всей	2	2
730	я во	1	2
731	это и	2	2
732	еще и	2	2
733	ними и	2	2
734	как художественное	2	2
735	имени тебе	2	2
736	во внешнем	2	2
737	со временем	2	2
738	для автора	3	2
739	при наличии	2	2
740	то чему	2	2
741	манифестирован в	1	2
742	и политического	2	2
743	мастера и	2	2
744	при условии	2	2
745	одного текста	1	2
746	вытекает из	2	2
747	мясную лавку	3	2
748	и состоит	3	2
749	эпоха классического	1	2
750	творческий акт	2	2
751	яркой зеленью	1	2
752	яркая индивидуальность	2	2
753	стихотворении пушкина	2	2
754	читателя концепированного	2	2
755	внешними границами	2	2
756	восходит к	1	2
757	совершенно иной	2	2
758	нашему ментальному	2	2
759	ролевой маски	2	2
760	в кадры	2	2
761	введено в	2	2
762	реальности вымышленного	2	2
763	чужого я	2	2
764	духовной жизни	2	2
765	пен пан	1	2
766	и свершают	1	2
767	высказывания и	2	2
768	языка могут	2	2
769	к нему	3	2
770	в значительной	2	2
771	имеет в	1	2
772	праздничного настроения	2	2
773	эстетическая революция	1	2
774	и иных	1	2
775	на основе	2	2
776	но во	2	2
777	писал бахтин	2	2
778	внешнему бытию	2	2
779	художественная деятельность	2	2
780	сложности и	1	2
781	к ядру	1	2
782	литературный текст	2	2
783	зародившийся в	2	2
784	собственного текста	2	2
785	либо от	2	2
786	времени в	2	2
787	обеспечивается возникновение	2	2
788	не всегда	2	2
789	пушкина что	2	2
790	ядра личности	1	2
791	с.с аверинцева	2	2
792	причастной вненаходимости	2	2
793	жанрового канона	2	2
794	сознания в	4	2
795	новейшего времени	2	2
796	своей внутренней	2	2
797	и больше	2	2
798	для меня	2	2
799	воздействия на	2	2
800	внешних предметов	2	2
801	греческое слово	2	2
802	не могло	2	2
803	форма авторства	2	2
804	только на	1	2
805	весьма существенно	2	2
806	и читателей	3	2
807	сочетании с	1	2
808	семиотической деятельности	3	2
809	весь целиком	2	2
810	вступает в	2	2
811	может служить	2	2
812	речь идет	2	2
813	жизни подобно	2	2
814	субпарадигмы художественности	2	2
815	сегментов текста	2	2
816	ахматовой муза	1	2
817	для общения	2	2
818	о своем	1	2
819	говорит что	2	2
820	становится самим	2	2
821	между внутренней	2	2
822	узком значении	2	2
823	и это	2	2
824	императиву мастерства	2	2
825	художественную реальность	2	2
826	тарасе бульбе	2	2
827	превращается в	2	2
828	времени и	2	2
829	значительной степени	2	2
830	других произведений	2	2
831	маска такого	2	2
832	причастная вненаходимость	2	2
833	и возможность	2	2
834	семантическая единица	2	2
835	существования в	2	2
836	ногами и	1	2
837	о законе	2	2
838	преодолеваемая даль	2	2
839	папоротники например	2	2
840	и наоборот	2	2
841	субъекту и	2	2
842	форм высказывания	2	2
843	перед ним	1	2
844	к собственной	2	2
845	в глаза	2	2
846	креативного и	2	2
847	в совмещении	2	2
848	повествования а	2	2
849	из перечисленных	2	2
850	с замещаемой	2	2
851	панораму слов	2	2
852	словами м.м	2	2
853	или говоря	3	2
854	адресата в	2	2
855	знаками чем	2	2
856	известного рода	2	2
857	прихода в	2	2
858	самостоятельный эпизод	2	2
859	самом начале	1	2
860	соответствии с	1	2
861	ценностных ориентиров	2	2
862	видим в	2	2
863	художественности как	2	2
864	передо мной	2	2
865	крупным планом	2	2
866	семиотическую природу	2	2
867	если мы	2	2
868	тем же	1	2
869	деятельность художника	2	2
870	ключ к	1	2
871	могут выступать	2	2
872	бытию других	2	2
873	произведении искусства	2	2
874	места для	1	2
875	лиц или	2	2
876	что отличает	2	2
877	такие специфические	2	2
878	коммуникативные стратегии	1	2
879	имеем дело	2	2
880	не форма	2	2
881	личности к	2	2
882	бытийной компетенцией	2	2
883	рамках одного	1	2
884	таких состояний	2	2
885	всякий раз	2	2
886	служить знаком	2	2
887	о полку	2	2
888	что она	2	2
889	искусство есть	2	2
890	реализуется в	2	2
891	не остаться	2	2
892	для понимания	2	2
893	ситуации рассказывания	2	2
894	который в	2	2
895	до известной	2	2
896	здесь не	2	2
897	кому говорят	2	2
898	искусством слова	2	2
899	могут встречаться	1	2
900	в противном	2	2
901	коем случае	2	2
902	внутренний голос	2	2
903	обрубленными ногами	1	2
904	производящего текст	2	2
905	в структуре	3	2
906	на котором	2	2
907	в мировой	1	2
908	глаза в	2	2
909	в произведениях	1	2
910	он и	2	2
911	поведение в	2	2
912	в стилистическом	2	2
913	своего другого	2	2
914	в системе	3	2
915	понимаемой как	2	2
916	лишь один	1	2
917	завершенности художественного	2	2
918	не просто	2	2
919	видения мира	2	2
920	в самой	2	2
921	только о	2	2
922	чем это	2	2
923	для такого	2	2
924	объектная организация	2	2
925	самореализации я	1	2
926	внутреннего мира	2	2
927	это своего	2	2
928	как способ	1	2
929	типа эстетического	2	2
930	совокупность знаков	2	2
931	тип героя	1	2
932	к внутреннему	2	2
933	речи а	2	2
934	расположилось в	2	2
935	на время	2	2
936	жизни но	2	2
937	повесть о	2	2
938	истории литературы	2	2
939	на холсте	2	2
940	мир все	2	2
941	это всеобъемлющая	2	2
942	бы то	2	2
943	организации литературных	1	2
944	то в	2	2
945	или притчи	2	2
946	что они	1	2
947	хотят и	1	2
948	при котором	2	2
949	не принадлежат	2	2
950	жанровая форма	2	2
951	текста где	1	2
952	но на	2	2
953	к герою	2	2
954	жанровой традиции	2	2
955	менее чем	1	2
956	общей теории	2	2
957	запечатленного в	1	2
958	вокруг него	1	2
959	внутренняя граница	3	2
960	сверхличной заданности	2	2
961	войне и	2	2
962	специфику искусства	2	2
963	на воспринимающее	2	2
964	рода и	1	2
965	основе своей	2	2
966	эстетической доминантой	2	2
967	организации высказывания	1	2
968	в коем	2	2
969	образований текстов	2	2
970	большей части	2	2
971	относительно своей	1	2
972	на вопрос	1	2
973	словами можно	2	2
974	и рецептивного	2	2
975	стороны адресата	2	2
976	материала в	2	2
977	в поэзии	1	2
978	моя жизнь	1	2
979	не принадлежит	2	2
980	в последней	2	2
981	одной из	2	2
982	теории литературы	2	2
983	ни столь	2	2
984	личного самоопределения	2	2
985	только лишь	2	2
986	опыта к	2	2
987	структурной единицей	2	2
988	что сама	2	2
989	искусстве слова	2	2
990	уникальный художественный	2	2
991	несмотря на	2	2
992	я как	2	2
993	отношением художественности	2	2
994	но от	2	2
995	ни было	2	2
996	игра с	1	2
997	внешнем мире	2	2
998	личности как	2	2
999	авторский текст	2	2
1000	нашего внутреннего	2	2
1001	невоспроизводимости творческого	2	2
1002	это хронотоп	2	2
1003	корнями в	1	2
1004	к нашему	2	2
1005	внутренней и	2	2
1006	в основании	2	2
1007	телячьей головки	2	2
1008	повести гоголя	2	2
1009	элемента эстетической	2	2
1010	в формах	2	2
1011	своего текста	2	2
1012	для искусства	2	2
1013	трех фундаментальных	2	2
1014	что такое	2	2
1015	и маргариты	2	2
1016	ее в	2	2
1017	способность к	2	2
1018	все это	2	2
1019	первого эпизода	1	2
1020	мы легко	2	2
1021	двоякого рода	3	2
1022	слове о	2	2
1023	текст произведения	2	2
1024	сути своей	3	2
1025	что и	2	2
1026	у нас	1	2
1027	или иную	2	2
1028	как способность	2	2
1029	быть субъектом	1	2
1030	необходимы предпосылки	2	2
1031	деятельности искусство	3	2
1032	тем в	1	2
1033	xix века	2	2
1034	нового эпизода	2	2
1035	не ограничивается	1	2
1036	мире можно	1	2
1037	что каждый	2	2
1038	в европейской	2	2
1039	духовной культуры	2	2
1040	с их	2	2
1041	к жизни	2	2
1042	таком случае	2	2
1043	уже говорилось	2	2
1044	слова не	2	2
1045	как ученый	2	2
1046	у него	2	2
1047	внешнего мира	3	2
1048	простым воспроизведением	1	2
1049	в дискурсе	2	2
1050	в повести	2	2
1051	даже самая	2	2
1052	возможность иного	2	2
1053	коммуникативное событие	2	2
1054	высказывания не	2	2
1055	это коммуникативное	2	2
1056	за кантом	1	2
1057	предполагает способность	2	2
1058	от всех	2	2
1059	говорит в	2	2
1060	в присутствии	1	2
1061	и некоторые	2	2
1062	объективной предпосылкой	2	2
1063	искусства если	2	2
1064	к чему	1	2
1065	текста не	2	2
1066	же персонажа	1	2
1067	дело в	1	2
1068	он оказывается	2	2
1069	этих двух	2	2
1070	по характеристике	2	2
1071	критериев художественности	2	2
1072	каждая из	2	2
1073	согласно характеристике	2	2
1074	или субъектом	2	2
1075	литературной практике	1	2
1076	и способности	2	2
1077	этом что	1	2
1078	живописи или	2	2
1079	не могли	2	2
1080	художественности далеко	2	2
1081	высказывания как	1	2
1082	способа присутствия	2	2
1083	искусства как	3	2
1084	в конце	1	2
1085	знания о	2	2
1086	даль и	2	2
1087	я и	7	2
1088	сама по	2	2
1089	превращения реального	2	2
1090	внутренних границ	2	2
1091	тому что	2	2
1092	случае не	2	2
1093	во внутренней	2	2
1094	предпосылкой эстетического	2	2
1095	словами гегеля	2	2
1096	строй эстетической	2	2
1097	в какой	2	2
1098	я не	2	2
1099	участок текста	2	2
1100	роль принадлежит	1	2
1101	риторический предел	2	2
1102	к сообщаемому	2	2
1103	исчезновение носа	2	2
1104	процесс превращения	2	2
1105	лирическое стихотворение	1	2
1106	расплывчатый термин	2	2
1107	восприниматься как	2	2
1108	текста выступает	3	2
1109	субъект и	2	2
1110	в читателя	2	2
1111	вследствие этой	2	2
1112	эстетического субъекта	3	2
1113	ролевой границы	2	2
1114	противном случае	2	2
1115	на фоне	1	2
1116	не от	2	2
1117	можно охарактеризовать	2	2
1118	м.м бахтиным	2	2
1119	данный момент	2	2
1120	зрения и	1	2
1121	событийных границ	2	2
1122	текста но	1	2
1123	способность знака	2	2
1124	литературной нормы	2	2
1125	в целую	2	2
1126	первой части	2	2
1127	только и	2	2
1128	целую панораму	2	2
1129	приходит императив	2	2
1130	это было	1	2
1131	и сближение	2	2
1132	потребности и	2	2
1133	границ между	2	2
1134	своей принципиальной	2	2
1135	анекдот не	2	2
1136	человеческое я	2	2
1137	в чем	2	2
1138	делает его	2	2
1139	об этом	2	2
1140	должен быть	2	2
1141	частной жизни	2	2
1142	чему нельзя	2	2
1143	биографического дискурса	2	2
1144	это тоже	2	2
1145	жизни то	2	2
1146	такова например	2	2
1147	к какому-либо	2	2
1148	подобных случаях	2	2
1149	вопрос что	2	2
1150	тем более	2	2
1151	как система	2	2
1152	начальные и	2	2
1153	в катарсисе	2	2
1154	с.с аверинцевым	2	2
1155	а для	2	2
1156	в ритмическом	1	2
1157	ведет по	2	2
1158	из виду	2	2
1159	к одному	1	2
1160	ценностный центр	1	2
1161	могли бы	1	2
1162	его художественности	1	2
1163	по большей	2	2
1164	речевой маски	2	2
1165	о себе	2	2
1166	но как	2	2
1167	системы эпизодов	2	2
1168	данном контексте	2	2
1169	текста наиболее	2	2
1170	принадлежит только	2	2
1171	пустыми животами	1	2
1172	искусства более	2	2
1173	внутреннее я	2	2
1174	единица внутренней	2	2
1175	любой своей	2	2
1176	при чтении	2	2
1177	я другого	2	2
1178	второй и	1	2
1179	является искусством	2	2
1180	я-для-себя от	2	2
1181	как организация	2	2
1182	же художественное	2	2
1183	единое целое	2	2
1184	формы высказывания	1	2
1185	злата стола	2	2
1186	в анекдоте	2	2
1187	могут служить	2	2
1188	жизни леса	2	2
1189	человеческого бытия	2	2
1190	и одной	1	2
1191	является деятельностью	2	2
1192	хоровое слово	2	2
1193	коммуникативное содержание	2	2
1194	позволяет говорить	2	2
1195	определенным образом	2	2
1196	как уже	3	2
1197	ту или	2	2
1198	имеются и	2	2
1199	этического выбора	2	2
1200	одну из	1	2
