N	3gram	Bakhtin_Pr	Istorich
405	но здесь мы	1	1
406	в которой он	1	1
407	какой бы то	1	1
408	конечно не в	1	1
409	создается впечатление что	1	1
410	здесь конечно не	3	1
411	что у меня	1	1
412	не знает не	1	1
413	в то же	10	1
414	имеет как бы	1	1
415	того что в	1	1
416	но и эта	1	1
417	во всем этом	1	1
418	что и у	1	1
419	заключается в том	2	1
420	в противном случае	1	1
421	делает за него	1	1
422	в первом случае	1	1
423	в этом рассказе	1	1
424	я не могу	1	1
425	он прежде всего	1	1
426	как можно больше	2	1
427	но в то	5	1
428	том что на	1	1
429	зависимости от того	1	1
430	все что он	1	1
431	миру подобно тому	1	1
432	уже не только	1	1
433	между ними существует	1	1
434	в их основе	2	1
435	как одна из	1	1
436	наиболее для нас	1	1
437	но и их	1	1
438	это прежде всего	1	1
439	он почти никогда	1	1
440	уже в иной	1	1
441	есть на свете	1	1
442	всяком случае не	1	1
443	с ним а	1	1
444	ничем не отличается	1	1
445	художественного творчества они	1	1
446	но не для	1	1
447	другими словами к	1	1
448	не дает никакой	1	1
449	к нему к	1	1
450	он говорит о	1	1
451	вот что он	1	1
452	один из этих	1	1
453	как и сам	1	1
454	потому что они	2	1
455	но с другой	2	1
456	на первом месте	1	1
457	друг к другу	4	1
