N	2gram	Nazirov_Vr	Istorich
392	один раз	1	4
393	он ее	1	4
394	матери и	3	4
395	которых он	1	4
396	но на	1	4
397	а это	1	4
398	в литературе	1	4
399	тем более	2	4
400	этот персонаж	1	4
401	человека с	2	4
402	человека и	1	4
403	хотя он	1	4
404	некоторые черты	1	4
405	нас в	1	4
406	правда в	1	4
407	дома и	1	4
408	прочим и	1	4
409	по которой	1	4
410	и вообще	1	4
411	что тот	1	4
412	с точки	2	4
413	как раз	2	4
414	связь этого	1	4
415	б в	1	4
416	бы его	1	4
417	столь же	2	4
418	все в	1	4
419	и этот	1	4
420	знаю что	1	4
421	или вообще	1	4
422	ни с	1	4
423	без всяких	1	4
424	в ту	1	4
425	в глубине	1	4
426	человеком и	1	4
427	искать в	1	4
428	во второй	1	4
429	мы находим	1	3
430	заметим что	1	3
431	него в	1	3
432	и пошел	1	3
433	человек в	1	3
434	не хотят	1	3
435	он у	1	3
436	в соответствии	1	3
437	оказалось что	1	3
438	и ушел	1	3
439	не могли	1	3
440	раз и	1	3
441	из всех	1	3
442	затем в	1	3
443	такая же	1	3
444	об одном	1	3
445	второй раз	1	3
446	с тех	1	3
447	не дают	1	3
448	третий раз	1	3
449	в третий	1	3
450	встрече с	1	3
451	о себе	3	3
452	вот в	1	3
453	совсем не	1	3
454	в обоих	1	3
455	время он	2	3
456	который был	3	3
457	поэтому он	1	3
458	воду в	1	3
459	новая форма	1	3
460	вряд ли	1	3
461	ему и	1	3
462	рассказ о	1	3
463	чем говорилось	1	3
464	тех пор	1	3
465	он подошел	1	3
466	начиная с	2	3
467	только при	1	3
468	могли быть	2	3
469	как к	1	3
470	именно к	1	3
471	этим можно	1	3
472	все равно	1	3
473	а еще	1	3
474	в другую	1	3
475	и я	1	3
476	ему не	1	3
477	выше и	1	3
478	это как	1	3
479	этот факт	1	3
480	руку и	1	3
481	никому не	1	3
482	для всех	1	3
483	он всегда	1	3
484	все ясно	1	3
485	нам уже	1	3
486	речь идет	3	3
487	брата и	1	3
488	от нас	1	3
489	едва ли	1	3
490	собой в	1	3
491	обычно не	1	3
492	следить за	1	3
493	как же	2	3
494	сказал что	1	3
495	вошел в	1	3
496	может идти	1	3
497	но зато	1	3
498	а от	1	3
499	как эта	1	3
500	итак чтобы	1	3
501	у некоторых	1	3
502	сам в	1	3
503	с которым	2	3
504	приближается к	1	3
505	только не	1	3
506	на стол	1	3
507	как нам	1	3
508	возвращается в	1	3
509	из двух	1	3
510	полагали что	1	3
511	могли иметь	1	3
512	говорит я	1	3
513	это то	1	3
514	еще до	1	3
515	никуда не	1	3
516	в эти	2	3
517	вопросу о	1	2
518	общие черты	1	2
519	людей а	1	2
520	мы получаем	1	2
521	так это	1	2
522	и перед	1	2
523	из героев	1	2
524	мы считаем	1	2
525	из их	1	2
526	забудем что	1	2
527	свою очередь	1	2
528	в меня	2	2
529	тем это	1	2
530	к смерти	1	2
531	и тотчас	1	2
532	которая из	1	2
533	так он	1	2
534	меня я	1	2
535	а за	1	2
536	как по	1	2
537	человек и	1	2
538	связь образа	1	2
539	этот вывод	1	2
540	к вопросу	1	2
541	полагает что	1	2
542	она меня	1	2
543	вошли в	1	2
544	свое место	1	2
545	сторону в	1	2
546	в развитии	1	2
547	одно и	1	2
548	он пишет	2	2
549	на свое	1	2
550	вдаваясь в	1	2
551	а тем	1	2
552	что для	1	2
553	не пускает	1	2
554	связь это	1	2
555	был в	1	2
556	всю жизнь	1	2
557	из-за этого	1	2
558	и никому	1	2
559	и самый	1	2
560	по всем	1	2
561	некоторые мотивы	1	2
562	и далее	2	2
563	которым он	1	2
564	в бою	1	2
565	предполагать что	1	2
566	с такими	1	2
567	тому назад	1	2
568	и большой	1	2
569	он часто	1	2
570	вышел из	1	2
571	в свет	1	2
572	не забудем	1	2
573	герою с	1	2
574	а одна	1	2
575	не лучше	1	2
576	не имел	1	2
577	другой раз	1	2
578	у вас	1	2
579	указанием на	1	2
580	за тем	1	2
581	постепенно выясняется	1	2
582	в полной	1	2
583	такие же	1	2
584	позволяет нам	1	2
585	мы бы	1	2
586	это дает	1	2
587	место в	2	2
588	идет не	1	2
589	же это	1	2
590	на большую	1	2
591	можно говорить	1	2
592	в момент	2	2
593	одному из	1	2
594	и другими	1	2
595	что самые	1	2
596	обращается в	1	2
597	но после	2	2
598	был очень	1	2
599	гораздо больше	1	2
600	которых не	1	2
601	с помощью	1	2
602	на пять	1	2
603	говорить о	1	2
604	не вдаваясь	1	2
605	среди них	1	2
606	у себя	1	2
607	вопрос и	1	2
608	ли эта	1	2
609	в подобных	1	2
610	которую они	1	2
611	действительно можно	1	2
612	один пример	1	2
613	это будет	1	2
614	по мнению	2	2
615	такое понимание	1	2
616	же с	1	2
617	уже говорилось	1	2
618	и можно	1	2
619	он ставит	1	2
620	себя как	1	2
621	в мире	2	2
622	служит для	1	2
623	что исследователи	1	2
624	он сказал	1	2
625	в окно	1	2
626	всегда одинаково	1	2
627	этом говорят	1	2
628	лет тому	1	2
629	о своей	1	2
630	как при	1	2
631	сказал ему	1	2
632	в процессе	1	2
633	к царю	1	2
634	влияния на	1	2
635	ничего общего	1	2
636	вы не	1	2
637	совпадает с	1	2
638	совпадают с	1	2
639	он хочет	1	2
640	а о	1	2
641	не самым	1	2
642	ряд деталей	2	2
643	не стоит	1	2
644	сидя на	1	2
645	материал и	1	2
646	выясняется что	1	2
647	этот процесс	1	2
648	с очень	1	2
649	прямо в	1	2
650	что к	2	2
651	и начинается	1	2
652	но я	1	2
653	во многом	4	2
654	жизнь и	1	2
655	в стиле	1	2
656	первый план	1	2
657	нельзя не	1	2
658	он назван	1	2
659	характерно для	1	2
660	нужно было	1	2
661	с белым	1	2
662	враждебное отношение	1	2
663	как новый	1	2
664	ее начало	1	1
665	а другие	1	1
666	труд и	1	1
667	еще раз	1	1
668	каковы же	1	1
669	знать и	1	1
670	за исключением	1	1
671	вот она	1	1
672	ясно отношение	1	1
673	и был	1	1
674	из разных	1	1
675	подавляющее большинство	1	1
676	предстоит еще	1	1
677	и самые	1	1
678	то было	1	1
679	года в	7	1
680	похож на	1	1
681	далее этот	1	1
682	слова часто	1	1
683	родстве с	1	1
684	нам не	1	1
685	и отчасти	1	1
686	она же	1	1
687	свете этой	1	1
688	и разнообразны	1	1
689	больше не	1	1
690	своим собственным	1	1
691	себе силы	1	1
692	содержания в	1	1
693	указания на	1	1
694	я с	1	1
695	ввиду этого	1	1
696	всем строем	1	1
697	так не	1	1
698	почему этого	1	1
699	европы и	1	1
700	дурак так	1	1
701	ним на	1	1
702	эти не	1	1
703	уже по	1	1
704	или шесть	1	1
705	и рассказы	1	1
706	не слишком	1	1
707	хочет сделать	1	1
708	отправку на	1	1
709	вас и	1	1
710	это слово	1	1
711	не переставал	1	1
712	можно признать	1	1
713	ко всем	1	1
714	и всего	1	1
715	развитие в	1	1
716	перед началом	1	1
717	всего он	1	1
718	рядом с	2	1
719	стал на	1	1
720	время сна	1	1
721	и руки	1	1
722	меня но	2	1
723	но которая	1	1
724	и дети	2	1
725	говорилось об	1	1
726	человека как	1	1
727	его почти	1	1
728	ни тот	1	1
729	считал что	3	1
730	вопрос до	1	1
731	этот период	1	1
732	его были	1	1
733	через два	1	1
734	что только	1	1
735	что характер	1	1
736	роль играет	1	1
737	в рощу	1	1
738	за год	2	1
739	же сообщается	1	1
740	ни другой	1	1
741	высшей степени	1	1
742	оно важно	1	1
743	он весьма	1	1
744	которой не	1	1
745	мне и	2	1
746	имя которого	1	1
747	в спину	1	1
748	герой названный	1	1
749	мальчика к	1	1
750	но об	1	1
751	героев и	1	1
752	ли не	1	1
753	нас интересует	1	1
754	до конца	1	1
755	не знали	1	1
756	в те	3	1
757	возникает вопрос	1	1
758	стал вождем	1	1
759	не учитывать	1	1
760	материала это	1	1
761	него он	1	1
762	вспоминает о	1	1
763	несомненно в	1	1
764	тотчас же	1	1
765	я ее	1	1
766	и любит	1	1
767	увидел что	1	1
768	очень хорошо	2	1
769	этого как	1	1
770	которую он	1	1
771	к людям	1	1
772	вне его	1	1
773	мотивы и	2	1
774	рублей а	1	1
775	же только	1	1
776	меня под	1	1
777	взял в	1	1
778	этой легенды	1	1
779	из первых	1	1
780	покажу тебе	1	1
781	в мировой	1	1
782	и сестра	1	1
783	он оказался	1	1
784	на востоке	1	1
785	об их	2	1
786	ее уже	1	1
787	и кончая	1	1
788	и борьбы	1	1
789	была хороша	1	1
790	единства и	1	1
791	раз в	3	1
792	без внимания	1	1
793	ii этот	2	1
794	в войне	1	1
795	полно и	1	1
796	более что	1	1
797	за одну	1	1
798	сразу же	1	1
799	в условиях	1	1
800	деталей и	2	1
801	ничуть не	1	1
802	ориентировался на	1	1
803	ему нужно	1	1
804	некоторых его	1	1
805	это была	1	1
806	встреча с	1	1
807	хотел было	2	1
808	идет о	1	1
809	всего то	1	1
810	не хотел	1	1
811	силу которой	1	1
812	в плане	1	1
813	что иван	1	1
814	этот рассказ	2	1
815	каком направлении	1	1
816	себе очень	1	1
817	в той	2	1
818	в лицо	2	1
819	тот ни	1	1
820	и титул	1	1
821	ясно почему	1	1
822	через несколько	1	1
823	в глазах	2	1
824	что ныне	1	1
825	смерти отца	1	1
826	другие персонажи	1	1
827	в году	18	1
828	с исторической	1	1
829	второй половине	1	1
830	с прибавлением	1	1
831	можно объяснить	1	1
832	персонажа на	1	1
833	давно уже	3	1
834	в грудь	1	1
835	его дом	1	1
836	этот закон	1	1
837	целым рядом	1	1
838	к своим	1	1
839	тот страшно	1	1
840	свои позиции	1	1
841	платок и	1	1
842	левую руку	1	1
843	я покажу	1	1
844	над которым	1	1
845	героини и	1	1
846	я думаю	1	1
847	однако некоторые	1	1
848	и несомненно	1	1
849	своего народа	1	1
850	он способен	1	1
851	это отношение	1	1
852	на большом	1	1
853	однажды в	1	1
854	во франции	1	1
855	этого и	1	1
856	он отличается	1	1
857	знали что	1	1
858	он дважды	1	1
859	правда давно	1	1
860	он тогда	1	1
861	далее он	1	1
862	на расстоянии	1	1
863	да я	1	1
864	но ведь	1	1
865	его слишком	1	1
866	в предисловии	1	1
867	имеет никаких	1	1
868	и русской	1	1
869	о которой	2	1
870	что никто	1	1
871	следовательно и	1	1
872	по характеру	1	1
873	совершенно прав	1	1
874	к страшной	1	1
875	потребовать чтобы	1	1
876	не был	1	1
877	сказал он	2	1
878	муки и	1	1
879	того в	1	1
880	для создания	1	1
881	молодой человек	1	1
882	в уме	1	1
883	на характер	1	1
884	просить чтобы	1	1
885	этом смысле	1	1
886	же возникает	1	1
887	как известно	1	1
888	она правда	1	1
889	и разнообразных	1	1
890	и никогда	1	1
891	оба они	1	1
892	ранней стадии	1	1
893	в первой	1	1
894	с идеями	1	1
895	пуд соли	1	1
896	нему с	1	1
897	в разгар	1	1
898	это во	1	1
899	он такой	1	1
900	защищал его	1	1
901	года он	3	1
902	от этой	1	1
903	задолго до	1	1
904	этот пробел	1	1
905	эти рассказы	1	1
906	на мое	1	1
907	где-нибудь на	1	1
908	заключается в	1	1
909	н п	1	1
910	было одним	1	1
911	город в	1	1
912	них он	1	1
913	правда не	1	1
914	эту сторону	1	1
915	о второй	1	1
916	где также	1	1
917	почувствовал что	1	1
918	к источнику	1	1
919	лет я	1	1
920	к сравнительно	1	1
921	который не	1	1
922	типичным представителем	1	1
923	в родстве	1	1
924	имя не	1	1
925	в известном	2	1
926	о своем	1	1
927	по воспоминаниям	1	1
928	же время	5	1
929	позади них	1	1
930	которая называется	1	1
931	нем в	1	1
932	его отношения	1	1
933	с нею	2	1
934	выражение его	1	1
935	на губах	1	1
936	в грязь	3	1
937	на лету	5	1
938	в поэме	1	1
939	доступ в	1	1
940	о молодом	1	1
941	короче говоря	1	1
942	ссылаются на	1	1
943	людей уже	2	1
944	так многие	1	1
945	перед своим	1	1
946	сообщается о	1	1
947	этом отношении	1	1
948	он вновь	1	1
949	раздражен и	1	1
950	отца героя	1	1
951	и будущий	1	1
952	интересно в	1	1
953	в литературу	1	1
954	находились под	1	1
955	широкое распространение	1	1
956	отвернулся и	2	1
957	он вспоминает	1	1
958	же на	1	1
959	человека к	1	1
960	работу о	1	1
961	и детей	4	1
962	нем самом	1	1
963	этот характер	1	1
964	свою мать	1	1
965	старшего брата	1	1
966	типичен для	1	1
967	этой вражды	2	1
968	которого никто	1	1
969	и личные	1	1
970	в высшей	1	1
971	тем чтобы	1	1
972	сердце и	1	1
973	как ему	1	1
974	котором он	1	1
