N	2gram	Vygotskiy_	EvropaiE
717	находящихся в	1	1
718	не заключает	1	1
719	значение для	4	1
720	но они	4	1
721	мы остановились	1	1
722	или иных	1	1
723	и их	4	1
724	в которую	1	1
725	которые можно	1	1
726	в человеческом	2	1
727	например к	1	1
728	говорить о	1	1
729	что эта	2	1
730	происходит ли	2	1
731	естественных условиях	1	1
732	на его	5	1
733	лучше и	1	1
734	и всякая	1	1
735	тех же	2	1
736	при такой	1	1
737	в тех	2	1
738	на пути	2	1
739	к области	2	1
740	и когда	3	1
741	связь между	7	1
742	от других	2	1
743	за пределы	1	1
744	этого факта	1	1
745	при известных	1	1
746	они относятся	2	1
747	и детей	1	1
748	не обязательно	1	1
749	в начале	5	1
750	еще в	2	1
751	имеет свое	4	1
752	входит в	7	1
753	характерным для	1	1
754	с так	1	1
755	и до	1	1
756	даже не	1	1
757	своем значении	1	1
758	значительной степени	1	1
759	не обнаруживают	1	1
760	и затем	1	1
761	и те	3	1
762	впоследствии к	1	1
763	то как	2	1
764	на фактические	1	1
765	в совершенно	5	1
766	этих случаях	1	1
767	свое значение	2	1
768	не станем	5	1
769	в обоих	2	1
770	это различие	1	1
771	только это	1	1
772	и наоборот	1	1
773	в силе	1	1
774	вопрос можно	1	1
775	ли этот	1	1
776	достаточно чтобы	1	1
777	другие не	1	1
778	этот период	1	1
779	будет протекать	1	1
780	многих случаях	1	1
781	как известно	7	1
782	это вопрос	1	1
783	но этот	2	1
784	которая как	1	1
785	всегда и	1	1
786	связанной с	2	1
787	состоит в	4	1
788	с понятиями	6	1
789	вниз от	1	1
790	на которые	3	1
791	некоторое время	2	1
792	числе и	3	1
793	вступать в	1	1
794	значение и	1	1
795	то такой	1	1
796	вопрос в	1	1
797	в отличие	8	1
798	он в	1	1
799	и связанное	1	1
800	среды и	1	1
801	является та	1	1
802	к двум	1	1
803	одного из	3	1
804	всецело к	1	1
805	что для	1	1
806	та или	3	1
807	и тот	6	1
808	той же	8	1
809	которые в	5	1
810	постановка проблемы	1	1
811	и ее	1	1
812	эту же	2	1
813	исключительно к	1	1
814	это можно	1	1
815	которое мы	2	1
816	что может	1	1
817	тот же	10	1
818	относиться к	1	1
819	в нашем	2	1
820	к которому	6	1
821	которое оно	1	1
822	рассмотрение вопроса	1	1
823	по этому	6	1
824	мы будем	4	1
825	течение этого	1	1
826	котором мы	1	1
827	то она	1	1
828	с которым	2	1
829	вплоть до	1	1
830	указывать на	2	1
831	существенную черту	3	1
832	который по	2	1
833	который в	4	1
834	одна из	2	1
835	все еще	2	1
836	даже более	1	1
837	отрицательный ответ	2	1
838	приближаются к	1	1
839	значение как	3	1
840	которые мы	3	1
841	ибо в	1	1
842	те кто	1	1
843	включает в	2	1
844	с его	3	1
845	и его	5	1
846	стремились показать	1	1
847	области развития	1	1
848	оно может	2	1
849	его к	6	1
850	их на	1	1
851	тех или	1	1
852	потребности в	1	1
853	момент во	1	1
854	приводящие к	1	1
855	это в	1	1
856	с теми	2	1
857	х и	1	1
858	эти два	1	1
859	можно применить	1	1
860	в нем	4	1
861	но это	7	1
862	от того	8	1
863	если мы	12	1
864	остановились на	1	1
865	для этого	3	1
866	с ее	5	1
867	всех этих	2	1
868	для всего	2	1
869	большей степени	1	1
870	обратиться к	1	1
871	определяется в	1	1
872	положение которое	1	1
873	что такие	2	1
874	но так	2	1
875	ту мысль	1	1
876	означает что	2	1
877	в самой	1	1
878	они могут	3	1
879	говорили бы	1	1
880	и техническое	1	1
881	только наиболее	1	1
882	с равным	1	1
883	мы сказали	1	1
884	лицо и	1	1
885	в большей	1	1
886	одного и	5	1
887	на рубеже	1	1
888	в чисто	2	1
889	нам представляется	1	1
890	время совершенно	1	1
891	жизнью и	1	1
892	во внутреннюю	1	1
893	что имеет	1	1
894	степени и	1	1
895	его можно	1	1
896	своего развития	9	1
897	гораздо более	1	1
