N	2gram	Medvedev_V	Literetu
157	было бы	8	6
158	подобно тому	3	6
159	с ее	1	6
160	то в	1	6
161	самом деле	1	6
162	как о	3	6
163	в слове	3	6
164	поэзии и	1	6
165	еще и	2	6
166	и др	10	6
167	и то	1	6
168	том числе	2	6
169	в ней	2	6
170	далеко не	3	6
171	при всем	3	6
172	как будто	1	6
173	и наконец	2	6
174	и к	3	5
175	самого себя	2	5
176	к этой	1	5
177	об искусстве	1	5
178	по выражению	1	5
179	в связи	4	5
180	во имя	1	5
181	в соответствии	1	5
182	хотя бы	20	5
183	читателя зрителя	1	5
184	он сам	2	5
185	том чтобы	2	5
186	должно быть	2	5
187	несмотря на	1	5
188	по аналогии	1	5
189	одном из	4	5
190	этой точки	2	5
191	между тем	6	5
192	в силу	14	5
193	в романе	4	5
194	себя и	1	5
195	не с	2	5
196	и если	1	5
197	вслед за	3	5
198	мы не	1	5
199	как у	2	5
200	что и	3	5
201	но с	2	5
202	как он	3	5
203	или иной	2	5
204	не к	1	5
205	исходя из	1	4
206	вл соловьева	1	4
207	оказывается не	1	4
208	в них	5	4
209	с тем	4	4
210	только для	2	4
211	жизни к	1	4
212	во всяком	2	4
213	то это	2	4
214	духовной жизни	1	4
215	входит в	1	4
216	для того	3	4
217	не всегда	2	4
218	как совокупность	1	4
219	только на	1	4
220	не вполне	2	4
221	как мы	1	4
222	я с	1	4
223	во всей	2	4
224	к этому	9	4
225	мышления и	1	4
226	хотя и	2	4
227	что его	2	4
228	очевидно что	7	4
229	себе и	2	4
230	на этом	2	4
231	ту же	2	4
232	и что	1	4
233	художника в	6	4
234	за пределы	1	4
235	общего с	1	4
236	могут быть	8	4
237	и есть	5	4
238	маяковский в	1	4
239	можно сказать	4	4
240	а потому	1	4
241	от жизни	1	4
242	сводится к	3	4
243	в единстве	4	4
244	и все	1	4
245	в пределах	5	4
246	в творческом	3	4
247	никем не	1	4
248	приводит к	6	4
249	бы не	2	4
250	знает что	1	4
251	аналогии с	1	4
252	все они	2	4
253	нет ничего	1	4
254	ни к	1	4
255	совершенно не	1	4
256	не является	5	4
257	тех же	1	4
258	более чем	1	4
259	в свою	1	4
260	каждый из	1	4
261	художественное произведение	7	4
262	одной из	2	4
263	но это	1	4
264	таким образом	32	4
265	жизни не	1	4
266	свидетельствует о	1	4
267	художественного целого	1	4
268	для нас	1	4
269	на его	1	4
270	в каждой	1	4
271	вовсе не	3	4
272	а по	1	4
273	на то	2	4
274	искусство как	2	4
275	зрителя слушателя	1	4
276	художественное творчество	6	4
277	мы и	1	3
278	при которой	1	3
279	же и	3	3
280	о чем	2	3
281	в этих	1	3
282	по себе	2	3
283	с действительностью	1	3
284	мысль о	2	3
285	от всего	1	3
286	творческого акта	1	3
287	мира и	3	3
288	речь идет	1	3
289	вопрос о	1	3
290	он был	1	3
291	классической литературе	1	3
292	писателя с	1	3
293	так же	3	3
294	себе в	1	3
295	свою очередь	1	3
296	художественная деятельность	1	3
297	и еще	1	3
298	следующим образом	4	3
299	который в	2	3
300	не удивительно	4	3
301	творческого процесса	23	3
302	с ним	1	3
303	крайней мере	2	3
304	к общему	1	3
305	говорить о	2	3
306	творчества как	4	3
307	что такое	2	3
308	как от	2	3
309	а с	1	3
310	сознания на	1	3
311	в чем	2	3
312	а для	2	3
313	той или	1	3
314	но как	3	3
315	для его	4	3
316	сознания а	1	3
317	героя и	1	3
318	же как	2	3
319	но только	1	3
320	ту или	1	3
321	однако если	1	3
322	писал в	3	3
323	т п	9	3
324	он в	2	3
325	произведения в	7	3
326	что для	4	3
327	и от	3	3
328	для многих	2	3
329	в особенности	2	3
330	взгляд на	1	3
331	если в	2	3
332	во время	4	3
333	должна быть	2	3
334	по слову	2	3
335	из которых	2	3
336	мы в	1	3
337	можно было	2	3
338	если не	1	3
339	если бы	3	3
340	из тех	1	3
341	и т	25	3
342	они не	2	3
343	не имеет	1	3
344	да и	2	3
345	в итоге	1	3
346	которая не	2	3
347	ничего общего	1	3
348	по крайней	2	3
349	бы и	6	3
350	в роли	1	3
351	того чтобы	3	3
352	относится к	2	3
353	из его	4	3
354	в образах	2	3
355	не могло	1	3
356	о своем	2	3
357	в истории	1	3
358	как например	2	3
359	в творчестве	3	3
360	из наиболее	1	3
361	том же	6	3
362	в сознании	4	3
363	здесь не	1	3
364	всяком случае	2	3
365	области искусства	1	3
366	ни с	2	3
367	о нем	1	3
368	ее в	4	3
369	из своих	2	3
370	или иную	1	3
371	этого рода	2	3
372	этого не	1	3
373	без остатка	1	3
374	например не	2	3
375	в ту	1	3
376	в какой	1	3
377	все эти	8	3
378	но по	1	3
379	за его	1	3
380	и потому	2	3
381	а к	2	3
382	он говорит	5	3
383	также и	2	3
384	не по	2	3
385	бытия в	1	3
386	когда он	4	3
387	стороны и	2	3
388	только то	2	3
389	числе и	2	3
390	же самое	2	3
391	отношение к	1	3
392	в ходе	1	3
393	художественного произведения	6	3
394	искусства в	1	3
395	в той	1	2
396	стихотворений и	1	2
397	от него	1	2
398	весь мой	1	2
399	еще раз	1	2
400	как форма	1	2
401	можно и	1	2
402	эта мысль	1	2
403	искусства это	1	2
404	а вот	3	2
405	него в	3	2
406	например с	1	2
407	с по	1	2
408	представлений о	1	2
409	в результате	5	2
410	как было	1	2
411	подобного рода	1	2
412	историю литературы	1	2
413	вне себя	1	2
414	начинается с	2	2
415	что по	1	2
416	на эту	1	2
417	собой не	1	2
418	роль в	4	2
419	у достоевского	1	2
420	так например	2	2
421	творчества в	8	2
422	в котором	3	2
423	очень точно	1	2
424	даже и	3	2
425	но даже	3	2
426	это его	1	2
427	о несовместимости	1	2
428	не об	2	2
429	приходит к	1	2
430	удивительно что	3	2
431	еще более	1	2
432	в чистом	1	2
433	пока еще	2	2
434	освободиться от	1	2
435	об отсутствии	1	2
436	утверждал что	1	2
437	сказать что	5	2
438	и у	2	2
439	могло бы	2	2
440	быть в	1	2
441	имеем дело	1	2
442	тем более	1	2
443	году и	1	2
444	по поводу	4	2
445	нам остается	2	2
446	под именем	1	2
447	и искусство	1	2
448	к ее	1	2
449	внутреннего мира	1	2
450	только не	2	2
451	что у	3	2
452	и мы	1	2
453	на протяжении	1	2
454	внимание на	2	2
455	у каждого	2	2
456	и всегда	1	2
457	а и	1	2
458	целом но	1	2
459	с другими	2	2
460	к достижению	1	2
461	мой взгляд	1	2
462	но он	1	2
463	и некоторые	2	2
464	наконец в-третьих	1	2
465	тому что	7	2
466	в живом	1	2
467	воздействие на	1	2
468	чего бы	2	2
469	мыслит и	1	2
470	и вместе	1	2
471	так сказать	2	2
472	а только	1	2
473	вопрос что	1	2
474	человека а	1	2
475	диаметрально противоположный	1	2
476	бы в	3	2
477	вмешивается в	1	2
478	не был	1	2
479	нем уже	1	2
480	не означает	1	2
481	в работе	3	2
482	явления в	2	2
483	для художника	5	2
484	кажется что	1	2
485	если б	1	2
486	одно и	1	2
487	всех других	3	2
488	он пишет	9	2
489	как известно	2	2
490	целом и	1	2
491	и мысль	1	2
492	друг другу	1	2
493	человека и	3	2
494	пушкина в	1	2
495	что может	1	2
496	мысль в	1	2
497	в общем	2	2
498	бы быть	1	2
499	автора как	2	2
500	и по	3	2
501	этой системе	1	2
502	процесса в	2	2
503	записывает в	1	2
504	в него	1	2
505	чтобы не	2	2
506	и ее	4	2
507	таких же	1	2
508	лишь его	1	2
509	к более	1	2
510	в статье	4	2
511	однако и	1	2
512	романа с	1	2
513	человеческой личности	1	2
514	о работе	3	2
515	им как	2	2
516	переходит в	1	2
517	на почве	1	2
518	своего собственного	1	2
519	тогда когда	2	2
520	и при	5	2
521	со своим	3	2
522	что они	3	2
523	романа и	1	2
524	никак не	3	2
525	есть и	1	2
526	различного рода	4	2
527	органической связи	2	2
528	для них	2	2
529	о природе	1	2
530	все то	1	2
531	легко и	2	2
532	если это	1	2
533	его сознания	1	2
534	льва толстого	2	2
535	можно назвать	1	2
536	евгения онегина	1	2
537	к его	2	2
538	с ними	4	2
539	каждого из	1	2
540	перед нами	5	2
541	это и	6	2
542	в прозе	1	2
543	он же	6	2
544	а если	1	2
545	в историю	1	2
546	в значительной	3	2
547	из этих	7	2
548	на основе	5	2
549	обойтись без	1	2
550	с которой	1	2
551	или иных	1	2
552	и ему	1	2
553	от других	1	2
554	не начинается	1	2
555	и наоборот	1	2
556	вот этот	1	2
557	из рассказа	2	2
558	нет и	3	2
559	и многих	2	2
560	начиная с	2	2
561	эстетики но	1	2
562	что художник	3	2
563	лев толстой	1	2
564	который по	2	2
565	то как	1	2
566	у них	2	2
567	чуть ли	2	2
568	я то	1	2
569	в художественных	1	2
570	автора а	1	2
571	этом случае	1	2
572	ответ на	1	2
573	объективной данности	1	2
574	произведения как	6	2
575	на вопрос	2	2
576	мы имеем	3	2
577	не для	1	2
578	художнике как	1	2
579	по этому	10	2
580	в русском	1	2
581	ведь это	1	2
582	от всех	1	2
583	чем он	1	2
584	виду не	1	2
585	для творца	1	2
586	в последнем	2	2
587	между собою	2	2
588	в сферу	1	2
589	художника и	8	2
590	и без	1	2
591	нас к	1	2
592	есть в	1	2
593	и следовало	1	2
594	художника как	2	2
595	другом месте	2	2
596	при таком	1	2
597	по словам	8	2
598	у романтиков	1	2
599	и художественного	3	2
600	должен быть	4	2
601	жизнь и	1	2
602	и тех	1	2
603	в таком	1	2
604	а как	2	2
605	следует говорить	1	2
606	творческий процесс	17	2
607	оно в	1	2
608	она не	3	2
609	стихах и	1	2
610	его не	3	2
611	в ход	1	2
612	дело не	1	2
613	счете вся	1	2
614	в нашей	4	2
615	собственно говоря	1	2
616	на это	2	2
617	со своими	1	2
618	в понимании	1	2
619	для такого	1	2
620	что есть	1	2
621	этом и	2	2
622	слова в	1	2
623	исканий и	1	2
624	искусство это	1	2
625	тех или	1	2
626	как целого	3	2
627	подавляет и	1	2
628	своей индивидуальности	1	2
629	что на	1	2
630	можно указать	2	2
631	к идее	1	2
632	связаны не	1	1
633	краеугольным камнем	1	1
634	к действительности	1	1
635	является в	1	1
636	русский романтик	1	1
637	пушкин в	3	1
638	образов в	2	1
639	этого в	1	1
640	свой труд	1	1
641	со всем	1	1
642	ней не	1	1
643	такая форма	1	1
644	по тому	1	1
645	только что	4	1
646	время она	1	1
647	в ноябре	1	1
648	которые не	1	1
649	познания и	4	1
650	боролся с	1	1
651	дело с	1	1
652	всего произведения	4	1
653	к числу	1	1
654	в пользу	2	1
655	поэтов как	1	1
656	строго говоря	1	1
657	говорит о	7	1
658	проникновения в	1	1
659	с более	2	1
660	подвиг как	1	1
661	раз с	1	1
662	перед сном	1	1
663	своем дневнике	1	1
664	из многочисленных	2	1
665	у пушкина	2	1
666	всей ее	1	1
667	этих соображений	2	1
668	все произведение	2	1
669	отсутствии у	1	1
670	она продолжается	1	1
671	что чем	1	1
672	более или	6	1
673	но все	1	1
674	а во-вторых	2	1
675	и просто	2	1
676	ни одна	2	1
677	в классическом	1	1
678	вот некоторые	1	1
679	как об	2	1
680	слова с	1	1
681	о свободе	1	1
682	для очень	1	1
683	в музыке	1	1
684	том или	1	1
685	само собою	2	1
686	места и	1	1
687	стороны в	2	1
688	кстати сказать	1	1
689	этого типа	3	1
690	единого и	2	1
691	пишет и	3	1
692	их в	7	1
693	о судьбе	1	1
694	по определению	1	1
695	или ином	1	1
696	осознан как	1	1
697	быть определена	1	1
698	целым рядом	1	1
699	образом от	1	1
700	художников не	1	1
701	не его	1	1
702	а а	1	1
703	механического а	1	1
704	связано с	1	1
705	в дальнейшем	1	1
706	с этим	3	1
707	при определенных	1	1
708	собою не	1	1
709	рассказ о	1	1
710	действительность в	2	1
711	человека так	1	1
712	ответить на	1	1
713	некоторые из	3	1
714	на этой	1	1
715	было в	2	1
716	чрезвычайно трудно	1	1
717	этой почве	1	1
718	из огня	1	1
719	которой он	1	1
720	эти идеи	1	1
721	требуется чтобы	1	1
722	в воображении	2	1
723	общеизвестно что	1	1
724	процесс в	1	1
725	почти исключительно	1	1
726	вот почему	5	1
727	коренное отличие	1	1
728	вяч иванова	1	1
729	различных его	1	1
730	что осталось	1	1
731	и трудно	3	1
732	путь для	1	1
733	воображения или	1	1
734	он всегда	1	1
735	идеи и	6	1
736	отмечалось выше	1	1
737	может служить	1	1
738	же говорит	4	1
739	в различных	2	1
740	существу своему	1	1
741	несколько примеров	2	1
742	уже как	1	1
743	конечно не	1	1
744	же автор	1	1
745	себе из	1	1
746	процессов в	1	1
747	стихи о	1	1
748	самого начала	1	1
749	момента в	1	1
750	художественном творчестве	6	1
751	дело и	1	1
752	оказывается перед	1	1
753	области художественного	1	1
754	собственному признанию	1	1
755	есть познанная	1	1
756	творческая практика	1	1
757	по которой	1	1
758	затем в	1	1
759	ее как	2	1
760	вызова и	1	1
761	на него	2	1
762	творческих исканий	1	1
763	в диалектике	1	1
764	без того	1	1
765	в зависимости	6	1
766	и вдруг	1	1
767	это значит	1	1
768	художника со	1	1
769	реализуется в	1	1
770	и анненский	1	1
771	эти пока	1	1
772	от них	2	1
773	быть под	1	1
774	произведения или	1	1
775	что даже	2	1
776	в системе	2	1
777	лет а	1	1
778	искусстве но	1	1
779	видения мира	1	1
780	этом же	2	1
781	подлежит сомнению	1	1
782	деятельность художника	1	1
783	но было	1	1
784	своего творческого	2	1
785	процесса так	2	1
786	грань между	1	1
787	или под	1	1
788	представить себе	2	1
789	н толстой	1	1
790	которой я	1	1
791	его творческая	1	1
792	ее и	1	1
793	и автор	1	1
794	не противоречит	1	1
795	к их	1	1
796	после того	2	1
797	в дневнике	3	1
798	несколько иной	1	1
799	об одном	1	1
800	собой в	1	1
801	в состоянии	1	1
802	художественная идея	1	1
803	мы знаем	3	1
804	в гг	1	1
805	и внешнего	1	1
806	к творчеству	1	1
807	проявляется в	1	1
808	завершающий этап	1	1
809	в образе	2	1
810	из моментов	1	1
811	или иными	1	1
812	трудно не	1	1
813	находится в	1	1
814	утверждает что	3	1
815	что при	2	1
816	из ничего	2	1
817	в кабинете	1	1
818	если есть	1	1
819	п это	1	1
820	природу и	1	1
821	поэта как	2	1
822	процессе своего	2	1
823	силу его	1	1
824	к настоящему	1	1
825	как же	1	1
826	или не	1	1
827	ее полноте	1	1
828	так было	1	1
829	в которой	2	1
830	не о	2	1
831	говорит в	3	1
832	как мыслитель	1	1
833	до читателя	1	1
834	будто бы	2	1
835	это мы	3	1
836	творческое воображение	18	1
837	приступать к	1	1
838	всей духовной	1	1
839	всем что	1	1
840	но для	2	1
841	ряд художественных	1	1
842	между этими	1	1
843	в последних	1	1
844	теми или	1	1
845	по мере	1	1
846	простой и	1	1
847	н тихонова	2	1
848	в деле	1	1
849	однако жизнь	1	1
850	между ними	3	1
851	я всегда	1	1
852	не требуется	1	1
853	ему же	1	1
854	для писателя	1	1
855	всем своем	1	1
856	между прочим	2	1
857	но между	1	1
858	именно этого	2	1
859	именно эту	1	1
860	о если	1	1
861	реальности во	1	1
862	в свете	1	1
863	не знала	1	1
864	например как	2	1
865	поэтому у	1	1
866	конечном итоге	2	1
867	на себе	1	1
868	на другом	1	1
869	сих пор	2	1
870	автора на	1	1
871	деятельности и	1	1
872	имеет ничего	1	1
873	и мир	3	1
874	удивительно поэтому	1	1
875	к истине	1	1
876	нередко оказывается	1	1
877	в лучшем	1	1
878	находит свое	1	1
879	и быть	2	1
880	вообще в	1	1
881	выше нет	1	1
882	в устах	1	1
883	говоря в	1	1
884	творца и	1	1
885	момента когда	1	1
886	исключительное значение	1	1
887	и дети	1	1
888	всем богатстве	1	1
889	личности и	1	1
890	не один	1	1
891	оно и	1	1
892	в живописи	1	1
893	и определяет	1	1
894	мыслительного процесса	3	1
895	даже не	2	1
896	бы уже	1	1
897	новеллы в	1	1
898	его творческой	1	1
899	как один	1	1
900	но нередко	1	1
901	начинает свой	1	1
902	этом у	1	1
903	сведена к	1	1
904	стороны он	1	1
905	тот или	1	1
906	только с	2	1
907	бы его	1	1
908	эпохе в	1	1
909	их к	1	1
910	это делает	3	1
911	и судьбы	1	1
912	о его	2	1
913	приводят к	1	1
914	несомненно и	1	1
915	но ее	1	1
916	ее а	1	1
917	пушкине и	1	1
918	ли на	2	1
919	что без	3	1
920	как деятельность	2	1
921	для сердца	1	1
922	этих и	3	1
923	чаще всего	1	1
924	процесса и	1	1
925	шел в	3	1
926	многих его	1	1
927	приходится признать	1	1
928	является общим	1	1
929	радости и	1	1
930	всех этих	3	1
931	для романтиков	1	1
932	меньшей степени	2	1
933	именно таким	1	1
934	объекта не	1	1
935	что этот	1	1
936	в какой-то	1	1
937	и особенно	1	1
938	он должен	1	1
939	что до	1	1
940	мы видели	3	1
941	романы достоевского	1	1
942	искусства до	1	1
943	к сожалению	2	1
944	в кругу	1	1
945	до сих	2	1
946	и субъективное	1	1
947	в очерке	1	1
948	и этот	2	1
949	silentium тютчева	1	1
950	достоевского в	1	1
951	например что	3	1
952	другие в	1	1
953	и свою	1	1
954	в основном	7	1
955	из мира	1	1
956	и прочих	1	1
957	объективной действительности	19	1
958	у чехова	1	1
959	и закон	1	1
960	и менее	1	1
961	что автор	1	1
962	глубокой древности	1	1
963	говорит и	8	1
964	план не	2	1
965	целого ряда	2	1
966	в большом	1	1
967	для картины	1	1
968	поэтому в	1	1
969	от общего	1	1
970	все те	1	1
971	с каждым	1	1
972	к сознанию	1	1
973	от ума	1	1
974	и ночью	1	1
975	и целого	1	1
976	за это	1	1
977	не могут	10	1
978	степени мы	1	1
979	творчества и	3	1
980	художник не	2	1
981	смотреть на	1	1
982	нам в	1	1
983	к искусству	1	1
984	иметь в	2	1
985	смысла и	1	1
986	мы говорим	1	1
987	произведения могут	1	1
988	точнее и	1	1
989	но вот	2	1
990	эстетики и	1	1
991	в процессе	17	1
992	в памяти	1	1
993	это время	1	1
994	и так	1	1
995	состоит из	1	1
996	и сосредоточенности	1	1
997	сознания при	1	1
998	от его	2	1
999	в которых	3	1
1000	который я	1	1
1001	толстого и	1	1
1002	о котором	1	1
1003	том как	3	1
1004	зависимости от	5	1
1005	в известном	1	1
1006	автора это	1	1
1007	это самое	1	1
1008	слова к	1	1
1009	работе над	6	1
1010	такова природа	1	1
1011	интеллектуальной деятельности	3	1
1012	что искусство	1	1
1013	и осмысленной	1	1
1014	в рецептивном	1	1
1015	в исполнении	1	1
1016	был только	1	1
1017	в словесном	2	1
1018	сам поэт	1	1
1019	всех индивидуальных	1	1
1020	слова все	1	1
1021	отличается от	2	1
1022	была найдена	1	1
1023	что мы	2	1
1024	андреев в	1	1
1025	что нередко	1	1
1026	это явление	1	1
1027	искусства для	1	1
1028	над объективной	1	1
1029	десять лет	1	1
1030	художественных произведений	1	1
1031	в послании	1	1
1032	автора так	1	1
1033	самого автора	1	1
1034	всего между	1	1
1035	остается только	1	1
1036	те или	1	1
1037	значение для	1	1
1038	на основании	8	1
1039	пока он	1	1
1040	целый ряд	1	1
1041	борьбу и	1	1
1042	по воспоминаниям	2	1
1043	превратилась в	1	1
1044	борьба за	1	1
1045	процесс не	3	1
1046	себя от	1	1
1047	в каком	1	1
1048	воображении и	1	1
1049	потому и	1	1
1050	образом не	3	1
1051	и идеи	1	1
1052	без участия	1	1
1053	литературы на	1	1
1054	входит как	1	1
1055	самые различные	1	1
1056	нуждался в	1	1
1057	и во	1	1
1058	ответа на	1	1
1059	этом однако	1	1
1060	произведения и	7	1
1061	тенденции к	1	1
1062	завершается его	1	1
1063	как способность	2	1
1064	в определенном	1	1
1065	говорил что	3	1
1066	путей к	1	1
1067	на этот	1	1
1068	к изучению	1	1
1069	вне художника	1	1
1070	сознания субъекта	2	1
1071	этот последний	1	1
1072	впечатлений в	1	1
1073	обращение к	1	1
1074	у которого	1	1
1075	носит в	2	1
1076	писателя и	2	1
1077	свобода есть	1	1
1078	познанная необходимость	1	1
1079	путем не	1	1
1080	его стихи	1	1
1081	исключительно в	1	1
1082	однако от	1	1
1083	толстой в	2	1
1084	с того	1	1
1085	это способность	1	1
1086	на время	2	1
1087	ноябре года	1	1
1088	об их	1	1
1089	момент зарождения	1	1
1090	именно к	1	1
1091	которые для	1	1
1092	у вл	1	1
1093	персонажи в	1	1
1094	смерть и	1	1
1095	поэтому что	1	1
1096	многих других	1	1
1097	нет ни	2	1
1098	хоть и	1	1
1099	того как	2	1
1100	жить по	1	1
1101	роль и	1	1
1102	над материалом	1	1
1103	на личную	1	1
1104	горя от	2	1
1105	материала и	1	1
1106	существе своем	1	1
1107	художников слова	1	1
1108	которых он	1	1
1109	или с	1	1
1110	к различного	1	1
1111	в основании	1	1
1112	по год	1	1
1113	все это	13	1
1114	из форм	1	1
1115	многих поэтов	1	1
1116	деятельность сознания	1	1
1117	в движение	1	1
1118	слова не	2	1
1119	творчества он	1	1
1120	в виде	1	1
1121	в таких	1	1
1122	и понятий	1	1
1123	что ни	2	1
1124	материал для	1	1
1125	пока в	1	1
1126	или в	3	1
1127	жизни это	1	1
1128	замечает по	1	1
1129	что будет	1	1
1130	который как	1	1
1131	же по	1	1
1132	единой и	1	1
1133	и сложнее	1	1
1134	сама по	1	1
1135	борьбы и	1	1
1136	в стороне	1	1
1137	практической жизни	1	1
1138	что перед	1	1
1139	не подлежит	2	1
1140	что а	1	1
1141	я бы	2	1
1142	или даже	1	1
1143	говорят о	1	1
1144	общественных отношений	1	1
1145	перейти к	1	1
1146	на одном	1	1
1147	не столь	3	1
1148	значительную роль	1	1
1149	художника перед	1	1
1150	по его	2	1
1151	не создает	1	1
1152	своей поэтической	1	1
1153	это было	1	1
1154	свою внутреннюю	1	1
1155	говорит об	2	1
1156	поэтической деятельности	1	1
1157	или менее	6	1
1158	мысли в	1	1
1159	не все	1	1
1160	у н	1	1
1161	что эти	1	1
1162	только лишь	1	1
1163	имеет своей	1	1
1164	лиризма как	1	1
1165	и эти	1	1
1166	всего стихотворения	1	1
1167	часто встречается	1	1
1168	внутренняя логика	2	1
1169	восприимчивость к	1	1
1170	утверждение о	1	1
1171	объективного мира	2	1
1172	личности самого	1	1
1173	жизнь их	1	1
1174	в самых	2	1
1175	следовало ожидать	1	1
1176	с новыми	1	1
1177	ни один	8	1
1178	бытового поведения	1	1
1179	нельзя не	1	1
1180	реальной действительности	10	1
1181	вдохновение к	1	1
1182	своего творчества	3	1
1183	быть и	1	1
1184	и слова	2	1
1185	и их	3	1
1186	плана в	2	1
1187	частности в	2	1
1188	говоря о	1	1
1189	не следует	8	1
1190	иной мере	1	1
1191	воображении автора	1	1
1192	их героев	1	1
1193	этому поводу	7	1
1194	было указано	1	1
1195	и характерное	1	1
1196	рассказа о	1	1
1197	но то	2	1
1198	знает и	1	1
1199	обычного процесса	1	1
1200	существу в	1	1
1201	решающую роль	1	1
1202	признается что	1	1
1203	в книге	2	1
1204	к ней	1	1
1205	определена как	1	1
1206	данного произведения	3	1
1207	действительной жизни	3	1
1208	о процессе	2	1
1209	в плане	5	1
1210	литературное произведение	1	1
1211	действительности не	1	1
1212	в театре	1	1
1213	дня и	2	1
1214	закрепленное в	1	1
1215	эту мысль	1	1
1216	выразить себя	1	1
1217	с бытием	1	1
1218	момент в	3	1
1219	творческого воображения	21	1
1220	вдохновение это	1	1
1221	не хватает	1	1
1222	конце концов	2	1
1223	самый механизм	1	1
1224	красоты и	1	1
1225	художника может	1	1
1226	его воображение	1	1
1227	искусства на	2	1
1228	жизнью и	1	1
1229	свобода это	1	1
1230	писал с	1	1
