N	2gram	Losev_Vesc	Stilisti
253	у них	2	3
254	не мог	3	3
255	и для	13	3
256	это не	9	3
257	из них	7	3
258	он должен	1	3
259	только одна	1	2
260	весь комплекс	1	2
261	находятся в	2	2
262	для всех	1	2
263	и он	1	2
264	очевидно что	2	2
265	и этот	2	2
266	мы как	1	2
267	ничем не	4	2
268	на эти	1	2
269	от самых	1	2
270	что иное	12	2
271	как с	7	2
272	и эту	2	2
273	должно быть	8	2
274	нас не	2	2
275	зависит от	1	2
276	итак мы	1	2
277	в языке	1	2
278	теперь же	2	2
279	с развитием	1	2
280	и потому	8	2
281	мы имеем	8	2
282	еще более	4	2
283	с самим	4	2
284	ни к	3	2
285	этом отношении	2	2
286	с ним	8	2
287	кроме того	5	2
288	и различие	1	2
289	о чем	2	2
290	одном и	2	2
291	что то	3	2
292	и все-таки	1	2
293	но как	3	2
294	в отношении	7	2
295	переживания и	2	2
296	с другими	8	2
297	это слово	1	2
298	же такое	4	2
299	смысле этого	1	2
300	как нечто	3	2
301	с собой	2	2
302	но это	14	2
303	ни слова	1	2
304	в их	4	2
305	о них	4	2
306	и сознания	2	2
307	сказать не	1	2
308	а на	1	2
309	в своих	3	2
310	не было	4	2
311	на этот	1	2
312	все то	2	2
313	или в	3	2
314	том же	1	2
315	не обладает	1	2
316	из двух	1	2
317	к чему	2	2
318	с ней	2	2
319	прежде чем	1	2
320	равно как	4	2
321	но эта	2	2
322	но не	9	2
323	тем что	7	2
324	из всего	1	2
325	или хотя	1	2
326	он говорит	2	2
327	слово в	2	2
328	это выражение	2	2
329	я и	8	2
330	говорить в	1	2
331	в жизни	5	2
332	в связи	1	2
333	ясно что	10	2
334	существует и	2	2
335	как не	2	2
336	эти три	1	2
337	что он	7	2
338	от чего	3	2
339	помнить что	1	2
340	быть понято	2	2
341	же самой	3	2
342	понимания и	3	2
343	не есть	79	2
344	в своей	6	2
345	на эту	1	2
346	в этих	1	2
347	ли не	1	2
348	понимание и	3	2
349	на одном	1	2
350	и сам	3	2
351	не смогли	1	2
352	и жизнь	1	2
353	мы имели	1	2
354	ли он	1	2
355	по своей	3	2
356	которое не	1	2
357	его понимание	1	2
358	себе и	2	2
359	в каком	6	2
360	не нужно	3	2
361	переживания или	1	2
362	тому же	1	2
363	чего же	3	2
364	должен быть	5	2
365	но мы	1	2
366	общение в	4	2
367	на первый	1	2
368	сих пор	1	2
369	и вообще	6	2
370	жизни мы	2	2
371	в дальнейшем	1	2
372	какой-то смысл	2	2
373	с этим	4	2
374	нет ничего	2	2
375	форме и	2	2
376	к этому	2	2
377	общение и	3	2
378	еще и	11	2
379	человека в	1	2
380	бы и	9	2
381	перейти в	1	2
382	слово или	1	2
383	между собой	2	2
384	вопрос о	6	2
385	себе это	1	2
386	видим что	2	2
387	языка в	1	2
388	мы говорили	2	2
389	мы конечно	1	2
390	даже и	5	2
391	из этих	1	2
392	и ни	3	2
393	относится к	6	2
394	который мы	4	2
395	также и	9	2
396	в какой	1	2
397	не всегда	1	2
398	и тогда	7	2
399	он не	4	2
400	переживаний и	1	2
401	бытия в	2	2
402	только тогда	4	2
403	в так	1	2
404	и кроме	3	2
405	в него	1	2
406	между двумя	1	2
407	и больше	13	2
408	нужно было	3	2
409	от которых	1	2
410	за ними	2	2
411	для этого	5	2
412	этими словами	1	2
413	и когда	5	2
414	для всякого	6	2
415	ее с	5	2
416	в нашей	1	2
417	времени и	1	2
418	в пределах	1	2
419	этот вопрос	6	2
420	а этот	1	2
421	ту же	2	2
422	но даже	3	2
423	с кем	1	2
424	человека и	3	2
425	самое время	1	2
426	при всем	2	2
427	себе в	5	2
428	которые с	1	2
429	ничего что	1	2
430	все бытие	2	2
431	почему же	1	2
432	тот или	1	2
433	отношение к	4	2
434	определенное значение	1	2
435	внутри себя	3	2
436	вовсе не	11	2
437	и первым	1	2
438	одной из	1	2
439	совершенно иначе	1	2
440	тот же	4	2
441	к которому	1	2
442	на отдельные	1	2
443	в первой	2	2
444	есть не	17	2
445	природы и	1	2
446	как таковое	1	2
447	в реальной	1	2
448	здесь не	2	2
449	однако в	3	2
450	в которых	1	2
451	эти вопросы	1	2
452	ведь и	6	2
453	только потому	1	2
454	и нет	3	2
455	в движении	1	2
456	не из	2	2
457	таким же	1	2
458	к полному	1	2
459	подойти к	1	2
460	иное как	12	2
461	гораздо более	2	2
462	и том	1	2
463	к нему	3	2
464	от всякого	4	1
465	от силы	1	1
466	может обойтись	1	1
467	уже с	1	1
468	и перестает	1	1
469	в особенности	3	1
470	заставляет его	1	1
471	что в	11	1
472	как данная	1	1
473	который нельзя	1	1
474	ближе к	2	1
475	было так	1	1
476	то в	4	1
477	как к	5	1
478	к такому	2	1
479	не мешает	4	1
480	и весь	1	1
481	с полной	6	1
482	поймут и	1	1
483	именно к	1	1
484	момент что	1	1
485	и другие	2	1
486	в смысловом	1	1
487	утверждать что	2	1
488	и будет	1	1
489	является в	2	1
490	только не	5	1
491	собственном смысле	4	1
492	представим себе	1	1
493	выражение которое	1	1
494	все что	3	1
495	только чтобы	1	1
496	словом только	1	1
497	человек сам	1	1
498	какого и	1	1
499	только одного	1	1
500	и самое	3	1
501	до сих	1	1
502	пусть даже	3	1
503	еще раз	1	1
504	первый же	1	1
505	собой и	1	1
506	можно говорить	2	1
507	ему в	1	1
508	начала своего	1	1
509	что всякая	1	1
510	является ее	1	1
511	же и	2	1
512	как нам	1	1
513	от самой	4	1
514	еще раньше	1	1
515	чего не	2	1
516	зависит и	1	1
517	них в	1	1
518	нам надо	1	1
519	или других	4	1
520	эта очевидность	1	1
521	на вопрос	2	1
522	если в	1	1
523	также что	1	1
524	стоит перед	1	1
525	свидетельствует о	3	1
526	или только	1	1
527	структуру в	1	1
528	о той	1	1
529	в основном	1	1
530	и уж	2	1
531	которой не	1	1
532	и отношения	1	1
533	своей основной	1	1
534	что человек	1	1
535	его с	1	1
536	которых мы	1	1
537	бы даже	2	1
538	но еще	3	1
539	важно для	1	1
540	животного человека	1	1
541	в угоду	1	1
542	тогда когда	5	1
543	общение с	11	1
544	в состоянии	2	1
545	что я	26	1
546	связан с	1	1
547	уже просто	1	1
548	в определенное	1	1
549	всей жизни	1	1
550	обе эти	2	1
551	следовательно что	1	1
552	дело с	1	1
553	ли быть	1	1
554	смысл который	1	1
555	к действительности	2	1
556	и всем	4	1
557	и дает	2	1
558	даже в	1	1
559	была бы	3	1
560	ведь они	1	1
561	из всех	1	1
562	никакой особой	1	1
563	реальной жизни	2	1
564	вещи и	40	1
565	бы на	3	1
566	на одно	1	1
567	в каком-нибудь	2	1
568	далее из	1	1
569	весь стиль	1	1
570	свою мысль	1	1
571	содержит в	11	1
572	для определения	2	1
573	чтобы стать	1	1
574	это уже	2	1
575	связанное с	1	1
576	как действительное	1	1
577	ее можно	1	1
578	следовательно оно	1	1
579	заявления и	1	1
580	никак не	7	1
581	как раз	16	1
582	души и	1	1
583	тем не	11	1
584	от всего	15	1
585	такое же	1	1
586	мы замечаем	1	1
587	религия и	1	1
588	ясным что	1	1
589	ведь как	1	1
590	это ни	1	1
591	могла бы	3	1
592	о нем	1	1
593	не как	2	1
594	ее в	1	1
595	а затем	2	1
596	о которой	3	1
597	на лице	1	1
598	поэтому в	2	1
599	равным образом	4	1
600	и всегда	1	1
601	что собственно	1	1
602	в работах	2	1
603	остановиться на	3	1
604	это будет	4	1
605	для своего	1	1
606	ними так	1	1
607	одно из	2	1
608	одному и	1	1
609	тот момент	2	1
610	полного тождества	1	1
611	бытие и	6	1
612	ни в	11	1
613	и делает	2	1
614	в результате	9	1
615	от этих	1	1
616	другой стороны	3	1
617	между этими	1	1
618	превратиться в	1	1
619	нет никакого	3	1
620	и реальное	1	1
621	и эти	3	1
622	бы что	3	1
623	это значит?	4	1
624	сознания и	2	1
625	существуют какие-то	1	1
626	себе не	3	1
627	как можно	5	1
628	или между	1	1
629	необходимо для	1	1
630	у него	3	1
631	движение и	1	1
632	же эти	1	1
633	не могут	1	1
634	все равно	6	1
635	в более	2	1
636	и смысл	1	1
637	что слово	1	1
638	в виде	3	1
639	к самой	1	1
640	однако не	4	1
641	должен был	1	1
642	указания на	1	1
643	и самая	1	1
644	понимает что	1	1
645	в мысли	5	1
646	теперь на	1	1
647	как же	6	1
648	является и	3	1
649	затем и	2	1
650	бы только	2	1
651	в сущности	7	1
652	это всегда	1	1
653	более или	4	1
654	самостоятельным и	1	1
655	или не	7	1
656	мы ведь	3	1
657	отличаются от	2	1
658	эти теории	2	1
659	от тех	1	1
660	не о	2	1
661	в собственном	3	1
662	как видно	1	1
663	чтобы эти	1	1
664	дерево и	3	1
665	на несколько	1	1
666	есть явление	9	1
667	или от	1	1
668	эта действительность	1	1
669	ли оно	2	1
670	наконец в-третьих	1	1
671	так называемый	1	1
672	и событий	1	1
673	и где	1	1
674	не нуждается	1	1
675	будто бы	1	1
676	крайней мере	10	1
677	одним из	1	1
678	движение в	1	1
679	это еще	1	1
680	его внешнего	2	1
681	прибавить еще	1	1
682	же как	3	1
683	по существу	3	1
684	на себя	5	1
685	где они	1	1
686	тела и	1	1
687	данного человека	2	1
688	уже совершенно	1	1
689	именно в	2	1
690	же самый	1	1
691	и действительно	1	1
692	история и	1	1
693	и выразительным	1	1
694	это даже	1	1
695	и какая	1	1
696	стол есть	1	1
697	порождает и	1	1
698	действительности к	1	1
699	вещи можно	1	1
700	в таком	1	1
701	вообще не	6	1
702	иначе как	1	1
703	может в	2	1
704	или иная	1	1
705	понимать как	2	1
706	происходит и	1	1
707	с их	1	1
708	не остается	1	1
709	многочисленных форм	1	1
710	к которым	1	1
711	одна сторона	1	1
712	в наиболее	1	1
713	с которой	3	1
714	с ума	1	1
715	к таким	1	1
716	и общее	1	1
717	сознания без	1	1
718	я не	7	1
719	без него	1	1
720	с ними	4	1
721	не хватает	2	1
722	многих других	1	1
723	существует между	1	1
724	самое и	1	1
725	если и	1	1
726	есть в	4	1
727	можно даже	1	1
728	эти две	6	1
729	кроме самого	1	1
730	из чего	1	1
731	в себе?	1	1
732	они были	1	1
733	даже просто	2	1
734	является не	2	1
735	в одно	2	1
736	же точно	2	1
737	который уже	1	1
738	социальное и	1	1
739	и общий	1	1
740	здесь а	1	1
741	совершенно одинаково	1	1
742	смысловой и	1	1
743	они как	2	1
744	следовательно и	2	1
745	отчасти и	1	1
746	проявлением которой	1	1
747	только ее	1	1
748	этим самым	1	1
749	нет это	3	1
750	это мое	1	1
751	по себе	22	1
752	и понимания	3	1
753	всего к	1	1
754	этой стадии	1	1
755	от этого	3	1
756	на все	2	1
757	но почему	1	1
758	если я	6	1
759	просто но	3	1
760	этого вопроса	3	1
761	должны приобрести	1	1
762	это общение	2	1
763	только себя	1	1
764	может не	4	1
765	смысл но	2	1
766	то явление	1	1
767	присмотримся ближе	1	1
768	это понимание	2	1
769	и всякий	3	1
770	существенные и	1	1
771	от всех	5	1
772	к личности	3	1
773	стиль его	1	1
774	о котором	2	1
775	и оно	4	1
776	может ведь	1	1
777	даже что	1	1
778	в себя	13	1
779	лежит в	1	1
780	но уже	3	1
781	эта внутренняя	1	1
782	из которого	1	1
783	со стороны	9	1
784	знает что	2	1
785	к мысли	1	1
786	точно образом	1	1
787	в чем	10	1
788	выраженное или	1	1
789	и различны	1	1
790	бы совершенно	1	1
791	и получил	1	1
792	все ее	1	1
793	вот это	3	1
794	ней как	1	1
795	кресла и	2	1
796	или менее	4	1
797	случайной и	1	1
798	но откуда	1	1
799	могло бы	1	1
800	магия и	1	1
801	эту новую	1	1
802	это так	4	1
803	не иначе	1	1
804	числа я	1	1
805	будет нашим	1	1
806	тем более	3	1
807	по крайней	10	1
808	руки и	2	1
809	чтобы его	1	1
810	как ее	2	1
811	жизнь не	2	1
812	именно этот	1	1
813	не различаются	2	1
814	необходимо не	2	1
815	самое содержание	1	1
816	нас есть	1	1
817	этот первый	1	1
818	еще один	2	1
819	но оно	3	1
820	имеют и	1	1
821	оформления и	1	1
822	и житейского	1	1
823	к одному	3	1
824	структуре этого	1	1
825	в общении	1	1
826	и резко	1	1
827	действительности в	3	1
828	перестает быть	3	1
829	всего предыдущего	1	1
830	и того	2	1
831	еще до	1	1
832	не менее	11	1
833	нам не	2	1
834	здесь как	2	1
835	понятно что	1	1
836	только лишь	1	1
837	это и	12	1
838	конечно это	1	1
839	и та	2	1
840	наконец и	1	1
841	этому предмету	1	1
842	к нашему	1	1
843	к какому	1	1
844	и внутреннее	2	1
845	одна из	6	1
846	зрения и	2	1
847	для его	2	1
848	это конечно	1	1
849	к языку	1	1
850	совершенно другое	1	1
851	бы к	2	1
852	окружающего мира	1	1
853	оба эти	3	1
854	в действительности	7	1
855	и понимает	2	1
856	реально существует	1	1
857	что этот	1	1
858	в любом	1	1
859	каких бы	1	1
860	шаг чтобы	1	1
861	в вопросе	1	1
862	на этом	4	1
863	потрогать руками	1	1
864	она должна	4	1
865	которую мы	2	1
866	роли которую	1	1
867	на гораздо	1	1
868	ясно и	1	1
869	социального бытия	2	1
870	мы воспринимаем	1	1
871	не имеют	1	1
872	раз и	2	1
873	жизни что	1	1
874	нельзя было	4	1
875	ее выражения	1	1
876	иной новый	1	1
877	что сила	1	1
878	такой случай	1	1
879	указать на	1	1
880	действительности как	2	1
881	что несмотря	1	1
882	это чрезвычайно	1	1
883	в руки	2	1
884	внутренняя жизнь	1	1
885	с новыми	1	1
886	она не	9	1
887	в течение	1	1
888	и каждое	1	1
889	в противоположность	1	1
890	именно потому	2	1
891	только как	2	1
892	и если	5	1
893	только мы	2	1
894	в другом	3	1
895	всей той	1	1
896	определенной форме	1	1
897	тому как	5	1
898	но то	4	1
899	это только	2	1
900	мы попробуем	1	1
901	являются не	1	1
902	с какой	2	1
903	сравнению с	7	1
904	конечно тоже	1	1
905	может и	3	1
906	только так	1	1
907	особых условиях	1	1
908	и другой	2	1
909	тождества между	1	1
910	противоречие и	1	1
911	другое дело	2	1
912	так что	9	1
913	дело не	4	1
914	когда в	1	1
915	для тех	3	1
916	как вещь	9	1
917	себе что	3	1
918	из которой	1	1
919	рассчитано на	1	1
920	имеем еще	1	1
921	обойтись без	4	1
922	когда он	2	1
923	спорить с	2	1
924	в те	1	1
925	явление как	3	1
926	только один	3	1
927	один шаг	1	1
928	всегда должен	1	1
929	всего на	1	1
930	не существовало	1	1
931	от действительной	1	1
932	не связанных	1	1
933	но зато	2	1
934	бы их	1	1
935	и вся	1	1
936	мы все	1	1
937	значение для	1	1
938	если же	5	1
939	должны быть	6	1
940	но они	2	1
941	часть его	1	1
942	с этой	6	1
943	говорить о	9	1
944	что эта	2	1
945	существенное для	1	1
946	этого как	1	1
947	и что	22	1
948	как он	2	1
949	и выражение	3	1
950	для человека	1	1
951	не могла	1	1
952	определенным образом	6	1
953	ее но	2	1
954	так чтобы	4	1
955	действительность но	2	1
956	конечно в	1	1
957	вслед за	1	1
958	его чисто	1	1
959	вопросом о	1	1
960	или его	2	1
961	факт что	1	1
962	действительность не	1	1
963	что нам	1	1
964	учения о	2	1
965	превращается в	3	1
966	и до	6	1
967	даже не	8	1
968	и останется	1	1
969	и законченной	1	1
970	ничто не	2	1
971	структур в	2	1
972	только то	4	1
973	в истории	3	1
974	общение это	1	1
975	как по	1	1
976	при помощи	4	1
977	действительность в	2	1
978	конечно нет	2	1
979	что бы	1	1
980	имя может	2	1
981	является как	1	1
982	говорили что	2	1
983	бы неуместно	1	1
984	действительности на	1	1
985	страха и	1	1
986	чем он	1	1
987	с человеком	1	1
988	всякого сомнения	1	1
989	всегда будет	1	1
990	и часто	1	1
991	собственно говоря	5	1
992	достаточно чтобы	1	1
993	ни от	7	1
994	оно происходит	1	1
995	этого общения	1	1
996	и менее	1	1
997	еще на	1	1
998	будет уже	3	1
999	и тоже	3	1
1000	выражение вот	1	1
1001	неумолимая диалектика	1	1
1002	с другой	8	1
1003	смысле как	1	1
1004	они находятся	1	1
1005	поэтому если	1	1
1006	делать нельзя	1	1
1007	истории и	2	1
1008	говорит о	3	1
1009	никакого отношения	4	1
1010	скажем что	1	1
1011	ту сторону	1	1
1012	вопрос в	1	1
1013	среды и	1	1
1014	на бумаге	1	1
1015	переход от	2	1
1016	и вне	2	1
1017	без всякого	7	1
1018	этот предмет	1	1
1019	или если	1	1
1020	одного из	2	1
1021	языка не	1	1
1022	указывать на	1	1
1023	на две	2	1
1024	и о	4	1
1025	состоит из	3	1
1026	как некое	3	1
1027	ее не	6	1
1028	нам необходимо	1	1
1029	что для	5	1
1030	и самого	1	1
1031	говорить что	4	1
1032	не надо	1	1
1033	та или	2	1
1034	его как	2	1
1035	жизни как	1	1
1036	во внимание	1	1
1037	возможность и	1	1
1038	мог бы	7	1
1039	наряду с	2	1
1040	и во	3	1
1041	но нет	1	1
1042	мы возьмем	3	1
1043	он ни	1	1
1044	качестве одного	1	1
1045	бытие в	1	1
1046	по сравнению	8	1
1047	это мы	1	1
1048	не можем	3	1
1049	теории не	1	1
1050	именно так	2	1
1051	в основу	1	1
1052	ее наиболее	1	1
1053	будет неизбежно	1	1
1054	быть в	1	1
1055	что может	1	1
1056	языка как	2	1
1057	за пределами	1	1
1058	в своем	9	1
1059	имя и	12	1
1060	не значит	11	1
1061	это дает	1	1
1062	стоит только	1	1
1063	даже если	1	1
1064	и выражения	2	1
1065	как от	1	1
1066	и есть	40	1
1067	образом нам	1	1
1068	ведь уже	1	1
1069	во всей	1	1
1070	то для	1	1
1071	и явлений	4	1
1072	в общем	1	1
1073	в силу	4	1
1074	которой как	1	1
1075	к пониманию	3	1
1076	с реальными	1	1
1077	говорили выше	1	1
1078	как часто	2	1
1079	кем и	2	1
1080	раз навсегда	3	1
1081	организма и	1	1
1082	мы теперь	1	1
1083	своего внутреннего	1	1
1084	все еще	3	1
1085	своей и	1	1
1086	воли и	1	1
1087	как будто	2	1
1088	совсем другое	2	1
1089	же в	1	1
1090	на то	9	1
1091	явлений или	1	1
1092	но если	12	1
1093	суждения о	2	1
1094	эту действительность	1	1
1095	есть какое-то	4	1
1096	оно может	3	1
1097	звуков и	2	1
1098	и по	1	1
1099	бы ее	1	1
1100	культуры и	1	1
1101	в эти	1	1
1102	себе сущность	1	1
1103	причины и	1	1
1104	в меру	1	1
1105	и выраженной	1	1
1106	только требует	1	1
1107	со своими	1	1
1108	все детали	1	1
1109	всех этих	1	1
1110	того же	5	1
1111	можно с	3	1
1112	если она	11	1
1113	мешает нам	1	1
1114	же он	1	1
1115	чтобы не	2	1
1116	в самой	3	1
1117	не был	2	1
1118	только о	2	1
1119	опять-таки не	1	1
1120	благодаря своим	1	1
1121	знак не	1	1
1122	само по	4	1
1123	не поймут	1	1
1124	когда происходит	1	1
1125	другому человеку	1	1
1126	одного и	1	1
1127	думать что	1	1
1128	это отнюдь	1	1
1129	общественная жизнь	1	1
1130	в наш	1	1
1131	понять что	1	1
1132	эту тему	1	1
1133	не то	4	1
1134	в заключение	1	1
1135	же самым	1	1
1136	вещи как	12	1
1137	ничего удивительного	1	1
1138	мысли и	5	1
1139	будет всегда	1	1
1140	она является	4	1
1141	понять и	4	1
1142	что смысл	4	1
1143	этот материал	1	1
1144	даже больше	6	1
1145	вне ее	1	1
1146	решительно все	3	1
