N	2gram	Propp_Russ	VeschiIm
172	быть не	1	5
173	с а	1	5
174	те или	1	5
175	ее с	2	5
176	свою очередь	2	5
177	нет и	1	5
178	точка зрения	1	5
179	того же	1	5
180	во всех	6	5
181	мы видим	2	5
182	что у	3	5
183	и мы	1	5
184	в его	3	5
185	хотя и	3	5
186	как можно	3	5
187	в которой	3	5
188	но совершенно	1	5
189	на себя	4	5
190	то это	1	5
191	и без	1	5
192	е не	1	5
193	между прочим	2	5
194	об этом	11	5
195	должен быть	2	5
196	кроме того	3	5
197	тому как	3	5
198	мы должны	3	5
199	быть и	3	5
200	если же	1	5
201	или как	1	5
202	что для	4	5
203	для этого	6	5
204	в особенности	3	4
205	и от	2	4
206	собственном смысле	1	4
207	говорит о	3	4
208	более или	1	4
209	есть в	2	4
210	то время	3	4
211	или другие	3	4
212	его на	1	4
213	с ними	6	4
214	с этим	4	4
215	во всяком	1	4
216	его и	2	4
217	в основе	1	4
218	и более	3	4
219	в котором	2	4
220	того чтобы	6	4
221	так чтобы	2	4
222	только тогда	3	4
223	о них	2	4
224	так же	7	4
225	и еще	2	4
226	она может	1	4
227	ее как	1	4
228	на него	1	4
229	находится в	3	4
230	что все	2	4
231	что именно	3	4
232	тут же	2	4
233	а следовательно	1	4
234	в отдельности	2	4
235	тот же	2	4
236	может не	1	4
237	к себе	1	4
238	в качестве	5	4
239	и всем	2	4
240	так и	8	4
241	и сама	1	4
242	же не	2	4
243	в их	5	4
244	есть уже	1	4
245	однако не	1	4
246	и притом	1	4
247	в конце	1	4
248	судить о	2	4
249	время как	1	4
250	или менее	1	4
251	и у	5	4
252	это так	1	4
253	мы можем	2	4
254	на этом	6	4
255	не было	3	4
256	который мы	1	4
257	в и	19	4
258	дело не	2	4
259	он не	1	4
260	в силу	2	4
261	и сам	1	4
262	в этой	4	4
263	отношение к	1	4
264	к ней	4	4
265	и о	4	4
266	главным образом	5	4
267	только что	1	3
268	случае не	1	3
269	из которых	2	3
270	из того	1	3
271	нас в	2	3
272	быть может	1	3
273	в своих	3	3
274	если не	1	3
275	но все	3	3
276	же т	1	3
277	ни о	1	3
278	из самых	2	3
279	если он	1	3
280	в собственном	1	3
281	как в	10	3
282	не имеет	9	3
283	он есть	2	3
284	к тому	4	3
285	перед нами	2	3
286	от этого	2	3
287	но оно	1	3
288	или ее	3	3
289	не является	2	3
290	было в	1	3
291	применении к	1	3
292	но даже	2	3
293	одной стороны	1	3
294	это все	1	3
295	вот почему	1	3
296	учению об	1	3
297	другой вопрос	1	3
298	с которой	1	3
299	только на	4	3
300	чтобы она	2	3
301	превращается в	1	3
302	с в	12	3
303	из основных	2	3
304	а только	1	3
305	что ее	3	3
306	в истории	1	3
307	тогда как	4	3
308	и а	4	3
309	как некое	1	3
310	и во	2	3
311	не все	4	3
312	только с	2	3
313	в другом	1	3
314	к нему	3	3
315	и этого	1	3
316	чтобы это	1	3
317	что ему	2	3
318	содержится в	1	3
319	свидетельствует о	1	3
320	не можем	5	3
321	с одной	1	3
322	у него	2	3
323	в виде	10	3
324	но он	3	3
325	или в	7	3
326	по существу	7	3
327	же как	5	3
328	этого вопроса	1	3
329	а так	1	3
330	тем более	1	3
331	ему не	1	3
332	но можно	2	3
333	и эти	1	3
334	а с	6	3
335	мы уже	2	3
336	имен и	1	3
337	может считаться	1	3
338	является и	1	3
339	в частности	2	3
340	и смысла	1	3
341	но она	3	3
342	к ее	1	3
343	человека и	1	3
344	для того	6	3
345	могла бы	1	3
346	в отрыве	1	3
347	однако в	1	3
348	то их	1	3
349	к пониманию	1	3
350	все еще	1	3
351	видели что	1	3
352	те кто	1	3
353	из этого	1	3
354	бы ни	1	3
355	очень редко	1	3
356	в целом	2	3
357	мы видели	3	3
358	не к	3	3
359	к другому	2	3
360	во всем	2	2
361	и к	3	2
362	от нее	1	2
363	не так	1	2
364	и другие	24	2
365	во втором	1	2
366	можно говорить	2	2
367	религии и	1	2
368	и на	14	2
369	же и	1	2
370	то есть	3	2
371	и который	1	2
372	или по	1	2
373	в применении	1	2
374	тому что	4	2
375	о чем	7	2
376	одном и	1	2
377	не как	1	2
378	а затем	5	2
379	в работах	1	2
380	одно из	6	2
381	в связи	4	2
382	не столько	3	2
383	его от	2	2
384	становится на	1	2
385	с собой	4	2
386	не на	2	2
387	поэтому и	1	2
388	все то	1	2
389	отличаются от	2	2
390	в первом	1	2
391	от одного	2	2
392	чтобы не	1	2
393	из дерева	1	2
394	с ней	7	2
395	на такой	1	2
396	в россии	4	2
397	именно в	3	2
398	даже просто	1	2
399	же но	2	2
400	в в	3	2
401	как не	2	2
402	и так	2	2
403	в одно	2	2
404	приводит к	4	2
405	сами собой	1	2
406	е на	2	2
407	о котором	1	2
408	в это	4	2
409	знает что	1	2
410	а а	33	2
411	себя от	1	2
412	только одно	2	2
413	говорится о	3	2
414	и того	1	2
415	нам не	1	2
416	на этой	3	2
417	нас не	3	2
418	религии но	1	2
419	видим что	1	2
420	только как	2	2
421	на основе	1	2
422	но эти	3	2
423	это только	1	2
424	и должна	2	2
425	и другой	5	2
426	из их	1	2
427	с трудом	1	2
428	что если	2	2
429	но они	4	2
430	очень хорошо	1	2
431	себе и	1	2
432	с другою	1	2
433	не вполне	1	2
434	не я	1	2
435	образом на	1	2
436	на более	1	2
437	что здесь	4	2
438	из наиболее	2	2
439	другие виды	2	2
440	переход от	3	2
441	на две	3	2
442	между собой	4	2
443	чтобы они	4	2
444	тем же	1	2
445	том чтобы	3	2
446	явление не	1	2
447	же она	1	2
448	совсем другое	1	2
449	здесь не	1	2
450	с его	1	2
451	к этому	7	2
452	друг с	1	2
453	всяком случае	1	2
454	у них	2	2
455	ее но	1	2
456	или другое	1	2
457	к этим	1	2
458	мы еще	1	2
459	только о	1	2
460	точку зрения	1	2
461	ближе к	1	2
462	ее и	2	2
463	но на	1	2
464	в более	2	2
465	по преимуществу	1	2
466	в научной	1	2
467	и свои	2	2
468	данном случае	8	2
469	и эту	1	2
470	ее на	3	2
471	признает что	1	2
472	зависит от	1	2
473	уже в	2	2
474	обе эти	1	2
475	на столе	1	2
476	в состоянии	1	2
477	так в	5	2
478	этом отношении	1	2
479	она будет	1	2
480	он и	1	2
481	и нужно	1	2
482	для нас	12	2
483	в каком-нибудь	1	2
484	слово в	1	2
485	что между	1	2
486	когда же	1	2
487	ее к	2	2
488	связи с	6	2
489	бы к	1	2
490	эти теории	2	2
491	не о	1	2
492	ли мы	1	2
493	а также	6	2
494	в виду	3	2
495	но эта	2	2
496	на нее	5	2
497	очевидно что	2	2
498	понимать как	1	2
499	от слова	1	2
500	следовательно и	2	2
501	на все	3	2
502	с другом	1	2
503	и таким	1	2
504	было ни	1	2
505	руки и	3	2
506	не был	3	2
507	что эти	2	2
508	под именем	3	2
509	в полной	1	2
510	жизнь и	2	2
511	которую мы	1	2
512	в руки	2	2
513	ту же	2	2
514	совсем не	1	2
515	части и	2	2
516	это для	1	2
517	и чтобы	1	2
518	когда он	3	2
519	и этой	1	2
520	что эта	1	2
521	и та	1	2
522	как он	2	2
523	очень интересный	1	2
524	в начале	1	2
525	или его	1	2
526	стороны и	1	2
527	далеко не	5	2
528	при всем	1	2
529	и самой	1	2
530	на какую-то	1	2
531	наряду с	1	2
532	его как	2	2
533	для такого	1	2
534	сделать это	1	2
535	этом и	1	2
536	и значения	1	2
537	слова в	3	2
538	в первой	1	2
539	говорить об	1	2
540	если они	1	2
541	как будто	6	2
542	нуждается в	1	2
543	он начнет	1	2
544	смысла но	1	2
545	не случайно	2	2
546	но для	1	2
547	в одну	1	2
548	сливаются в	1	2
549	что на	5	2
550	такой взгляд	1	1
551	что было	1	1
552	однако и	1	1
553	и стало	1	1
554	прямо и	1	1
555	и объяснить	2	1
556	когда уже	1	1
557	оно все	1	1
558	они берут	1	1
559	его нет	1	1
560	та же	4	1
561	мы и	1	1
562	что касается	1	1
563	они и	2	1
564	брать на	1	1
565	и очень	1	1
566	от жизни	1	1
567	его мнению	1	1
568	известно и	1	1
569	что этим	1	1
570	корень что	1	1
571	них в	2	1
572	если в	3	1
573	на западе	2	1
574	к этой	1	1
575	в основном	4	1
576	с и	1	1
577	своему не	1	1
578	его с	4	1
579	которых мы	1	1
580	научной литературе	1	1
581	слово для	1	1
582	слова эти	1	1
583	оно было	1	1
584	случае мы	1	1
585	часть его	1	1
586	человек на	1	1
587	образа и	1	1
588	и менее	1	1
589	из всех	1	1
590	ссылаясь на	1	1
591	они уже	1	1
592	этого мало	2	1
593	или нет	1	1
594	должны иметь	1	1
595	думает что	2	1
596	есть один	1	1
597	в общую	1	1
598	в некоторых	11	1
599	представляют собою	1	1
600	на лице	1	1
601	направлений в	1	1
602	может так	1	1
603	и изображая	1	1
604	разделенных на	1	1
605	большое количество	2	1
606	самом же	2	1
607	от другого	2	1
608	после этого	6	1
609	еще очень	1	1
610	именно эти	1	1
611	исторического развития	1	1
612	смысла в	1	1
613	него нет	1	1
614	и несмотря	1	1
615	в них	10	1
616	этом основании	1	1
617	верно что	1	1
618	должен был	3	1
619	связь с	1	1
620	дать в	1	1
621	границы между	1	1
622	объяснить но	1	1
623	стоит в	3	1
624	в духе	1	1
625	здесь мы	3	1
626	уже указано	1	1
627	надо чтобы	1	1
628	вопросу об	1	1
629	то на	3	1
630	тут все	1	1
631	сходство в	1	1
632	с таким	2	1
633	их и	3	1
634	на улицу	2	1
635	так называемый	2	1
636	происходит не	1	1
637	ему в	1	1
638	как при	1	1
639	и им	1	1
640	где они	2	1
641	чем их	1	1
642	мифических существ	1	1
643	уже на	1	1
644	из всего	1	1
645	и действительно	2	1
646	представление о	5	1
647	представления не	2	1
648	можно назвать	1	1
649	относящиеся к	2	1
650	относятся к	3	1
651	и должен	1	1
652	к таким	4	1
653	необходимо для	1	1
654	с такими	1	1
655	при более	1	1
656	меньшей мере	1	1
657	а именно	2	1
658	на эту	1	1
659	в которых	8	1
660	области в	1	1
661	только себя	1	1
662	но у	1	1
663	дает права	1	1
664	ли он	1	1
665	не знали	2	1
666	которое не	1	1
667	зависимости от	1	1
668	рассуждение о	1	1
669	они говорят	1	1
670	мир и	1	1
671	ничего общего	3	1
672	но мы	1	1
673	ней как	1	1
674	полное и	1	1
675	на первый	3	1
676	также что	2	1
677	магического значения	1	1
678	в дальнейшем	2	1
679	такое положение	1	1
680	в природе	2	1
681	остановиться несколько	1	1
682	свое внимание	1	1
683	они ничего	1	1
684	необходимо также	1	1
685	было не	1	1
686	которые не	3	1
687	наука в	1	1
688	во все	1	1
689	что им	1	1
690	их во	1	1
691	и всех	2	1
692	не могли	1	1
693	что этот	4	1
694	на части	9	1
695	пытается объяснить	2	1
696	по тем	1	1
697	ясно и	1	1
698	в очень	1	1
699	эта связь	2	1
700	не имеют	1	1
701	сам и	1	1
702	место это	1	1
703	одно целое	1	1
704	что сила	3	1
705	характер так	1	1
706	что всякое	1	1
707	который также	1	1
708	в специальный	1	1
709	какое-нибудь дерево	1	1
710	наконец в	1	1
711	и и	2	1
712	общей форме	1	1
713	ничего а	1	1
714	в деталях	1	1
715	не всегда	4	1
716	эти случаи	1	1
717	и семя	1	1
718	вид что	1	1
719	этой связи	1	1
720	и действия	1	1
721	имеем еще	1	1
722	для защиты	1	1
723	между двумя	2	1
724	но может	1	1
725	из своего	1	1
726	в изучении	2	1
727	к своим	1	1
728	смысл который	1	1
729	сущность ее	1	1
730	живое дерево	1	1
731	что также	2	1
732	говорят что	1	1
733	в различных	3	1
734	связь между	2	1
735	также на	3	1
736	большей частью	1	1
737	его значение	1	1
738	и существует	1	1
739	ее по	1	1
740	со старой	1	1
741	до того	3	1
742	всего этого	1	1
743	при этом	11	1
744	на ней	1	1
745	до самого	1	1
746	ii в	2	1
747	но ни	2	1
748	и там	2	1
749	в отличие	4	1
750	можно найти	1	1
751	они состоят	1	1
752	и обычаи	2	1
753	сведений о	1	1
754	жизни как	1	1
755	него не	1	1
756	они должны	1	1
757	теории не	1	1
758	есть тут	1	1
759	форма и	1	1
760	за пределами	2	1
761	к которому	1	1
762	можно понимать	1	1
763	то чем	1	1
764	только при	1	1
765	как от	1	1
766	е путем	1	1
767	ясно но	1	1
768	все время	1	1
769	том же	6	1
770	на этот	3	1
771	который по	1	1
772	интересный и	2	1
773	смысла не	1	1
774	здесь и	1	1
775	по меньшей	1	1
776	быть потому	2	1
777	большом материале	1	1
778	по поводу	1	1
779	к новой	1	1
780	выходя из	1	1
781	трудов и	1	1
782	в отдельных	1	1
783	а мы	2	1
784	на этих	1	1
785	теперь уже	1	1
786	только потому	1	1
787	из этих	6	1
788	более подробно	1	1
789	где а	1	1
790	же он	1	1
791	они могут	1	1
792	работе мы	1	1
793	в заключение	2	1
794	они были	2	1
795	представления и	2	1
796	обратиться к	1	1
797	и том	1	1
798	он должен	2	1
799	только одна	1	1
800	представить себе	1	1
801	этом случае	9	1
802	или просто	2	1
803	смерть и	1	1
804	ответ на	2	1
805	то они	1	1
806	из специальных	1	1
807	и он	1	1
808	собой и	2	1
809	значение в	2	1
810	и иначе	1	1
811	носят по	1	1
812	как другие	1	1
813	происходило в	2	1
814	многих других	1	1
815	а наоборот	1	1
816	они не	1	1
817	в коем	1	1
818	которое он	1	1
819	вывод что	5	1
820	же корень	1	1
821	как средство	1	1
822	сам он	1	1
823	проявляет себя	1	1
824	уверен что	1	1
825	однако как	3	1
826	еще до	2	1
827	на том	1	1
828	внимание на	1	1
829	ясно вскрывает	2	1
830	жизни человека	1	1
831	мы знаем	1	1
832	материалы по	1	1
833	и основной	1	1
834	на что	2	1
835	чтобы обеспечить	3	1
836	прямо в	1	1
837	что так	1	1
838	указал на	1	1
839	такое же	2	1
840	что с	2	1
841	мало того	1	1
842	нами как	1	1
843	ее в	7	1
844	дерева в	2	1
845	и всегда	1	1
846	них или	1	1
847	даже если	1	1
848	состоят из	2	1
849	подчинить себе	1	1
850	на самом	3	1
851	на одной	1	1
852	что каждый	2	1
853	чтобы получить	1	1
854	силу и	2	1
855	в течение	7	1
856	и один	1	1
857	в третьем	1	1
858	по этому	4	1
859	более полное	1	1
860	тому же	1	1
861	происхождении и	1	1
862	ноги и	1	1
863	а на	8	1
864	чем в	4	1
865	явление он	1	1
866	нужно иметь	1	1
867	в немецкой	1	1
868	а за	4	1
869	как видно	1	1
870	что к	1	1
871	как по	2	1
872	прежде чем	1	1
873	в огромные	1	1
874	в общем	1	1
875	из других	2	1
876	чтобы с	1	1
877	о характере	1	1
878	тот кто	2	1
879	же отличаются	1	1
880	и последний	1	1
881	которое в	2	1
882	здесь все	1	1
883	в языках	1	1
884	в ту	1	1
885	ему соответствует	1	1
886	из своих	2	1
887	в таком	5	1
888	что их	1	1
889	сходство с	3	1
890	очень много	2	1
891	это слово	1	1
892	их сходство	1	1
893	в стороне	2	1
894	кто в	1	1
895	а потебня	10	1
896	в какой	3	1
897	нас к	5	1
898	из чего	1	1
899	если эти	1	1
900	имеется в	1	1
901	в этих	3	1
902	ставится в	1	1
903	основных направлений	1	1
904	этого слова	3	1
905	ли не	1	1
906	они наделены	1	1
907	уже давно	1	1
908	не могут	1	1
909	сразу же	2	1
910	и жизнь	1	1
911	должно было	5	1
912	по его	2	1
913	что наука	1	1
914	в двух	2	1
915	картину исторического	1	1
916	которые с	2	1
917	этих элементов	1	1
918	много и	3	1
919	полагает что	8	1
920	также к	1	1
921	название это	1	1
922	полное сходство	1	1
923	могло бы	1	1
924	в других	24	1
925	слова м	1	1
926	в меру	1	1
927	и по	10	1
928	на которую	1	1
929	же деле	2	1
930	и руки	1	1
931	того или	1	1
932	разница между	2	1
933	последним и	1	1
934	обычно в	2	1
935	в глухую	1	1
936	до другого	1	1
937	от других	1	1
938	на нем	1	1
939	и цель	1	1
940	iii и	2	1
941	будто бы	10	1
942	оно в	1	1
943	отличие от	4	1
944	мы увидим	8	1
945	в целях	4	1
946	магии и	1	1
947	в самых	1	1
948	две стороны	1	1
949	не могу	1	1
950	достаточно чтобы	1	1
951	зрения в	1	1
952	из ряда	2	1
953	не дает	1	1
954	во всей	2	1
955	с особым	1	1
956	собою как	1	1
957	самых распространенных	1	1
958	уже к	1	1
959	только так	1	1
960	с совершенно	1	1
961	не отличаются	2	1
962	в случае	1	1
963	решить вопрос	2	1
964	это по	1	1
965	абстрактных и	1	1
966	е очень	1	1
967	однако эта	1	1
968	всех других	1	1
969	не приходится	1	1
970	эту березку	1	1
971	кто же	1	1
972	не могла	1	1
973	или другого	1	1
974	только у	2	1
975	в нашей	1	1
976	что нам	1	1
977	относится и	1	1
978	не следует	1	1
979	в пределах	2	1
980	также не	2	1
981	том кто	1	1
982	в современной	1	1
983	в xix	13	1
984	пр и	1	1
985	но так	1	1
986	живой человек	2	1
987	е как	1	1
988	заставить ее	1	1
989	несколько подробнее	1	1
990	что бы	1	1
991	думать что	3	1
992	магическую силу	1	1
993	вопрос можно	1	1
994	работы на	2	1
995	еще на	1	1
996	из своей	2	1
997	жизнь в	1	1
998	одних имен	1	1
999	как из	1	1
1000	нечто вроде	2	1
1001	на некоторые	2	1
1002	всего не	1	1
1003	что дает	1	1
1004	свете того	1	1
1005	же а	4	1
1006	религия есть	1	1
1007	ту сторону	1	1
1008	не связанных	1	1
1009	другой в	1	1
1010	явление в	1	1
1011	со своими	1	1
1012	раза в	1	1
1013	природы и	3	1
1014	для обозначения	2	1
1015	оно имеет	1	1
1016	но есть	3	1
1017	эту силу	5	1
1018	и каждый	1	1
1019	тесто и	1	1
1020	это приводит	2	1
1021	их к	2	1
1022	могут быть	3	1
1023	одним из	2	1
1024	поле и	6	1
1025	иногда это	1	1
1026	вопроса в	1	1
1027	д а	1	1
1028	материал из	1	1
1029	подойти к	2	1
1030	это ни	1	1
1031	с которым	1	1
1032	том основании	1	1
1033	же в	5	1
1034	к новому	2	1
1035	иной раз	1	1
1036	палку и	1	1
1037	платья и	1	1
1038	все другие	1	1
1039	в эти	4	1
1040	а как	1	1
1041	это в	1	1
1042	в окно	2	1
1043	надо было	1	1
1044	i и	1	1
1045	еще менее	1	1
1046	из теста	7	1
1047	в так	1	1
1048	в него	2	1
1049	только одну	2	1
1050	всех этих	2	1
1051	таким же	4	1
1052	чем и	1	1
1053	именно это	1	1
1054	имеет свою	1	1
1055	в один	2	1
1056	от них	4	1
1057	им не	1	1
1058	не надо	1	1
1059	вопрос может	1	1
1060	одного и	1	1
1061	и наконец	2	1
1062	а н	21	1
1063	нет никаких	1	1
1064	как символ	2	1
1065	палку в	1	1
1066	не имеющий	1	1
1067	и самый	1	1
1068	в какой-нибудь	1	1
1069	себя но	1	1
