N	2gram	Propp_Isto	Tragedij
125	не был	1	2
126	а что	1	2
127	не имеет	4	2
128	что эти	1	2
129	и я	1	2
130	бросается в	2	2
131	я увидел	1	2
132	впечатление что	1	2
133	в данном	3	2
134	ее к	2	2
135	что этот	5	2
136	отличие от	1	2
137	я тебе	1	2
138	он был	2	2
139	то и	1	2
140	потому что	18	2
141	боли и	1	2
142	так что	2	2
143	он не	5	2
144	в частности	9	2
145	но они	1	2
146	в это	3	2
147	другим в	1	2
148	точно так	3	2
149	в одном	2	2
150	говорит что	1	2
151	я буду	1	2
152	она все	1	2
153	в отличие	1	2
154	его за	2	2
155	отношение к	3	2
156	собой но	1	2
157	в ходе	1	2
158	в самую	2	2
159	не за	1	2
160	что она	3	2
161	одна из	6	2
162	с его	3	2
163	а как	3	2
164	не мог	3	2
165	тем что	12	2
166	не просто	1	2
167	не случайно	1	2
168	только о	1	2
169	и ее	1	2
170	никогда не	5	2
171	ничего не	4	2
172	жизнью и	1	2
173	друг друга	5	2
174	в особенности	6	1
175	понял что	2	1
176	во всем	4	1
177	то в	2	1
178	с помощью	1	1
179	очень скоро	1	1
180	от него	2	1
181	близок к	1	1
182	этом случае	13	1
183	утверждать что	2	1
184	могут быть	9	1
185	проникает в	1	1
186	мы бы	1	1
187	социальной жизни	3	1
188	к сожалению	1	1
189	черты его	1	1
190	мы видим	12	1
191	в большую	1	1
192	что оно	4	1
193	этого мотива	9	1
194	таким образом	21	1
195	действия не	1	1
196	по всем	1	1
197	мог быть	1	1
198	не знал	2	1
199	после того	4	1
200	на неудачу	1	1
201	только что	3	1
202	на вопрос	3	1
203	также что	3	1
204	известно что	3	1
205	и эту	1	1
206	свидетельствует о	1	1
207	того как	8	1
208	вступил в	1	1
209	к этой	3	1
210	если он	2	1
211	зеленый листок	1	1
212	почти не	1	1
213	в последней	1	1
214	перестает быть	1	1
215	с одной	7	1
216	и вот	4	1
217	его с	3	1
218	что даже	2	1
219	должна быть	3	1
220	к себе	3	1
221	что уже	1	1
222	с этой	4	1
223	и при	3	1
224	в стиле	1	1
225	и далее	1	1
226	быть отнесены	1	1
227	что эта	2	1
228	в фигуру	1	1
229	естественно что	1	1
230	с образом	1	1
231	т е	27	1
232	что при	5	1
233	это она	1	1
234	с этими	3	1
235	того что	3	1
236	сам по	1	1
237	тем не	6	1
238	о нем	3	1
239	о существовании	1	1
240	нам еще	1	1
241	не как	5	1
242	а затем	7	1
243	для нас	6	1
244	видит что	3	1
245	где он	1	1
246	и всегда	1	1
247	каким же	2	1
248	одно из	3	1
249	как он	6	1
250	на противоположном	1	1
251	итак образ	1	1
252	xix века	1	1
253	которым человек	1	1
254	дается в	1	1
255	же не	1	1
256	оттого что	4	1
257	в результате	1	1
258	только за	1	1
259	в виду	1	1
260	и один	1	1
261	смысле этого	1	1
262	превратиться в	1	1
263	мифа который	1	1
264	с собой	6	1
265	только в	8	1
266	него нет	1	1
267	особое значение	1	1
268	по себе	2	1
269	нас от	1	1
270	видим уже	1	1
271	так вдруг	1	1
272	по спине	1	1
273	а на	2	1
274	за что	2	1
275	говорит он	2	1
276	же являются	1	1
277	борьбу с	2	1
278	не было	2	1
279	пища для	1	1
280	но он	2	1
281	здесь мы	7	1
282	до этого	3	1
283	ли мы	1	1
284	исходит от	1	1
285	этого не	2	1
286	и некоторыми	1	1
287	а также	5	1
288	или от	2	1
289	героя с	1	1
290	что под	1	1
291	тот кто	7	1
292	на нее	3	1
293	одним из	4	1
294	на себя	4	1
295	что не	3	1
296	напомним что	1	1
297	не есть	1	1
298	далее следует	1	1
299	представление о	22	1
300	указывает на	1	1
301	вообще не	1	1
302	детей и	1	1
303	тому что	1	1
304	в связи	6	1
305	который сам	1	1
306	встречается в	3	1
307	с ними	4	1
308	было до	1	1
309	и она	3	1
310	приходит в	1	1
311	виде в	1	1
312	есть в	2	1
313	на земле	1	1
314	сливается с	2	1
315	давно известно	1	1
316	в переводе	1	1
317	в своей	3	1
318	вместе с	26	1
319	и вместе	3	1
320	ее сердце	1	1
321	на этом	5	1
322	стремление к	1	1
323	отнесены к	1	1
324	них он	1	1
325	роль в	3	1
326	не менее	6	1
327	не знать	1	1
328	и т	39	1
329	это происходит	3	1
330	перед собой	1	1
331	имеет своих	1	1
332	именно такую	1	1
333	на все	2	1
334	и могут	1	1
335	и жизнь	1	1
336	он возвращается	2	1
337	в иной	12	1
338	сравнению с	1	1
339	когда в	1	1
340	это было	2	1
341	но уже	5	1
342	чтобы убить	5	1
343	героя и	3	1
344	ли это	2	1
345	в момент	1	1
346	встречается только	1	1
347	все как	1	1
348	но мы	5	1
349	человеком и	2	1
350	и стал	2	1
351	а он	1	1
352	тогда как	1	1
353	могло бы	1	1
354	только теперь	2	1
355	гораздо больше	2	1
356	начнем с	1	1
357	становится не	1	1
358	бы в	1	1
359	только он	1	1
360	эти же	1	1
361	в них	3	1
362	на них	2	1
363	во всех	3	1
364	на свете	1	1
365	который он	1	1
366	к одному	1	1
367	которых можно	4	1
368	во всяком	1	1
369	и потому	2	1
370	это и	3	1
371	а чтобы	1	1
372	попал в	3	1
373	совершенно не	2	1
374	но как	2	1
375	более чем	1	1
376	чем же	1	1
377	он же	2	1
378	не является	1	1
379	так создается	1	1
380	в котором	2	1
381	же я	1	1
382	ему в	3	1
383	с самого	1	1
384	как нечто	1	1
385	и начинает	3	1
386	восходит к	1	1
387	которой он	2	1
388	эта связь	5	1
389	связи с	10	1
390	его а	1	1
391	можно выразиться	1	1
392	него есть	1	1
393	силы и	2	1
394	iii и	1	1
395	хотя бы	2	1
396	она не	7	1
397	связь и	1	1
398	чтобы он	3	1
399	на мысль	1	1
400	этом мы	2	1
401	когда я	1	1
402	того чтобы	3	1
403	и если	1	1
404	на другой	1	1
405	одну из	5	1
406	но не	8	1
407	в другом	2	1
408	в каких	1	1
409	между тем	1	1
410	представляет собой	8	1
411	быть не	1	1
412	в ней	8	1
413	к образу	2	1
414	вот почему	2	1
415	эта деталь	1	1
416	мы опять	3	1
417	ранней стадии	1	1
418	миф о	6	1
419	мы узнаем	2	1
420	в сибири	1	1
421	и чтобы	1	1
422	самом деле	2	1
423	он стал	2	1
424	из себя	4	1
425	этой связи	1	1
426	в развитии	2	1
427	в которой	4	1
428	в образах	1	1
429	лишь в	2	1
430	именно на	2	1
431	только один	3	1
432	никого не	1	1
433	а не	5	1
434	мысль что	1	1
435	а за	1	1
436	а по	3	1
437	только на	2	1
438	солнце а	1	1
439	старика и	1	1
440	есть и	3	1
441	она тоже	1	1
442	же говорит	1	1
443	чтобы она	2	1
444	один раз	2	1
445	в форме	5	1
446	сменяющие друг	1	1
447	и хотя	4	1
448	даже не	2	1
449	доходит до	1	1
450	не вполне	1	1
451	этого образа	1	1
452	в истории	7	1
453	по своей	1	1
454	он есть	1	1
455	в руку	1	1
456	человека с	2	1
457	что когда	3	1
458	ту же	2	1
459	это может	1	1
460	отца он	1	1
461	где мы	1	1
462	над ним	4	1
463	человека и	2	1
464	на всю	1	1
465	или как	3	1
466	самого начала	1	1
467	где и	1	1
468	должны были	3	1
469	жизни на	1	1
470	это его	1	1
471	перед ним	1	1
472	он еще	1	1
473	но этот	1	1
474	это же	4	1
475	могло быть	1	1
476	знает и	2	1
477	никогда в	1	1
478	к ним	2	1
479	или вообще	2	1
480	и еще	1	1
481	в книге	3	1
482	в точности	1	1
483	он в	3	1
484	к ней	2	1
485	что ты	1	1
486	как мы	9	1
487	со своими	3	1
488	судьба ее	1	1
489	им всем	1	1
490	во многом	1	1
491	на две	1	1
492	и о	2	1
493	ее не	3	1
494	в голове	2	1
495	его как	1	1
496	и служит	1	1
497	наряду с	7	1
498	той же	2	1
499	и др	6	1
500	затем он	1	1
501	по сравнению	1	1
502	это мы	3	1
503	он сказал	1	1
504	еще ничего	1	1
505	только по	1	1
506	считает что	2	1
507	характерно что	2	1
508	быть в	1	1
509	роль его	1	1
510	он бы	1	1
511	сел на	2	1
512	слова в	1	1
513	и от	1	1
514	и есть	3	1
515	рассказ об	1	1
516	с которым	3	1
517	отождествляется с	1	1
518	он показывает	1	1
519	ты мне	1	1
520	объясняется тем	1	1
521	на этот	2	1
522	никому не	1	1
523	является необходимой	1	1
524	они сами	2	1
525	заставляет ее	1	1
526	перед смертью	1	1
527	этого слова	1	1
528	например в	11	1
529	всех людей	3	1
530	право на	2	1
531	а это	1	1
532	но если	2	1
533	время он	1	1
534	в литературе	1	1
535	в области	1	1
536	и по	3	1
537	всяком случае	1	1
538	на котором	3	1
539	для чего	2	1
540	что сам	1	1
541	один по	1	1
542	это сказывается	1	1
543	превратился в	2	1
544	да мне	1	1
545	к ее	1	1
546	способ создания	1	1
547	носит в	1	1
548	он с	1	1
549	и наконец	2	1
550	некоторые черты	1	1
551	что на	1	1
552	дальнейшем он	1	1
553	на ту	1	1
554	с каким	1	1
555	не к	1	1
556	сердца но	2	1
557	строится на	2	1
558	в полночь	1	1
559	обратиться к	1	1
560	судя по	1	1
