N	2gram	Vygotskiy_	Literetu
187	тем не	6	5
188	к жизни	2	5
189	не знает	1	5
190	деятельности в	1	5
191	по аналогии	1	5
192	в себя	3	5
193	этом как	1	5
194	этой точки	4	5
195	между тем	10	5
196	так что	3	5
197	все более	2	5
198	эти слова	1	5
199	в силу	9	5
200	в сущности	3	5
201	и одновременно	3	5
202	идет о	2	5
203	автора и	1	5
204	быть не	2	5
205	вслед за	4	5
206	так как	19	5
207	мы не	14	5
208	как у	2	5
209	что и	14	5
210	однако не	3	5
211	как он	8	5
212	место в	3	5
213	или иной	3	5
214	в уме	1	5
215	все еще	2	5
216	что было	1	4
217	которая в	1	4
218	но тем	2	4
219	не бывает	2	4
220	в них	3	4
221	с тем	18	4
222	во всяком	10	4
223	входит в	7	4
224	для того	14	4
225	не всегда	1	4
226	в руках	1	4
227	только на	2	4
228	за собой	1	4
229	перед ним	4	4
230	как мы	14	4
231	во всей	3	4
232	к этому	5	4
233	не мог	4	4
234	бы то	1	4
235	мышления и	39	4
236	хотя и	2	4
237	все время	6	4
238	очевидно что	1	4
239	себе и	2	4
240	здесь как	1	4
241	могли бы	16	4
242	на этом	3	4
243	свое место	2	4
244	ту же	2	4
245	то ни	1	4
246	и что	15	4
247	за пределы	1	4
248	общего с	3	4
249	могут быть	9	4
250	можно сказать	2	4
251	на рубеже	1	4
252	о которой	1	4
253	сводится к	1	4
254	со всеми	9	4
255	и все	5	4
256	в пределах	1	4
257	отношения к	1	4
258	приводит к	5	4
259	бы не	1	4
260	знает что	1	4
261	аналогии с	2	4
262	все они	2	4
263	совершенно не	1	4
264	не является	13	4
265	тех же	2	4
266	более чем	1	4
267	в свою	4	4
268	на том	3	4
269	со всей	5	4
270	каждый из	2	4
271	художественное произведение	1	4
272	одной из	1	4
273	но это	7	4
274	таким образом	36	4
275	жизни не	1	4
276	свидетельствует о	1	4
277	для нас	6	4
278	на его	5	4
279	для которого	1	4
280	вовсе не	5	4
281	выше и	1	4
282	но при	1	4
283	один в	1	4
284	не оставляет	1	4
285	а по	3	4
286	такой же	4	4
287	на то	7	4
288	нуждается в	1	4
289	не надо	1	4
290	какого бы	1	3
291	все что	4	3
292	мы и	4	3
293	же и	2	3
294	окружающей его	1	3
295	в этих	4	3
296	по себе	11	3
297	речь идет	4	3
298	нам представляется	1	3
299	и того	5	3
300	вопрос о	2	3
301	он был	1	3
302	в сознание	1	3
303	во многих	3	3
304	к объективной	1	3
305	становится для	2	3
306	превращается в	1	3
307	так же	26	3
308	свою очередь	3	3
309	по которым	2	3
310	постановка проблемы	1	3
311	следующим образом	4	3
312	из трех	1	3
313	который в	4	3
314	с ним	4	3
315	не просто	3	3
316	жизни с	1	3
317	к общему	2	3
318	говорить о	1	3
319	после чего	1	3
320	что такое	1	3
321	а с	4	3
322	отношения между	6	3
323	не есть	5	3
324	это путь	1	3
325	в чем	2	3
326	той или	2	3
327	но как	4	3
328	для его	2	3
329	не сводится	1	3
330	решающее значение	1	3
331	же как	10	3
332	и является	2	3
333	но только	3	3
334	ту или	1	3
335	в историческом	2	3
336	он в	1	3
337	что для	1	3
338	его личности	1	3
339	в первой	1	3
340	и от	5	3
341	те кто	1	3
342	там где	4	3
343	себе как	1	3
344	не так	1	3
345	за ним	1	3
346	если в	3	3
347	во время	3	3
348	был бы	2	3
349	ним и	1	3
350	из которых	6	3
351	мы в	3	3
352	в отношении	14	3
353	целом ряде	1	3
354	себе не	1	3
355	не на	2	3
356	можно было	10	3
357	если не	1	3
358	если бы	12	3
359	с ней	4	3
360	так называемый	1	3
361	они не	4	3
362	не имеет	3	3
363	да и	1	3
364	вследствие этого	1	3
365	всей своей	1	3
366	которая не	5	3
367	ничего общего	4	3
368	своей жизни	1	3
369	речь в	3	3
370	бы и	2	3
371	такую же	1	3
372	в роли	4	3
373	того чтобы	15	3
374	относится к	1	3
375	из его	1	3
376	и тогда	2	3
377	не могло	1	3
378	направленной на	2	3
379	и до	1	3
380	в истории	9	3
381	как например	2	3
382	что же	1	3
383	в этот	1	3
384	между людьми	1	3
385	этом с	1	3
386	том же	3	3
387	здесь не	2	3
388	всяком случае	10	3
389	тот же	10	3
390	различие между	2	3
391	о нем	2	3
392	с чем	1	3
393	ее в	2	3
394	или иную	1	3
395	с их	3	3
396	все равно	4	3
397	в действительности	3	3
398	в какой	5	3
399	от слова	2	3
400	этой цели	1	3
401	все эти	9	3
402	но по	3	3
403	путь к	3	3
404	и потому	2	3
405	отказа от	1	3
406	он говорит	1	3
407	на один	5	3
408	как уже	8	3
409	также и	3	3
410	не по	2	3
411	когда он	5	3
412	высшая форма	1	3
413	стороны и	1	3
414	только то	1	3
415	еще на	1	3
416	числе и	3	3
417	же самое	9	3
418	отношение к	1	3
419	в ходе	1	3
420	есть не	1	3
421	в той	2	2
422	во всем	7	2
423	от него	1	2
424	историческом развитии	2	2
425	об отношении	2	2
426	в свое	2	2
427	над языком	1	2
428	на второй	1	2
429	тем как	4	2
430	время не	1	2
431	него в	1	2
432	и другими	2	2
433	в результате	6	2
434	является по	2	2
435	до последнего	1	2
436	их не	1	2
437	а напротив	1	2
438	подобного рода	1	2
439	черты в	1	2
440	и другим	2	2
441	вещей в	1	2
442	что по	2	2
443	на эту	1	2
444	собой не	2	2
445	роль в	5	2
446	совершенно новой	1	2
447	в это	1	2
448	так например	1	2
449	на первый	5	2
450	за то	1	2
451	действительности в	1	2
452	как носитель	1	2
453	мире не	1	2
454	в котором	3	2
455	не хуже	1	2
456	раз и	1	2
457	человека не	1	2
458	языка в	1	2
459	это последнее	1	2
460	два момента	1	2
461	даже и	1	2
462	собой как	1	2
463	но даже	1	2
464	при рассмотрении	1	2
465	с другим	1	2
466	которая по	1	2
467	между двумя	3	2
468	не об	1	2
469	приходит к	7	2
470	значительной степени	1	2
471	уже и	5	2
472	еще более	1	2
473	самом начале	1	2
474	сказать что	10	2
475	для всей	1	2
476	ключ к	5	2
477	и у	7	2
478	могло бы	4	2
479	путь от	1	2
480	имеем дело	2	2
481	слово не	1	2
482	речь не	4	2
483	еще одна	1	2
484	тем более	2	2
485	что развитие	4	2
486	быть вообще	1	2
487	по поводу	1	2
488	нам остается	2	2
489	к ее	1	2
490	гораздо более	1	2
491	к нему	1	2
492	объекта на	1	2
493	только не	2	2
494	что у	3	2
495	и мы	2	2
496	и столь	1	2
497	в психологии	1	2
498	внимание на	4	2
499	по мнению	1	2
500	согласно которой	1	2
501	целом но	3	2
502	с другими	3	2
503	не обладает	2	2
504	к достижению	1	2
505	и притом	1	2
506	но он	1	2
507	от тех	2	2
508	сами себе	1	2
509	тому что	3	2
510	не остается	1	2
511	в живом	3	2
512	лишь на	2	2
513	свое имя	2	2
514	и вместе	2	2
515	в ряду	1	2
516	так сказать	1	2
517	а только	1	2
518	не станем	5	2
519	человека а	1	2
520	слово как	1	2
521	бы в	5	2
522	остается в	2	2
523	складывается из	1	2
524	потребности в	1	2
525	если оно	1	2
526	не означает	2	2
527	в исторической	1	2
528	чтобы он	1	2
529	бы они	2	2
530	новых и	2	2
531	одно и	7	2
532	в истинном	1	2
533	и хотя	1	2
534	все выше	1	2
535	жизнь никогда	1	2
536	как известно	7	2
537	в школе	1	2
538	где каждый	2	2
539	целом и	2	2
540	человека и	6	2
541	что может	1	2
542	в общем	1	2
543	бы быть	2	2
544	и по	5	2
545	здесь мы	4	2
546	процесса в	7	2
547	в него	4	2
548	и ее	1	2
549	к более	1	2
550	мире и	1	2
551	однако и	2	2
552	та же	3	2
553	отношению ко	1	2
554	иначе говоря	2	2
555	как с	4	2
556	им как	1	2
557	переходит в	1	2
558	и который	1	2
559	тогда когда	10	2
560	отличное от	1	2
561	оно было	1	2
562	не идет	2	2
563	и при	3	2
564	что они	23	2
565	обнаруживается и	1	2
566	есть и	2	2
567	для них	3	2
568	и вновь	1	2
569	оно не	3	2
570	о природе	1	2
571	с этого	1	2
572	легко и	1	2
573	одновременно с	2	2
574	значение в	5	2
575	если это	2	2
576	к его	1	2
577	с ними	3	2
578	которого является	1	2
579	не будь	1	2
580	который не	3	2
581	и было	1	2
582	скажем в	1	2
583	перед нами	15	2
584	к той	2	2
585	свое время	2	2
586	это и	1	2
587	и более	4	2
588	ведь мы	1	2
589	в становлении	1	2
590	в значительной	1	2
591	из этих	5	2
592	так чтобы	2	2
593	на основе	29	2
594	цели с	1	2
595	время в	1	2
596	этот образ	1	2
597	для нее	1	2
598	в значении	2	2
599	или иных	1	2
600	от других	2	2
601	он становится	1	2
602	в совершенно	5	2
603	так называемого	1	2
604	и наоборот	1	2
605	а лишь	1	2
606	им в	3	2
607	ход мысли	1	2
608	но мы	1	2
609	побуждает и	2	2
610	нет и	1	2
611	впервые в	1	2
612	ко всей	1	2
613	мог бы	5	2
614	то для	1	2
615	начиная с	2	2
616	может оказаться	1	2
617	то она	1	2
618	всякий раз	2	2
619	который по	2	2
620	со словом	2	2
621	то как	2	2
622	где бы	1	2
623	не видит	1	2
624	у них	3	2
625	повествование о	2	2
626	этом случае	4	2
627	ему в	1	2
628	на вопрос	1	2
629	на три	1	2
630	в первый	2	2
631	мы имеем	6	2
632	не для	1	2
633	по этому	6	2
634	в русском	1	2
635	говорил он	2	2
636	от всех	2	2
637	в присутствии	1	2
638	что к	1	2
639	как утверждает	1	2
640	этом не	1	2
641	чем он	1	2
642	и где	1	2
643	виду не	1	2
644	в последнем	1	2
645	нас к	2	2
646	в любом	1	2
647	есть в	1	2
648	другом месте	3	2
649	в такой	3	2
650	ибо в	1	2
651	должен быть	1	2
652	и другого	2	2
653	раньше и	1	2
654	начале своего	1	2
655	и тех	2	2
656	и самого	1	2
657	в таком	4	2
658	а как	2	2
659	оно в	1	2
660	в поле	1	2
661	всю свою	1	2
662	могут служить	2	2
663	чистом виде	1	2
664	она не	1	2
665	в акте	1	2
666	в ход	5	2
667	дело не	1	2
668	характерный для	1	2
669	которые могли	1	2
670	исследования в	2	2
671	центральную проблему	1	2
672	в нашей	4	2
673	что нам	3	2
674	из своей	1	2
675	в большинстве	1	2
676	все та	1	2
677	ее развития	1	2
678	на это	1	2
679	только по	1	2
680	этом и	2	2
681	слова в	8	2
682	которое в	1	2
683	тех или	1	2
684	и новые	1	2
685	впоследствии в	1	2
686	цели но	1	2
687	не можем	4	2
688	что на	2	2
689	совершается в	1	2
690	здесь этот	1	2
691	высшей формы	3	1
692	роль по	1	1
693	к действительности	1	1
694	является в	4	1
695	в настоящем	2	1
696	мышления не	2	1
697	случае в	2	1
698	со всем	1	1
699	по тому	1	1
700	только что	5	1
701	в последнее	4	1
702	данной стадии	2	1
703	последней завершающей	1	1
704	которые не	5	1
705	в разрешении	1	1
706	и функционирует	1	1
707	порядка в	1	1
708	до него	1	1
709	общий для	1	1
710	случае мы	1	1
711	изменений и	1	1
712	дело с	3	1
713	выступает на	1	1
714	до самого	1	1
715	в ряде	4	1
716	общества но	1	1
717	к числу	1	1
718	вновь и	1	1
719	думаю что	1	1
720	в пользу	7	1
721	в общую	1	1
722	в некоторых	1	1
723	говорит о	1	1
724	с более	2	1
725	выступающих в	1	1
726	высшей формой	1	1
727	нас в	4	1
728	но наиболее	1	1
729	с той	3	1
730	роль слова	4	1
731	бессмысленное слово	1	1
732	в состав	1	1
733	понятий в	10	1
734	которую он	2	1
735	основанному на	1	1
736	всей ее	1	1
737	что слово	6	1
738	предполагает в	1	1
739	ко всем	2	1
740	более или	3	1
741	и новый	1	1
742	значение это	1	1
743	показывает нам	1	1
744	но все	4	1
745	а во-вторых	1	1
746	ни одна	1	1
747	тому подобные	1	1
748	истинном смысле	1	1
749	слова с	2	1
750	в построении	2	1
751	уже на	1	1
752	совпадают в	4	1
753	к другим	2	1
754	мы никогда	3	1
755	том или	1	1
756	в наиболее	1	1
757	остается сказать	1	1
758	стороны в	1	1
759	имеет место	4	1
760	этого типа	1	1
761	движется в	1	1
762	в собственном	12	1
763	ложный путь	1	1
764	их в	6	1
765	настаивает на	1	1
766	или ином	1	1
767	человеческой речи	9	1
768	задачи в	1	1
769	которая делает	1	1
770	что принято	2	1
771	целым рядом	3	1
772	как только	1	1
773	человека чем	1	1
774	чем бы	1	1
775	всем его	1	1
776	связано с	2	1
777	цели в	2	1
778	в дальнейшем	3	1
779	с этим	6	1
780	у которых	1	1
781	нам не	1	1
782	если судить	1	1
783	ситуации в	2	1
784	нам нет	1	1
785	ответить на	1	1
786	на этой	7	1
787	значение только	1	1
788	коренится в	1	1
789	вопросом и	1	1
790	центр внимания	1	1
791	было в	1	1
792	не могли	3	1
793	этой деятельности	1	1
794	которой он	2	1
795	чем за	1	1
796	время от	1	1
797	имеет в	2	1
798	в моменты	1	1
799	понятия в	8	1
800	почти исключительно	2	1
801	уже у	2	1
802	на ее	1	1
803	внутри себя	1	1
804	настолько что	1	1
805	а после	1	1
806	с нашим	1	1
807	имея в	1	1
808	точно и	1	1
809	следует отнести	1	1
810	но они	4	1
811	может служить	2	1
812	общения и	1	1
813	каждое слово	1	1
814	в различных	1	1
815	и когда	3	1
816	в игру	1	1
817	конечно не	1	1
818	и те	3	1
819	не что	2	1
820	от той	2	1
821	процессов в	1	1
822	бы там	1	1
823	самого начала	6	1
824	момента в	2	1
825	и начинает	1	1
826	а другой	3	1
827	и остается	1	1
828	дело и	1	1
829	на наших	1	1
830	день и	1	1
831	переход от	5	1
832	т.д но	1	1
833	вернуться к	1	1
834	из всех	2	1
835	этих последних	2	1
836	наряду с	3	1
837	места для	1	1
838	центральной части	1	1
839	в самое	1	1
840	на него	2	1
841	к которому	6	1
842	без того	1	1
843	же слова	3	1
844	входят в	1	1
845	в зависимости	6	1
846	это значит	6	1
847	которым в	1	1
848	приближаются к	1	1
849	говорит сам	2	1
850	на предмет	3	1
851	до какой	3	1
852	явную и	1	1
853	на котором	3	1
854	понятие о	1	1
855	возникает и	1	1
856	и живет	1	1
857	нас на	1	1
858	но так	2	1
859	деятельность на	1	1
860	этом же	2	1
861	деятельности направленной	1	1
862	с первого	3	1
863	начало и	1	1
864	и направляет	1	1
865	зрения для	1	1
866	но было	1	1
867	быть с	1	1
868	года жизни	4	1
869	представить себе	3	1
870	как справедливо	1	1
871	бы вполне	1	1
872	него как	1	1
873	этой задачи	2	1
874	то оно	1	1
875	оно оказывается	1	1
876	явления как	1	1
877	как другие	1	1
878	в восприятии	3	1
879	после того	1	1
880	здесь нет	1	1
881	как для	1	1
882	об одном	1	1
883	собой в	1	1
884	в состоянии	1	1
885	это открытие	1	1
886	что уже	3	1
887	идя по	1	1
888	обнаруживается в	1	1
889	мы знаем	10	1
890	вещь которая	1	1
891	или иными	2	1
892	не внутри	1	1
893	находится в	4	1
894	утверждает что	1	1
895	что при	3	1
896	единственное что	2	1
897	совершается на	2	1
898	составляют не	1	1
899	возможностей не	1	1
900	близким к	1	1
901	он однако	1	1
902	глаза на	1	1
903	в тот	1	1
904	расчленения и	1	1
905	в корне	2	1
906	данной вещи	1	1
907	до их	1	1
908	свет и	1	1
909	деятельность так	1	1
910	показал как	2	1
911	в следующем	4	1
912	не путем	1	1
913	видит в	2	1
914	процессе своего	1	1
915	всеми другими	2	1
916	чем в	4	1
917	или не	1	1
918	ее полноте	1	1
919	в интересах	1	1
920	в которой	4	1
921	что там	3	1
922	не о	1	1
923	говорит в	1	1
924	и отношения	4	1
925	ее от	1	1
926	рода не	1	1
927	на которое	1	1
928	теперь от	1	1
929	мышления что	1	1
930	опыта но	1	1
931	это мы	3	1
932	ряд и	2	1
933	он их	1	1
934	с самого	6	1
935	но для	2	1
936	и своего	1	1
937	сходство с	4	1
938	но само	1	1
939	между этими	2	1
940	на пути	2	1
941	теми или	2	1
942	по мере	1	1
943	ребенок до	1	1
944	в деле	7	1
945	между ними	6	1
946	также в	2	1
947	речевого общения	5	1
948	существу это	1	1
949	идет по	2	1
950	от этого	6	1
951	ними все	1	1
952	того и	2	1
953	и оказывается	1	1
954	отдельные слова	2	1
955	отличии от	1	1
956	комплексов в	1	1
957	а отнюдь	2	1
958	о которых	1	1
959	в свете	2	1
960	мы стремились	1	1
961	нечто принципиально	1	1
962	в первые	1	1
963	в смысле	9	1
964	полагает что	2	1
965	в эту	3	1
966	она становится	1	1
967	в других	2	1
968	сих пор	3	1
969	имеет ничего	1	1
970	к истине	1	1
971	какой степени	5	1
972	человек как	1	1
973	опираясь на	1	1
974	мы можем	13	1
975	это вполне	1	1
976	слово есть	1	1
977	находит свое	2	1
978	здесь впервые	2	1
979	образом является	1	1
980	это были	1	1
981	вообще в	2	1
982	составных частей	1	1
983	возникающая благодаря	1	1
984	но речь	1	1
985	говоря в	1	1
986	мы уже	8	1
987	возникающее в	1	1
988	все остальные	2	1
989	процессов к	1	1
990	личности и	1	1
991	но до	1	1
992	из ряда	3	1
993	в развитии	46	1
994	новые и	2	1
995	год и	1	1
996	предшествующим и	1	1
997	не были	1	1
998	не тем	2	1
999	не следуют	1	1
1000	так просто	1	1
1001	определенным образом	1	1
1002	в приведенном	1	1
1003	элементы в	1	1
1004	является одним	1	1
1005	такое что	1	1
1006	даже не	1	1
1007	бы уже	1	1
1008	также не	2	1
1009	для обеих	1	1
1010	из общего	1	1
1011	совершенно справедливо	1	1
1012	поведения как	2	1
1013	с таким	4	1
1014	когда мы	2	1
1015	она была	1	1
1016	многих случаях	1	1
1017	которых оно	1	1
1018	оно вообще	2	1
1019	полным основанием	3	1
1020	стороны он	2	1
1021	тот или	1	1
1022	же самого	3	1
1023	и воля	1	1
1024	бы его	1	1
1025	очевидна и	1	1
1026	говорят и	1	1
1027	это делает	1	1
1028	когда они	2	1
1029	приводят к	1	1
1030	однако нельзя	1	1
1031	поле и	1	1
1032	на отдельные	2	1
1033	лучше сказать	1	1
1034	это ни	1	1
1035	что только	1	1
1036	надобности в	1	1
1037	нам все	1	1
1038	предмет и	1	1
1039	процесса и	1	1
1040	конкретный предмет	3	1
1041	базируется на	1	1
1042	на место	2	1
1043	появляется у	1	1
1044	является общим	2	1
1045	независимо от	5	1
1046	всех этих	2	1
1047	есть ли	1	1
1048	как прежде	1	1
1049	что этот	2	1
1050	в один	4	1
1051	в одну	1	1
1052	и особенно	4	1
1053	одного и	5	1
1054	значения слов	5	1
1055	мы видели	8	1
1056	лишь по	1	1
1057	на относительно	1	1
1058	связях с	1	1
1059	которая и	1	1
1060	пути по	1	1
1061	не мешает	1	1
1062	первую очередь	2	1
1063	основе этой	1	1
1064	на деле	6	1
1065	было но	1	1
1066	до сих	3	1
1067	требуют их	1	1
1068	и этот	1	1
1069	и здесь	5	1
1070	является здесь	1	1
1071	в онтогенезе	1	1
1072	предметы и	1	1
1073	в основном	6	1
1074	с и	2	1
1075	в земной	1	1
1076	его с	1	1
1077	слово для	1	1
1078	с такой	1	1
1079	идет путем	1	1
1080	и закон	1	1
1081	и менее	1	1
1082	говорит и	2	1
1083	легко переходит	1	1
1084	представляют собой	1	1
1085	что это	8	1
1086	содержит в	2	1
1087	в картине	1	1
1088	своей сущности	1	1
1089	план не	1	1
1090	целого ряда	2	1
1091	если именно	1	1
1092	когда это	1	1
1093	и этого	1	1
1094	явление в	1	1
1095	предполагает не	1	1
1096	не исчерпывается	1	1
1097	поэтому в	3	1
1098	задолго до	2	1
1099	от общего	2	1
1100	в живых	1	1
1101	все те	1	1
1102	существенную для	1	1
1103	не принял	1	1
1104	и делает	1	1
1105	однако он	1	1
1106	глубокие изменения	1	1
1107	не могут	5	1
1108	слова у	4	1
1109	должен был	2	1
1110	смотреть на	1	1
1111	другой здесь	1	1
1112	ряде других	1	1
1113	приобретает в	1	1
1114	собой и	2	1
1115	однако мы	1	1
1116	и последующим	1	1
1117	мы говорим	1	1
1118	каждой новой	3	1
1119	не выходит	1	1
1120	предполагать что	1	1
1121	как при	1	1
1122	даже более	1	1
1123	а вне	1	1
1124	в различные	1	1
1125	с общим	1	1
1126	этот тип	3	1
1127	и действительно	1	1
1128	в процессе	33	1
1129	принято называть	2	1
1130	с целым	3	1
1131	в памяти	1	1
1132	есть нечто	1	1
1133	может стать	2	1
1134	от его	2	1
1135	никто не	1	1
1136	что иное	2	1
1137	правда не	1	1
1138	без которых	1	1
1139	в которых	3	1
1140	не приводит	2	1
1141	ключом к	4	1
1142	о котором	2	1
1143	и активно	1	1
1144	том как	1	1
1145	зависимости от	7	1
1146	это составляет	1	1
1147	в известном	6	1
1148	друг от	2	1
1149	к другому	2	1
1150	это самое	1	1
1151	результатом чего	1	1
1152	то здесь	1	1
1153	функции языка	1	1
1154	другой для	1	1
1155	интеллектуальной деятельности	10	1
1156	только одно	1	1
1157	этого они	1	1
1158	одним и	5	1
1159	т.д если	1	1
1160	в филогенезе	1	1
1161	этого явления	3	1
1162	слова которое	1	1
1163	в словесном	1	1
1164	отличается от	5	1
1165	восприятия а	1	1
1166	языка и	1	1
1167	что мы	18	1
1168	мышления или	1	1
1169	всем своеобразии	1	1
1170	более ранних	1	1
1171	это явление	2	1
1172	на какой	1	1
1173	совпадает с	7	1
1174	задний план	1	1
1175	путь он	1	1
1176	мы его	2	1
1177	путь которым	1	1
1178	это все	1	1
1179	и находится	1	1
1180	самого автора	1	1
1181	нам для	1	1
1182	именно на	1	1
1183	народов и	1	1
1184	и вся	1	1
1185	значение для	4	1
1186	снова и	1	1
1187	здесь о	1	1
1188	в диалектическом	1	1
1189	переходит к	1	1
1190	на основании	11	1
1191	в мир	1	1
1192	целый ряд	4	1
1193	ни были	2	1
1194	более и	1	1
1195	иным путем	1	1
1196	он есть	1	1
1197	в каком	3	1
1198	был начат	1	1
1199	синкретизма и	1	1
1200	и тяжелое	1	1
1201	образом не	2	1
1202	что здесь	2	1
1203	и там	1	1
1204	же общее	1	1
1205	мышления но	1	1
1206	исследования эти	1	1
1207	который свойствен	1	1
1208	на две	2	1
1209	самые различные	2	1
1210	если мы	12	1
1211	пользу такого	1	1
1212	во внешней	1	1
1213	и во	4	1
1214	принадлежит к	1	1
1215	тенденции к	1	1
1216	же мере	1	1
1217	за пределами	1	1
1218	только при	2	1
1219	именно то	1	1
1220	для всего	2	1
1221	путей к	1	1
1222	котором мы	1	1
1223	его связи	1	1
1224	на этот	5	1
1225	к изучению	2	1
1226	впечатлений в	1	1
1227	не стоит	2	1
1228	у которого	1	1
1229	глава в	1	1
1230	начала но	1	1
1231	человек но	1	1
1232	отказываемся от	1	1
1233	не свидетельствует	1	1
1234	значении в	1	1
1235	только потому	2	1
1236	и образуется	1	1
1237	значении слова	3	1
1238	исключительно в	1	1
1239	действительно таково	1	1
1240	последнего времени	1	1
1241	с того	1	1
1242	в другое	2	1
1243	обратиться к	1	1
1244	нашему мнению	2	1
1245	высшей степени	11	1
1246	это речь	2	1
1247	с предшествующим	2	1
1248	выбрать только	1	1
1249	поэтому было	1	1
1250	слова так	1	1
1251	именно к	1	1
1252	они возникают	1	1
1253	одних и	1	1
1254	постольку поскольку	2	1
1255	и прямо	1	1
1256	даже когда	1	1
1257	с известными	1	1
1258	когда речь	1	1
1259	выходит за	1	1
1260	ничем не	2	1
1261	многих других	3	1
1262	они оба	1	1
1263	из новых	1	1
1264	с материалом	1	1
1265	словом не	1	1
1266	способность к	1	1
1267	того как	5	1
1268	нас не	2	1
1269	однако как	1	1
1270	возникает в	2	1
1271	по своим	1	1
1272	на что	1	1
1273	тому чтобы	2	1
1274	которых он	2	1
1275	и принципиально	1	1
1276	или с	1	1
1277	ни на	3	1
1278	развитии и	2	1
1279	которое должно	1	1
1280	этом он	1	1
1281	входя в	1	1
1282	все это	8	1
1283	указание на	1	1
1284	устанавливает по	1	1
1285	в первую	2	1
1286	другого но	1	1
1287	силу и	1	1
1288	этого пути	1	1
1289	слова не	3	1
1290	средств и	1	1
1291	в виде	4	1
1292	людей что	1	1
1293	к построению	2	1
1294	в таких	1	1
1295	что ни	1	1
1296	от друга	2	1
1297	каковы бы	1	1
1298	речи становится	1	1
1299	или в	4	1
1300	когда оно	2	1
1301	как центральную	1	1
1302	начала в	1	1
1303	когда ребенок	2	1
1304	и вы	1	1
1305	который как	1	1
1306	не иметь	3	1
1307	но эта	1	1
