N	2gram	Propp_Isto	Psycholo
184	в таком	1	16
185	же как	7	16
186	и тем	2	16
187	так и	13	16
188	тому как	3	16
189	в результате	2	15
190	в них	2	15
191	только на	2	15
192	что именно	1	15
193	во всех	3	15
194	мы знаем	10	15
195	как говорит	1	15
196	могли бы	3	15
197	не могут	3	15
198	и так	3	15
199	о котором	1	15
200	на примере	1	15
201	и потому	3	15
202	в зависимости	3	15
203	не просто	5	15
204	которых мы	1	15
205	далеко не	1	15
206	еще не	14	15
207	для него	2	15
208	в частности	3	15
209	не можем	4	15
210	в совершенно	2	14
211	хотя бы	5	14
212	но он	5	14
213	главным образом	2	14
214	то время	3	14
215	это и	1	14
216	это только	1	14
217	того как	6	14
218	прежде всего	15	14
219	такой же	2	14
220	что на	1	14
221	те же	1	14
222	в жизни	2	14
223	при таком	2	14
224	не то	4	14
225	бы в	2	14
226	стоит только	1	14
227	столь же	2	14
228	показывает что	7	14
229	должна быть	5	14
230	этом отношении	1	14
231	с той	2	14
232	или в	6	14
233	по существу	7	14
234	есть только	3	14
235	в области	2	14
236	с ним	3	14
237	само по	2	14
238	именно в	5	13
239	не могли	1	13
240	точка зрения	2	13
241	а с	4	13
242	могла бы	3	13
243	отнюдь не	2	13
244	этот вопрос	7	13
245	знаем что	9	13
246	в той	1	13
247	речь идет	1	13
248	когда она	3	13
249	едва ли	2	13
250	и он	4	13
251	говорит он	1	13
252	могло бы	1	13
253	как он	5	13
254	должен был	6	13
255	со стороны	3	13
256	и другие	7	12
257	в этих	17	12
258	их в	7	12
259	не менее	7	12
260	в основу	2	12
261	в конечном	2	12
262	я не	5	12
263	в самой	1	12
264	тогда когда	2	12
265	сам по	1	12
266	и уже	1	12
267	состоит в	1	12
268	но если	4	12
269	и этот	1	12
270	и другое	2	12
271	и может	1	12
272	и очень	1	12
273	и с	5	12
274	например в	7	12
275	что по	1	12
276	как только	1	12
277	что этот	5	12
278	что не	2	12
279	что самое	1	12
280	действия и	3	12
281	характера и	1	12
282	ничего не	6	12
283	об этом	11	12
284	что эти	5	12
285	в нашей	2	12
286	так например	7	11
287	конечно не	2	11
288	не было	3	11
289	о смерти	7	11
290	не будет	1	11
291	мы видели	4	11
292	утверждать что	3	11
293	и сейчас	1	11
294	была бы	2	11
295	подобно тому	3	11
296	по сравнению	1	11
297	но мы	2	11
298	на этот	2	11
299	мы могли	2	11
300	уже в	2	11
301	мы никогда	1	11
302	бы мы	2	11
303	и других	1	11
304	отличие от	3	11
305	он должен	3	11
306	исходя из	1	11
307	исходит из	3	11
308	его в	15	11
309	были бы	2	11
310	образом и	1	11
311	и из	2	11
312	этого слова	1	11
313	на это	3	11
314	во всем	3	10
315	только из	2	10
316	в другом	6	10
317	в тех	4	10
318	не так	2	10
319	сами по	1	10
320	только тогда	1	10
321	именно на	2	10
322	как нельзя	1	10
323	в их	6	10
324	что ни	1	10
325	с теми	1	10
326	в одной	3	10
327	от него	1	10
328	должно быть	2	10
329	в состоянии	2	10
330	тому же	1	10
331	и у	1	10
332	но как	2	10
333	совсем не	1	10
334	надо сказать	4	10
335	и от	2	10
336	мы в	4	10
337	здесь мы	9	10
338	ее в	7	10
339	материала и	2	10
340	тому чтобы	1	10
341	это было	2	10
342	и между	3	10
343	и их	4	10
344	думается что	1	9
345	но что	2	9
346	не есть	2	9
347	так сказать	3	9
348	в действительности	2	9
349	вопрос о	8	9
350	на него	7	9
351	внимание на	1	9
352	и говорит	2	9
353	и следовательно	1	9
354	и та	1	9
355	мы будем	5	9
356	в него	2	9
357	с ее	2	9
358	бы не	1	9
359	его и	6	9
360	из его	1	9
361	на основании	1	9
362	в отличие	3	9
363	ответ на	3	9
364	в виде	2	9
365	совершенно точно	1	9
366	по своему	1	9
367	по его	3	9
368	на его	2	9
369	и по	4	9
370	в самых	1	9
371	оказывается что	1	9
372	тем самым	2	9
373	и ее	3	9
374	о чем	1	9
375	точно так	8	9
376	но все	9	9
377	мысль о	2	9
378	роль в	3	9
379	к чему	4	9
380	и именно	2	9
381	мы говорили	1	9
382	ту же	1	9
383	в силу	7	9
384	мы хотим	2	9
385	по этому	2	9
386	должен быть	3	9
387	том случае	1	9
388	именно это	2	9
389	и наконец	5	9
390	это значит	1	8
391	будто бы	4	8
392	и тот	3	8
393	при анализе	1	8
394	что же	4	8
395	он в	5	8
396	тем же	1	8
397	такое же	1	8
398	о нем	5	8
399	смысле этого	2	8
400	в такой	2	8
401	образом мы	3	8
402	этому поводу	2	8
403	и эта	1	8
404	которой мы	1	8
405	из всех	2	8
406	самое важное	1	8
407	и другими	1	8
408	представление о	3	8
409	целым рядом	1	8
410	исследования и	1	8
411	с другом	3	8
412	большей частью	2	8
413	наряду с	6	8
414	гораздо более	1	8
415	уже давно	1	8
416	чтобы понять	3	8
417	друг с	4	8
418	именно потому	2	8
419	кажется что	1	8
420	этом смысле	1	8
421	в нее	2	8
422	здесь совершенно	1	8
423	во время	5	8
424	к нему	3	8
425	же самая	1	8
426	верно что	1	8
427	в процессе	1	8
428	из которого	1	8
429	из области	1	8
430	и более	3	8
431	относится к	2	8
432	том как	3	8
433	мы получим	2	8
434	ссылается на	1	8
435	и во	1	8
436	он может	2	8
437	которую мы	1	8
438	стороны и	1	8
439	только то	1	8
440	он видит	3	7
441	не как	3	7
442	на которых	1	7
443	сам собой	1	7
444	от этого	2	7
445	представляет собой	7	7
446	чем это	5	7
447	на том	1	7
448	она в	1	7
449	только при	1	7
450	связи с	10	7
451	мы вправе	1	7
452	что такое	3	7
453	должны быть	4	7
454	для чего	1	7
455	в особенности	3	7
456	и дает	2	7
457	себе не	2	7
458	есть нечто	1	7
459	они не	8	7
460	который он	1	7
461	в течение	1	7
462	к ним	4	7
463	не существует	2	7
464	того или	1	7
465	к которой	2	7
466	это можно	1	7
467	для всех	2	7
468	к этой	5	7
469	и другую	1	7
470	нас в	2	7
471	одно из	2	7
472	если он	1	7
473	легче всего	1	7
474	которые мы	1	7
475	приходит к	2	7
476	в глаза	2	7
477	в нашем	1	7
478	от себя	1	7
479	о ней	1	7
480	время в	2	7
481	в качестве	8	7
482	и эти	4	7
483	к жизни	2	7
484	лежит в	2	7
485	видит в	2	7
486	на другой	2	7
487	бы его	2	7
488	и почему	3	7
489	же мы	1	7
490	а как	2	7
491	за ним	1	7
492	его мнению	2	7
493	если это	3	7
494	себя и	2	7
495	ее с	1	7
496	времени и	1	7
497	что здесь	9	7
498	в полном	1	7
499	здесь в	4	7
500	а на	1	7
501	отказаться от	2	7
502	дело в	3	7
503	до тех	1	7
504	слова в	2	7
505	смысл этого	1	6
506	даже в	5	6
507	более или	5	6
508	все дело	1	6
509	что действие	1	6
510	полагают что	1	6
511	он был	3	6
512	только как	1	6
513	что как	1	6
514	к этим	1	6
515	после этого	5	6
516	дело происходит	2	6
517	в сторону	1	6
518	в русской	7	6
519	не могла	2	6
520	почти всегда	1	6
521	обратимся к	3	6
522	образом в	2	6
523	всех этих	4	6
524	должны будем	4	6
525	в отношении	1	6
526	оно не	1	6
527	и затем	1	6
528	никто не	3	6
529	приводит к	3	6
530	да и	3	6
531	он же	1	6
532	у меня	4	6
533	тех пор	1	6
534	каждой из	1	6
535	и вся	1	6
536	как если	1	6
537	от других	1	6
538	каждый из	1	6
539	событий в	1	6
540	только с	4	6
541	ее на	2	6
542	нуждается в	1	6
543	то мы	6	6
544	в русском	2	6
545	показывают что	7	6
546	у всех	1	6
547	за этим	1	6
548	на нее	3	6
549	один и	2	6
550	не все	5	6
551	мы узнаем	1	6
552	к ней	3	6
553	которые в	3	6
554	мы сейчас	2	6
555	еще более	1	6
556	остановиться на	1	6
557	и которые	1	6
558	иначе как	1	6
559	имеет в	1	6
560	говорить о	1	6
561	не что	3	6
562	нам что	1	6
563	или менее	5	6
564	что иное	3	6
565	тем не	7	6
566	что под	1	6
567	это мы	1	6
568	и вместе	2	6
569	в себя	2	6
570	а только	3	6
571	очень часто	7	6
572	не дает	2	6
573	или же	1	6
574	уже не	3	6
575	о его	1	6
576	значит что	2	6
577	или иного	1	6
578	независимо от	1	6
579	почему он	1	6
580	его с	1	6
581	нас от	1	6
582	тот кто	3	6
583	то и	2	6
584	совпадают с	1	6
585	заметить что	2	6
586	ничем не	2	6
587	так в	7	6
588	нисколько не	3	6
589	или его	1	6
590	только после	3	6
591	иное как	3	6
592	совершается в	2	6
593	указывал на	1	5
594	тем как	1	5
595	а затем	4	5
596	между ними	2	5
597	мы получаем	1	5
598	здесь дело	1	5
599	на эту	3	5
600	им в	1	5
601	за ней	1	5
602	можно ли	1	5
603	и еще	1	5
604	к которому	5	5
605	во всей	2	5
606	каком отношении	1	5
607	но так	3	5
608	бы то	2	5
609	от начала	2	5
610	для объяснения	2	5
611	чем в	2	5
612	бы показать	1	5
613	дано в	1	5
614	следует понимать	1	5
615	между собой	4	5
616	а другой	2	5
617	в эту	3	5
618	эти слова	3	5
619	в известных	1	5
620	точку зрения	3	5
621	материала в	1	5
622	все остальное	1	5
623	оно может	2	5
624	где мы	1	5
625	которые он	1	5
626	в другой	4	5
627	нет никакого	1	5
628	вместо того	2	5
629	отношения к	2	5
630	к таким	2	5
631	у читателя	1	5
632	на вопрос	4	5
633	в круг	2	5
634	так чтобы	3	5
635	это все	1	5
636	быть не	2	5
637	значение и	2	5
638	и больше	1	5
639	и часто	4	5
640	ни одной	2	5
641	и наоборот	1	5
642	указывают на	1	5
643	она может	1	5
644	у них	2	5
645	нас не	3	5
646	зависит от	3	5
647	он как	1	5
648	мы нашли	3	5
649	и смысл	1	5
650	однако не	2	5
651	нас к	2	5
652	но она	2	5
653	в сборнике	1	5
654	роль и	1	5
655	социальной жизни	4	5
656	связь с	8	5
657	только для	3	5
658	но даже	1	5
659	но они	6	5
660	задачи и	1	5
661	так мы	1	5
662	которые с	1	5
663	не мог	4	5
664	то в	1	5
665	видели что	5	5
666	и эту	1	5
667	это будет	1	5
668	указать на	1	5
669	но еще	1	5
670	хотя и	1	5
671	здесь с	1	5
672	и за	1	5
673	не знает	7	5
674	и она	4	5
675	в других	3	5
676	именно как	1	5
677	спрашивается почему	2	5
678	будем иметь	1	5
679	это делает	2	5
680	не значит	1	5
681	из анализа	1	5
682	раз наоборот	1	5
683	в один	1	5
684	себя в	2	5
685	уяснить себе	2	5
686	представляют собой	9	5
687	вот как	2	5
688	в область	4	5
689	она и	2	5
690	знает что	1	5
691	еще и	2	5
692	не имеют	1	5
693	и тогда	3	5
694	он хочет	1	5
695	нет никакой	1	5
696	он дает	2	5
697	видим в	1	5
698	силу того	1	5
699	только о	2	5
700	отсюда совершенно	1	5
701	все они	1	5
702	легко заметить	1	5
703	это означает	2	5
704	а то	2	5
705	это очень	1	5
706	или что	1	5
707	в очень	4	5
708	можно показать	1	5
709	он указывает	1	5
710	человека в	1	5
711	то чего	4	5
712	его не	3	5
713	или не	1	5
714	дело не	8	5
715	идет речь	2	5
716	как из	1	5
717	одного из	1	5
718	все более	1	5
719	надо было	1	5
720	с которыми	1	4
721	с уверенностью	1	4
722	этот материал	4	4
723	является в	1	4
724	сама собой	1	4
725	характер и	1	4
726	и говорить	1	4
727	в действие	1	4
728	его от	1	4
729	с собой	2	4
730	или от	1	4
731	себя как	1	4
732	из всего	1	4
733	к другим	1	4
734	ход действия	3	4
735	нам в	1	4
736	человека не	1	4
737	в противоположность	1	4
738	должна была	1	4
739	для своей	1	4
740	находится в	6	4
741	и вдруг	1	4
742	то о	1	4
743	не найдем	1	4
744	это верно	1	4
745	помощи которого	1	4
746	не остается	1	4
747	в связи	7	4
748	одном из	1	4
749	мнение что	2	4
750	возникает из	2	4
751	одним словом	4	4
752	один раз	1	4
753	и хотя	1	4
754	верно и	1	4
755	должны были	9	4
756	или иное	1	4
757	объяснит нам	3	4
758	природы и	1	4
759	указанием на	2	4
760	можно с	1	4
761	к сожалению	3	4
762	можно сделать	1	4
763	и материал	1	4
764	что герой	13	4
765	сюжета и	1	4
766	можно назвать	3	4
767	автор не	1	4
768	ясно и	2	4
769	с которой	2	4
770	она дает	4	4
771	говорят что	5	4
772	конца и	1	4
773	одной из	6	4
774	здесь не	5	4
775	это одно	2	4
776	уже с	2	4
777	может не	1	4
778	где он	1	4
779	основана на	1	4
780	но эта	1	4
781	это еще	1	4
782	в стороне	4	4
783	сейчас увидим	1	4
784	эти две	2	4
785	бы нам	1	4
786	этого вопроса	3	4
787	деле мы	1	4
788	могут служить	1	4
789	также и	3	4
790	не по	2	4
791	не с	3	4
792	самое что	3	4
793	при всем	1	4
794	и вне	1	4
795	все еще	3	4
796	если она	1	4
797	вплоть до	2	4
798	себе а	2	4
799	к числу	1	4
800	строго говоря	1	4
801	перед ней	1	4
802	в некоторых	4	4
803	от этих	2	4
804	именно эти	1	4
805	в первом	1	4
806	по отношению	6	4
807	весь этот	1	4
808	что ее	2	4
809	в это	2	4
810	чтобы вызвать	1	4
811	рассматриваться как	1	4
812	в каких	3	4
813	приблизительно так	1	4
814	вот почему	2	4
815	что речь	1	4
816	так то	2	4
817	ней и	2	4
818	единичный случай	1	4
819	с этими	1	4
820	который в	2	4
821	и вместо	1	4
822	ее и	1	4
823	после того	2	4
824	мы читаем	1	4
825	именно из	1	4
826	т е	30	4
827	нигде не	2	4
828	сказал что	3	4
829	в свете	4	4
830	для анализа	1	4
831	материалом для	1	4
832	никакой другой	1	4
833	и нам	1	4
834	взглянуть на	1	4
835	это может	2	4
836	почему же	1	4
837	однако в	2	4
838	означает что	4	4
839	иметь случай	1	4
840	такие же	1	4
841	почти не	4	4
842	в языке	1	4
843	не на	2	4
844	в обратном	2	4
845	с ней	2	4
846	с ними	2	4
847	ли он	3	4
848	вытекает из	1	4
849	утверждают что	1	4
850	в истории	2	4
851	имеем в	4	4
852	и под	1	4
853	мог бы	3	4
854	не знаем	3	4
855	то здесь	2	4
856	сделать это	3	4
857	подойти к	2	4
858	высшей степени	1	4
859	дает нам	3	4
860	вывод что	2	4
861	бы на	1	4
862	и точно	1	4
863	исследования мы	1	4
864	он исходит	1	4
865	в ту	2	4
866	этой цели	1	4
867	по смыслу	2	4
868	но по	3	4
869	исходили из	2	4
870	к концу	1	4
871	к своему	3	4
872	ли не	1	4
873	это так	6	4
874	предположить что	2	4
875	что от	2	4
876	за то	3	4
877	страх и	1	4
878	так называемой	1	4
879	обстоит дело	4	4
880	к тем	1	4
881	что образ	2	4
882	в пределах	4	4
883	в понимании	1	4
884	и объяснить	1	3
885	в центре	1	3
886	что задача	1	3
887	здесь же	2	3
888	же и	3	3
889	с героем	2	3
890	а у	1	3
891	кроме того	3	3
892	в большей	1	3
893	какой бы	1	3
894	а есть	2	3
895	не столько	1	3
896	стоит в	3	3
897	жизнь в	1	3
898	происходит не	2	3
899	или на	7	3
900	меня в	1	3
901	этом примере	1	3
902	интересно что	1	3
903	на первый	2	3
904	всем его	1	3
905	связано с	2	3
906	можем сказать	1	3
907	начала до	1	3
908	мы рассмотрим	3	3
909	в объяснении	1	3
910	в этот	1	3
911	к своей	1	3
912	о них	1	3
913	на одну	1	3
914	в разных	2	3
915	он сам	1	3
916	на котором	5	3
917	все в	2	3
918	мышления и	1	3
919	как нам	2	3
920	здесь как	1	3
921	и чрезвычайно	1	3
922	которого он	1	3
923	с другими	2	3
924	лучше всего	2	3
925	как можно	2	3
926	есть еще	3	3
927	из важнейших	1	3
928	заключить что	2	3
929	была в	1	3
930	как таковое	1	3
931	их от	1	3
932	по одному	2	3
933	на земле	1	3
934	но когда	1	3
935	по необходимости	1	3
936	воздействия на	1	3
937	на другом	1	3
938	нами как	2	3
939	в наше	1	3
940	мы всегда	1	3
941	здесь на	2	3
942	иметь в	2	3
943	согласуется с	1	3
944	его как	2	3
945	она оказывается	1	3
946	этом не	1	3
947	прямом смысле	1	3
948	человеческого тела	1	3
949	героя в	6	3
950	оно было	1	3
951	уже знаем	3	3
952	от нас	1	3
953	в более	2	3
954	один человек	1	3
955	в форме	3	3
956	нам понять	2	3
957	с такими	2	3
958	это время	3	3
959	дело так	1	3
960	не трудно	1	3
961	чтобы изучить	1	3
962	нет ничего	2	3
963	то он	2	3
964	и состоит	1	3
965	на основе	6	3
966	только мы	1	3
967	перейдем к	1	3
968	этот случай	4	3
969	она начинает	1	3
970	в которую	3	3
971	вступает в	2	3
972	этого как	1	3
973	и об	1	3
974	переходит к	1	3
975	каждый день	1	3
976	утверждая что	1	3
977	мы дадим	1	3
978	общественного развития	1	3
979	еще в	2	3
980	не из	1	3
981	мы еще	4	3
982	этом случае	3	3
983	раз из	1	3
984	в последней	1	3
985	он и	3	3
986	слова а	1	3
987	в таких	4	3
988	стремление к	1	3
989	и я	1	3
990	со своей	1	3
991	но уже	3	3
992	связаны с	1	3
993	на них	2	3
994	это конечно	3	3
995	в полной	1	3
996	ему нужно	1	3
997	чистом виде	2	3
998	связь и	1	3
999	ни один	8	3
1000	рассматривать как	2	3
1001	могло быть	1	3
1002	разве не	2	3
1003	что можно	1	3
1004	пришел к	1	3
1005	нам как	1	3
1006	к работе	1	3
1007	он с	1	3
1008	мы обратимся	2	3
1009	ребенка и	2	3
1010	который должен	1	3
1011	же мысль	1	3
1012	привести к	3	3
1013	социальной и	2	3
1014	это легко	1	3
1015	совершенно ясен	1	3
1016	но автор	1	3
1017	ее основе	1	3
1018	ко всем	1	3
1019	равно как	1	3
1020	она является	1	3
1021	дело здесь	1	3
1022	его на	1	3
1023	там же	3	3
1024	в точном	1	3
1025	свою особую	1	3
1026	перед собой	1	3
1027	так если	2	3
1028	жизни а	1	3
1029	что им	1	3
1030	которой он	1	3
1031	часто в	1	3
1032	при рассмотрении	1	3
1033	одной общей	1	3
1034	ним и	1	3
1035	действительно так	1	3
1036	и показывают	1	3
1037	связь между	4	3
1038	существу своему	1	3
1039	уже как	1	3
1040	превращается в	4	3
1041	всего этого	1	3
1042	пока еще	1	3
1043	следующим образом	1	3
1044	имеем дело	1	3
1045	у этих	1	3
1046	он начинает	1	3
1047	какой степени	1	3
1048	этого и	1	3
1049	здесь нет	2	3
1050	впадает в	1	3
1051	ни было	2	3
1052	значение которое	1	3
1053	объяснить почему	1	3
1054	и соловей	1	3
1055	даже на	2	3
1056	действий и	1	3
1057	в угол	1	3
1058	одним из	2	3
1059	быть только	1	3
1060	но ведь	1	3
1061	совершенно иное	1	3
1062	в головах	1	3
1063	что их	3	3
1064	то ни	2	3
1065	не более	2	3
1066	хотя в	3	3
1067	ни одно	1	3
1068	даже не	2	3
1069	умирает и	1	3
1070	их и	1	3
1071	превратилась в	1	3
1072	на который	1	3
1073	нет все	1	3
1074	образы и	1	3
1075	найти в	1	3
1076	и др	11	3
1077	эпохи в	1	3
1078	бы быть	4	3
1079	чаще всего	1	3
1080	мы перейдем	1	3
1081	и ничего	1	3
1082	и должно	3	3
1083	поэтому совершенно	1	3
1084	о которой	1	3
1085	подходит к	1	3
1086	чтобы это	1	3
1087	что сюжет	2	3
1088	из тех	1	3
1089	состоит из	1	3
1090	которые могут	3	3
1091	дело идет	1	3
1092	совершенно естественно	2	3
1093	можно найти	2	3
1094	друг от	1	3
1095	ни к	3	3
1096	бы с	1	3
1097	это понятие	1	3
1098	чем то	1	3
1099	связана с	7	3
1100	такого рода	1	3
1101	к себе	2	3
1102	героя а	1	3
1103	и два	1	3
1104	очень хорошо	1	3
1105	к делу	2	3
1106	совершенно неожиданно	1	3
1107	к следующему	1	3
1108	только одна	2	3
1109	их с	1	3
1110	нам и	1	3
1111	увидим ниже	5	3
1112	они были	1	3
1113	в прямом	1	3
1114	отношению к	6	3
1115	чтобы выразить	1	3
1116	же не	3	3
1117	чем он	1	3
1118	но с	3	3
1119	от друга	1	3
1120	или иначе	1	3
1121	а также	2	3
1122	как таковая	2	3
1123	животных и	1	3
1124	очень много	10	3
1125	естественно что	1	3
1126	последнее время	1	3
1127	смерти в	1	3
1128	и оно	2	3
1129	хотя он	2	3
1130	узнает о	1	3
1131	оно в	2	3
1132	в руки	4	3
1133	может считаться	1	3
1134	что нужно	2	3
1135	по ним	1	3
1136	быть и	1	3
1137	составные части	2	3
1138	этот характер	1	3
1139	из своей	1	3
1140	у нее	4	3
1141	скажем что	1	3
1142	в отдельности	1	3
1143	в высшей	1	3
1144	и прежде	1	3
1145	мы хотели	1	3
1146	в новой	2	3
1147	и многие	1	3
1148	к каким	1	3
1149	они указывают	1	2
1150	что теория	1	2
1151	непригодна для	1	2
1152	мы постараемся	2	2
1153	если его	1	2
1154	нашли что	2	2
1155	впоследствии когда	3	2
1156	в пользу	2	2
1157	не зависит	1	2
1158	не хочет	1	2
1159	в общей	1	2
1160	остается при	1	2
1161	к рассмотрению	2	2
1162	что вопрос	2	2
1163	попасть в	4	2
1164	спросить себя	3	2
1165	уже на	2	2
1166	так это	1	2
1167	совершенно новой	1	2
1168	почему это	1	2
1169	есть то	1	2
1170	материала для	1	2
1171	который лежит	1	2
1172	если при	1	2
1173	говорится о	1	2
1174	можно не	1	2
1175	следовало бы	3	2
1176	в действиях	1	2
1177	видели в	1	2
1178	случаи когда	3	2
1179	и составляют	2	2
1180	ее так	2	2
1181	его утверждение	1	2
1182	ничто не	1	2
1183	у самого	1	2
1184	не всегда	9	2
1185	на пути	2	2
1186	есть продукт	1	2
1187	сюжета мы	1	2
1188	отметить что	1	2
1189	природы но	1	2
1190	эти вещи	2	2
1191	точке зрения	1	2
1192	тех случаев	1	2
1193	него не	1	2
1194	когда человек	1	2
1195	они должны	3	2
1196	формы при	1	2
1197	именно с	1	2
1198	узнает что	1	2
1199	или иным	1	2
1200	всего в	2	2
1201	д все	3	2
1202	свою работу	1	2
1203	герой и	1	2
1204	лишь тогда	1	2
1205	оно совершенно	1	2
1206	что хотя	1	2
1207	воздух и	1	2
1208	но из	1	2
1209	даже к	1	2
1210	он к	1	2
1211	нам удалось	1	2
1212	что уже	1	2
1213	этой же	1	2
1214	своей теории	1	2
1215	нет речи	1	2
1216	место где	1	2
1217	чт именно	1	2
1218	может оказаться	3	2
1219	в немецкой	4	2
1220	они будут	1	2
1221	тем больше	1	2
1222	словом в	1	2
1223	является и	1	2
1224	только она	1	2
1225	и некоторые	1	2
1226	как по	1	2
1227	перед необходимостью	1	2
1228	поэтому он	2	2
1229	что царь	2	2
1230	вводит в	2	2
1231	кто из	1	2
1232	а для	2	2
1233	а потом	4	2
1234	почему именно	2	2
1235	же обстоит	2	2
1236	чтобы герой	1	2
1237	это сделано	1	2
1238	уверенностью сказать	1	2
1239	говорит если	2	2
1240	с несомненностью	2	2
1241	с какой	1	2
1242	ее по-своему	1	2
1243	по своей	2	2
1244	себя за	2	2
1245	многих случаях	1	2
1246	не раз	1	2
1247	это приводит	2	2
1248	приводят к	1	2
1249	он до	1	2
1250	жизнь этого	1	2
1251	до наших	2	2
1252	есть работа	1	2
1253	шаг в	1	2
1254	происходит так	1	2
1255	себе как	1	2
1256	есть ли	1	2
1257	чтобы не	3	2
1258	еще одно	1	2
1259	доказывает что	2	2
1260	материал в	3	2
1261	от нее	1	2
1262	можно получить	1	2
1263	связи и	3	2
1264	раз он	1	2
1265	мы встречаем	1	2
1266	он нисколько	1	2
1267	непосредственно не	1	2
1268	себе представить	1	2
1269	бы составить	2	2
1270	с миром	1	2
1271	которого оно	1	2
1272	пребывает в	1	2
1273	что нельзя	2	2
1274	он на	1	2
1275	мы захотели	1	2
1276	она стоит	1	2
1277	события которые	1	2
1278	для них	1	2
1279	не ясно	1	2
1280	и одновременно	1	2
1281	которое как	1	2
1282	это положение	2	2
1283	с целью	2	2
1284	ведь она	1	2
1285	но никогда	1	2
1286	что такой	1	2
1287	и герой	3	2
1288	к какому	1	2
1289	думают что	1	2
1290	вследствие этого	2	2
1291	нет в	2	2
1292	такая точка	1	2
1293	как один	2	2
1294	и сделал	2	2
1295	впечатление что	2	2
1296	смерти то	1	2
1297	тем или	1	2
1298	в значительной	1	2
1299	вопросе о	1	2
1300	окажется что	1	2
1301	остается только	1	2
1302	те случаи	1	2
1303	которые можно	2	2
1304	и ему	1	2
1305	с того	3	2
1306	еще один	3	2
1307	было и	1	2
1308	нигде в	1	2
1309	мне не	2	2
1310	от которой	1	2
