N	2gram	Medvedev_U	Literetu
108	ни было	3	5
109	между тем	2	5
110	литературного произведения	1	5
111	в россии	4	5
112	в словах	1	5
113	быть не	1	5
114	мы не	2	5
115	что и	2	5
116	этот путь	1	5
117	что было	1	4
118	с тем	1	4
119	только для	1	4
120	входит в	1	4
121	не вполне	1	4
122	него не	1	4
123	к этому	1	4
124	бы то	3	4
125	очевидно что	3	4
126	в сторону	2	4
127	могли бы	2	4
128	свое место	1	4
129	то ни	3	4
130	и что	1	4
131	за пределы	1	4
132	могут быть	2	4
133	можно сказать	1	4
134	о которой	1	4
135	сводится к	2	4
136	и все	1	4
137	в пределах	1	4
138	приводит к	1	4
139	все они	2	4
140	более чем	2	4
141	художественное произведение	5	4
142	но это	2	4
143	таким образом	2	4
144	нас самих	1	4
145	в г	1	4
146	объекта и	1	4
147	и прежде	1	4
148	на его	1	4
149	на то	1	4
150	искусство как	1	4
151	художественное творчество	1	4
152	все что	1	3
153	мы и	2	3
154	о чем	2	3
155	по себе	2	3
156	нам представляется	2	3
157	он был	1	3
158	превращается в	2	3
159	установка на	1	3
160	крайней мере	2	3
161	этой же	1	3
162	что такое	4	3
163	как таковое	1	3
164	не есть	2	3
165	а для	1	3
166	же как	1	3
167	и является	2	3
168	он в	1	3
169	произведения в	1	3
170	такое искусство?	1	3
171	что для	1	3
172	путь и	1	3
173	должна быть	2	3
174	это уже	2	3
175	из которых	1	3
176	если не	2	3
177	если бы	2	3
178	в итоге	2	3
179	по крайней	2	3
180	бы и	2	3
181	объекта в	1	3
182	относится к	1	3
183	художественного впечатления	1	3
184	еще один	1	3
185	что же	1	3
186	в этот	1	3
187	тот же	1	3
188	ничего не	2	3
189	о нем	1	3
190	ее в	1	3
191	этого не	1	3
192	искусства как	2	3
193	от слова	1	3
194	но по	1	3
195	и потому	1	3
196	же самое	2	3
197	художественного произведения	2	3
198	искусства в	1	3
199	в той	1	2
200	стихотворений и	1	2
201	и возможностей	1	2
202	еще раз	1	2
203	в свое	1	2
204	время не	1	2
205	у кого	1	2
206	историю литературы	1	2
207	что по	1	2
208	на эту	2	2
209	поскольку он	1	2
210	искусство и	1	2
211	на первый	2	2
212	определяется не	1	2
213	первый взгляд	1	2
214	в котором	1	2
215	даже и	2	2
216	только как	1	2
217	но даже	2	2
218	словесного творчества	2	2
219	о литературе	1	2
220	всего что	1	2
221	сказать что	1	2
222	и у	2	2
223	быть в	1	2
224	тем более	1	2
225	как нам	1	2
226	как феномен	1	2
227	по мнению	1	2
228	не обладает	1	2
229	но он	1	2
230	исторической поэтики	1	2
231	слово как	1	2
232	бы в	1	2
233	остается в	1	2
234	в исторической	1	2
235	сюда же	1	2
236	друг другу	1	2
237	человека и	1	2
238	иначе говоря	1	2
239	переходит в	1	2
240	тогда когда	1	2
241	литературы как	1	2
242	впрочем в	1	2
243	что такой	1	2
244	было у	1	2
245	именно такой	1	2
246	эстетической реальности	1	2
247	в значительной	1	2
248	во мне	1	2
249	или иных	2	2
250	он становится	1	2
251	для читателя	1	2
252	нет и	1	2
253	впервые в	1	2
254	и хлебникова	1	2
255	вспять к	1	2
256	из первых	1	2
257	где бы	1	2
258	а.н веселовского	1	2
259	этом случае	1	2
260	произведения как	1	2
261	мы имеем	1	2
262	на роль	1	2
263	не для	1	2
264	в преодолении	1	2
265	впрочем не	1	2
266	при таком	2	2
267	в таком	1	2
268	а как	2	2
269	она не	1	2
270	реальности эстетического	1	2
271	которые могли	1	2
272	существование в	1	2
273	к которой	1	2
274	классицизму и	1	2
275	со своими	1	2
276	тех или	2	2
277	как целого	1	2
278	на слово	1	2
279	является в	2	1
280	несомненно что	1	1
281	с момента	1	1
282	никогда и	1	1
283	ней не	1	1
284	не меньшей	1	1
285	с самим	1	1
286	литературы а	1	1
287	в пользу	1	1
288	строго говоря	1	1
289	в некоторых	2	1
290	сам автор	1	1
291	нас в	2	1
292	у пушкина	1	1
293	более или	1	1
294	реальностью эстетического	1	1
295	из самых	1	1
296	приобретает характер	1	1
297	в наиболее	1	1
298	стороны в	1	1
299	их в	1	1
300	именно такую	1	1
301	впрочем для	1	1
302	художественного восприятия	1	1
303	смысл стихотворения	1	1
304	некоторыми другими	1	1
305	вот почему	7	1
306	к архитектонике	1	1
307	точно и	1	1
308	может служить	1	1
309	все в	1	1
310	в различных	1	1
311	поэтики это	1	1
312	иных приемов	1	1
313	конечно не	4	1
314	же автор	1	1
315	в не	1	1
316	художественном творчестве	2	1
317	представляется что	1	1
318	отдельности и	1	1
319	претензии на	1	1
320	ее как	1	1
321	деле есть	1	1
322	поверить алгеброй	1	1
323	есть конечно	1	1
324	это значит	1	1
325	в системе	2	1
326	как такового	3	1
327	что при	1	1
328	обладает реальностью	1	1
329	они до	1	1
330	методологии в	1	1
331	и характерную	1	1
332	столько же	1	1
333	в которой	1	1
334	не о	3	1
335	в произведении	1	1
336	произведение как	1	1
337	но для	1	1
338	место и	1	1
339	и всякого	1	1
340	сих пор	2	1
341	в.м жирмунского	4	1
342	вопроса о	2	1
343	его эстетической	1	1
344	с новой	1	1
345	мы можем	1	1
346	и быть	1	1
347	во главу	1	1
348	вообще в	1	1
349	момент является	1	1
350	поэтов и	1	1
351	для тех	1	1
352	на эстетику	1	1
353	себя на	1	1
354	является одним	1	1
355	такое что	1	1
356	даже не	1	1
357	что никакого	1	1
358	ролью в	1	1
359	несомненно и	1	1
360	что только	1	1
361	искусства вообще	1	1
362	приходится признать	2	1
363	независимо от	1	1
364	всех этих	2	1
365	есть ли	1	1
366	меньшей степени	2	1
367	что этот	1	1
368	еще одно	1	1
369	к сожалению	3	1
370	первую очередь	1	1
371	до сих	2	1
372	он уже	1	1
373	автора записок	1	1
374	тут мы	1	1
375	впадая в	1	1
376	пушкин и	1	1
377	художественном отношении	1	1
378	и этого	1	1
379	его на	1	1
380	слово поэта	1	1
381	с каждым	1	1
382	и сальери	1	1
383	и делает	1	1
384	не ставит	1	1
385	главу угла	1	1
386	не могут	2	1
387	слова у	1	1
388	не делает	1	1
389	и действительно	1	1
390	в процессе	1	1
391	широком и	1	1
392	в техническом	1	1
393	и так	1	1
394	же остается	1	1
395	состоит из	1	1
396	правда не	1	1
397	в которых	1	1
398	толстого и	1	1
399	о котором	1	1
400	в известном	1	1
401	ориентация на	1	1
402	но тут	1	1
403	и творчество	1	1
404	в словесном	1	1
405	восприятия а	1	1
406	что мы	2	1
407	художественных произведений	2	1
408	в современном	1	1
409	и вся	1	1
410	хлебникова но	1	1
411	метода то	1	1
412	было и	1	1
413	поэтика и	1	1
414	только часть	1	1
415	такая система	1	1
416	для изучения	1	1
417	но именно	1	1
418	только при	1	1
419	к изучению	1	1
420	обращение к	1	1
421	интерес не	1	1
422	и искусства	1	1
423	невозможна без	1	1
424	толстой в	1	1
425	нашему мнению	3	1
426	именно к	1	1
427	или просто	1	1
428	пафос его	1	1
429	говорил в	1	1
430	того как	1	1
431	слово что	1	1
432	неудивительно что	2	1
433	материала и	2	1
434	тому чтобы	1	1
435	литературной эпохи	1	1
436	все это	5	1
437	художественного задания	2	1
438	в первую	1	1
439	слова а	1	1
440	в виде	1	1
441	как автора	1	1
442	к построению	1	1
443	и понятий	1	1
444	материал для	2	1
445	отказаться от	1	1
446	и вы	1	1
447	в эстетический	1	1
448	или даже	1	1
449	словами как	1	1
450	не столь	1	1
451	по его	1	1
452	это было	2	1
453	с другом	1	1
454	или менее	1	1
455	не все	2	1
456	бы ни	1	1
457	бы это	1	1
458	не впадая	1	1
459	вообще очень	1	1
460	часто встречается	1	1
461	отсюда и	1	1
462	его претензии	1	1
463	и эстетической	1	1
464	не следует	3	1
465	иначе в	1	1
466	бы послужить	1	1
467	и вне	1	1
468	данного произведения	1	1
469	взгляд представляется	1	1
470	он знает	1	1
471	идет не	1	1
472	в период	1	1
473	и эта	1	1
474	которое мы	1	1
475	конце концов	2	1
476	жанра но	1	1
477	как живой	1	1
478	по нашему	3	1
479	само по	1	1
