N	2gram	Voloshinov	Myshleni
221	независимо от	5	19
222	в той	5	19
223	словом и	3	19
224	с развитием	2	19
225	с ним	2	19
226	внутреннюю речь	3	19
227	в себя	1	19
228	мы говорили	2	19
229	из которых	3	19
230	речь в	1	19
231	к действительности	1	18
232	во всей	1	18
233	одного и	1	18
234	но это	2	18
235	приходит к	1	18
236	слов и	7	18
237	в этих	2	17
238	в своих	2	17
239	их в	3	17
240	в одном	4	17
241	я не	1	17
242	не есть	2	17
243	сих пор	2	17
244	и той	7	17
245	до сих	1	17
246	в свою	6	17
247	тем же	4	17
248	до конца	2	17
249	и для	3	17
250	для этого	2	17
251	все что	1	17
252	иначе как	1	17
253	и того	1	17
254	у него	1	17
255	ту же	2	17
256	речь есть	2	17
257	и речь	2	17
258	и от	7	17
259	и есть	1	17
260	совпадает с	1	17
261	обе эти	1	17
262	и другие	1	16
263	одной и	4	16
264	в которых	2	16
265	языка и	4	16
266	слово и	3	16
267	мы имеем	2	16
268	вовсе не	2	16
269	к одному	1	16
270	и даже	3	16
271	между двумя	2	16
272	между отдельными	1	16
273	то в	1	16
274	видели что	3	16
275	в мысли	1	16
276	для нас	3	16
277	которые в	2	16
278	которую мы	1	16
279	тому как	1	16
280	таким же	2	16
281	является в	1	15
282	процессе развития	1	15
283	что при	1	15
284	от этого	1	15
285	и это	8	15
286	и является	5	15
287	этого процесса	1	15
288	внутренней речью	1	15
289	на все	1	15
290	тем более	1	15
291	хотя бы	18	15
292	в начале	3	15
293	те же	5	15
294	между этими	1	15
295	к мысли	1	15
296	но как	2	15
297	представить себе	3	15
298	том же	2	15
299	ничего не	8	15
300	вообще не	1	15
301	является не	1	15
302	который мы	2	15
303	когда он	1	15
304	уже говорили	1	14
305	но что	3	14
306	свою очередь	4	14
307	одно и	6	14
308	точка зрения	4	14
309	что у	3	14
310	очевидно что	2	14
311	что для	1	14
312	точку зрения	6	14
313	и здесь	3	14
314	связанные с	2	14
315	только тогда	2	14
316	одним из	1	14
317	одной из	2	14
318	он должен	3	14
319	учения о	1	14
320	не можем	1	14
321	о чем	2	14
322	говорили выше	1	14
323	когда мы	6	14
324	значение для	1	14
325	и во	1	14
326	с его	8	14
327	же мере	1	14
328	значений слов	2	14
329	к которым	1	14
330	об этом	3	14
331	что эти	3	14
332	своем развитии	1	13
333	в действительности	1	13
334	с другими	2	13
335	если в	1	13
336	в основном	1	13
337	смысле слова	1	13
338	мы имели	2	13
339	путь развития	1	13
340	в виде	1	13
341	другом месте	1	13
342	на его	6	13
343	отнюдь не	10	13
344	она не	1	13
345	человека и	2	13
346	для всех	2	13
347	как они	1	13
348	но все	5	13
349	по самой	1	13
350	слова как	4	13
351	с ней	2	13
352	в состоянии	1	13
353	лишь в	4	13
354	речи так	1	13
355	в меру	1	13
356	факт что	1	13
357	благодаря этому	1	13
358	совершается в	1	13
359	даже в	1	12
360	а затем	1	12
361	на первый	2	12
362	только на	3	12
363	ясно что	2	12
364	что слово	1	12
365	должны были	2	12
366	за пределы	1	12
367	тем и	2	12
368	с их	1	12
369	в одной	1	12
370	и потому	2	12
371	свое выражение	3	12
372	еще более	2	12
373	к нему	2	12
374	несмотря на	3	12
375	в ее	3	12
376	тем не	1	12
377	тому же	2	12
378	это мы	1	12
379	выражение в	3	12
380	наших исследований	1	12
381	были бы	4	12
382	которых мы	1	12
383	никак не	1	12
384	мог бы	1	12
385	это и	1	12
386	в ней	8	12
387	они являются	1	11
388	с собой	2	11
389	ключ к	1	11
390	и которое	1	11
391	отношения к	3	11
392	мы будем	6	11
393	и при	2	11
394	к установлению	1	11
395	в каком	2	11
396	развития речи	1	11
397	друг другу	2	11
398	ответ на	3	11
399	на самом	3	11
400	есть в	1	11
401	речи то	2	11
402	остановиться на	1	11
403	одно из	1	11
404	например в	1	11
405	что этот	1	11
406	мы увидим	5	11
407	и другой	1	11
408	наряду с	1	11
409	речи если	1	11
410	гораздо более	2	11
411	не знает	3	11
412	в конце	6	11
413	он в	1	11
414	что нам	1	11
415	слово в	2	11
416	лежит в	1	11
417	или менее	1	11
418	в пределах	2	11
419	к пониманию	1	11
420	нуждается в	3	11
421	и наконец	5	11
422	есть не	2	11
423	вслед за	1	10
424	каким образом	1	10
425	процессе образования	1	10
426	в основу	1	10
427	что именно	4	10
428	бы что	1	10
429	в следующем	1	10
430	и отношения	1	10
431	но для	3	10
432	что такое	4	10
433	одного из	1	10
434	связи и	1	10
435	в другой	1	10
436	этот процесс	2	10
437	не совпадает	1	10
438	тот факт	1	10
439	мы называем	4	10
440	от развития	1	10
441	на развитие	2	10
442	у нас	4	10
443	перейти к	2	10
444	но вместе	1	10
445	или иной	6	10
446	из всех	1	10
447	за собой	1	10
448	речью и	1	10
449	и т.п	25	10
450	нам остается	1	10
451	что его	1	10
452	не иначе	1	10
453	вопроса о	4	10
454	здесь мы	3	10
455	процесса в	1	10
456	во второй	3	10
457	как с	2	10
458	речь как	1	10
459	если не	3	10
460	в конечном	1	10
461	на каждом	1	10
462	относится к	2	10
463	и слово	3	10
464	чем он	1	10
465	и слова	1	10
466	с той	1	10
467	в нашей	2	10
468	и до	1	9
469	конечном счете	1	9
470	связано с	2	9
471	понятно что	1	9
472	как по	1	9
473	той или	4	9
474	более или	1	9
475	должны быть	1	9
476	в тех	3	9
477	та же	3	9
478	зависит от	2	9
479	и поэтому	3	9
480	оно является	2	9
481	что же	8	9
482	может не	1	9
483	но эта	2	9
484	этого вопроса	1	9
485	также и	2	9
486	не с	3	9
487	место в	2	9
488	как только	4	9
489	поэтому мы	1	9
490	говорить о	1	9
491	не то	1	9
492	и он	2	9
493	находит свое	2	9
494	помощью которого	1	9
495	на отдельные	2	9
496	в первой	2	9
497	одном и	2	9
498	мы в	3	9
499	еще в	1	9
500	совершенно не	3	9
501	он может	1	9
502	хотя и	3	9
503	в самой	1	9
504	этой стадии	1	9
505	или в	2	9
506	речи это	2	9
507	что перед	2	9
508	должен быть	2	9
509	само по	1	9
510	не как	1	8
511	из двух	2	8
512	о котором	1	8
513	предметов и	1	8
514	увидим что	2	8
515	и те	2	8
516	одному и	1	8
517	эти три	2	8
518	почти всегда	1	8
519	главным образом	3	8
520	речи именно	1	8
521	поэтому в	1	8
522	внешняя речь	3	8
523	в течение	1	8
524	еще один	1	8
525	наших глазах	1	8
526	все равно	1	8
527	образом в	1	8
528	на одном	2	8
529	и тому	3	8
530	мы наблюдаем	1	8
531	дело с	1	8
532	не являются	1	8
533	связь с	2	8
534	где они	1	8
535	что слова	3	8
536	убедиться в	1	8
537	какой степени	1	8
538	не мог	3	8
539	в заключение	1	8
540	собой и	1	8
541	значением слова	2	8
542	во внимание	1	8
543	и отношение	1	8
544	себе и	2	8
545	стоит только	1	8
546	во время	1	8
547	должен был	1	8
548	со стороны	1	8
549	одним и	1	8
550	и тогда	2	8
551	что я	1	8
552	связан с	1	8
553	форм и	1	8
554	в более	1	8
555	только то	1	8
556	еще на	1	8
557	самой своей	1	8
558	в таком	1	7
559	в разных	3	7
560	и сам	2	7
561	этой речи	1	7
562	на него	4	7
563	развития мы	1	7
564	в живом	5	7
565	больше и	2	7
566	в общем	1	7
567	всех этих	1	7
568	содержит в	1	7
569	и делает	1	7
570	говорили что	1	7
571	его и	3	7
572	в значительной	2	7
573	при анализе	1	7
574	которым мы	1	7
575	у них	3	7
576	и том	2	7
577	находятся в	2	7
578	исследования мы	1	7
579	которых он	1	7
580	с теми	1	7
581	связаны с	4	7
582	на один	1	7
583	позволяет нам	1	7
584	решающую роль	1	7
585	все больше	2	7
586	же в	1	7
587	которой мы	4	7
588	каждого отдельного	1	7
589	с более	1	7
590	за ним	1	7
591	в жизни	2	7
592	которые являются	2	7
593	не существует	4	7
594	которой он	1	7
595	представления о	1	7
596	но они	1	7
597	до того	3	7
598	слово не	4	7
599	от действительности	1	7
600	благодаря тому	1	7
601	речи или	1	7
602	именно потому	1	7
603	значений в	1	7
604	развитие и	1	7
605	его с	1	7
606	отличаются от	1	7
607	с ними	1	7
608	не имеют	1	7
609	при помощи	1	7
610	без всякого	1	7
611	принадлежит к	1	7
612	ничем не	2	7
613	здесь в	1	7
614	сознания и	1	7
615	слова не	2	7
616	это слово	2	7
617	он говорит	2	7
618	в ход	1	7
619	с понятием	1	7
620	только один	1	6
621	к внешней	1	6
622	уже не	4	6
623	ко всей	1	6
624	есть речь	1	6
625	как например	2	6
626	раз и	1	6
627	что всякое	3	6
628	это же	2	6
629	себе в	2	6
630	указывают на	1	6
631	то о	1	6
632	всего в	4	6
633	т.е от	2	6
634	не остается	1	6
635	каждой отдельной	1	6
636	в каждом	4	6
637	нашего сознания	2	6
638	тот момент	1	6
639	значение и	2	6
640	к правильному	1	6
641	оно может	1	6
642	как к	1	6
643	том и	1	6
644	в словах	4	6
645	слов которые	1	6
646	ни на	3	6
647	бы и	2	6
648	и больше	2	6
649	нет и	3	6
650	только потому	2	6
651	мы показали	4	6
652	себе что	1	6
653	при исследовании	1	6
654	или даже	2	6
655	бы мы	3	6
656	и вообще	2	6
657	и эти	1	6
658	образом мы	1	6
659	заключает в	4	6
660	т.д и	5	6
661	само собой	4	6
662	в разговоре	2	6
663	что было	3	6
664	для возникновения	1	6
665	этот момент	1	6
666	говорит о	1	6
667	что то	2	6
668	иное отношение	1	6
669	целым рядом	1	6
670	действительности в	1	6
671	ответить на	2	6
672	не что	4	6
673	является как	1	6
674	перед ним	3	6
675	одна из	1	6
676	что иное	2	6
677	слов в	4	6
678	этими двумя	1	6
679	к чему	2	6
680	ли оно	1	6
681	речевого общения	8	6
682	словесных значений	1	6
683	точек зрения	5	6
684	могло бы	1	6
685	для его	1	6
686	что может	1	6
687	самым существенным	1	6
688	как таковой	3	6
689	различие в	2	6
690	равным образом	1	6
691	слова мы	2	6
692	может стать	3	6
693	именно поэтому	1	6
694	знает что	1	6
695	всей своей	1	6
696	еще и	2	6
697	тех же	1	6
698	роль в	3	6
699	из которого	1	6
700	увидим ниже	1	6
701	социальной среды	1	6
702	раз навсегда	1	6
703	и понимания	1	6
704	ли не	2	6
705	предположить что	1	6
706	она должна	1	6
707	нужно было	2	6
708	мы встречаемся	1	6
709	останавливаться на	2	6
710	и о	1	6
711	для образования	1	6
712	иное как	2	6
713	связанных между	1	5
714	формы в	1	5
715	кроме того	2	5
716	или на	1	5
717	из всего	2	5
718	в противоположность	1	5
719	только как	1	5
720	что представляет	1	5
721	в вопросе	1	5
722	к ним	1	5
723	мысль которая	1	5
724	слово как	8	5
725	о связи	1	5
726	отдельные элементы	1	5
727	ближе к	1	5
728	все его	1	5
729	об одном	1	5
730	выступает в	1	5
731	того в	1	5
732	мысли мы	1	5
733	если я	1	5
734	деятельности и	3	5
735	эти слова	9	5
736	человека мы	1	5
737	в него	2	5
738	мы пытаемся	1	5
739	стадии своего	2	5
740	мы приходим	1	5
741	которые он	1	5
742	для них	2	5
743	сам с	1	5
744	сейчас же	1	5
745	он является	1	5
746	и второй	1	5
747	являются как	1	5
748	действительность в	1	5
749	на две	1	5
750	в данной	4	5
751	котором мы	1	5
752	они возникают	1	5
753	только его	1	5
754	то мы	3	5
755	однако не	1	5
756	всего сказанного	1	5
757	все они	1	5
758	от всех	1	5
759	мы никогда	5	5
760	связь и	3	5
761	язык и	9	5
762	один шаг	1	5
763	оказывается что	1	5
764	человека с	2	5
765	человеческого сознания	1	5
766	ни один	2	5
767	совершенно иначе	2	5
768	социальной среде	2	5
769	и ту	2	5
770	на эти	2	5
771	т.е в	1	5
772	свою мысль	1	5
773	когда в	1	5
774	в новом	1	5
775	но даже	2	5
776	но то	1	5
777	значительной степени	2	5
778	тех случаях	2	5
779	первостепенное значение	1	5
780	быть в	1	5
781	это так	1	5
782	что говорит	1	5
783	не просто	4	5
784	себя в	4	5
785	является необходимым	1	5
786	ситуации и	10	5
787	и весь	1	5
788	на протяжении	1	5
789	может иметь	1	5
790	нашей мысли	1	5
791	и оказывается	1	5
792	бы к	1	5
793	это как	1	5
794	другими словами	7	5
795	в форме	6	5
796	вопрос в	1	5
797	протекает в	1	5
798	был бы	2	5
799	связанное с	1	5
800	о которой	1	5
801	из тех	1	5
802	видим что	2	5
803	о языке	2	5
804	заметить что	3	5
805	ответа на	1	5
806	речи можно	1	5
807	слова но	3	5
808	случаях когда	2	5
809	этим самым	1	5
810	знаком и	1	5
811	человека к	1	5
812	в наши	1	5
813	а из	1	5
814	конце концов	3	5
815	дело не	1	5
816	говоря о	1	5
817	прежде чем	2	5
818	он пользуется	1	4
819	в середине	2	4
820	первой и	1	4
821	зрения на	3	4
822	языке и	1	4
823	тем как	1	4
824	речи во	2	4
825	но ведь	6	4
826	роль слова	1	4
827	из ее	1	4
828	вот что	1	4
829	на эту	2	4
830	так например	1	4
831	языка в	2	4
832	ничто не	1	4
833	что вся	2	4
834	чего не	1	4
835	знака в	1	4
836	общения и	4	4
837	и когда	2	4
838	и другом	1	4
839	конечно не	3	4
840	отношения и	1	4
841	нас на	1	4
842	не происходит	1	4
843	которого он	1	4
844	с нашей	1	4
845	слова то	1	4
846	не путем	1	4
847	не было	2	4
848	или не	1	4
849	как таковое	2	4
850	быть может	3	4
851	смысловой и	1	4
852	речевое общение	7	4
853	так сказать	4	4
854	из слов	1	4
855	и та	1	4
856	новое слово	1	4
857	ту сторону	1	4
858	участвуют в	1	4
859	для построения	1	4
860	можно с	1	4
861	должны будем	1	4
862	и сами	1	4
863	одним словом	1	4
864	зависимость между	3	4
865	была бы	1	4
866	опираться на	1	4
867	в работах	1	4
868	мы начинаем	1	4
869	же слово	2	4
870	в определенной	1	4
871	к той	3	4
872	этой второй	2	4
873	сейчас не	1	4
874	и вот	3	4
875	с которой	1	4
876	и вся	1	4
877	которому мы	1	4
878	два независимых	1	4
879	здесь не	2	4
880	и после	1	4
881	не из	2	4
882	нас не	2	4
883	нам не	1	4
884	к самой	1	4
885	слова которые	1	4
886	в каждой	1	4
887	можем не	2	4
888	вопросе о	1	4
889	отношений которые	1	4
890	возникают и	1	4
891	того или	5	4
892	то он	3	4
893	одни и	2	4
894	которые существуют	1	4
895	к которой	1	4
896	или как	6	4
897	как будто	1	4
898	это на	1	4
899	культурного развития	2	4
900	и звуковой	1	4
901	от этих	1	4
902	к более	1	4
903	если он	3	4
904	наблюдаем в	1	4
905	в наиболее	1	4
906	слов как	1	4
907	и самое	1	4
908	в одно	1	4
909	в дальнейшем	2	4
910	найденные нами	1	4
911	этом мы	3	4
912	как между	1	4
913	двух речевых	1	4
914	вопроса об	1	4
915	превращается в	1	4
916	же слова	1	4
917	входят в	1	4
918	которыми мы	1	4
919	до какой	1	4
920	мы как	2	4
921	мы попытаемся	1	4
922	от тех	1	4
923	про себя	2	4
924	возникновения и	2	4
925	и характер	1	4
926	нам в	3	4
927	но при	3	4
928	и одновременно	1	4
929	его не	2	4
930	большей степени	1	4
931	этот предмет	1	4
932	однако в	2	4
933	необходимым условием	4	4
934	уяснить себе	2	4
935	является наиболее	3	4
936	к одной	1	4
937	из общей	1	4
938	от общего	1	4
939	одну и	2	4
940	с целым	1	4
941	возможность перехода	1	4
942	совершенно иной	1	4
943	и если	1	4
944	тому или	1	4
945	цели и	1	4
946	понятия о	1	4
947	в гораздо	1	4
948	короче говоря	3	4
949	ему в	1	4
950	такое же	1	4
951	и эта	3	4
952	приходим к	1	4
953	путь к	1	4
954	общественной жизни	10	4
955	звуковой комплекс	1	4
956	внешней речью	3	4
957	и тех	1	4
958	долгое время	3	4
959	всю свою	1	4
960	думать что	1	4
961	или иному	1	4
962	чем говорится	1	4
963	гораздо большей	1	4
964	всегда оказывается	1	4
965	жизни и	3	4
966	важную роль	2	4
967	не к	4	4
968	не слово	1	3
969	мы найдем	2	3
970	и лишь	1	3
971	и становятся	1	3
972	или иных	3	3
973	понять это	1	3
974	становится совершенно	1	3
975	и само	3	3
976	и именно	1	3
977	деятельности не	1	3
978	у человека	2	3
979	весь ход	1	3
980	зрения с	1	3
981	речи тем	1	3
982	но главным	1	3
983	уже у	1	3
984	всем этим	1	3
985	должна была	2	3
986	к объективной	1	3
987	остается ничего	1	3
988	языка не	1	3
989	в голове	1	3
990	он так	1	3
991	эти вопросы	2	3
992	между говорящими	2	3
993	именно с	2	3
994	названия в	1	3
995	процесс их	1	3
996	или иными	1	3
997	мы легко	3	3
998	слов то	1	3
999	является тем	1	3
1000	они будут	1	3
1001	как можно	1	3
1002	является чем-то	1	3
1003	и сознания	2	3
1004	до крайности	1	3
1005	в правильности	1	3
1006	что связь	1	3
1007	чрезвычайно важно	3	3
1008	мы это	1	3
1009	или иная	1	3
1010	одном из	1	3
1011	вне которой	2	3
1012	чтобы он	1	3
1013	этих трех	1	3
1014	достаточно убедительно	1	3
1015	потребностей и	1	3
1016	чем больше	1	3
1017	не могла	1	3
1018	значением которое	1	3
1019	развитие этой	1	3
1020	могла бы	1	3
1021	особенностей и	1	3
1022	в общих	1	3
1023	значительно позже	1	3
1024	даже если	1	3
1025	следует за	1	3
1026	к сожалению	1	3
1027	не так	3	3
1028	социальной средой	1	3
1029	само слово	1	3
1030	и должны	1	3
1031	которая и	2	3
1032	нам нужно	1	3
1033	движение и	1	3
1034	быть так	1	3
1035	и будет	1	3
1036	к таким	1	3
1037	и просто	1	3
1038	бы не	2	3
1039	да и	4	3
1040	он произносит	1	3
1041	другому человеку	1	3
1042	нам возможность	1	3
1043	как часть	1	3
1044	к нашему	1	3
1045	так чтобы	1	3
1046	самым мы	1	3
1047	в значениях	1	3
1048	из которой	1	3
1049	и теперь	1	3
1050	ближе всего	1	3
1051	и различные	1	3
1052	каждый из	2	3
1053	слов для	1	3
1054	речь без	1	3
1055	является только	1	3
1056	которые возникают	1	3
1057	от всякого	1	3
1058	всего того	1	3
1059	для выражения	1	3
1060	именно к	1	3
1061	связанных с	5	3
1062	и пр	4	3
1063	одна и	1	3
1064	о нем	1	3
1065	легче всего	2	3
1066	не смогли	2	3
1067	это всегда	1	3
1068	движение в	1	3
1069	это еще	1	3
1070	как нечто	2	3
1071	своей речи	1	3
1072	эту точку	1	3
1073	в движение	1	3
1074	действительности мы	1	3
1075	к личности	1	3
1076	но уже	1	3
1077	первой стадии	1	3
1078	бы совершенно	1	3
1079	остановимся только	1	3
1080	словами то	1	3
1081	т.е с	1	3
1082	его речи	1	3
1083	благодаря чему	1	3
1084	действительность не	1	3
1085	и всегда	1	3
1086	самое время	2	3
1087	мы обязаны	1	3
1088	существуют между	1	3
1089	может и	1	3
1090	если она	1	3
1091	не надо	1	3
1092	бы даже	1	3
1093	ступенях развития	1	3
1094	выяснить в	1	3
1095	она является	1	3
1096	движется в	1	3
1097	сделать то	1	3
1098	основой для	1	3
1099	понимания и	2	3
1100	значение не	1	3
1101	обратное влияние	5	3
1102	в любом	1	3
1103	которой не	1	3
1104	нельзя было	1	3
1105	доказать что	1	3
1106	в языке	2	3
1107	он получает	1	3
1108	становится таким	1	3
1109	теперь в	3	3
1110	отдельных слов	1	3
1111	в глаза	1	3
1112	привели к	1	3
1113	и внешней	3	3
1114	вопросу который	1	3
1115	иными словами	2	3
1116	эта форма	1	3
1117	являются в	1	3
1118	как же	1	3
1119	эти теории	1	3
1120	теми или	1	3
1121	первое что	1	3
1122	следовательно и	1	3
1123	понимание и	2	3
1124	зрения и	1	3
1125	здесь как	1	3
1126	мы относим	1	3
1127	о происхождении	2	3
1128	его внутренней	4	3
1129	огромное количество	1	3
1130	если же	1	3
1131	возвращаясь к	1	3
1132	для человека	1	3
1133	в речевом	1	3
1134	в слова	1	3
1135	это ни	1	3
1136	же мы	5	3
1137	или иного	5	3
1138	вопросом о	1	3
1139	взгляд на	1	3
1140	и этот	2	3
1141	же самая	2	3
1142	итак мы	2	3
1143	и менее	1	3
1144	тогда он	1	3
1145	человек с	2	3
1146	же самый	1	3
1147	это течение	1	3
1148	словом но	1	3
1149	ту или	4	3
1150	быть понято	2	3
1151	ли он	2	3
1152	слов мы	1	3
1153	чтобы убедиться	1	3
1154	внешняя сторона	1	3
1155	слова для	1	3
1156	указать на	1	3
1157	слова которое	1	3
1158	слово или	2	3
1159	сливается с	1	3
1160	такой случай	1	3
1161	определяют и	1	3
1162	всего на	1	3
1163	друга и	1	3
1164	же время	7	3
1165	мы прибегли	1	3
1166	образом не	1	3
1167	имеем в	1	3
1168	а скорее	1	3
1169	не знаем	4	3
1170	время является	1	3
1171	та или	1	3
1172	внутренней и	3	3
1173	только о	1	3
1174	подойти к	2	3
1175	речь это	1	3
1176	одних и	1	3
1177	многих других	1	3
1178	на одно	1	3
1179	одного только	1	3
1180	что так	1	3
1181	слово с	1	3
1182	представлять себе	1	3
1183	по ту	1	3
1184	за развитием	1	3
1185	и без	4	3
1186	развития к	1	3
1187	язык в	6	3
1188	мира и	1	3
1189	это происходит	1	3
1190	к своему	4	3
1191	и оно	1	3
1192	что тот	1	3
1193	совпадает со	1	3
1194	чужой речи	1	3
1195	что сила	1	3
1196	а к	3	3
1197	он ни	1	3
1198	от всяких	1	3
1199	на всех	1	3
1200	конечно в	1	3
1201	а этот	2	3
1202	в большинстве	1	3
1203	и часто	1	3
1204	скажем что	1	3
1205	на речь	1	3
1206	на это	4	3
1207	подтверждение в	1	3
1208	и благодаря	1	3
1209	языка с	1	3
1210	тех или	4	3
1211	на ту	1	3
1212	форме и	2	3
1213	что всякая	1	2
1214	же и	1	2
1215	говорили в	1	2
1216	развития языка	1	2
1217	самых первых	1	2
1218	как внешняя	2	2
1219	своих частях	1	2
1220	относится и	1	2
1221	направление его	1	2
1222	на свою	1	2
1223	сам собой	1	2
1224	слово может	1	2
1225	является выражением	2	2
1226	бы стать	1	2
1227	кроме самого	1	2
1228	его исследования	1	2
1229	мы выяснили	1	2
1230	в предложении	1	2
1231	на природу	1	2
1232	языка т.е	1	2
1233	человеческая речь	1	2
1234	человека не	4	2
1235	в приведенных	2	2
1236	отражает действительность	1	2
1237	поэтому если	1	2
1238	не всегда	2	2
1239	своим собственным	1	2
1240	характер в	1	2
1241	т.е на	1	2
1242	точками зрения	1	2
1243	речь внутреннюю	1	2
1244	так называемых	1	2
1245	жизни он	1	2
1246	на поставленный	1	2
1247	с самим	2	2
1248	этом она	1	2
1249	вещи и	1	2
1250	из трех	2	2
1251	причины и	1	2
1252	в эти	1	2
1253	при всем	2	2
1254	других как	2	2
1255	или наоборот	1	2
1256	влияние на	4	2
1257	играет решающую	1	2
1258	языкового развития	1	2
1259	время и	1	2
1260	нам удалось	1	2
1261	увидим дальше	1	2
1262	который можно	1	2
1263	для своего	1	2
1264	или иную	4	2
1265	наконец мы	1	2
1266	развитием в	1	2
1267	наконец не	1	2
1268	на себя	1	2
1269	характер и	1	2
1270	общее значение	1	2
1271	большинстве случаев	1	2
1272	сознания как	1	2
1273	в человеческом	1	2
1274	по необходимости	1	2
1275	связанный с	2	2
1276	в сторону	1	2
1277	речи нет	1	2
1278	из одного	1	2
1279	не нужно	2	2
1280	отношениями которые	1	2
1281	складывается из	1	2
1282	точкой зрения	6	2
1283	почти на	1	2
1284	что относится	1	2
1285	зрения в	4	2
1286	для тех	1	2
1287	языком и	3	2
1288	не будет	3	2
1289	только одним	2	2
1290	других людей	1	2
1291	иметь в	1	2
1292	т.е все	1	2
1293	более чем	1	2
1294	понимает что	1	2
1295	тот или	2	2
1296	среды и	1	2
1297	его как	1	2
