N	2gram	Bakhtin_Fr	VerxiiNi
217	говорили о	1	2
218	сравнению с	2	2
219	связанный с	3	2
220	в эту	6	2
221	так например	3	2
222	особенно в	2	2
223	связано с	2	2
224	еще не	8	2
225	во всех	13	2
226	и мир	1	2
227	перестает быть	3	2
228	начиная с	2	2
229	ко всему	2	2
230	мы можем	2	2
231	уже давно	1	2
232	некоторые из	3	2
233	людей и	2	2
234	что мы	2	2
235	совершенно иной	2	2
236	со времени	1	2
237	если не	1	2
238	этого последнего	1	2
239	так называемой	1	2
240	но при	2	2
241	еще только	2	2
242	наконец в	2	2
243	по сравнению	2	2
244	между тем	5	2
245	не всегда	1	2
246	значительной мере	3	2
247	связана с	8	2
248	и больше	1	2
249	не могло	1	2
250	всех других	2	2
251	тем и	1	2
252	широких народных	1	2
253	и это	3	2
254	в начале	4	2
255	превращается в	6	2
256	конечно не	2	2
257	по своей	3	2
258	же время	5	2
259	или иное	1	2
260	всегда на	1	2
261	еще на	2	2
262	он в	2	2
263	сказать что	12	2
264	когда человек	1	2
265	которые в	1	2
266	не могла	2	2
267	тенденции к	1	2
268	них не	1	2
269	в образе	1	2
270	к которому	2	2
271	относится к	4	2
272	или иной	5	2
273	жизни и	14	2
274	в разных	2	2
275	иной раз	1	2
276	на то	2	2
277	с его	9	2
278	время он	1	2
279	в создании	1	2
280	от них	1	2
281	и все	7	2
282	для этого	1	2
283	для эпохи	1	2
284	то или	1	2
285	с телом	1	2
286	в самой	5	2
287	и особенно	4	2
288	мира его	1	2
289	тот же	4	2
290	и наконец	2	2
291	той или	5	2
292	вплоть до	2	2
293	мы видели	3	2
294	не к	2	2
295	характер носят	3	2
296	можно только	5	2
297	в той	5	1
298	бытия к	1	1
299	и образ	1	1
300	они являются	4	1
301	мире и	3	1
302	самый термин	1	1
303	первую очередь	1	1
304	новое и	3	1
305	существовала и	1	1
306	связи и	1	1
307	в свое	6	1
308	смерть и	1	1
309	а потому	1	1
310	видели что	1	1
311	их чистом	2	1
312	или к	2	1
313	в состав	1	1
314	мы видим	2	1
315	рождение и	1	1
316	что с	1	1
317	можно говорить	3	1
318	и этот	1	1
319	та же	2	1
320	значение в	1	1
321	и конечно	1	1
322	она и	1	1
323	образы эти	1	1
324	несколько характерных	1	1
325	народа в	1	1
326	по форме	2	1
327	уничтожения и	1	1
328	со всем	1	1
329	нельзя сказать	2	1
330	они не	1	1
331	в вопросах	1	1
332	народ не	1	1
333	в план	1	1
334	выходить из	1	1
335	что такое	1	1
336	ни с	3	1
337	них в	1	1
338	миропорядка и	1	1
339	жить в	1	1
340	характеру и	1	1
341	представляется возможным	1	1
342	части тела	1	1
343	на три	1	1
344	того как	1	1
345	т.е к	1	1
346	новой жизни	1	1
347	простого народа	1	1
348	как к	3	1
349	несколько иной	1	1
350	почти совсем	1	1
351	страха перед	2	1
352	с системой	1	1
353	притом не	1	1
354	и молитв	1	1
355	для себя	1	1
356	он выступает	1	1
357	это не	4	1
358	он как	2	1
359	мы знаем	1	1
360	именно к	1	1
361	он становится	1	1
362	только от	1	1
363	кровь в	1	1
364	и менее	1	1
365	верха и	3	1
366	не для	2	1
367	а и	2	1
368	то для	1	1
369	жизнь народа	1	1
370	он усматривает	1	1
371	культура была	1	1
372	а ведь	1	1
373	чтобы стать	1	1
374	с ним	6	1
375	она уже	1	1
376	который можно	1	1
377	это уже	4	1
378	на этих	1	1
379	кроме того	2	1
380	о чем	3	1
381	в постоянном	1	1
382	в сущности	20	1
383	в ее	5	1
384	находились в	1	1
385	к материи	1	1
386	как раз	3	1
387	под знаком	1	1
388	которую нельзя	1	1
389	этот мир	2	1
390	которые по	1	1
391	все и	1	1
392	от этой	1	1
393	и за	2	1
394	и римлян	1	1
395	здесь говорить	1	1
396	мира то	2	1
397	в честь	1	1
398	сама жизнь	3	1
399	он умеет	1	1
400	происходит с	1	1
401	с нашей	1	1
402	эту эпоху	5	1
403	у нас	1	1
404	страхи и	2	1
405	никуда не	1	1
406	это и	3	1
407	в старом	1	1
408	ни в	1	1
409	народ в	1	1
410	о происхождении	1	1
411	этого момента	2	1
412	борьбы с	1	1
413	другой стороны	1	1
414	эти явления	1	1
415	это есть	1	1
416	силы а	1	1
417	конечно невозможно	1	1
418	не является	4	1
419	с их	7	1
420	по мере	1	1
421	с собой	1	1
422	весь мир	3	1
423	с разными	1	1
424	у него	2	1
425	в их	6	1
426	притом и	1	1
427	лежит в	1	1
428	его в	7	1
429	эта стихия	1	1
430	касается до	2	1
431	в своих	8	1
432	границы между	1	1
433	мире при	1	1
434	культуры к	2	1
435	смерти уже	1	1
436	сами по	1	1
437	это всегда	2	1
438	нам в	1	1
439	в xvii	7	1
440	в разные	1	1
441	не более	1	1
442	самом деле	3	1
443	на германской	1	1
444	жизни это	4	1
445	что к	1	1
446	к чему	1	1
447	всегда в	3	1
448	о мире	8	1
449	уже очень	2	1
450	их и	1	1
451	жизнь в	1	1
452	всех его	3	1
453	который как	1	1
454	но эта	2	1
455	которое в	2	1
456	и продолжают	1	1
457	мы и	4	1
458	сознании в	1	1
459	всем что	2	1
460	тем что	5	1
461	тела и	7	1
462	существовал особый	1	1
463	было очень	2	1
464	народа это	1	1
465	которые мыслились	1	1
466	значения и	1	1
467	и своего	1	1
468	общем можно	1	1
469	основные черты	1	1
470	xvii веке	7	1
471	в сферу	1	1
472	в жизни	7	1
473	отношения к	5	1
474	и другим	1	1
475	характер этого	1	1
476	отличались от	1	1
477	это относится	1	1
478	лишь на	1	1
479	одном из	1	1
480	как и	15	1
481	материального быта	1	1
482	всех тех	1	1
483	как не	1	1
484	с ними	2	1
485	многих других	1	1
486	к нам	1	1
487	их в	3	1
488	вряд ли	1	1
489	притом в	2	1
490	на земле	3	1
491	не есть	1	1
492	только то	1	1
493	эта была	3	1
494	в своей	8	1
495	и так	2	1
496	состоит из	1	1
497	выйти из	1	1
498	особенно сильно	1	1
499	на эту	2	1
500	над тем	1	1
501	на этом	2	1
502	как в	6	1
503	души в	1	1
504	стремление к	2	1
505	никто не	1	1
506	мира и	4	1
507	следовательно и	1	1
508	отчасти и	2	1
509	так сказать	5	1
510	как с	1	1
511	а иногда	2	1
512	ли не	1	1
513	смерти в	2	1
514	от этого	1	1
515	в такой	1	1
516	связь со	1	1
517	чтобы добиться	1	1
518	так называемая	1	1
519	однако это	1	1
520	о которых	2	1
521	и следовательно	3	1
522	всего существующего	3	1
523	и служило	1	1
524	важное значение	1	1
525	для людей	1	1
526	в себя	9	1
527	это было	2	1
528	роль в	6	1
529	на его	4	1
530	не носят	2	1
531	даже за	1	1
532	при которых	1	1
533	от всей	2	1
534	людьми и	2	1
535	всей своей	1	1
536	из одного	1	1
537	в чем	2	1
538	жизни на	1	1
539	нет в	1	1
540	мир то	1	1
541	широком смысле	1	1
542	культуры в	4	1
543	человеком и	1	1
544	связанного с	1	1
545	свое завершение	1	1
546	в русло	1	1
547	существующего в	1	1
548	и смерть	1	1
549	в одной	1	1
550	его образ	1	1
551	как результат	1	1
552	всех народов	1	1
553	точки соприкосновения	1	1
554	что они	2	1
555	перед великим	1	1
556	бы в	2	1
557	не был	1	1
558	и смерти	6	1
559	однако не	1	1
560	на них	3	1
561	людей в	1	1
562	не похожим	3	1
563	с этим	1	1
564	это был	3	1
565	вошли в	1	1
566	все они	1	1
567	реальный и	1	1
568	каким оно	1	1
569	представляет и	1	1
570	эти дни	1	1
571	нет ничего	3	1
572	еще и	6	1
573	сам он	1	1
574	ни к	2	1
575	нет тех	1	1
576	с образом	1	1
577	ни на	3	1
578	совершенно не	5	1
579	это объясняется	1	1
580	задачи мы	1	1
581	все более	1	1
582	бытия которая	1	1
583	человека в	1	1
584	там где	3	1
585	в первую	1	1
586	в уста	1	1
587	на этой	5	1
588	находит свое	2	1
589	не существует	1	1
590	и других	6	1
591	и более	4	1
592	близости к	1	1
593	с конца	3	1
594	не могли	1	1
595	да и	5	1
596	бы с	1	1
597	священного писания	2	1
598	и пр	5	1
599	отличие от	5	1
600	с народной	8	1
601	жизни он	1	1
602	выводы и	1	1
603	видим что	1	1
604	еще недостаточно	2	1
605	в очень	2	1
606	было в	1	1
607	основанная на	1	1
608	до нас	11	1
609	смерти и	6	1
610	мы уже	18	1
611	это как	5	1
612	черты этого	1	1
613	в наше	1	1
614	ибо не	1	1
615	чистом виде	1	1
616	до настоящего	1	1
617	совпадает с	1	1
618	другими словами	2	1
619	эти слова	1	1
620	эти два	2	1
621	говорить не	1	1
622	входит в	4	1
623	именно потому	1	1
624	но даже	2	1
625	имеются и	1	1
626	ничто не	1	1
627	одну из	2	1
628	мы не	1	1
629	была еще	1	1
630	начала было	1	1
631	являются не	1	1
632	явления и	1	1
633	не связанных	1	1
634	с этого	1	1
635	в ней	7	1
636	но это	5	1
637	стоит и	1	1
638	объясняется и	1	1
639	взглянуть на	3	1
640	в этот	1	1
641	под ногами	1	1
642	ужиться с	1	1
643	старого в	1	1
644	это по	2	1
645	с помощью	1	1
646	только как	1	1
647	что касается	3	1
648	когда она	1	1
649	и весь	1	1
650	германской почве	1	1
651	а по	1	1
652	но зато	1	1
653	целым рядом	1	1
654	только на	3	1
655	но они	4	1
656	и их	3	1
657	в которую	1	1
658	речь идет	1	1
659	не были	4	1
660	греков и	1	1
661	как она	1	1
662	продолжают жить	2	1
663	формой и	1	1
664	в строгом	1	1
665	материи и	1	1
666	к смерти	1	1
667	а между	1	1
668	области отношения	1	1
669	по отношению	2	1
670	уже как	1	1
671	уже почти	1	1
672	телом и	1	1
673	и до	6	1
674	более и	1	1
675	на людей	1	1
676	на стороне	1	1
677	уже говорили	12	1
678	не знающий	1	1
679	от своего	2	1
680	этот вопрос	2	1
681	есть о	1	1
682	конечно очень	2	1
683	к людям	1	1
684	образы не	1	1
685	себе в	2	1
686	природы но	1	1
687	и всякая	2	1
688	должны были	1	1
689	по окончании	1	1
690	его нельзя	2	1
691	она была	6	1
692	в глаза	1	1
693	всего что	2	1
694	как известно	2	1
695	вниз в	1	1
696	смысла и	2	1
697	в какой-то	2	1
698	сила и	2	1
699	на это	2	1
700	было бы	4	1
701	и будущее	1	1
702	имеем в	2	1
703	знает и	2	1
704	этого мира	1	1
705	этих элементов	1	1
706	что здесь	1	1
707	и заставить	1	1
708	ряд других	1	1
709	свил себе	1	1
710	вступают в	2	1
711	ритуал и	1	1
712	и глубоко	3	1
713	он тоже	1	1
714	в отличие	4	1
715	в одну	1	1
716	без всякого	3	1
717	это позволяет	1	1
718	человеческой жизни	1	1
719	на путь	1	1
720	безусловно был	1	1
721	будущее он	1	1
722	одного из	1	1
723	настоящее время	1	1
724	ней и	1	1
725	с развитием	1	1
726	вернуться к	1	1
727	не осталось	1	1
728	оно имеет	1	1
729	чтобы они	1	1
730	вера в	1	1
731	тем же	1	1
732	затем в	1	1
733	особенно у	2	1
734	этих последних	3	1
735	по себе	1	1
736	и превращается	1	1
737	в самую	1	1
738	могут быть	4	1
739	он знает	1	1
740	в низы	1	1
741	потом с	1	1
742	о его	1	1
743	человека и	4	1
744	соприкосновения с	1	1
745	их с	2	1
746	целого и	1	1
747	культуры мы	1	1
748	но именно	4	1
749	в нашем	3	1
750	быть тем	1	1
751	с этими	2	1
752	и раньше	1	1
753	же она	2	1
754	большой литературы	3	1
755	место в	4	1
756	их можно	1	1
757	них как	2	1
758	во всей	4	1
759	времени в	1	1
760	же в	4	1
761	необходимо чтобы	1	1
762	он может	1	1
763	такой же	1	1
764	и своих	2	1
765	который сделал	1	1
766	бы быть	2	1
767	и прежде	4	1
768	вне которого	1	1
769	этот второй	1	1
770	перед этой	1	1
771	до известной	2	1
772	в свой	2	1
773	ибо в	1	1
774	и его	24	1
775	на двух	1	1
776	этого исторического	1	1
777	далекой от	1	1
778	очищенного от	1	1
779	неизменная и	1	1
780	его к	2	1
781	мира в	3	1
782	известной степени	2	1
783	к новой	1	1
784	для достижения	1	1
785	а как	1	1
786	даже в	6	1
787	только с	3	1
788	это совершенно	1	1
789	мыслились как	1	1
790	в ту	2	1
791	радости и	2	1
792	к этим	2	1
793	которого мы	2	1
794	к своей	1	1
795	эти новые	1	1
796	друг друга	3	1
797	бытия в	1	1
798	с ее	3	1
799	всех этих	10	1
800	есть ли	1	1
801	существенно измениться	1	1
802	таким же	1	1
803	не представляется	1	1
804	иногда даже	1	1
805	в настоящее	1	1
806	но для	3	1
807	настоящего времени	1	1
808	лишенный всякой	1	1
809	так называемом	1	1
810	и ее	1	1
811	здесь не	3	1
812	человека то	1	1
813	вовсе и	1	1
814	думать что	2	1
815	ничего не	3	1
816	жизни с	1	1
817	есть не	1	1
818	совершенно чуждые	1	1
819	образом он	1	1
820	совершается в	1	1
821	и самый	2	1
822	мира с	1	1
823	эпохи с	1	1
824	чуть ли	1	1
825	и во	6	1
826	той же	1	1
827	из народных	1	1
828	свое особое	1	1
