N	2gram	Vygotskiy_	Literetu
465	пор пока	1	2
466	только как	2	2
467	но даже	2	2
468	с другим	3	2
469	к своей	1	2
470	слов но	1	2
471	между двумя	5	2
472	не об	1	2
473	приходит к	1	2
474	удивительно что	1	2
475	значительной степени	1	2
476	еще более	1	2
477	означает не	1	2
478	пути от	1	2
479	самом начале	5	2
480	сказать что	18	2
481	для всей	2	2
482	ключ к	3	2
483	и у	1	2
484	быть в	1	2
485	путь от	1	2
486	имеем дело	2	2
487	раньше не	1	2
488	слово не	4	2
489	тогда он	1	2
490	речь не	6	2
491	менее важным	1	2
492	тем более	1	2
493	что развитие	6	2
494	по поводу	3	2
495	нам остается	2	2
496	и внешней	1	2
497	к ее	1	2
498	своему объекту	1	2
499	все перечисленные	1	2
500	гораздо более	4	2
501	к нему	5	2
502	путь не	1	2
503	и представляет	1	2
504	других как	1	2
505	лишь тогда	1	2
506	только не	14	2
507	что у	4	2
508	и мы	1	2
509	и столь	3	2
510	более с	1	2
511	в психологии	5	2
512	толстого что	1	2
513	внимание на	4	2
514	принадлежности к	1	2
515	как феномен	2	2
516	а и	2	2
517	в недрах	1	2
518	известные нам	1	2
519	и сама	1	2
520	целом но	1	2
521	но напротив	3	2
522	с другими	5	2
523	и притом	4	2
524	но он	3	2
525	и говорит	1	2
526	подчинения и	1	2
527	как новый	1	2
528	тому что	14	2
529	в живом	3	2
530	который предстоит	1	2
531	себя как	1	2
532	которой она	3	2
533	и вместе	2	2
534	в ранг	1	2
535	в ряду	3	2
536	так сказать	1	2
537	а только	2	2
538	не станем	3	2
539	бы в	7	2
540	не был	1	2
541	остается в	2	2
542	потребности в	1	2
543	если оно	2	2
544	превращаясь в	1	2
545	не означает	4	2
546	данный момент	1	2
547	не тот	1	2
548	в работе	1	2
549	самому себе	2	2
550	если б	1	2
551	бы они	1	2
552	новых и	2	2
553	но зато	1	2
554	одно и	3	2
555	всех других	1	2
556	свой путь	1	2
557	как известно	6	2
558	в школе	5	2
559	целом и	1	2
560	и мысль	2	2
561	друг другу	5	2
562	мысль в	1	2
563	и по	6	2
564	здесь мы	2	2
565	путь преодоления	1	2
566	и ее	3	2
567	к истокам	1	2
568	где мы	2	2
569	к более	3	2
570	как теперь	1	2
571	та же	2	2
572	самих себя	1	2
573	отношению ко	1	2
574	иначе говоря	3	2
575	своего собственного	1	2
576	и который	1	2
577	тогда когда	12	2
578	на первом	2	2
579	отличное от	1	2
580	оно было	1	2
581	не идет	1	2
582	и при	2	2
583	и одно	1	2
584	была бы	3	2
585	впрочем в	1	2
586	что они	11	2
587	обнаруживается и	1	2
588	никак не	5	2
589	есть и	1	2
590	для них	1	2
591	оно не	3	2
592	о природе	9	2
593	все то	1	2
594	с этого	1	2
595	одновременно с	1	2
596	значение в	3	2
597	не поддается	1	2
598	если это	1	2
599	и будет	1	2
600	к его	3	2
601	которого является	1	2
602	становится ясным	1	2
603	состоит как	1	2
604	определенный круг	1	2
605	перед нами	3	2
606	к той	1	2
607	это и	7	2
608	в прозе	1	2
609	и более	2	2
610	своей собственной	2	2
611	в значительной	3	2
612	из этих	6	2
613	на основе	5	2
614	есть путь	1	2
615	время в	3	2
616	своей внутренней	2	2
617	и теперь	1	2
618	для нее	3	2
619	в значении	2	2
620	действительности же	1	2
621	да в	1	2
622	он как	1	2
623	от других	1	2
624	в совершенно	3	2
625	и наоборот	1	2
626	им в	1	2
627	но мы	5	2
628	нет и	4	2
629	впервые в	1	2
630	ко всей	1	2
631	мог бы	6	2
632	начиная с	1	2
633	из первых	1	2
634	друга а	1	2
635	может оказаться	1	2
636	всякий раз	3	2
637	который по	2	2
638	со словом	1	2
639	то как	3	2
640	не видит	2	2
641	от всякой	2	2
642	у них	2	2
643	всю полноту	1	2
644	вокруг которого	1	2
645	этом случае	15	2
646	ответ на	3	2
647	ему в	1	2
648	на вопрос	6	2
649	других но	1	2
650	мы имеем	3	2
651	не для	2	2
652	участия в	1	2
653	и п	1	2
654	по этому	4	2
655	раз в	4	2
656	ведь это	2	2
657	что к	1	2
658	себя а	1	2
659	во внешнем	1	2
660	в сферу	3	2
661	и без	2	2
662	нас к	10	2
663	в любом	2	2
664	есть в	5	2
665	при таком	2	2
666	в такой	6	2
667	должен быть	1	2
668	и другого	2	2
669	жизнь и	1	2
670	общественной жизни	1	2
671	начале своего	1	2
672	от первого	1	2
673	но такой	1	2
674	в будущем	1	2
675	в таком	2	2
676	а как	1	2
677	до тех	1	2
678	оно в	1	2
679	всю свою	2	2
680	она не	7	2
681	с легкостью	1	2
682	в акте	1	2
683	дело не	1	2
684	исследования в	3	2
685	нужно было	4	2
686	от земли	1	2
687	в нашей	4	2
688	что нам	2	2
689	из своей	1	2
690	к которой	3	2
691	в большинстве	2	2
692	и самой	1	2
693	ее развития	2	2
694	на это	1	2
695	а скорее	1	2
696	со своими	1	2
697	в понимании	2	2
698	что есть	2	2
699	равной мере	2	2
700	только по	5	2
701	этом и	2	2
702	слова в	7	2
703	бытия и	1	2
704	в эти	1	2
705	как целого	1	2
706	может и	3	2
707	на слово	1	2
708	не можем	4	2
709	нет я	1	2
710	что на	5	2
711	совершается в	5	2
712	а эти	1	2
713	еще несколько	1	1
714	краеугольным камнем	1	1
715	к действительности	2	1
716	буквы но	1	1
717	является в	7	1
718	частности для	1	1
719	общности в	3	1
720	мышления не	3	1
721	случае в	4	1
722	этой проблеме	1	1
723	поскольку оба	1	1
724	что начало	1	1
725	а ты	1	1
726	ней не	1	1
727	другом но	1	1
728	в момент	4	1
729	только что	7	1
730	в последнее	4	1
731	пришла к	1	1
732	которые не	1	1
733	и самому	1	1
734	и становятся	1	1
735	на нет	6	1
736	дело с	3	1
737	и средствах	1	1
738	не меньшей	1	1
739	до самого	1	1
740	что делает	2	1
741	в ряде	1	1
742	быть уже	1	1
743	эта новая	1	1
744	она уже	1	1
745	в пользу	6	1
746	какой бы	1	1
747	каждый данный	1	1
748	и лучше	1	1
749	с более	2	1
750	всех ее	1	1
751	совершенно аналогична	1	1
752	нас в	4	1
753	с той	3	1
754	из тупика	1	1
755	говорилось в	1	1
756	не сказать	1	1
757	понятий в	8	1
758	площади в	1	1
759	что слово	2	1
760	основывается на	1	1
761	что чем	1	1
762	ко всем	6	1
763	это должно	1	1
764	но все	2	1
765	и просто	1	1
766	имеет характер	1	1
767	для любого	1	1
768	мыслится уже	1	1
769	из самых	1	1
770	слова с	5	1
771	совпадают в	1	1
772	не пошел	1	1
773	к другим	11	1
774	том или	1	1
775	имеет место	4	1
776	кстати сказать	1	1
777	движется в	1	1
778	пришла в	1	1
779	с музыкой	1	1
780	в собственном	4	1
781	от первой	1	1
782	их в	2	1
783	притом в	1	1
784	в цепи	1	1
785	очередь при	1	1
786	элементы не	1	1
787	ряду других	2	1
788	задачи в	1	1
789	не его	1	1
790	как только	1	1
791	всем его	2	1
792	связано с	4	1
793	с этим	5	1
794	в среду	1	1
795	теней вернется	1	1
796	говорится о	1	1
797	природы в	1	1
798	нам не	1	1
799	при определенных	1	1
800	любви к	1	1
801	ситуации в	4	1
802	действительность в	2	1
803	при наличии	1	1
804	ответить на	1	1
805	на этой	7	1
806	при условии	1	1
807	родной речи	1	1
808	не могли	5	1
809	знал что	1	1
810	которой он	2	1
811	осмысленной речи	2	1
812	уже обобщает	1	1
813	в пределе	3	1
814	нас и	2	1
815	служит только	1	1
816	законов сцепления	1	1
817	имеет в	4	1
818	понятия в	5	1
819	процесс в	2	1
820	но эти	2	1
821	на ее	2	1
822	вот почему	3	1
823	как частного	1	1
824	сути дела	2	1
825	с нашим	1	1
826	системе отношений	2	1
827	земли до	1	1
828	из наших	2	1
829	и переходит	1	1
830	путь для	3	1
831	но они	1	1
832	втором случае	5	1
833	это во-первых	1	1
834	уже как	1	1
835	работ и	1	1
836	в игру	1	1
837	конечно не	2	1
838	принадлежит не	1	1
839	и те	1	1
840	с общей	1	1
841	не что	1	1
842	от той	1	1
843	от своей	1	1
844	отношений с	2	1
845	самого начала	13	1
846	хотел сказать	3	1
847	а другой	2	1
848	научным языком	1	1
849	эволюционный процесс	1	1
850	особую и	2	1
851	ней с	1	1
852	тенденцию к	4	1
853	этот как	1	1
854	переход от	5	1
855	отдельности и	1	1
856	собой если	2	1
857	из всех	5	1
858	себя ее	1	1
859	наряду с	2	1
860	ее как	2	1
861	но разве	1	1
862	игру в	1	1
863	такая же	1	1
864	в самое	1	1
865	языка как	1	1
866	на него	1	1
867	к которому	3	1
868	и прозы	2	1
869	входят в	2	1
870	в зависимости	6	1
871	ибо она	1	1
872	не переставая	1	1
873	не умеет	2	1
874	это значит	1	1
875	мысль которая	2	1
876	если эта	1	1
877	от них	1	1
878	в отдельных	1	1
879	на котором	4	1
880	понятие о	1	1
881	возникает и	1	1
882	нас на	2	1
883	в системе	3	1
884	но так	2	1
885	перед фактом	1	1
886	этом же	1	1
887	проходит через	1	1
888	над другим	2	1
889	с первого	1	1
890	от ее	3	1
891	представить себе	5	1
892	могли быть	2	1
893	той мере	2	1
894	его так	1	1
895	для героини	1	1
896	к их	1	1
897	как такового	2	1
898	нельзя сказать	2	1
899	в восприятии	1	1
900	после того	1	1
901	большая и	1	1
902	как для	2	1
903	не принадлежит	1	1
904	об одном	4	1
905	но отнюдь	1	1
906	в состоянии	4	1
907	что уже	2	1
908	мы знаем	5	1
909	и иного	2	1
910	из моментов	1	1
911	или иными	1	1
912	обреченным на	1	1
913	находится в	3	1
914	утверждает что	1	1
915	внутренней и	2	1
916	что при	4	1
917	глаза на	1	1
918	раннего детства	2	1
919	к определенному	2	1
920	и бесконечно	2	1
921	иного рода	1	1
922	и развитие	1	1
923	до их	1	1
924	от восприятия	1	1
925	не станет	1	1
926	деятельность так	1	1
927	и отождествление	1	1
928	показал как	1	1
929	не путем	2	1
930	мы ее	1	1
931	и объективной	1	1
932	чем в	5	1
933	как же	1	1
934	нашей мысли	3	1
935	в которой	16	1
936	и отношения	3	1
937	пути и	3	1
938	ее от	2	1
939	как по	5	1
940	прежде чем	3	1
941	всегда наличествует	1	1
942	в эгоцентрической	4	1
943	но совершенно	2	1
944	что за	1	1
945	это мы	6	1
946	каком отношении	1	1
947	с самого	13	1
948	но для	2	1
949	нашему изучению	1	1
950	вещей и	1	1
951	все последующее	1	1
952	как следует	1	1
953	и своего	2	1
954	сходство с	1	1
955	ему то	1	1
956	между этими	3	1
957	на пути	1	1
958	теми или	1	1
959	по мере	10	1
960	между ними	8	1
961	также в	1	1
962	и она	2	1
963	которое и	2	1
964	большинстве случаев	2	1
965	рядом с	2	1
966	идет по	3	1
967	но между	2	1
968	он мыслит	1	1
969	именно этого	1	1
970	в употреблении	1	1
971	от этого	3	1
972	того и	2	1
973	и жизнь	1	1
974	должно было	2	1
975	из записей	1	1
976	и ближе	1	1
977	о которых	3	1
978	в свете	9	1
979	мы стремились	2	1
980	в двух	2	1
981	нечто принципиально	1	1
982	как раньше	1	1
983	себя мы	1	1
984	для новой	1	1
985	к мысли	5	1
986	в смысле	9	1
987	например как	1	1
988	своей мысли	1	1
989	полагает что	2	1
990	поэтому у	1	1
991	на себе	1	1
992	она становится	1	1
993	в других	2	1
994	сих пор	6	1
995	вопроса о	2	1
996	у каждой	1	1
997	деятельности и	4	1
998	позабыл что	1	1
999	удивительно поэтому	2	1
1000	этой и	1	1
1001	деятельность по	1	1
1002	только от	1	1
1003	и оказывает	1	1
1004	в лучшем	3	1
1005	утверждая что	1	1
1006	мы можем	7	1
1007	слово есть	1	1
1008	находит свое	3	1
1009	образом является	1	1
1010	двух ее	1	1
1011	это совершенно	2	1
1012	говоря в	1	1
1013	мы уже	5	1
1014	в наше	1	1
1015	возникающее в	1	1
1016	рода благодаря	1	1
1017	именно потому	1	1
1018	понимания ее	1	1
1019	момент является	1	1
1020	но до	1	1
1021	вы могли	1	1
1022	слову а	1	1
1023	в объективном	1	1
1024	в ответ	3	1
1025	из ряда	1	1
1026	в развитии	27	1
1027	другом и	1	1
1028	видов деятельности	1	1
1029	тех законов	1	1
1030	оно и	1	1
1031	необходимо было	1	1
1032	как отмечает	1	1
1033	не были	1	1
1034	сущности говоря	6	1
1035	на глазах	1	1
1036	в приведенном	1	1
1037	потребность в	1	1
1038	мыслительного процесса	1	1
1039	такое что	3	1
1040	оказывается как	1	1
1041	образом если	1	1
1042	решение вопроса	1	1
1043	в слова	1	1
1044	сравнительно с	2	1
1045	с таким	3	1
1046	когда мы	2	1
1047	которого в	1	1
1048	я слово	1	1
1049	невозможно поскольку	1	1
1050	с торжеством	1	1
1051	ту сторону	1	1
1052	чем-то не	1	1
1053	предполагает возможность	1	1
1054	своей полноте	1	1
1055	показать что	8	1
1056	только с	2	1
1057	особая форма	1	1
1058	он вдруг	1	1
1059	это наблюдение	1	1
1060	это делает	1	1
1061	когда они	1	1
1062	о его	3	1
1063	приводят к	2	1
1064	несомненно и	1	1
1065	но ее	1	1
1066	на отдельные	1	1
1067	как частный	3	1
1068	что только	1	1
1069	речь а	2	1
1070	и развитием	6	1
1071	т.е как	1	1
1072	от действительных	1	1
1073	однако по	1	1
1074	другой не	1	1
1075	ней в	1	1
1076	процесса и	2	1
1077	другого как	1	1
1078	на место	1	1
1079	движение и	3	1
1080	с живыми	1	1
1081	правило к	1	1
1082	за себя	1	1
1083	в природу	1	1
1084	является общим	2	1
1085	качестве своего	1	1
1086	независимо от	1	1
1087	основе всех	1	1
1088	осознанность и	2	1
1089	всех этих	1	1
1090	есть ли	1	1
1091	именно таким	1	1
1092	что этот	6	1
1093	в один	1	1
1094	в одну	2	1
1095	и особенно	2	1
1096	как без	1	1
1097	он должен	1	1
1098	не случайным	1	1
1099	одного и	3	1
1100	значения слов	5	1
1101	воззрений на	1	1
1102	мы видели	10	1
1103	лишь по	1	1
1104	оказывается невозможным	1	1
1105	к сожалению	1	1
1106	на чем	1	1
1107	не мешает	1	1
1108	первую очередь	3	1
1109	время его	1	1
1110	на деле	2	1
1111	до сих	6	1
1112	и этот	1	1
1113	и здесь	5	1
1114	само слово	1	1
1115	всем своим	1	1
1116	приближается к	1	1
1117	например что	1	1
1118	другие в	1	1
1119	для каждой	3	1
1120	на неудачу	1	1
1121	них в	1	1
1122	как одной	1	1
1123	и свою	1	1
1124	не служит	1	1
1125	в основном	4	1
1126	с и	1	1
1127	его с	3	1
1128	за ними	1	1
1129	идет путем	1	1
1130	как помеха	1	1
1131	представляют собой	2	1
1132	что это	7	1
1133	содержит в	4	1
1134	ни единого	1	1
1135	своей сущности	1	1
1136	целого ряда	1	1
1137	когда это	1	1
1138	в большом	1	1
1139	его на	1	1
1140	поэтому в	2	1
1141	от общего	2	1
1142	все те	2	1
1143	в работах	2	1
1144	их как	2	1
1145	я слышу	1	1
1146	и делает	2	1
1147	стороны к	1	1
1148	общности мы	2	1
1149	не могут	9	1
1150	строгой и	1	1
1151	такова логика	1	1
1152	такого же	1	1
1153	должен был	2	1
1154	слово я	1	1
1155	нам в	2	1
1156	с некоторыми	1	1
1157	оказывается в	1	1
1158	собой и	1	1
1159	в обратном	2	1
1160	однако мы	1	1
1161	в моем	1	1
1162	ни одно	1	1
1163	мы говорим	2	1
1164	каждой новой	3	1
1165	как при	1	1
1166	но вот	1	1
1167	одно слово	1	1
1168	столкновения с	1	1
1169	на месте	1	1
1170	в процессе	12	1
1171	и соответственно	1	1
1172	в памяти	2	1
1173	и объектом	1	1
1174	есть нечто	1	1
1175	может стать	2	1
1176	мы вынуждены	1	1
1177	состоит из	1	1
1178	у школьника	1	1
1179	от его	2	1
1180	никто не	2	1
1181	что иное	1	1
1182	означает для	1	1
1183	без которых	1	1
1184	в которых	3	1
1185	чертог теней	1	1
1186	ключом к	2	1
1187	о котором	1	1
1188	том как	2	1
1189	именно поэтому	3	1
1190	зависимости от	6	1
1191	эта аналогия	1	1
1192	бы представить	1	1
1193	это составляет	1	1
1194	в известном	2	1
1195	друг от	3	1
1196	к другому	5	1
1197	языка на	2	1
1198	слово позабыл	1	1
1199	будущее в	2	1
1200	точной характеристике	1	1
1201	он мог	2	1
1202	то здесь	1	1
1203	слова к	7	1
1204	фразы и	1	1
1205	первого и	1	1
1206	случае как	1	1
1207	нарастает и	1	1
1208	они по	1	1
1209	необходимых для	2	1
1210	только одно	2	1
1211	новым и	1	1
1212	ее на	1	1
1213	одним и	2	1
1214	чем дело	3	1
1215	в диалоге	1	1
1216	сказано что	1	1
1217	того самого	1	1
1218	перейти в	1	1
1219	в словесном	1	1
1220	а внутри	1	1
1221	отличается от	6	1
1222	языка и	6	1
1223	что мы	14	1
1224	смысле именно	1	1
1225	к чистой	1	1
1226	самого конца	1	1
1227	роли в	1	1
1228	в слово	1	1
1229	бесплотная в	1	1
1230	совпадает с	5	1
1231	мы его	1	1
1232	в иной	2	1
1233	не должно	1	1
1234	это все	1	1
1235	в новой	4	1
1236	в середине	2	1
1237	без чего	1	1
1238	самым к	2	1
1239	значение для	2	1
1240	собой одно	1	1
1241	которого не	2	1
1242	от коллектива	1	1
1243	чтобы она	1	1
1244	переходит к	4	1
1245	и наиболее	2	1
1246	на основании	2	1
1247	вещей как	2	1
1248	тем обстоятельством	2	1
1249	ее с	1	1
1250	целый ряд	6	1
1251	времени и	1	1
1252	иным путем	1	1
1253	и находит	1	1
1254	я хотел	1	1
1255	в новых	1	1
1256	лишь то	1	1
1257	себя от	2	1
1258	в каком	2	1
1259	в чертог	1	1
1260	образом не	1	1
1261	неузнаваемой и	1	1
1262	что здесь	2	1
1263	и там	3	1
1264	коммуникативной функции	1	1
1265	же общее	1	1
1266	мышления но	2	1
1267	ее не	1	1
1268	если мы	6	1
1269	во внешней	4	1
1270	и во	5	1
1271	ответа на	1	1
1272	принадлежит к	2	1
1273	тенденции к	5	1
1274	же мере	5	1
1275	но именно	3	1
1276	только при	1	1
1277	в определенном	2	1
1278	для уяснения	2	1
1279	для всего	2	1
1280	в каждый	1	1
1281	котором мы	2	1
1282	в существовании	1	1
1283	на этот	2	1
1284	к изучению	4	1
1285	слов становится	1	1
1286	обращение к	1	1
1287	себя с	1	1
1288	по кругу	1	1
1289	от реального	1	1
1290	является простой	1	1
1291	только потому	3	1
1292	в деятельности	1	1
1293	нисхождение по	1	1
1294	движения и	1	1
1295	значении слова	2	1
1296	нее и	1	1
1297	последнего времени	1	1
1298	во внутреннем	1	1
1299	другого и	1	1
1300	обратиться к	1	1
1301	нашему мнению	2	1
1302	поэтому он	2	1
1303	высшей степени	1	1
