N	2gram	Bakhtin_Fr	VrazhdaK
411	был также	1	1
412	имеется в	2	1
413	к роману	3	1
414	это как	2	1
415	на страницах	1	1
416	и всего	2	1
417	потому что	3	1
418	левую руку	1	1
419	также и	6	1
420	именно этот	2	1
421	нельзя не	1	1
422	обратился к	1	1
423	больших и	1	1
424	не всегда	1	1
425	скептицизм и	1	1
426	тех пор	1	1
427	он стал	3	1
428	он ищет	1	1
429	в развитии	2	1
430	быть и	2	1
431	во второй	2	1
432	комментариях к	1	1
433	с помощью	5	1
434	романа это	1	1
435	в частности	4	1
436	году когда	1	1
437	характерно для	2	1
438	в свет	3	1
439	но они	4	1
440	и их	5	1
441	не с	1	1
442	что эта	2	1
443	одно и	1	1
444	всех этих	5	1
445	хотя в	2	1
446	в плен	1	1
447	общие черты	1	1
448	как он	4	1
449	не могла	1	1
450	это была	1	1
451	из героев	1	1
452	в форме	3	1
453	к смерти	1	1
454	называя его	1	1
455	сливались с	1	1
456	не называя	1	1
457	ту эпоху	8	1
458	тем самым	1	1
459	мировой литературе	4	1
460	привела к	1	1
461	ему было	1	1
462	вот в	1	1
463	по своей	4	1
464	можно найти	1	1
465	от того	1	1
466	к людям	1	1
467	вы не	4	1
468	почти одновременно	1	1
469	которую он	1	1
470	в обоих	1	1
471	что из	2	1
472	так он	1	1
473	каждый из	2	1
474	de la	3	1
475	свою очередь	2	1
476	на свое	1	1
477	его отношение	2	1
478	у которого	1	1
479	как известно	3	1
480	с другой	8	1
481	было бы	4	1
482	а тем	1	1
483	это же	1	1
484	запрещенные в	1	1
485	сильные стороны	1	1
486	в эпизоде	1	1
487	как на	3	1
488	не совсем	1	1
489	себя в	2	1
490	у некоторых	1	1
491	и мире	1	1
492	которых он	2	1
493	он способен	1	1
494	ее не	2	1
495	в плане	3	1
496	что для	2	1
497	ключ к	1	1
498	той же	9	1
499	заключается в	1	1
500	его отношения	1	1
501	за него	2	1
502	такая же	1	1
503	узнает в	1	1
504	ответил что	1	1
505	до конца	10	1
506	в высшей	1	1
507	из первых	1	1
508	к которому	2	1
509	выражение его	1	1
510	во многих	1	1
511	что только	1	1
512	прямое выражение	1	1
513	в первой	3	1
514	и от	4	1
515	и есть	5	1
516	во всей	3	1
517	эпизода из	1	1
518	на этот	1	1
519	такой же	3	1
520	так это	1	1
521	есть все	1	1
522	из этого	3	1
523	от них	2	1
524	этом отношении	4	1
525	хотя он	3	1
526	во франции	5	1
527	тут же	3	1
528	а следовательно	1	1
529	всяком случае	2	1
530	в мировой	4	1
531	конце концов	3	1
532	друг друга	2	1
533	материал и	2	1
534	эпизода с	3	1
535	с ее	1	1
536	всего романа	2	1
537	из него	1	1
538	лишь один	1	1
539	же он	2	1
540	у вас	1	1
541	того же	4	1
542	нетрудно заметить	1	1
543	смеха и	10	1
544	в целом	3	1
545	его современников	4	1
546	одного и	1	1
547	и наконец	5	1
548	в какую-то	1	1
549	ничего не	4	1
550	вплоть до	5	1
551	делает все	1	1
552	указанием на	1	1
553	свободой и	1	1
554	и самый	2	1
555	человека но	1	1
556	поэтому он	4	1
557	к нему	4	1
558	более того	1	1
559	высшей степени	1	1
