N	3gram	Tiupa_Vved	Analitik
317	внеличную сторону индивида	1	1
318	ракурс видения в	1	1
319	следует подчеркнуть что	5	1
320	из рассмотренных выше	1	1
321	даже самая тривиальная	1	1
322	той же мере	1	1
323	восприятия в каждый	1	1
324	без меня не	1	1
325	модальности при этом	1	1
326	прежде всего к	1	1
327	и событие самого	1	1
328	одного из вероятных	1	1
329	может оказаться и	1	1
330	тем более в	1	1
331	в точке соприкосновения	1	1
332	как о событии	1	1
333	состав такого кадра	1	1
334	место слияние пространственных	1	1
335	основе своей обнаруживает	1	1
336	специфика кадропорождающих возможностей	1	1
337	создается местоположением семантических	1	1
338	как и всякий	1	1
339	может быть сведена	1	1
340	будто он без	1	1
341	принципе не может	1	1
342	деталями кадр внутреннего	1	1
343	полноту и неизбыточность	1	1
344	само по себе	1	1
345	внутреннего зрения и	1	1
346	и максима максимыча	2	1
347	рассказа представляет собой	1	1
348	как известно по	1	1
349	в этом мире	1	1
350	контексте художественного целого	1	1
351	как будто он	1	1
352	в разные времена	1	1
353	могут быть только	1	1
354	двух и более	1	1
355	как она была	1	1
356	жизни другого человека	1	1
357	она являет собой	1	1
358	имеет место слияние	1	1
359	мире и жизни	1	1
360	умирающего и воскресающего	1	1
361	есть на самом	1	1
362	персонажей при этом	1	1
363	такого кадра входит	1	1
364	художественного целого не	1	1
365	следует сказать и	1	1
366	мы и сами	2	1
367	не следует забывать	1	1
368	живет в готовом	1	1
369	участвуем как слушатели-читатели	1	1
370	картины мира в	1	1
371	оказывается своего рода	2	1
372	можно сказать не	1	1
373	такова что крупный	1	1
374	из них не	1	1
375	читательского восприятия в	1	1
376	точке соприкосновения разных	1	1
377	для воспринимающего сознания	1	1
378	по слову бахтина	1	1
379	как по анфиладе	1	1
380	достаточно очевидным образом	1	1
381	или иначе в	1	1
382	меня не мог	1	1
383	слова в соответствии	1	1
384	разрывом во времени	1	1
385	как коммуникативного события	1	1
386	нем звучит один	1	1
387	и т.п и	2	1
388	между рассказчиком и	1	1
389	своего рода механизмом	1	1
390	имеет место в	1	1
391	по сути дела	4	1
392	этнографии терминологией а	1	1
393	или движется один	1	1
394	рассказывания в этом	1	1
395	завершенная и строго	1	1
396	в произведении и	1	1
397	стабильно дифференцированном и	1	1
398	перед нами два	1	1
399	на этот раз	2	1
400	оно и не	1	1
401	что крупный план	1	1
402	места времени и	1	1
403	фразы устанавливает задаваемый	1	1
404	при всей своей	3	1
405	в рассказе чехова	2	1
406	как субъекта самоопределения	1	1
407	все же не	1	1
408	пределах кадрового единства	1	1
409	начала и конца	1	1
410	эпизод фаталиста и	1	1
411	кадры читательского восприятия	1	1
412	себя не только	1	1
413	отграниченная система смыслов	1	1
414	и особенно в	1	1
415	и т.п как	1	1
416	в частности специфика	1	1
417	не тот кто	1	1
418	в тексте а	1	1
419	том смысле что	1	1
420	имея в виду	1	1
421	и его поступки	1	1
422	все без исключения	1	1
423	при таком взгляде	1	1
424	отделен от своей	1	1
425	а ван геннепа	1	1
426	и т.п в	1	1
427	он не тот	1	1
428	тогда как для	2	1
429	задаваемый читателю ракурс	1	1
430	находится или движется	1	1
431	в этом последнем	1	1
432	в силу его	1	1
433	следует идентифицировать как	1	1
434	в области литературы	1	1
435	нами два события	1	1
436	однако они не	1	1
437	представляет собой своего	1	1
438	в окказиональном мире	2	1
439	войны и мира	5	1
440	жизнью и смертью	1	1
441	и полагает что	1	1
442	собой не что	1	1
443	в общеязыковом отношении	1	1
444	представляет собой не	1	1
445	внимание на то	1	1
446	в науке о	1	1
447	терминологией а ван	1	1
448	а то и	2	1
449	а не все	2	1
450	в воспринимающем сознании	1	1
451	мастере и маргарите	1	1
452	в одном из	1	1
453	индивида и его	1	1
454	видения со стороны	1	1
455	по сути своей	1	1
456	имени и фамилии	1	1
457	принципиально невместима в	1	1
458	высказывание представляет собой	1	1
459	раз в том	1	1
460	и строго отграниченная	1	1
461	переносом в пространстве	1	1
462	слияние пространственных и	1	1
463	в этнографии терминологией	1	1
464	кадропорождающих возможностей речи	1	1
465	иначе говоря это	2	1
466	даже не столько	1	1
467	каждый малый отрезок	1	1
468	готовом стабильно дифференцированном	1	1
469	в самом тексте	1	1
470	в коммуникативное событие	1	1
471	креативного и рецептивного	1	1
472	безымянных офицеров и	1	1
473	из четырех в	1	1
474	автором в кадры	1	1
475	менее насыщенный деталями	1	1
476	сторону индивида и	1	1
477	значение только в	1	1
478	осмысленном и конкретном	1	1
479	что может или	1	1
480	действия тем самым	1	1
481	но при этом	3	1
482	это не так	1	1
483	в том смысле	1	1
484	иметь для нас	1	1
485	и воскресающего бога	1	1
486	не было и	2	1
487	кадра входит лишь	1	1
488	от своей судьбы	1	1
489	возникает в результате	1	1
490	представляет собой некий	2	1
491	говорить не приходится	1	1
492	в готовом стабильно	1	1
493	сколько в том	1	1
494	художественного текста с	1	1
495	во встрече с	1	1
496	в нарративном дискурсе	1	1
497	может быть использован	1	1
498	однако и он	1	1
499	и рецептивного сознаний	1	1
500	той же самой	1	1
501	текста и не	1	1
502	в пределы одного	1	1
503	вести речь о	1	1
504	пределы одного сознания	1	1
505	пребывания в стране	1	1
506	кадр внутреннего зрения	1	1
507	рода ключ к	1	1
508	возможностей речи такова	1	1
509	мере как и	1	1
510	в науках о	1	1
511	быть сведена к	1	1
512	от себя лично	1	1
513	и мире толстого	1	1
514	по анфиладе комнат	1	1
515	к одному из	1	1
516	было не до	2	1
517	все что может	1	1
518	видит слышит и	1	1
519	ощущаться завершенная и	1	1
520	и даже в	1	1
521	последнего завершающего слова	1	1
522	жизни но и	1	1
523	и сами участвуем	1	1
524	выражает внеличную сторону	1	1
525	том же году	1	1
526	встречи креативного и	1	1
527	строго отграниченная система	1	1
528	в конце фразы	1	1
529	стремится к однозначности	1	1
530	быть определена как	1	1
531	которые при этом	1	1
532	судьбы они едины	1	1
533	несмотря на его	1	1
534	они едины судьба	1	1
535	в нем звучит	1	1
536	существенное значение в	1	1
537	в новейшее время	1	1
538	отличие от знания	1	1
539	котором рассказано в	1	1
540	а не как	1	1
541	своего рода общий	1	1
542	и та же	1	1
543	бахтин может ощущаться	1	1
544	истории литературы как	1	1
545	появляется и в	1	1
546	жизни и смерти	1	1
547	в своих историях	1	1
548	хотя и не	2	1
549	частности специфика кадропорождающих	1	1
550	его поступки только	1	1
551	еще в самом	1	1
552	последнем мы и	1	1
553	тогда как внутренняя	1	1
554	себя за голову	1	1
555	том что одно	1	1
556	сказанное отнюдь не	1	1
557	на самом деле	4	1
558	мира данного произведения	1	1
559	в рамках которого	1	1
560	однако в отличие	1	1
561	к тому или	1	1
562	ни одна из	1	1
563	пожелает представить себе	1	1
564	в основе которого	1	1
565	в мире в	1	1
566	представляет собой последовательность	1	1
567	с собачкой и	1	1
568	временных примет в	1	1
569	только раскрывают содержание	1	1
570	текста в целом	1	1
571	современной нарратологии это	1	1
572	этом последнем мы	1	1
573	как раз в	1	1
574	может быть определена	1	1
575	своей судьбы они	1	1
576	в контексте всего	1	1
577	семантических единиц текста	2	1
578	на уровне сюжета	1	1
579	необходимо отличать от	1	1
580	науке о литературе	1	1
581	однако и в	1	1
582	всего лишь один	1	1
583	может ощущаться завершенная	1	1
584	ни о чем	1	1
585	поступки только раскрывают	1	1
586	лишь поименованное в	1	1
587	оно живет в	1	1
588	примет в осмысленном	1	1
589	в финальной фразе	1	1
590	рождается в точке	1	1
591	в этом месте	1	1
592	кадры повествования а	1	1
593	в маркированном положении	3	1
594	в пределах одного	1	1
595	сами участвуем как	1	1
596	несет в себе	4	1
597	свою очередь членится	1	1
598	входит в состав	1	1
599	тот кто говорит	1	1
600	не мог быть	1	1
601	речи такова что	1	1
602	к коммуникативному событию	1	1
603	в каждый малый	1	1
604	жизни не в	1	1
605	же как и	1	1
606	не менее не	1	1
607	столько в том	1	1
608	что одно и	1	1
609	начале и особенно	1	1
610	как мы увидим	1	1
611	одна и та	1	1
612	едины судьба выражает	1	1
613	в начале и	1	1
614	к автору в	1	1
615	портрет пейзаж интерьер	1	1
616	она может быть	1	1
617	рассказ в рассказе	3	1
618	пространственных и временных	1	1
619	времени и действия	1	1
620	состоит в совмещении	1	1
621	отдельный кадр повествования	1	1
622	например так и	1	1
623	расположение деталей в	1	1
624	рассказано в произведении	1	1
625	одна из них	1	1
626	как бы в	2	1
627	данном случае это	3	1
628	но и внутренне	2	1
629	то что мы	1	1
630	его событийной полноте	1	1
631	иного национального языка	1	1
632	не отделен от	1	1
633	очередь членится на	1	1
634	и конкретном целом	1	1
635	что все люди	1	1
636	в рассказе бунина	3	1
637	по аналогии с	2	1
638	состояла в том	1	1
639	однако все они	1	1
640	в пределах кадрового	1	1
641	том числе и	1	1
642	читателя находится или	1	1
643	не мог найти	1	1
644	как в пушкинской	1	1
645	или пожелает представить	1	1
646	единиц текста в	1	1
647	которые могли бы	1	1
648	произведении и событие	1	1
649	самом деле не	1	1
650	ван геннепа и	1	1
651	и не сводится	1	1
652	до встречи с	1	1
653	сознания тогда как	1	1
654	тексте а не	1	1
655	с установкой на	2	1
656	вводятся автором в	1	1
