N	2gram	Bakhtin_Pr	Tvorches
270	для автора	6	4
271	и отчасти	1	4
272	но эти	2	4
273	по самой	1	4
274	о достоевском	12	4
275	только на	1	4
276	говорить о	3	4
277	и когда	1	4
278	превращается в	4	4
279	самого начала	4	4
280	что все	5	4
281	точки зрения	36	4
282	это прежде	1	4
283	реализм достоевского	1	4
284	крайней мере	3	4
285	к нему	13	4
286	мы видим	5	4
287	по преимуществу	3	4
288	в дневнике	1	4
289	и потому	9	4
290	с точки	21	4
291	и через	2	4
292	стремится к	1	4
293	не знает	5	4
294	времени у	1	4
295	братья карамазовы	3	4
296	времени как	1	4
297	который в	2	4
298	же как	5	4
299	так сказать	8	4
300	мир достоевского	12	4
301	сих пор	3	4
302	в каждом	11	4
303	к роману	1	4
304	личности и	1	4
305	в роман	1	4
306	романы достоевского	3	4
307	как это	2	4
308	главного героя	1	4
309	но только	3	4
310	этот вопрос	3	4
311	ту же	1	4
312	себя в	5	4
313	однако в	2	4
314	могут быть	5	4
315	и есть	6	4
316	до предела	1	4
317	достоевского от	2	4
318	ведет к	1	4
319	до сих	3	4
320	в человеке	15	4
321	утверждает что	1	4
322	с ними	3	4
323	и одновременно	5	4
324	героев и	7	4
325	в которых	2	4
326	достоевского есть	1	4
327	по крайней	3	4
328	перед нами	8	4
329	это и	10	4
330	его и	4	4
331	в основе	6	4
332	и более	2	4
333	сливается с	6	4
334	времени и	1	4
335	при помощи	1	4
336	между людьми	1	4
337	в отличие	3	4
338	той же	7	4
339	своей личности	2	4
340	достоевский изображает	1	4
341	в произведениях	5	4
342	того что	4	4
343	связан с	1	4
344	зависит от	1	4
345	и тут	1	4
346	же не	1	4
347	отказаться от	1	4
348	дело в	1	4
349	о жизни	1	4
350	на свете	1	4
351	личности в	7	4
352	с самого	3	4
353	творческий процесс	1	4
354	он говорит	3	4
355	он ни	2	4
356	отличие от	3	4
357	достоевский и	3	4
358	произведениях достоевского	9	4
359	но он	3	4
360	в частности	2	4
361	еще в	1	4
362	далеко не	3	4
363	у нее	1	4
364	х годов	2	4
365	действительной жизни	1	4
366	в плане	5	4
367	считает что	1	4
368	такой же	1	4
369	и наконец	5	4
370	что на	1	4
371	и к	5	3
372	от него	3	3
373	личности это	2	3
374	в настоящем	4	3
375	только что	3	3
376	кроме того	3	3
377	в виду	2	3
378	другой стороны	3	3
379	по себе	13	3
380	людей и	2	3
381	в первом	3	3
382	в мир	4	3
383	в жизни	7	3
384	к самому	1	3
385	только для	2	3
386	отличается от	3	3
387	так например	1	3
388	к тому	1	3
389	достоевского может	2	3
390	во всяком	5	3
391	можно сказать	3	3
392	с полным	1	3
393	в свете	4	3
394	вот почему	3	3
395	в этот	2	3
396	достоевского его	2	3
397	может служить	1	3
398	точно так	2	3
399	как она	2	3
400	в одном	14	3
401	перед ним	2	3
402	на миг	1	3
403	и еще	2	3
404	сказать что	9	3
405	поступков и	1	3
406	человеческих отношений	1	3
407	достоевского является	1	3
408	едва ли	1	3
409	не то	1	3
410	то в	1	3
411	на протяжении	3	3
412	к человеку	3	3
413	к себе	2	3
414	несмотря на	7	3
415	к которому	1	3
416	раскольникова в	2	3
417	и человек	2	3
418	как по	1	3
419	для того	3	3
420	полным правом	1	3
421	на себя	3	3
422	я и	2	3
423	себя как	5	3
424	не есть	2	3
425	романа мы	1	3
426	в себя	3	3
427	со всеми	1	3
428	и мир	4	3
429	на этом	1	3
430	в философии	1	3
431	него есть	1	3
432	всяком случае	3	3
433	эти слова	1	3
434	отличен от	1	3
435	совсем не	1	3
436	прошлого и	2	3
437	идей и	1	3
438	и тем	2	3
439	но зато	1	3
440	должны быть	1	3
441	и что	2	3
442	является одним	2	3
443	достоевский все	1	3
444	как уже	1	3
445	даже не	1	3
446	вот в	1	3
447	что для	4	3
448	его как	6	3
449	и др	1	3
450	человека как	1	3
451	более всего	1	3
452	достоевского он	2	3
453	писателя в	1	3
454	его к	4	3
455	там где	12	3
456	гораздо более	1	3
457	в один	2	3
458	и особенно	2	3
459	в искусстве	2	3
460	пришел к	1	3
461	в статье	1	3
462	во второй	1	3
463	и сколько	1	3
464	образом и	1	3
465	этой проблемы	1	3
466	романа преступление	1	3
467	письма т	1	3
468	на западе	2	3
469	переходит в	2	3
470	достоевского всегда	2	3
471	его с	2	3
472	живет в	1	3
473	был бы	6	3
474	для себя	5	3
475	я бы	1	3
476	стремление достоевского	2	3
477	от этой	1	3
478	ее и	2	3
479	себе не	1	3
480	других людей	1	3
481	до этого	1	3
482	заключается в	3	3
483	развития в	1	3
484	в процессе	4	3
485	подхода к	2	3
486	да и	3	3
487	о котором	1	3
488	со стороны	6	3
489	достоевского мы	5	3
490	времени он	1	3
491	ни на	2	3
492	не является	2	3
493	своих романах	1	3
494	и если	1	3
495	автора и	7	3
496	во мне	2	3
497	трагедии в	1	3
498	и тогда	1	3
499	самого автора	7	3
500	и до	5	3
501	идеи в	12	3
502	автора в	4	3
503	сами по	4	3
504	среды и	1	3
505	нет и	4	3
506	макар девушкин	1	3
507	как мы	10	3
508	характера и	2	3
509	второй план	1	3
510	на этот	2	3
511	этот роман	1	3
512	только с	2	3
513	друг друга	10	3
514	во времени	4	3
515	жизни не	1	3
516	человека но	2	3
517	романного мира	3	3
518	как к	3	3
519	но на	2	3
520	что оно	2	3
521	нет ни	5	3
522	сам себя	1	3
523	его героев	6	3
524	действительности в	1	3
525	в й	2	3
526	и вот	4	3
527	авторской позиции	8	3
528	он и	9	3
529	ее в	2	3
530	сам себе	1	3
531	на самом	5	3
532	у нас	2	3
533	сам достоевский	4	3
534	не существует	1	3
535	или в	2	3
536	иного рода	1	3
537	петербурга и	1	3
538	но уже	1	3
539	идеи и	2	3
540	не все	2	3
541	тут и	2	3
542	но достоевский	1	3
543	не по	3	3
544	в ней	8	3
545	по этому	2	3
546	из этих	2	3
547	а по	1	3
548	и их	7	3
549	не с	1	3
550	с ее	5	3
551	в начале	3	3
552	несколько раз	1	3
553	в другом	1	3
554	лишь в	4	3
555	отношение к	4	3
556	к ней	1	3
557	самой своей	1	3
558	бы он	3	3
559	сердце и	1	3
560	жизни и	21	3
561	в области	3	3
562	и только	2	3
563	это в	3	3
564	более того	5	3
565	доминантой характера	1	2
566	понял что	1	2
567	раскольникова а	1	2
568	является в	1	2
569	все что	6	2
570	достоевский никогда	5	2
571	еще раз	3	2
572	же и	2	2
573	которая в	1	2
574	познания и	1	2
575	все позволено	1	2
576	и имеет	1	2
577	он всегда	1	2
578	собственной личности	1	2
579	с самим	3	2
580	эта идея	1	2
581	линии развития	2	2
582	по выражению	2	2
583	вспомним хотя	1	2
584	сам автор	4	2
585	общения с	1	2
586	время не	3	2
587	в результате	6	2
588	ясно что	1	2
589	произведений достоевского	8	2
590	и необходимости	1	2
591	одновременно все	1	2
592	героев а	1	2
593	как достоевский	3	2
594	в материал	1	2
595	вслед за	1	2
596	вот что	2	2
597	героя как	2	2
598	относится и	2	2
599	их личности	2	2
600	жизнь в	2	2
601	человек в	2	2
602	его произведений	2	2
603	в снах	1	2
604	в построении	5	2
605	было очень	1	2
606	автор в	1	2
607	одном из	3	2
608	приходит в	1	2
609	их в	8	2
610	стремления к	1	2
611	в одно	1	2
612	достоевский прямо	1	2
613	в художественном	5	2
614	весь роман	1	2
615	ставрогина и	1	2
616	с героем	2	2
617	своем творчестве	1	2
618	для их	2	2
619	с последними	1	2
620	авторской речи	2	2
621	композиции у	1	2
622	и нет	2	2
623	всякого рода	1	2
624	а что	2	2
625	и того	1	2
626	он изображает	1	2
627	в жизнь	1	2
628	во все	5	2
629	в данном	3	2
630	не могли	3	2
631	можно не	1	2
632	то это	1	2
633	в действительности	1	2
634	достоевского никогда	1	2
635	которой он	1	2
636	достоевского осуществляется	1	2
637	представляется нам	2	2
638	и иван	1	2
639	входит в	11	2
640	мир его	1	2
641	только как	1	2
642	но даже	1	2
643	другом в	2	2
644	позиции автора	1	2
645	окончательного решения	1	2
646	тон рассказа	1	2
647	е годы	2	2
648	литературе нет	2	2
649	чем его	1	2
650	он писал	3	2
651	социальной действительности	2	2
652	на ней	1	2
653	но ни	1	2
654	как на	4	2
655	в пространстве	3	2
656	достоевского по	2	2
657	по поводу	2	2
658	он живет	2	2
659	и поступков	4	2
660	уже по	1	2
661	точка зрения	14	2
662	того же	1	2
663	достоевский создал	1	2
664	жизни с	1	2
665	этом плане	1	2
666	жизнь и	3	2
667	во всех	8	2
668	героев в	4	2
669	достоевский с	2	2
670	здесь нет	3	2
671	и среди	1	2
672	с одной	1	2
673	на том	1	2
674	в произведении	4	2
675	и диалектика	1	2
676	есть у	2	2
677	начала и	3	2
678	свидригайлов и	1	2
679	достоевского для	2	2
680	на этих	1	2
681	как раз	9	2
682	тем не	1	2
683	которого он	1	2
684	это объясняется	1	2
685	несогласие с	1	2
686	он стремился	1	2
687	в качестве	1	2
688	достоевского было	3	2
689	отказывается от	1	2
690	бы заранее	1	2
691	с другими	11	2
692	это очень	4	2
693	этом романе	1	2
694	входят в	3	2
695	свободы и	1	2
696	в мысли	1	2
697	и притом	3	2
698	связи с	1	2
699	который является	1	2
700	мировой литературы	2	2
701	достоевского о	1	2
702	героя с	3	2
703	как его	2	2
704	с князем	1	2
705	xviii века	1	2
706	да я	1	2
707	тому что	3	2
708	у тургенева	2	2
709	человек и	2	2
710	но ведь	4	2
711	и достоевского	1	2
712	рядом с	16	2
713	психологизм достоевского	1	2
714	был не	2	2
715	времени достоевский	1	2
716	в эту	1	2
717	что как	1	2
718	времени а	1	2
719	смысл и	2	2
720	но как	4	2
721	его творчестве	3	2
722	не он	2	2
723	автора или	2	2
724	в устах	2	2
725	мы уже	4	2
726	свидригайлова и	2	2
727	не дает	4	2
728	достоевского далеко	1	2
729	во что	2	2
730	с чертом	1	2
731	с героями	3	2
732	кажется что	4	2
733	дневнике писателя	1	2
734	не будет	1	2
735	если же	3	2
736	ибо в	2	2
737	и та	1	2
738	и является	1	2
739	в тех	1	2
740	себя на	2	2
741	человека по	2	2
742	по своей	1	2
743	в нее	1	2
744	сравнительно с	1	2
745	на мир	10	2
746	он еще	2	2
747	было бы	10	2
748	нем и	2	2
749	я в	1	2
750	иваном карамазовым	2	2
751	человека его	1	2
752	протяжении всего	2	2
753	подполья в	1	2
754	но прежде	1	2
755	сам в	1	2
756	авторскую позицию	1	2
757	этой концепции	1	2
758	не значит	4	2
759	даже если	1	2
760	с которым	1	2
761	с болью	1	2
762	из этого	1	2
763	бы ни	1	2
764	которые были	3	2
765	а как	8	2
766	идея раскольникова	5	2
767	его можно	1	2
768	говорит об	2	2
769	нет ли	2	2
770	характеров и	1	2
771	и против	1	2
772	к достоевскому	1	2
773	и здесь	5	2
774	самосознания героя	1	2
775	процесса достоевского	1	2
776	от жизни	1	2
777	и свою	2	2
778	жизни а	2	2
779	на первом	2	2
780	и должно	1	2
781	была бы	5	2
782	представляют собой	1	2
783	в сущности	11	2
784	гроссман в	1	2
785	быть поняты	1	2
786	этот принцип	3	2
787	достоевского глава	1	2
788	для них	3	2
789	в отношении	3	2
790	ни в	5	2
791	и делает	1	2
792	целом ряде	3	2
793	и герои	2	2
794	не могут	6	2
795	его духовного	1	2
796	здесь мы	3	2
797	мы понимаем	1	2
798	находим у	1	2
799	от автора	6	2
800	произведения в	2	2
801	тоже не	2	2
802	уже говорили	2	2
803	этот тип	1	2
804	не знал	1	2
805	человеку как	1	2
806	к его	1	2
807	известном смысле	1	2
808	сам с	1	2
809	быть назван	1	2
810	не имеет	2	2
811	к героям	1	2
812	ли он	2	2
813	по самому	1	2
814	в известном	1	2
815	знает что	1	2
816	не во	3	2
817	макара девушкина	1	2
818	динамика достоевского	1	2
819	в диалоге	3	2
820	то он	3	2
821	с трагедией	1	2
822	наконец в	2	2
823	того чтобы	5	2
824	образ человека	1	2
825	героем и	2	2
826	у меня	4	2
827	отношение автора	1	2
828	а может	3	2
829	не должны	1	2
830	и уже	3	2
831	и теперь	1	2
832	что если	4	2
833	то все	1	2
834	героя а	5	2
835	у шекспира	2	2
836	отношении к	3	2
837	о своем	2	2
838	от других	2	2
839	не потому	4	2
840	с автором	1	2
841	числе и	1	2
842	мир а	1	2
843	через него	1	2
844	им в	4	2
845	от мысли	1	2
846	и будущее	1	2
847	что же	5	2
848	неотделима от	2	2
849	характер в	1	2
850	и превращается	1	2
851	он в	3	2
852	видим в	1	2
853	в сфере	4	2
854	он все	2	2
855	индивидуальном сознании	2	2
856	героя только	1	2
857	за пределами	2	2
858	и авторской	1	2
859	у лермонтова	1	2
860	к миру	1	2
861	не стоит	1	2
862	с лизой	1	2
863	не из	3	2
864	при изображении	1	2
865	точку зрения	9	2
866	в другое	3	2
867	в вечности	1	2
868	меня не	1	2
869	высшей степени	2	2
870	ответ на	2	2
871	и всякий	1	2
872	значение в	1	2
873	мир в	4	2
874	данном случае	3	2
875	сам он	5	2
876	о человеке	2	2
877	отразились в	1	2
878	том числе	1	2
879	где он	1	2
880	он как	4	2
881	идей а	2	2
882	они живут	1	2
883	невского проспекта	1	2
884	не достигает	1	2
885	о нем	16	2
886	и всегда	1	2
887	пространстве а	2	2
888	со своим	4	2
889	с их	9	2
890	над героем	1	2
891	слова не	1	2
892	первом плане	1	2
893	непосредственно в	2	2
894	образом в	2	2
895	не от	2	2
896	всю жизнь	1	2
897	в сферу	1	2
898	мира а	1	2
899	или наконец	4	2
900	или даже	2	2
901	о прототипах	1	2
902	не столь	1	2
903	и со	3	2
904	достоевский считает	2	2
905	личности не	1	2
906	что времени	1	2
907	должен быть	1	2
908	людей в	1	2
909	отсюда же	2	2
910	к одному	1	2
911	первый герой-идеолог	1	2
912	ко всему	1	2
913	мир по	2	2
914	свою эпоху	1	2
915	перед тем	1	2
916	ведь это	3	2
917	его произведениях	3	2
918	героя к	1	2
919	же это	2	2
920	раскольникова и	4	2
921	не могу	1	2
922	она не	9	2
923	но при	1	2
924	не любил	1	2
925	раскольников и	2	2
926	а от	1	2
927	от всех	1	2
928	всех этих	3	2
929	отказ от	1	2
930	только то	3	2
931	живое событие	2	2
932	человека с	1	2
933	карамазова и	5	2
934	достоевский заставляет	2	2
935	пространства и	1	2
936	во вкусе	1	2
937	по всей	1	2
938	со своими	6	2
939	в большой	3	2
940	свидригайлова в	1	2
941	в литературном	1	2
942	и о	5	2
943	действительности не	1	2
944	роман и	1	2
945	в высшей	2	2
946	с раскольниковым	4	2
947	современной ему	2	2
948	й главе	2	2
949	же в	3	2
950	мы слышим	2	2
951	авторского сознания	5	2
952	в создании	1	2
953	их на	1	2
954	в е	2	2
955	может и	1	2
956	конце концов	7	2
957	но для	2	2
958	мысли достоевского	2	2
959	есть не	3	2
960	мира в	6	2
961	не к	1	2
962	капитализма и	2	1
963	обессилена и	1	1
964	указывал на	1	1
965	часы он	1	1
966	что было	4	1
967	не выступает	1	1
968	буквально нечего	1	1
969	они являются	1	1
970	утвердить свою	1	1
971	нельзя признать	1	1
972	должна была	4	1
973	глубинным ядром	1	1
974	идейность и	1	1
975	они тотчас	1	1
976	бы несколько	1	1
977	и своего	1	1
978	художественном мире	3	1
979	и мира	1	1
980	отвечает на	1	1
981	мы и	2	1
982	этого в	2	1
983	не понимает	1	1
984	создания такой	1	1
985	к маленькому	1	1
986	в вас	4	1
987	не хватило	1	1
988	ведущие герои	3	1
989	которые не	1	1
990	торжество времени	1	1
991	к этой	1	1
992	его построения	1	1
993	зрения их	1	1
994	и люди	1	1
995	он считает	1	1
996	сверх того	1	1
997	всей жизни	1	1
998	ощущению его	1	1
999	принципиально новую	1	1
1000	она всегда	1	1
1001	это лишь	2	1
1002	для раскольникова	1	1
1003	в применении	1	1
1004	любовь к	1	1
1005	романе а	1	1
1006	работе идеологический	1	1
1007	них за	1	1
1008	социальное положение	1	1
1009	на второй	1	1
1010	формы в	1	1
1011	одно общее	1	1
1012	достоевского здесь	2	1
1013	идеи им	1	1
1014	же мысль	1	1
1015	рассказа это	1	1
1016	тем как	4	1
1017	или нет	1	1
1018	их жизни	2	1
1019	сцен и	1	1
1020	нечего сказать	2	1
1021	его он	1	1
1022	великих художников	1	1
1023	оставляет за	2	1
1024	но тем	1	1
1025	жить и	1	1
1026	так можно	1	1
1027	и быстрота	1	1
1028	воплощенной в	2	1
1029	и раскольников	1	1
1030	проявилась в	1	1
1031	притом это	1	1
1032	не являются	1	1
1033	не хочет	1	1
1034	катастрофическая быстрота	1	1
1035	одно из	2	1
1036	идее и	1	1
1037	может нас	1	1
1038	автор же	1	1
1039	не вошли	1	1
1040	и другими	6	1
1041	беседе с	1	1
1042	роман в	2	1
1043	нами в	5	1
1044	бы мир	1	1
1045	и само	2	1
1046	идеология достоевского	1	1
1047	которую он	2	1
1048	келье тихона	1	1
1049	позиции героя	1	1
1050	идеи абсолютно	1	1
1051	была идея	2	1
1052	а там	1	1
1053	сознаний в	5	1
1054	идеи раскольникова	2	1
1055	люди и	1	1
1056	а напротив	1	1
1057	в художественную	1	1
1058	всю историю	1	1
1059	на которых	1	1
1060	планы и	1	1
1061	зрения извне	1	1
1062	но все	8	1
1063	действительно овладела	1	1
1064	именно и	2	1
1065	автора достоевского	1	1
1066	можно говорить	2	1
1067	сам раскольников	1	1
1068	представляется ему	1	1
1069	о мире	6	1
1070	мне кажется	2	1
1071	его природы	1	1
1072	равно как	1	1
1073	жизни идеи	1	1
1074	происходит не	1	1
1075	забывали что	1	1
1076	из самых	1	1
1077	вы мне	1	1
1078	что весь	1	1
1079	форму и	2	1
1080	она является	2	1
1081	уже на	1	1
1082	из всего	2	1
1083	его личности	4	1
1084	самом как	1	1
1085	его романного	1	1
1086	и герцена	2	1
1087	черта их	1	1
1088	идея эта	2	1
1089	чужого сознания	2	1
1090	разумихин и	1	1
1091	человека здесь	1	1
1092	герои не	1	1
1093	что по	1	1
1094	все сосуществует	1	1
1095	автора к	1	1
1096	у которого	1	1
1097	художественный мир	2	1
1098	начала действия	1	1
1099	позиция автора	5	1
1100	мысли о	1	1
1101	он произносит	1	1
1102	что еще	1	1
1103	случайно и	2	1
1104	в речах	2	1
1105	мы только	1	1
1106	человеке и	1	1
1107	от почвы	1	1
1108	действительную жизнь	1	1
1109	раскольникова с	1	1
1110	он является	1	1
1111	бы синонимы	1	1
1112	поскольку он	1	1
1113	авторская позиция	4	1
1114	к своим	1	1
1115	из героев	1	1
1116	он по	1	1
1117	мучений и	1	1
1118	жизни на	1	1
1119	самом конце	1	1
1120	не его	3	1
1121	комизм и	1	1
1122	в письме	1	1
1123	смысл этого	1	1
1124	нем нет	1	1
1125	победу над	1	1
1126	как только	2	1
1127	не понимая	1	1
1128	с алешей	1	1
1129	достоевского таким	3	1
1130	он из	1	1
1131	а вместе	1	1
1132	и смерти	7	1
1133	вступая в	1	1
1134	при полном	2	1
1135	первый взгляд	1	1
1136	его поступки	1	1
1137	настоящее и	1	1
1138	идеи как	2	1
1139	от внешней	1	1
1140	при всей	1	1
1141	перестает быть	4	1
1142	его романы	1	1
1143	между сознаниями	3	1
1144	творчества в	3	1
1145	героя проявляется	1	1
1146	европейского романа	4	1
1147	сферу жизни	1	1
1148	героя или	1	1
1149	мире не	1	1
1150	к другой	1	1
1151	мира достоевский	3	1
1152	бескорыстие не	1	1
1153	вопрос о	4	1
1154	и повести	2	1
1155	среды в	1	1
1156	земная жизнь	1	1
1157	его героиней	1	1
1158	проститутка соня	1	1
1159	мышкин и	1	1
1160	не согласиться	1	1
1161	изображения мира	2	1
1162	раз и	4	1
1163	сам и	1	1
1164	достоевского нельзя	1	1
1165	персонажа с	1	1
1166	человек из	5	1
1167	даже и	2	1
1168	не между	1	1
1169	романа уже	1	1
1170	бунт героя	1	1
1171	представления о	1	1
1172	центр тяжести	1	1
1173	в противоположность	3	1
1174	воспроизведения и	1	1
1175	в келье	1	1
1176	и свое	2	1
1177	сознании достоевского	1	1
1178	остался незаконченным	1	1
1179	мышкиным и	1	1
1180	героя поэтому	1	1
1181	достоевский постоянно	1	1
1182	и противоречивость	5	1
1183	действительности он	1	1
1184	достоевский вовсе	1	1
1185	идею а	1	1
1186	роман с	2	1
1187	сознания в	2	1
1188	он ищет	4	1
1189	в руках	1	1
1190	таким же	4	1
1191	полифоническом мире	1	1
1192	с помощью	1	1
1193	их объективного	1	1
1194	он умел	5	1
1195	хорошо понимал	1	1
1196	одновременно он	1	1
1197	полном реализме	2	1
1198	но они	4	1
1199	художественного видения	13	1
1200	если нет	2	1
1201	героиней была	1	1
1202	содержание в	1	1
1203	предисловии к	2	1
1204	его именно	2	1
1205	ценности и	1	1
1206	и значение	1	1
1207	и другом	2	1
1208	изображается как	1	1
1209	человека уже	1	1
1210	душе его	1	1
1211	в журнале	1	1
1212	в смысле	4	1
1213	от структуры	1	1
1214	можно допустить	1	1
1215	можно ли	1	1
1216	на практике	1	1
1217	является как	1	1
1218	же его	1	1
1219	представляет в	1	1
1220	себе в	1	1
1221	инквизиторе и	1	1
1222	самим героем	1	1
1223	души человеческой	2	1
1224	преодолеть время	1	1
1225	идея действительно	1	1
1226	автора с	1	1
1227	за другом	1	1
1228	художественного произведения	1	1
1229	романе не	1	1
1230	всего что	2	1
1231	всегда и	1	1
1232	психологии героев	1	1
1233	без авторского	1	1
1234	в прошлом	1	1
1235	этого мира	6	1
1236	и новая	1	1
1237	художественного изображения	4	1
1238	к ним	3	1
1239	его восприятие	1	1
1240	отношения и	1	1
1241	среди них	3	1
1242	вообще и	1	1
1243	будничной действительности	1	1
1244	достоевскому еще	1	1
1245	идея в	4	1
1246	этого бунта	1	1
1247	в голове	1	1
1248	тезис о	1	1
1249	жизни как	1	1
1250	него не	4	1
1251	для всей	1	1
1252	она ни	1	1
1253	ее как	3	1
1254	но принцип	1	1
1255	капитализм и	1	1
1256	том чтобы	1	1
1257	его слова	1	1
1258	а сам	1	1
1259	достоевского все	2	1
1260	достоевский сумел	2	1
1261	о тех	1	1
1262	а только	3	1
1263	образом как	1	1
1264	построении образов	1	1
1265	быть в	2	1
1266	героям достоевского	1	1
1267	в нашем	3	1
1268	подполья не	1	1
1269	у себя	3	1
1270	и идеологические	1	1
1271	с этими	1	1
1272	под названием	1	1
1273	автор как	1	1
1274	есть по	1	1
