N	2gram	Tiupa_Narr	formyVre
720	этот не	1	2
721	утверждает что	2	2
722	литературного произведения	1	2
723	и создает	1	2
724	себе не	1	2
725	него нет	1	2
726	на минуту	1	2
727	и строго	1	2
728	нам в	1	2
729	самом деле	4	2
730	приобретает в	2	2
731	самим собой	3	2
732	строгом смысле	1	2
733	целого но	1	2
734	так называемый	1	2
735	пространство и	1	2
736	миром и	1	2
737	о своей	3	2
738	этот тип	1	2
739	можно назвать	2	2
740	добрых и	1	2
741	как для	2	2
742	которые могут	2	2
743	последующее развитие	1	2
744	данном случае	12	2
745	о котором	4	2
746	мировую литературу	1	2
747	говорить и	2	2
748	в разработке	1	2
749	началом и	2	2
750	бросается в	1	2
751	иной степени	1	2
752	они неразрывно	1	2
753	то и	3	2
754	внутренняя жизнь	2	2
755	каким бы	1	2
756	произведении и	1	2
757	это то	1	2
758	и тогда	2	2
759	в новой	1	2
760	с которой	1	2
761	с большей	1	2
762	у шекспира	1	2
763	отношении к	1	2
764	от других	1	2
765	беседы с	3	2
766	не выделился	1	2
767	каждый из	3	2
768	действия и	1	2
769	образом не	1	2
770	жизни по	1	2
771	лице своих	1	2
772	на более	1	2
773	может послужить	1	2
774	не совсем	1	2
775	соответствии с	7	2
776	и стал	2	2
777	начиная с	3	2
778	за пределами	3	2
779	с нею	2	2
780	характерное для	1	2
781	нельзя забывать	1	2
782	появляется в	1	2
783	в плане	1	2
784	в мировой	1	2
785	и после	3	2
786	только о	1	2
787	длительности и	1	2
788	мире где	1	2
789	душе и	1	2
790	основе своей	1	2
791	произведения как	1	2
792	не можем	2	2
793	на кухне	1	2
794	для нас	2	2
795	заключительные замечания	1	2
796	идет о	3	2
797	п все	1	2
798	для всего	1	2
799	времен года	1	2
800	себя самого	1	2
801	иной раз	1	2
802	где он	1	2
803	себя в	4	2
804	не существует	3	2
805	реальной действительности	1	2
806	жизни это	2	2
807	в организации	2	2
808	в будущее	1	2
809	бытия и	1	2
810	о жизни	2	2
811	в стороне	1	2
812	еды в	1	2
813	мира а	1	2
814	и последующих	1	2
815	за которым	2	2
816	но по	1	2
817	или даже	3	2
818	напротив они	2	2
819	является не	1	2
820	к своему	2	2
821	не столь	2	2
822	собственной жизни	2	2
823	и смысл	1	2
824	но уже	2	2
825	должен быть	1	2
826	остается вне	1	2
827	они все	1	2
828	характер этой	1	2
829	обычно в	1	2
830	может иметь	1	2
831	история о	1	2
832	в бытовой	1	2
833	характера в	1	2
834	его не	1	2
835	одну из	1	2
836	или не	5	2
837	вся жизнь	2	2
838	у гомера	1	2
839	в искусстве	1	2
840	не о	2	2
841	нельзя понять	1	2
842	частности в	2	2
843	оказывается что	1	2
844	еще в	4	2
845	в xix	1	2
846	время они	1	2
847	как то	1	2
848	не определяется	1	2
849	него и	1	2
850	со своими	3	2
851	во многом	1	2
852	для такого	1	2
853	в чужом	1	2
854	зрения на	2	2
855	и иные	1	2
856	жизни жизнь	1	2
857	он видел	1	2
858	видим и	1	2
859	и конец	3	2
860	ними но	1	2
861	в человеке	2	2
862	и брак	1	1
863	это на	1	1
864	они являются	1	1
865	является в	1	1
866	и составляет	2	1
867	характер здесь	1	1
868	которая была	1	1
869	еще раз	3	1
870	и мира	4	1
871	подробности жизни	1	1
872	именно на	1	1
873	более не	3	1
874	некоторых особенностей	1	1
875	их облик	1	1
876	и своего	1	1
877	в момент	1	1
878	русской литературе	1	1
879	молитвы на	1	1
880	исходя из	4	1
881	творчества в	1	1
882	которая в	2	1
883	собою все	1	1
884	тех кто	1	1
885	и люди	1	1
886	целого не	1	1
887	граница между	1	1
888	иного мира	1	1
889	случае мы	1	1
890	что один	1	1
891	дело с	4	1
892	жизнь которая	1	1
893	связанных между	1	1
894	в финале	3	1
895	речи и	1	1
896	на второй	1	1
897	эта новая	1	1
898	жизни есть	1	1
899	тем как	1	1
900	конца не	1	1
901	в большей	1	1
902	могут входить	1	1
903	это обычно	1	1
904	язык как	2	1
905	что человек	1	1
906	например с	1	1
907	различные аспекты	1	1
908	чужом для	1	1
909	двадцати пяти	1	1
910	а есть	1	1
911	и форме	1	1
912	не годится	1	1
913	рассказано в	1	1
914	случае он	2	1
915	от классического	1	1
916	всякое событие	1	1
917	и само	1	1
918	но что	1	1
919	в кухне	1	1
920	как слушатели-читатели	2	1
921	поэтому их	1	1
922	этим объясняется	1	1
923	писания в	1	1
924	автор и	1	1
925	более или	2	1
926	значение это	1	1
927	по пути	1	1
928	он имеет	1	1
929	характерные образцы	1	1
930	на свой	1	1
931	типов в	1	1
932	в первом	4	1
933	второй план	1	1
934	относится и	1	1
935	случаях когда	1	1
936	людей а	1	1
937	зато в	1	1
938	у людей	1	1
939	где они	2	1
940	противопоставляющего себя	1	1
941	конечном счете	4	1
942	но сложном	1	1
943	ходит по	1	1
944	после него	1	1
945	детей и	1	1
946	материков на	1	1
947	мира это	1	1
948	приобретает характер	1	1
949	характер за	1	1
950	и внутренне	1	1
951	одновременно и	1	1
952	она появляется	1	1
953	на эту	1	1
954	смерть в	1	1
955	времени эта	1	1
956	не вполне	3	1
957	жизнь героя	1	1
958	не менее	6	1
959	человека есть	2	1
960	и молитвы	1	1
961	и слово	1	1
962	так например	1	1
963	и дрожит	1	1
964	и физически	2	1
965	обращение к	1	1
966	характер этот	1	1
967	первый взгляд	1	1
968	его мать	1	1
969	только благодаря	1	1
970	с точкой	1	1
971	впаяны в	1	1
972	уже давно	1	1
973	к этой	1	1
974	при условии	1	1
975	роман от	1	1
976	с конца	1	1
977	его существование	1	1
978	что этот	1	1
979	совершенно новые	1	1
980	же времени	1	1
981	в динамике	1	1
982	соответствии со	1	1
983	и мысли	1	1
984	за исключением	1	1
985	реальности как	1	1
986	именно этим	1	1
987	пространстве его	1	1
988	мира на	2	1
989	но во	1	1
990	еще одного	1	1
991	события как	1	1
992	сложности и	1	1
993	и неизбежно	1	1
994	отрыве от	1	1
995	и продукт	1	1
996	миф о	1	1
997	не всегда	4	1
998	она вся	1	1
999	к различным	2	1
1000	и действия	2	1
1001	и событие	3	1
1002	не встречается	1	1
1003	черты характера	1	1
1004	не отделена	1	1
1005	людей то	1	1
1006	город с	2	1
1007	двумя смежными	1	1
1008	ряда мотивов	1	1
1009	точек зрения	2	1
1010	превращается в	2	1
1011	в каждой	1	1
1012	что еще	1	1
1013	рассуждение о	1	1
1014	яркий пример	1	1
1015	него мире	1	1
1016	видно что	2	1
1017	в карты	1	1
1018	подобный вопрос	2	1
1019	право говорить	1	1
1020	с другим	2	1
1021	в не	1	1
1022	можем обозначить	1	1
1023	и три	1	1
1024	или чаще	1	1
1025	в символический	1	1
1026	самом начале	1	1
1027	ключ к	2	1
1028	ее как	1	1
1029	как правило	8	1
1030	гораздо существеннее	1	1
1031	следующим образом	1	1
1032	такая же	1	1
1033	характера с	1	1
1034	на него	4	1
1035	на будущее	1	1
1036	который в	2	1
1037	речь о	1	1
1038	и внутренняя	1	1
1039	тем это	1	1
1040	от другой	1	1
1041	детей в	2	1
1042	она есть	1	1
1043	так у	2	1
1044	не представляется	1	1
1045	не просто	2	1
1046	в мифологическую	1	1
1047	едва ли	5	1
1048	смысле как	1	1
1049	обновления и	1	1
1050	вся эта	1	1
1051	связей в	1	1
1052	от ее	1	1
1053	гораздо более	1	1
1054	себе самом	2	1
1055	ближе к	1	1
1056	бы то	1	1
1057	с радостью	1	1
1058	не происходит	3	1
1059	и представляет	2	1
1060	реально и	1	1
1061	не за	1	1
1062	нему в	1	1
1063	говорит о	3	1
1064	к герою	2	1
1065	ранних этапах	1	1
1066	событий а	1	1
1067	друга но	1	1
1068	ведь для	1	1
1069	см гл	1	1
1070	сюжет в	1	1
1071	от его	2	1
1072	к человеку	1	1
1073	этом все	1	1
1074	связанными в	1	1
1075	и среди	1	1
1076	хоть слово	1	1
1077	это будет	1	1
1078	как средство	1	1
1079	на том	2	1
1080	слова эта	1	1
1081	такого рода	17	1
1082	она в	3	1
1083	о событии	2	1
1084	первый раз	2	1
1085	говоря это	2	1
1086	героини и	2	1
1087	нет места	1	1
1088	начала и	5	1
1089	своей социальной	1	1
1090	я как	1	1
1091	к истинному	1	1
1092	к которому	1	1
1093	своей матери	3	1
1094	тем не	7	1
1095	значительной степени	1	1
1096	аналогии с	1	1
1097	художника и	1	1
1098	событие не	1	1
1099	природа в	1	1
1100	не обладает	1	1
1101	в европейской	1	1
1102	наше внимание	1	1
1103	на нескольких	1	1
1104	приобрели бы	1	1
1105	в конечном	6	1
1106	в будущем	1	1
1107	как же	1	1
1108	мотив еды	1	1
1109	него еще	1	1
1110	мировой литературы	1	1
1111	а за	2	1
1112	ни от	2	1
1113	зрения но	1	1
1114	но совершенно	1	1
1115	одним из	2	1
1116	и чисто	1	1
1117	текста если	2	1
1118	не случай	1	1
1119	интереса для	1	1
1120	или хотя	1	1
1121	свой особый	1	1
1122	необходимого для	1	1
1123	на мировую	1	1
1124	раскрыться только	1	1
1125	этом последнем	2	1
1126	как говорит	1	1
1127	такова что	3	1
1128	эти три	1	1
1129	со множеством	1	1
1130	этом и	5	1
1131	так на	1	1
1132	в последовательности	1	1
1133	его событийной	1	1
1134	он вовсе	1	1
1135	на свои	1	1
1136	века в	1	1
1137	и смертью	1	1
1138	что стало	1	1
1139	все подробности	1	1
1140	но каждый	1	1
1141	это видение	1	1
1142	по своим	2	1
1143	и понимание	1	1
1144	и религиозной	1	1
1145	текст и	1	1
1146	природный пейзаж	1	1
1147	по поводу	3	1
1148	в русской	3	1
1149	точкой зрения	1	1
1150	могли бы	1	1
1151	человек как	1	1
1152	своей судьбой	1	1
1153	вошел в	1	1
1154	опираясь на	1	1
1155	от себя	1	1
1156	времени жизни	1	1
1157	не то	1	1
1158	для его	1	1
1159	и развязка	2	1
1160	сложном событии	1	1
1161	границы между	2	1
1162	чтобы в	1	1
1163	интриги с	1	1
1164	становится и	1	1
1165	данный момент	1	1
1166	что происходит	1	1
1167	говорил о	2	1
1168	собой это	1	1
1169	мир где	1	1
1170	этой своей	2	1
1171	от этих	3	1
1172	человеческого бытия	2	1
1173	нашего сознания	1	1
1174	зрения в	1	1
1175	соотнесении с	1	1
1176	медицинских и	1	1
1177	здесь сохраняется	1	1
1178	не будут	1	1
1179	между тем	5	1
1180	встречи и	1	1
1181	не из	1	1
1182	к цели	1	1
1183	человека как	2	1
1184	только внешняя	1	1
1185	два события	1	1
1186	прошлого и	2	1
1187	в рассказе	10	1
1188	так называемые	1	1
1189	протяжении веков	1	1
1190	на самый	1	1
1191	художественной литературе	1	1
1192	в случае	4	1
1193	действующих лиц	8	1
1194	един и	1	1
1195	и тем	9	1
1196	стороне от	1	1
1197	не будет	2	1
1198	и смысла	1	1
1199	в системе	1	1
1200	мире этот	1	1
1201	но зато	4	1
1202	исчезает и	1	1
1203	не приходится	1	1
1204	за свои	1	1
1205	и что	1	1
1206	впоследствии эта	1	1
1207	главного героя	5	1
1208	время когда	1	1
1209	вспомним что	1	1
1210	к ее	3	1
1211	людьми в	1	1
1212	границы как	1	1
1213	тем и	1	1
1214	к большой	1	1
1215	существенности и	1	1
1216	также не	2	1
1217	этом смысле	1	1
1218	несколько иначе	1	1
1219	в нее	2	1
1220	ведет не	1	1
1221	здесь отсутствует	1	1
1222	но тут	1	1
1223	она была	2	1
1224	у которого	1	1
1225	событийной полноте	1	1
1226	могла бы	1	1
1227	тип в	1	1
1228	котором рассказано	1	1
1229	на некоторые	1	1
1230	не сливаются	2	1
1231	лишь одно	1	1
1232	не говорится	1	1
1233	на бумаге	1	1
1234	героев жизнь	1	1
1235	человеческих отношений	2	1
1236	время обеда	1	1
1237	это вовсе	1	1
1238	нами был	1	1
1239	однако в	4	1
1240	это делает	1	1
1241	совершенно чужда	1	1
1242	что может	2	1
1243	видения жизни	1	1
1244	имя и	1	1
1245	даже если	2	1
1246	соответствующую главу	1	1
1247	в первой	3	1
1248	все остальное	1	1
1249	с которым	1	1
1250	весь язык	1	1
1251	в общем	1	1
1252	ей не	1	1
1253	ней в	2	1
1254	всю жизнь	1	1
1255	к полноте	1	1
1256	вовсе еще	1	1
1257	свое я	1	1
1258	есть все	1	1
1259	бы эти	1	1
1260	о роли	2	1
1261	в данный	1	1
1262	слова как	1	1
1263	ни казались	1	1
1264	многих его	1	1
1265	речевой практике	1	1
1266	и пребывает	1	1
1267	значения как	1	1
1268	и чужого	2	1
1269	чтобы не	1	1
1270	он его	1	1
1271	причем это	1	1
1272	каждого из	2	1
1273	я сам	2	1
1274	до его	1	1
1275	на рубеже	2	1
1276	границе между	1	1
1277	возможностей в	1	1
1278	в развитии	1	1
1279	своего рода	17	1
1280	на жизнь	1	1
1281	в речи	5	1
1282	жизни героя	4	1
1283	является носителем	2	1
1284	семейных связей	1	1
1285	в последующих	1	1
1286	рождение и	1	1
1287	к другим	1	1
1288	становление характера	1	1
1289	и питается	1	1
1290	по определению	3	1
1291	например что	1	1
1292	в событии	3	1
1293	речи но	1	1
1294	в большем	1	1
1295	в случаях	1	1
1296	данного лица	1	1
1297	и солнце	1	1
1298	через посредство	3	1
1299	время у	1	1
1300	выше но	1	1
1301	ушел из	1	1
