N	4gram	Tiupa_Anal	DiskursI
231	социальные характеристики другие аспекты	1	1
232	по себе они таковыми	1	1
233	в специальном значении этого	1	1
234	ивана петровича белкина изданные	1	1
235	оденьте его и дайте	1	1
236	то же время они	1	1
237	одежду и оденьте его	1	1
238	в том и состоит	1	1
239	и слушающих их личностные	1	1
240	человеческого я в мире	1	1
241	дискурс трактует последний как	1	1
242	детях покидающих свою родину	1	1
243	продукт социального взаимодействия трех	1	1
244	событие о котором рассказано	1	1
245	лучшую одежду и оденьте	1	1
246	употребление языка и дискурс	1	1
247	том что бывает всегда	1	1
248	может трактоваться в качестве	1	1
249	изменить ничего нельзя не	1	1
250	в том или ином	3	1
251	есть не что иное	4	1
252	героя как ценностного центра	2	1
