N	3gram	Vinokur_Ku	Psycholo
336	я имею в	2	1
337	казалось бы не	1	1
338	и то обстоятельство	2	1
339	все той же	1	1
340	что слово это	3	1
341	влечет за собой	1	1
342	от того какое	1	1
343	однако он не	1	1
344	все равно не	1	1
345	в себе всю	1	1
346	крайней мере в	1	1
347	как увидим ниже	1	1
348	и учение о	1	1
349	которым приходится иметь	1	1
350	но все дело	1	1
351	смысл только в	1	1
352	свидетельствует о том	1	1
353	является ли это	2	1
354	видим мы в	1	1
355	они свидетельствуют о	1	1
356	что само по	1	1
357	что ничего более	1	1
358	и во многих	1	1
359	если бы я	1	1
360	и некоторые другие	1	1
361	в особенности в	1	1
362	таких словах как	2	1
363	не следует что	1	1
364	этом отношении и	1	1
365	тому что с	1	1
366	таким образом если	1	1
367	в особенности же	2	1
368	существу она не	1	1
369	жизни в его	1	1
370	в наши дни	1	1
371	не в области	1	1
372	каждый данный момент	1	1
373	против того что	1	1
374	мне кажется что	1	1
375	но только в	1	1
376	оно превращается в	1	1
377	не могла бы	1	1
378	смысл и свое	1	1
379	то что нужно	1	1
380	не забудем что	1	1
381	вовсе не следует	1	1
382	точки зрения в	2	1
383	последней части романа	1	1
384	той мере в	6	1
385	может быть как	1	1
386	бы и в	1	1
387	мы увидим как	1	1
388	заинтересован в том	1	1
389	таких слов в	1	1
390	на этот раз	1	1
391	что сказано выше	1	1
392	и говорить о	1	1
393	т п но	1	1
394	но все же	3	1
395	тем самым мы	1	1
396	в общей системе	1	1
397	в буквальном смысле	1	1
398	сказывается и в	1	1
399	привыкли к тому	1	1
400	то это значит	1	1
401	не потому чтобы	2	1
402	но это не	1	1
403	уже о том	1	1
404	чтобы уяснить себе	1	1
405	а также и	1	1
406	чтобы указать на	1	1
407	и здесь не	1	1
408	того что он	1	1
409	от присоединения к	1	1
410	так как именно	2	1
411	разрешения этой проблемы	1	1
412	здесь как нельзя	1	1
413	я хочу сказать	1	1
414	того как мы	1	1
415	чуть ли не	3	1
416	т п и	2	1
417	с более или	1	1
418	и том же	1	1
419	по происхождению и	1	1
420	внутреннего смыслового противоречия	1	1
421	поскольку она есть	1	1
422	преувеличения можно сказать	1	1
423	под влиянием его	1	1
424	в каждой из	1	1
425	чем здесь дело	1	1
426	дело не с	1	1
427	в каждый данный	1	1
428	это так и	1	1
429	было бы однако	1	1
430	в данный момент	2	1
431	по поводу этого	1	1
432	contradictio in adjecto	1	1
433	того чтобы мы	1	1
434	на том что	1	1
435	в себе и	1	1
436	в виду не	2	1
437	действия а не	1	1
438	как мы можем	1	1
439	имеет еще и	1	1
440	уже в совершенно	1	1
441	но и у	1	1
442	самом деле это	1	1
443	что рядом с	1	1
444	уже не может	3	1
445	что стоит в	1	1
446	самого по себе	1	1
447	данном случае в	1	1
448	все это только	1	1
449	у нас есть	2	1
450	тот же звук	2	1
451	что мы имеем	2	1
452	вовсе не есть	1	1
453	именно это и	1	1
454	что если бы	1	1
455	в прозе и	1	1
456	том что и	1	1
457	что для нас	1	1
458	главным образом для	1	1
459	в структуре самого	1	1
460	главным образом в	1	1
461	которые должны быть	1	1
462	и мы получим	1	1
463	к примеру у	1	1
464	хотя бы в	4	1
465	как раз к	1	1
466	в первую очередь	3	1
467	наука изучает не	1	1
468	конца и в	1	1
469	так же невозможно	1	1
470	другой стороны слова	1	1
471	в широком смысле	2	1
472	та или иная	1	1
473	и приводит к	1	1
474	том смысле как	1	1
475	после того что	1	1
476	мысли что в	1	1
477	все это в	1	1
478	каждый из нас	1	1
479	то это потому	1	1
480	также и в	1	1
481	связанная с ним	1	1
482	каждом данном случае	1	1
483	что этот закон	1	1
484	в другом случае	1	1
485	новые и новые	1	1
486	ли хорошо ли	1	1
487	случаев в которых	1	1
488	только в тех	1	1
489	в каждом данном	1	1
490	следует спросить себя	1	1
491	нет принципиальной разницы	1	1
492	как раз на	2	1
493	в таких словах	2	1
494	со стороны фактора	1	1
495	примером того как	1	1
496	бы и не	1	1
497	в письме к	1	1
498	здесь в виду	1	1
499	оно заключается в	1	1
500	то что обычно	1	1
501	которые находят свое	1	1
502	и на все	1	1
503	отнюдь не является	1	1
504	в чем здесь	1	1
505	того чтобы дать	2	1
506	то что даже	1	1
507	следует рассматривать как	1	1
508	и в таком	1	1
509	в этом слове	2	1
510	что оно не	1	1
511	того или другого	1	1
512	до наших дней	1	1
513	так что в	1	1
514	ответить на этот	1	1
515	эту точку зрения	1	1
516	ли не самое	1	1
517	правильно указывает что	1	1
518	понятно что для	1	1
519	очень большую роль	1	1
520	мы видели уже	1	1
521	до некоторой степени	1	1
522	он видел ее	1	1
523	что дело не	1	1
524	своего времени в	1	1
525	сводится к следующему	1	1
526	так как каждое	1	1
527	при всем желании	1	1
528	то же слово	1	1
529	как например в	1	1
530	на точку зрения	1	1
531	нужно было бы	3	1
532	что это такое?	1	1
533	мы обращаемся к	1	1
534	к переходу в	1	1
535	получить некоторое знание	1	1
536	это и в	1	1
537	чтобы мы могли	1	1
538	как и всякая	1	1
539	что стоит на	1	1
540	и в то	1	1
541	по природе своей	1	1
542	по существу она	1	1
543	или ином виде	1	1
544	не менее важно	1	1
545	социальной жизни в	1	1
546	далеко еще не	1	1
547	ли в этом	1	1
548	все мы в	1	1
549	побуждает к действию	1	1
550	без всякого затруднения	1	1
551	лицом к лицу	1	1
552	на вопросе о	1	1
553	и в его	1	1
554	имею в виду	2	1
555	т п так	2	1
556	одном и том	1	1
557	той обстановки в	1	1
558	не более чем	1	1
559	не может возникнуть	1	1
560	что целый ряд	2	1
561	и должны быть	1	1
562	как раз те	1	1
563	было бы так	1	1
564	а не сам	1	1
565	тем что он	1	1
566	если бы нам	1	1
567	некоторое знание о	1	1
568	по своему содержанию	1	1
569	есть contradictio in	1	1
570	на русский язык	1	1
571	широком смысле слова	1	1
572	в языке с	1	1
573	но прежде всего	1	1
574	обстановки в которой	1	1
575	но не только	1	1
576	речи оратора и	1	1
577	но и здесь	1	1
578	он должен быть	2	1
579	а вместе с	1	1
580	с того момента	1	1
581	легко убедиться что	1	1
582	возникает необходимость в	1	1
583	прав горнфельд когда	1	1
584	что именно этот	2	1
585	ту же роль	1	1
586	когда речь идет	1	1
587	и его школы	1	1
588	и вовсе не	4	1
589	в свое время	4	1
590	что же касается	4	1
591	между ними и	1	1
592	какой бы то	1	1
593	и не в	2	1
594	это можно было	1	1
595	речь в данном	1	1
596	все что нужно	1	1
597	доказательством этого служит	1	1
598	чтобы ответить на	1	1
599	всяком случае все	1	1
600	это потому что	1	1
601	слова может быть	1	1
602	с гораздо большей	1	1
603	как только она	1	1
604	в этом понимании	1	1
605	том виде какой	1	1
606	в противном случае	2	1
607	будто бы и	1	1
608	чтобы доказать что	1	1
609	если бы было	1	1
610	точки зрения а	1	1
611	узком смысле слова	1	1
612	то же с	1	1
613	не только нет	1	1
614	и с точки	1	1
615	что не будь	1	1
616	уступает здесь место	1	1
617	характер и что	1	1
618	мы имеем здесь	1	1
619	она все же	1	1
620	станем на точку	1	1
621	переживая вместе с	1	1
622	может быть предметом	1	1
623	мы не знаем	1	1
624	т п эта	1	1
625	в последней части	1	1
626	дело именно с	1	1
627	но сейчас же	1	1
628	заключающим в себе	1	1
629	в этой фразе	1	1
630	у нас на	1	1
631	в сущности не	1	1
632	но во всяком	1	1
633	другой стороны к	1	1
634	как об особом	1	1
635	же касается до	1	1
636	для того только	1	1
637	еще не все	1	1
638	в такой степени	1	1
639	я позволю себе	2	1
640	в известных случаях	1	1
641	худо ли хорошо	1	1
642	мы имеем много	1	1
643	но как и	1	1
644	он был бы	1	1
645	то что они	1	1
646	и не только	1	1
647	идет речь в	2	1
648	таким путем получить	1	1
649	только в поэзии	1	1
650	свидетельствуют о том	1	1
651	дело дошло до	1	1
652	и в области	1	1
653	в нем есть	1	1
654	что несмотря на	1	1
655	иное как история	1	1
656	свой смысл и	1	1
