N	2gram	Voloshinov	PoTuStor
249	статье мы	1	1
250	же и	1	1
251	как нам	1	1
252	т.е если	1	1
253	на вопрос	1	1
254	или только	1	1
255	желание в	1	1
256	время и	1	1
257	и того	1	1
258	уже в	5	1
259	наших глазах	1	1
260	мог бы	1	1
261	тогда когда	1	1
262	в состоянии	1	1
263	не будем	1	1
264	теперь в	3	1
265	дело с	1	1
266	одна и	1	1
267	мы имеем	2	1
268	еще более	2	1
269	это и	1	1
270	несмотря на	3	1
271	события его	1	1
272	это часто	1	1
273	уже знаем	1	1
274	и сознание	2	1
275	хотя и	3	1
276	в разных	3	1
277	неизбежно окажется	1	1
278	этом отношении	2	1
279	с тем	8	1
280	что при	1	1
281	в сущности	1	1
282	только не	1	1
283	как раз	1	1
284	значения из	1	1
285	тон и	1	1
286	говорит о	1	1
287	о нем	1	1
288	историю не	1	1
289	в качестве	4	1
290	и всегда	1	1
291	исследования мы	1	1
292	не являются	1	1
293	сексуальной жизни	1	1
294	у нас	4	1
295	здесь в	1	1
296	для них	2	1
297	и делает	1	1
298	в виду	3	1
299	я не	1	1
300	в движение	1	1
301	весь мир	1	1
302	можно было	4	1
303	отвлечься от	1	1
304	творчества и	1	1
305	связь с	2	1
306	современной нам	1	1
307	одну и	2	1
308	как они	1	1
309	в своих	2	1
310	наконец мы	1	1
311	является и	1	1
312	связи с	3	1
313	социальных отношений	1	1
314	нам в	3	1
315	приходим к	1	1
316	на этот	2	1
317	если бы	4	1
318	столь же	1	1
319	иногда и	1	1
320	мы живем	1	1
321	сила которая	1	1
322	других отношений	1	1
323	и сам	2	1
324	от своего	1	1
325	разрыва между	1	1
326	с ней	2	1
327	что его	1	1
328	в сознании	5	1
329	из сознания	1	1
330	но эта	2	1
331	это мы	1	1
332	теперь мы	1	1
333	и теряет	1	1
334	он может	1	1
335	был связан	1	1
336	но не	2	1
337	эти две	1	1
338	и эта	3	1
339	развития в	2	1
340	он будет	1	1
341	уже совершенно	1	1
342	ничего удивительного	1	1
343	и начало	1	1
344	из всего	2	1
345	времени и	2	1
346	деятельности не	1	1
347	в конце	6	1
348	и форму	2	1
349	это какой-то	1	1
350	всего социального	1	1
351	и эстетический	1	1
352	в связи	2	1
353	зависит от	2	1
354	развития к	1	1
355	похож на	1	1
356	ведь когда	1	1
357	может стать	3	1
358	страха и	1	1
359	самое и	1	1
360	с теми	1	1
361	в мире	2	1
362	все же	9	1
363	человека на	1	1
364	не что	4	1
365	и социально	1	1
366	перейти к	2	1
367	в следующем	1	1
368	к нашей	2	1
369	себе даже	1	1
370	как ее	1	1
371	от этого	1	1
372	на все	1	1
373	только себя	1	1
374	и жизнь	2	1
375	его жизни	1	1
376	существенным моментом	2	1
377	легче всего	2	1
378	другому человеку	1	1
379	он является	1	1
380	теряет свой	1	1
381	зависимости от	7	1
382	в себя	1	1
383	роль в	3	1
384	со стороны	1	1
385	жизни если	1	1
386	на его	6	1
387	первой стадии	1	1
388	словами мы	1	1
389	но если	1	1
390	могут показаться	1	1
391	в дальнейшей	1	1
392	всех их	1	1
393	сейчас же	1	1
394	вовсе не	2	1
395	но откуда	1	1
396	уже не	4	1
397	к тому	4	1
398	жизни мы	2	1
399	связано с	2	1
400	на одном	2	1
401	те социальные	1	1
402	которые были	1	1
403	не был	1	1
404	сказанного нами	1	1
405	той или	4	1
406	однако не	1	1
407	влечениями и	1	1
408	первый взгляд	2	1
409	этот мотив	1	1
410	что эти	3	1
411	жизнь человека	1	1
412	нет ничего	2	1
413	ли они	1	1
414	и тех	1	1
415	предположить что	1	1
416	достаточно для	2	1
417	как часть	1	1
418	отвлечемся от	2	1
419	его и	3	1
420	наконец и	1	1
421	всего сказанного	1	1
422	искать в	1	1
423	нужно отметить	1	1
424	человека в	2	1
425	для его	1	1
426	а с	5	1
427	и часто	1	1
428	того в	1	1
429	и такие	1	1
430	и социального	3	1
431	вопрос о	2	1
432	каких бы	1	1
433	характер и	1	1
434	на один	1	1
435	себе все	2	1
436	не имеют	1	1
437	которой является	1	1
438	в идеологических	1	1
439	и т.д	21	1
440	со всех	2	1
441	мы говорили	2	1
442	мы увидим	5	1
443	даже и	2	1
444	разных местах	2	1
445	т.п и	3	1
446	с новыми	1	1
447	она не	1	1
448	в течение	1	1
449	в свою	6	1
450	его не	2	1
451	но даже	2	1
452	того чтобы	7	1
453	и ни	2	1
454	ничто не	1	1
455	бы из	1	1
456	здесь только	1	1
457	те основные	1	1
458	в другом	1	1
459	уже у	1	1
460	для того	9	1
461	всем этим	1	1
462	тому как	1	1
463	в каких	1	1
464	это только	1	1
465	предметов и	1	1
466	в ней	8	1
467	нашего сознания	2	1
468	что представляет	1	1
469	не всегда	2	1
470	с нашим	1	1
471	человека все	2	1
472	должны перейти	1	1
473	значение и	2	1
474	позволяет нам	1	1
475	душе человека	1	1
476	от всех	1	1
477	когда он	1	1
478	словами на	1	1
479	один шаг	1	1
480	одним словом	1	1
481	всего на	1	1
482	а не	7	1
483	к тем	1	1
484	т.е на	1	1
485	увидим что	2	1
486	ни один	2	1
487	значение для	1	1
488	должны быть	1	1
489	имеем в	1	1
490	в человеческом	1	1
491	только одним	2	1
492	и та	1	1
493	и что	1	1
494	как он	1	1
495	для человека	1	1
496	которые на	1	1
497	других людей	1	1
498	так чтобы	1	1
499	конечно в	1	1
500	и другом	1	1
501	говоря о	1	1
502	в нашей	2	1
503	еще в	1	1
504	к чему	2	1
505	от того	3	1
506	образования этих	1	1
507	его понимание	2	1
508	но вместе	1	1
509	в форму	1	1
510	конечно нет	1	1
511	чего же	2	1
512	из одного	1	1
513	человека и	2	1
514	говорили что	1	1
515	отметить что	1	1
516	и принцип	1	1
517	бы по	1	1
518	на это	4	1
519	с другой	1	1
520	это же	2	1
521	лишь в	4	1
522	нем и	1	1
523	слов о	1	1
524	истории и	1	1
525	же на	1	1
526	что же	8	1
527	же самое	5	1
528	в комнате	1	1
529	без всякого	1	1
530	заметить что	3	1
531	не совсем	1	1
532	как некое	1	1
533	ее не	1	1
534	однако в	2	1
535	культуры и	1	1
536	что для	1	1
537	их мы	2	1
538	главным образом	3	1
539	и самого	1	1
540	оно недоступно	1	1
541	и благодаря	1	1
542	друг другу	2	1
543	той же	7	1
544	только одна	2	1
545	организма на	1	1
546	но вернемся	1	1
547	которые в	2	1
548	но нет	1	1
549	характерен для	1	1
550	именно так	1	1
551	что я	1	1
552	конечно если	1	1
553	что может	1	1
554	в высшей	1	1
555	в нашем	5	1
556	процессы в	1	1
557	вся область	1	1
558	социальной истории	1	1
559	лучше всего	1	1
560	мы сейчас	1	1
561	все время	5	1
562	т.е как	1	1
563	или иной	6	1
564	то содержание	1	1
565	культура не	1	1
566	же в	1	1
567	каждый день	1	1
568	каждое из	1	1
569	одна из	1	1
570	же мы	5	1
571	всего к	1	1
572	искусства в	1	1
573	каком направлении	1	1
574	происходит только	1	1
575	имеет и	1	1
576	же делает	1	1
577	этот момент	1	1
578	и представлений	1	1
579	и внешней	3	1
580	словесное выражение	4	1
581	человек не	2	1
582	это уже	1	1
583	как всякий	1	1
584	сводится в	1	1
585	не сумеет	1	1
586	не будут	2	1
587	именно этот	1	1
588	что иное	2	1
589	растворяется в	1	1
590	мы должны	10	1
591	тела и	1	1
592	себя в	4	1
593	организма под	1	1
594	точку зрения	6	1
595	одного и	1	1
596	тот же	2	1
597	деятельности и	3	1
598	конечно с	1	1
599	ничего не	8	1
600	иное как	2	1
601	человека но	1	1
602	намек на	1	1
603	к нему	2	1
604	высшей степени	1	1
605	этот первый	1	1
