N	2gram	Bakhtin_fo	Literetu
481	еще более	7	2
482	сила и	2	2
483	весь народ	1	2
484	самом начале	1	2
485	сказать что	4	2
486	для всей	1	2
487	и у	8	2
488	могло бы	1	2
489	есть по	1	2
490	тем более	4	2
491	по поводу	1	2
492	идут в	1	2
493	для этой	1	2
494	картину мира	5	2
495	гораздо более	1	2
496	и представляет	1	2
497	не зная	2	2
498	за свой	2	2
499	на протяжении	3	2
500	к человеку	1	2
501	это будет	1	2
502	внимание на	2	2
503	первый раз	1	2
504	для которой	2	2
505	и сама	1	2
506	с другими	3	2
507	не обладает	1	2
508	стремится к	2	2
509	все прочие	1	2
510	и притом	1	2
511	но он	4	2
512	и некоторые	1	2
513	толстой например	1	2
514	быть только	4	2
515	xviii века	3	2
516	как новый	1	2
517	тому что	1	2
518	человек и	2	2
519	лишь на	1	2
520	такова что	1	2
521	человек в	5	2
522	себя как	1	2
523	и вместе	1	2
524	в ряду	2	2
525	так сказать	14	2
526	природа и	1	2
527	а только	2	2
528	там за	1	2
529	бы в	1	2
530	не был	2	2
531	данный момент	1	2
532	об исторической	1	2
533	обычно на	1	2
534	явления в	2	2
535	сюда же	2	2
536	но зато	1	2
537	одно и	4	2
538	всех других	1	2
539	свой путь	1	2
540	как человек	4	2
541	что ты	1	2
542	культуры и	1	2
543	друг другу	4	2
544	и каждый	2	2
545	человека и	15	2
546	в общем	1	2
547	и по	5	2
548	здесь мы	4	2
549	в него	2	2
550	и чужого	1	2
551	чтобы не	1	2
552	с идеей	2	2
553	герой не	1	2
554	и ее	4	2
555	к более	1	2
556	к собственному	1	2
557	мире и	3	2
558	пути здесь	1	2
559	та же	4	2
560	как с	1	2
561	переходит в	1	2
562	на почве	2	2
563	героя в	1	2
564	тогда когда	2	2
565	оно было	3	2
566	и при	1	2
567	была бы	2	2
568	что они	3	2
569	человек с	2	2
570	романа и	4	2
571	сердца и	1	2
572	есть и	4	2
573	он на	1	2
574	самой жизни	1	2
575	для них	3	2
576	это становится	1	2
577	оно не	3	2
578	о природе	1	2
579	все то	2	2
580	не более	1	2
581	которых и	1	2
582	борьба с	3	2
583	одновременно с	2	2
584	значение в	5	2
585	от бога	1	2
586	жизни его	1	2
587	можно назвать	2	2
588	с ними	1	2
589	жизни где	1	2
590	не будь	1	2
591	становится ясным	1	2
592	при всех	1	2
593	и было	4	2
594	скажем в	1	2
595	перед нами	1	2
596	это и	1	2
597	со временем	1	2
598	он же	1	2
599	и более	3	2
600	в реальное	1	2
601	своей собственной	3	2
602	в значительной	3	2
603	из этих	5	2
604	на основе	5	2
605	цели с	1	2
606	время в	7	2
607	с которой	2	2
608	этот образ	2	2
609	могло быть	5	2
610	для нее	1	2
611	с чувством	1	2
612	он как	1	2
613	от других	1	2
614	он становится	2	2
615	в совершенно	3	2
616	так называемого	1	2
617	им в	1	2
618	свое существование	1	2
619	для читателя	1	2
620	не знающий	1	2
621	но мы	1	2
622	нет и	4	2
623	начиная с	1	2
624	не за	1	2
625	где бы	1	2
626	у них	4	2
627	всю полноту	1	2
628	пример в	1	2
629	жизни но	7	2
630	этом случае	1	2
631	ему в	3	2
632	на три	1	2
633	в первый	1	2
634	мы имеем	2	2
635	не для	3	2
636	вовне в	3	2
637	бы на	1	2
638	себя самого	1	2
639	основе этих	1	2
640	реальности и	1	2
641	картина мира	2	2
642	имел в	2	2
643	судьбы героя	1	2
644	по этому	2	2
645	в русском	1	2
646	раз в	4	2
647	что роман	1	2
648	непосредственно в	1	2
649	ведь это	2	2
650	историческом времени	1	2
651	говорил он	1	2
652	от всех	2	2
653	в присутствии	4	2
654	дорога в	1	2
655	себя а	1	2
656	в последнем	3	2
657	здесь даже	1	2
658	о жизни	1	2
659	между собою	1	2
660	мира а	1	2
661	есть в	3	2
662	нового типа	2	2
663	другом месте	2	2
664	к концу	3	2
665	собственной жизни	2	2
666	у романтиков	1	2
667	и художественного	3	2
668	пока не	1	2
669	должен быть	2	2
670	как все	1	2
671	руки и	1	2
672	и другого	1	2
673	раньше и	2	2
674	жизнь и	4	2
675	общественной жизни	1	2
676	и тех	2	2
677	в будущем	1	2
678	в таком	4	2
679	а как	3	2
680	чистом виде	1	2
681	она не	2	2
682	к цели	1	2
683	в поздних	1	2
684	дело не	1	2
685	ни был	2	2
686	что касается	1	2
687	жизнь есть	1	2
688	в xix	1	2
689	существование в	1	2
690	в большинстве	3	2
691	и самой	1	2
692	со своими	1	2
693	оно должно	1	2
694	в понимании	1	2
695	для такого	1	2
696	что есть	1	2
697	этом и	1	2
698	бытия и	2	2
699	в эти	1	2
700	когда наконец	1	2
701	не можем	1	2
702	что на	3	2
703	смыкается с	1	2
704	совершается между	2	1
705	воля художника	1	1
706	души к	1	1
707	всего это	2	1
708	был и	1	1
709	в настоящем	1	1
710	случае в	1	1
711	образов в	1	1
712	свою первоначальную	1	1
713	мира отсюда	1	1
714	ничто в	2	1
715	чтобы успеть	1	1
716	со всем	1	1
717	в момент	1	1
718	и продукт	1	1
719	в разрешении	2	1
720	до него	1	1
721	того не	2	1
722	случае мы	1	1
723	без исключения	1	1
724	дело с	1	1
725	выступает на	1	1
726	поэтому положение	2	1
727	с самим	6	1
728	одинокого человека	3	1
729	эта новая	1	1
730	ссылаясь на	2	1
731	она лишь	1	1
732	на своей	2	1
733	для более	1	1
734	конца не	1	1
735	поэтов как	1	1
736	которой в	1	1
737	строго говоря	2	1
738	в некоторых	4	1
739	говорит о	1	1
740	и лучше	1	1
741	с более	1	1
742	всех ее	2	1
743	мы это	2	1
744	что человек	1	1
745	нас в	3	1
746	на нас	3	1
747	с пространством	3	1
748	от классического	1	1
749	в день	1	1
750	в состав	1	1
751	не меняет	1	1
752	всей ее	1	1
753	от так	1	1
754	художественного отражения	1	1
755	людей и	2	1
756	и новый	1	1
757	на свой	1	1
758	но все	6	1
759	в классическом	3	1
760	как об	1	1
761	все моменты	2	1
762	из самых	3	1
763	в построении	1	1
764	уже на	3	1
765	конститутивным моментом	1	1
766	и конечно	1	1
767	к другим	1	1
768	он у	2	1
769	самому и	2	1
770	места и	1	1
771	приобретает характер	1	1
772	стороны в	1	1
773	имеет место	6	1
774	этого типа	5	1
775	человеческую телесность	1	1
776	движется в	1	1
777	единого и	1	1
778	их в	6	1
779	притом в	1	1
780	работает в	1	1
781	о судьбе	1	1
782	жизни ее	1	1
783	себя к	1	1
784	обращения к	1	1
785	испытала бы	1	1
786	что писал	1	1
787	и стал	2	1
788	как только	1	1
789	дело сводится	1	1
790	бывших и	1	1
791	всем его	1	1
792	всякого рода	3	1
793	и внутренний	1	1
794	самом и	1	1
795	в дальнейшем	10	1
796	другу но	1	1
797	с этим	11	1
798	осуществлялась не	1	1
799	нам не	1	1
800	меняет в	1	1
801	действительность в	1	1
802	человека так	3	1
803	на этой	4	1
804	тот внешний	1	1
805	она же	2	1
806	было в	2	1
807	не могли	3	1
808	этой почве	1	1
809	его жизни	11	1
810	которой он	3	1
811	совершенно особое	1	1
812	человеческих характеров	1	1
813	нас и	1	1
814	служит только	1	1
815	не чувствует	1	1
816	раз не	1	1
817	имеет в	2	1
818	в моменты	1	1
819	его стихов	1	1
820	и место	1	1
821	процесс в	2	1
822	уже у	1	1
823	но эти	4	1
824	и неизбежно	1	1
825	на ее	1	1
826	с нашим	1	1
827	время чумы	1	1
828	переставая быть	1	1
829	совершенно чужд	1	1
830	нашем случае	1	1
831	и самостоятельное	1	1
832	героини и	1	1
833	он всегда	2	1
834	но они	3	1
835	здоровья и	1	1
836	что люди	2	1
837	выступает здесь	1	1
838	встречи с	2	1
839	я для	1	1
840	все в	3	1
841	и внешнее	1	1
842	тогда же	1	1
843	в различных	2	1
844	в строгом	2	1
845	причастны к	1	1
846	несколько примеров	1	1
847	конечно не	7	1
848	принадлежит не	2	1
849	и те	4	1
850	отношений с	1	1
851	и общества	1	1
852	самого начала	3	1
853	явлением эпохи	1	1
854	и три	1	1
855	герой может	1	1
856	и временем	1	1
857	новый мир	1	1
858	мира такое	1	1
859	день и	2	1
860	вернуться к	2	1
861	из всех	1	1
862	по случаю	1	1
863	однако эти	1	1
864	а перед	1	1
865	затем в	3	1
866	наряду с	7	1
867	и вместо	1	1
868	места для	2	1
869	сохраняется в	2	1
870	такая же	1	1
871	в самое	1	1
872	на него	1	1
873	например природа	1	1
874	xviii веке	1	1
875	входят в	2	1
876	в зависимости	1	1
877	не переставая	1	1
878	это значит	3	1
879	во всякой	2	1
880	как писатель	1	1
881	времени если	1	1
882	в особой	1	1
883	в помине	2	1
884	от них	1	1
885	тут же	1	1
886	что даже	2	1
887	в отдельных	2	1
888	на котором	2	1
889	в системе	1	1
890	где все	1	1
891	этом же	1	1
892	ни даже	1	1
893	оказались бы	3	1
894	проходит через	3	1
895	и усиливает	1	1
896	от ее	1	1
897	эпохи или	1	1
898	особенности художественного	1	1
899	она имеет	1	1
900	герой и	2	1
901	переносное значение	1	1
902	ее и	1	1
903	влияние на	6	1
904	времени все	3	1
905	него как	1	1
906	традицию в	1	1
907	в жертву	1	1
908	не противоречит	1	1
909	явления как	1	1
910	как другие	1	1
911	как такового	1	1
912	определенном месте	2	1
913	здесь нет	3	1
914	как для	1	1
915	этой идее	1	1
916	двух последних	1	1
917	но отнюдь	1	1
918	собой в	1	1
919	в состоянии	1	1
920	что уже	1	1
921	xix и	2	1
922	до эпохи	1	1
923	в исторических	2	1
924	проявляется в	1	1
925	в образе	8	1
926	второй план	1	1
927	находится в	3	1
928	утверждает что	2	1
929	в последующие	5	1
930	души и	1	1
931	личного авторства	1	1
932	было будущее	1	1
933	в тот	1	1
934	к определенному	1	1
935	доверия к	1	1
936	в корне	2	1
937	на виду	1	1
938	участию в	1	1
939	иного рода	1	1
940	свет и	2	1
941	в европейской	1	1
942	природу и	1	1
943	зрения которого	1	1
944	не путем	1	1
945	и человек	1	1
946	к настоящему	2	1
947	чем в	3	1
948	но такова	1	1
949	или не	2	1
950	столько же	1	1
951	так было	1	1
952	в которой	3	1
953	живет и	1	1
954	не о	2	1
955	борьбы с	1	1
956	как по	2	1
957	как мыслитель	1	1
958	прежде чем	3	1
959	в произведении	1	1
960	и позволяет	1	1
961	как жизнь	1	1
962	это мы	1	1
963	с самого	3	1
964	но для	2	1
965	возвращается к	1	1
966	и хорошо	1	1
967	для двух	1	1
968	вещей и	7	1
969	все последующее	1	1
970	оно ориентировано	1	1
971	и своего	1	1
972	между этими	4	1
973	и характеризуется	1	1
974	литературе и	1	1
975	между ними	5	1
976	также в	1	1
977	и иные	2	1
978	на земле	2	1
979	большинстве случаев	2	1
980	между прочим	1	1
981	рядом с	4	1
982	место и	3	1
983	и вещи	2	1
984	именно этого	1	1
985	путь в	2	1
986	их может	1	1
987	и сверх	1	1
988	от этого	4	1
989	того и	3	1
990	и жизнь	1	1
991	а отнюдь	1	1
992	о которых	1	1
993	в двух	1	1
994	здесь мыслится	1	1
995	не знала	1	1
996	явления у	1	1
997	в смысле	5	1
998	в эту	1	1
999	на себе	1	1
1000	она становится	3	1
1001	в других	9	1
1002	сих пор	4	1
1003	и тематически	1	1
1004	случайно в	1	1
1005	миру в	2	1
1006	была представлена	1	1
1007	изменений не	1	1
1008	и мир	1	1
1009	и влияниями	1	1
1010	же принадлежит	1	1
1011	человек как	1	1
1012	мы можем	2	1
1013	весь мир	3	1
1014	здесь впервые	1	1
1015	вообще в	1	1
1016	он внутренне	1	1
1017	и пространства	4	1
1018	мы уже	17	1
1019	а мы	2	1
1020	сама природа	2	1
1021	жизнь по	1	1
1022	за обедом	2	1
1023	момент является	1	1
1024	исключительное значение	1	1
1025	природе своей	2	1
1026	личности и	2	1
1027	воспринимаются как	1	1
1028	человека как	1	1
1029	из ряда	1	1
1030	другом и	2	1
1031	год и	1	1
1032	в личной	1	1
1033	не были	4	1
1034	самую гущу	1	1
1035	все может	1	1
1036	и определяет	1	1
1037	земле в	1	1
1038	потребность в	1	1
1039	элементы в	2	1
1040	в одноименном	1	1
1041	себя на	1	1
1042	лишь один	2	1
1043	раскрытия и	3	1
1044	сами эти	1	1
1045	и сказал	1	1
1046	даже не	2	1
1047	бы уже	1	1
1048	аналогии со	1	1
1049	существу он	1	1
1050	для наших	1	1
1051	я увидел	1	1
1052	три существенных	1	1
1053	когда мы	2	1
1054	она была	1	1
1055	в землю	1	1
1056	которых оно	1	1
1057	оно вообще	1	1
1058	с большой	3	1
1059	этого целого	2	1
1060	стороны он	1	1
1061	тот или	1	1
1062	же самого	1	1
1063	но вероятно	1	1
1064	только с	1	1
1065	бы его	1	1
1066	их к	3	1
1067	это делает	1	1
1068	и судьбы	1	1
1069	когда они	1	1
1070	видения жизни	1	1
1071	на отдельные	1	1
1072	вне этого	1	1
1073	свои силы	1	1
1074	чаще всего	1	1
1075	время он	1	1
1076	которые были	1	1
1077	на место	1	1
1078	в данный	1	1
1079	движение и	1	1
1080	многих его	1	1
1081	независимо от	1	1
1082	всех этих	9	1
1083	не формирует	1	1
1084	что этот	1	1
1085	в какой-то	4	1
1086	очень важным	1	1
1087	в один	2	1
1088	мир но	1	1
1089	он должен	2	1
1090	это он	1	1
1091	одного и	6	1
1092	в пространстве	10	1
1093	мы видели	2	1
1094	романы достоевского	1	1
1095	можно только	2	1
1096	аналогичную по	1	1
1097	основе этой	1	1
1098	на деле	1	1
1099	корни этого	1	1
1100	это философия	1	1
1101	в последующих	1	1
1102	до сих	4	1
1103	этом ряду	2	1
1104	и здесь	2	1
1105	само слово	1	1
1106	является здесь	1	1
1107	на классической	1	1
1108	например что	1	1
1109	в событии	1	1
1110	есть точка	1	1
1111	и свою	1	1
1112	но за	1	1
1113	в частной	3	1
1114	в основном	12	1
1115	путь героя	1	1
1116	его с	2	1
1117	время у	1	1
1118	за ними	3	1
1119	лишь только	1	1
1120	дороги и	3	1
1121	своего образа	1	1
1122	складываются в	1	1
1123	любви или	1	1
1124	счастья оно	1	1
1125	что это	1	1
1126	ни единого	1	1
1127	свою судьбу	1	1
1128	эту жизнь	2	1
1129	когда это	1	1
1130	в большом	1	1
1131	жизнь через	1	1
1132	здесь для	1	1
1133	уже становится	1	1
1134	его на	3	1
1135	этот не	2	1
1136	человеческих душ	1	1
1137	разного рода	2	1
1138	личной судьбы	1	1
1139	бы между	1	1
1140	и делает	1	1
1141	него нет	1	1
1142	он лишь	1	1
1143	не могут	4	1
1144	европейской литературе	1	1
1145	такова логика	1	1
1146	такого же	1	1
1147	целостности и	1	1
1148	нам в	1	1
1149	я так	1	1
1150	он достаточно	1	1
1151	приобретает еще	1	1
1152	приобретает в	1	1
1153	смысла и	2	1
1154	могло не	1	1
1155	именно не	1	1
1156	мы говорим	1	1
1157	пространство и	1	1
1158	не выходит	1	1
1159	свою жизнь	1	1
1160	на месте	1	1
1161	этот тип	2	1
1162	не делает	1	1
1163	роман о	1	1
1164	и действительно	1	1
1165	в процессе	4	1
1166	жизнью на	1	1
1167	широком и	1	1
1168	отдельного человека	1	1
1169	свой собственный	1	1
1170	не знал	1	1
1171	с прошлым	1	1
1172	есть нечто	1	1
1173	подхода к	3	1
1174	это время	8	1
1175	и так	2	1
1176	с собою	1	1
1177	состоит из	1	1
1178	последующее развитие	1	1
1179	от его	1	1
1180	создает и	1	1
1181	никто не	2	1
1182	правда не	2	1
1183	и были	2	1
1184	в которых	4	1
1185	основные моменты	1	1
1186	в индию	1	1
1187	том как	2	1
1188	зависимости от	1	1
1189	в религиозной	1	1
1190	бы себя	1	1
1191	в те	1	1
1192	на берегу	1	1
1193	служит знаком	1	1
1194	разных времен	1	1
1195	друг от	2	1
1196	к другому	2	1
1197	налево и	1	1
1198	это самое	1	1
1199	развития человечества	3	1
1200	к какой	1	1
1201	жизни так	1	1
1202	необходимых для	1	1
1203	принадлежит ему	1	1
1204	ее на	1	1
1205	так уже	1	1
1206	происходить в	1	1
1207	не нужен	1	1
1208	этот день	1	1
1209	с моим	1	1
1210	не перед	1	1
1211	отличается от	1	1
1212	была найдена	1	1
1213	что мы	2	1
1214	совершенно иной	3	1
1215	как пример	1	1
1216	с нами	1	1
1217	в иной	1	1
1218	не должно	1	1
1219	героем и	1	1
1220	них а	1	1
1221	жанров он	1	1
1222	роста и	1	1
1223	их жизнь	1	1
1224	времени на	1	1
1225	в новой	1	1
1226	характер это	3	1
1227	жизнь с	3	1
1228	именно на	1	1
1229	значение для	3	1
1230	снова и	1	1
1231	остается идея	1	1
1232	в романном	1	1
1233	и наиболее	1	1
1234	он по	1	1
1235	целый ряд	2	1
1236	времени и	10	1
1237	более и	2	1
1238	причастен и	2	1
1239	лишь то	1	1
1240	процесс не	1	1
1241	в каком	2	1
1242	пути на	1	1
1243	мира во	1	1
1244	было и	4	1
1245	жизни что	1	1
1246	и идеи	3	1
1247	в хронотопе	5	1
1248	что здесь	2	1
1249	его здесь	1	1
1250	входит как	1	1
1251	в делах	1	1
1252	если мы	2	1
1253	и во	13	1
1254	принадлежит к	4	1
1255	в самую	1	1
1256	значение имеет	2	1
1257	произведения и	1	1
1258	игра с	4	1
1259	для изучения	1	1
1260	за пределами	2	1
1261	человека из	1	1
1262	прямое и	1	1
1263	в определенном	3	1
1264	в ряд	8	1
1265	на этот	1	1
1266	к прошлому	1	1
1267	даже его	1	1
1268	здесь и	3	1
1269	у которого	1	1
1270	по кругу	1	1
1271	носит в	1	1
1272	значении в	1	1
1273	путь под	1	1
1274	нее и	1	1
1275	и искусства	1	1
1276	в другое	1	1
1277	внешнее и	2	1
1278	высшей степени	1	1
1279	более глубокий	1	1
1280	на время	1	1
1281	почти уже	1	1
1282	не знают	1	1
1283	именно к	1	1
1284	одних и	2	1
1285	в любви	1	1
1286	или просто	1	1
1287	служит в	1	1
1288	смерть и	1	1
1289	этого чужого	1	1
1290	этапы его	2	1
1291	судьбы в	1	1
1292	выходит за	1	1
1293	ничем не	1	1
1294	существующим в	1	1
1295	рода и	1	1
1296	иной характер	2	1
1297	себя только	1	1
1298	романа к	2	1
1299	сам он	1	1
1300	нас не	1	1
1301	сам говорит	1	1
1302	этом счастье	1	1
1303	возникает в	1	1
1304	от мира	1	1
1305	в xviii	1	1
