N	2gram	Propp_Isto	Psycholo
167	легко показать	1	17
168	и о	2	17
169	и к	4	16
170	из которых	1	16
171	к этому	10	16
172	сводится к	1	16
173	говорит о	1	16
174	то это	5	16
175	самого начала	1	16
176	с самого	1	16
177	в таком	1	16
178	же как	8	16
179	совершенно прав	1	16
180	и тем	2	16
181	не имеет	3	16
182	формы и	1	16
183	так и	6	16
184	тому как	3	16
185	от того	3	16
186	в них	6	15
187	только на	2	15
188	что именно	1	15
189	во всех	1	15
190	мы знаем	11	15
191	как говорит	1	15
192	и так	3	15
193	и потому	2	15
194	в зависимости	1	15
195	не просто	4	15
196	которых мы	1	15
197	далеко не	3	15
198	еще не	15	15
199	в частности	6	15
200	не можем	2	15
201	в совершенно	1	14
202	хотя бы	3	14
203	одной и	2	14
204	но он	8	14
205	и той	2	14
206	главным образом	3	14
207	то время	2	14
208	это и	4	14
209	это только	2	14
210	того как	3	14
211	прежде всего	3	14
212	такой же	3	14
213	что на	6	14
214	те же	2	14
215	в жизни	3	14
216	при таком	1	14
217	не то	2	14
218	этих двух	2	14
219	бы в	1	14
220	столь же	1	14
221	показывает что	13	14
222	должна быть	2	14
223	всяком случае	2	14
224	или в	14	14
225	к которым	3	14
226	по существу	3	14
227	есть только	4	14
228	в области	1	14
229	с ним	1	14
230	именно в	1	13
231	не могли	1	13
232	могла бы	1	13
233	отнюдь не	1	13
234	с такой	1	13
235	этот вопрос	3	13
236	знаем что	9	13
237	когда она	1	13
238	и он	2	13
239	говорит он	1	13
240	указывает что	3	13
241	могло бы	2	13
242	как он	1	13
243	должен был	5	13
244	со стороны	3	13
245	и другие	6	12
246	в этих	18	12
247	их в	6	12
248	не менее	6	12
249	я не	3	12
250	совершенно правильно	1	12
251	в свою	5	12
252	и уже	2	12
253	состоит в	4	12
254	но если	2	12
255	и этот	2	12
256	и другое	1	12
257	и может	1	12
258	это в	2	12
259	и очень	2	12
260	и с	10	12
261	например в	3	12
262	что по	2	12
263	как только	2	12
264	что этот	4	12
265	что его	2	12
266	что не	3	12
267	этой точки	1	12
268	и до	1	12
269	действия и	1	12
270	ничего не	12	12
271	об этом	8	12
272	в нашей	1	12
273	так например	3	11
274	конечно не	3	11
275	не было	2	11
276	не будет	1	11
277	мы видели	18	11
278	утверждать что	2	11
279	была бы	1	11
280	подобно тому	3	11
281	сравнению с	2	11
282	по сравнению	2	11
283	и поэтому	1	11
284	но мы	1	11
285	на этот	1	11
286	как к	2	11
287	мы могли	1	11
288	уже в	1	11
289	на все	2	11
290	и других	1	11
291	он должен	3	11
292	исходя из	2	11
293	исходит из	1	11
294	по поводу	1	11
295	его в	7	11
296	ли это	2	11
297	были бы	1	11
298	образом и	2	11
299	этого слова	3	11
300	с его	1	11
301	на это	4	11
302	во всем	3	10
303	в другом	11	10
304	в тех	3	10
305	нам кажется	1	10
306	сами по	1	10
307	показать как	1	10
308	только тогда	2	10
309	именно на	2	10
310	данном случае	6	10
311	что ни	3	10
312	в одной	4	10
313	от него	3	10
314	отличается от	1	10
315	в данном	7	10
316	в состоянии	2	10
317	по мнению	1	10
318	тому же	4	10
319	и у	6	10
320	но как	2	10
321	надо сказать	1	10
322	все те	2	10
323	и от	3	10
324	здесь мы	6	10
325	ее в	3	10
326	это было	1	10
327	и между	1	10
328	и их	4	10
329	мы найдем	2	9
330	не есть	3	9
331	вопрос о	4	9
332	на него	4	9
333	и говорит	10	9
334	и следовательно	1	9
335	в чем	4	9
336	под влиянием	2	9
337	героя и	1	9
338	и та	1	9
339	мы будем	1	9
340	это совершенно	1	9
341	в него	3	9
342	с ее	2	9
343	бы не	1	9
344	его и	6	9
345	из его	2	9
346	ответ на	1	9
347	в виде	2	9
348	совершенно точно	1	9
349	по своему	1	9
350	на его	5	9
351	и по	6	9
352	в самых	3	9
353	оказывается что	2	9
354	и ее	3	9
355	которые не	1	9
356	о чем	1	9
357	точно так	8	9
358	но все	5	9
359	роль в	2	9
360	можно сказать	3	9
361	и другой	1	9
362	к чему	2	9
363	ту же	2	9
364	мысль что	1	9
365	если же	2	9
366	в силу	2	9
367	каждого из	1	9
368	по этому	2	9
369	должен быть	1	9
370	и наконец	1	9
371	не к	1	9
372	это значит	1	8
373	себе и	2	8
374	будто бы	1	8
375	и тот	3	8
376	художественного творчества	1	8
377	что же	2	8
378	он в	3	8
379	такое же	4	8
380	о нем	2	8
381	смысле этого	3	8
382	в такой	1	8
383	образом мы	2	8
384	этому поводу	1	8
385	и эта	1	8
386	которой мы	1	8
387	из всех	1	8
388	и другими	1	8
389	представление о	3	8
390	больше чем	1	8
391	с другом	2	8
392	большей частью	1	8
393	наряду с	4	8
394	из того	2	8
395	уже давно	2	8
396	друг с	2	8
397	в нее	2	8
398	здесь совершенно	1	8
399	во время	8	8
400	к нему	12	8
401	верно что	1	8
402	из которого	3	8
403	и более	3	8
404	относится к	3	8
405	мы получим	1	8
406	он все	5	8
407	и во	1	8
408	жизнь и	1	8
409	эти два	3	8
410	стороны и	3	8
411	только то	1	8
412	что всякая	1	7
413	он видит	3	7
414	не как	1	7
415	на которых	2	7
416	и там	6	7
417	к самому	1	7
418	от этого	1	7
419	во все	4	7
420	представляет собой	6	7
421	и те	1	7
422	свою очередь	1	7
423	на том	3	7
424	она в	1	7
425	только при	1	7
426	согласии с	1	7
427	связи с	9	7
428	не убивает	1	7
429	что такое	1	7
430	должны быть	1	7
431	что только	1	7
432	для чего	1	7
433	в особенности	3	7
434	и при	2	7
435	и дает	1	7
436	со всеми	1	7
437	есть нечто	1	7
438	они не	4	7
439	в течение	6	7
440	к ним	1	7
441	не существует	1	7
442	действующие лица	2	7
443	к которой	1	7
444	это можно	1	7
445	же в	6	7
446	все что	4	7
447	для всех	1	7
448	к этой	2	7
449	нас в	1	7
450	одно из	2	7
451	как они	1	7
452	если он	2	7
453	легче всего	1	7
454	которые мы	1	7
455	в руках	1	7
456	приходит к	1	7
457	в глаза	2	7
458	о ней	2	7
459	и заставляет	1	7
460	в качестве	4	7
461	и эти	5	7
462	к жизни	2	7
463	лежит в	1	7
464	на другой	3	7
465	однако мы	1	7
466	бы его	1	7
467	и почему	1	7
468	же мы	2	7
469	а как	2	7
470	за ним	4	7
471	если это	4	7
472	и действительно	5	7
473	себя и	1	7
474	совпадает с	1	7
475	это то	1	7
476	ее с	1	7
477	что здесь	8	7
478	что автор	1	7
479	здесь в	2	7
480	а на	5	7
481	слова в	1	7
482	смысл этого	1	6
483	даже в	4	6
484	каким образом	1	6
485	он был	1	6
486	только как	1	6
487	что вся	1	6
488	что как	2	6
489	после этого	2	6
490	бы что	2	6
491	дело происходит	1	6
492	в сторону	3	6
493	в русской	5	6
494	из него	3	6
495	не могла	3	6
496	почти всегда	2	6
497	она была	2	6
498	что есть	1	6
499	образом в	2	6
500	всех этих	3	6
501	должны будем	1	6
502	к его	1	6
503	и затем	2	6
504	никто не	2	6
505	приводит к	1	6
506	да и	2	6
507	он же	2	6
508	у меня	5	6
509	тех пор	1	6
510	для нее	2	6
511	как если	1	6
512	от других	1	6
513	каждый из	1	6
514	событий в	1	6
515	только с	2	6
516	находятся в	1	6
517	ее на	1	6
518	то мы	3	6
519	в русском	3	6
520	материал для	1	6
521	показывают что	1	6
522	от всех	1	6
523	на нее	4	6
524	не все	7	6
525	мы узнаем	1	6
526	к ней	4	6
527	которые в	1	6
528	мы сейчас	2	6
529	еще более	3	6
530	остановиться на	1	6
531	нами в	1	6
532	и которые	1	6
533	из нее	1	6
534	точно как	1	6
535	говорить о	1	6
536	не что	6	6
537	нам что	1	6
538	что иное	6	6
539	тем не	6	6
540	что под	1	6
541	что за	3	6
542	это мы	2	6
543	и вместе	1	6
544	в себя	3	6
545	очень часто	4	6
546	не дает	3	6
547	или же	2	6
548	уже не	11	6
549	о его	2	6
550	независимо от	3	6
551	его с	2	6
552	как не	2	6
553	только одно	1	6
554	то и	7	6
555	без всякого	1	6
556	заметить что	2	6
557	что я	2	6
558	в плане	1	6
559	ничем не	2	6
560	так в	8	6
561	нисколько не	1	6
562	она должна	1	6
563	или его	2	6
564	отношение к	4	6
565	только после	2	6
566	иное как	6	6
567	тем как	1	5
568	а затем	6	5
569	между ними	1	5
570	ни одна	1	5
571	и сам	1	5
572	здесь дело	2	5
573	на эту	1	5
574	можно ли	3	5
575	к которому	6	5
576	для объяснения	1	5
577	мы легко	1	5
578	чем в	1	5
579	ее от	1	5
580	с двумя	1	5
581	дано в	1	5
582	между собой	2	5
583	а другой	1	5
584	в эту	1	5
585	эти слова	1	5
586	чтобы он	3	5
587	и является	1	5
588	тем и	1	5
589	над ним	1	5
590	в известных	1	5
591	его к	5	5
592	в одну	3	5
593	где мы	1	5
594	которые он	1	5
595	в другой	6	5
596	нет никакого	1	5
597	одновременно и	1	5
598	к таким	1	5
599	нет ни	1	5
600	том смысле	1	5
601	на вопрос	1	5
602	так чтобы	1	5
603	это все	1	5
604	он является	3	5
605	ни одной	3	5
606	и наоборот	2	5
607	нет и	1	5
608	указывают на	2	5
609	она может	2	5
610	у них	1	5
611	зависит от	1	5
612	он как	1	5
613	которых он	1	5
614	таком случае	1	5
615	все равно	3	5
616	однако не	2	5
617	бы это	1	5
618	к одному	1	5
619	но она	2	5
620	не следует	2	5
621	человека и	1	5
622	в сборнике	1	5
623	по тому	1	5
624	роль и	1	5
625	что дело	2	5
626	социальной жизни	1	5
627	связь с	12	5
628	только для	1	5
629	силы и	1	5
630	но они	2	5
631	что тот	1	5
632	не мог	2	5
633	видели что	8	5
634	и было	2	5
635	и эту	1	5
636	указать на	4	5
637	но еще	1	5
638	хотя и	4	5
639	и за	3	5
640	наше внимание	1	5
641	столько же	1	5
642	не знает	2	5
643	и она	5	5
644	в других	6	5
645	всей этой	1	5
646	это делает	2	5
647	он сказал	1	5
648	раз наоборот	1	5
649	в один	1	5
650	себя в	2	5
651	прямо говорит	1	5
652	представляют собой	5	5
653	вот как	2	5
654	в область	1	5
655	уже это	1	5
656	она и	1	5
657	знает что	1	5
658	не имеют	2	5
659	он дает	1	5
660	видим в	3	5
661	принадлежит к	4	5
662	силу того	1	5
663	из этой	2	5
664	все они	1	5
665	мы находим	1	5
666	а то	2	5
667	в очень	2	5
668	можно показать	1	5
669	человеком и	2	5
670	человека в	2	5
671	то чего	2	5
672	его не	3	5
673	или не	3	5
674	дело не	3	5
675	как из	1	5
676	одного из	2	5
677	а я	3	5
678	этот материал	3	4
679	является в	2	4
680	уже говорили	1	4
681	его от	3	4
682	с собой	4	4
683	форму и	1	4
684	из всего	1	4
685	и другим	1	4
686	в порядке	1	4
687	ход действия	1	4
688	это же	1	4
689	они дают	1	4
690	что основная	1	4
691	находится в	4	4
692	и вдруг	1	4
693	или наоборот	2	4
694	он убивает	1	4
695	но для	2	4
696	человек и	1	4
697	в связи	5	4
698	обстоятельство что	1	4
699	одном из	3	4
700	мнение что	1	4
701	все остальные	1	4
702	мы опять	2	4
703	на самый	1	4
704	материал и	1	4
705	и хотя	1	4
706	должны были	4	4
707	или иное	1	4
708	на место	1	4
709	к сожалению	1	4
710	что герой	6	4
711	в корне	1	4
712	от своего	3	4
713	из нас	1	4
714	к другому	1	4
715	он мог	1	4
716	что такие	1	4
717	ясно и	1	4
718	на два	1	4
719	из которой	1	4
720	с которой	1	4
721	она дает	1	4
722	в приложении	1	4
723	говорят что	2	4
724	вот этот	1	4
725	одной из	1	4
726	это вовсе	1	4
727	здесь не	6	4
728	это одно	1	4
729	уже с	3	4
730	где он	2	4
731	приложении к	1	4
732	на кладбище	2	4
733	в согласии	1	4
734	видит что	1	4
735	основана на	1	4
736	бы для	1	4
737	себе что	1	4
738	но эта	2	4
739	это еще	2	4
740	сейчас увидим	1	4
741	эти две	1	4
742	перейти к	2	4
743	этого вопроса	1	4
744	также и	1	4
745	не с	2	4
746	самое что	1	4
747	кто не	1	4
748	именно эта	1	4
749	показывает как	2	4
750	частный случай	4	4
751	и вне	1	4
752	все еще	7	4
753	идет не	1	4
754	к совершенно	1	4
755	если она	1	4
756	делает то	1	4
757	вплоть до	2	4
758	случае в	2	4
759	а когда	2	4
760	если вы	1	4
761	в некоторых	9	4
762	по отношению	2	4
763	другую сторону	2	4
764	что ее	3	4
765	в это	1	4
766	чтобы вызвать	1	4
767	рассматриваться как	1	4
768	в каких	1	4
769	вот почему	3	4
770	с помощью	1	4
771	всю жизнь	2	4
772	перед ним	1	4
773	это означало	2	4
774	так то	1	4
775	ней и	1	4
776	параллельно с	1	4
777	говорили выше	1	4
778	который в	1	4
779	и вместо	1	4
780	после того	5	4
781	мы читаем	2	4
782	т е	36	4
783	нигде не	1	4
784	что между	1	4
785	в несколько	2	4
786	в мире	1	4
787	на один	2	4
788	в свете	6	4
789	развивается в	1	4
790	для его	1	4
791	действия в	1	4
792	это может	1	4
793	почему же	1	4
794	однако в	1	4
795	и каждый	1	4
796	означает что	1	4
797	вступить в	3	4
798	в языке	1	4
799	не на	2	4
800	если не	2	4
801	может стать	1	4
802	с ней	6	4
803	с ними	5	4
804	ничего общего	1	4
805	этой жизни	1	4
806	имеем в	6	4
807	то здесь	1	4
808	стороны он	1	4
809	дает нам	3	4
810	на тех	1	4
811	не для	1	4
812	как у	2	4
813	когда оно	1	4
814	и где	1	4
815	по смыслу	1	4
816	но по	4	4
817	к своему	3	4
818	это так	1	4
819	предположить что	11	4
820	за то	1	4
821	обстоит дело	1	4
822	совершенно различных	1	4
823	к тем	2	4
824	что образ	1	4
825	говоря о	1	4
826	в пределах	5	4
827	считает что	1	4
828	в центре	1	3
829	здесь же	1	3
830	же и	1	3
831	со всем	1	3
832	чтобы заставить	2	3
833	с героем	1	3
834	себе целью	1	3
835	а у	2	3
836	кроме того	1	3
837	не столько	1	3
838	ссылкой на	1	3
839	оказывается чрезвычайно	1	3
840	стоит в	2	3
841	показывает нам	2	3
842	именно он	1	3
843	жизнь в	1	3
844	что весь	2	3
845	или на	1	3
846	меня в	1	3
847	интересно что	3	3
848	мы считаем	1	3
849	людей с	1	3
850	свой смысл	1	3
851	всем его	1	3
852	связано с	4	3
853	мы рассмотрим	6	3
854	в этот	6	3
855	к своей	4	3
856	чего не	1	3
857	о них	1	3
858	уже и	1	3
859	на одну	2	3
860	в разных	1	3
861	он сам	2	3
862	на котором	2	3
863	та и	1	3
864	обнаруживается в	1	3
865	с другими	1	3
866	как можно	1	3
867	их от	2	3
868	на земле	2	3
869	но когда	1	3
870	если я	3	3
871	роли которую	1	3
872	воздействия на	1	3
873	бы она	2	3
874	этих трех	1	3
875	здесь на	3	3
876	иметь в	1	3
877	никогда нельзя	1	3
878	выражается в	2	3
879	и другая	1	3
880	его как	1	3
881	заставить нас	1	3
882	форма этого	1	3
883	тогда мы	1	3
884	он действительно	1	3
885	человеческого тела	2	3
886	героя в	6	3
887	уже знаем	3	3
888	что никакой	1	3
889	под этим	2	3
890	в более	1	3
891	в форме	1	3
892	обращается к	1	3
893	везде и	1	3
894	нет ничего	3	3
895	бросается в	1	3
896	то он	1	3
897	на основе	1	3
898	тот и	1	3
899	перейдем к	1	3
900	этот случай	15	3
901	вступает в	4	3
902	материал не	1	3
903	и об	1	3
904	его силы	1	3
905	говоря не	1	3
906	общего с	1	3
907	не из	1	3
908	мы еще	3	3
909	этом случае	8	3
910	то они	1	3
911	является то	1	3
912	в последней	1	3
913	он и	4	3
914	и тут	1	3
915	в таких	3	3
916	и я	1	3
917	со своей	2	3
918	и материала	1	3
919	но уже	1	3
920	некоторые авторы	1	3
921	тем более	1	3
922	связаны с	1	3
923	на них	2	3
924	это конечно	1	3
925	в малой	2	3
926	связь и	2	3
927	ни один	2	3
928	бы назвать	1	3
929	могло быть	3	3
930	пришел к	2	3
931	за счет	2	3
932	сказывается в	1	3
933	несомненно что	2	3
934	мы и	1	3
935	случае не	1	3
936	что король	1	3
937	привести к	1	3
938	что человек	1	3
939	которое может	1	3
940	которым пользуется	1	3
941	равно как	3	3
942	и законов	1	3
943	она является	1	3
944	дело здесь	1	3
945	его на	6	3
946	там же	2	3
947	всегда в	1	3
948	совершенно одинаково	1	3
949	перед собой	1	3
950	так если	1	3
951	что им	3	3
952	которой он	3	3
953	сам не	1	3
954	часто в	3	3
955	являются не	1	3
956	ним и	1	3
957	между двумя	6	3
958	связь между	2	3
959	превращается в	10	3
960	и остается	1	3
961	следующим образом	3	3
962	быть в	1	3
963	имеем дело	1	3
964	как я	1	3
965	и столь	1	3
966	не принадлежит	1	3
967	собой в	1	3
968	ним в	1	3
969	то для	1	3
970	не была	1	3
971	как же	1	3
972	и можно	1	3
973	одним из	4	3
974	той роли	1	3
975	в знаменитой	1	3
976	на нем	4	3
977	хотя в	1	3
978	даже не	2	3
979	умирает и	1	3
980	их и	4	3
981	на который	1	3
982	найти в	1	3
983	и др	4	3
984	она живет	2	3
985	речи и	1	3
986	бы быть	1	3
987	которого она	1	3
988	и ничего	1	3
989	вор и	3	3
990	как таковой	3	3
991	героев и	1	3
992	убедиться что	1	3
993	на ее	1	3
994	и должно	1	3
995	поэтому совершенно	1	3
996	подходит к	1	3
997	только они	1	3
998	что сюжет	1	3
999	толстым в	1	3
1000	состоит из	1	3
1001	останавливаться на	2	3
1002	можно найти	8	3
1003	друг от	1	3
1004	которая не	1	3
1005	то обстоятельство	1	3
1006	на той	1	3
1007	связана с	4	3
1008	такого рода	1	3
1009	к себе	3	3
1010	героя а	2	3
1011	не могло	1	3
1012	которые должны	1	3
1013	обратить внимание	1	3
1014	любопытно что	1	3
1015	совершенно неожиданно	1	3
1016	второй раз	2	3
1017	только одна	3	3
1018	их с	2	3
1019	нам и	1	3
1020	увидим ниже	4	3
1021	они были	1	3
1022	все так	1	3
1023	отношению к	2	3
1024	мире в	2	3
1025	что так	2	3
1026	узнаем что	1	3
1027	что каждый	1	3
1028	действительно не	1	3
1029	же не	2	3
1030	как нечто	3	3
1031	но с	1	3
1032	от друга	1	3
1033	или иначе	1	3
1034	не любит	1	3
1035	а также	5	3
1036	животных и	1	3
1037	очень много	3	3
1038	смерти в	3	3
1039	форма в	1	3
1040	за этой	1	3
1041	без всякой	1	3
1042	хотя он	1	3
1043	а к	1	3
1044	указывали на	1	3
1045	в руки	3	3
1046	к чему-то	1	3
1047	быть и	3	3
1048	имеем здесь	1	3
1049	у нее	4	3
1050	которых они	1	3
1051	в отдельности	3	3
1052	означало бы	2	3
1053	тем чтобы	1	3
1054	в узком	1	3
1055	и прежде	1	3
1056	мы слышим	1	3
1057	чем к	1	3
1058	этому вопросу	1	3
1059	говорит не	2	3
1060	короля в	1	2
1061	они имеют	2	2
1062	между этим	1	2
1063	если его	1	2
1064	что почти	1	2
1065	двух совершенно	1	2
1066	только те	1	2
1067	его чтобы	1	2
1068	не хочет	3	2
1069	видеть не	1	2
1070	этим объясняется	4	2
1071	спросить себя	1	2
1072	которые она	1	2
1073	уже на	3	2
1074	журавля и	1	2
1075	так это	1	2
1076	и целый	1	2
1077	эти исследования	1	2
1078	почему это	1	2
1079	нам то	1	2
1080	следовало бы	1	2
1081	через несколько	1	2
1082	случаи когда	7	2
1083	два момента	1	2
1084	и каждое	1	2
1085	это делается	2	2
1086	отношение и	1	2
1087	и должна	1	2
1088	времени в	1	2
1089	не всегда	7	2
1090	изо рта	1	2
1091	и была	1	2
1092	здесь несколько	2	2
1093	с другим	1	2
1094	они должны	1	2
1095	просто в	2	2
1096	почему и	1	2
1097	так не	1	2
1098	и вступает	1	2
1099	и всякого	1	2
1100	именно с	1	2
1101	от них	5	2
1102	узнает что	2	2
1103	к ее	1	2
1104	целом не	2	2
1105	д все	1	2
1106	герой и	2	2
1107	все его	1	2
1108	быть больше	1	2
1109	хотелось бы	2	2
1110	о двух	1	2
1111	он к	3	2
1112	другое и	1	2
1113	есть просто	1	2
1114	объединены в	2	2
1115	может оказаться	1	2
1116	в немецкой	3	2
1117	у этого	1	2
1118	куда он	1	2
1119	является и	3	2
1120	и некоторые	3	2
1121	одного человека	1	2
1122	согласно этому	1	2
1123	этим и	1	2
1124	же два	1	2
1125	к вопросу	1	2
1126	был не	1	2
1127	кто из	1	2
1128	о себе	3	2
1129	до самой	1	2
1130	почему именно	1	2
1131	дана в	1	2
1132	чтобы герой	1	2
1133	это сделано	1	2
1134	говорит если	1	2
1135	сюда же	2	2
1136	мы поймем	1	2
1137	с какой	1	2
1138	не один	2	2
1139	человека как	1	2
1140	от которых	2	2
1141	так просто	1	2
1142	а третий	1	2
1143	по своей	1	2
1144	себя за	1	2
1145	многих случаях	1	2
1146	не раз	2	2
1147	того кто	1	2
1148	они находятся	1	2
1149	приводят к	2	2
1150	и толстой	2	2
1151	есть ли	4	2
1152	случае это	1	2
1153	еще одно	1	2
1154	материал в	1	2
1155	от нее	1	2
1156	в городе	1	2
1157	непосредственно не	1	2
1158	о той	1	2
1159	бы составить	2	2
1160	образа и	1	2
1161	с миром	3	2
1162	он на	2	2
1163	а материал	1	2
1164	для них	3	2
1165	и делает	1	2
1166	два типа	2	2
1167	с этого	1	2
1168	это положение	1	2
1169	с целью	2	2
1170	когда речь	1	2
1171	но никогда	1	2
1172	принято называть	1	2
1173	характер этого	1	2
1174	и герой	3	2
1175	с животными	2	2
1176	к какому	1	2
1177	думают что	1	2
1178	а под	1	2
1179	что вообще	1	2
1180	это был	1	2
1181	как один	1	2
1182	более чем	1	2
1183	с нами	1	2
1184	этой работы	1	2
1185	а через	3	2
1186	окажется что	1	2
1187	но сам	1	2
1188	с того	5	2
1189	к людям	1	2
1190	надо еще	1	2
1191	еще один	1	2
1192	не считаясь	1	2
1193	он весь	2	2
1194	и потом	2	2
1195	и начал	1	2
1196	этого нет	1	2
1197	которую в	2	2
1198	это ясно	1	2
1199	и лошадь	1	2
1200	нас важно	1	2
1201	по ходу	2	2
1202	мать и	2	2
1203	это просто	1	2
1204	другой раз	1	2
1205	с каким	1	2
1206	не означает	1	2
1207	именно к	1	2
1208	этого одного	1	2
1209	формы которые	1	2
1210	произошло бы	1	2
1211	который уже	1	2
1212	он делает	2	2
1213	к величайшему	1	2
1214	или с	1	2
1215	исторической действительности	2	2
1216	которые как	1	2
1217	он находит	1	2
1218	к нашей	2	2
1219	и глаза	1	2
1220	и могут	1	2
1221	та что	2	2
1222	ему не	1	2
1223	но его	1	2
1224	и хочет	1	2
1225	на задний	1	2
1226	по одним	1	2
1227	в начале	2	2
1228	но вместе	1	2
1229	имеет свою	3	2
1230	бы я	1	2
1231	люди не	1	2
1232	явление в	1	2
1233	наконец что	1	2
1234	своей цели	2	2
1235	вообще не	2	2
1236	конечно совершенно	1	2
1237	никому не	2	2
1238	здесь все	2	2
1239	человек не	1	2
1240	на своих	1	2
1241	какую роль	1	2
1242	что было	3	2
1243	на эти	1	2
1244	которых этот	1	2
1245	которая в	2	2
1246	поди же	1	2
1247	случае мы	4	2
1248	его за	1	2
1249	или нет	2	2
1250	не годится	4	2
1251	которых она	1	2
1252	над ними	2	2
1253	в борьбе	1	2
1254	так часто	4	2
1255	сперва в	1	2
1256	к более	2	2
1257	при том	1	2
1258	ведет к	2	2
1259	они и	3	2
1260	попавших в	1	2
1261	и приемы	1	2
1262	к своим	1	2
1263	а иногда	1	2
1264	которые часто	1	2
1265	тенденция к	1	2
1266	на этой	2	2
1267	нельзя было	2	2
1268	явились к	1	2
1269	представления о	2	2
1270	выходит из	1	2
1271	во многих	2	2
1272	отмечает что	1	2
1273	указать что	6	2
1274	несколько дней	3	2
1275	не вполне	7	2
1276	до того	1	2
1277	он при	1	2
1278	всего что	1	2
1279	его собственной	1	2
1280	отношений и	1	2
1281	тех которые	1	2
1282	и несомненно	1	2
1283	тех случаях	2	2
1284	для слушателя	1	2
1285	с большим	5	2
1286	это отношение	1	2
1287	можно привести	1	2
1288	входят в	1	2
1289	каждое из	1	2
1290	тут же	4	2
1291	и становится	2	2
1292	составить предмет	2	2
1293	смысле как	1	2
1294	другом случае	3	2
1295	надо понимать	1	2
1296	ту роль	2	2
1297	и всей	2	2
1298	ниже что	1	2
1299	признает что	1	2
1300	такая же	1	2
1301	узком смысле	1	2
1302	и указывает	1	2
1303	они в	2	2
1304	не от	1	2
1305	здесь уже	1	2
1306	эта форма	3	2
1307	случае к	2	2
1308	не говорит	2	2
1309	на тот	2	2
1310	так много	1	2
1311	смысле и	1	2
1312	всякое действие	1	2
1313	которой она	1	2
1314	из четырех	1	2
1315	должно было	2	2
1316	чем здесь	1	2
1317	и стоит	1	2
1318	и цель	1	2
1319	так или	1	2
1320	это по	1	2
