N	2gram	Voloshinov	Komedia
548	одному и	1	2
549	с другими	2	2
550	они будут	1	2
551	даже на	2	2
552	как можно	1	2
553	несколько минут	1	2
554	к достижению	2	2
555	в конечном	1	2
556	как по	1	2
557	сказал что	1	2
558	наконец не	1	2
559	очевидно что	2	2
560	я и	2	2
561	дома в	1	2
562	большинстве случаев	1	2
563	из чего	1	2
564	и жизнь	2	2
565	его жизни	1	2
566	служит для	1	2
567	слово в	2	2
568	точек зрения	5	2
569	к мысли	1	2
570	не иначе	1	2
571	выступает в	1	2
572	слов или	2	2
573	мы уже	11	2
574	своего героя	2	2
575	эти слова	9	2
576	ту же	2	2
577	если же	1	2
578	возвращаясь к	1	2
579	за ними	2	2
580	и та	1	2
581	и является	5	2
582	чем больше	1	2
583	для человека	1	2
584	почти всегда	1	2
585	но об	2	2
586	своим собственным	1	2
587	этот вопрос	2	2
588	уже несколько	1	2
589	не возникло	1	2
590	но нет	1	2
591	сомневаться что	1	2
592	в общем	1	2
593	которые были	1	2
594	гораздо более	2	2
595	понять что	1	2
596	не будет	3	2
597	самым существенным	1	2
598	них в	1	2
599	в основном	1	2
600	которой не	1	2
601	которых мы	1	2
602	в жизни	2	2
603	и при	2	2
604	теперь в	3	2
605	и дает	1	2
606	на те	1	2
607	это уже	1	2
608	на несколько	1	2
609	никак не	1	2
610	нашего времени	1	2
611	социального положения	1	2
612	из нескольких	1	2
613	совсем иначе	1	2
614	от их	2	2
615	иначе как	1	2
616	для каждого	2	2
617	и так	6	2
618	уважение к	3	2
619	ли он	2	2
620	о котором	1	2
621	именно поэтому	1	2
622	знает что	1	2
623	пока он	1	2
624	нет в	1	2
625	в которые	1	2
626	слова о	3	2
627	перед нами	3	2
628	речь в	1	2
629	бросается в	1	2
630	тем у	5	2
631	что сила	1	2
632	играли в	1	2
633	это только	1	2
634	зависимости от	7	2
635	слова и	5	2
636	с которой	1	2
637	ближе всего	1	2
638	и до	1	2
639	в каком	2	2
640	еще один	1	2
641	как например	2	2
642	связанных с	5	2
643	имеем в	1	2
644	указывают на	1	2
645	ее не	1	2
646	лучше всего	1	2
647	не знаем	4	2
648	здесь не	2	2
649	по отдельным	1	2
650	у них	3	2
651	но это	2	2
652	только потому	2	2
653	к лицу	1	2
654	в социальном	1	2
655	именно к	1	2
656	дает нам	1	2
657	этом случае	3	2
658	одних и	1	2
659	жизненных ситуаций	1	2
660	и всякий	1	2
661	пока что	1	2
662	нас не	2	2
663	этих слов	3	2
664	тем он	1	2
665	еще и	2	2
666	для него	3	2
667	того что	4	2
668	в литературе	1	2
669	о нем	1	2
670	ее в	1	2
671	то мы	3	2
672	бы и	2	2
673	была бы	1	2
674	понимает что	1	2
675	от всех	1	2
676	а о	1	2
677	это еще	1	2
678	и тому	3	2
679	протяжении почти	1	2
680	возможность и	1	2
681	понимать как	1	2
682	свидетельствуют о	1	2
683	случаях когда	2	2
684	все эти	3	2
685	эти две	1	2
686	в еще	1	2
687	войти в	2	2
688	не стал	1	2
689	что тот	1	2
690	в сцене	1	2
691	и сестры	1	2
692	в форме	6	2
693	достаточно вспомнить	1	2
694	что эти	3	2
695	к одному	1	2
696	еще до	1	2
697	их точки	1	2
698	и тех	1	2
699	предположить что	1	2
700	поводом для	1	2
701	которого и	2	2
702	как же	1	2
703	она должна	1	2
704	не надо	1	2
705	это как	1	2
706	как уже	2	2
707	тому как	1	2
708	на поле	1	2
709	дело не	1	2
710	такой прием	2	2
711	не сомневаться	1	2
712	или его	1	2
713	с ней	2	2
714	тем самым	8	2
715	как не	2	2
716	человека с	2	2
717	с кем	2	2
718	человека и	2	2
719	с человеком	1	2
720	бы по	1	2
721	со своими	1	2
722	помнить что	2	2
723	все больше	2	2
724	наконец на	1	2
725	это дает	1	2
726	себе не	1	2
727	игры на	1	2
728	здесь же	1	2
729	в разговоре	2	2
730	которой мы	4	2
731	он пользуется	1	1
732	мне очень	1	1
733	то хотя	1	1
734	это на	1	1
735	они являются	1	1
736	будем называть	2	1
737	к действительности	1	1
738	пределах одного	1	1
739	был и	2	1
740	является в	1	1
741	только чтобы	1	1
742	встречаются на	1	1
743	можно говорить	1	1
744	определить что	1	1
745	он получает	1	1
746	к социальному	1	1
747	особый и	1	1
748	еще вчера	1	1
749	суде и	2	1
750	ею и	1	1
751	от имени	1	1
752	красками и	1	1
753	придает им	1	1
754	становится совершенно	1	1
755	процесс образования	1	1
756	в разных	3	1
757	кроме того	2	1
758	примыкает к	1	1
759	высказывания уже	1	1
760	проявлений и	1	1
761	с более	1	1
762	что человек	1	1
763	большое количество	1	1
764	причину своего	1	1
765	с появлением	4	1
766	из ее	1	1
767	и женщины	1	1
768	ни слова	2	1
769	в общественной	5	1
770	вот что	1	1
771	стоять в	1	1
772	или от	1	1
773	мысль о	1	1
774	к внешней	1	1
775	слово может	1	1
776	она является	1	1
777	голода и	1	1
778	он собирается	1	1
779	хитрости и	1	1
780	в числе	1	1
781	места и	1	1
782	в последнем	1	1
783	же точно	1	1
784	как таковой	3	1
785	кем и	1	1
786	в одно	1	1
787	на эту	2	1
788	всю эту	1	1
789	явлением в	1	1
790	на некоторую	1	1
791	которое не	2	1
792	не думал	1	1
793	из героев	2	1
794	форма общественного	1	1
795	могут показаться	1	1
796	как обычно	2	1
797	но мы	2	1
798	историю в	1	1
799	так например	1	1
800	и нет	2	1
801	первый взгляд	2	1
802	где и	2	1
803	действительности в	1	1
804	только благодаря	3	1
805	ответить на	2	1
806	на человека	1	1
807	и ушел	1	1
808	и такие	1	1
809	опять не	2	1
810	с публикой	1	1
811	себе все	2	1
812	можем не	2	1
813	к типу	1	1
814	мере за	1	1
815	роль играла	1	1
816	мы увидим	5	1
817	действительности как	1	1
818	в новом	1	1
819	даже и	2	1
820	говорить не	1	1
821	это нам	1	1
822	до него	1	1
823	тому подобное	2	1
824	но даже	2	1
825	структур в	1	1
826	литературного творчества	2	1
827	являются не	1	1
828	и своим	1	1
829	что элемент	1	1
830	мы обязаны	1	1
831	следовательно тем	2	1
832	и другой	1	1
833	что вся	2	1
834	чтобы люди	1	1
835	то снова	1	1
836	особое место	1	1
837	увидим что	2	1
838	между отдельными	1	1
839	о них	2	1
840	правда и	1	1
841	забудем что	3	1
842	общения и	4	1
843	значительной степени	2	1
844	несколько позже	2	1
845	на своего	1	1
846	не что	4	1
847	является как	1	1
848	отметить что	1	1
849	действительности на	1	1
850	жизни он	1	1
851	стал бы	1	1
852	теперь к	2	1
853	убедиться в	1	1
854	людей так	1	1
855	частей из	2	1
856	слов о	1	1
857	принадлежащих к	1	1
858	поэта и	1	1
859	однако эти	1	1
860	заметить что	3	1
861	будут говорить	2	1
862	именно так	1	1
863	за него	1	1
864	форме не	1	1
865	эти вопросы	2	1
866	составляющих его	1	1
867	деятельности человека	2	1
868	в данной	4	1
869	воли и	1	1
870	именно с	2	1
871	к установлению	1	1
872	этот момент	1	1
873	общественной мысли	1	1
874	слово как	8	1
875	были бы	4	1
876	связанное с	1	1
877	мужа и	1	1
878	превратился в	1	1
879	не просто	4	1
880	то о	1	1
881	быта и	1	1
882	жанра в	1	1
883	уже первый	1	1
884	целой группы	1	1
885	порядочного и	1	1
886	хотя слова	1	1
887	ситуации и	10	1
888	не происходит	1	1
889	и весь	1	1
890	которую они	1	1
891	только не	1	1
892	которой я	1	1
893	и все-таки	2	1
894	эти высказывания	2	1
895	какое влияние	1	1
896	и завершает	1	1
897	не противоречит	1	1
898	что иное	2	1
899	еще раньше	1	1
900	и больше	2	1
901	соотношение между	1	1
902	вполне понятно	1	1
903	он к	1	1
904	общение с	1	1
905	за кем	1	1
906	а тот	1	1
907	быть в	1	1
908	то для	1	1
909	как нет	2	1
910	и указывает	2	1
911	что при	1	1
912	мы конечно	2	1
913	которого он	1	1
914	слов то	1	1
915	голову не	2	1
916	вошел в	2	1
917	ее язык	1	1
918	мертвых душ	3	1
919	являются в	1	1
920	является чем-то	1	1
921	говорит он	1	1
922	себе путь	1	1
923	во всей	1	1
924	бы только	1	1
925	[ ]	1	1
926	или не	1	1
927	общественного сознания	2	1
928	не выражает	1	1
929	всех его	2	1
930	не нуждается	1	1
931	когда такого	1	1
932	или хотя	2	1
933	появления в	1	1
934	порождает и	1	1
935	действительности к	1	1
936	так много	1	1
937	происходит и	1	1
938	конечно на	1	1
939	он ни	1	1
940	без него	1	1
941	но иногда	1	1
942	таланта и	1	1
943	и само	3	1
944	эти три	2	1
945	том и	1	1
946	и произведения	1	1
947	так на	1	1
948	сознания как	1	1
949	следовательно и	1	1
950	сделать его	2	1
951	если я	1	1
952	и оказывается	1	1
953	благодаря тому	1	1
954	связанный с	2	1
955	так ведь	1	1
956	в сторону	1	1
957	из одного	1	1
958	нам или	1	1
959	могло бы	1	1
960	то лишь	1	1
961	чтобы его	1	1
962	после долгого	1	1
963	той или	4	1
964	сознании человека	2	1
965	но выразительно	1	1
966	различное значение	1	1
967	в русской	1	1
968	складывается из	1	1
969	материалом для	1	1
970	но как	2	1
971	о происхождении	2	1
972	для его	1	1
973	лица и	1	1
974	где бы	1	1
975	теперь на	1	1
976	домашнего очага	3	1
977	в исторической	1	1
978	я тебе	1	1
979	много мыслей	1	1
980	чтобы он	1	1
981	зрения в	4	1
982	за столом	2	1
983	чем другом	1	1
984	которые пытались	1	1
985	постепенно в	1	1
986	одним словом	1	1
987	но зато	1	1
988	огромное количество	1	1
989	от которых	2	1
990	в идеологическом	2	1
991	радостное событие	1	1
992	и чуть	1	1
993	разговорной речи	1	1
994	иметь в	1	1
995	с общим	1	1
996	имеет для	1	1
997	предположим что	3	1
998	миру и	2	1
999	где все	1	1
1000	говорили что	1	1
1001	о связи	1	1
1002	и третье	1	1
1003	значение и	2	1
1004	чувствует что	1	1
1005	нем и	1	1
1006	общей для	1	1
1007	почему же	2	1
1008	числе их	1	1
1009	превратилась в	1	1
1010	тот или	2	1
1011	способен на	1	1
1012	так называемый	1	1
1013	частной собственности	1	1
1014	крайней мере	1	1
1015	но чем	1	1
1016	культуры и	1	1
1017	и никогда	1	1
1018	экономического развития	1	1
1019	всех указанных	1	1
1020	совершенно особый	1	1
1021	его как	1	1
1022	в общих	1	1
1023	подойти к	2	1
1024	это ни	1	1
1025	стоит только	1	1
1026	чему мы	1	1
1027	мы будем	6	1
1028	до наших	1	1
1029	любовь в	1	1
1030	вообще бы	1	1
1031	во-вторых не	1	1
1032	речи и	6	1
1033	аудитории и	4	1
1034	там где	1	1
1035	сводится в	1	1
1036	или иного	5	1
1037	общественному положению	1	1
1038	в него	2	1
1039	он должен	3	1
1040	одного и	1	1
1041	которого она	1	1
1042	и сами	1	1
1043	для многих	1	1
1044	в особенности	1	1
1045	с полной	1	1
1046	личность говорящего	1	1
1047	собственном смысле	1	1
1048	ли то	1	1
1049	он уже	1	1
1050	слушали и	1	1
1051	и этот	2	1
1052	само слово	1	1
1053	уяснить себе	2	1
1054	является ее	1	1
1055	как с	2	1
1056	был очень	1	1
1057	в самый	1	1
1058	то есть	5	1
1059	что слова	3	1
1060	намекает на	2	1
1061	где-нибудь в	1	1
1062	комнаты и	1	1
1063	с развитием	2	1
1064	смысле слова	1	1
1065	и выражает	1	1
1066	вместе со	1	1
1067	и менее	1	1
1068	здесь нас	1	1
1069	речь как	1	1
1070	времени когда	1	1
1071	находятся в	2	1
1072	что сам	1	1
1073	представим себе	1	1
1074	с каждым	1	1
1075	он почти	1	1
1076	переживания и	2	1
1077	слова мы	2	1
1078	между первым	1	1
1079	нам в	3	1
1080	сошли с	1	1
1081	все то	2	1
1082	ситуацией в	1	1
1083	отличаются от	1	1
1084	образом если	1	1
1085	путем и	1	1
1086	содержание и	3	1
1087	о своей	4	1
1088	но вот	3	1
1089	с еще	1	1
1090	там оно	1	1
1091	и будет	1	1
1092	и действительно	1	1
1093	говорить в	2	1
1094	а уже	1	1
1095	к которым	1	1
1096	и роль	1	1
1097	из тех	1	1
1098	в одних	1	1
1099	что могло	1	1
1100	себе возникновение	1	1
1101	от чего	2	1
1102	каждым новым	1	1
1103	нам возможность	1	1
1104	после первого	1	1
1105	в слове	4	1
1106	к какому	1	1
1107	может не	1	1
1108	мы имели	2	1
1109	от всей	1	1
1110	говорить и	2	1
1111	чтобы убедиться	1	1
1112	всей своей	1	1
1113	на каждом	1	1
1114	в художественном	1	1
1115	по крайней	1	1
1116	жизни мы	2	1
1117	к той	3	1
1118	все они	1	1
1119	обмен репликами	1	1
1120	ли они	1	1
1121	время своего	1	1
1122	ни к	2	1
1123	то он	3	1
1124	не останется	2	1
1125	между несколькими	1	1
1126	язык и	9	1
1127	это нечто	1	1
1128	не имеют	1	1
1129	и главное	1	1
1130	этого еще	1	1
1131	со всех	2	1
1132	оба эти	1	1
1133	совпадает с	1	1
1134	в значительной	2	1
1135	ведь еще	2	1
1136	изображаемых в	1	1
1137	он является	1	1
1138	на два	2	1
1139	вышел из	1	1
1140	и тогда	2	1
1141	содержания ведь	1	1
1142	обойтись без	1	1
1143	сложившуюся в	1	1
1144	всего на	1	1
1145	и лишь	1	1
1146	и вся	1	1
1147	значение для	1	1
1148	моментов из	1	1
1149	в дни	1	1
1150	о своем	3	1
1151	строить свою	1	1
1152	разве не	2	1
1153	ее с	2	1
1154	символом всей	1	1
1155	той социальной	2	1
1156	человека к	1	1
1157	теперь не	1	1
1158	и находит	1	1
1159	при помощи	1	1
1160	знак в	1	1
1161	руки и	1	1
1162	например на	1	1
1163	ко всей	1	1
1164	отдельным строчкам	1	1
1165	это же	2	1
1166	следующих за	1	1
1167	не знающий	1	1
1168	может послужить	1	1
1169	не забудем	4	1
1170	без его	1	1
1171	его художественного	1	1
1172	же слова	1	1
1173	его речь	2	1
1174	только одна	2	1
1175	других как	2	1
1176	всегда или	1	1
1177	произведения и	1	1
1178	сравнительно недавно	1	1
1179	этими словами	2	1
1180	общества в	2	1
1181	нельзя было	1	1
1182	к миру	2	1
1183	он может	1	1
1184	этого слова	3	1
1185	всего к	1	1
1186	менее и	1	1
1187	наконец он	1	1
1188	не из	2	1
1189	входящих в	1	1
1190	же он	1	1
1191	к полному	2	1
1192	нее и	1	1
1193	точку зрения	6	1
1194	иногда в	1	1
1195	себе столь	1	1
1196	которому он	1	1
1197	заставляет его	1	1
1198	этой самой	1	1
1199	события и	2	1
1200	короче говоря	3	1
1201	от внешнего	1	1
1202	пришли к	1	1
1203	это высказывание	4	1
1204	свидетельствует о	1	1
1205	и того	1	1
1206	ненависть к	1	1
1207	в угоду	1	1
1208	отрывке из	1	1
1209	художественной выразительности	1	1
1210	обе эти	1	1
1211	не будем	1	1
1212	для всякого	2	1
1213	социальных отношений	1	1
1214	одна и	1	1
1215	и всем	1	1
1216	чего не	1	1
1217	же мере	1	1
1218	ней также	1	1
1219	которые все	1	1
1220	речи так	1	1
1221	только его	1	1
1222	искусства философии	1	1
1223	дело если	1	1
1224	лишь только	1	1
1225	может показаться	3	1
1226	оживленной беседе	1	1
1227	и всегда	1	1
1228	в каком-нибудь	1	1
1229	личностью в	1	1
1230	на самом	3	1
1231	шаг к	1	1
1232	чем он	1	1
1233	смысле этого	2	1
1234	не допускает	1	1
1235	для оправдания	1	1
1236	только он	3	1
1237	сказать не	2	1
1238	мнения и	1	1
1239	остается последний	1	1
1240	непосредственно в	1	1
1241	жизни это	3	1
1242	наших дней	1	1
1243	этом не	1	1
1244	в сражениях	1	1
1245	же темы	1	1
1246	та же	3	1
1247	иными словами	2	1
1248	установить связь	1	1
1249	не свидетельствуют	1	1
1250	виду что	1	1
1251	другой и	1	1
1252	что однако	1	1
1253	на тему	1	1
1254	словом и	3	1
1255	что этот	1	1
1256	вразрез с	1	1
1257	и последующих	1	1
1258	долгое время	3	1
1259	если и	1	1
1260	или даже	2	1
1261	общественных отношений	1	1
1262	мира и	1	1
1263	на одном	2	1
1264	за другим	1	1
1265	названия в	1	1
1266	качестве примера	1	1
1267	те явления	1	1
1268	та или	1	1
1269	и художественного	1	1
1270	по самой	1	1
1271	но уже	1	1
1272	сделать ее	1	1
1273	или их	1	1
1274	бы совершенно	1	1
1275	бы этот	1	1
1276	ему как	1	1
1277	зрения того	1	1
1278	к самой	1	1
1279	как результат	1	1
1280	другом случае	1	1
1281	отношений которые	1	1
1282	мы попытаемся	1	1
1283	и первые	1	1
1284	конечно это	1	1
1285	достаточно для	2	1
1286	того или	5	1
1287	и внутреннее	1	1
1288	чтобы тот	1	1
1289	мира как	1	1
1290	и эти	1	1
1291	это конечно	1	1
1292	хотя конечно	1	1
1293	возникновения и	2	1
1294	одного типа	1	1
1295	его слов	2	1
1296	свои и	1	1
1297	вопросу который	1	1
1298	силу своих	1	1
1299	человека все	2	1
1300	позволяет ему	1	1
1301	ни один	2	1
1302	от всяких	1	1
