N	3gram	Potebnia_M	KulturaY
302	нужно для того	1	1
303	легко заметить что	1	1
304	за предметы существующие	1	1
305	не говорит нам	1	1
306	той и другой	1	1
307	разве только в	1	1
308	если бы в	2	1
309	действительно так то	1	1
310	а тем более	2	1
311	если образ есть	1	1
312	к языку и	1	1
313	в языке и	3	1
314	и тем самым	1	1
315	во многих случаях	1	1
316	каждое из них	1	1
317	без нашего участия	1	1
318	существующие независимо от	2	1
319	еще и теперь	1	1
320	соединение есть дело	1	1
321	если б не	1	1
322	не имеет смысла	1	1
323	имеют для нас	1	1
324	деле может быть	1	1
325	что именно в	1	1
326	не только не	4	1
327	и во многих	1	1
328	не обратив внимания	1	1
329	можно сказать и	1	1
330	то ни было	1	1
331	для нас значение	1	1
332	а только как	1	1
333	по себе и	1	1
334	самом смысле в	1	1
335	бы и в	2	1
336	с этим в	1	1
337	оно могло бы	1	1
338	при некотором внимании	1	1
339	очевидно что в	1	1
340	каждой из этих	1	1
341	то же самое	3	1
342	этого единства она	1	1
343	значении этого слова	1	1
344	вопросом об отношении	1	1
345	по этому поводу	1	1
346	впрочем не отличающее	1	1
347	и говорить о	1	1
348	но все это	1	1
349	но что же	1	1
350	единства она есть	1	1
351	а а не	1	1
352	вещь как попало	1	1
353	потому что и	3	1
354	ход мысли не	1	1
355	в связь с	1	1
356	знание этого единства	1	1
357	для нас в	1	1
358	и о том	1	1
359	что для нас	1	1
360	что в последнем	1	1
361	отношению к своему	1	1
362	участия это соединение	1	1
363	собственном смысле этого	1	1
364	и только потому	1	1
365	важную роль играет	1	1
366	и без нашего	1	1
367	этого слова но	1	1
368	каждое отдельное слово	1	1
369	никоим образом не	1	1
370	языка таким образом	1	1
371	шаг на пути	1	1
372	и не может	1	1
373	в этом последнем	2	1
374	в образы принимаемые	1	1
375	живой речи в	1	1
376	не безразличная для	1	1
377	между собою в	1	1
378	в них не	1	1
379	того что он	1	1
380	от присоединения к	1	1
381	может и не	1	1
382	те же что	1	1
383	с нашей точки	1	1
384	нашего участия это	1	1
385	мы видели в	1	1
386	в этих случаях	1	1
387	что это и	1	1
388	время его жизни	1	1
389	принимаемые нами за	1	1
390	вместе с ним	1	1
391	большее или меньшее	1	1
392	языка и в	1	1
393	всякий раз при	1	1
394	внутренняя форма кроме	1	1
395	образом то что	1	1
396	потому что без	2	1
397	языка разумеется это	1	1
398	тем что в	1	1
399	в каждой из	1	1
400	в таких выражениях	1	1
401	прежде всего на	1	1
402	формы отдельных слов	1	1
403	но и в	4	1
404	то же будет	1	1
405	в живой речи	3	1
406	как в слове	2	1
407	не только от	1	1
408	оно действительно дает	1	1
409	мы говорим что	1	1
410	единство звука и	1	1
411	каждый из этих	1	1
412	к другому и	1	1
413	одно с другим	1	1
414	но эти слова	1	1
415	в чем же	1	1
416	так как мы	1	1
417	а не как	2	1
418	не было до	1	1
419	то оно не	1	1
420	в это время	1	1
421	в такой степени	1	1
422	кроме фактического единства	1	1
423	уже в том	1	1
424	для нас менее	2	1
425	и притом не	1	1
426	и в поэзии	1	1
427	отчет в том	1	1
428	заключается не только	1	1
429	как и в	3	1
430	независимо от нас	1	1
431	нами за предметы	1	1
432	только в более	1	1
433	на более или	1	1
434	еще не было	1	1
435	если бы она	1	1
436	и к тому	1	1
437	ответ на это	2	1
438	для перехода от	1	1
439	так как слово	1	1
440	более и более	1	1
441	не имел бы	1	1
442	только в языке	1	1
443	и не нужно	1	1
444	и может быть	2	1
445	бы ни было	1	1
446	иначе как в	2	1
447	все это в	1	1
448	в том самом	1	1
449	свое место в	1	1
450	дело нисколько не	1	1
451	то время как	3	1
452	таким образом значение	1	1
453	недостаточно назвать вещь	1	1
454	не в силах	1	1
455	как мы ее	2	1
456	звука и мысли	1	1
457	с а а	1	1
458	есть не образ	2	1
459	и тем что	1	1
460	может потому что	1	1
461	не было бы	2	1
462	же в самом	1	1
463	в них уже	1	1
464	не образ предмета	1	1
465	есть дело нашей	1	1
466	соединение впечатлений в	1	1
467	отличающее ее от	1	1
468	есть наука основная	1	1
469	уже при самом	1	1
470	в разговорной речи	1	1
471	далеко не все	3	1
472	дело в том	1	1
473	в языке есть	1	1
474	где не только	1	1
475	впечатлений в образы	1	1
476	одно и то	7	1
477	души впрочем не	1	1
478	и более сложные	1	1
479	отсюда между прочим	1	1
480	связанных между собою	1	1
481	по меньшей мере	1	1
482	том что и	1	1
483	это и не	1	1
484	что это слово	2	1
485	же что и	1	1
486	слово может быть	4	1
487	зависит не только	1	1
488	если бы все	1	1
489	он не знает	1	1
490	становится для нас	2	1
491	в этих словах	1	1
492	что эти последние	1	1
493	как на самом	1	1
494	но в этой	1	1
495	которые могут быть	1	1
496	с другим но	1	1
497	так что в	2	1
498	образа дает еще	1	1
499	есть прежде всего	2	1
500	образы принимаемые нами	1	1
501	это соединение есть	1	1
502	тесно связанная с	1	1
503	сказать несколько слов	2	1
504	и мы получим	1	1
505	таких слов как	1	1
506	при таких условиях	1	1
507	и то что	3	1
508	ее от души	1	1
509	не зависит от	1	1
510	в разных языках	1	1
511	между тем казалось	1	1
512	них уже не	1	1
513	что именно дает	1	1
514	можно было говорить	1	1
515	что касается до	1	1
516	и в слове	3	1
517	же касается до	1	1
518	попало она действительно	1	1
519	тому что она	1	1
520	так как и	1	1
521	ясно что и	1	1
522	представить себе что	1	1
523	это определение в	1	1
524	она действительно должна	1	1
525	никогда не может	1	1
526	прозе и в	1	1
527	что существуют такие	1	1
528	назвать вещь как	1	1
529	но и та	1	1
530	то время когда	2	1
531	присоединения к ним	1	1
532	самом деле есть	1	1
533	тогда как в	2	1
534	том смысле как	1	1
535	мы ее зовем	1	1
536	в самых разнообразных	1	1
537	притом не только	1	1
538	и обратно о	1	1
539	то что я	2	1
540	не к одному	1	1
541	от нас и	1	1
542	в том виде	2	1
543	то увидим что	1	1
544	то это потому	1	1
545	того чтобы устранить	1	1
546	потому что с	1	1
547	связь слова с	1	1
548	о х годах	1	1
549	связанная с ним	1	1
550	как попало она	1	1
551	в тесном смысле	2	1
552	далеко не всегда	1	1
553	сама поэзия а	1	1
554	мы не можем	5	1
555	он был бы	1	1
556	это было бы	1	1
