N	2gram	Tiupa_Narr	PoTuStor
171	к этому	2	2
172	оно не	4	2
173	в постель	1	2
174	внешний мир	1	2
175	не существует	3	2
176	моей жизни	3	2
177	между собой	3	2
178	что мы	2	2
179	в историю	1	2
180	мы уже	1	2
181	другими словами	1	2
182	из этих	6	2
183	на друга	2	2
184	он не	8	2
185	и т.п	11	2
186	в развитии	1	2
187	с помощью	2	2
188	в частности	23	2
189	не будет	2	2
190	оно и	1	2
191	и лишь	2	2
192	не существовало	1	2
193	но зато	4	2
194	и вся	1	2
195	всей жизни	1	2
196	за пределы	1	2
197	в начале	4	2
198	в пределах	2	2
199	как не	1	2
200	так же	2	2
201	друг на	2	2
202	было бы	2	2
203	что можно	1	2
204	к ним	2	2
205	и о	4	2
206	своей жизни	2	2
207	с нею	2	2
208	что на	4	2
209	о том	5	2
210	в голову	1	2
211	всю жизнь	1	2
212	момент в	1	2
213	на ранних	1	2
214	один из	8	2
215	и по	3	2
216	с ним	6	2
217	нет никаких	1	2
218	но это	2	2
219	и для	4	2
220	для этого	1	2
221	того же	2	2
222	то же	12	2
223	не можем	2	2
224	никогда не	8	2
225	о смерти	2	1
226	что было	1	1
227	жизни но	3	1
228	мир не	1	1
229	матерью в	1	1
230	во всем	1	1
231	бы то	1	1
232	они являются	1	1
233	об их	1	1
234	по мнению	2	1
235	события и	1	1
236	что они	1	1
237	в любви	1	1
238	служит в	1	1
239	и то	3	1
240	даже чисто	1	1
241	в единую	1	1
242	но никогда	1	1
243	в более	1	1
244	на языке	1	1
245	в центре	4	1
246	которая была	1	1
247	мышления в	1	1
248	и здесь	3	1
249	та же	2	1
250	мы и	2	1
251	постель к	1	1
252	его мнению	1	1
253	это первое	1	1
254	сознании а	1	1
255	что хотела	1	1
256	данном случае	12	1
257	различие между	1	1
258	в момент	1	1
259	только что	4	1
260	не слишком	1	1
261	то я	1	1
262	в психологии	1	1
263	которая в	2	1
264	и того	5	1
265	него уже	2	1
266	с одной	5	1
267	уже в	1	1
268	на ее	2	1
269	внимание на	7	1
270	мог бы	1	1
271	эти столь	1	1
272	личной жизни	1	1
273	без исключения	1	1
274	дело с	4	1
275	одна и	1	1
276	мы имеем	6	1
277	еще более	1	1
278	любовь к	1	1
279	это и	2	1
280	несмотря на	1	1
281	но именно	3	1
282	освободиться от	2	1
283	говорит и	1	1
284	уже знаем	1	1
285	для всего	1	1
286	хотя и	8	1
287	этом отношении	5	1
288	самое важное	1	1
289	с тем	1	1
290	имеем дело	4	1
291	что при	1	1
292	в сущности	2	1
293	только не	2	1
294	как раз	9	1
295	человек есть	1	1
296	говорит о	3	1
297	привести к	1	1
298	о нем	5	1
299	матери а	1	1
300	как со	1	1
301	что только	1	1
302	изобразить их	1	1
303	историю не	1	1
304	в качестве	27	1
305	в году	2	1
306	интерес к	3	1
307	потому не	2	1
308	в полном	1	1
309	в человеке	2	1
310	нас в	2	1
311	не являются	2	1
312	у нас	4	1
313	для них	2	1
314	и делает	1	1
315	в виду	2	1
316	я не	5	1
317	подобно тому	4	1
318	состояние как	1	1
319	всей ее	1	1
320	что между	1	1
321	и братьев	1	1
322	можно было	2	1
323	сон в	1	1
324	сознания ни	2	1
325	за которой	1	1
326	его жизненной	1	1
327	связь с	1	1
328	в своих	2	1
329	связи с	3	1
330	нам в	1	1
331	этой точки	1	1
332	на этот	2	1
333	не более	1	1
334	если бы	9	1
335	столь же	6	1
336	и представления	1	1
337	именно оно	1	1
338	не говорит	4	1
339	и сам	4	1
340	слов не	1	1
341	пока только	1	1
342	получает возможность	1	1
343	в сознании	6	1
344	дело в	2	1
345	он может	1	1
346	и столь	2	1
347	но не	7	1
348	а три	1	1
349	быть только	1	1
350	из того	1	1
351	а то	2	1
352	времени и	9	1
353	в конце	4	1
354	матери если	1	1
355	случае не	1	1
356	в корне	1	1
357	пор еще	1	1
358	в связи	3	1
359	зависит от	3	1
360	как видим	1	1
361	она служит	1	1
362	и они	1	1
363	не подлежит	3	1
364	поведения и	1	1
365	по смыслу	1	1
366	чем иным	2	1
367	в мире	8	1
368	все же	10	1
369	повторяющееся в	1	1
370	при таком	1	1
371	жизни в	7	1
372	том смысле	1	1
373	и социально	1	1
374	и искусно	1	1
375	в следующем	2	1
376	приводит к	2	1
377	не имеет	3	1
378	и со	1	1
379	смерть в	1	1
380	только себя	1	1
381	остановимся на	1	1
382	них мы	1	1
383	века в	1	1
384	его жизни	5	1
385	по его	3	1
386	существенным моментом	1	1
387	всей моей	1	1
388	ключом к	1	1
389	другому человеку	2	1
390	он является	4	1
391	зависимости от	3	1
392	в себя	3	1
393	это было	3	1
394	роль в	4	1
395	со стороны	14	1
396	человеческое сознание	1	1
397	с другом	1	1
398	делает его	1	1
399	всех их	1	1
400	полагает что	1	1
401	отождествление с	1	1
402	говорит об	1	1
403	словами и	1	1
404	вовсе не	2	1
405	взрослой жизни	1	1
406	уже не	11	1
407	к тому	13	1
408	самое замечательное	1	1
409	ее жизнь	1	1
410	не входит	1	1
411	жизни мы	2	1
412	жизни является	1	1
413	связано с	2	1
414	на одном	2	1
415	а для	4	1
416	той или	7	1
417	однако не	2	1
418	а потом	2	1
419	первый взгляд	1	1
420	этих двух	2	1
421	сам же	1	1
422	жизнь человека	1	1
423	его мать	1	1
424	не давая	1	1
425	почти полное	1	1
426	предположить что	1	1
427	достаточно для	1	1
428	как часть	1	1
429	его и	2	1
430	во внешнем	1	1
431	искать в	1	1
432	человека в	2	1
433	опираясь на	1	1
434	он был	1	1
435	для его	1	1
436	а с	2	1
437	в данном	17	1
438	и быть	1	1
439	же с	1	1
440	вытекает из	1	1
441	отличается от	1	1
442	сказал я	1	1
443	не он	1	1
444	оно в	1	1
445	вопрос о	1	1
446	характер и	3	1
447	вернемся к	1	1
448	которой является	1	1
449	об ее	1	1
450	они становятся	1	1
451	точно из	1	1
452	и т.д	7	1
453	мы увидим	1	1
454	то и	3	1
455	разных местах	1	1
456	т.п и	2	1
457	раз того	1	1
458	она не	2	1
459	в течение	1	1
460	ли признать	1	1
461	с нами	2	1
462	в свою	4	1
463	входит в	2	1
464	его не	1	1
465	наконец в	1	1
466	но даже	1	1
467	того чтобы	7	1
468	себе но	2	1
469	одной стороны	5	1
470	как известно	3	1
471	ничто не	1	1
472	бы из	1	1
473	в другом	5	1
474	то ни	1	1
475	для того	4	1
476	для больного	1	1
477	тому как	4	1
478	это только	1	1
479	быть не	3	1
480	вся жизнь	2	1
481	в ней	5	1
482	и собственно	1	1
483	у меня	2	1
484	человека как	2	1
485	с совершенно	1	1
486	нашего сознания	1	1
487	мы узнаем	2	1
488	не всегда	4	1
489	человека который	2	1
490	здесь она	1	1
491	является его	2	1
492	значение и	1	1
493	позволяет нам	3	1
494	и действия	2	1
495	узнаем о	1	1
496	когда он	1	1
497	на чем	1	1
498	наше ощущение	1	1
499	к такой	1	1
500	а не	27	1
501	из мира	1	1
502	ни один	1	1
503	в детском	1	1
504	смысле они	1	1
505	и та	1	1
506	плана в	1	1
507	и что	1	1
508	как он	3	1
509	конечно в	1	1
510	говоря о	2	1
511	в нашей	1	1
512	еще в	4	1
513	на другой	6	1
514	в особом	1	1
515	не следует	3	1
516	к чему	3	1
517	матери не	1	1
518	только когда	1	1
519	взгляда на	1	1
520	находящиеся в	1	1
521	другом человеке	1	1
522	можно ли	1	1
523	добраться до	1	1
524	местах и	2	1
525	из одного	1	1
526	даже с	1	1
527	первого и	2	1
528	всех без	1	1
529	говорили что	1	1
530	как один	1	1
531	всей его	1	1
532	а во	5	1
533	его отношение	1	1
534	под которым	1	1
535	или наконец	1	1
536	этом своем	1	1
537	с другой	6	1
538	лишь в	3	1
539	в рамках	6	1
540	и три	1	1
541	известной степени	1	1
542	я в	7	1
543	истории и	1	1
544	как на	2	1
545	на свет	1	1
546	центральный пункт	1	1
547	вторая часть	1	1
548	и мышления	1	1
549	обратим внимание	2	1
550	и еще	2	1
551	же самое	3	1
552	каждого из	2	1
553	в комнате	1	1
554	не совсем	1	1
555	может во	1	1
556	однако в	4	1
557	она может	2	1
558	что для	1	1
559	главным образом	1	1
560	и самого	3	1
561	по которой	1	1
562	и борьба	1	1
563	и благодаря	1	1
564	той же	2	1
565	в самую	2	1
566	на других	1	1
567	о его	3	1
568	этом и	5	1
569	что я	4	1
570	он даже	1	1
571	что может	2	1
572	в нашем	4	1
573	во многих	1	1
574	может оказаться	2	1
575	на противоположном	1	1
576	именно то	1	1
577	потока на	1	1
578	все остальное	1	1
579	с которым	1	1
580	все время	2	1
581	или иной	6	1
582	же в	6	1
583	что она	3	1
584	не сразу	1	1
585	себя с	1	1
586	эмпирических фактов	1	1
587	одна из	5	1
588	если они	1	1
589	иной раз	1	1
590	и которому	1	1
591	иным как	2	1
592	деле в	1	1
593	в период	1	1
594	о роли	2	1
595	этот момент	1	1
596	бы ни	1	1
597	по поводу	3	1
598	его к	1	1
599	и внешней	1	1
600	друг с	1	1
601	человек не	1	1
602	это уже	3	1
603	эти два	2	1
604	не психический	1	1
605	не будут	1	1
606	что иное	1	1
607	растворяется в	1	1
608	обращение с	1	1
609	мы должны	1	1
610	его смерти	2	1
611	его времени	1	1
612	к ее	3	1
613	не случайно	2	1
614	в культуре	3	1
615	мы еще	1	1
616	дело обстоит	1	1
617	чем это	2	1
618	себя в	4	1
619	и особенно	1	1
620	кажется уже	1	1
621	точку зрения	3	1
622	в м	1	1
623	одного и	2	1
624	тот же	1	1
625	ничего не	8	1
626	иное как	1	1
627	о ней	5	1
628	смерти как	1	1
629	человека но	1	1
630	к нему	5	1
631	видим и	1	1
