N	2gram	Medvedev_F	StatiiOP
344	большое значение	1	5
345	в слове	4	5
346	никто не	2	5
347	думать что	4	5
348	и если	2	5
349	не могло	6	5
350	отношении к	2	5
351	которую он	1	5
352	нет и	2	5
353	из истории	1	5
354	ее в	3	5
355	но если	1	5
356	это и	7	5
357	в сущности	3	5
358	на нее	2	5
359	вообще не	1	5
360	является не	1	5
361	во многом	2	5
362	и потому	9	5
363	того или	6	5
364	и только	5	5
365	не по	4	5
366	как он	2	5
367	можно найти	1	5
368	в предисловии	3	5
369	к ней	3	5
370	одного из	4	5
371	классической трагедии	1	5
372	что было	2	4
373	и другие	3	4
374	только что	1	4
375	в применении	4	4
376	и без	1	4
377	критика должна	1	4
378	в первом	8	4
379	а именно	3	4
380	своей статьи	1	4
381	свою собственную	1	4
382	культуры в	1	4
383	было не	1	4
384	не существует	1	4
385	не могли	2	4
386	которыми он	1	4
387	применении к	4	4
388	языка в	8	4
389	предисловии к	3	4
390	и те	2	4
391	языка не	2	4
392	научного изучения	1	4
393	на него	3	4
394	эти вопросы	2	4
395	который в	1	4
396	всего в	5	4
397	мы видим	1	4
398	статье о	1	4
399	на язык	5	4
400	поэзии в	3	4
401	и эти	1	4
402	научной работы	2	4
403	очевидно что	2	4
404	в таком	2	4
405	представляют собою	1	4
406	в связи	11	4
407	одна из	2	4
408	на этом	2	4
409	не могут	8	4
410	в свете	1	4
411	в смысле	2	4
412	могло бы	2	4
413	что как	1	4
414	но как	2	4
415	только с	1	4
416	и речи	2	4
417	в развитии	2	4
418	должны быть	6	4
419	иметь в	1	4
420	литературы и	6	4
421	вопрос в	1	4
422	отношении что	1	4
423	общего с	2	4
424	для которых	1	4
425	за пределы	2	4
426	в последнем	2	4
427	если в	3	4
428	не зная	1	4
429	и вполне	1	4
430	в форме	2	4
431	так или	1	4
432	сами по	4	4
433	они не	7	4
434	в процессе	17	4
435	как о	8	4
436	это время	1	4
437	от его	3	4
438	да и	1	4
439	по своей	1	4
440	нет в	2	4
441	ничего общего	2	4
442	здесь нет	1	4
443	все они	1	4
444	бы и	1	4
445	в основе	7	4
446	в значительной	3	4
447	как известно	1	4
448	и тогда	1	4
449	тех пор	1	4
450	говорят что	1	4
451	в обоих	1	4
452	не знает	1	4
453	состоит в	3	4
454	не для	4	4
455	в образе	1	4
456	с нею	1	4
457	значительной степени	3	4
458	русского литературного	2	4
459	этого слова	4	4
460	этого термина	2	4
461	для россии	1	4
462	которые в	1	4
463	что оно	4	4
464	в поэзии	5	4
465	материала и	7	4
466	естественно что	1	4
467	как у	1	4
468	и всегда	1	4
469	чем он	3	4
470	смысле этого	4	4
471	а на	2	4
472	или в	2	4
473	или иначе	2	4
474	места в	2	4
475	в ряде	1	4
476	очень большое	1	4
477	в такой	3	4
478	нисколько не	2	4
479	в каждой	1	4
480	бы совершенно	1	4
481	мере в	1	4
482	чем в	1	4
483	разница между	1	4
484	значит что	1	4
485	е в	2	4
486	и их	13	4
487	борьба с	5	4
488	еще в	2	4
489	эпохи как	1	4
490	что его	1	4
491	как мы	10	4
492	же это	2	4
493	в эпоху	2	4
494	для этого	6	4
495	но для	4	4
496	в чисто	1	4
497	от него	2	3
498	поэтическим языком	4	3
499	является в	2	3
500	говоря уже	1	3
501	любовь к	1	3
502	в следующих	1	3
503	др но	1	3
504	его от	5	3
505	но что	2	3
506	или иной	1	3
507	чтобы в	1	3
508	более или	7	3
509	в пушкинском	1	3
510	работы в	1	3
511	их в	2	3
512	здесь дело	2	3
513	почти все	1	3
514	гораздо больше	1	3
515	себе в	2	3
516	и дело	1	3
517	к этой	4	3
518	и прочие	1	3
519	именно такое	1	3
520	даже и	5	3
521	не должен	1	3
522	но эти	1	3
523	искусства и	5	3
524	к своей	1	3
525	в руках	1	3
526	с помощью	13	3
527	смысле слова	1	3
528	о них	1	3
529	и была	1	3
530	его собственной	1	3
531	во всей	4	3
532	все время	7	3
533	от них	2	3
534	на котором	2	3
535	к этим	2	3
536	языка к	2	3
537	не то	3	3
538	бы то	4	3
539	без всякой	3	3
540	произведения и	9	3
541	не говоря	1	3
542	что при	1	3
543	х годов	1	3
544	есть еще	1	3
545	является и	1	3
546	ли и	1	3
547	ссср в	1	3
548	столько же	1	3
549	говорит в	3	3
550	и некоторые	1	3
551	как его	3	3
552	и до	8	3
553	от этого	3	3
554	больше всего	1	3
555	в других	5	3
556	этой вещи	1	3
557	особенно в	6	3
558	вопроса о	2	3
559	бы в	6	3
560	в лучшем	3	3
561	не дает	3	3
562	то ни	5	3
563	совсем не	2	3
564	или же	4	3
565	не будет	2	3
566	в системе	3	3
567	не могла	3	3
568	тем и	2	3
569	или иное	2	3
570	не раз	1	3
571	что во	1	3
572	образом в	1	3
573	каждого из	3	3
574	и самый	3	3
575	от единства	1	3
576	от нее	6	3
577	однако и	3	3
578	в содержании	7	3
579	почти не	2	3
580	не были	1	3
581	это уже	1	3
582	вот как	3	3
583	из того	1	3
584	бы между	1	3
585	борьбы с	3	3
586	той мере	1	3
587	бы ни	5	3
588	со всеми	3	3
589	е как	3	3
590	значения как	1	3
591	по истории	2	3
592	если это	1	3
593	отношения к	6	3
594	к его	3	3
595	бы не	1	3
596	которая не	1	3
597	в словах	1	3
598	перед нами	3	3
599	то и	2	3
600	это за	1	3
601	в свою	8	3
602	наконец в	3	3
603	так чтобы	1	3
604	на основе	6	3
605	и вся	2	3
606	слова с	1	3
607	связанных с	2	3
608	эти факты	1	3
609	в данной	1	3
610	но именно	2	3
611	только при	2	3
612	в сознании	1	3
613	поэтического языка	63	3
614	здесь не	5	3
615	а вовсе	2	3
616	идей и	1	3
617	только потому	1	3
618	то или	1	3
619	он должен	4	3
620	как к	5	3
621	этом случае	1	3
622	смысле что	2	3
623	может не	1	3
624	то я	1	3
625	том числе	1	3
626	сколько в	1	3
627	поэтического слова	3	3
628	так в	3	3
629	он и	3	3
630	не значит	1	3
631	тут не	1	3
632	в русском	2	3
633	них и	1	3
634	иногда и	1	3
635	а к	2	3
636	но эта	2	3
637	что о	2	3
638	слово в	2	3
639	и как	6	3
640	не подлежит	1	3
641	если и	1	3
642	при таком	5	3
643	к своему	1	3
644	его же	1	3
645	или менее	7	3
646	к истории	2	3
647	на них	1	3
648	пр в	1	3
649	всю свою	2	3
650	она не	8	3
651	когда он	3	3
652	отказ от	1	3
653	движения в	2	3
654	от того	2	3
655	что из	1	3
656	могло быть	1	3
657	в книге	1	3
658	и ее	15	3
659	действительно не	1	3
660	и других	4	3
661	все более	4	3
662	ведь и	1	3
663	лучшем случае	3	3
664	эпохи и	2	3
665	слова в	2	3
666	и наконец	7	3
667	не к	2	3
668	и уже	1	3
669	истории русского	1	2
670	для всех	2	2
671	поэзии но	1	2
672	история литературы	10	2
673	мы и	1	2
674	к такому	1	2
675	зрения их	2	2
676	также не	1	2
677	это значит	1	2
678	тем как	1	2
679	ссылки на	1	2
680	какой бы	2	2
681	те же	1	2
682	потому не	1	2
683	остановиться на	2	2
684	в живом	6	2
685	на свой	1	2
686	о мире	2	2
687	даны в	1	2
688	по их	2	2
689	из самых	1	2
690	просторечия и	1	2
691	в сборнике	2	2
692	отношением к	2	2
693	само собою	2	2
694	форме в	1	2
695	показаться что	1	2
696	чтобы можно	1	2
697	вещей в	2	2
698	одновременно и	1	2
699	роль в	2	2
700	языка на	1	2
701	история в	1	2
702	по своим	1	2
703	прочим и	1	2
704	есть только	3	2
705	он является	2	2
706	ли не	1	2
707	на материале	2	2
708	с историей	2	2
709	тем в	1	2
710	литературы в	8	2
711	на этой	1	2
712	было в	3	2
713	по тем	1	2
714	самим автором	1	2
715	входит в	8	2
716	второй половины	1	2
717	вот почему	1	2
718	и другой	1	2
719	чего не	1	2
720	за собой	1	2
721	связь между	1	2
722	а между	1	2
723	смысле является	1	2
724	превращается в	2	2
725	о языке	4	2
726	совершенно неправильно	1	2
727	то как	1	2
728	а только	4	2
729	свою очередь	6	2
730	чтобы показать	2	2
731	стал бы	2	2
732	убедиться в	2	2
733	художественного изображения	1	2
734	и еще	1	2
735	поэмы или	1	2
736	настоящее время	11	2
737	в контексте	2	2
738	именно так	1	2
739	в зависимости	4	2
740	именно на	4	2
741	они сами	2	2
742	для понимания	1	2
743	иначе и	1	2
744	значительно отличается	1	2
745	для этой	2	2
746	следует еще	1	2
747	свое собственное	1	2
748	сам по	2	2
749	все в	3	2
750	а кроме	1	2
751	по праву	1	2
752	время в	4	2
753	мы знаем	3	2
754	и научной	1	2
755	проявляется в	1	2
756	в работах	3	2
757	которого он	1	2
758	нигде не	3	2
759	то она	1	2
760	этой книге	1	2
761	работы и	1	2
762	первоначально в	1	2
763	объясняется только	1	2
764	но совершенно	1	2
765	что история	1	2
766	полемики с	1	2
767	до тех	1	2
768	и исторической	2	2
769	этапом в	1	2
770	примеров такого	1	2
771	так сказать	6	2
772	языка которая	1	2
773	между собой	1	2
774	и теми	1	2
775	но каждый	1	2
776	к вопросу	2	2
777	связанным с	1	2
778	литературной жизни	1	2
779	действительности и	3	2
780	той или	1	2
781	чтобы понять	2	2
782	основываться на	1	2
783	выражение в	1	2
784	о системе	1	2
785	опираясь на	1	2
786	к историческому	1	2
787	принципов и	2	2
788	зрения в	1	2
789	доказывать что	1	2
790	ту же	1	2
791	пушкина было	1	2
792	как материал	1	2
793	но вовсе	1	2
794	в роман	1	2
795	взглянуть на	1	2
796	ни была	3	2
797	на нем	1	2
798	к материалу	1	2
799	сюда относятся	1	2
800	но только	1	2
801	его жизнь	1	2
802	дела и	1	2
803	в нее	1	2
804	которая существует	1	2
805	ко времени	2	2
806	ни одной	2	2
807	направлением в	1	2
808	являются лишь	2	2
809	рода в	1	2
810	и философской	2	2
811	соединение с	1	2
812	что нужно	1	2
813	существует в	1	2
814	едва ли	3	2
815	в общих	1	2
816	и от	9	2
817	последнее время	1	2
818	бы быть	3	2
819	его к	1	2
820	слова как	2	2
821	который был	1	2
822	с ее	7	2
823	не умеет	1	2
824	она является	2	2
825	мы видели	5	2
826	быть и	5	2
827	для самого	1	2
828	он уже	1	2
829	и этот	2	2
830	не существовало	1	2
831	к одной	1	2
832	его с	5	2
833	с такой	1	2
834	на первом	1	2
835	всей полноте	1	2
836	здесь слово	1	2
837	художественного творчества	1	2
838	связанное с	1	2
839	и из	1	2
840	фактов и	3	2
841	хотя в	1	2
842	мы в	2	2
843	который сам	1	2
844	для них	4	2
845	критики и	1	2
846	целом ряде	2	2
847	нам в	2	2
848	не удержался	1	2
849	ни о	3	2
850	с ней	1	2
851	форм как	2	2
852	это положение	2	2
853	произведения в	9	2
854	по преимуществу	6	2
855	ближайшим образом	4	2
856	языкового мышления	1	2
857	как не	1	2
858	жизни в	2	2
859	литературная критика	4	2
860	этот образ	2	2
861	из которого	1	2
862	пр но	2	2
863	взаимоотношения между	1	2
864	перестали быть	2	2
865	только одно	1	2
866	то он	1	2
867	чем же	3	2
868	эту сторону	1	2
869	а если	1	2
870	язык и	8	2
871	не дают	2	2
872	тех же	2	2
873	это то	1	2
874	таком виде	1	2
875	этой работы	2	2
876	них как	1	2
877	не должны	1	2
878	зависимости от	5	2
879	так называемым	2	2
880	а тем	1	2
881	только тогда	1	2
882	что если	2	2
883	каждой из	3	2
884	и лишь	4	2
885	значение для	2	2
886	приводит в	1	2
887	он хочет	1	2
888	от других	2	2
889	ни были	2	2
890	только тем	2	2
891	более и	3	2
892	в поэтическом	6	2
893	тогда как	1	2
894	было и	1	2
895	никаких оснований	1	2
896	образом не	3	2
897	имеем в	1	2
898	таким путем	1	2
899	в отличие	2	2
900	мог бы	1	2
901	или с	1	2
902	ни было	2	2
903	лишь о	2	2
904	далеко не	2	2
905	слова он	1	2
906	своеобразия и	1	2
907	речи на	1	2
908	ли можно	1	2
909	он может	1	2
910	характерное для	1	2
911	литература в	4	2
912	столько в	1	2
913	у них	3	2
914	стиля и	2	2
915	в настоящее	11	2
916	только о	1	2
917	в м	2	2
918	но есть	2	2
919	чуть ли	1	2
920	из этой	2	2
921	жизни но	2	2
922	истории литературы	18	2
923	значение в	4	2
924	произведения как	3	2
925	пришли к	1	2
926	сам он	2	2
927	таком положении	3	2
928	и вот	2	2
929	и этим	2	2
930	на что	1	2
931	что собственно	1	2
932	которых он	1	2
933	языке но	1	2
934	а это	1	2
935	для искусства	1	2
936	на произведение	1	2
937	в литературе	6	2
938	на которой	1	2
939	со словами	1	2
940	с их	2	2
941	любопытно что	1	2
942	ведь это	1	2
943	зависеть от	1	2
944	что является	1	2
945	у всех	1	2
946	этом не	2	2
947	который как	1	2
948	как своего	1	2
949	о каком	1	2
950	и эта	2	2
951	с теми	2	2
952	не те	1	2
953	этой статье	1	2
954	как она	5	2
955	но нельзя	1	2
956	иной раз	2	2
957	по своему	1	2
958	на все	3	2
959	были не	2	2
960	бы мы	1	2
961	и оно	1	2
962	но уже	1	2
963	в ином	2	2
964	значения с	2	2
965	жизнь и	3	2
966	чтобы сделать	1	2
967	и тех	1	2
968	всего необходимо	1	2
969	что от	1	2
970	историк и	1	2
971	глаза на	1	2
972	отличие от	2	2
973	борьбу с	1	2
974	и глубокая	2	2
975	так называемой	1	2
976	ни один	1	2
977	и ни	2	2
978	с языком	1	2
979	и может	6	2
980	в характере	2	2
981	нужно было	2	2
982	всякая иная	1	2
983	перевод с	1	2
984	для русского	1	2
985	в пределах	13	2
986	тем самым	5	2
987	не должно	1	2
988	что отдельные	1	2
989	но вместе	1	2
990	ведь если	1	2
991	всей его	1	2
992	бы по	1	2
993	самые разнообразные	1	2
994	числе и	1	2
995	явление в	1	2
996	как политик	1	2
997	были и	1	2
998	к изучению	2	2
999	пути к	1	2
1000	языка с	1	2
1001	язык в	2	2
1002	и иные	3	2
1003	в эти	1	2
1004	эти два	1	2
1005	и совершенно	2	2
1006	в известной	2	2
1007	во всем	3	1
1008	какого бы	1	1
1009	получает свое	1	1
1010	всего это	1	1
1011	был и	2	1
1012	тех методов	1	1
1013	сколько и	1	1
1014	говорит здесь	1	1
1015	можно говорить	2	1
1016	этого в	1	1
1017	чтобы дать	1	1
1018	движения речи	1	1
1019	знаний о	1	1
1020	живого и	1	1
1021	можно и	2	1
1022	о каких-то	1	1
1023	этому явлению	1	1
1024	за исключением	3	1
1025	осложняет и	1	1
1026	совершенно очевидно	1	1
1027	и имеет	1	1
1028	степени как	1	1
1029	деятельность пушкина	1	1
1030	без исключения	2	1
1031	историка и	2	1
1032	а несколько	2	1
1033	смысле и	2	1
1034	вопросу о	1	1
1035	стиль в	1	1
1036	оказывается не	1	1
1037	них есть	1	1
1038	истории была	1	1
1039	классический стиль	1	1
1040	вступает в	2	1
1041	и социальной	1	1
1042	равнодушен к	1	1
1043	литературы а	4	1
1044	же степени	2	1
1045	ни стало	4	1
1046	строго говоря	1	1
1047	между полюсом	1	1
1048	особенностей в	1	1
1049	правда это	2	1
1050	время не	2	1
1051	методов в	1	1
1052	требует от	2	1
1053	что основные	1	1
1054	философской критики	1	1
1055	он отличается	1	1
1056	является слово	1	1
1057	с собой	1	1
1058	диалогической речи	1	1
1059	то теперь	1	1
1060	что слово	1	1
1061	в рамки	1	1
1062	а частью	1	1
1063	этой последней	4	1
1064	это определение	1	1
1065	тем с	1	1
1066	вопрос об	2	1
1067	и самые	2	1
1068	е после	1	1
1069	положения в	2	1
1070	в борьбе	1	1
1071	минуту не	1	1
1072	всякой научной	1	1
1073	о необходимости	2	1
1074	быть признана	1	1
1075	которых так	1	1
1076	против такого	1	1
1077	так часто	1	1
1078	некоторые другие	1	1
1079	уяснить свое	1	1
1080	все дело	3	1
1081	каким образом	1	1
1082	где они	1	1
1083	третьего отделения	1	1
1084	по мысли	1	1
1085	он противопоставлял	1	1
1086	от некоторых	1	1
1087	если он	4	1
1088	как целому	1	1
1089	рядом с	1	1
1090	в корне	6	1
1091	опытом и	1	1
1092	правда в	3	1
1093	делу не	1	1
1094	похож на	1	1
1095	начинается с	1	1
1096	в собственном	1	1
1097	духа в	1	1
1098	притом в	1	1
1099	имеется некоторые	1	1
1100	выражения и	1	1
1101	в порядке	1	1
1102	ему по	1	1
1103	к работам	3	1
1104	к действительности	3	1
1105	где она	1	1
1106	и русский	1	1
1107	кого не	2	1
1108	прошлого века	1	1
1109	является для	2	1
1110	углом зрения	1	1
1111	лежать в	1	1
1112	очень велика	1	1
1113	трудом можно	1	1
1114	становится особенно	1	1
1115	не подвергались	1	1
1116	этой стороны	1	1
1117	установку на	1	1
1118	в ряду	2	1
1119	произведений с	1	1
1120	художественное произведение	8	1
1121	частный вопрос	1	1
1122	котором эти	1	1
1123	совершенно по-новому	1	1
1124	только теперь	2	1
1125	и нет	1	1
1126	моменты в	1	1
1127	основанный на	1	1
1128	в дальнейшем	3	1
1129	понять как	1	1
1130	и образ	1	1
1131	действительности в	3	1
1132	перестает быть	3	1
1133	критик как	1	1
1134	этой социальной	2	1
1135	элементы в	1	1
1136	и отчасти	6	1
1137	вырастал в	1	1
1138	этот прием	2	1
1139	и политического	1	1
1140	более широком	1	1
1141	которые мы	1	1
1142	центр внимания	1	1
1143	в общий	1	1
1144	данный знак	1	1
1145	они делают	1	1
1146	уйти от	1	1
1147	именно этим	1	1
1148	значение то	1	1
1149	всего этого	6	1
1150	по возможности	1	1
1151	но даже	2	1
1152	приемы для	1	1
1153	в нескольких	1	1
1154	все свои	1	1
1155	в каких	1	1
1156	существенным и	1	1
1157	этого языка	2	1
1158	заключается что	1	1
1159	как чего-то	1	1
1160	и поэтического	2	1
1161	исторического значения	1	1
1162	случае сделать	1	1
1163	особое место	2	1
1164	с лица	1	1
1165	его первоначальном	1	1
1166	только на	8	1
1167	исследования и	3	1
1168	между отдельными	2	1
1169	произведения но	1	1
1170	этого жанра	1	1
1171	некоторые элементы	1	1
1172	и значение	1	1
1173	уже и	1	1
1174	не вполне	1	1
1175	как оно	1	1
1176	области можно	1	1
1177	даже с	1	1
1178	научной работе	1	1
1179	характерной для	1	1
1180	с другим	1	1
1181	определенном стиле	1	1
1182	из виду	3	1
1183	так то	1	1
1184	не становится	1	1
1185	системы а	2	1
1186	самом начале	1	1
1187	для поэтического	3	1
1188	ней и	2	1
1189	во всякой	1	1
1190	правильной постановке	1	1
1191	для всей	1	1
1192	наряду с	1	1
1193	которые стали	1	1
1194	годов т	1	1
1195	и оценки	1	1
1196	они должны	2	1
1197	все-таки не	1	1
1198	но нужен	1	1
1199	смысле не	1	1
1200	и историческими	1	1
1201	языка как	11	1
1202	в нашем	2	1
1203	находится в	1	1
1204	с этими	2	1
1205	материала к	1	1
1206	примыкают к	1	1
1207	в научном	1	1
1208	как от	2	1
1209	теряя своей	1	1
1210	существует такая	1	1
1211	материал в	1	1
1212	всеми деталями	1	1
1213	исходит из	1	1
1214	русской литературы	2	1
1215	каждое из	1	1
1216	порою и	1	1
1217	согласиться с	2	1
1218	иным как	1	1
1219	отказу от	1	1
1220	самые основные	1	1
1221	мотива и	1	1
1222	были в	1	1
1223	чем шире	1	1
1224	и чувства	1	1
1225	здесь идет	1	1
1226	вопрос и	1	1
1227	слова без	1	1
1228	где все	1	1
1229	широкой и	1	1
1230	к языку	1	1
1231	себя в	1	1
1232	же сколько	1	1
1233	стиля с	1	1
1234	доступ к	1	1
1235	реагировать на	2	1
1236	были глубоко	1	1
1237	вся эта	2	1
1238	о ней	1	1
1239	она ни	3	1
1240	своих ранних	1	1
1241	своего развития	2	1
1242	каждого данного	1	1
1243	представить себе	1	1
1244	влияние на	3	1
1245	классики и	1	1
1246	ранних произведениях	1	1
1247	еще одну	1	1
1248	него как	1	1
1249	в годы	4	1
1250	все здесь	1	1
1251	не выходит	2	1
1252	отношении в	1	1
1253	что язык	2	1
1254	она и	1	1
1255	менее в	1	1
1256	отражение в	2	1
1257	как нам	1	1
1258	смыслового движения	1	1
1259	указать на	2	1
1260	время и	2	1
1261	и особые	1	1
1262	чем на	1	1
1263	вполне понятно	2	1
1264	в произведении	2	1
1265	следует сказать	1	1
1266	можно думать	1	1
1267	теории в	1	1
1268	самый язык	1	1
1269	смысле в	1	1
1270	именно как	14	1
1271	качественный рост	1	1
1272	начала и	2	1
1273	и легко	1	1
1274	узком смысле	1	1
1275	сравнить с	1	1
1276	его основная	1	1
1277	тогда и	1	1
1278	за эту	1	1
1279	отметить еще	1	1
1280	важны не	1	1
1281	обычно не	1	1
1282	мышления с	1	1
1283	в социальной	3	1
1284	о себе	1	1
1285	своем пути	1	1
1286	книги и	1	1
1287	и самим	1	1
1288	обратил внимание	1	1
1289	сознательности и	1	1
1290	является чрезвычайно	1	1
1291	велико что	1	1
1292	является совершенно	2	1
1293	с другими	11	1
1294	системы и	3	1
1295	то только	1	1
1296	не выходя	1	1
1297	поэзии не	1	1
1298	являются в	1	1
1299	подходит к	4	1
1300	не совпадают	1	1
1301	нового и	1	1
1302	и притом	2	1
1303	находятся и	1	1
1304	о возможности	1	1
1305	в народных	1	1
1306	они представляют	1	1
1307	из важнейших	2	1
