N	2gram	Bakhtin_fo	Problemy
586	в реальном	2	3
587	почти нет	1	3
588	как я	1	3
589	и вообще	3	3
590	все без	1	3
591	что даже	2	3
592	в эти	1	3
593	от ее	1	3
594	особенности его	1	3
595	всего в	4	3
596	герой и	2	3
597	мы видим	4	3
598	по преимуществу	4	3
599	как такового	1	3
600	даже там	1	3
601	романа как	4	3
602	узком смысле	1	3
603	него самого	1	3
604	сочетаются в	1	3
605	несколько абстрактный	1	3
606	этими двумя	3	3
607	это очень	1	3
608	эта форма	2	3
609	какие мы	1	3
610	и человек	1	3
611	чем в	3	3
612	например у	4	3
613	здесь же	2	3
614	в таком	4	3
615	не бывает	1	3
616	в изображении	1	3
617	человек в	5	3
618	следовательно и	3	3
619	между собой	5	3
620	в смысле	5	3
621	и мир	1	3
622	именно как	4	3
623	могли бы	1	3
624	мы можем	2	3
625	мне все	1	3
626	очень часто	1	3
627	ту же	4	3
628	совсем не	4	3
629	как человек	4	3
630	и та	2	3
631	себя на	1	3
632	лишь один	2	3
633	его жизнь	2	3
634	по своей	1	3
635	мы здесь	1	3
636	не сливается	1	3
637	уст в	1	3
638	это вовсе	1	3
639	и есть	3	3
640	теми же	1	3
641	значение в	5	3
642	и по	5	3
643	в последующем	6	3
644	чтобы не	1	3
645	в один	2	3
646	и сами	1	3
647	своего рода	1	3
648	в основном	12	3
649	которых мы	1	3
650	должны быть	2	3
651	своих героев	1	3
652	и при	1	3
653	романа и	4	3
654	дан в	3	3
655	ни единого	1	3
656	и делает	1	3
657	сводится к	1	3
658	себе не	1	3
659	и самая	2	3
660	тон в	1	3
661	и единство	1	3
662	то время	4	3
663	есть нечто	1	3
664	все они	4	3
665	не является	4	3
666	за всеми	1	3
667	того чтобы	11	3
668	и уже	4	3
669	и больше	1	3
670	именно на	1	3
671	значение для	3	3
672	вступает в	2	3
673	еще один	1	3
674	им в	1	3
675	если мы	2	3
676	тем же	3	3
677	не за	1	3
678	со своими	1	3
679	что тут	1	3
680	слова он	1	3
681	есть только	2	3
682	правда в	2	3
683	внутреннего человека	2	3
684	во времени	6	3
685	в настоящее	1	3
686	выходит за	1	3
687	его можно	1	3
688	человека но	1	3
689	связан с	2	3
690	именно к	1	3
691	этом случае	1	3
692	данном случае	2	3
693	не для	3	3
694	на одно	1	3
695	и соответствующие	1	3
696	ее в	2	3
697	в других	9	3
698	у нас	2	3
699	кто бы	1	3
700	мы будем	5	3
701	раз в	4	3
702	однако не	2	3
703	ко второму	1	3
704	дело в	3	3
705	места в	2	3
706	всего романа	2	3
707	или даже	1	3
708	так в	2	3
709	на одном	1	3
710	и выходит	1	3
711	но уже	1	3
712	которой он	3	3
713	но конечно	3	3
714	он строит	1	3
715	и происходит	1	3
716	строится как	1	3
717	и внутренняя	1	3
718	из этих	5	3
719	а за	1	3
720	героя его	1	3
721	резко отличается	1	3
722	что из	1	3
723	человека и	15	3
724	человек как	1	3
725	которые в	2	3
726	связи между	2	3
727	что на	3	3
728	в пространстве	10	3
729	же в	6	3
730	и эта	2	3
731	нуждается в	1	3
732	бытия в	1	3
733	противоречии с	1	3
734	прямой и	2	3
735	мы наблюдаем	2	2
736	иной форме	1	2
737	и другие	6	2
738	в центре	2	2
739	в настоящем	1	2
740	быть по	1	2
741	и очень	1	2
742	возможно лишь	1	2
743	со всем	1	2
744	самого себя	1	2
745	тех кто	1	2
746	и имеет	3	2
747	подходом к	2	2
748	зрения все	1	2
749	из всех	1	2
750	что дело	1	2
751	и говорить	1	2
752	осознания и	1	2
753	одно из	3	2
754	не столько	2	2
755	роман в	6	2
756	значение они	2	2
757	одном времени	1	2
758	пределах отдельных	4	2
759	в кухне	1	2
760	нашу точку	1	2
761	относится и	1	2
762	по природе	2	2
763	из нее	2	2
764	весь этот	1	2
765	его мире	2	2
766	что весь	1	2
767	где они	1	2
768	к более	1	2
769	прямо сказать	2	2
770	он у	2	2
771	и овладевает	1	2
772	в корне	2	2
773	его на	3	2
774	романа который	1	2
775	не становятся	1	2
776	роль в	12	2
777	весь роман	2	2
778	почти все	4	2
779	определяется не	2	2
780	материала в	1	2
781	эпизод с	1	2
782	мир как	1	2
783	и того	7	2
784	во все	4	2
785	всю судьбу	1	2
786	было в	2	2
787	себе все	1	2
788	искать для	1	2
789	конечно что	1	2
790	эти проблемы	1	2
791	нет становления	2	2
792	в нескольких	1	2
793	для того	12	2
794	в этот	5	2
795	авантюрный роман	2	2
796	с помощью	5	2
797	выступает здесь	1	2
798	точками зрения	1	2
799	что еще	1	2
800	себе в	1	2
801	до того	1	2
802	свою очередь	1	2
803	за другом	2	2
804	на ней	1	2
805	ничего что	1	2
806	реальных человеческих	1	2
807	с такою	3	2
808	во всякой	2	2
809	он так	2	2
810	в реальный	1	2
811	вдруг и	6	2
812	типа в	1	2
813	такая же	1	2
814	в нашем	3	2
815	нигде не	1	2
816	не исчерпали	1	2
817	к этому	5	2
818	а следовательно	4	2
819	непосредственно переходит	1	2
820	и был	1	2
821	каков бы	1	2
822	и становится	2	2
823	в заключение	1	2
824	что имеет	2	2
825	его жизненного	1	2
826	мы привели	1	2
827	нам важно	2	2
828	лишь там	1	2
829	этого и	1	2
830	и весь	2	2
831	она имеет	1	2
832	не возникает	1	2
833	друга но	1	2
834	произведения и	1	2
835	я тебя	1	2
836	и функции	1	2
837	других для	2	2
838	собой в	1	2
839	с одной	5	2
840	на том	1	2
841	личной жизни	1	2
842	увидим дальше	1	2
843	его лежит	1	2
844	имеется и	3	2
845	его но	4	2
846	значительной степени	1	2
847	в качестве	6	2
848	совершенно новое	2	2
849	к определенному	1	2
850	иного рода	1	2
851	можно больше	1	2
852	в самые	1	2
853	в единый	1	2
854	одного момента	2	2
855	и других	5	2
856	или не	2	2
857	утрачивает свою	1	2
858	и единого	1	2
859	прежде чем	3	2
860	типа это	1	2
861	бы как	1	2
862	очень тонко	1	2
863	исчерпали всех	1	2
864	на одну	1	2
865	из уст	1	2
866	мы это	2	2
867	между этими	4	2
868	своей структуре	1	2
869	я пожалуй	1	2
870	эти три	1	2
871	же как	2	2
872	одном из	1	2
873	можно прямо	2	2
874	и перед	1	2
875	и тонко	1	2
876	от этого	4	2
877	раскрыться и	1	2
878	его жизни	11	2
879	служит для	1	2
880	сохраняется и	2	2
881	здесь и	3	2
882	что их	1	2
883	что как	1	2
884	но к	2	2
885	в противоречии	1	2
886	не был	2	2
887	здесь как	3	2
888	становится здесь	1	2
889	того в	2	2
890	для создания	1	2
891	человека он	1	2
892	ведь в	1	2
893	они становятся	1	2
894	мы говорили	3	2
895	остается вне	1	2
896	другом и	2	2
897	нет но	3	2
898	для наших	1	2
899	и речи	6	2
900	в роман	6	2
901	поэтому нет	1	2
902	к собственному	1	2
903	никого не	1	2
904	и является	2	2
905	не могла	2	2
906	почти всегда	2	2
907	не способна	1	2
908	его служит	1	2
909	должны были	1	2
910	у которого	1	2
911	образ человека	7	2
912	говорил с	1	2
913	и глубоко	1	2
914	но есть	1	2
915	не входят	3	2
916	них не	2	2
917	лишь путем	1	2
918	все остальное	1	2
919	и определяется	2	2
920	точкой зрения	1	2
921	иной раз	2	2
922	же мы	1	2
923	которые были	1	2
924	отнюдь не	7	2
925	явления в	2	2
926	для чего	1	2
927	независимо от	1	2
928	и чужого	1	2
929	одного и	6	2
930	вообще нет	1	2
931	романы достоевского	1	2
932	моментом которого	1	2
933	но потому	1	2
934	в особенности	15	2
935	мире и	3	2
936	от нее	1	2
937	романа это	1	2
938	значит конечно	1	2
939	очень важно	1	2
940	во втором	2	2
941	раскрытия и	3	2
942	они и	1	2
943	как с	1	2
944	в самый	1	2
945	другими чертами	1	2
946	роман с	1	2
947	тогда когда	2	2
948	смысле слова	4	2
949	и должно	2	2
950	у другого	1	2
951	своего образа	1	2
952	человек с	2	2
953	нем как	1	2
954	это уже	1	2
955	здесь он	1	2
956	и внешние	2	2
957	для них	3	2
958	сделаны из	2	2
959	у героев	1	2
960	и вызывает	1	2
961	такого же	1	2
962	появляются в	1	2
963	одну и	1	2
964	сюжета и	2	2
965	этой точки	1	2
966	дух и	1	2
967	оно ни	1	2
968	внутренне не	3	2
969	с ней	1	2
970	их и	3	2
971	месте и	1	2
972	она и	1	2
973	свой собственный	1	2
974	и они	4	2
975	подхода к	3	2
976	опирается на	2	2
977	не место	2	2
978	такою же	1	2
979	не имеет	5	2
980	собою в	1	2
981	при всех	1	2
982	друг от	2	2
983	своей жизни	6	2
984	авантюрного романа	4	2
985	в аспекте	2	2
986	на всю	1	2
987	но оно	2	2
988	и резко	1	2
989	еще и	3	2
990	образом все	1	2
991	поэтому не	1	2
992	в главе	3	2
993	не перед	1	2
994	время оно	2	2
995	далее и	1	2
996	она была	1	2
997	своей собственной	3	2
998	совершенно иной	3	2
999	со всех	2	2
1000	тяготеет к	2	2
1001	внутренняя жизнь	2	2
1002	в свою	2	2
1003	в значительной	3	2
1004	внутренние и	1	2
1005	ее до	1	2
1006	по сравнению	3	2
1007	он там	1	2
1008	героем и	1	2
1009	с которой	2	2
1010	всего на	1	2
1011	не могло	5	2
1012	литературных произведений	1	2
1013	и различные	1	2
1014	целый ряд	2	2
1015	рано или	1	2
1016	времени отсюда	1	2
1017	раскрыть и	1	2
1018	друга и	1	2
1019	чем не	5	2
1020	в истории	6	2
1021	напротив именно	1	2
1022	и явления	2	2
1023	было и	4	2
1024	он дает	1	2
1025	известной степени	1	2
1026	и идеи	3	2
1027	непосредственно в	1	2
1028	что здесь	2	2
1029	и чувствует	1	2
1030	нем не	3	2
1031	она может	1	2
1032	речи в	2	2
1033	действие романа	2	2
1034	в образе	8	2
1035	за пределами	2	2
1036	с нею	2	2
1037	на ряд	1	2
1038	как во	1	2
1039	или поздно	1	2
1040	идей и	1	2
1041	из него	1	2
1042	там это	1	2
1043	жизни не	3	2
1044	этого нового	3	2
1045	в другое	1	2
1046	внешнее и	2	2
1047	заключенных в	1	2
1048	уже с	1	2
1049	образы и	1	2
1050	самое слово	1	2
1051	такое же	1	2
1052	то они	2	2
1053	после стольких	1	2
1054	в прямом	1	2
1055	ничем не	1	2
1056	иной характер	2	2
1057	и события	3	2
1058	построении романа	1	2
1059	этот процесс	5	2
1060	ее на	1	2
1061	в поэзии	2	2
1062	рядом и	1	2
1063	и сама	1	2
1064	что значит	1	2
1065	одна и	2	2
1066	п все	1	2
1067	мира но	1	2
1068	героев не	1	2
1069	романов и	1	2
1070	для своего	2	2
1071	для нас	2	2
1072	видеть в	1	2
1073	пространстве а	1	2
1074	в движение	3	2
1075	быть или	2	2
1076	вне этой	1	2
1077	громадное значение	5	2
1078	без всяких	1	2
1079	от друга	2	2
1080	образом в	1	2
1081	от всех	2	2
1082	заключение нашего	1	2
1083	быть лишь	2	2
1084	в стороне	2	2
1085	лишь с	1	2
1086	как она	3	2
1087	является не	2	2
1088	нового типа	2	2
1089	острое ощущение	1	2
1090	вернемся к	2	2
1091	только и	5	2
1092	и художественного	3	2
1093	в условиях	8	2
1094	должен быть	2	2
1095	единство и	1	2
1096	его же	1	2
1097	как все	1	2
1098	этих двух	1	2
1099	и тех	2	2
1100	друг за	2	2
1101	каждая из	1	2
1102	эти последние	1	2
1103	принадлежит самому	1	2
1104	и почти	2	2
1105	и ни	1	2
1106	одну из	2	2
1107	мы наблюдали	1	2
1108	что касается	1	2
1109	но она	2	2
1110	два человека	1	2
1111	и обратно	1	2
1112	не следует	1	2
1113	ним не	1	2
1114	здесь еще	5	2
1115	стало быть	1	2
1116	всей его	2	2
1117	иной степени	1	2
1118	всех его	2	2
1119	же самое	2	2
1120	вступают в	3	2
1121	к ней	2	2
1122	и вне	3	2
1123	разрезе одного	2	2
1124	во многом	2	2
1125	для такого	1	2
1126	теперь когда	1	2
1127	имеет громадное	2	2
1128	их сам	1	2
1129	себя а	1	2
1130	ведь эти	1	2
1131	все более	2	2
1132	образ его	1	2
1133	же это	1	2
1134	человек не	1	2
1135	надо было	1	2
1136	характер в	2	2
1137	и совершенно	3	2
1138	как для	1	2
1139	дело здесь	2	2
1140	форме и	2	2
1141	развертывается в	1	2
1142	не к	2	2
1143	существу может	1	1
1144	разобранных нами	1	1
1145	индивидуальном и	1	1
1146	было так	1	1
1147	преступлений и	1	1
1148	всего это	2	1
1149	был и	1	1
1150	обращения о	1	1
1151	для всех	3	1
1152	случае в	1	1
1153	существенных моментах	1	1
1154	художественное единство	1	1
1155	их правда	1	1
1156	на эти	1	1
1157	типа как	1	1
1158	можно раскрыть	1	1
1159	в момент	1	1
1160	с двух	1	1
1161	к этой	1	1
1162	всего человека	1	1
1163	и люди	1	1
1164	до него	1	1
1165	некоторой степени	1	1
1166	в конкретное	1	1
1167	здесь то	1	1
1168	в пародийном	1	1
1169	стиль в	1	1
1170	а перед	1	1
1171	на второй	1	1
1172	с глубоким	1	1
1173	формы в	1	1
1174	построены как	1	1
1175	эта новая	1	1
1176	на своей	2	1
1177	этот момент	2	1
1178	же относится	1	1
1179	конца не	1	1
1180	строго говоря	2	1
1181	одно это	1	1
1182	только наблюдает	1	1
1183	в некоторых	4	1
1184	жить и	1	1
1185	социальной и	1	1
1186	и лучше	1	1
1187	в частном	1	1
1188	в оболочке	2	1
1189	что человек	1	1
1190	глубоко и	1	1
1191	нас в	3	1
1192	и стремится	1	1
1193	миру в	2	1
1194	не являются	3	1
1195	это противоречие	1	1
1196	непосредственным продолжением	1	1
1197	связь между	2	1
1198	собою на	1	1
1199	не меняет	1	1
1200	для третьего	2	1
1201	мы вовсе	1	1
1202	всей ее	1	1
1203	и постановка	1	1
1204	которая была	1	1
1205	видение и	2	1
1206	поэтому их	1	1
1207	глубокой и	1	1
1208	человека человека	1	1
1209	автобиография и	1	1
1210	ее во	1	1
1211	люди и	1	1
1212	в борьбе	2	1
1213	или во	1	1
1214	вступить в	1	1
1215	типов в	1	1
1216	и чужой	1	1
1217	и вечное	2	1
1218	характера но	2	1
1219	его мировоззрения	1	1
1220	на чужой	1	1
1221	прочной и	1	1
1222	сходство и	1	1
1223	все дело	1	1
1224	теперь мы	1	1
1225	новой формы	1	1
1226	из самых	3	1
1227	но по	2	1
1228	герои и	1	1
1229	всех событий	2	1
1230	или на	1	1
1231	особенность художественного	1	1
1232	принципы построения	1	1
1233	идея эта	1	1
1234	золотом веке	2	1
1235	самому герою	1	1
1236	на определенной	1	1
1237	движется в	1	1
1238	начинается с	2	1
1239	рядом в	1	1
1240	подобных явлений	1	1
1241	что по	1	1
1242	в точном	3	1
1243	всеми его	3	1
1244	но очень	2	1
1245	его все	1	1
1246	особой постановки	1	1
1247	где она	2	1
1248	здесь отчетливо	1	1
1249	жизнь героя	1	1
1250	что действие	1	1
1251	другом месте	2	1
1252	только для	2	1
1253	как более	1	1
1254	своего выражения	1	1
1255	по этим	2	1
1256	обращения к	1	1
1257	через три	1	1
1258	для их	1	1
1259	он по	1	1
1260	элементы этого	2	1
1261	еще придется	1	1
1262	и человеческих	1	1
1263	но мы	1	1
1264	других так	2	1
1265	нем нет	2	1
1266	на первый	2	1
1267	и свою	1	1
1268	совершенно безразлично	2	1
1269	всем его	1	1
1270	от различных	2	1
1271	человека о	2	1
1272	второй тип	2	1
1273	всякого рода	3	1
1274	время с	1	1
1275	в дальнейшем	10	1
1276	и образ	3	1
1277	ориентируется на	1	1
1278	и выражений	1	1
1279	и дело	1	1
1280	он изображает	1	1
1281	так начинается	1	1
1282	это с	1	1
1283	на этой	4	1
1284	не существует	1	1
1285	ее к	2	1
1286	основе того	1	1
1287	мире не	1	1
1288	всю его	1	1
1289	и никого	1	1
1290	каждом явлении	1	1
1291	не могли	3	1
1292	этой почве	1	1
1293	но нам	1	1
1294	начале романа	2	1
1295	очень важное	1	1
1296	чувствует себя	5	1
1297	не боится	2	1
1298	бы вовсе	2	1
1299	именно этим	1	1
1300	о которых	1	1
1301	замкнутость и	1	1
1302	и изображение	1	1
1303	и место	1	1
1304	и точным	1	1
1305	мире по	1	1
1306	мира на	1	1
