N	2gram	Tiupa_Anal	KulturaY
171	со стороны	12	10
172	с этим	4	10
173	они не	2	10
174	бы и	2	10
175	на фоне	4	10
176	тем более	3	10
177	того или	6	10
178	тех же	2	10
179	тем самым	8	10
180	в своей	12	9
181	можно сказать	5	9
182	что все	1	9
183	в которой	1	9
184	очевидно что	2	9
185	рядом с	1	9
186	здесь не	8	9
187	и есть	1	9
188	слова как	2	9
189	или иного	5	9
190	не имеет	1	9
191	что мы	2	9
192	но это	3	9
193	и для	4	9
194	и вот	2	9
195	то мы	1	9
196	а также	5	9
197	ли не	5	9
198	но уже	1	9
199	на то	1	9
200	в целом	8	9
201	своего рода	17	8
202	в этих	2	8
203	пушкинской прозы	1	8
204	может служить	2	8
205	на практике	1	8
206	что они	3	8
207	по преимуществу	3	8
208	с одной	3	8
209	тому же	7	8
210	в таком	2	8
211	не есть	6	8
212	в чем	2	8
213	в своих	3	8
214	в тех	2	8
215	отнюдь не	7	8
216	в статье	1	8
217	а потому	1	8
218	заключается в	1	8
219	да и	3	8
220	тех пор	2	8
221	состоит в	14	8
222	с его	15	8
223	этом случае	1	8
224	независимо от	1	8
225	на самом	1	8
226	и как	5	8
227	об этом	3	8
228	мере в	2	8
229	не говоря	1	8
230	в частности	19	8
231	далеко не	8	8
232	и о	1	8
233	же в	5	8
234	само по	1	8
235	что на	3	8
236	например в	2	7
237	а именно	1	7
238	казалось бы	4	7
239	всякого рода	1	7
240	нам не	2	7
241	в одном	4	7
242	свою очередь	7	7
243	внимание на	4	7
244	во внимание	1	7
245	учение о	1	7
246	так сказать	2	7
247	а с	2	7
248	столь же	7	7
249	одной стороны	3	7
250	и должно	1	7
251	с ним	2	7
252	никак не	1	7
253	сводится к	5	7
254	есть лишь	1	7
255	как о	3	7
256	с ними	2	7
257	в слове	5	7
258	и более	1	7
259	когда мы	2	7
260	идет о	2	7
261	в свою	9	7
262	в истории	1	7
263	бы сказать	1	7
264	на этот	1	7
265	в самой	1	7
266	в г	1	7
267	смысле этого	1	7
268	и вовсе	1	7
269	есть в	2	7
270	не все	1	7
271	и потому	3	7
272	до тех	1	7
273	она не	3	7
274	не знает	2	7
275	когда он	2	7
276	только как	1	7
277	что касается	5	7
278	не следует	5	7
279	были бы	3	6
280	говоря уже	1	6
281	даже в	6	6
282	в соответствии	5	6
283	отличается от	1	6
284	не всегда	4	6
285	уже о	2	6
286	о них	1	6
287	именно с	1	6
288	по поводу	5	6
289	гораздо более	3	6
290	мы знаем	1	6
291	в ее	5	6
292	не столько	4	6
293	от этого	1	6
294	той или	6	6
295	могли бы	2	6
296	на этом	2	6
297	должны быть	1	6
298	внутренняя форма	1	6
299	за пределы	3	6
300	однако что	4	6
301	я в	15	6
302	пушкина в	2	6
303	его к	1	6
304	романа в	1	6
305	не на	1	6
306	оно не	2	6
307	если не	1	6
308	но только	1	6
309	перед нами	7	6
310	а если	1	6
311	роль в	5	6
312	на основе	1	6
313	что если	1	6
314	же время	7	6
315	в отличие	5	6
316	соответствии с	3	6
317	тем же	1	6
318	для пушкина	3	6
319	свое время	4	6
320	в свое	4	6
321	в себе	7	6
322	данном случае	11	6
323	мы не	4	6
324	что с	1	6
325	или в	4	6
326	как будто	1	6
327	может иметь	1	6
328	отличие от	5	6
329	дело не	3	6
330	не с	3	6
331	говоря о	1	6
332	только то	1	6
333	приводит к	5	6
334	как к	2	6
335	на себя	5	6
336	нуждается в	2	6
337	и к	7	5
338	еще более	1	5
339	не как	3	5
340	нас в	1	5
341	и даже	12	5
342	и того	4	5
343	в другом	3	5
344	связь между	1	5
345	превращается в	3	5
346	отметить что	1	5
347	и еще	1	5
348	ни одного	1	5
349	могло бы	1	5
350	никогда не	7	5
351	и он	4	5
352	к себе	1	5
353	время в	2	5
354	обратить внимание	1	5
355	живет и	1	5
356	в конце	6	5
357	я и	6	5
358	же касается	1	5
359	и у	1	5
360	у него	2	5
361	здесь как	2	5
362	но как	4	5
363	всего лишь	13	5
364	пушкина с	1	5
365	и является	3	5
366	в форме	2	5
367	так что	2	5
368	всех этих	1	5
369	одного и	4	5
370	не так	2	5
371	также что	1	5
372	и при	1	5
373	в область	1	5
374	из того	1	5
375	в отношении	2	5
376	к его	2	5
377	о котором	2	5
378	и тогда	1	5
379	на примере	2	5
380	но если	1	5
381	не будем	2	5
382	бы на	1	5
383	и от	3	5
384	а на	2	5
385	но с	3	5
386	более что	1	5
387	так в	4	5
388	по своему	3	5
389	только не	3	5
390	в конечном	5	5
391	и их	3	5
392	мы должны	1	5
393	или иначе	5	5
394	отношение к	2	5
395	свою речь	1	5
396	и только	1	5
397	есть не	2	5
398	еще раз	1	4
399	мы и	1	4
400	случае мы	1	4
401	или иных	1	4
402	а вот	3	4
403	о чем	5	4
404	одно из	3	4
405	как об	1	4
406	конечном счете	5	4
407	интересно что	1	4
408	а а	5	4
409	к этой	2	4
410	и прочих	1	4
411	е о	2	4
412	точно так	1	4
413	уже и	1	4
414	до того	1	4
415	и далее	2	4
416	всего этого	1	4
417	быть в	1	4
418	к которому	2	4
419	как я	1	4
420	не мог	4	4
421	и иной	1	4
422	и становится	1	4
423	из них	4	4
424	иначе говоря	5	4
425	но еще	1	4
426	в году	5	4
427	подчеркнуть что	1	4
428	как можно	1	4
429	его в	4	4
430	то она	1	4
431	но он	1	4
432	не о	2	4
433	не говорит	1	4
434	будто бы	1	4
435	характер и	1	4
436	но ведь	1	4
437	между ними	3	4
438	же как	1	4
439	в ряду	1	4
440	о которых	2	4
441	остается в	1	4
442	в каждом	4	4
443	мы можем	2	4
444	которые и	1	4
445	если же	1	4
446	собственно и	1	4
447	как известно	3	4
448	могла бы	3	4
449	так называемого	1	4
450	тот или	3	4
451	и все	3	4
452	пушкина и	3	4
453	же мы	1	4
454	и по	3	4
455	однако и	3	4
456	утверждать что	1	4
457	на деле	1	4
458	во втором	4	4
459	уже на	1	4
460	то в	4	4
461	это уже	1	4
462	сам по	2	4
463	из которых	2	4
464	так или	5	4
465	здесь мы	1	4
466	на месте	2	4
467	отношения к	6	4
468	бы не	1	4
469	который не	2	4
470	в известном	2	4
471	все они	2	4
472	первом случае	1	4
473	не имеют	1	4
474	не должно	3	4
475	в современном	1	4
476	для меня	1	4
477	обе эти	2	4
478	он есть	1	4
479	а лишь	2	4
480	имею в	1	4
481	мог бы	3	4
482	однако в	6	4
483	формы и	1	4
484	д и	1	4
485	как нельзя	3	4
486	указание на	3	4
487	по словам	1	4
488	в стороне	1	4
489	и без	3	4
490	в такой	1	4
491	к одному	2	4
492	в наши	1	4
493	с языком	1	4
494	но дело	2	4
495	одного из	4	4
496	такой же	2	4
497	не более	2	4
498	и другие	1	3
499	все что	2	3
500	случае в	1	3
501	можно встретить	1	3
502	тем как	1	3
503	мысли и	1	3
504	жизнь в	2	3
505	из самых	1	3
506	давно уже	1	3
507	в последнем	1	3
508	в собственном	1	3
509	в одно	2	3
510	на эту	2	3
511	другое дело	2	3
512	в это	1	3
513	в дальнейшем	2	3
514	состоит не	3	3
515	и дело	1	3
516	раз и	1	3
517	отсюда и	2	3
518	но даже	1	3
519	во многих	2	3
520	для данного	1	3
521	говорит что	1	3
522	себе в	1	3
523	за рамки	1	3
524	убедиться в	1	3
525	к ним	1	3
526	тех случаях	1	3
527	в контексте	3	3
528	на него	1	3
529	который в	4	3
530	от них	1	3
531	в противном	2	3
532	в системе	1	3
533	или иным	2	3
534	то для	1	3
535	он все	1	3
536	в большинстве	2	3
537	к жизни	5	3
538	в следующем	2	3
539	есть явление	1	3
540	одним из	1	3
541	литературе и	1	3
542	большинстве случаев	1	3
543	становится что	1	3
544	в сторону	2	3
545	от себя	3	3
546	становится и	1	3
547	в том-то	1	3
548	себя внимание	1	3
549	но зато	2	3
550	который мы	1	3
551	ни были	1	3
552	то ни	1	3
553	именно потому	1	3
554	известном смысле	2	3
555	о его	3	3
556	мы будем	1	3
557	образом в	1	3
558	чаще всего	1	3
559	во время	2	3
560	в одну	3	3
561	русской классической	1	3
562	еще одно	1	3
563	эта фраза	1	3
564	та же	1	3
565	если в	3	3
566	и сейчас	1	3
567	содержания и	1	3
568	одних и	2	3
569	их как	1	3
570	и делает	1	3
571	под этим	1	3
572	что у	3	3
573	в романе	3	3
574	то время	1	3
575	роли в	6	3
576	в стихах	2	3
577	же есть	1	3
578	свое внимание	1	3
579	его и	1	3
580	в прозе	1	3
581	своей собственной	1	3
582	более чем	2	3
583	каждой из	1	3
584	не могло	1	3
585	значение для	1	3
586	тогда как	37	3
587	каждый из	2	3
588	что здесь	1	3
589	при котором	1	3
590	поэтического слова	1	3
591	е к	2	3
592	со словом	1	3
593	так называемое	1	3
594	и следует	2	3
595	в более	1	3
596	мы могли	3	3
597	значение в	2	3
598	для него	8	3
599	не для	2	3
600	естественно что	1	3
601	в устах	1	3
602	как у	3	3
603	из своих	2	3
604	все той	2	3
605	с их	3	3
606	таком случае	2	3
607	слова не	1	3
608	в противовес	2	3
609	этом что	2	3
610	духовной культуры	1	3
611	сама по	3	3
612	с той	3	3
613	случаях когда	1	3
614	или даже	1	3
615	противном случае	2	3
616	и я	3	3
617	сколь бы	2	3
618	со своей	8	3
619	на его	3	3
620	на них	1	3
621	как формы	2	3
622	и тех	2	3
623	предположить что	1	3
624	имя с	1	3
625	не по	1	3
626	конце концов	1	3
627	в искусстве	3	3
628	и может	2	3
629	но она	1	3
630	здесь очевидно	1	3
631	в начале	10	3
632	таких случаях	1	3
633	признать что	1	3
634	и самой	1	3
635	за ними	1	3
636	статье о	1	3
637	с таким	5	3
638	тех или	1	3
639	таким же	4	3
640	иное как	1	3
641	это указание	1	2
642	что было	1	2
643	с которыми	1	2
644	во всем	5	2
645	от него	1	2
646	и составляет	1	2
647	отвечает на	1	2
648	уж не	1	2
649	которая в	2	2
650	без исключения	3	2
651	дело с	3	2
652	в применении	1	2
653	смысле и	1	2
654	в разных	1	2
655	или нет	1	2
656	которой в	1	2
657	в принципе	3	2
658	внутренней форме	1	2
659	одному из	1	2
660	втором случае	2	2
661	но сам	2	2
662	и об	1	2
663	далее в	2	2
664	его от	1	2
665	приходит к	1	2
666	языковых стилей	1	2
667	у пушкина	3	2
668	по пути	4	2
669	ведет к	2	2
670	том или	1	2
671	в жизни	2	2
672	меня в	1	2
673	зрения мы	1	2
674	имеет место	3	2
675	к самому	2	2
676	или ином	1	2
677	тем или	2	2
678	поскольку он	3	2
679	самом широком	1	2
680	следует подчеркнуть	2	2
681	обращает на	1	2
682	к смыслу	2	2
683	отказываться от	1	2
684	в основном	1	2
685	в действительности	2	2
686	что этот	1	2
687	по его	4	2
688	применении к	1	2
689	имеет в	1	2
690	не должен	2	2
691	почти исключительно	1	2
692	особенности же	1	2
693	и иных	1	2
694	одной и	2	2
695	из своего	1	2
696	из письма	1	2
697	но они	2	2
698	между отдельными	1	2
699	на пути	2	2
700	и те	1	2
701	любви к	2	2
702	в глаза	2	2
703	мере не	1	2
704	было сказано	2	2
705	и остается	1	2
706	слов о	1	2
707	могут и	1	2
708	и отвечает	1	2
709	думал о	1	2
710	к числу	4	2
711	с этими	1	2
712	речь не	1	2
713	не умеет	1	2
714	исходит из	2	2
715	каждое из	1	2
716	одна из	6	2
717	в текст	2	2
718	свою культурную	1	2
719	уже по	2	2
720	и богатство	1	2
721	чем это	1	2
722	едва ли	6	2
723	же смысл	1	2
724	лишает их	1	2
725	здесь из	1	2
726	на почве	3	2
727	в повествовании	1	2
728	по природе	3	2
729	явления как	1	2
730	что иное	1	2
731	после чего	2	2
732	в состоянии	2	2
733	что сама	1	2
734	то у	2	2
735	целого а	1	2
736	лишь после	2	2
737	счете к	1	2
738	даже так	1	2
739	с другими	1	2
740	х годов	1	2
741	наше внимание	1	2
742	что между	2	2
743	утверждение что	1	2
744	и позволяет	1	2
745	и приводит	1	2
746	ли ты	1	2
747	лишь к	1	2
748	том-то и	1	2
749	который по	1	2
750	себе не	1	2
751	одном из	1	2
752	место и	1	2
753	понимать под	1	2
754	в себя	6	2
755	такова например	1	2
756	не был	1	2
757	в русской	9	2
758	нами как	1	2
759	смысловое содержание	1	2
760	идет по	1	2
761	не составляет	1	2
762	очень часто	1	2
763	видел в	1	2
764	природе своей	4	2
765	в случае	6	2
766	ни была	1	2
767	это по	3	2
768	не будет	3	2
769	и тот	1	2
770	тем и	1	2
771	то во	1	2
772	здесь только	1	2
773	в москве	1	2
774	того кто	1	2
775	а тем	2	2
776	его как	3	2
777	и др	1	2
778	так уж	1	2
779	был в	1	2
780	не исчерпывает	1	2
781	этой фразы	1	2
782	себе как	1	2
783	доказывает что	2	2
784	на жизнь	2	2
785	надо полагать	1	2
786	слова это	1	2
787	так ли	1	2
788	и против	1	2
789	я уже	2	2
790	и должны	1	2
791	имело место	1	2
792	в литературной	1	2
793	здесь слово	1	2
794	же образом	1	2
795	всей совокупности	1	2
796	от нас	1	2
797	поэтому в	2	2
798	задолго до	1	2
799	с внешней	1	2
800	однако он	1	2
801	связывается с	3	2
802	самого по	1	2
803	не могла	2	2
804	за это	1	2
805	и строго	1	2
806	должен был	2	2
807	с этого	2	2
808	и одновременно	6	2
809	фигуры и	1	2
810	с целью	1	2
811	значении этого	1	2
812	доходит до	1	2
813	человек который	1	2
814	и так	1	2
815	состоит из	1	2
816	нет в	1	2
817	этих случаях	1	2
818	к другому	1	2
819	зрения как	1	2
820	а ведь	1	2
821	в словах	1	2
822	слов которые	1	2
823	который и	1	2
824	у нее	1	2
825	этому же	1	2
826	но оно	1	2
827	не является	5	2
828	это все	1	2
829	с а	1	2
830	и теперь	1	2
831	для нее	1	2
832	вслед за	1	2
833	слова с	1	2
834	и до	2	2
835	что пушкин	3	2
836	друг от	1	2
837	с работой	1	2
838	никаких оснований	1	2
839	самого пушкина	5	2
840	потому и	1	2
841	и той	2	2
842	и а	4	2
843	же только	1	2
844	начиная с	1	2
845	одной из	6	2
846	звуков в	1	2
847	в глазах	6	2
848	крутой поворот	1	2
849	нашего анализа	1	2
850	он должен	1	2
851	ответ на	3	2
852	ничем не	1	2
853	делает их	1	2
854	зависит от	1	2
855	слово а	1	2
856	что одна	1	2
857	себе они	1	2
858	это естественно	1	2
859	для всего	1	2
860	он и	4	2
861	себя самого	1	2
862	в литературе	3	2
863	ее в	2	2
864	где он	2	2
865	здесь в	2	2
866	на которой	2	2
867	говорит и	3	2
868	лицом к	1	2
869	в широком	1	2
870	а все	1	2
871	по этому	1	2
872	надобности в	1	2
873	от друга	1	2
874	отказаться от	1	2
875	сомневаться что	1	2
876	дело в	3	2
877	пушкина а	2	2
878	к г	1	2
879	нас к	2	2
880	является не	1	2
881	к своему	1	2
882	не столь	1	2
883	один и	2	2
884	такой смысл	1	2
885	это было	2	2
886	за год	1	2
887	не что	1	2
888	для которого	1	2
889	путь к	4	2
890	к какому-либо	1	2
891	в одной	2	2
892	и вообще	1	2
893	это остается	1	2
894	пушкина не	2	2
895	только к	2	2
896	связанных с	1	2
897	каждом из	2	2
898	могут служить	1	2
899	есть одна	1	2
900	тому как	3	2
901	не станем	1	2
902	к тем	1	2
903	а по	1	2
904	пушкиным в	1	2
905	есть и	1	2
906	оказывается что	1	2
907	как то	1	2
908	собственно говоря	1	2
909	как правило	6	2
910	связана с	1	2
911	поскольку оно	1	2
912	в большой	1	2
913	который как	2	2
914	указывает на	3	2
915	в ходе	3	2
916	жизни и	2	2
917	и прежде	2	2
918	все более	1	2
919	может и	1	2
920	ведь и	2	2
921	дело здесь	4	2
922	не можем	1	2
923	бы иметь	1	2
924	возможна только	1	2
925	можно только	1	2
926	практически не	1	1
927	этого я	1	1
928	был и	1	1
929	было показано	1	1
930	могут иметь	1	1
931	несомненно что	1	1
932	работой над	1	1
933	прошлом и	1	1
934	это тот	1	1
935	человеческой жизни	2	1
936	что всегда	1	1
937	выводу что	1	1
938	русской литературе	6	1
939	весьма своеобразное	1	1
940	самого себя	1	1
941	звуков но	1	1
942	сколько к	1	1
943	за исключением	2	1
944	совершенно очевидно	2	1
945	фактам но	1	1
946	отношения не	1	1
947	искусства это	1	1
948	готового и	1	1
949	в равной	2	1
950	оказывается не	1	1
951	а у	1	1
952	на второй	1	1
953	ту особенность	1	1
954	является в	1	1
955	роман и	1	1
956	какой бы	1	1
957	однако сама	2	1
958	говорит о	3	1
959	ни другое	1	1
960	сам автор	2	1
961	и двух	1	1
962	общения с	1	1
963	в общей	1	1
964	ты не	2	1
965	словно в	1	1
966	ничего более	1	1
967	чтобы на	1	1
968	которому было	1	1
969	его высокие	1	1
970	однако при	3	1
971	обращаемые к	1	1
972	среди других	1	1
973	этой последней	1	1
974	связь с	3	1
975	в борьбе	2	1
976	обращением к	1	1
977	повседневной речи	1	1
978	делает в	1	1
979	ни одна	1	1
980	и сам	8	1
981	русской поэзии	2	1
982	на общий	1	1
983	каким образом	1	1
984	на свою	3	1
985	естественно не	1	1
986	от всего	2	1
987	сущности не	1	1
988	говорят о	1	1
989	фразы мы	1	1
990	и соответствующую	1	1
991	если он	1	1
992	значительной степени	3	1
993	стороны в	1	1
994	бы стать	1	1
995	автор в	1	1
996	и внутренне	2	1
997	что по	4	1
998	их в	1	1
999	тесно связывается	1	1
1000	одновременно и	1	1
1001	знания для	1	1
1002	но смешное	1	1
1003	звук или	1	1
1004	внимание к	1	1
1005	весьма актуальное	1	1
1006	по признаку	1	1
1007	жизнью в	1	1
1008	существу всякая	1	1
1009	мефистофель в	1	1
1010	его личной	1	1
1011	себя не	2	1
1012	я здесь	1	1
1013	мир и	1	1
1014	бы справедливы	1	1
1015	отца и	1	1
1016	в письме	1	1
1017	же вопрос	1	1
1018	тогда не	2	1
1019	определяется не	1	1
1020	сказано о	1	1
1021	если с	1	1
1022	достигает здесь	1	1
1023	этими же	1	1
1024	условий этой	1	1
1025	ставят перед	1	1
1026	выдумка и	1	1
1027	полемизировать с	1	1
1028	как справедливо	3	1
1029	лица по	1	1
1030	в центр	2	1
1031	она же	1	1
1032	же следует	1	1
1033	когда на	1	1
1034	дня и	1	1
1035	смысла чем	1	1
1036	которой он	1	1
1037	соответствии со	3	1
1038	нас и	1	1
1039	веса к	1	1
1040	раз не	1	1
1041	и пушкин	1	1
1042	бы наиболее	1	1
1043	существеннее для	1	1
1044	не имею	1	1
1045	и неизбежно	2	1
1046	искусства и	1	1
1047	как между	1	1
1048	и другой	1	1
1049	с другим	1	1
1050	времени в	3	1
1051	которыми он	1	1
1052	в этот	1	1
1053	своим собственным	1	1
1054	существенное значение	1	1
1055	не мне	1	1
1056	из книжки	1	1
1057	между двумя	1	1
1058	следует отнести	1	1
1059	а когда	1	1
1060	и формы	1	1
1061	только на	1	1
1062	современной научной	1	1
1063	служить как	1	1
1064	возможность видеть	1	1
1065	и вторая	1	1
1066	эта система	1	1
1067	уже как	1	1
1068	в пушкинском	2	1
1069	понимании но	1	1
1070	последнюю роль	1	1
1071	от своей	2	1
1072	то его	1	1
1073	языков в	1	1
1074	перед ним	2	1
1075	и сюжеты	1	1
1076	году но	1	1
1077	собою и	1	1
1078	новым словом	1	1
1079	в описании	1	1
1080	пока еще	3	1
1081	накоплением веса	1	1
1082	не становится	1	1
1083	приходят к	1	1
1084	отношений и	2	1
1085	слове как	1	1
1086	тезис о	1	1
1087	революции в	1	1
1088	таких условиях	1	1
1089	именно таковы	1	1
1090	не имеющими	1	1
1091	нее в	1	1
1092	что сделана	1	1
1093	только во	2	1
1094	отношения в	1	1
1095	во всей	1	1
1096	из трех	2	1
1097	жизни за	1	1
1098	не удивительно	2	1
1099	речь о	1	1
1100	с широким	1	1
1101	тем это	1	1
1102	он сам	2	1
1103	лучше было	1	1
1104	нам остается	1	1
1105	этой роли	2	1
1106	не имелось	1	1
1107	к ее	2	1
1108	новелла с	1	1
1109	они могут	1	1
1110	этом же	1	1
1111	то о	1	1
1112	себя в	6	1
1113	характерно что	2	1
1114	научного мышления	1	1
1115	все перечисленные	1	1
1116	начало и	1	1
1117	чем более	1	1
1118	о ней	1	1
1119	жанра в	1	1
1120	перед нею	1	1
1121	в названии	1	1
1122	намек на	1	1
1123	в подобных	1	1
1124	пристрастие к	2	1
1125	рассказа что	1	1
1126	к общему	1	1
1127	своеобразие в	1	1
1128	присущих ей	1	1
1129	однако еще	1	1
1130	в западных	1	1
1131	во всех	4	1
1132	мы видим	1	1
1133	все его	2	1
1134	собой и	1	1
1135	свои прежние	1	1
1136	не противоречит	1	1
1137	нами не	1	1
1138	к их	1	1
1139	различного рода	1	1
1140	возвращение к	1	1
1141	для поэтики	1	1
1142	а наоборот	1	1
1143	от его	2	1
1144	такого рода	11	1
1145	о событии	1	1
1146	принято говорить	1	1
1147	смысл которого	1	1
1148	при переходе	1	1
1149	принципиально нового	1	1
1150	если к	1	1
1151	получает в	1	1
1152	весь смысл	1	1
1153	логикой и	1	1
1154	к анекдоту	2	1
1155	союзов и	1	1
1156	пушкина на	1	1
1157	случаи в	1	1
1158	с тех	1	1
1159	числу таких	1	1
1160	имени в	1	1
1161	по мнению	1	1
1162	и синтаксис	1	1
1163	далеко за	1	1
1164	свободу и	1	1
1165	чем у	1	1
1166	что несмотря	2	1
1167	именно те	1	1
1168	слово не	1	1
1169	состоящий в	1	1
1170	для своего	3	1
1171	они в	1	1
1172	или иную	1	1
1173	к определенному	1	1
1174	бы служить	1	1
1175	не обладает	1	1
1176	и развитие	1	1
1177	не ограничивается	1	1
1178	противоречие между	1	1
1179	быть достаточно	1	1
1180	поставлен в	1	1
1181	не умещается	1	1
1182	чем собственно	1	1
1183	к чему	2	1
1184	с породившим	1	1
1185	не нуждается	1	1
1186	к возникновению	1	1
1187	весь его	1	1
1188	как его	1	1
1189	его мысли	1	1
1190	при одном	1	1
1191	из уст	2	1
1192	или иная	1	1
1193	из противоречий	1	1
1194	с одним	1	1
1195	как говорит	4	1
1196	как видим	1	1
1197	роль принадлежит	2	1
1198	лишь на	3	1
1199	слово здесь	1	1
1200	по одному	1	1
1201	имя собственное	1	1
1202	они как	1	1
1203	зрения и	1	1
1204	ниже совершенно	1	1
1205	это путь	1	1
1206	между собой	1	1
1207	должно было	1	1
1208	а всего	4	1
1209	границ между	1	1
1210	например как	2	1
1211	из москвы	1	1
1212	разумеется речь	1	1
1213	в эту	2	1
1214	и первый	1	1
1215	а некий	1	1
1216	ли что	1	1
1217	ничего предосудительного	1	1
1218	по имени	1	1
1219	я был	1	1
1220	войне и	3	1
1221	следует однако	1	1
1222	истинный смысл	1	1
1223	не имеющие	1	1
1224	читатель в	1	1
1225	которая является	1	1
1226	в уста	1	1
1227	таковы и	1	1
1228	вытекают из	1	1
1229	только путем	1	1
1230	не совсем	1	1
1231	до нас	1	1
1232	этой своей	1	1
1233	виде эта	1	1
1234	здесь сводится	1	1
1235	фактов в	1	1
1236	м и	1	1
1237	в происхождении	1	1
1238	ему на	1	1
1239	не тот	2	1
1240	пушкина было	1	1
1241	совсем не	1	1
1242	будем иметь	1	1
1243	в ответ	2	1
1244	а ее	1	1
1245	есть неотъемлемое	1	1
1246	оно и	1	1
1247	на простой	1	1
1248	не заключает	1	1
1249	возвращаясь к	1	1
1250	легко можно	1	1
1251	традиции эта	1	1
1252	его художественной	1	1
1253	сущности говоря	1	1
1254	хотя в	2	1
1255	соединении с	1	1
1256	литературного явления	1	1
1257	и роман	1	1
1258	смешно и	1	1
1259	особого внимания	1	1
1260	по своей	5	1
1261	следует признать	3	1
1262	должны были	1	1
1263	и отличается	1	1
1264	пушкина к	1	1
1265	которого в	1	1
1266	уст в	1	1
1267	ни то	1	1
1268	в связь	1	1
1269	но без	2	1
1270	в акте	2	1
1271	фонема т	1	1
1272	конца и	1	1
1273	а живое	1	1
1274	культуры и	1	1
1275	что во	2	1
1276	и никогда	1	1
1277	оба они	1	1
1278	говорилось выше	2	1
1279	случае как	1	1
1280	действующего лица	2	1
1281	и каждый	1	1
1282	качестве одного	1	1
1283	обратимся к	2	1
1284	и ты	1	1
1285	силу своей	1	1
1286	них не	1	1
1287	повесть а	1	1
1288	отчетливо и	1	1
1289	в первой	10	1
1290	быть указан	1	1
1291	выписаны в	1	1
1292	зато в	1	1
1293	бы быть	2	1
1294	к развязке	1	1
1295	во-вторых не	1	1
1296	чти и	1	1
1297	с малым	1	1
1298	бы ни	1	1
1299	я люблю	1	1
1300	ни за	1	1
1301	чем свидетельствует	1	1
1302	за себя	1	1
1303	и отсутствие	1	1
