N	2gram	Bakhtin_sl	Tragedij
395	из себя	3	1
396	в которой	4	1
397	в образах	1	1
398	лишь в	6	1
399	ориентация на	1	1
400	именно на	3	1
401	только один	1	1
402	а не	29	1
403	резко выраженная	1	1
404	только на	3	1
405	и их	6	1
406	свою жизнь	1	1
407	есть и	1	1
408	не могла	2	1
409	можно было	2	1
410	в форме	3	1
411	за пределы	6	1
412	а между	2	1
413	но только	1	1
414	конечно в	2	1
415	тем и	3	1
416	факт что	1	1
417	даже не	1	1
418	относит к	1	1
419	друга и	1	1
420	в истории	6	1
421	по своей	2	1
422	ту же	5	1
423	это может	2	1
424	человека и	3	1
425	отметить что	3	1
426	на всю	3	1
427	или как	4	1
428	самого начала	1	1
429	на смерть	1	1
430	жизни на	1	1
431	это его	1	1
432	он еще	1	1
433	всего что	1	1
434	сохраняет свое	1	1
435	но этот	1	1
436	с другим	1	1
437	как свой	1	1
438	могло быть	1	1
439	известной степени	6	1
440	к ним	2	1
441	и еще	1	1
442	т п	49	1
443	образа объясняется	1	1
444	он в	6	1
445	к ней	2	1
446	и вне	3	1
447	как мы	15	1
448	и особенно	2	1
449	и о	3	1
450	пародия на	1	1
451	речи в	5	1
452	его как	3	1
453	роман и	7	1
454	той же	3	1
455	и др	17	1
456	характер ее	1	1
457	только по	1	1
458	характерно что	3	1
459	именно так	1	1
460	романа как	2	1
461	своего слова	2	1
462	быть в	1	1
463	в самое	1	1
464	не значит	2	1
465	как прямой	1	1
466	на улице	1	1
467	слова в	19	1
468	слова он	1	1
469	входит и	1	1
470	и от	5	1
471	из романа	2	1
472	и есть	2	1
473	же слова	1	1
474	с которым	4	1
475	входят в	3	1
476	все время	4	1
477	у лермонтова	1	1
478	в общем	1	1
479	на этот	1	1
480	xx века	2	1
481	и непосредственного	1	1
482	для понимания	3	1
483	как во	1	1
484	своей и	1	1
485	этого слова	2	1
486	например в	6	1
487	а это	1	1
488	но если	1	1
489	время он	1	1
490	в литературе	1	1
491	в сфере	2	1
492	до xx	1	1
493	в области	1	1
494	и по	3	1
495	и эта	2	1
496	романа или	1	1
497	нуждается в	3	1
498	человек не	1	1
499	из тургенева	1	1
500	всяком случае	7	1
501	на котором	3	1
502	этими словами	1	1
503	не из	2	1
504	стиля и	7	1
505	чтобы не	1	1
506	и совершенно	1	1
507	второй линии	2	1
508	для чтения	1	1
509	и наконец	9	1
510	говорит не	1	1
511	на ту	2	1
512	с каким	2	1
513	не к	1	1
514	людей в	1	1
515	и использует	1	1
516	строится на	1	1
517	чем у	1	1
