N	3gram	Bakhtin_Pr	Komedia
100	имеет ничего общего	1	1
101	не только их	1	1
102	ведь он не	1	1
103	что весь этот	1	1
104	что она не	3	1
105	каждая из них	1	1
106	отношения между ними	1	1
107	в той мере	1	1
108	можем сказать что	2	1
109	сравнить его с	1	1
110	не может быть	8	1
111	испытать свои силы	1	1
112	только в условиях	1	1
113	один из них	1	1
114	можно сказать что	3	1
115	и его судьба	1	1
116	в них-то и	1	1
117	человека от ответственности	1	1
118	отсюда и его	1	1
119	далеко за пределы	1	1
120	том что на	1	1
121	в трагедии в	1	1
122	мы подходим к	1	1
123	и независимо от	1	1
124	что все это	1	1
125	именно к этому	1	1
126	потому что она	3	1
127	и на события	1	1
128	никогда не решится	1	1
129	того или иного	1	1
130	как мы уже	2	1
131	но и он	1	1
132	одного и того	1	1
133	может быть только	3	1
134	одним из прототипов	1	1
135	но он не	2	1
136	же становится в	1	1
137	в дальнейшем течении	1	1
138	один из любимейших	1	1
139	и не столь	1	1
140	том что человек	1	1
141	ничего общего с	1	1
142	укладывается ни в	1	1
143	каждом из них	2	1
144	мы можем сказать	2	1
145	смысле этого слова	2	1
146	благоприятные условия для	1	1
147	что в нем	1	1
148	чтобы убедиться в	1	1
149	само по себе	4	1
150	в один из	1	1
151	в полной мере	1	1
152	дело таким образом	1	1
153	а в душе	1	1
154	точки зрения ее	1	1
155	в данном случае	3	1
156	в его произведениях	3	1
157	при ознакомлении с	1	1
158	и никогда не	1	1
159	можно говорить о	1	1
160	по себе не	1	1
161	той мере в	1	1
162	в этих условиях	1	1
163	так же точно	1	1
164	и у него	1	1
165	не имеет ничего	1	1
166	и в пределах	1	1
167	ты понимаешь что	1	1
168	и того же	1	1
169	и каждый из	1	1
170	как таковой и	1	1
171	что это не	1	1
172	и не хочет	1	1
173	в нем в	1	1
174	ему не приходится	1	1
175	с ним а	1	1
176	это вовсе не	2	1
177	в е и	1	1
178	лицом к лицу	1	1
179	и в его	3	1
180	и не дает	1	1
181	и по существу	1	1
182	в построении образов	1	1
183	и видят в	1	1
184	сих пор еще	1	1
185	в значительной степени	1	1
186	в нашем литературоведении	1	1
187	не укладывается ни	1	1
188	и не может	3	1
189	и в этом	8	1
190	думать что в	1	1
191	с ним не	1	1
192	тому что в	1	1
193	каждой из спорящих	1	1
194	в этих словах	1	1
195	точек зрения на	1	1
196	на задний план	1	1
197	в пределах того	1	1
198	той или иной	3	1
199	но прежде всего	1	1
200	человека и его	2	1
201	героев и в	1	1
202	не давая ему	1	1
203	хотя он и	1	1
204	могла бы быть	1	1
205	что и у	1	1
206	по существу своему	1	1
207	приходится признать что	1	1
208	быть даже и	1	1
209	и во всяком	1	1
210	к нему в	1	1
211	до начала действия	1	1
212	он должен быть	1	1
213	а вместе с	1	1
214	и вот в	1	1
215	он не только	2	1
216	в том чтобы	1	1
217	по крайней мере	3	1
218	именно в этой	1	1
219	потому что он	2	1
220	это не так	1	1
221	и от других	1	1
222	этот вопрос не	1	1
223	их взаимоотношения в	1	1
224	и на его	1	1
225	что же касается	1	1
226	было до сих	1	1
227	как бы в	3	1
228	в целом ряде	2	1
229	то что в	1	1
230	может быть в	1	1
231	как один из	1	1
232	друг против друга	2	1
233	от альфы до	1	1
234	все это как	1	1
235	ни в один	1	1
236	он не может	2	1
237	его героев и	2	1
238	как впрочем и	1	1
239	что человек не	1	1
240	он говорит о	1	1
241	со всеми ее	1	1
242	том что совершается	1	1
243	в его творчестве	3	1
244	одном из своих	1	1
245	в момент его	2	1
246	в основе его	1	1
247	на этот вопрос	1	1
248	того чтобы его	1	1
249	ни один из	1	1
250	и формы его	1	1
251	он может быть	2	1
252	так как его	1	1
253	в частности на	1	1
254	не было бы	1	1
255	в противном случае	1	1
256	почти во всех	1	1
257	и в частности	1	1
258	в пределах одного	1	1
259	уже в самом	1	1
260	в лучшем случае	3	1
261	зависимости от того	1	1
262	и в своей	1	1
263	при всей их	1	1
264	не следует только	1	1
265	тому что он	1	1
266	же как и	3	1
267	за пределы одной	1	1
268	в нем только	1	1
269	сам он не	1	1
270	не менее и	1	1
271	тем что он	1	1
272	можем судить о	1	1
273	по этому вопросу	1	1
274	на земле и	1	1
275	последнее слово в	1	1
276	все равно что	1	1
277	со стороны его	1	1
278	в нем и	2	1
279	в предисловии к	1	1
280	нет ни одного	2	1
281	различных по содержанию	1	1
282	и не только	1	1
283	нет и в	1	1
284	сама по себе	3	1
285	мы не можем	1	1
286	потому что они	2	1
