N	2gram	Bakhtin_Fr	VelikijI
144	людей так	1	2
145	и любви	3	2
146	человечество не	1	2
147	нет и	4	2
148	но не	6	2
149	здание человеческого	1	2
150	тем что	3	2
151	тот кто	1	2
152	и свободы	1	2
153	и во	4	2
154	могут быть	1	2
155	значения и	2	2
156	не имел	1	2
157	с тем	3	2
158	мир от	1	2
159	одна из	1	2
160	для людей	1	2
161	мы слышим	2	2
162	его к	1	2
163	свободной и	2	2
164	не могут	3	2
165	да и	2	2
166	и последнее	1	2
167	том что	13	2
168	когда в	2	2
169	мир и	5	2
170	для человека	1	2
171	но мы	3	2
172	в себя	6	2
173	нем нет	1	2
174	уже не	1	2
175	вопросе о	1	2
176	мира в	1	2
177	вечности и	2	2
178	людей не	1	2
179	одном образе	2	1
180	с радостью	1	1
181	свобода и	3	1
182	жизни но	1	1
183	основанной на	1	1
184	в новом	3	1
185	в самом	7	1
186	сливаться с	1	1
187	который он	1	1
188	во всем	1	1
189	и каким	1	1
190	мире и	1	1
191	перестает быть	3	1
192	были в	3	1
193	в образах	9	1
194	от труда	1	1
195	предложение и	1	1
196	связь с	3	1
197	и другие	5	1
198	то есть	49	1
199	успокоение и	1	1
200	его связь	1	1
201	и осмысленной	1	1
202	было не	1	1
203	с самыми	1	1
204	а потому	2	1
205	человека в	1	1
206	но как	1	1
207	тысячи лет	1	1
208	папы и	4	1
209	мы видим	6	1
210	природе его	1	1
211	и самое	1	1
212	и быть	1	1
213	самой жизни	2	1
214	идет к	1	1
215	на котором	2	1
216	для нашего	1	1
217	любви и	1	1
218	человеческой жизни	1	1
219	вообще в	1	1
220	и столь	1	1
221	и на	12	1
222	ничем не	1	1
223	она и	2	1
224	тому кто	1	1
225	на части	10	1
226	далее и	1	1
227	на этом	7	1
228	же и	2	1
229	может быть	4	1
230	они не	5	1
231	исторические силы	1	1
232	видим что	2	1
233	что нет	1	1
234	после того	1	1
235	между собою	6	1
236	освобожденного от	1	1
237	не имеют	1	1
238	и было	1	1
239	раз и	1	1
240	и свою	1	1
241	и сделали	1	1
242	здесь есть	1	1
243	человека не	1	1
244	если в	3	1
245	дел и	1	1
246	ее на	1	1
247	и хлеб	2	1
248	того как	1	1
249	эта не	1	1
250	это как	1	1
251	которая в	2	1
252	мы увидим	1	1
253	и вообще	3	1
254	всего можно	1	1
255	победить и	1	1
256	он делает	1	1
257	общественной жизни	1	1
258	до христа	1	1
259	и вот	4	1
260	его с	1	1
261	но она	5	1
262	уже в	1	1
263	сходятся и	1	1
264	у них	2	1
265	что уже	1	1
266	с этой	1	1
267	то же	18	1
268	и если	3	1
269	свободы но	1	1
270	и страшным	1	1
271	для того	8	1
272	сложное и	1	1
273	и могли	1	1
274	это только	1	1
275	не по	1	1
276	и должна	1	1
277	что всякий	1	1
278	и своим	1	1
279	тысячи и	1	1
280	и любовь	1	1
281	утверждают что	3	1
282	что это	4	1
283	и новой	1	1
284	в разных	2	1
285	имя этого	1	1
286	от всякой	1	1
287	в глазах	1	1
288	их было	2	1
289	о чем	5	1
290	тайны и	1	1
291	и единый	1	1
292	образ в	1	1
293	что свобода	1	1
294	в ее	2	1
295	смертью и	2	1
296	души и	1	1
297	говорит о	1	1
298	как это	5	1
299	любит и	1	1
300	не понимает	1	1
301	истории в	1	1
302	чем у	1	1
303	есть еще	1	1
304	и тут	1	1
305	мы все	2	1
306	я вижу	2	1
307	что человек	2	1
308	что люди	1	1
309	и всегда	1	1
310	более глубокое	1	1
311	победы над	1	1
312	не были	1	1
313	есть и	8	1
314	и внешнее	2	1
315	в одном	7	1
316	и свободное	1	1
317	у нас	3	1
318	говорят что	1	1
319	нового времени	6	1
320	людей это	1	1
321	церкви и	4	1
322	в этой	13	1
323	мира с	2	1
324	это слово	1	1
325	в результате	5	1
326	в трех	2	1
327	яснее в	1	1
328	в виду	2	1
329	другой стороны	2	1
330	в день	1	1
331	слова с	1	1
332	и слабые	1	1
333	и чем	1	1
334	перед кем	1	1
335	основана на	1	1
336	уже и	3	1
337	у него	4	1
338	вот в	1	1
339	власти и	1	1
340	как велика	1	1
341	не существует	1	1
342	так же	13	1
343	в виде	1	1
344	вещах о	1	1
345	христа на	1	1
346	над ним	1	1
347	не была	1	1
348	не был	1	1
349	их не	1	1
350	но с	1	1
351	и самые	1	1
352	в своих	1	1
353	и жажды	1	1
354	знаешь ли	1	1
355	в разные	1	1
356	с другой	3	1
357	на которых	1	1
358	дьявол в	1	1
359	конечно в	4	1
360	в которой	1	1
361	словах и	1	1
362	но все	2	1
363	ее от	1	1
364	и с	18	1
365	наших дней	1	1
366	о мире	2	1
367	и можно	1	1
368	к ним	2	1
369	времени с	2	1
370	передано в	1	1
371	о свободной	1	1
372	жизнь в	1	1
373	и говорит	1	1
374	существует как	1	1
375	смерть никогда	1	1
376	в лице	2	1
377	каким образом	1	1
378	и права	1	1
379	отношение к	1	1
380	ко всем	1	1
381	на нее	1	1
382	которого они	1	1
383	была гораздо	1	1
384	дело во	1	1
385	истины хлеб	1	1
386	в понимании	1	1
387	но вот	1	1
388	мы дадим	1	1
389	не надо	1	1
390	всех формах	1	1
391	миром не	2	1
392	него не	2	1
393	никогда и	1	1
394	найти в	1	1
395	как мы	16	1
396	это право	2	1
397	и до	3	1
398	государственной властью	1	1
399	в процессе	1	1
400	и своего	1	1
401	нам право	1	1
402	смысле и	1	1
403	царства и	1	1
404	на него	2	1
405	в своем	13	1
406	вражда к	1	1
407	веке в	1	1
408	это очень	2	1
409	это ни	2	1
410	стороны в	3	1
411	его на	1	1
412	был в	3	1
413	еще и	6	1
414	будем говорить	1	1
415	к жизни	1	1
416	целое и	1	1
417	и от	6	1
418	мы будем	2	1
419	как она	1	1
420	ничего не	5	1
421	весь мир	10	1
422	истины и	1	1
423	с ними	1	1
424	то уж	1	1
425	в праве	1	1
426	над смертью	1	1
427	и именно	1	1
428	духа в	2	1
429	и очень	1	1
430	ней и	2	1
431	в третьем	3	1
432	о которой	1	1
433	в атмосфере	12	1
434	жизнь так	1	1
435	о зле	1	1
436	все будут	1	1
437	и так	1	1
438	вместе с	5	1
439	все же	7	1
440	в одно	2	1
441	природе в	1	1
442	если они	1	1
443	но под	1	1
444	переход к	1	1
445	как в	4	1
446	этого слова	1	1
447	в которых	3	1
448	жизни в	3	1
449	находится в	2	1
450	значение в	1	1
451	роль в	5	1
452	им в	3	1
453	можно ли	1	1
454	в словах	1	1
455	себя и	2	1
456	и по	3	1
457	их на	1	1
458	менее всего	4	1
459	и эта	2	1
460	к этому	4	1
461	всего только	1	1
462	в их	4	1
463	этой новой	1	1
464	этом нет	1	1
465	который был	1	1
466	это в	3	1
467	ли он	2	1
468	и свободу	1	1
469	средство для	1	1
470	отвечает что	1	1
471	в двух	1	1
472	мира и	10	1
473	конце концов	1	1
474	зависимости от	1	1
475	которого не	1	1
476	не просто	1	1
477	он был	8	1
478	не случайно	3	1
479	в едином	1	1
480	в целом	2	1
481	и ее	2	1
482	вовсе не	19	1
483	но к	1	1
484	что на	3	1
485	жизни с	1	1
486	их для	1	1
487	это самое	1	1
488	есть не	1	1
489	в речах	1	1
490	в искусстве	3	1
491	смысле на	1	1
492	бы в	5	1
493	к нему	5	1
494	слово от	1	1
495	от них	1	1
496	и смерти	2	1
