N	2gram	Nazirov_Tv	Dialekti
193	мы имеем	1	11
194	в вечности	2	11
195	или в	2	11
196	его не	1	11
197	мы должны	1	11
198	только то	1	11
199	в душе	4	10
200	с этой	4	10
201	одно из	1	10
202	в результате	1	10
203	в жизни	3	10
204	к тому	2	10
205	во всяком	2	10
206	только как	2	10
207	самоутверждение личности	1	10
208	на себе	1	10
209	мы видим	3	10
210	то или	1	10
211	в ее	3	10
212	только потому	1	10
213	если же	1	10
214	или иное	1	10
215	что для	3	10
216	чтобы не	1	10
217	оно не	1	10
218	то и	1	10
219	нет никакой	1	10
220	времени и	4	10
221	если мы	1	10
222	нет ни	3	10
223	в его	19	10
224	в их	5	10
225	это было	1	10
226	идеи и	2	10
227	в частности	4	10
228	как мы	1	10
229	как будто	5	10
230	может и	1	10
231	и уже	1	10
232	при этом	14	9
233	тому что	2	9
234	быть может	3	9
235	в этих	2	9
236	и на	12	9
237	в котором	8	9
238	в противоположность	1	9
239	в одном	3	9
240	и когда	2	9
241	превращается в	2	9
242	точка зрения	2	9
243	и он	4	9
244	не буду	1	9
245	же как	3	9
246	на этом	1	9
247	общего с	1	9
248	и по	5	9
249	была бы	2	9
250	с ними	3	9
251	как о	1	9
252	и более	2	9
253	время есть	1	9
254	той же	4	9
255	всех этих	1	9
256	и от	8	9
257	или иной	1	9
258	а если	1	9
259	как он	1	9
260	в истории	2	9
261	от него	2	8
262	она всегда	1	8
263	даже в	4	8
264	в отношении	1	8
265	вопрос об	1	8
266	но все	1	8
267	мифический образ	1	8
268	в дальнейшем	7	8
269	вот почему	3	8
270	миф о	1	8
271	уже о	1	8
272	чего не	1	8
273	всегда и	1	8
274	нет и	1	8
275	все время	3	8
276	себя в	3	8
277	с одной	2	8
278	это мы	1	8
279	не будет	2	8
280	что эта	1	8
281	в этой	7	8
282	в одной	5	8
283	один из	5	8
284	и из	1	8
285	не на	1	8
286	ничего общего	1	8
287	у меня	1	8
288	при помощи	4	8
289	в сфере	2	8
290	в поэзии	1	8
291	одна и	1	8
292	у нас	2	8
293	на самом	3	8
294	бы и	1	8
295	как нечто	1	8
296	и без	2	8
297	того или	1	8
298	но она	2	8
299	мы и	1	7
300	он всегда	2	7
301	как она	2	7
302	тем что	2	7
303	мы получаем	1	7
304	но он	3	7
305	всего прочего	1	7
306	на первый	1	7
307	есть подлинная	1	7
308	об отношении	1	7
309	точно так	3	7
310	как на	1	7
311	он сам	8	7
312	от себя	1	7
313	грань между	1	7
314	что уже	1	7
315	это я	2	7
316	связи с	2	7
317	не знает	2	7
318	в конце	5	7
319	в связи	2	7
320	в мире	8	7
321	а только	1	7
322	то ни	1	7
323	с какой	1	7
324	его как	2	7
325	даже если	2	7
326	его с	1	7
327	сами по	2	7
328	заключается в	1	7
329	как в	10	7
330	со стороны	1	7
331	для меня	1	7
332	говорят что	1	7
333	с его	12	7
334	и всякий	2	7
335	бытие и	1	7
336	и где	1	7
337	очень много	1	7
338	что этот	2	7
339	и я	2	7
340	думать что	1	7
341	и их	2	7
342	она должна	1	7
343	из этих	1	7
344	тем самым	10	7
345	мифа в	2	7
346	нуждается в	2	7
347	эти два	1	7
348	идею и	1	7
349	более не	4	6
350	религии и	1	6
351	богословия и	1	6
352	о чем	1	6
353	у пушкина	5	6
354	уже в	5	6
355	а что	2	6
356	одной стороны	1	6
357	в другом	1	6
358	в себя	3	6
359	когда она	1	6
360	если нет	1	6
361	образ и	2	6
362	одна из	5	6
363	тут же	1	6
364	во всех	2	6
365	хочет быть	1	6
366	в которой	5	6
367	я и	3	6
368	себя как	2	6
369	во что	2	6
370	можно было	1	6
371	с тем	1	6
372	вместе с	4	6
373	себя и	1	6
374	может не	2	6
375	о котором	2	6
376	ни к	2	6
377	это все	2	6
378	не быть	1	6
379	но лишь	1	6
380	личности но	1	6
381	мог бы	1	6
382	всяком случае	2	6
383	для него	9	6
384	о нем	2	6
385	ее в	3	6
386	то мы	1	6
387	но с	1	6
388	и религии	1	6
389	по своему	1	6
390	и необходимости	2	6
391	его в	2	6
392	показывает что	5	6
393	это как	4	6
394	дело не	3	6
395	личности на	1	6
396	стороны и	1	6
397	и времени	1	6
398	на всю	1	6
399	при всем	1	6
400	и часто	1	6
401	в один	3	6
402	отношение к	1	6
403	и прежде	1	6
404	для этого	1	6
405	а я	3	6
406	в сферу	2	5
407	до сих	1	5
408	их не	1	5
409	в своих	8	5
410	или на	1	5
411	если он	4	5
412	например в	3	5
413	я могу	1	5
414	что по	1	5
415	их в	1	5
416	в одно	2	5
417	мы только	1	5
418	речь идет	1	5
419	но мы	1	5
420	но даже	1	5
421	от личности	1	5
422	и еще	2	5
423	как я	1	5
424	к этому	4	5
425	нет никаких	1	5
426	уже по	1	5
427	едва ли	2	5
428	гораздо более	2	5
429	все его	1	5
430	что у	5	5
431	души и	2	5
432	после этого	1	5
433	в качестве	2	5
434	тому же	2	5
435	свободы и	2	5
436	и другое	1	5
437	что его	4	5
438	самый принцип	1	5
439	личности с	1	5
440	и она	1	5
441	в свете	3	5
442	и у	3	5
443	сих пор	1	5
444	действительности и	3	5
445	в целях	2	5
446	бытия но	2	5
447	ли это	2	5
448	почему же	1	5
449	в него	2	5
450	одного и	1	5
451	если в	3	5
452	известно что	4	5
453	же что	1	5
454	учения о	1	5
455	от бога	1	5
456	не является	3	5
457	я должен	1	5
458	в течение	1	5
459	вечности в	1	5
460	отношении к	2	5
461	говорил что	2	5
462	же он	1	5
463	во времени	3	5
464	точку зрения	1	5
465	зависит от	4	5
466	а это	1	5
467	он и	1	5
468	что с	2	5
469	без этого	1	5
470	ведь это	1	5
471	же не	2	5
472	виду что	1	5
473	с той	1	5
474	весь мир	1	5
475	из этого	1	5
476	в области	1	5
477	надо было	2	5
478	когда он	4	5
479	и время	2	5
480	к ней	3	5
481	он просто	1	5
482	конце концов	1	5
483	и наконец	3	5
484	что на	3	5
485	вплоть до	2	5
486	в возможности	1	4
487	можно говорить	1	4
488	еще более	3	4
489	не зависит	1	4
490	что человек	3	4
491	общения с	2	4
492	нас в	1	4
493	самом же	1	4
494	исторического процесса	1	4
495	о времени	4	4
496	от этих	1	4
497	из ее	1	4
498	и самые	1	4
499	без религии	1	4
500	жизнь в	2	4
501	из нее	1	4
502	равно как	1	4
503	из самых	1	4
504	из всего	1	4
505	представление о	9	4
506	в собственном	1	4
507	только для	2	4
508	свою собственную	1	4
509	относиться к	1	4
510	в этот	3	4
511	и должно	2	4
512	с другим	3	4
513	к ним	1	4
514	есть по	1	4
515	воли и	3	4
516	а мы	1	4
517	и тела	1	4
518	в схеме	1	4
519	бы то	1	4
520	д все	1	4
521	не зная	1	4
522	личности а	1	4
523	мы знаем	2	4
524	время не	2	4
525	у него	11	4
526	к чему	1	4
527	на себя	2	4
528	именно чудо	1	4
529	человек и	2	4
530	но ведь	2	4
531	не нужно	2	4
532	что их	1	4
533	в каждом	4	4
534	людей и	2	4
535	дана в	1	4
536	если не	4	4
537	или же	1	4
538	это пространство	1	4
539	я бы	3	4
540	и символа	1	4
541	хотя в	1	4
542	и является	1	4
543	таково же	1	4
544	что бы	1	4
545	не по	3	4
546	т п	4	4
547	главным образом	1	4
548	личности это	2	4
549	быть без	1	4
550	а как	2	4
551	а главное	1	4
552	личности когда	1	4
553	а потому	1	4
554	это время	2	4
555	и здесь	2	4
556	был бы	3	4
557	это уже	7	4
558	сама жизнь	2	4
559	со всеми	3	4
560	почти всегда	1	4
561	что угодно	1	4
562	в нас	1	4
563	он будет	1	4
564	связанные с	1	4
565	том как	1	4
566	в душу	1	4
567	сейчас же	1	4
568	чем же	1	4
569	видим что	1	4
570	у которого	1	4
571	не знаю	1	4
572	потому и	1	4
573	заметить что	1	4
574	не видно	1	4
575	друг друга	2	4
576	в другое	1	4
577	тоже не	2	4
578	данном случае	2	4
579	себя самого	1	4
580	это-то и	1	4
581	ясным что	1	4
582	то он	1	4
583	в глубине	1	4
584	бытия вообще	1	4
585	по смыслу	1	4
586	говорят о	1	4
587	однако это	2	4
588	на все	1	4
589	сразу же	1	4
590	но уже	2	4
591	как результат	1	4
592	к жизни	4	4
593	как формы	1	4
594	но его	2	4
595	и эти	1	4
596	что нужно	1	4
597	так хорошо	1	4
598	себе что	1	4
599	человека и	6	4
600	и всякая	1	4
601	же самое	1	4
602	лежащая в	1	4
603	но эта	3	4
604	же в	1	4
605	такой же	4	4
606	об этой	1	4
607	своим собственным	1	4
608	из себя	2	4
609	к богу	1	4
610	на ту	1	4
611	себе а	1	4
612	для всех	1	3
613	к этой	1	3
614	познания и	2	3
615	этот момент	2	3
616	мысли и	5	3
617	по мере	2	3
618	нас к	1	3
619	в первом	3	3
620	именно и	1	3
621	на мир	1	3
622	форму и	1	3
623	и требует	1	3
624	считать что	1	3
625	к самому	1	3
626	ни было	1	3
627	но почему	1	3
628	я никогда	1	3
629	искусство и	1	3
630	современная наука	1	3
631	и смерти	1	3
632	а лишь	1	3
633	а скорее	1	3
634	в первую	1	3
635	больше чем	2	3
636	не могли	2	3
637	сам не	1	3
638	из материи	1	3
639	мифа а	1	3
640	мифологии в	1	3
641	д в	3	3
642	из жизни	3	3
643	сознания в	1	3
644	вообще как	1	3
645	если так	1	3
646	говорит что	2	3
647	самого начала	3	3
648	от своего	1	3
649	всего этого	1	3
650	на ней	2	3
651	я с	1	3
652	еще ничего	1	3
653	в основу	1	3
654	на него	2	3
655	во всей	2	3
656	исходит из	1	3
657	времени а	2	3
658	раз на	2	3
659	себе самом	1	3
660	в жертву	1	3
661	до степени	1	3
662	и личности	1	3
663	верит в	2	3
664	с другими	1	3
665	не от	1	3
666	стремится к	3	3
667	и человек	3	3
668	не мир	1	3
669	на земле	4	3
670	я скажу	1	3
671	зрения и	1	3
672	и жизнь	1	3
673	о которых	1	3
674	говоря не	1	3
675	куда же	1	3
676	о бытии	1	3
677	это тоже	1	3
678	что как	2	3
679	не был	4	3
680	я был	1	3
681	или его	1	3
682	не самый	1	3
683	а с	4	3
684	не содержится	1	3
685	не дает	1	3
686	совсем не	1	3
687	между тем	2	3
688	не так	5	3
689	когда я	2	3
690	и чтобы	1	3
691	не мог	3	3
692	только через	2	3
693	кто же	2	3
694	отлична от	1	3
695	она была	1	3
696	как известно	3	3
697	я в	1	3
698	возможно что	1	3
699	это вовсе	1	3
700	культуры и	2	3
701	найти в	1	3
702	всю жизнь	1	3
703	что сегодня	1	3
704	сказать о	1	3
705	или иного	1	3
706	а более	1	3
707	мире и	1	3
708	против этого	2	3
709	веровать в	1	3
710	образом и	1	3
711	и этот	1	3
712	своего собственного	2	3
713	и свое	1	3
714	для себя	1	3
715	вечность ибо	1	3
716	и философии	1	3
717	утверждает что	1	3
718	же о	1	3
719	и делает	1	3
720	от их	1	3
721	мы понимаем	2	3
722	от идеи	1	3
723	и событий	1	3
724	и будет	2	3
725	в бесконечность	1	3
726	не понимают	1	3
727	петр александрович	3	3
728	целую жизнь	1	3
729	и события	1	3
730	в которых	3	3
731	которую не	1	3
732	я говорю	1	3
733	все они	1	3
734	как один	1	3
735	и религиозного	1	3
736	бы не	1	3
737	нужно быть	1	3
738	еще на	1	3
739	о своем	1	3
740	и веры	1	3
741	вслед за	2	3
742	ее с	1	3
743	у достоевского	51	3
744	целый ряд	1	3
745	ли вы	1	3
746	к поэзии	1	3
747	чем не	1	3
748	знаем что	1	3
749	но без	2	3
750	и потом	1	3
751	видим в	2	3
752	по преимуществу	4	3
753	одной из	7	3
754	даже о	1	3
755	в сознании	1	3
756	только с	3	3
757	движения и	1	3
758	тот же	3	3
759	человека но	3	3
760	форм и	1	3
761	но на	1	3
762	пусть даже	1	3
763	в ущерб	1	3
764	нас не	1	3
765	природы в	1	3
766	и сознание	1	3
767	только его	1	3
768	как у	3	3
769	вовсе нет	1	3
770	место в	6	3
771	однако не	1	3
772	истории не	1	3
773	вот это	1	3
774	указывает на	2	3
775	в какой	1	3
776	и возможно	1	3
777	значило бы	1	3
778	является не	1	3
779	не дают	2	3
780	при таком	1	3
781	так в	1	3
782	когда же	2	3
783	лежит в	1	3
784	должен быть	1	3
785	же деле	1	3
786	ко всему	1	3
787	же именно	1	3
788	с самого	3	3
789	отличие от	3	3
790	а просто	1	3
791	или иную	1	3
792	ту или	1	3
793	во время	2	3
794	просто не	3	3
795	в свою	8	3
796	в искусстве	3	3
797	далеко не	3	3
798	лишь в	1	3
799	что можно	1	3
800	и нечто	1	3
801	в современной	2	3
802	она действительно	1	3
803	он с	2	3
804	себя но	2	3
805	не надо	1	3
806	не к	2	3
807	они имеют	2	2
808	мы наблюдаем	2	2
809	это утверждение	1	2
810	еще раз	1	2
811	которая в	1	2
812	мы все	1	2
813	и имеет	1	2
814	эта идея	2	2
815	нечего сказать	1	2
816	но тем	1	2
817	почему мы	1	2
818	живут в	1	2
819	по способу	2	2
820	в изображении	2	2
821	встречается в	1	2
822	в духе	6	2
823	вот что	1	2
824	и сам	5	2
825	жизни или	1	2
826	мне кажется	1	2
827	мысль о	3	2
828	чем его	1	2
829	уже на	1	2
830	том или	1	2
831	меня в	2	2
832	имеет место	1	2
833	роль в	2	2
834	когда в	1	2
835	поскольку он	1	2
836	я буду	2	2
837	науки в	1	2
838	связано с	1	2
839	первый взгляд	1	2
840	настоящее и	1	2
841	идеи как	1	2
842	сам же	1	2
843	при всей	1	2
844	перестает быть	1	2
845	и отчасти	3	2
846	во все	1	2
847	жизнь для	2	2
848	жизни он	2	2
849	было в	2	2
850	эта связь	1	2
851	идею а	1	2
852	он был	2	2
853	один день	1	2
854	представления о	1	2
855	рождается из	1	2
856	не должен	1	2
857	это его	1	2
858	которых я	1	2
859	понимаем что	2	2
860	говорит об	2	2
861	времени в	13	2
862	трактуется как	1	2
863	природе как	1	2
864	а между	1	2
865	есть проявление	1	2
866	не вполне	1	2
867	является как	1	2
868	свою очередь	2	2
869	любви к	2	2
870	так мы	2	2
871	в глаза	2	2
872	еще нет	1	2
873	в голове	1	2
874	наряду с	6	2
875	к которому	3	2
876	веры но	1	2
877	и всякого	1	2
878	от них	1	2
879	и чувства	1	2
880	в пользу	2	2
881	на словах	1	2
882	ни даже	1	2
883	с первого	1	2
884	жизни с	2	2
885	бытия а	1	2
886	своего развития	1	2
887	он только	1	2
888	первого взгляда	1	2
889	реально и	1	2
890	ее и	2	2
891	по природе	6	2
892	жизни так	1	2
893	на том	2	2
894	есть одно	1	2
895	есть его	1	2
896	проявляется в	1	2
897	на стадии	1	2
898	идее и	1	2
899	общества в	1	2
900	холод и	1	2
901	бы что	1	2
902	вокруг себя	2	2
903	чем в	1	2
904	и других	5	2
905	в мысли	2	2
906	в полной	1	2
907	слово о	1	2
908	на этот	3	2
909	в разные	1	2
910	и говорит	1	2
911	в идее	1	2
912	в образ	1	2
913	как его	1	2
914	человек по	4	2
915	и хорошо	1	2
916	в третий	1	2
917	сходство с	1	2
918	не остается	1	2
919	и начинаем	1	2
920	воздействие на	2	2
921	как видим	1	2
922	между ними	1	2
923	и внутреннего	3	2
924	человек в	1	2
925	к абсолютной	1	2
926	больше всего	1	2
927	в других	1	2
928	ли что	1	2
929	его помощи	1	2
930	и мир	3	2
931	исторической эпохи	1	2
932	человек как	3	2
933	лишь ее	1	2
934	в вечность	1	2
935	не видят	1	2
936	отличен от	1	2
937	взятая в	1	2
938	времени но	1	2
939	но при	1	2
940	ночь у	1	2
941	но зато	3	2
942	есть основа	3	2
943	а все	1	2
944	мы но	1	2
945	перед лицом	1	2
946	этот вопрос	4	2
947	с ней	1	2
948	нем и	2	2
949	целом и	1	2
950	однако в	3	2
951	оба они	1	2
952	свете есть	1	2
953	и др	2	2
954	его личности	1	2
955	бытие в	1	2
956	на высоте	1	2
957	образом в	1	2
958	повседневной жизни	1	2
959	сливаются в	1	2
960	ибо в	2	2
961	которые были	1	2
962	я делаю	1	2
963	его можно	1	2
964	и самый	1	2
965	ни во	2	2
966	к сожалению	1	2
967	в анализе	1	2
968	на деле	3	2
969	из возможных	1	2
970	достоевского в	19	2
971	что бог	1	2
972	будет иметь	1	2
973	же самая	2	2
974	то есть	16	2
975	жизни а	1	2
976	с такой	1	2
977	и далее	4	2
978	скажу что	1	2
979	природе и	1	2
980	связанное с	1	2
981	же невозможно	1	2
982	он на	1	2
983	в область	4	2
984	от этой	1	2
985	в человеке	4	2
986	к выводу	1	2
987	за это	1	2
988	только еще	1	2
989	как идея	1	2
990	находятся в	1	2
991	прошлое и	1	2
992	их и	1	2
993	в точном	1	2
994	еще с	2	2
995	на месте	1	2
996	так вот	2	2
997	в процессе	3	2
998	есть какая-нибудь	1	2
999	бы уже	1	2
1000	к его	1	2
1001	и просто	1	2
1002	видим как	1	2
1003	жизни в	9	2
1004	ли он	1	2
1005	по самому	2	2
1006	эта последняя	1	2
1007	знает что	1	2
1008	только он	1	2
1009	говорят об	1	2
1010	не сами	1	2
1011	в любой	1	2
1012	и мыслит	1	2
1013	и многое	2	2
1014	мы переходим	1	2
1015	не имеют	4	2
1016	смерти и	1	2
1017	ибо не	1	2
1018	и между	1	2
1019	связана с	2	2
1020	наконец в	1	2
1021	и поэтому	2	2
1022	внимание на	1	2
1023	человека от	1	2
1024	слова и	1	2
1025	идея не	1	2
1026	вместе и	1	2
1027	а о	1	2
1028	на землю	2	2
1029	и до	2	2
1030	идеи в	2	2
1031	более и	1	2
1032	в обоих	1	2
1033	было и	1	2
1034	понимая под	1	2
1035	нет в	1	2
1036	он дает	1	2
1037	имеем в	1	2
1038	мне не	1	2
1039	неотделима от	2	2
1040	него и	1	2
1041	художественное произведение	1	2
1042	ее не	1	2
1043	в образе	4	2
1044	может оказаться	1	2
1045	слово и	1	2
1046	предмет а	1	2
1047	к истории	1	2
1048	не лучше	1	2
1049	бы его	1	2
1050	и искусства	1	2
1051	это случилось	1	2
1052	жизни не	2	2
1053	мифа не	1	2
1054	жизни но	2	2
1055	как к	2	2
1056	дает нам	1	2
1057	ли или	1	2
1058	что ему	1	2
1059	но когда	2	2
1060	быть действительно	1	2
1061	день и	1	2
1062	не во	2	2
1063	считает что	1	2
1064	и уж	1	2
1065	вывод что	1	2
1066	он как	1	2
1067	его и	2	2
1068	в полном	1	2
1069	чем он	1	2
1070	некоторые из	2	2
1071	и временное	1	2
1072	они отличаются	1	2
1073	с которым	2	2
1074	что ничего	1	2
1075	о характере	1	2
1076	дело в	4	2
1077	это еще	2	2
1078	в силах	1	2
1079	восприятие времени	1	2
1080	вмешательство высших	1	2
1081	сам является	1	2
1082	не стоит	1	2
1083	мы никогда	1	2
1084	заметил что	1	2
1085	этого вопроса	2	2
1086	в такой	2	2
1087	мировоззрения и	2	2
1088	по самой	2	2
1089	на его	4	2
1090	а так	1	2
1091	времени так	1	2
1092	руки и	1	2
1093	свобода и	1	2
1094	человека в	9	2
1095	тут-то и	1	2
1096	тут и	3	2
1097	каждом из	1	2
1098	с первым	1	2
1099	нужно сказать	1	2
1100	бессмертие души	1	2
1101	могу быть	1	2
1102	говорим о	1	2
1103	восприятие и	1	2
1104	не видим	1	2
1105	в нашей	2	2
1106	еще в	3	2
1107	веры в	1	2
1108	и фактически	1	2
1109	всегда было	2	2
1110	если взять	1	2
1111	у нее	4	2
1112	что идея	2	2
1113	времени ибо	1	2
1114	со своими	2	2
1115	во многом	8	2
1116	одного из	3	2
1117	содержанием и	1	2
1118	и самого	1	2
1119	в пространстве	2	2
1120	сердце и	2	2
1121	общества и	1	2
1122	и дальше	1	2
1123	по законам	1	2
1124	о своих	2	2
1125	переход в	1	2
1126	однако все	1	2
1127	в эпоху	1	2
1128	эпохи и	1	2
1129	в целом	7	2
1130	дальше в	1	2
1131	пусть в	1	2
1132	мира в	2	2
1133	в недра	1	2
1134	явление но	1	2
1135	указывал на	1	1
1136	принципиально новой	1	1
1137	человек может	2	1
1138	которая всегда	1	1
1139	и другие	4	1
1140	одно общее	1	1
1141	и учение	1	1
1142	главе с	2	1
1143	из многих	1	1
1144	бога в	1	1
1145	это тот	1	1
1146	интерес и	2	1
1147	с человеческим	1	1
1148	выражена в	1	1
1149	на эти	2	1
1150	закона и	1	1
1151	самого себя	1	1
1152	ясно как	1	1
1153	что также	1	1
1154	в применении	1	1
1155	более важную	1	1
1156	глаза и	1	1
1157	формы в	1	1
1158	эмоции не	1	1
1159	думается что	1	1
1160	недостаточно и	1	1
1161	с презрением	1	1
1162	личности ни	1	1
1163	которое может	1	1
1164	так например	3	1
1165	представлений о	2	1
1166	приближения к	1	1
1167	но эти	3	1
1168	в кровь	1	1
1169	выросла в	1	1
1170	история при	1	1
1171	в день	1	1
1172	бы мир	1	1
1173	отдельно от	1	1
1174	ни слова	1	1
1175	всей ее	1	1
1176	по европе	3	1
1177	далее я	1	1
1178	мыслится как	1	1
1179	видит его	1	1
1180	о великой	1	1
1181	люди и	1	1
1182	его именно	1	1
1183	а напротив	1	1
1184	и значение	1	1
1185	роль но	1	1
1186	всемирной истории	2	1
1187	планы и	1	1
1188	видели его	1	1
1189	достижению цели	2	1
1190	происходит не	1	1
1191	участвует в	1	1
1192	что весь	1	1
1193	этого в	1	1
1194	приближаемся к	1	1
1195	и умирает	1	1
1196	ведет к	3	1
1197	нота в	1	1
1198	конечном счете	4	1
1199	его собственное	1	1
1200	между прочим	1	1
1201	не сказано	1	1
1202	давно уже	2	1
1203	принцип который	1	1
1204	начинается с	1	1
1205	нет оно	1	1
1206	показал что	1	1
1207	мир а	2	1
1208	мысли о	1	1
1209	одновременно и	2	1
1210	спускается в	1	1
1211	подлинный смысл	1	1
1212	дома и	1	1
1213	его все	1	1
1214	победу над	1	1
1215	борис годунов	1	1
1216	идею как	1	1
1217	за ней	1	1
1218	тогда в	1	1
1219	он вполне	1	1
1220	весьма существенным	1	1
1221	принцип построения	1	1
1222	вечную идею	1	1
1223	мира сего	1	1
1224	с каких	1	1
1225	казалось бы	4	1
1226	после его	1	1
1227	всякого рода	2	1
1228	а вместе	1	1
1229	бога есть	2	1
1230	г в	2	1
1231	при полном	1	1
1232	умирает в	1	1
1233	у которых	1	1
1234	и неизменно	1	1
1235	еще от	1	1
1236	для автора	4	1
1237	личности не	2	1
1238	в центр	1	1
1239	к другой	1	1
1240	первым и	1	1
1241	из других	2	1
1242	лик на	1	1
1243	века в	1	1
1244	можно считать	1	1
1245	или вернее	1	1
1246	свои личные	1	1
1247	вне его	1	1
1248	применении к	1	1
1249	которой он	2	1
1250	вся вселенная	1	1
1251	и конечное	1	1
1252	нас и	1	1
1253	пустого и	1	1
1254	входит в	1	1
1255	имеет в	2	1
1256	в моменты	1	1
1257	христианской мифологии	1	1
1258	через нее	1	1
1259	все свои	1	1
1260	часто в	1	1
1261	любят и	1	1
1262	роскоши и	1	1
1263	другом в	2	1
1264	построения в	1	1
1265	можно встретить	1	1
1266	его сердце	1	1
1267	к своей	1	1
1268	теперь перед	1	1
1269	внешнего и	1	1
1270	поэтому мы	1	1
1271	мне что	1	1
1272	когда весь	1	1
1273	невозможно не	1	1
1274	оно так	1	1
1275	жить это	1	1
1276	приходит к	4	1
1277	ценности и	1	1
1278	его движения	1	1
1279	бытие на	1	1
1280	душе его	1	1
1281	истории по	1	1
1282	душу и	1	1
1283	бы меня	1	1
1284	глубину и	1	1
1285	имеют для	1	1
1286	христа на	1	1
1287	жизнь во	1	1
1288	и мирного	1	1
1289	понять в	1	1
1290	перед ним	1	1
1291	но этот	2	1
1292	друг на	1	1
1293	отношения и	1	1
1294	личности он	2	1
1295	и новая	1	1
1296	но ни	1	1
1297	живой жизни	2	1
1298	вообще и	1	1
1299	совершенно ясна	1	1
1300	бога и	3	1
1301	у себя	1	1
1302	на наших	1	1
1303	с самим	1	1
1304	идея в	1	1
1305	основан на	1	1
1306	тезис о	1	1
1307	него не	1	1
1308	для всей	1	1
1309	том чтобы	1	1
1310	образом как	1	1
1311	область мифа	1	1
1312	человек совершает	1	1
1313	как борьба	1	1
1314	как от	1	1
1315	входят в	1	1
1316	при виде	1	1
1317	те и	1	1
1318	и вдруг	1	1
1319	не одно	1	1
1320	не похоже	1	1
