N	2gram	Potebnia_M	slovoVRo
127	в самом	11	8
128	для нас	40	8
129	не на	1	8
130	не могут	7	8
131	может стать	3	8
132	зависимости от	1	8
133	в поэтическом	2	8
134	язык не	6	8
135	для понимания	5	8
136	с этим	12	8
137	в предмете	1	8
138	языка но	1	8
139	человека в	2	8
140	чужого языка	1	8
141	всяком случае	3	8
142	входит в	3	8
143	в одной	1	8
144	человека и	8	8
145	на мир	2	8
146	они могут	2	8
147	в ней	11	8
148	во всем	2	7
149	от него	2	7
150	же и	3	7
151	еще более	1	7
152	но все	2	7
153	о нем	1	7
154	например в	9	7
155	том что	28	7
156	слова к	1	7
157	перед нами	3	7
158	сливается с	2	7
159	но здесь	1	7
160	известной степени	1	7
161	значительной степени	2	7
162	но именно	1	7
163	слово и	4	7
164	здесь не	1	7
165	друг друга	6	7
166	того же	5	7
167	слова от	3	7
168	по преимуществу	1	7
169	о слове	2	7
170	у него	3	7
171	не было	12	7
172	связи с	6	7
173	и непосредственно	1	7
174	в таком	6	7
175	мы уже	5	7
176	его не	2	7
177	за пределы	2	7
178	с которым	3	7
179	жизни и	3	7
180	в целом	5	7
181	что в	30	6
182	и здесь	3	6
183	вне себя	3	6
184	даже в	3	6
185	в одном	4	6
186	ни в	2	6
187	другой стороны	4	6
188	по себе	26	6
189	и язык	2	6
190	именно в	5	6
191	себя и	4	6
192	большей или	1	6
193	языка то	1	6
194	можно сказать	4	6
195	по своим	1	6
196	в свою	6	6
197	говорить о	6	6
198	и там	1	6
199	слово не	6	6
200	xix века	1	6
201	бы и	4	6
202	а также	1	6
203	мира и	1	6
204	единство и	2	6
205	хотя бы	3	6
206	между тем	19	6
207	и слова	4	6
208	стороны и	1	6
209	к языку	1	6
210	или меньшей	1	6
211	он в	1	6
212	которые в	1	6
213	ничего не	1	6
214	должна быть	2	5
215	и при	5	5
216	не как	3	5
217	и чисто	1	5
218	в результате	1	5
219	к его	2	5
220	по отношению	12	5
221	вместе с	22	5
222	не менее	9	5
223	о том	7	5
224	но оно	6	5
225	его и	1	5
226	не является	1	5
227	в данном	3	5
228	и более	4	5
229	вне его	1	5
230	мы не	17	5
231	для того	8	5
232	только на	4	5
233	прозы в	1	5
234	речи в	1	5
235	той же	6	5
236	отношению к	10	5
237	со словом	6	5
238	но он	3	5
239	между этими	1	5
240	в поэзии	4	5
241	уже в	10	5
242	хотя и	3	5
243	этом отношении	2	5
244	стремится к	3	5
245	с их	1	5
246	слова не	2	5
247	как его	1	5
248	или даже	1	5
249	и проч	25	5
250	должен быть	1	5
251	в других	3	5
252	особенно в	1	5
253	в каждом	6	5
254	а как	2	5
255	слова с	4	5
256	не знает	4	5
257	и может	4	5
258	не с	4	5
259	и сам	1	5
260	меньшей степени	1	5
261	и языка	1	5
262	и по	5	5
263	для этого	1	5
264	до сих	4	4
265	мы найдем	1	4
266	оно и	1	4
267	языке и	4	4
268	оно было	1	4
269	в большей	3	4
270	в другой	3	4
271	те же	6	4
272	не столько	2	4
273	в виду	1	4
274	влияние на	3	4
275	среди других	1	4
276	и самая	1	4
277	если бы	20	4
278	слово может	7	4
279	отношения к	2	4
280	и другим	2	4
281	его на	3	4
282	что он	8	4
283	влияния на	2	4
284	от его	2	4
285	так же	6	4
286	языка или	1	4
287	которая не	2	4
288	на первый	1	4
289	к тому	9	4
290	зрения и	2	4
291	друг с	1	4
292	художественный образ	2	4
293	поэзии и	8	4
294	того чтобы	5	4
295	сознание и	5	4
296	все свои	2	4
297	но эти	1	4
298	тогда когда	20	4
299	и слово	6	4
300	те или	1	4
301	именно на	2	4
302	с этой	2	4
303	в различных	2	4
304	в чем	6	4
305	свою очередь	6	4
306	и формы	1	4
307	и во	1	4
308	своем языке	2	4
309	в известной	3	4
310	эти категории	1	4
311	с этими	1	4
312	он может	2	4
313	и речи	1	4
314	в свой	2	4
315	однако в	1	4
316	на предмет	2	4
317	связано с	2	4
318	этой категории	1	4
319	но это	9	4
320	в системе	2	4
321	его как	3	4
322	из них	11	4
323	того что	24	4
324	формы и	2	4
325	он должен	2	4
326	несколько слов	2	4
327	лишь тогда	5	4
328	все его	2	4
329	что оно	12	4
330	одной из	3	4
331	том же	2	4
332	быть только	5	4
333	смысле в	3	4
334	что и	16	4
335	чем он	1	4
336	в виде	3	4
337	в которой	9	4
338	даже на	1	4
339	здесь как	3	4
340	это слово	6	4
341	и как	8	4
342	так в	4	4
343	следовательно и	2	4
344	в себя	1	4
345	с другом	1	4
346	из одного	3	4
347	сих пор	4	4
348	но конечно	1	4
349	уже сказали	1	4
350	с образом	1	4
351	может иметь	1	4
352	но как	2	4
353	в прямой	1	4
354	как предмет	2	4
355	эти слова	2	4
356	с языком	3	4
357	одним словом	3	4
358	одно и	7	4
359	не были	4	4
360	говорящего и	3	4
361	из него	4	4
362	или как	1	4
363	и о	6	4
364	в понимании	1	4
365	вообще не	1	4
366	всех сторон	3	4
367	образом в	4	4
368	не всегда	5	4
369	языка с	2	4
370	бы ни	6	4
371	очень трудно	1	4
372	и ее	1	4
373	есть как	1	4
374	мы видели	5	4
375	он пользуется	1	3
376	собственном смысле	2	3
377	все что	4	3
378	из многих	3	3
379	и самое	3	3
380	еще раз	2	3
381	даны в	1	3
382	и поэтическое	1	3
383	поэтическом произведении	1	3
384	же слово	2	3
385	самого предмета	2	3
386	речи но	1	3
387	его с	3	3
388	эта идея	1	3
389	говорит и	1	3
390	в разных	4	3
391	от нас	4	3
392	в форме	2	3
393	и то	13	3
394	нас в	3	3
395	в связи	1	3
396	в более	4	3
397	самом предмете	1	3
398	в первом	5	3
399	с таким	3	3
400	ближайшим образом	3	3
401	по всей	1	3
402	тем что	13	3
403	или на	2	3
404	в корне	1	3
405	в собственном	3	3
406	в одно	8	3
407	жизни в	1	3
408	где она	1	3
409	правда не	1	3
410	предмета и	2	3
411	человеке и	2	3
412	этот процесс	1	3
413	от этого	2	3
414	действительности в	1	3
415	отличается от	1	3
416	со всех	3	3
417	было бы	16	3
418	говорящего как	1	3
419	связана с	1	3
420	языка от	1	3
421	как это	1	3
422	не должно	1	3
423	все слова	1	3
424	из себя	3	3
425	не могло	3	3
426	на которые	1	3
427	в этой	3	3
428	людей и	2	3
429	целый ряд	2	3
430	и до	2	3
431	как оно	2	3
432	и вообще	4	3
433	в эту	4	3
434	глубокое и	1	3
435	без всякого	2	3
436	если мы	2	3
437	произведения и	1	3
438	такая же	2	3
439	на него	3	3
440	слове как	2	3
441	входят в	3	3
442	в сознании	36	3
443	но эта	3	3
444	этого слова	14	3
445	внутренней речи	1	3
446	на котором	4	3
447	вносит в	2	3
448	они были	1	3
449	и следует	2	3
450	с каким	3	3
451	своим предметом	1	3
452	которого он	1	3
453	в свое	2	3
454	или наоборот	2	3
455	ни с	1	3
456	должно быть	9	3
457	время и	2	3
458	и заставляет	1	3
459	на том	1	3
460	остаются в	2	3
461	слово до	1	3
462	от языка	1	3
463	не знаем	5	3
464	них и	1	3
465	речь но	1	3
466	не была	1	3
467	чем в	2	3
468	внутреннюю форму	8	3
469	входить в	1	3
470	дело в	1	3
471	сама по	3	3
472	тому что	6	3
473	с одним	3	3
474	в стороне	1	3
475	и без	9	3
476	языка может	1	3
477	возможно и	1	3
478	не есть	24	3
479	на все	3	3
480	того и	2	3
481	между собой	1	3
482	в новом	2	3
483	нисколько не	1	3
484	это было	3	3
485	но уже	2	3
486	и это	6	3
487	быть очень	1	3
488	не все	5	3
489	как слово	4	3
490	в данную	1	3
491	к слову	3	3
492	может и	1	3
493	в такой	2	3
494	потому что	82	3
495	следовательно в	1	3
496	и тем	8	3
497	во второй	1	3
498	из этих	10	3
499	в устах	1	3
500	но она	1	3
501	конечно в	1	3
502	тем и	5	3
503	и вне	1	3
504	в стройную	1	3
505	лишь как	1	3
506	в нее	5	3
507	его так	1	3
508	всей вероятности	1	3
509	к этому	3	3
510	данном случае	3	3
511	к новому	1	3
512	процессе его	1	3
513	степени и	1	3
514	себя то	1	3
515	как для	1	3
516	мы наблюдаем	1	2
517	науки о	1	2
518	могут иметь	1	2
519	поэзии но	1	2
520	та же	3	2
521	за ним	4	2
522	от необходимости	1	2
523	в последнем	4	2
524	как с	1	2
525	которая в	1	2
526	эти три	1	2
527	и глубины	1	2
528	есть от	2	2
529	был бы	2	2
530	степени от	1	2
531	этой способности	1	2
532	есть для	7	2
533	к действительности	1	2
534	тем как	4	2
535	связанное с	3	2
536	о формах	1	2
537	нашего времени	2	2
538	которое может	1	2
539	как он	1	2
540	том и	1	2
541	действия этой	2	2
542	на которую	2	2
543	каждом шагу	1	2
544	связанная с	3	2
545	связь с	4	2
546	языков как	1	2
547	его словесного	1	2
548	довольно редки	1	2
549	все то	3	2
550	языка без	2	2
551	с такими	1	2
552	ни о	3	2
553	заключается в	2	2
554	этот элемент	1	2
555	например и	2	2
556	то время	7	2
557	в жизни	1	2
558	для сознания	5	2
559	как о	3	2
560	а именно	1	2
561	что говорят	1	2
562	этим в	1	2
563	на себе	3	2
564	языки как	1	2
565	можно утверждать	1	2
566	эти условия	1	2
567	да и	2	2
568	не нужно	1	2
569	из которого	1	2
570	в известном	1	2
571	на каждом	1	2
572	слове и	6	2
573	но мы	3	2
574	в язык	1	2
575	не меньше	1	2
576	себя от	2	2
577	по своему	2	2
578	языка мы	3	2
579	и могут	1	2
580	разных языках	1	2
581	перестает быть	5	2
582	это и	2	2
583	то что	37	2
584	в котором	7	2
585	его отношение	1	2
586	отнести к	1	2
587	на языке	2	2
588	он был	1	2
589	нас и	1	2
590	языка язык	2	2
591	то и	10	2
592	в течение	2	2
593	только как	9	2
594	в двух	1	2
595	явления и	2	2
596	оно как	1	2
597	из его	1	2
598	речи не	1	2
599	к своей	2	2
600	время в	3	2
601	и т.п	1	2
602	этим определяются	1	2
603	слова при	3	2
604	но они	1	2
605	на пути	2	2
606	самого слова	2	2
607	а между	6	2
608	в сочетании	1	2
609	ее с	2	2
610	рано или	2	2
611	кажется нам	1	2
612	чем не	1	2
613	он есть	1	2
614	как например	2	2
615	это единство	2	2
616	но этот	2	2
617	несмотря на	2	2
618	в прошлом	1	2
619	принадлежащих к	1	2
620	к ним	3	2
621	и связанное	1	2
622	по ней	1	2
623	нет и	2	2
624	его художественного	1	2
625	во всякой	1	2
626	в сфере	1	2
627	одном слове	1	2
628	и философии	1	2
629	предмета в	2	2
630	в образе	4	2
631	в нашем	1	2
632	что все	5	2
633	восприятием и	1	2
634	не умеет	1	2
635	его для	1	2
636	есть только	9	2
637	каждое из	2	2
638	есть к	3	2
639	а следовательно	1	2
640	у них	1	2
641	самого поэта	1	2
642	в толпе	1	2
643	не из	4	2
644	то или	2	2
645	или вовсе	3	2
646	в ее	3	2
647	чтобы понять	1	2
648	проза рождается	1	2
649	на них	2	2
650	своего развития	1	2
651	от всякого	1	2
652	самое слово	4	2
653	не знают	1	2
654	глядя на	2	2
655	такой степени	5	2
656	одного из	1	2
657	слова для	4	2
658	только не	5	2
659	мы видим	3	2
660	с человеком	1	2
661	не образ	2	2
662	в прямом	1	2
663	не можем	8	2
664	гораздо сложнее	1	2
665	на язык	1	2
666	того как	10	2
667	от действительности	1	2
668	в художественной	1	2
669	что уже	2	2
670	как отношение	1	2
671	ни было	2	2
672	слов в	6	2
673	между различными	1	2
674	образ в	2	2
675	таком же	1	2
676	тем не	7	2
677	как у	2	2
678	и за	1	2
679	есть в	6	2
680	еще слишком	1	2
681	из своих	1	2
682	что для	5	2
683	на самом	4	2
684	у нас	2	2
685	с умом	1	2
686	слова а	1	2
687	иметь место	1	2
688	и есть	4	2
689	слова есть	3	2
690	и говорящий	1	2
691	в таких	4	2
692	бы только	1	2
693	без всяких	1	2
694	п но	1	2
695	на разных	2	2
696	от всех	1	2
697	этого не	3	2
698	ее от	2	2
699	слова которые	1	2
700	слова например	1	2
701	или иначе	1	2
702	что она	4	2
703	как увидим	1	2
704	и эта	2	2
705	что не	12	2
706	это возможно	1	2
707	где нет	1	2
708	что язык	5	2
709	не остается	1	2
710	говорить на	1	2
711	в какой	3	2
712	между ними	4	2
713	то в	1	2
714	и само	1	2
715	время как	3	2
716	этого предмета	1	2
717	в области	3	2
718	понимание и	1	2
719	словом как	2	2
720	а его	1	2
721	и со	1	2
722	остановимся на	1	2
723	и оно	3	2
724	значение как	1	2
725	об этом	4	2
726	что как	4	2
727	что они	2	2
728	ему не	2	2
729	однако не	1	2
730	к одному	7	2
731	могли бы	3	2
732	п и	1	2
733	мы можем	13	2
734	и эти	1	2
735	а с	4	2
736	если оно	1	2
737	вообще в	1	2
738	с самого	1	2
739	для развития	3	2
740	в своих	2	2
741	и затем	3	2
742	в самых	1	2
743	или поздно	2	2
744	определенности и	2	2
745	нашего сознания	1	2
746	слова так	2	2
747	и между	4	2
748	не один	2	2
749	к образу	1	2
750	так что	14	2
751	и этой	1	2
752	других случаях	2	2
753	слова но	3	2
754	ничего нового	1	2
755	нужно сказать	1	2
756	и та	5	2
757	другой язык	1	2
758	пор не	2	2
759	и что	13	2
760	не могла	2	2
761	можно было	1	2
762	действительность но	1	2
763	иметь в	2	2
764	в начале	3	2
765	или его	1	2
766	факт что	1	2
767	этих случаях	1	2
768	это может	1	2
769	значение и	1	2
770	только о	2	2
771	и той	4	2
772	к ней	7	2
773	первом случае	2	2
774	главным образом	1	2
775	друг другу	2	2
776	сказать в	1	2
777	произведения не	2	2
778	сам в	1	2
779	наоборот в	2	2
780	них не	4	2
781	не исчерпываются	1	2
782	место в	4	2
783	столь же	8	2
784	же в	3	2
785	бы быть	3	2
786	д можно	1	2
787	взаимного понимания	1	2
788	на то	6	2
789	и только	5	2
790	независимо от	10	2
791	важную роль	1	2
792	и обратно	1	2
793	в один	4	2
794	есть не	9	2
795	на ту	1	2
796	однако на	1	2
797	не к	4	2
798	и идея	1	2
799	меньше чем	1	2
800	от силы	1	1
801	поэтического произведения	2	1
802	с которой	2	1
803	время было	1	1
804	ведет к	1	1
805	речи то	1	1
806	какого бы	1	1
807	не мешает	1	1
808	человек может	2	1
809	особенности и	1	1
810	а потому	8	1
811	нельзя себе	1	1
812	которой все	1	1
813	не заключено	1	1
814	однако с	1	1
815	в душе	17	1
816	понимания не	1	1
817	слагаясь в	1	1
818	мир не	1	1
819	к другу	1	1
820	в тени	2	1
821	с этою	2	1
822	выделить и	1	1
823	таковы например	1	1
824	разложение и	1	1
825	друг к	1	1
826	бы она	2	1
827	на жизнь	1	1
828	и должны	1	1
829	представить себе	5	1
830	со всем	1	1
831	объективного и	1	1
832	бы то	2	1
833	предметы и	1	1
834	себе представить	4	1
835	если в	2	1
836	языка слово	1	1
837	которые не	1	1
838	или только	2	1
839	исходя из	1	1
840	творчества в	1	1
841	к художественному	1	1
842	своего собственного	1	1
843	до него	2	1
844	образа в	4	1
845	он как	2	1
846	ровно ничего	1	1
847	словом то	1	1
848	как один	1	1
849	и имеет	1	1
850	для себя	3	1
851	имеет все	2	1
852	их если	1	1
853	его содержание	1	1
854	образа и	6	1
855	с миром	1	1
856	бы невозможно	3	1
857	но язык	2	1
858	языков на	1	1
859	его за	2	1
860	и прочно	1	1
861	силы на	1	1
862	слове а	1	1
863	он видит	1	1
864	мы чувствуем	1	1
865	свою мысль	2	1
866	которым они	1	1
867	этого мало	1	1
868	или нет	1	1
869	слово бывшее	1	1
870	слова поэтому	1	1
871	никак не	3	1
872	мысли и	8	1
873	и предмет	1	1
874	передается и	1	1
875	но тем	4	1
876	какой бы	1	1
877	мы замечаем	1	1
878	из которых	1	1
879	разве только	2	1
880	на таких	1	1
881	и говорить	2	1
882	в действии	1	1
883	если нет	1	1
884	находятся в	3	1
885	потому не	1	1
886	науке и	1	1
887	и слов	1	1
888	одно из	6	1
889	и об	1	1
890	явления с	1	1
891	чтобы их	1	1
892	то с	1	1
893	говорить что	1	1
894	именно эти	2	1
895	сводится к	1	1
896	человека если	1	1
897	но всякое	1	1
898	без него	3	1
899	признаков но	1	1
900	но что	4	1
901	и такое	3	1
902	конкретности и	1	1
903	что слово	13	1
904	варваров и	1	1
905	целом как	1	1
906	вопрос об	2	1
907	должен был	2	1
908	и приобретает	1	1
909	порядок и	1	1
910	от их	1	1
911	произведение и	1	1
912	в настоящем	1	1
913	и он	1	1
914	так или	2	1
915	а напротив	2	1
916	сами по	3	1
917	и значение	2	1
918	но только	3	1
919	себе то	1	1
920	и еще	1	1
921	мы понимаем	1	1
922	вещь и	1	1
923	до этого	2	1
924	оно ни	2	1
925	задача истории	1	1
926	такими же	1	1
927	которой оно	2	1
928	и навсегда	1	1
929	от своего	2	1
930	изучать слово	1	1
931	его собственная	1	1
932	равно как	2	1
933	кто говорит	1	1
934	и степень	2	1
935	о самом	1	1
936	мы говорим	2	1
937	мы называем	2	1
938	участвует в	1	1
939	определений и	1	1
940	в мыслях	1	1
941	в некотором	2	1
942	которое по	1	1
943	произведений искусства	2	1
944	форму и	1	1
945	встречаются и	1	1
946	с общим	2	1
947	влиянию на	1	1
948	обращается к	2	1
949	и иначе	1	1
950	систему и	1	1
951	если они	1	1
952	это общее	1	1
953	с высоты	2	1
954	принадлежат к	1	1
955	но самое	2	1
956	которая кажется	1	1
957	самому и	1	1
958	на известную	1	1
959	относящиеся к	1	1
960	относятся к	2	1
961	может получить	1	1
962	когда это	1	1
963	можно оставаться	1	1
964	слово к	1	1
965	его сознании	1	1
966	таких которые	1	1
967	которые через	1	1
968	что по	4	1
969	предмет и	2	1
970	слово но	1	1
971	выражения и	1	1
972	языка является	1	1
973	слово рождается	1	1
974	не вносит	1	1
975	словом так	1	1
976	слов а	2	1
977	в которых	5	1
978	нужно чтобы	1	1
979	в зародыше	3	1
980	только для	3	1
981	души в	2	1
982	бы не	6	1
983	один ряд	1	1
984	здесь может	1	1
985	поэтического значения	1	1
986	значение не	4	1
987	из языка	1	1
988	о котором	2	1
989	от поэзии	1	1
990	от того	10	1
991	предмету но	1	1
992	гораздо труднее	1	1
993	со стороны	4	1
994	к своим	1	1
995	в это	2	1
996	и разных	1	1
997	ставим в	1	1
998	эта последняя	4	1
999	моментов слова	1	1
1000	всей своей	1	1
1001	может находиться	2	1
1002	к другому	3	1
1003	него поэтому	1	1
1004	отдельных слов	1	1
1005	только теперь	1	1
1006	самом языке	1	1
1007	по крайней	8	1
1008	на одном	2	1
1009	действительности а	1	1
1010	я говорю	1	1
1011	тесной связи	2	1
1012	самое содержание	1	1
1013	свое время	1	1
1014	входящее в	1	1
1015	действительность и	2	1
1016	исчерпываются все	1	1
1017	влечет за	1	1
1018	каждый из	1	1
1019	только одно	1	1
1020	другим как	1	1
1021	образом лица	1	1
1022	нет ничего	2	1
1023	ли они	1	1
1024	ни понимать	1	1
1025	одного и	2	1
1026	безразличны для	1	1
1027	хотя может	1	1
1028	сложившихся в	1	1
1029	то он	2	1
1030	слово например	1	1
1031	чем же	1	1
1032	не существует	5	1
1033	и было	1	1
1034	может создать	1	1
1035	в действительности	7	1
1036	далее и	2	1
1037	как та	2	1
1038	что мы	16	1
1039	к изучению	1	1
1040	видим что	1	1
1041	в очень	1	1
1042	представим себе	1	1
1043	раз и	1	1
1044	говорить не	1	1
1045	нет своего	1	1
1046	как одно	1	1
1047	образа до	2	1
1048	всяких формальных	1	1
1049	поэтического и	1	1
1050	до настоящего	1	1
1051	нем так	1	1
1052	значение этого	1	1
1053	и если	4	1
1054	мире а	1	1
1055	можно лишь	1	1
1056	двух лиц	1	1
1057	заключено в	1	1
1058	получают в	1	1
1059	сложности и	1	1
1060	чем они	1	1
1061	это только	2	1
1062	с какою	5	1
1063	есть таких	1	1
1064	быть не	4	1
1065	формы его	1	1
1066	его собственной	1	1
1067	наших слов	1	1
1068	и содержание	2	1
1069	где не	1	1
1070	лицо в	1	1
1071	с другим	2	1
1072	а может	2	1
1073	которыми он	1	1
1074	а через	1	1
1075	значений и	1	1
1076	может ни	1	1
1077	одной и	6	1
1078	форму слова	2	1
1079	можем судить	1	1
1080	для нее	1	1
1081	между двумя	5	1
1082	себя не	1	1
1083	соответствующие категории	1	1
1084	оно так	1	1
1085	только один	3	1
1086	то все	1	1
1087	чего не	1	1
1088	из своего	1	1
1089	увидим что	2	1
1090	с важностью	2	1
1091	приводит в	1	1
1092	таким путем	2	1
1093	сливаясь с	1	1
1094	и почувствовать	1	1
1095	слово только	2	1
1096	человека до	2	1
1097	и наиболее	1	1
1098	на основании	1	1
1099	развития и	1	1
1100	тень на	1	1
1101	превращается в	3	1
1102	времени и	2	1
1103	слова необходимо	1	1
1104	более и	1	1
1105	она берет	1	1
1106	его по	1	1
1107	не отдает	1	1
1108	а только	7	1
1109	словами есть	1	1
1110	словом от	1	1
1111	языка нужно	1	1
1112	и определенности	1	1
1113	что современные	1	1
1114	в обществе	1	1
1115	образом даже	1	1
1116	знает что	1	1
1117	художественного произведения	6	1
1118	всего что	1	1
1119	здесь от	1	1
1120	и непосредственность	1	1
1121	значение во	1	1
1122	или вводит	1	1
1123	как на	6	1
1124	человек при	1	1
1125	между людьми	2	1
1126	словом поэтому	1	1
1127	и делается	1	1
1128	вообще и	2	1
1129	не теряют	1	1
1130	оно с	1	1
1131	для поэтического	1	1
1132	она видит	1	1
1133	и широко	1	1
1134	может правда	1	1
1135	ним но	1	1
1136	слово принадлежит	1	1
1137	сознания внутренней	1	1
1138	в народную	1	1
1139	анализа в	1	1
1140	же язык	1	1
1141	наша речь	1	1
1142	словами и	1	1
1143	затем в	1	1
1144	необходимо признать	1	1
1145	она ни	1	1
1146	говорящему и	1	1
1147	начиная с	1	1
1148	знающего только	1	1
1149	сознания но	1	1
1150	прозаического мышления	1	1
1151	самого говорящего	1	1
1152	форма и	1	1
1153	сложнее и	1	1
1154	быть в	1	1
1155	невозможно так	1	1
1156	с нею	5	1
1157	можно понимать	1	1
1158	в переводе	1	1
1159	находится в	5	1
1160	образ предмета	2	1
1161	есть по	1	1
1162	того который	1	1
1163	с лицами	1	1
1164	двух линий	1	1
1165	лишится своего	1	1
1166	то она	1	1
1167	этим языком	1	1
1168	если образ	1	1
1169	язык во	1	1
1170	как все	1	1
1171	а это	2	1
1172	на этот	1	1
1173	действительности и	3	1
1174	не поймет	1	1
1175	который в	2	1
1176	можем сказать	1	1
1177	еще дальше	1	1
1178	и внутренняя	1	1
1179	в высокой	1	1
1180	но если	2	1
1181	он сам	2	1
1182	трудно решить	1	1
1183	и именно	1	1
1184	от них	4	1
1185	в противном	1	1
1186	образом или	1	1
1187	где бы	1	1
1188	заключается именно	1	1
1189	человеку и	1	1
1190	что даже	5	1
1191	сама она	1	1
1192	не переходит	1	1
1193	и силу	1	1
1194	казаться что	1	1
1195	событием и	1	1
1196	и после	2	1
1197	самого образа	1	1
1198	от степени	1	1
1199	одно лицо	1	1
1200	к ее	1	1
1201	входящих в	2	1
1202	очень ограниченного	1	1
1203	языка к	1	1
1204	необходимы как	1	1
1205	мы еще	1	1
1206	слова ни	1	1
1207	в самой	1	1
1208	мертвым и	1	1
1209	ними в	3	1
1210	из слова	1	1
1211	который они	1	1
1212	крайней мере	8	1
1213	своего смысла	1	1
1214	но сама	1	1
1215	тот же	2	1
1216	истории языка	1	1
1217	мог бы	1	1
1218	живое слово	1	1
1219	всего своего	1	1
1220	его можно	1	1
1221	распространена и	1	1
1222	человека но	1	1
1223	гораздо более	1	1
1224	единство в	1	1
1225	того о	1	1
1226	было состояние	1	1
1227	формы не	1	1
1228	вводит его	1	1
1229	на предметы	1	1
1230	обо мне	1	1
1231	себе оно	1	1
1232	его собственного	1	1
1233	она имеет	1	1
1234	сознание может	1	1
1235	в самую	1	1
1236	не принадлежат	1	1
1237	видели что	1	1
1238	стоит на	1	1
1239	не зная	1	1
1240	и развивается	1	1
1241	но на	2	1
1242	и получает	2	1
1243	есть процесс	2	1
1244	явления которые	1	1
1245	том чтобы	4	1
1246	например из	1	1
1247	и столь	1	1
1248	у гоголя	1	1
1249	ничем не	1	1
1250	так можно	1	1
1251	требует такой	1	1
1252	шагу в	1	1
1253	в систему	2	1
1254	менее в	1	1
1255	так слово	3	1
1256	нет ни	2	1
1257	только по	5	1
1258	словом не	2	1
1259	слова является	1	1
1260	о человеке	5	1
1261	мысли то	5	1
1262	зависит от	7	1
1263	не отделяется	1	1
1264	в первый	1	1
1265	о значении	2	1
1266	для перехода	1	1
1267	очень далеко	1	1
1268	и вот	1	1
1269	притом не	2	1
1270	сознание в	1	1
1271	в состоянии	5	1
1272	нечто уже	1	1
1273	связи между	1	1
1274	мы читаем	1	1
1275	первый раз	1	1
1276	что различные	2	1
1277	и разнородные	1	1
1278	тени и	1	1
1279	что мир	1	1
1280	образ а	2	1
1281	проявляется в	2	1
1282	рядом со	1	1
1283	признать что	2	1
1284	или с	2	1
1285	из моментов	1	1
1286	его произведения	1	1
1287	него самого	3	1
1288	переход к	1	1
1289	к истории	1	1
1290	меняются и	1	1
1291	применяем к	1	1
1292	что при	3	1
1293	рождается в	1	1
1294	что так	1	1
1295	души и	2	1
1296	п язык	1	1
1297	ему только	2	1
1298	значение его	2	1
1299	форму в	1	1
1300	его внутренняя	2	1
1301	этих слов	2	1
1302	а предмет	1	1
1303	же внутренняя	1	1
1304	самое в	1	1
1305	сознания и	2	1
1306	его сознание	2	1
1307	невозможно без	2	1
1308	вне языка	1	1
1309	третье лицо	1	1
