N	2gram	Bakhtin_Fr	VerxiiNi
99	и от	6	4
100	не может	9	4
101	что все	4	4
102	на этот	4	4
103	в виде	1	4
104	в то	17	4
105	и только	2	4
106	в нем	20	4
107	во время	15	4
108	в так	1	4
109	и другие	5	3
110	с этой	1	3
111	и при	2	3
112	при этом	5	3
113	для него	4	3
114	из всех	1	3
115	что это	4	3
116	тем не	1	3
117	и если	3	3
118	в качестве	5	3
119	в результате	5	3
120	связывается с	1	3
121	и даже	6	3
122	если бы	2	3
123	в которой	1	3
124	на нее	1	3
125	с самого	3	3
126	в таком	2	3
127	случае не	1	3
128	в связи	5	3
129	ясно что	1	3
130	и как	7	3
131	же как	4	3
132	если в	3	3
133	не менее	4	3
134	к концу	2	3
135	и таким	1	3
136	в других	2	3
137	можно сказать	4	3
138	но с	1	3
139	хотя бы	2	3
140	в значительной	2	3
141	так что	1	3
142	у них	2	3
143	когда он	2	3
144	в одном	7	3
145	и те	1	3
146	не вполне	1	3
147	сознание своей	1	3
148	в рамках	1	3
149	к ним	2	3
150	и о	8	3
151	отношению к	1	3
152	в своем	13	3
153	уже не	1	3
154	подойти к	1	3
155	в народном	3	3
156	к этому	4	3
157	конце концов	1	3
158	того что	4	3
159	связан с	2	2
160	все что	3	2
161	для всех	4	2
162	один из	6	2
163	и здесь	6	2
164	ему в	1	2
165	и на	12	2
166	связанных с	6	2
167	иной характер	1	2
168	на небе	3	2
169	благодаря этому	3	2
170	по тому	2	2
171	и сейчас	2	2
172	свидетельствует о	1	2
173	к одной	2	2
174	и люди	1	2
175	уже в	1	2
176	тогда когда	3	2
177	национальный характер	1	2
178	добра и	1	2
179	утверждать что	1	2
180	этом отношении	7	2
181	что большинство	1	2
182	те же	1	2
183	не как	3	2
184	не исчерпывается	1	2
185	прежде всего	19	2
186	из своих	2	2
187	одно из	2	2
188	они в	1	2
189	как от	1	2
190	исторического развития	1	2
191	не могут	3	2
192	различия между	1	2
193	со всеми	6	2
194	в них	12	2
195	связь с	3	2
196	из него	1	2
197	не было	3	2
198	не в	8	2
199	у всех	2	2
200	а также	4	2
201	в виду	2	2
202	в россии	1	2
203	одним из	7	2
204	по существу	4	2
205	творца и	1	2
206	именно в	5	2
207	он один	1	2
208	и связанные	2	2
209	в процессе	1	2
210	принято называть	1	2
211	очень много	1	2
212	между этими	3	2
213	можно назвать	1	2
214	эти черты	1	2
215	положение в	1	2
216	пор еще	2	2
217	народная культура	1	2
218	выход из	1	2
219	одновременно и	4	2
220	в одно	2	2
221	основано на	1	2
222	но когда	1	2
223	по своему	5	2
224	приводит к	1	2
225	на все	4	2
226	только для	4	2
227	в новом	3	2
228	говорили о	1	2
229	о котором	1	2
230	связанный с	2	2
231	ничего общего	1	2
232	в эту	2	2
233	так например	3	2
234	от тела	2	2
235	особенно в	4	2
236	связано с	3	2
237	еще не	5	2
238	во всех	20	2
239	богу и	1	2
240	перестает быть	3	2
241	начиная с	2	2
242	ко всему	3	2
243	выступает в	1	2
244	мы можем	5	2
245	больше чем	2	2
246	людей и	1	2
247	совершенно иной	1	2
248	если не	1	2
249	так называемой	1	2
250	его не	5	2
251	наконец в	1	2
252	надо было	1	2
253	между тем	3	2
254	в свою	1	2
255	значительной мере	1	2
256	из себя	1	2
257	быть и	1	2
258	должна была	1	2
259	связана с	5	2
260	и больше	2	2
261	не могло	3	2
262	и является	1	2
263	тем и	1	2
264	вслед за	1	2
265	и это	5	2
266	ее с	1	2
267	в начале	2	2
268	превращается в	5	2
269	конечно не	5	2
270	же время	14	2
271	но вместе	1	2
272	самого начала	3	2
273	признать что	2	2
274	стихии и	1	2
275	же самое	3	2
276	человек должен	1	2
277	он в	4	2
278	общего с	1	2
279	сказать что	12	2
280	этот путь	2	2
281	которые в	1	2
282	них не	1	2
283	в образе	9	2
284	к которому	1	2
285	в глазах	1	2
286	относится к	3	2
287	или иной	1	2
288	жизни и	11	2
289	но если	1	2
290	в разных	2	2
291	что именно	1	2
292	на то	2	2
293	из этого	5	2
294	с его	11	2
295	время он	1	2
296	от них	1	2
297	и все	18	2
298	для этого	2	2
299	для эпохи	1	2
300	и из	1	2
301	в самой	8	2
302	и особенно	1	2
303	пути к	2	2
304	тот же	4	2
305	и наконец	5	2
306	той или	1	2
307	вплоть до	2	2
308	с того	1	2
309	в другое	3	2
310	мы видели	11	2
311	и сами	1	2
312	души и	1	1
313	в той	2	1
314	он участвовал	1	1
315	и образ	3	1
316	к началу	3	1
317	находим в	3	1
318	которые только	1	1
319	мире и	1	1
320	то в	3	1
321	новое и	1	1
322	связи и	1	1
323	в свое	1	1
324	смерть и	2	1
325	а потому	2	1
326	во втором	3	1
327	видели что	2	1
328	и свободное	1	1
329	то они	1	1
330	в состав	1	1
331	мы видим	6	1
332	в душе	1	1
333	идет к	1	1
334	что с	1	1
335	собой и	1	1
336	можно говорить	2	1
337	и этот	2	1
338	та же	2	1
339	не позволяет	1	1
340	значение в	1	1
341	свою очередь	1	1
342	жизнь это	1	1
343	священное писание	1	1
344	она и	2	1
345	по всем	1	1
346	образы эти	2	1
347	народа в	2	1
348	указывает на	1	1
349	со всем	2	1
350	нельзя сказать	1	1
351	они не	5	1
352	землю и	1	1
353	и музыка	1	1
354	этой области	1	1
355	данном случае	4	1
356	народ не	1	1
357	ни с	2	1
358	дальнейшее развитие	1	1
359	миропорядка и	1	1
360	жить в	1	1
361	известно что	1	1
362	эта особенность	1	1
363	не нужен	1	1
364	первом случае	3	1
365	представляется возможным	1	1
366	части тела	5	1
367	на три	1	1
368	того как	1	1
369	новой жизни	1	1
370	время и	2	1
371	как к	2	1
372	его с	1	1
373	страха перед	4	1
374	из таких	1	1
375	тела на	1	1
376	это не	5	1
377	он как	1	1
378	у другого	1	1
379	мы знаем	1	1
380	эти особенности	2	1
381	сложнее и	2	1
382	он становится	1	1
383	особенно важное	1	1
384	связей с	1	1
385	этом целом	1	1
386	с ним	6	1
387	особенности этого	1	1
388	это уже	1	1
389	на этих	2	1
390	кроме того	11	1
391	которым и	1	1
392	о чем	5	1
393	в сущности	13	1
394	в ее	2	1
395	как раз	5	1
396	и относит	1	1
397	труда и	3	1
398	одном и	1	1
399	явствует что	1	1
400	чем у	1	1
401	которые по	1	1
402	этих слов	2	1
403	что человек	2	1
404	и за	2	1
405	и через	1	1
406	все священное	1	1
407	в честь	1	1
408	сама жизнь	1	1
409	с нашей	1	1
410	участвуют в	2	1
411	у нас	3	1
412	на которой	1	1
413	когда его	1	1
414	это и	10	1
415	два раза	2	1
416	ни в	5	1
417	это слово	1	1
418	вообще можно	1	1
419	то не	1	1
420	другой стороны	2	1
421	эти явления	2	1
422	говорить что	1	1
423	как нечто	1	1
424	сходство между	2	1
425	весь мир	10	1
426	все прочие	1	1
427	основана на	1	1
428	у него	4	1
429	за это	1	1
430	в их	4	1
431	в данном	4	1
432	его в	10	1
433	его тело	1	1
434	совершенно ясно	1	1
435	всех прочих	1	1
436	ощущает в	1	1
437	чем в	1	1
438	их не	1	1
439	в своих	1	1
440	границы между	9	1
441	чтобы в	1	1
442	мире при	1	1
443	это всегда	1	1
444	нам в	2	1
445	в xvii	3	1
446	в разные	1	1
447	в соответствии	1	1
448	самом деле	6	1
449	отправной точкой	1	1
450	оставаясь в	2	1
451	в первом	3	1
452	и некоторые	1	1
453	не замечая	1	1
454	жизни это	1	1
455	тесную связь	1	1
456	от церкви	1	1
457	некоторые другие	1	1
458	виде он	1	1
459	о мире	2	1
460	жизнь в	1	1
461	всех его	1	1
462	в идее	1	1
463	о характере	1	1
464	заключается в	1	1
465	но эта	3	1
466	верха но	1	1
467	которое в	1	1
468	тем что	3	1
469	тела и	14	1
470	и том	1	1
471	значения и	2	1
472	и своего	1	1
473	xvii веке	3	1
474	в сферу	2	1
475	в жизни	4	1
476	отношения к	1	1
477	и другим	2	1
478	характер этого	1	1
479	в корне	2	1
480	о народных	1	1
481	а образ	1	1
482	когда такое	1	1
483	находит себе	1	1
484	как и	19	1
485	женщины и	4	1
486	всех тех	1	1
487	с ними	1	1
488	не чувства	1	1
489	есть тот	1	1
490	их в	2	1
491	вряд ли	1	1
492	притом в	2	1
493	земного шара	1	1
494	а именно	2	1
495	на земле	2	1
496	веры и	1	1
497	нашем смысле	1	1
498	только то	1	1
499	в своей	6	1
500	того вместо	1	1
501	между человеком	2	1
502	и так	1	1
503	состоит из	2	1
504	довольно ярко	1	1
505	выйти из	3	1
506	на эту	3	1
507	на этом	7	1
508	точкой для	1	1
509	как в	4	1
510	стремление к	1	1
511	никто не	1	1
512	мира и	10	1
513	следовательно и	2	1
514	отчасти и	2	1
515	так сказать	2	1
516	а иногда	1	1
517	от этого	2	1
518	танцы и	2	1
519	это убеждение	1	1
520	его уже	1	1
521	один и	1	1
522	то теперь	1	1
523	после того	1	1
524	грехов и	1	1
525	о которых	1	1
526	том как	2	1
527	всего существующего	2	1
528	важное значение	2	1
529	для людей	1	1
530	различие между	1	1
531	в себя	6	1
532	это было	4	1
533	затем появляется	3	1
534	роль в	5	1
535	на его	2	1
536	даже за	1	1
537	при которых	1	1
538	в сторону	2	1
539	и таких	1	1
540	всей своей	2	1
541	в чем	6	1
542	эта связь	4	1
543	жизни на	2	1
544	магии и	1	1
545	разные стороны	1	1
546	культуры в	1	1
547	как общего	1	1
548	человеком и	2	1
549	это тоже	1	1
550	сейчас же	1	1
551	перейти к	1	1
552	как только	1	1
553	и смерть	1	1
554	могло бы	1	1
555	в одной	3	1
556	тем более	3	1
557	казалось бы	2	1
558	что они	3	1
559	перед великим	1	1
560	бы в	5	1
561	не был	1	1
562	другое тело	2	1
563	и смерти	2	1
564	на них	2	1
565	людей в	1	1
566	над миром	5	1
567	с этим	6	1
568	это был	2	1
569	все они	7	1
570	эти дни	2	1
571	нет ничего	1	1
572	и того	1	1
573	даже там	1	1
574	все были	1	1
575	над природой	1	1
576	еще и	6	1
577	сам он	1	1
578	с образом	1	1
579	ни на	1	1
580	что связано	1	1
581	материалом для	1	1
582	человека в	1	1
583	там где	10	1
584	и отчасти	3	1
585	бы и	2	1
586	в уста	2	1
587	на этой	3	1
588	не существует	1	1
589	развенчанные боги	1	1
590	что от	1	1
591	и других	2	1
592	жизни а	1	1
593	и более	1	1
594	впечатлений которые	1	1
595	не могли	1	1
596	да и	2	1
597	священного писания	4	1
598	и пр	1	1
599	представляют себе	1	1
600	отличие от	3	1
601	с народной	1	1
602	жизни он	3	1
603	про него	1	1
604	ставил себе	2	1
605	это связано	1	1
606	на голове	1	1
607	на старый	1	1
608	вернемся к	6	1
609	видим что	2	1
610	эти последние	3	1
611	в очень	1	1
612	было в	2	1
613	каждом из	1	1
614	которой не	1	1
615	до нас	4	1
616	смерти и	2	1
617	роли в	1	1
618	мы уже	13	1
619	это как	1	1
620	другими словами	3	1
621	с нами	1	1
622	именно потому	1	1
623	с новыми	1	1
624	целое но	1	1
625	не должно	1	1
626	т.е с	2	1
627	мы не	6	1
628	была еще	1	1
629	не по	1	1
630	своему характеру	1	1
631	с этого	1	1
632	в ней	10	1
633	и любовь	1	1
634	его тела	1	1
635	но это	10	1
636	этих трех	1	1
637	это для	1	1
638	дело не	1	1
639	характерны для	1	1
640	взглянуть на	2	1
641	в этот	3	1
642	с помощью	6	1
643	от религиозной	1	1
644	только тогда	1	1
645	интерес и	1	1
646	когда она	1	1
647	здесь шло	1	1
648	и весь	1	1
649	но зато	1	1
650	нужно было	1	1
651	что уже	1	1
652	эта мысль	1	1
653	до начала	1	1
654	представлением о	2	1
655	только на	1	1
656	но они	6	1
657	и их	6	1
658	и силе	1	1
659	общем все	1	1
660	своего отца	3	1
661	не были	1	1
662	не приходится	1	1
663	с религиозными	1	1
664	все те	2	1
665	пор не	1	1
666	как она	1	1
667	черт в	1	1
668	продолжают жить	1	1
669	ярко свидетельствует	1	1
670	в строгом	2	1
671	связь между	1	1
672	материи и	2	1
673	совершенно так	2	1
674	имеет никакого	1	1
675	изображается как	1	1
676	и говорили	1	1
677	по отношению	1	1
678	в учении	1	1
679	учения о	2	1
680	слова с	1	1
681	телом и	5	1
682	и до	3	1
683	на стороне	1	1
684	уже говорили	7	1
685	этот вопрос	1	1
686	того типа	1	1
687	между отдельными	2	1
688	есть о	2	1
689	конечно нет	1	1
690	образы не	1	1
691	себе в	1	1
692	и всякая	1	1
693	должны были	1	1
694	ли этот	1	1
695	его нельзя	1	1
696	она была	1	1
697	всего этого	3	1
698	как известно	2	1
699	в какой-то	2	1
700	сила и	1	1
701	на это	1	1
702	становится в	1	1
703	было бы	5	1
704	и будущее	1	1
705	знает и	1	1
706	этого мира	1	1
707	некоторое время	1	1
708	радости так	1	1
709	что здесь	3	1
710	ряд других	2	1
711	художественном творчестве	1	1
712	вступают в	2	1
713	и глубоко	1	1
714	в отличие	3	1
715	в одну	1	1
716	без всякого	1	1
717	заметить что	2	1
718	участвовал в	1	1
719	не совсем	1	1
720	человеческой жизни	1	1
721	которой можно	2	1
722	этой картине	1	1
723	ней и	2	1
724	отвлеченной идеи	1	1
725	чтобы они	1	1
726	тем же	1	1
727	особенно у	1	1
728	найти в	1	1
729	не похожи	1	1
730	а у	1	1
731	могут быть	1	1
732	он знает	2	1
733	не можем	1	1
734	о его	1	1
735	человека и	1	1
736	формы в	1	1
737	их с	4	1
738	которое мы	1	1
739	соответствии с	2	1
740	но именно	2	1
741	из первых	1	1
742	в нашем	3	1
743	быть тем	1	1
744	с этими	1	1
745	может показаться	1	1
746	общих черт	1	1
747	может случиться	1	1
748	и есть	5	1
749	место в	3	1
750	ясно но	1	1
751	во всей	1	1
752	том же	3	1
753	времени в	2	1
754	причем в	1	1
755	что она	4	1
756	он может	2	1
757	такой же	5	1
758	происходит в	3	1
759	и прежде	4	1
760	этот действительно	1	1
761	если они	1	1
762	чаще всего	1	1
763	этого слова	1	1
764	до известной	4	1
765	и его	19	1
766	на двух	1	1
767	его к	1	1
768	мира в	1	1
769	известной степени	4	1
770	видят в	1	1
771	а как	3	1
772	имя этого	1	1
773	что даже	2	1
774	а следовательно	1	1
775	с представлением	3	1
776	даже в	5	1
777	события в	1	1
778	только с	1	1
779	это совершенно	1	1
780	эта тенденция	1	1
781	в ту	3	1
782	к этим	1	1
783	которого мы	1	1
784	друг друга	1	1
785	не удалось	1	1
786	с молоком	1	1
787	с ее	7	1
788	всех этих	9	1
789	есть ли	1	1
790	не решаются	1	1
791	не представляется	1	1
792	и тот	2	1
793	других языках	1	1
794	чтобы не	2	1
795	себя в	1	1
796	не надо	1	1
797	благодаря этой	1	1
798	и ее	2	1
799	здесь не	7	1
800	одного и	1	1
801	сливаются в	1	1
802	думать что	2	1
803	меры чтобы	1	1
804	ничего не	5	1
805	жизни с	1	1
806	есть не	1	1
807	нечто весьма	2	1
808	перед людьми	1	1
809	то время	4	1
810	и самый	3	1
811	мира с	2	1
812	и во	4	1
813	он должен	2	1
814	той же	6	1
815	отдельных сторон	1	1
816	котором он	1	1
