N	2gram	Medvedev_F	Russkaja
101	том случае	2	4
102	то ни	5	4
103	можно было	1	4
104	что же	6	4
105	от того	2	4
106	а лишь	4	4
107	как бы	10	4
108	в этой	10	4
109	себя в	1	4
110	жизни и	10	4
111	но не	5	4
112	в самом	17	3
113	то в	3	3
114	что они	4	3
115	этом случае	1	3
116	был и	2	3
117	что оно	4	3
118	и этот	2	3
119	может не	1	3
120	данном случае	2	3
121	должно быть	13	3
122	несмотря на	2	3
123	вопросу о	1	3
124	что это	1	3
125	ни стало	4	3
126	в качестве	2	3
127	для них	4	3
128	что и	10	3
129	сводится к	6	3
130	в виде	2	3
131	не было	7	3
132	связи с	12	3
133	или в	2	3
134	ни одна	2	3
135	сил и	1	3
136	во что	3	3
137	тем что	6	3
138	именно в	12	3
139	в конце	2	3
140	и как	6	3
141	вряд ли	2	3
142	и т	22	3
143	да и	1	3
144	не есть	4	3
145	но если	1	3
146	культуры в	1	3
147	той или	1	3
148	еще не	6	3
149	окажется в	1	3
150	все они	1	3
151	и потому	9	3
152	то это	1	3
153	случае если	1	3
154	ко всем	2	3
155	в лучшем	3	3
156	одна из	2	3
157	в значительной	3	3
158	и ни	2	3
159	так чтобы	1	3
160	в другом	2	3
161	лучшем случае	3	3
162	говорить о	4	3
163	знаем что	2	3
164	что бы	6	3
165	в большинстве	6	3
166	точке зрения	1	3
167	лишь в	15	3
168	что для	3	3
169	главным образом	5	3
170	и во	2	3
171	том чтобы	3	3
172	одной из	2	3
173	с нею	1	3
174	в сознании	1	3
175	из этого	2	3
176	и по	3	3
177	конце концов	2	3
178	друг друга	4	3
179	из этих	4	3
180	для этого	6	3
181	всех этих	6	3
182	таким же	2	3
183	из них	5	3
184	того что	7	3
185	представить себе	1	2
186	для россии	1	2
187	на почве	20	2
188	к такому	1	2
189	не так	4	2
190	от него	2	2
191	в роде	3	2
192	именно на	4	2
193	что такое	2	2
194	зависит от	2	2
195	и вот	2	2
196	должна быть	11	2
197	совершенно очевидно	1	2
198	сама по	2	2
199	время в	4	2
200	и должно	4	2
201	проявляется в	1	2
202	самому своему	1	2
203	естественно что	1	2
204	с ним	3	2
205	между индивидуальным	1	2
206	в некоторых	2	2
207	от этой	1	2
208	для нас	1	2
209	на которой	1	2
210	касается до	1	2
211	ни в	3	2
212	в результате	8	2
213	пропаганды и	2	2
214	том и	1	2
215	в этих	3	2
216	у него	1	2
217	по себе	10	2
218	чтобы в	1	2
219	и даже	7	2
220	если не	1	2
221	от друга	2	2
222	ее в	3	2
223	не о	7	2
224	но совершенно	1	2
225	все эти	12	2
226	на себя	1	2
227	но для	4	2
228	однако они	1	2
229	в таком	2	2
230	к отрицанию	3	2
231	отношения к	6	2
232	тому что	3	2
233	ему по	1	2
234	участие в	1	2
235	ясно что	3	2
236	не подлежит	1	2
237	так часто	1	2
238	их в	2	2
239	себя как	1	2
240	большинстве случаев	5	2
241	в порядке	1	2
242	является не	1	2
243	стремления к	1	2
244	на эту	1	2
245	всю эту	1	2
246	во главе	1	2
247	следовательно и	2	2
248	последнее время	1	2
249	отличается от	4	2
250	нисколько не	2	2
251	по самому	1	2
252	ведь в	2	2
253	так же	5	2
254	друг от	2	2
255	любовь к	1	2
256	тогда как	1	2
257	в других	5	2
258	если же	4	2
259	уже не	9	2
260	чтобы понять	2	2
261	основанный на	1	2
262	с этим	6	2
263	остается в	1	2
264	будучи по	1	2
265	его и	2	2
266	того или	6	2
267	совершенно не	5	2
268	на этой	1	2
269	а с	1	2
270	стремиться к	1	2
271	и более	4	2
272	всю свою	2	2
273	в котором	2	2
274	и состоит	1	2
275	зрения этой	1	2
276	культуре и	1	2
277	мы уже	1	2
278	в борьбе	1	2
279	даже и	5	2
280	она не	8	2
281	но даже	2	2
282	всем этим	2	2
283	в ней	15	2
284	и тогда	1	2
285	и тем	3	2
286	быть и	5	2
287	в частности	4	2
288	для нее	2	2
289	а не	11	2
290	но она	1	2
291	только на	8	2
292	отношении к	2	2
293	не тем	1	2
294	есть и	1	2
295	в силу	1	2
296	и является	3	2
297	и что	2	2
298	не должен	1	2
299	стоять на	1	2
300	этого не	1	2
301	людей и	1	2
302	говоря о	1	2
303	по отношению	4	2
304	сами эти	1	2
305	разных сторон	1	2
306	целый ряд	4	2
307	даже не	2	2
308	тем самым	5	2
309	и те	2	2
310	этот вопрос	2	2
311	отметить что	2	2
312	состоит в	3	2
313	центр тяжести	1	2
314	настоящее время	11	2
315	только с	1	2
316	культуры и	3	2
317	исторической роли	1	2
318	друг другу	2	2
319	пути к	1	2
320	их к	3	2
321	и от	9	2
322	но в	9	2
323	и есть	1	2
324	по этому	2	2
325	место в	8	2
326	так что	2	2
327	и о	3	2
328	культуры с	2	2
329	если они	1	2
330	согласиться с	2	2
331	бы ни	5	2
332	в области	6	2
333	этой роли	1	2
334	это в	1	2
335	или иного	8	2
336	но это	4	2
337	в настоящее	11	2
338	если только	1	2
339	не можем	3	2
340	и наконец	7	2
341	понять что	1	2
342	свое собственное	1	2
343	вся эта	2	2
344	не к	2	2
345	к нему	3	2
346	от всякого	2	1
347	подход к	2	1
348	когда он	3	1
349	тем не	2	1
350	всего в	5	1
351	этого и	1	1
352	связан с	1	1
353	однако и	3	1
354	лишь тогда	1	1
355	только не	2	1
356	сколько и	1	1
357	в стремлении	1	1
358	жизни но	2	1
359	как это	8	1
360	что его	1	1
361	поэтому что	1	1
362	ее и	3	1
363	с кабинетом	1	1
364	проблема и	2	1
365	еще одну	1	1
366	первый и	1	1
367	различны в	1	1
368	и многие	2	1
369	этой задачи	1	1
370	один из	4	1
371	что у	1	1
372	этой единой	1	1
373	и конечно	1	1
374	ничем не	4	1
375	все элементы	1	1
376	на эти	1	1
377	а наоборот	3	1
378	же и	2	1
379	они не	7	1
380	вообще не	1	1
381	не во	1	1
382	но из	2	1
383	и материал	1	1
384	те элементы	1	1
385	всякое иное	3	1
386	роль и	1	1
387	эта не	1	1
388	нас не	3	1
389	время и	2	1
390	отношению к	4	1
391	пусть этот	1	1
392	они имеют	1	1
393	том числе	1	1
394	духовный облик	1	1
395	мы не	6	1
396	на ее	1	1
397	связи между	1	1
398	с этой	4	1
399	это не	4	1
400	для всякого	2	1
401	мы знаем	3	1
402	у разных	1	1
403	за ними	1	1
404	либо к	2	1
405	в возможность	1	1
406	в применении	4	1
407	отношениях к	1	1
408	можно назвать	1	1
409	борьбы и	2	1
410	даже в	2	1
411	была бы	4	1
412	если о	1	1
413	этот принцип	1	1
414	не для	4	1
415	бы либо	1	1
416	ни было	2	1
417	и судьбу	1	1
418	уже знаем	1	1
419	на деле	1	1
420	а это	1	1
421	чтобы стать	2	1
422	этом отношении	7	1
423	господствующей в	2	1
424	от всякой	2	1
425	многие из	1	1
426	о себе	1	1
427	что при	1	1
428	в сущности	3	1
429	в ее	10	1
430	на отдельные	2	1
431	тем чем	1	1
432	так и	24	1
433	те же	1	1
434	как элемент	2	1
435	мы в	2	1
436	как какое-то	1	1
437	глубоко и	2	1
438	и всегда	1	1
439	остановиться на	2	1
440	не таков	1	1
441	между нами	1	1
442	они в	2	1
443	было говорить	2	1
444	ценою утраты	1	1
445	не столько	5	1
446	с другими	11	1
447	с определенным	1	1
448	с исторической	1	1
449	ее создателей	1	1
450	борьбы с	3	1
451	коренной переворот	1	1
452	постольку поскольку	1	1
453	возможно только	1	1
454	смысле этого	4	1
455	влияние на	3	1
456	превратиться в	1	1
457	в состав	1	1
458	наоборот это	1	1
459	в русском	2	1
460	не на	3	1
461	которые будут	1	1
462	все равно	1	1
463	существенны и	1	1
464	что вне	1	1
465	одним общим	1	1
466	не была	2	1
467	а на	2	1
468	и форм	2	1
469	связь с	1	1
470	или для	2	1
471	на каком	1	1
472	как же	1	1
473	материал для	1	1
474	в духе	1	1
475	или не	1	1
476	столько же	1	1
477	в которой	5	1
478	от тех	2	1
479	и некоторые	1	1
480	общественном сознании	1	1
481	в собственном	1	1
482	а о	4	1
483	черты в	1	1
484	что к	1	1
485	переворот во	1	1
486	можно согласиться	1	1
487	неизбежно будет	1	1
488	с ней	1	1
489	от этих	2	1
490	слова но	1	1
491	требуют чтобы	1	1
492	это положение	2	1
493	два вида	1	1
494	заключается в	1	1
495	русского языка	1	1
496	ближайшим образом	4	1
497	дело в	1	1
498	лишь постольку	2	1
499	что не	4	1
500	в эпоху	2	1
501	и другое	1	1
502	о включении	1	1
503	а если	1	1
504	его жизнь	1	1
505	отрицать что	1	1
506	из всего	2	1
507	и действительно	2	1
508	превращается в	2	1
509	представление о	2	1
510	или хотя	1	1
511	очевидно что	2	1
512	к другим	4	1
513	здесь же	1	1
514	здесь дело	2	1
515	от некоторых	1	1
516	может в	1	1
517	если он	4	1
518	исходить из	4	1
519	вся его	1	1
520	ряд общих	1	1
521	в жизни	3	1
522	от западноевропейского	4	1
523	общественности в	1	1
524	положение в	1	1
525	каждого элемента	2	1
526	тем же	3	1
527	же но	1	1
528	из тех	1	1
529	она и	1	1
530	к постижению	1	1
531	и без	1	1
532	в связи	11	1
533	лишь с	1	1
534	к самому	1	1
535	похож на	1	1
536	к его	3	1
537	с ними	1	1
538	к западноевропейскому	1	1
539	этой цели	1	1
540	очередь является	2	1
541	для каждого	1	1
542	если и	1	1
543	же как	3	1
544	или даже	3	1
545	только то	1	1
546	между прочим	1	1
547	иначе и	1	1
548	в психике	1	1
549	и просто	1	1
550	человека на	1	1
551	и формам	1	1
552	при таком	5	1
553	насколько это	1	1
554	есть только	3	1
555	однако это	1	1
556	противном случае	2	1
557	данной формы	1	1
558	именно этого	1	1
559	роль в	2	1
560	не менее	12	1
561	этого слова	4	1
562	всех их	1	1
563	от этого	3	1
564	по своему	1	1
565	на все	3	1
566	весь ход	1	1
567	бы не	1	1
568	в истории	10	1
569	в такой	3	1
570	к какому	2	1
571	со своей	1	1
572	этого прежде	2	1
573	дело так	1	1
574	по своим	1	1
575	должно было	4	1
576	ли вообще	1	1
577	прочим и	1	1
578	как не	1	1
579	в свете	1	1
580	земли но	1	1
581	и относиться	1	1
582	для настоящего	1	1
583	то естественно	1	1
584	осуществляет свое	1	1
585	войти в	2	1
586	которая сама	1	1
587	и это	4	1
588	в сторону	4	1
589	задача каждого	1	1
590	а только	4	1
591	из одного	1	1
592	числе и	1	1
593	подходить к	1	1
594	но особенно	1	1
595	в какие	2	1
596	должен быть	5	1
597	ему как	1	1
598	к созданию	1	1
599	так например	3	1
600	как только	1	1
601	вовсе не	18	1
602	могло бы	2	1
603	и обратно	1	1
604	искусство и	1	1
605	на первый	1	1
606	творца и	1	1
607	на такое	1	1
608	тем более	1	1
609	по крайней	1	1
610	самостоятельность и	2	1
611	перед нами	3	1
612	связано с	1	1
613	вопроса о	2	1
614	бы в	6	1
615	не был	1	1
616	и видеть	1	1
617	на них	1	1
618	этого стремления	1	1
619	с реальной	2	1
620	базируются на	1	1
621	чтобы сделать	1	1
622	эта точка	1	1
623	бы о	1	1
624	является для	2	1
625	к чисто	1	1
626	к одному	2	1
627	кроме тех	1	1
628	о сущности	1	1
629	тем в	1	1
630	это и	7	1
631	и дело	1	1
632	именно тем	1	1
633	нее так	1	1
634	ни на	5	1
635	и хочет	1	1
636	было не	1	1
637	может иметь	1	1
638	можно сказать	2	1
639	но все	4	1
640	но как	2	1
641	всего необходимо	1	1
642	не является	3	1
643	и эти	1	1
644	это конечно	1	1
645	ее к	2	1
646	и других	4	1
647	бы к	1	1
648	в основе	7	1
649	для создания	2	1
650	не учитывать	2	1
651	с самого	2	1
652	основанного на	1	1
653	языка и	13	1
654	язык и	8	1
655	становится и	1	1
656	его жизни	1	1
657	ибо они	1	1
658	эти последние	1	1
659	тех же	2	1
660	применении к	4	1
661	конкретные формы	2	1
662	но ведь	4	1
663	действительно является	1	1
664	он был	1	1
665	силы и	1	1
666	и заключается	2	1
667	то и	2	1
668	чтобы он	2	1
669	представления о	1	1
670	она могла	1	1
671	направленная против	1	1
672	говорить не	2	1
673	зрения этих	1	1
674	зрения в	1	1
675	в свою	8	1
676	таковы что	1	1
677	входит в	8	1
678	ни один	1	1
679	судить и	1	1
680	себе но	1	1
681	но тогда	1	1
682	это то	1	1
683	также и	1	1
684	ту же	1	1
685	по сравнению	1	1
686	итак все	1	1
687	не по	4	1
688	и неизбежно	1	1
689	но при	1	1
690	не удастся	1	1
691	меняется в	1	1
692	ко всякой	1	1
693	не должны	1	1
694	как явно	1	1
695	и исторических	1	1
696	языком и	2	1
697	значение и	4	1
698	не сам	1	1
699	и важность	2	1
700	себе что	1	1
701	из которой	1	1
702	оставаясь в	1	1
703	но вся	1	1
704	а ее	1	1
705	в руках	1	1
706	всюду где	1	1
707	остается только	1	1
708	формы так	1	1
709	подобных им	1	1
710	только тогда	1	1
711	что касается	1	1
712	на нем	1	1
713	по возможности	1	1
714	и вся	2	1
715	не могло	6	1
716	возможностей и	1	1
717	или иных	1	1
718	и их	13	1
719	таким путем	1	1
720	может лишь	1	1
721	что эта	2	1
722	на его	2	1
723	не об	1	1
724	хотя в	1	1
725	отказ от	1	1
726	для человека	1	1
727	в различных	2	1
728	не могла	3	1
729	целое а	1	1
730	но только	1	1
731	борьба с	5	1
732	иметь в	1	1
733	задачи и	7	1
734	ее с	1	1
735	случае лишь	1	1
736	перестанет быть	1	1
737	только но	1	1
738	не следует	5	1
739	а чем	1	1
740	оказывать влияние	1	1
741	независимое от	1	1
742	значительной степени	3	1
743	стороны и	4	1
744	движения в	2	1
745	как оно	1	1
746	по своей	1	1
747	самого познания	1	1
748	что отдельные	1	1
749	он есть	1	1
750	ведь на	1	1
751	отчасти в	1	1
752	с понятием	1	1
753	самого начала	2	1
754	этого отнюдь	1	1
755	свою очередь	6	1
756	должны были	1	1
757	идет о	3	1
758	именно из	1	1
759	всего этого	6	1
760	могла бы	3	1
761	жизни данного	1	1
762	художников и	1	1
763	в данной	1	1
764	с ее	7	1
765	с другой	8	1
766	как мы	10	1
767	известной степени	4	1
768	сейчас происходит	1	1
769	его себе	1	1
770	по их	2	1
771	всех не	1	1
772	какие конкретные	1	1
773	тот или	2	1
774	его целом	8	1
775	к ней	3	1
776	явление в	1	1
777	без всякого	1	1
778	нет и	2	1
779	него на	1	1
780	и писать	1	1
781	являются лишь	2	1
782	одного из	4	1
783	вкусов и	1	1
784	которых он	1	1
785	то по	1	1
786	что во	1	1
787	у всех	1	1
788	если мы	5	1
789	та или	1	1
790	крайней мере	1	1
791	своем целом	2	1
792	слагающийся из	1	1
793	этих последних	2	1
794	для всей	1	1
795	мог бы	1	1
796	их мнению	1	1
797	совершенно чуждые	1	1
798	сторон в	1	1
799	могут быть	7	1
800	и культуры	1	1
801	и глубокого	1	1
802	все-таки не	1	1
803	убедимся что	1	1
804	духом и	1	1
805	именно так	1	1
806	и все	9	1
807	создания нового	2	1
808	до конца	9	1
809	сущности и	1	1
810	на него	3	1
811	к которому	2	1
812	этой действительности	1	1
813	видеть только	1	1
814	из факторов	1	1
815	должны быть	6	1
816	это отношение	1	1
817	то чем	1	1
818	элементы этой	1	1
819	только при	2	1
820	всех буржуазных	1	1
821	эти признаки	1	1
822	лишь поскольку	1	1
823	и теоретическая	1	1
824	в зависимости	4	1
825	образом в	1	1
826	столь же	2	1
827	не умеет	1	1
828	в общем	8	1
829	на этот	1	1
830	он может	1	1
831	что о	2	1
832	бытия и	1	1
833	они сами	2	1
834	исходит из	1	1
835	такой же	2	1
836	своему существу	1	1
837	происходит в	1	1
838	и прежде	3	1
839	понимали под	1	1
840	же мы	1	1
841	до известной	3	1
842	оно является	1	1
843	идет не	1	1
844	и целостности	1	1
845	те кто	1	1
846	выражение в	1	1
847	совершенно иные	1	1
848	для этих	1	1
849	от них	2	1
850	в создании	2	1
851	к этому	3	1
852	тех или	1	1
853	в противном	2	1
854	образом оказывается	1	1
855	же это	2	1
856	для которых	1	1
857	в отдельных	1	1
858	глубоко различны	2	1
859	надо было	1	1
860	не вне	1	1
861	воздействия на	3	1
862	может и	2	1
863	к своей	1	1
864	не удалось	1	1
865	поскольку она	1	1
866	же он	1	1
867	точка зрения	3	1
868	от существенных	1	1
869	того же	1	1
870	и сама	1	1
871	в самой	2	1
872	культуры или	1	1
873	движения и	1	1
874	не будучи	1	1
875	в лице	2	1
876	для образования	1	1
877	что на	3	1
878	в известной	2	1
879	есть не	1	1
880	они были	4	1
881	иное как	1	1
882	и следует	1	1
883	степени и	1	1
884	людей в	1	1
885	от ее	1	1
886	словом на	1	1
