N	2gram	Tiupa_Lite	RusskieA
144	после того	1	6
145	в качестве	21	6
146	в таком	1	6
147	тому что	1	6
148	на земле	1	6
149	должно было	1	6
150	и у	1	6
151	на этом	3	6
152	многих случаях	1	6
153	в песне	1	6
154	после чего	2	6
155	в этой	7	6
156	в нем	4	6
157	должен был	1	6
158	приводит к	4	6
159	и более	1	6
160	друг друга	5	6
161	в первый	2	6
162	или с	1	6
163	в их	3	6
164	на нее	2	6
165	все эти	2	6
166	так в	6	6
167	она не	1	6
168	в новый	1	6
169	этому поводу	1	6
170	и о	1	6
171	и к	1	5
172	например в	3	5
173	только для	1	5
174	тогда как	20	5
175	вопрос о	1	5
176	с другой	11	5
177	как правило	5	5
178	по поводу	2	5
179	что от	1	5
180	не было	5	5
181	в связи	4	5
182	можно было	3	5
183	в москве	2	5
184	эту силу	1	5
185	и др	4	5
186	чаще всего	1	5
187	в то	12	5
188	прежде всего	14	5
189	в особенности	2	5
190	тогда когда	1	5
191	с ним	2	5
192	для них	2	5
193	что он	8	5
194	ничего общего	2	5
195	то и	5	5
196	в свою	2	5
197	к себе	3	5
198	и для	1	5
199	тот же	1	5
200	в его	9	5
201	на самом	1	5
202	и потому	1	5
203	отнюдь не	4	5
204	на поле	1	5
205	не с	2	5
206	в целом	10	5
207	вплоть до	4	5
208	во всем	1	4
209	не столько	8	4
210	их не	2	4
211	в своих	5	4
212	но все	1	4
213	именно в	1	4
214	во всяком	3	4
215	в котором	1	4
216	при рассмотрении	2	4
217	но эти	1	4
218	в отличие	6	4
219	под названием	3	4
220	во всей	1	4
221	от них	1	4
222	идут в	2	4
223	не просто	2	4
224	она как	1	4
225	несмотря на	3	4
226	но он	1	4
227	а за	3	4
228	которое в	1	4
229	не был	1	4
230	под именем	2	4
231	здесь мы	1	4
232	что для	2	4
233	могут быть	4	4
234	и от	1	4
235	своего рода	22	4
236	и здесь	1	4
237	та же	2	4
238	за ним	1	4
239	если в	2	4
240	в основном	1	4
241	и другим	1	4
242	не на	2	4
243	так называемый	3	4
244	он же	2	4
245	в основе	5	4
246	на основе	2	4
247	в ночь	1	4
248	и до	1	4
249	переход от	1	4
250	на две	1	4
251	в образе	1	4
252	всяком случае	2	4
253	у них	1	4
254	иной характер	1	4
255	уже в	7	4
256	такой же	3	4
257	а к	2	4
258	отличие от	6	4
259	в ней	4	4
260	дело не	2	4
261	к тем	1	4
262	по всей	1	4
263	праздников и	1	4
264	все что	3	3
265	же и	3	3
266	такая форма	1	3
267	которые не	1	3
268	говорит о	1	3
269	представлений о	1	3
270	в какой	2	3
271	и другими	1	3
272	в виду	4	3
273	есть в	1	3
274	имеет место	1	3
275	а именно	1	3
276	на первый	1	3
277	от этого	1	3
278	восходит к	2	3
279	он был	1	3
280	пор пока	2	3
281	только как	1	3
282	в различных	1	3
283	по отношению	6	3
284	и те	1	3
285	свою очередь	2	3
286	и еще	1	3
287	как на	3	3
288	точки зрения	8	3
289	тут же	1	3
290	для этой	2	3
291	никогда не	5	3
292	или под	1	3
293	на глазах	1	3
294	ее и	1	3
295	с одной	9	3
296	мы знаем	1	3
297	на него	1	3
298	в ее	1	3
299	это конечно	1	3
300	тому же	2	3
301	или не	1	3
302	в которой	1	3
303	и некоторые	1	3
304	очевидно что	2	3
305	большинстве случаев	1	3
306	в области	5	3
307	в эту	1	3
308	сих пор	1	3
309	человека а	2	3
310	в русской	13	3
311	сюда же	1	3
312	когда они	1	3
313	всех этих	1	3
314	чтобы не	2	3
315	в советской	1	3
316	до сих	1	3
317	то есть	11	3
318	из таких	2	3
319	из которых	3	3
320	русского народа	1	3
321	сводится к	4	3
322	ниже в	1	3
323	если бы	1	3
324	в различные	1	3
325	в своей	5	3
326	можно назвать	1	3
327	на колени	1	3
328	жизни в	5	3
329	с точки	4	3
330	тех пор	2	3
331	каждый из	4	3
332	из наиболее	2	3
333	нет и	1	3
334	и во	1	3
335	при котором	2	3
336	здесь не	1	3
337	и то	3	3
338	только по	1	3
339	ее на	1	3
340	однако как	1	3
341	с другими	1	3
342	этом не	1	3
343	между собою	1	3
344	с той	1	3
345	в одной	1	3
346	руки и	1	3
347	до тех	2	3
348	в городах	1	3
349	когда он	1	3
350	есть и	1	3
351	как он	2	3
352	в большинстве	1	3
353	отношению к	4	3
354	на то	2	3
355	и его	7	3
356	этой силы	1	3
357	слова в	2	3
358	не к	3	3
359	от него	2	2
360	не единственный	1	2
361	исходя из	3	2
362	к этой	2	2
363	с этой	6	2
364	тем как	1	2
365	но тем	4	2
366	не как	4	2
367	и лучше	1	2
368	время не	2	2
369	например с	1	2
370	другой стороны	5	2
371	на основании	1	2
372	что чем	1	2
373	на эту	1	2
374	по тому	1	2
375	в момент	1	2
376	но мы	1	2
377	в дальнейшем	1	2
378	у которых	1	2
379	можно сказать	1	2
380	раз и	2	2
381	но даже	2	2
382	одной стороны	8	2
383	вот почему	1	2
384	с нашим	1	2
385	этой связи	1	2
386	между двумя	1	2
387	говорить о	1	2
388	о них	1	2
389	и когда	1	2
390	е годы	3	2
391	несколько примеров	1	2
392	себе в	3	2
393	так называемых	2	2
394	с другим	1	2
395	пока еще	1	2
396	сказать что	1	2
397	в нашем	2	2
398	который в	2	2
399	а мы	1	2
400	все в	1	2
401	и он	3	2
402	собой и	1	2
403	не противоречит	1	2
404	и свои	1	2
405	должно быть	1	2
406	собой в	1	2
407	этой же	1	2
408	что при	1	2
409	что такое	2	2
410	и за	2	2
411	или иную	2	2
412	многих отношениях	1	2
413	у него	5	2
414	их но	1	2
415	ее от	1	2
416	как по	1	2
417	евгении онегине	1	2
418	тот кто	1	2
419	одним из	8	2
420	в конце	6	2
421	в евгении	1	2
422	между ними	1	2
423	дома в	1	2
424	между прочим	1	2
425	в чем	2	2
426	могло бы	1	2
427	в каждом	2	2
428	мы можем	1	2
429	и даже	9	2
430	только с	1	2
431	для наших	1	2
432	ту же	4	2
433	он не	4	2
434	и тем	4	2
435	в развитии	1	2
436	и является	2	2
437	иметь в	1	2
438	также не	1	2
439	следует признать	2	2
440	равной степени	2	2
441	которого в	1	2
442	как известно	1	2
443	т п	2	2
444	ту сторону	1	2
445	общего с	3	2
446	это приводит	1	2
447	в себе	8	2
448	по ним	1	2
449	в силу	4	2
450	из этого	2	2
451	в него	1	2
452	не случайно	5	2
453	в один	1	2
454	в одну	1	2
455	и особенно	1	2
456	на всю	1	2
457	не так	1	2
458	в состав	1	2
459	за рекой	1	2
460	в жизни	7	2
461	эти и	2	2
462	смертью и	1	2
463	этот не	1	2
464	о которой	2	2
465	борьбы с	1	2
466	свой народ	1	2
467	все то	2	2
468	не более	2	2
469	самом деле	2	2
470	показать что	1	2
471	обращается к	5	2
472	что такой	1	2
473	быть назван	1	2
474	себя и	3	2
475	становится ясным	1	2
476	поэзии и	3	2
477	при всех	2	2
478	нет в	2	2
479	перед нами	1	2
480	совершенно не	1	2
481	не является	3	2
482	и состоит	2	2
483	несколько иной	1	2
484	такую же	1	2
485	по земле	3	2
486	и если	1	2
487	относится к	3	2
488	не знали	3	2
489	быть не	2	2
490	в послании	1	2
491	на плечи	2	2
492	не могло	3	2
493	россии в	1	2
494	ее с	1	2
495	целый ряд	1	2
496	себя вне	1	2
497	к другому	1	2
498	почти целиком	1	2
499	за пределами	1	2
500	который по	1	2
501	с его	5	2
502	говорится в	2	2
503	по этой	2	2
504	что есть	2	2
505	смерть и	1	2
506	ответ на	1	2
507	что ему	4	2
508	значение в	1	2
509	они не	1	2
510	и всегда	2	2
511	для него	6	2
512	этом отношении	5	2
513	день и	1	2
514	из своих	2	2
515	силу и	1	2
516	основана на	1	2
517	однако не	2	2
518	силу на	1	2
519	дело в	3	2
520	это еще	1	2
521	здесь все	1	2
522	в равной	4	2
523	и без	1	2
524	этой цели	2	2
525	право на	4	2
526	с другом	1	2
527	должен быть	2	2
528	а он	1	2
529	тем более	2	2
530	ко всему	4	2
531	а как	2	2
532	огонь и	1	2
533	из ряда	1	2
534	к материалу	1	2
535	ту или	2	2
536	в частности	18	2
537	не оставляет	3	2
538	от земли	1	2
539	в начале	4	2
540	в пределах	4	2
541	значение слова	1	2
542	отношение к	1	2
543	этом и	1	2
544	в царство	1	2
545	к новому	1	2
546	в новой	1	2
547	в ту	1	2
548	за счет	1	2
549	и наконец	2	2
550	в е	3	2
551	в той	1	1
552	в самом	4	1
553	без особых	1	1
554	в центре	1	1
555	с момента	1	1
556	те или	1	1
557	всю ночь	1	1
558	только что	1	1
559	время она	1	1
560	куклу из	1	1
561	от имени	2	1
562	в разрешении	1	1
563	прямо на	1	1
564	общий для	1	1
565	случае мы	1	1
566	и другую	1	1
567	из всех	1	1
568	же хотя	1	1
569	сидящий на	1	1
570	потому не	1	1
571	него в	2	1
572	с тобою	1	1
573	ты не	1	1
574	только из	1	1
575	быть может	2	1
576	не меняет	1	1
577	не бывает	2	1
578	переходит к	1	1
579	на смену	6	1
580	к тебе	1	1
581	в борьбе	1	1
582	это должно	1	1
583	в первом	1	1
584	очерки русской	3	1
585	и сам	6	1
586	на свою	3	1
587	мы и	1	1
588	перекликается с	1	1
589	но за	1	1
590	уже на	1	1
591	места и	1	1
592	его на	1	1
593	здесь дело	1	1
594	прошлого в	1	1
595	смерть в	1	1
596	себя к	1	1
597	своих поэтических	1	1
598	один на	1	1
599	живой и	1	1
600	в иной	1	1
601	за ней	1	1
602	мир и	2	1
603	он по	1	1
604	за полночь	1	1
605	иной художественной	2	1
606	обращение к	1	1
607	с обратным	1	1
608	первый взгляд	1	1
609	он искал	1	1
610	и того	2	1
611	нам не	1	1
612	одного и	1	1
613	века в	3	1
614	не могли	1	1
615	не хуже	1	1
616	и начинает	1	1
617	по тем	2	1
618	некоторыми другими	1	1
619	хотя бы	3	1
620	общеизвестно что	1	1
621	нашего века	1	1
622	почти исключительно	1	1
623	обратным знаком	1	1
624	в другом	3	1
625	а нередко	1	1
626	а после	1	1
627	был уверен	1	1
628	из их	1	1
629	однако нет	1	1
630	но может	1	1
631	мир иной	3	1
632	идет по	1	1
633	может служить	1	1
634	за собой	2	1
635	приходит к	1	1
636	и одно	1	1
637	превращается в	2	1
638	работ и	1	1
639	значительной степени	1	1
640	с общей	1	1
641	не вполне	1	1
642	за рамки	1	1
643	в странах	1	1
644	автора его	1	1
645	дело и	1	1
646	ней с	1	1
647	в путь	3	1
648	вернуться к	1	1
649	по случаю	1	1
650	нас на	1	1
651	жизни как	3	1
652	него не	1	1
653	затем в	1	1
654	по которым	2	1
655	наряду с	1	1
656	революции в	1	1
657	а только	2	1
658	игру в	1	1
659	как от	1	1
660	на крайне	1	1
661	все время	1	1
662	приобщения к	1	1
663	потребности в	2	1
664	даже у	1	1
665	в отдельных	1	1
666	не мог	3	1
667	подошедши к	1	1
668	к ее	1	1
669	того же	5	1
670	этом же	1	1
671	и подобные	2	1
672	едва ли	5	1
673	собой а	1	1
674	гораздо более	1	1
675	представить себе	1	1
676	все мы	1	1
677	на почве	2	1
678	в фигуре	1	1
679	него как	1	1
680	платком и	1	1
681	и мы	2	1
682	по преимуществу	6	1
683	как другие	1	1
684	даже к	1	1
685	земли в	1	1
686	в состоянии	1	1
687	что уже	1	1
688	жизни человека	1	1
689	первый раз	2	1
690	а далее	1	1
691	для которой	1	1
692	из того	3	1
693	случае идет	1	1
694	совершается на	1	1
695	имени в	3	1
696	в жертву	1	1
697	аналогии с	3	1
698	и сама	1	1
699	не от	1	1
700	и развитие	1	1
701	в третьем	3	1
702	не была	1	1
703	здесь вполне	1	1
704	в результате	2	1
705	не знает	3	1
706	не о	1	1
707	этом есть	1	1
708	ее развития	1	1
709	что его	3	1
710	или борьбы	1	1
711	дни праздников	1	1
712	по аналогии	3	1
713	что не	3	1
714	но для	1	1
715	поэзию не	1	1
716	этой силе	1	1
717	говорит другой	1	1
718	и своего	1	1
719	по улице	1	1
720	в среде	1	1
721	на путь	1	1
722	призыв к	1	1
723	с жизнью	2	1
724	себе однако	1	1
725	ему же	1	1
726	не есть	2	1
727	века к	1	1
728	рядом с	1	1
729	одном из	3	1
730	более поздними	1	1
731	в ряду	1	1
732	так сказать	1	1
733	в употреблении	1	1
734	в исторической	1	1
735	связанным с	1	1
736	на свободу	1	1
737	и плясать	1	1
738	себе и	2	1
739	в сторону	1	1
740	вопроса о	1	1
741	имеет ничего	1	1
742	и руки	1	1
743	нами как	1	1
744	человек как	1	1
745	сколько в	1	1
746	ему в	2	1
747	это прежде	1	1
748	смерть есть	1	1
749	в специальной	1	1
750	эти слова	2	1
751	теперь уже	1	1
752	том где	1	1
753	с живыми	1	1
754	в случае	5	1
755	на долю	1	1
756	году когда	1	1
757	в детстве	1	1
758	необходимо было	1	1
759	а третий	1	1
760	человек который	1	1
761	существу он	1	1
762	по своей	3	1
763	не путем	1	1
764	как один	1	1
765	не раз	2	1
766	что никакого	1	1
767	он в	1	1
768	однако в	7	1
769	каждый человек	1	1
770	и каждый	2	1
771	о его	1	1
772	над ней	1	1
773	но ее	1	1
774	это ни	1	1
775	в первой	1	1
776	и есть	3	1
777	в общем	1	1
778	всю жизнь	2	1
779	пушкиным в	1	1
780	иной раз	1	1
781	бы ни	1	1
782	которые были	1	1
783	известен только	1	1
784	чем и	1	1
785	поздний и	1	1
786	каждого из	2	1
787	я рад	2	1
788	в статье	2	1
789	однако и	2	1
790	во втором	3	1
791	каждому из	1	1
792	он уже	1	1
793	носить и	1	1
794	в ночи	1	1
795	многообразие этих	1	1
796	самих себя	1	1
797	от жизни	2	1
798	якобы не	1	1
799	переходит в	1	1
800	и который	1	1
801	представлял собой	1	1
802	должна быть	3	1
803	был бы	1	1
804	для себя	6	1
805	оно было	1	1
806	говорит а	1	1
807	образа и	1	1
808	и менее	1	1
809	освободиться от	2	1
810	впрочем в	1	1
811	говорит и	1	1
812	свою судьбу	1	1
813	никак не	2	1
814	он на	2	1
815	на таких	1	1
816	от общего	1	1
817	в работах	1	1
818	однако он	1	1
819	с руками	1	1
820	на заре	1	1
821	целом ряде	2	1
822	и вновь	2	1
823	него нет	1	1
824	за это	1	1
825	не могут	1	1
826	со всеми	2	1
827	на полу	1	1
828	если не	1	1
829	от своего	3	1
830	в огонь	1	1
831	тогда же	1	1
832	более широкого	1	1
833	как при	1	1
834	все на	1	1
835	земли их	1	1
836	как о	1	1
837	может стать	1	1
838	которого является	2	1
839	состоит из	1	1
840	свидетельствует об	1	1
841	о любви	1	1
842	зависимости от	1	1
843	нашей стране	1	1
844	со стороны	6	1
845	это составляет	1	1
846	знает что	1	1
847	на берегу	1	1
848	всей своей	2	1
849	это самое	1	1
850	то здесь	1	1
851	случае как	1	1
852	считаться и	1	1
853	в своего	1	1
854	автора но	1	1
855	человека и	2	1
856	еще и	3	1
857	ни на	1	1
858	точно а	1	1
859	совершенно иной	1	1
860	тех же	3	1
861	в слово	1	1
862	в роли	3	1
863	в значительной	1	1
864	на том	3	1
865	наконец в	2	1
866	советской эпохи	1	1
867	по три	1	1
868	времени на	1	1
869	как живой	1	1
870	в значении	1	1
871	советского союза	1	1
872	отношении к	2	1
873	по местам	2	1
874	которую он	1	1
875	о своем	3	1
876	от других	2	1
877	вслед за	1	1
878	благодарности за	1	1
879	ныне и	1	1
880	более и	1	1
881	в истории	1	1
882	и находит	1	1
883	уже никакого	1	1
884	себя от	1	1
885	в каком	1	1
886	еще один	1	1
887	а во	2	1
888	поэзии как	1	1
889	жизни по	1	1
890	первого дня	1	1
891	в тексте	9	1
892	тем же	5	1
893	мог бы	1	1
894	одной из	2	1
895	что я	4	1
896	из первых	1	1
897	только при	1	1
898	месту и	1	1
899	в сознании	3	1
900	подобные им	2	1
901	здесь и	1	1
902	то как	2	1
903	над землей	1	1
904	только потому	1	1
905	же он	1	1
906	интерес не	1	1
907	с каким	1	1
908	смерти как	1	1
909	как раз	6	1
910	вокруг которого	2	1
911	в любви	1	1
912	общей теории	1	1
913	в цель	1	1
914	жизни столь	1	1
915	мир в	5	1
916	многих других	1	1
917	основе своей	1	1
918	и было	1	1
919	свидетельствует о	3	1
920	новой жизни	1	1
921	уверен что	1	1
922	второй половине	1	1
923	из зерна	1	1
924	ненависть к	1	1
925	жизни здесь	1	1
926	бы на	2	1
927	он и	5	1
928	в кремле	1	1
929	в литературе	2	1
930	о нем	1	1
931	xix веке	1	1
932	указание на	1	1
933	куда-нибудь в	1	1
934	вытекающее из	1	1
935	из форм	1	1
936	слова а	1	1
937	когда же	1	1
938	в великой	1	1
939	но с	3	1
940	что к	1	1
941	ставит себе	1	1
942	них будет	1	1
943	и где	1	1
944	который как	1	1
945	и эта	1	1
946	то это	2	1
947	более что	1	1
948	является по	2	1
949	от слова	2	1
950	но по	2	1
951	говорят о	1	1
952	имеется в	2	1
953	другом месте	1	1
954	при таком	1	1
955	к концу	1	1
956	ли не	7	1
957	по убеждению	1	1
958	в такой	1	1
959	света и	1	1
960	это было	1	1
961	пока не	2	1
962	в каждой	2	1
963	и самой	1	1
964	но особенно	1	1
965	через год	1	1
966	а так	1	1
967	как все	2	1
968	достаточно вспомнить	1	1
969	ко мне	1	1
970	они все	1	1
971	от первого	2	1
972	тем сильнее	1	1
973	в полной	1	1
974	к свету	2	1
975	выше и	2	1
976	чтобы как	1	1
977	он говорит	2	1
978	по которому	1	1
979	оно в	1	1
980	которые могли	1	1
981	же от	1	1
982	на один	2	1
983	это как	3	1
984	были для	1	1
985	ни один	1	1
986	земле в	1	1
987	также и	3	1
988	одну из	2	1
989	не по	2	1
990	пишет об	1	1
991	чем ближе	1	1
992	во второй	2	1
993	бою и	1	1
994	а по	2	1
995	нужно было	1	1
996	власть над	1	1
997	исходит от	1	1
998	есть ли	1	1
999	говоря о	1	1
1000	в нашей	2	1
1001	что нам	1	1
1002	моя не	1	1
1003	но дело	1	1
1004	не следует	1	1
1005	например и	2	1
1006	стороны и	1	1
1007	как явление	1	1
1008	человека с	1	1
1009	к которой	1	1
1010	при всем	4	1
1011	их как	1	1
1012	еще на	1	1
1013	жизни это	1	1
1014	люди не	1	1
1015	существу в	1	1
1016	например а	1	1
1017	к изучению	1	1
1018	дня и	1	1
1019	исторически и	1	1
1020	жизни и	6	1
1021	все еще	2	1
1022	особенно интересны	1	1
1023	идет не	1	1
1024	только после	1	1
1025	первым из	1	1
1026	конце xix	1	1
1027	глазами и	1	1
1028	нуждается в	3	1
1029	являют собой	2	1
1030	на своих	1	1
1031	укладом жизни	1	1
1032	вперед а	1	1
1033	не надо	2	1
1034	есть не	2	1
1035	можно указать	1	1
1036	и иные	1	1
1037	из работ	1	1
1038	они означают	1	1
