N	2gram	Tiupa_Anal	DiskursI
100	в жанровом	1	10
101	для себя	2	10
102	вследствие этого	1	10
103	по сути	2	10
104	а в	17	10
105	же время	7	10
106	жанровом отношении	1	10
107	высказывания в	1	10
108	и т.д	3	10
109	в них	4	9
110	уже не	9	9
111	пока еще	3	9
112	себя в	6	9
113	внимание на	4	9
114	коммуникативное событие	2	9
115	между тем	8	9
116	в силу	2	9
117	в то	8	9
118	героя в	1	9
119	сводится к	5	9
120	художественного целого	9	9
121	картина мира	5	9
122	тем самым	8	9
123	в этих	2	8
124	и даже	12	8
125	в соответствии	5	8
126	к тому	10	8
127	в противоположность	3	8
128	в одном	4	8
129	из них	4	8
130	хотя и	4	8
131	в себя	6	8
132	он не	9	8
133	если в	3	8
134	не на	1	8
135	не следует	5	8
136	жизни в	4	8
137	совпадает с	4	8
138	потому что	1	8
139	соответствии с	3	8
140	этом отношении	3	8
141	человека в	3	8
142	как уже	4	8
143	не с	3	8
144	очевидным образом	4	8
145	и о	1	8
146	лирический герой	4	8
147	коммуникативной ситуации	2	7
148	о чем	5	7
149	другой стороны	7	7
150	быть определена	1	7
151	с позиций	1	7
152	в притче	4	7
153	таким образом	4	7
154	иначе говоря	5	7
155	в русской	9	7
156	одной из	6	7
157	что и	10	7
158	тому же	7	7
159	его в	4	7
160	жанровой традиции	3	7
161	к этому	3	7
162	в этой	10	7
163	я в	15	7
164	а позднее	1	7
165	могут быть	4	7
166	в рассказе	1	7
167	о блудном	13	7
168	например в	2	7
169	в составе	2	7
170	блудном сыне	12	7
171	приводит к	5	7
172	перед нами	7	7
173	ни для	2	7
174	присутствия в	5	7
175	той же	7	7
176	но это	3	7
177	и для	4	7
178	основе своей	2	7
179	нового времени	4	7
180	в пределах	5	7
181	лишь в	9	7
182	определена как	1	7
183	в ходе	3	7
184	и ее	3	7
185	и его	18	7
186	мира в	1	7
187	литературного дискурса	1	6
188	не как	3	6
189	одно из	3	6
190	однако при	3	6
191	лирической поэзии	1	6
192	именно в	4	6
193	конечном счете	5	6
194	литературные жанры	1	6
195	в сказании	1	6
196	и того	4	6
197	в противовес	2	6
198	времени в	3	6
199	в контексте	3	6
200	одна из	6	6
201	крайней мере	5	6
202	картину мира	1	6
203	никогда не	7	6
204	то в	4	6
205	в принципе	3	6
206	с точки	2	6
207	в ее	5	6
208	в ситуации	1	6
209	в конечном	5	6
210	не знает	2	6
211	во всех	4	6
212	анекдота и	2	6
213	героя и	7	6
214	однако в	6	6
215	в особенности	4	6
216	в сущности	5	6
217	и то	2	6
218	имеет место	3	6
219	и одновременно	6	6
220	значении этого	1	6
221	что он	5	6
222	к его	2	6
223	притча в	2	6
224	собственно и	1	6
225	по крайней	5	6
226	в истории	1	6
227	что же	1	6
228	здесь не	8	6
229	притчи о	5	6
230	одновременно и	1	6
231	дело в	3	6
232	и притчи	1	6
233	времени и	1	6
234	жанр в	2	6
235	в одной	2	6
236	по рассуждению	1	6
237	тому как	3	6
238	речевые жанры	1	6
239	и может	2	6
240	отношение к	2	6
241	одного из	4	6
242	в той	3	5
243	русской литературе	6	5
244	может служить	2	5
245	строго говоря	1	5
246	общения с	1	5
247	в виду	1	5
248	из двух	1	5
249	мысль о	3	5
250	в ряду	1	5
251	своей природе	1	5
252	как жанр	1	5
253	в другом	3	5
254	не всегда	4	5
255	форма авторства	3	5
256	но они	2	5
257	говорить о	6	5
258	для данного	1	5
259	не обязательно	1	5
260	значительной степени	3	5
261	свою очередь	7	5
262	за рамки	1	5
263	перед ним	2	5
264	в прошлом	2	5
265	к ним	1	5
266	ситуации рассказывания	2	5
267	сказать что	2	5
268	жанровая форма	2	5
269	к себе	1	5
270	несмотря на	2	5
271	проявляется в	1	5
272	как раз	8	5
273	для своего	3	5
274	сути своей	1	5
275	высказывания не	1	5
276	я и	6	5
277	от нормы	1	5
278	так сказать	2	5
279	же касается	1	5
280	в сторону	2	5
281	на этом	2	5
282	эстетической деятельности	2	5
283	но при	1	5
284	жанров в	1	5
285	следует признать	3	5
286	подход к	2	5
287	с ее	3	5
288	тем что	3	5
289	одного и	4	5
290	во второй	8	5
291	но одновременно	1	5
292	во втором	4	5
293	один из	6	5
294	по слову	1	5
295	подобно тому	4	5
296	себе не	1	5
297	за пределы	3	5
298	оно не	2	5
299	претендует на	2	5
300	сказания и	2	5
301	в свою	9	5
302	в значительной	3	5
303	известной степени	3	5
304	адресата в	1	5
305	принадлежит к	4	5
306	при котором	1	5
307	к той	1	5
308	ничего не	3	5
309	того что	4	5
310	в литературе	3	5
311	того как	1	5
312	художественного дискурса	3	5
313	здесь в	2	5
314	по словам	1	5
315	в ней	2	5
316	и состоит	1	5
317	не предполагает	2	5
318	мира и	2	5
319	в их	7	5
320	притчи в	2	5
321	сказания или	3	5
322	и потому	3	5
323	в акте	2	5
324	из этих	4	5
325	по бахтину	1	5
326	что касается	5	5
327	но она	1	5
328	коммуникативной стратегии	4	5
329	стороны и	1	5
330	становления и	1	5
331	как будто	1	5
332	в самом	7	4
333	и к	7	4
334	и составляет	1	4
335	человеческой жизни	2	4
336	в равной	2	4
337	оказывается не	1	4
338	по выражению	1	4
339	говорит о	3	4
340	в году	5	4
341	в результате	6	4
342	и само	1	4
343	а напротив	3	4
344	в первом	2	4
345	ни одна	1	4
346	и до	2	4
347	в жизни	2	4
348	коммуникативную стратегию	1	4
349	в нарративном	2	4
350	отличается от	1	4
351	внутренней мерой	2	4
352	данному жанру	1	4
353	во всяком	6	4
354	восходит к	4	4
355	из жизни	1	4
356	между двумя	1	4
357	следует отнести	1	4
358	только на	1	4
359	из виду	1	4
360	что они	3	4
361	по преимуществу	3	4
362	стороны адресата	2	4
363	в произведении	3	4
364	на статус	1	4
365	тем не	3	4
366	к жизни	5	4
367	связи с	1	4
368	не о	2	4
369	будто бы	1	4
370	полной мере	3	4
371	одним из	1	4
372	что не	3	4
373	который по	1	4
374	жизненной позиции	2	4
375	я не	3	4
376	не есть	6	4
377	одном из	1	4
378	этического выбора	1	4
379	по себе	6	4
380	частной жизни	2	4
381	иной жанровой	1	4
382	коммуникативным событием	2	4
383	и тем	3	4
384	как это	7	4
385	должны быть	1	4
386	о событиях	1	4
387	хотя в	2	4
388	силу своей	1	4
389	речевой акт	1	4
390	и есть	1	4
391	или иного	5	4
392	для притчи	2	4
393	в культуре	2	4
394	однако и	3	4
395	автор и	1	4
396	жизни а	1	4
397	с ним	2	4
398	не ограничивается	1	4
399	классической риторики	1	4
400	и анекдота	1	4
401	из того	1	4
402	не могут	2	4
403	не более	2	4
404	между которыми	1	4
405	с ней	1	4
406	сути дела	1	4
407	и адресата	3	4
408	к другому	1	4
409	свое время	4	4
410	более чем	2	4
411	в становлении	2	4
412	высказывания и	1	4
413	во мне	1	4
414	в современном	1	4
415	для меня	1	4
416	на примере	2	4
417	составляет не	2	4
418	тот или	3	4
419	и во	1	4
420	жанровая стратегия	3	4
421	до известной	3	4
422	неотделимо от	1	4
423	предстает как	2	4
424	текста в	8	4
425	этом случае	1	4
426	в свое	4	4
427	внутреннюю меру	2	4
428	зависит от	1	4
429	мы имеем	5	4
430	не для	2	4
431	есть в	2	4
432	и др	1	4
433	со своим	2	4
434	слова не	1	4
435	или в	4	4
436	объекта и	3	4
437	с той	3	4
438	по своему	3	4
439	но уже	1	4
440	на его	3	4
441	а на	2	4
442	того или	6	4
443	может иметь	1	4
444	в полной	3	4
445	в анекдоте	2	4
446	одну из	3	4
447	а по	1	4
448	организации текста	3	4
449	цикла в	4	4
450	и прежде	2	4
451	речевыми жанрами	1	4
452	может и	1	4
453	или напротив	1	4
454	свой жизненный	1	3
455	является в	1	3
456	говоря уже	1	3
457	жизненных позиций	3	3
458	в момент	3	3
459	которая в	2	3
460	эстетическая деятельность	1	3
461	дело с	3	3
462	к числу	4	3
463	жанры как	2	3
464	характер и	1	3
465	к циклизации	1	3
466	не бывает	1	3
467	у пушкина	3	3
468	на смену	5	3
469	в мифе	1	3
470	и сам	8	3
471	рассказывания а	1	3
472	их в	1	3
473	в одно	2	3
474	в лирическом	3	3
475	с этим	4	3
476	в действительности	2	3
477	вопрос о	1	3
478	белкина в	6	3
479	в пределе	1	3
480	в цикле	1	3
481	входит в	4	3
482	имея в	1	3
483	словесного выражения	1	3
484	композиционная форма	2	3
485	дискурсу в	1	3
486	прозы в	1	3
487	как на	1	3
488	имеем дело	4	3
489	речь о	1	3
490	тут же	1	3
491	жанровой природе	1	3
492	научного мышления	1	3
493	о ней	1	3
494	ближе к	2	3
495	на почве	3	3
496	героем анекдота	2	3
497	притча и	2	3
498	и он	4	3
499	вплоть до	5	3
500	в повестях	11	3
501	о событии	1	3
502	к анекдоту	2	3
503	к которому	2	3
504	своего другого	1	3
505	сверхличной заданностью	1	3
506	предметом целью	1	3
507	анекдот как	1	3
508	стремится к	1	3
509	в которой	1	3
510	к чему	2	3
511	и приводит	1	3
512	своего и	1	3
513	на себя	5	3
514	и ситуацией	1	3
515	жизненный путь	1	3
516	между собой	1	3
517	как у	3	3
518	ивана петровича	11	3
519	лирическое я	3	3
520	анекдота но	1	3
521	здесь как	2	3
522	о себе	4	3
523	повестях белкина	10	3
524	но как	4	3
525	причастности к	2	3
526	внутренней меры	1	3
527	дистанции между	1	3
528	этой причине	1	3
529	и что	2	3
530	в тех	2	3
531	жанровой природы	1	3
532	в форме	2	3
533	то ни	1	3
534	равной степени	2	3
535	было бы	6	3
536	его как	3	3
537	о его	3	3
538	ситуацией высказывания	1	3
539	и от	3	3
540	бы быть	2	3
541	пушкиным в	1	3
542	и по	3	3
543	в точке	2	3
544	не случайно	13	3
545	еще одно	1	3
546	жизненного поведения	1	3
547	из возможных	1	3
548	они и	1	3
549	целью и	1	3
550	них в	1	3
551	петровича белкина	9	3
552	принадлежат к	1	3
553	исторического бытия	1	3
554	живет в	1	3
555	не требует	1	3
556	различного рода	1	3
557	истории в	2	3
558	в миропорядке	10	3
559	литературного произведения	8	3
560	ориентировано на	1	3
561	оказывается в	2	3
562	заключается в	1	3
563	себя с	1	3
564	в романе	3	3
565	рассказчика и	1	3
566	или анекдота	2	3
567	отношения к	6	3
568	вместе с	3	3
569	и герой	1	3
570	перед лицом	4	3
571	не имеет	1	3
572	да и	3	3
573	роли в	6	3
574	о котором	2	3
575	художественной словесности	1	3
576	в следующей	1	3
577	всей своей	1	3
578	уже говорилось	3	3
579	но оно	1	3
580	прозе в	1	3
581	это и	4	3
582	и более	1	3
583	языка и	1	3
584	своей собственной	1	3
585	этой традиции	1	3
586	который не	2	3
587	идет о	2	3
588	автора и	5	3
589	художественной целостности	6	3
590	слова и	1	3
591	значение для	1	3
592	сочетании с	4	3
593	креативной компетенции	1	3
594	определяется предметом	1	3
595	тем же	1	3
596	как мы	4	3
597	их с	1	3
598	то она	1	3
599	одноименной трагедии	1	3
600	к миру	2	3
601	всяком случае	6	3
602	по этой	1	3
603	жизни не	1	3
604	к содержанию	3	3
605	воззрения на	1	3
606	жизни но	4	3
607	в сочетании	4	3
608	жанр это	1	3
609	или притчи	2	3
610	на языке	3	3
611	ему в	1	3
612	мог быть	1	3
613	они не	2	3
614	произведения как	4	3
615	мира которая	1	3
616	уже в	5	3
617	мы не	4	3
618	еще и	4	3
619	в полном	2	3
620	с их	3	3
621	место в	4	3
622	однако не	2	3
623	эмоциональной рефлексии	1	3
624	а о	2	3
625	общей ситуации	1	3
626	на передний	1	3
627	жанровой стратегии	4	3
628	в литературу	2	3
629	в сферу	1	3
630	как целого	1	3
631	и без	3	3
632	все эти	2	3
633	или даже	1	3
634	анекдот в	1	3
635	ли не	5	3
636	не столь	1	3
637	в новом	5	3
638	в каждой	1	3
639	об этом	3	3
640	в сцене	2	3
641	особенно в	1	3
642	бы это	2	3
643	мере в	2	3
644	не говоря	1	3
645	как показывает	2	3
646	личности в	5	3
647	жанровые стратегии	2	3
648	притчи и	4	3
649	она не	3	3
650	хотя бы	1	3
651	в речевом	1	3
652	из барышни-крестьянки	3	3
653	дело не	3	3
654	собой как	1	3
655	когда он	2	3
656	референтная компетенция	1	3
657	в начале	10	3
658	в большинстве	2	3
659	с человеком	1	3
660	имеет свою	2	3
661	герой не	3	3
662	неканонического жанра	1	3
663	в организации	3	3
664	дискурса в	2	3
665	к ней	1	3
666	указывает на	3	3
667	нарративного высказывания	1	3
668	передний план	1	3
669	слова в	2	3
670	жизни и	2	3
671	уже о	2	3
672	себе самому	2	3
673	для этого	1	3
674	и наконец	1	3
675	что на	3	3
676	что было	1	2
677	во всем	5	2
678	мы можем	2	2
679	не выбирают	1	2
680	для всех	5	2
681	лицу с	1	2
682	полагая его	1	2
683	о жанровой	1	2
684	уверяем читателя	1	2
685	укладу жизни	1	2
686	т.е в	2	2
687	конструктивная роль	1	2
688	кому рассказывается	1	2
689	с этой	1	2
690	еще более	1	2
691	и героя	2	2
692	эстетического объекта	6	2
693	формы целого	2	2
694	о них	1	2
695	следует анекдот	1	2
696	мысли и	1	2
697	те же	3	2
698	активность адресата	1	2
699	ни столь	2	2
700	принадлежности к	1	2
701	с собачкой	1	2
702	нас в	1	2
703	требует от	1	2
704	композиции неразвернутость	1	2
705	этого момента	2	2
706	то ли	2	2
707	как было	1	2
708	мыслится как	2	2
709	героев а	1	2
710	как субъекта	1	2
711	в предыдущей	1	2
712	под углом	1	2
713	и с	1	2
714	из станционного	1	2
715	жизнь в	2	2
716	но вполне	1	2
717	смыслом а	1	2
718	от всего	2	2
719	притчей о	1	2
720	без учета	2	2
721	отграниченная система	1	2
722	в собственном	1	2
723	это бывает	1	2
724	всех подобных	1	2
725	деталей краткость	1	2
726	тем или	2	2
727	своего присутствия	1	2
728	городского фольклора	1	2
729	речь идет	3	2
730	воспринимающего сознания	3	2
731	определяется не	1	2
732	в записках	1	2
733	и анекдот	2	2
734	ставят перед	1	2
735	реальности и	1	2
736	требует для	1	2
737	в центр	2	2
738	вследствие которого	2	2
739	не могли	1	2
740	же автора	1	2
741	отсюда и	2	2
742	анекдота по	1	2
743	излишним впрочем	1	2
744	о которых	2	2
745	повести белкина	9	2
746	для того	1	2
747	адресата и	1	2
748	и другой	1	2
749	характер в	2	2
750	неразвернутость характеристик	1	2
751	строгость композиции	1	2
752	одной и	2	2
753	этот тезис	1	2
754	с помощью	1	2
755	для анекдота	1	2
756	строго отграниченная	1	2
757	выбирают а	1	2
758	лаконичная строгость	1	2
759	а между	1	2
760	анекдот не	1	2
761	уже как	1	2
762	ситуаций то	1	2
763	принадлежит не	1	2
764	к противоположному	1	2
765	углом зрения	2	2
766	жанр как	1	2
767	немалой степени	2	2
768	укрупненных деталей	1	2
769	жанровой теории	1	2
770	в чистом	2	2
771	было сказано	2	2
772	дистанция между	3	2
773	обратим внимание	2	2
774	я с	7	2
775	жизни как	4	2
776	художественного времени	1	2
777	тех случаях	1	2
778	тем кто	2	2
779	том чтобы	2	2
780	памяти ивана	1	2
781	речевого поведения	1	2
782	в нашем	4	2
783	на него	1	2
784	под названием	1	2
785	слово не	1	2
786	предосудительного памяти	1	2
787	из трех	2	2
788	который в	4	2
789	не удивительно	2	2
790	точность словесного	1	2
791	в литературоведении	1	2
792	герой анекдота	2	2
793	или из	2	2
794	он сам	2	2
795	по поводу	5	2
796	ничего предосудительного	1	2
797	к языку	1	2
798	едва ли	6	2
799	все перечисленные	1	2
800	и свершают	1	2
801	своего развития	1	2
802	слово анекдота	2	2
803	или иным	2	2
804	собой некий	1	2
805	к общему	1	2
806	из анекдота	1	2
807	этих двух	2	2
808	собой и	1	2
809	сверхличной заданности	4	2
810	к их	1	2
811	мышления и	1	2
812	в такого	1	2
813	см главу	1	2
814	я на	1	2
815	сознания с	1	2
816	х гг	1	2
817	должно быть	1	2
818	очередь определяется	1	2
819	время в	2	2
820	обратить внимание	1	2
821	при переходе	1	2
822	начала и	1	2
823	я как	1	2
824	как эстетической	2	2
825	м.л гаспарова	1	2
826	чем у	1	2
827	лирический сюжет	1	2
828	человек как	1	2
829	с другими	1	2
830	картине мира	2	2
831	не обладает	1	2
832	не от	2	2
833	иного рода	1	2
834	как можно	1	2
835	у него	2	2
836	вспомнить о	1	2
837	распространяется на	1	2
838	я помню	1	2
839	система смыслов	1	2
840	краткость и	1	2
841	обнаруживает себя	1	2
842	что она	3	2
843	анекдот коего	1	2
844	как его	1	2
845	все того	1	2
846	из уст	2	2
847	о смерти	4	2
848	высказывания как	2	2
849	очевидно что	2	2
850	настоящим и	1	2
851	рассмотренная выше	1	2
852	анекдоту и	1	2
853	же как	1	2
854	большинстве случаев	1	2
855	герой в	1	2
856	должно было	1	2
857	служит для	1	2
858	а только	1	2
859	это ведет	1	2
860	в чем	2	2
861	как субъект	1	2
862	такова например	1	2
863	а герой	1	2
864	кто из	1	2
865	вопроса о	2	2
866	не был	1	2
867	несут в	1	2
868	остается в	1	2
869	в каждом	4	2
870	повествователя в	2	2
871	лица и	1	2
872	определенной жанровой	2	2
873	и фигура	1	2
874	не одного	1	2
875	до нас	1	2
876	он ничего	1	2
877	сюжета и	2	2
878	всего лишь	13	2
879	личности и	4	2
880	своей внутренней	1	2
881	речи и	1	2
882	в случае	6	2
883	художественное целое	7	2
884	но зато	2	2
885	не заключает	1	2
886	и точность	1	2
887	главного героя	2	2
888	между жизнью	1	2
889	дискурса к	1	2
890	они хотят	1	2
891	могла бы	3	2
892	характеристик и	1	2
893	произведения в	4	2
894	в поведении	1	2
895	оба они	1	2
896	в первой	10	2
897	теми же	1	2
898	сказания это	2	2
899	всего литературного	1	2
900	его к	1	2
901	и ведет	1	2
902	себе как	1	2
903	чем и	1	2
904	в заглавие	2	2
905	бы я	1	2
906	оцененном мире	1	2
907	помещаем полагая	1	2
908	надо полагать	1	2
909	рамках которого	2	2
910	утверждать что	1	2
911	на деле	1	2
912	один голос	1	2
913	личностного самоопределения	1	2
914	цепи событий	1	2
915	а потому	1	2
916	как жанровая	1	2
917	повесть о	3	2
918	к лицу	1	2
919	рассказа не	1	2
920	не позволяет	2	2
921	для становления	1	2
922	в чужой	1	2
923	в последнем	1	2
924	по определению	1	2
925	рассуждению бахтина	1	2
926	и притче	1	2
927	но обязательно	1	2
928	его из	2	2
929	в основном	1	2
930	как к	2	2
931	в литературной	1	2
932	и при	1	2
933	и должно	1	2
934	удивительно что	2	2
935	лично для	2	2
936	переживание переживания	1	2
937	говорит и	3	2
938	хотят и	1	2
939	и романа	1	2
940	романа в	1	2
941	нашего времени	5	2
942	из которых	2	2
943	общему мнению	1	2
944	поэтому в	2	2
945	героем притчи	2	2
946	разного рода	1	2
947	бы укрупненных	1	2
948	в отношении	2	2
949	трагизма в	1	2
950	к читателю	1	2
951	и делает	1	2
952	то с	1	2
953	анекдота не	2	2
954	рецептивная установка	1	2
955	и вполне	1	2
956	этом как	2	2
957	и строго	1	2
958	слову бахтина	1	2
959	т.д в	1	2
960	если бы	2	2
961	самом деле	2	2
962	как писал	1	2
963	самим собой	3	2
964	предлагая адресату	1	2
965	речевого замысла	2	2
966	от своего	3	2
967	с таким	5	2
968	в придании	2	2
969	одновременно с	1	2
970	о своей	2	2
971	и оцененном	1	2
972	авторства и	1	2
973	героев и	1	2
974	что могло	1	2
975	плотности акцентуации	1	2
976	поскольку в	1	2
977	предстает субъектом	1	2
978	от его	2	2
979	не приводит	1	2
980	себя и	2	2
981	сцены и	1	2
982	говорили о	1	2
983	в стихах	2	2
984	природе суть	1	2
985	ср из	2	2
986	дифференцированном и	1	2
987	пушкина и	3	2
988	двух веков	1	2
989	со сцены	1	2
990	и выступает	1	2
991	время и	1	2
992	и описаний	1	2
993	тех же	2	2
994	не имеют	1	2
995	жизнь личности	1	2
996	столь уж	1	2
997	зрения как	1	2
998	в роли	1	2
999	не должно	3	2
1000	на основе	1	2
1001	можно усмотреть	1	2
1002	два полюса	1	2
1003	роль немногочисленных	1	2
1004	и теперь	1	2
1005	себя не	2	2
1006	со всей	1	2
1007	совпадают с	1	2
1008	вступает в	5	2
1009	к одному	2	2
1010	частности как	1	2
1011	вслед за	1	2
1012	целый ряд	1	2
1013	притчи может	1	2
1014	на их	1	2
1015	завершенная и	1	2
1016	последних двух	1	2
1017	он есть	1	2
1018	жанровая ситуация	2	2
1019	каждый из	2	2
1020	литературы в	1	2
1021	было и	1	2
1022	повествование в	1	2
1023	и той	2	2
1024	автора в	1	2
1025	ритмических рядов	4	2
1026	его излишним	1	2
1027	индивидуальной жизненной	1	2
1028	из наиболее	3	2
1029	вторичные идеологические	1	2
1030	неотделима от	1	2
1031	к однозначности	1	2
1032	мышления но	1	2
1033	ходе которого	1	2
1034	субъекта объекта	2	2
1035	одного сознания	1	2
1036	на этот	1	2
1037	легко может	2	2
1038	адресата при	1	2
1039	этого слова	3	2
1040	его составе	1	2
1041	не предполагается	1	2
1042	столько в	1	2
1043	в и	1	2
1044	и литературой	1	2
1045	коего мы	1	2
1046	новом качестве	1	2
1047	и персонажи	1	2
1048	во времени	1	2
1049	читателя что	1	2
1050	в самой	1	2
1051	бывает в	1	2
1052	одних и	2	2
1053	в любви	1	2
1054	ответ на	3	2
1055	стабильно дифференцированном	1	2
1056	это делает	1	2
1057	значение в	2	2
1058	художественного высказывания	3	2
1059	возникает в	2	2
1060	аналогичным образом	1	2
1061	все это	5	2
1062	в художественной	1	2
1063	он как	1	2
1064	на роль	1	2
1065	мифологического предания	2	2
1066	сказание или	2	2
1067	вести речь	1	2
1068	в окказиональном	1	2
1069	себя самого	1	2
1070	что с	1	2
1071	своему происхождению	2	2
1072	ее в	2	2
1073	видеть в	2	2
1074	жанровых стратегий	2	2
1075	или словами	1	2
1076	лицом к	1	2
1077	в широком	1	2
1078	о герое	1	2
1079	чем он	1	2
1080	как нечто	1	2
1081	и притчевым	1	2
1082	между мифом	1	2
1083	в дискурсе	1	2
1084	восприятия со	1	2
1085	в г	1	2
1086	отказаться от	1	2
1087	что является	1	2
1088	звучит один	1	2
1089	к жанровой	1	2
1090	станционного смотрителя	13	2
1091	себя а	1	2
1092	по существу	1	2
1093	научного дискурса	1	2
1094	как притчу	1	2
1095	к сообщаемому	2	2
1096	анна каренина	2	2
1097	случаях когда	1	2
1098	является не	1	2
1099	соотносится с	1	2
1100	эстетического субъекта	1	2
1101	так в	4	2
1102	на фоне	4	2
1103	к своему	1	2
1104	не помещаем	1	2
1105	со своей	8	2
1106	по его	4	2
1107	готовом стабильно	1	2
1108	это было	2	2
1109	текста однако	1	2
1110	путь к	4	2
1111	вовсе не	2	2
1112	как все	1	2
1113	и вообще	1	2
1114	тем более	3	2
1115	связаны с	2	2
1116	ему не	1	2
1117	нем звучит	1	2
1118	как формы	2	2
1119	и тех	2	2
1120	с фигурой	1	2
1121	сам повествователь	1	2
1122	типическим ситуациям	1	2
1123	миропорядка а	1	2
1124	впрочем уверяем	1	2
1125	коммуникативных статусов	1	2
1126	ей в	1	2
1127	мифом и	1	2
1128	хоровое слово	2	2
1129	акцентированная роль	1	2
1130	как замечает	1	2
1131	его не	3	2
1132	этого текста	4	2
1133	этом мире	1	2
1134	участников коммуникативного	3	2
1135	не по	1	2
1136	суть то	1	2
1137	обстоит дело	1	2
1138	он обращается	1	2
1139	эстетическое завершение	1	2
1140	мы должны	1	2
1141	речь пойдет	2	2
1142	и их	3	2
1143	целого в	3	2
1144	только то	1	2
1145	эстетического отношения	6	2
1146	человека с	2	2
1147	х годов	1	2
1148	эстетическая модальность	4	2
1149	анекдота о	2	2
1150	ситуациям речевого	1	2
1151	в книге	1	2
1152	может реализоваться	1	2
1153	при обращении	1	2
1154	с литературными	1	2
1155	ю.м лотмана	1	2
1156	описаний акцентированная	1	2
1157	оно живет	1	2
1158	в голову	1	2
1159	внутритекстовых дискурсов	2	2
1160	такой же	2	2
1161	немногочисленных и	1	2
1162	на то	1	2
1163	право на	1	2
1164	включает в	2	2
1165	компактность сюжета	1	2
1166	ценностной дистанции	1	2
1167	и только	1	2
1168	с первых	1	2
1169	которая своей	1	2
1170	в немалой	2	2
1171	уже было	2	2
1172	не могло	1	2
1173	индивидуального речевого	2	2
1174	принципиальное отличие	1	2
1175	и слушающих	1	2
1176	текста на	2	2
1177	есть не	2	2
1178	в готовом	2	2
1179	однако на	1	2
1180	возможна только	1	2
1181	событие это	1	2
1182	венчании бурмин	1	1
1183	атрибутами анекдотичности	1	1
1184	и поучаемого	1	1
1185	с которыми	1	1
1186	а мертвый	1	1
1187	мы обратимся	1	1
1188	практически не	1	1
1189	является сюжетообразующим	1	1
1190	его величия	1	1
1191	национально-историческому быту	1	1
1192	до которого	1	1
1193	сладки были	1	1
1194	и другие	1	1
1195	пределах одного	1	1
1196	владимир планирует	1	1
1197	улана между	1	1
1198	ситуация анекдота	1	1
1199	отсутствие развернутых	1	1
1200	ритмического ряда	1	1
1201	оно стремится	1	1
1202	для нее	1	1
1203	практике может	1	1
1204	зародыши тематические	1	1
1205	путем его	1	1
1206	что если	1	1
1207	мужиком в	1	1
1208	работой над	1	1
1209	организующего учительный	1	1
1210	художественном мире	2	1
1211	субъекта самоопределения	1	1
1212	сентенцию ср	1	1
1213	мы и	1	1
1214	офицеров не	1	1
1215	ритмико-интонационный строй	2	1
1216	лучшей драгоценнейшей	1	1
1217	жанры существенно	1	1
1218	с героем	2	1
1219	числу нарративных	1	1
1220	индивидуальной жизни	1	1
1221	ответную реакцию	1	1
1222	ритмической напряженности	2	1
1223	внутренняя активность	1	1
1224	собственной ситуации	1	1
1225	указующий перст	1	1
1226	местом в	1	1
1227	наконец даже	1	1
1228	юмором так	1	1
1229	самого себя	1	1
1230	к этой	2	1
1231	сколько к	1	1
1232	фигуры цикла	1	1
1233	и скуфья	1	1
1234	не носит	1	1
1235	обязан он	1	1
1236	эстетическим объектом	1	1
1237	случае мы	1	1
1238	и конца	1	1
