N	3gram	Losev_Vesc	FransuaR
91	и даже больше	1	3
92	видим таким образом	1	3
93	смысле этого слова	1	3
94	можно говорить о	2	3
95	они вовсе не	1	3
96	не только не	4	3
97	и того же	1	3
98	ни к какому	1	3
99	вместе с тем	3	3
100	еще и в	1	3
101	как мы знаем	1	3
102	в себе и	1	3
103	все же не	3	3
104	содержит в себе	11	3
105	как бы ни	2	3
106	является одним из	1	3
107	но и для	1	3
108	как и во	1	3
109	в себе в	4	3
110	что все это	1	3
111	в этом смысле	2	3
112	имеется в виду	1	3
113	в себя момент	1	3
114	одного и того	1	3
115	именно потому что	1	3
116	один из самых	1	3
117	тех или иных	2	3
118	и не в	3	3
119	есть не что	8	3
120	здесь как и	1	3
121	бы то ни	12	3
122	и в этом	2	3
123	заключается в том	3	3
124	руки и ноги	2	3
125	не что иное	12	3
126	но как раз	1	3
127	в сущности и	1	3
128	свидетельствует о том	3	3
129	мы видим таким	1	3
130	что иное как	12	3
131	в одном и	2	2
132	том что это	1	2
133	быть и речи	1	2
134	точка зрения на	1	2
135	никак не может	1	2
136	в том или	2	2
137	как мы говорили	1	2
138	что мы уже	1	2
139	самом деле в	1	2
140	в коем случае	1	2
141	потому что она	1	2
142	что из этого	1	2
143	с полной очевидностью	1	2
144	дело вовсе не	1	2
145	сам по себе	4	2
146	из них в	1	2
147	не потому что	5	2
148	таким образом что	1	2
149	и вместе с	1	2
150	но также и	1	2
151	далеко не все	1	2
152	и с другой	2	2
153	то ни было	12	2
154	в нем нет	2	2
155	из того что	3	2
156	то что он	2	2
157	и только в	1	2
158	дело не с	2	2
159	мы встречаем здесь	1	2
160	и может быть	1	2
161	в том чтобы	2	2
162	и еще один	2	2
163	и в чем	1	2
164	да и в	1	2
165	мы будем говорить	1	2
166	вовсе еще не	1	2
167	у нее нет	1	2
168	и здесь и	1	2
169	по своей природе	1	2
170	адама и евы	1	2
171	он и не	1	2
172	хотя бы в	2	2
173	он говорит об	1	2
174	новые и новые	1	2
175	в полной мере	1	2
176	и как раз	1	2
177	и когда она	2	2
178	явление то есть	2	2
179	и есть то	2	2
180	все новые и	1	2
181	может быть только	6	2
182	и не только	6	2
183	ни в коем	1	2
184	с полной ясностью	1	2
185	в третьем случае	1	2
186	мы сказали что	1	2
187	то что для	1	2
188	только тогда когда	2	2
189	что у него	1	2
190	во всех языках	1	2
191	новых вещей и	1	2
192	какой бы то	1	2
193	и в нем	1	2
194	и не было	1	2
195	ни на что	1	2
196	на что не	1	2
197	и в целом	1	2
198	мы не знаем	1	2
199	в этом случае	1	2
200	том что он	2	2
201	мы не можем	3	2
202	главным образом на	1	2
203	есть все то	1	2
204	на эту тему	1	2
205	ни о каком	2	2
206	потому что они	4	2
207	уже сказали что	1	1
208	их конкретной и	1	1
209	это не значит	1	1
210	как будто бы	1	1
211	очень интересный и	1	1
212	все эти факты	1	1
213	но еще и	3	1
214	что в ней	3	1
215	можно только в	1	1
216	к действительности и	1	1
217	вещи и их	1	1
218	не в этом	1	1
219	то что не	2	1
220	они все же	1	1
221	взятый сам по	1	1
222	с вопросом о	1	1
223	хотя бы и	2	1
224	чем же сущность	1	1
225	что между ними	1	1
226	это не есть	2	1
227	в этом небольшом	1	1
228	и что она	2	1
229	она и не	1	1
230	было бы нелепо	1	1
231	то в чем	1	1
232	о чем не	1	1
233	я должен сказать	1	1
234	так как она	1	1
235	кроме того что	1	1
236	отца и сына	1	1
237	слово для обозначения	1	1
238	выводы из этого	1	1
239	в действительности же	1	1
240	вещей и имен	4	1
241	с его чисто	1	1
242	прежде всего к	1	1
243	то это уже	1	1
244	тут у нас	1	1
245	не только то	1	1
246	но только в	1	1
247	не могла бы	1	1
248	и таким образом	2	1
249	от адама и	1	1
250	точки зрения этого	1	1
251	а затем и	2	1
252	для него только	1	1
253	ибо смерть есть	1	1
254	со всем прочим	3	1
255	только и может	1	1
256	имеет дело с	1	1
257	и вот эта	1	1
258	и говорить о	1	1
259	что с точки	1	1
260	оно все же	1	1
261	один из наиболее	1	1
262	даже и не	2	1
263	и действия в	1	1
264	них получилось нечто	1	1
265	здесь и там	1	1
266	они вообще не	1	1
267	с вещами и	1	1
268	и том же	1	1
269	не знали что	1	1
270	со всем окружающим	1	1
271	в истории и	1	1
272	она сама себя	1	1
273	и во всяком	1	1
274	была как бы	1	1
275	одна из основных	1	1
276	как это было	1	1
277	на себе печать	1	1
278	первом случае мы	1	1
279	только в свете	1	1
280	при переходе в	3	1
281	и без всякого	2	1
282	именно тем что	3	1
283	этого метода в	1	1
284	один момент который	1	1
285	но не просто	1	1
286	было бы сказать	2	1
287	но это понимание	1	1
288	в результате этого	1	1
289	резко отличается от	1	1
290	у нас есть	1	1
291	и даже с	1	1
292	да и сама	1	1
293	и для всех	1	1
294	и есть в	1	1
295	так и ее	1	1
296	и что это	1	1
297	и что он	1	1
298	может так что	1	1
299	в одном случае	1	1
300	одном и том	1	1
301	где нет ни	1	1
302	мы переходим к	1	1
303	так что и	1	1
304	тех кто не	1	1
305	то или иное	1	1
306	момент в истории	1	1
307	отношении вещей и	2	1
308	она и есть	1	1
309	уже не просто	2	1
310	я бы сказал	1	1
311	есть не только	2	1
312	для него это	1	1
313	он все же	1	1
314	по самому своему	1	1
315	и в той	1	1
316	оказывается вовсе не	1	1
317	ни о чем	1	1
318	этом отношении они	2	1
319	с тем что	1	1
320	что из них	1	1
321	в этой маленькой	1	1
322	и не подозревает	1	1
323	а так как	2	1
324	та или иная	1	1
325	то что мы	3	1
326	литературе где он	1	1
327	того же типа	1	1
328	но самое главное	2	1
329	и здесь как	1	1
330	что он не	1	1
331	момент который также	1	1
332	связанными между собою	1	1
333	как она есть	3	1
334	тем более не	1	1
335	в сущности в	1	1
336	бы и не	1	1
337	от них и	1	1
338	есть как бы	3	1
339	он становится на	1	1
340	он думает что	1	1
341	это значило бы	3	1
342	а не к	2	1
343	есть то что	4	1
344	оно может быть	1	1
345	того что они	1	1
346	связи с вопросом	1	1
347	ту же самую	1	1
348	и ничем не	2	1
349	мы говорили о	1	1
350	однако и здесь	1	1
351	так как всякое	1	1
352	имеющие никакого отношения	1	1
353	и еще более	1	1
354	ни с какими	1	1
355	и со стороны	1	1
356	независимо от того	1	1
357	стороны и с	1	1
358	в их конкретной	1	1
359	и необходимо и	1	1
360	никто никогда не	1	1
361	тем не менее	11	1
362	есть еще и	2	1
363	и пр но	1	1
364	от вещей и	1	1
365	и многих других	1	1
366	нем нет ничего	1	1
367	конечно ни в	1	1
368	не в том	1	1
369	на вопрос о	1	1
370	имеет никакого отношения	2	1
371	есть только в	1	1
372	по природе своей	2	1
373	каждая в отдельности	1	1
374	действительность так как	1	1
375	содержат в себе	1	1
376	и пр и	1	1
377	не относится к	1	1
378	в смысл и	1	1
379	сами по себе	3	1
380	ведь это и	1	1
381	а и в	9	1
382	вещи и явления	1	1
383	проник и в	1	1
384	в нем те	1	1
385	это может быть	1	1
386	собою и с	1	1
387	в зависимости от	1	1
388	он между прочим	1	1
389	само по себе	4	1
390	широко не только	1	1
391	не раз при	1	1
392	в каждый момент	1	1
393	это было в	1	1
394	а потому что	1	1
395	что они не	1	1
396	на точке зрения	1	1
397	в этом ничего	1	1
398	а за ними	1	1
399	ни с кем	1	1
400	по себе и	1	1
401	тем что она	1	1
402	мы видим как	1	1
403	у него и	1	1
404	по существу и	1	1
405	с тех пор	1	1
406	той или другой	3	1
407	все к чему	1	1
408	что он есть	1	1
409	между ними уже	1	1
410	есть и такой	1	1
411	на этом основании	1	1
412	деле в чем	1	1
413	или хотя бы	1	1
414	в результате такого	1	1
415	и существенный смысл	1	1
416	в ней есть	1	1
417	и в отдельных	1	1
418	становится на точку	1	1
419	между собою и	3	1
420	что может быть	1	1
421	на то что	7	1
422	он должен быть	1	1
423	но потому что	1	1
424	и что вы	1	1
425	от того что	4	1
426	судить о характере	1	1
427	может быть ни	3	1
428	не есть нечто	1	1
429	как и прежде	1	1
430	за ними как	1	1
431	и в конце	1	1
432	для него не	1	1
433	один из моментов	1	1
434	об этом в	1	1
435	явление как нечто	1	1
436	не имеющие никакого	1	1
437	перед нами как	1	1
438	на этой стадии	1	1
439	не в состоянии	1	1
440	так как под	1	1
441	знает что такое	1	1
442	в отношении к	2	1
443	его от всех	1	1
444	не имеет никакого	2	1
445	не будет уже	1	1
446	вопрос о том	2	1
447	вещей и явлений	1	1
448	перевести на язык	1	1
449	на то или	1	1
450	одно из самых	1	1
451	но и все	1	1
452	а только в	1	1
453	и все вообще	1	1
454	и новые формы	1	1
455	и здесь мы	1	1
456	не есть его	1	1
457	тому как в	1	1
458	одно и то	5	1
459	значит не только	4	1
460	вещи в их	1	1
461	и то же	5	1
462	и ничего не	1	1
463	только потому что	1	1
464	речь идет о	1	1
465	никакого отношения к	2	1
466	нужно для того	1	1
467	так что в	3	1
468	есть прежде всего	4	1
469	из них получилось	1	1
470	и в одном	1	1
471	можно выразить и	1	1
472	то обстоятельство что	1	1
473	своей части в	1	1
474	в которой не	1	1
475	между прочим и	1	1
476	от всех других	1	1
477	условиях не может	2	1
478	сих пор мы	1	1
479	еще один момент	1	1
480	то время как	4	1
481	в сущности всегда	1	1
482	только в своей	1	1
483	свой смысл и	1	1
484	вещи и ее	1	1
