N	2gram	Potebnia_M	EvropaiE
401	на вопрос	3	1
402	также что	2	1
403	уже существует	1	1
404	указать на	1	1
405	должно быть	9	1
406	к этой	3	1
407	имеют в	2	1
408	нашла бы	2	1
409	время с	2	1
410	то следует	1	1
411	от нее	6	1
412	до него	1	1
413	в явлениях	1	1
414	уже в	5	1
415	например в	4	1
416	которых мы	3	1
417	был бы	1	1
418	в жизни	5	1
419	внимание на	3	1
420	с такой	1	1
421	в состоянии	5	1
422	для себя	4	1
423	он считает	1	1
424	том же	3	1
425	тем для	1	1
426	в xviii	1	1
427	сказать чтобы	1	1
428	для всякого	3	1
429	мы знаем	2	1
430	время не	1	1
431	дело с	2	1
432	практики но	1	1
433	при этом	17	1
434	для него	13	1
435	сказать даже	1	1
436	из указанных	1	1
437	бы на	1	1
438	различны и	1	1
439	следует что	1	1
440	и служат	2	1
441	в разных	2	1
442	с ним	7	1
443	тем как	3	1
444	связанное с	3	1
445	многие из	1	1
446	что при	6	1
447	взаимная связь	1	1
448	в формах	3	1
449	имеет значения	1	1
450	он на	1	1
451	что с	3	1
452	и творческого	1	1
453	не как	4	1
454	только отдельные	2	1
455	мы совершенно	1	1
456	это изменение	1	1
457	поэтому в	1	1
458	которые никак	1	1
459	нас в	2	1
460	то мы	4	1
461	к сознанию	3	1
462	у нас	3	1
463	если даже	1	1
464	богатство и	1	1
465	развития не	1	1
466	нами в	2	1
467	смысле этого	3	1
468	как нечто	1	1
469	быть может	6	1
470	в определении	2	1
471	с их	1	1
472	этих отношений	1	1
473	весь мир	1	1
474	восток не	1	1
475	мы находим	3	1
476	иначе если	2	1
477	нельзя ни	1	1
478	и стремясь	1	1
479	тому же	1	1
480	а на	2	1
481	связь с	2	1
482	существует только	2	1
483	оно не	4	1
484	как они	1	1
485	не было	7	1
486	что нет	2	1
487	связи с	6	1
488	ко всем	4	1
489	психологии и	1	1
490	если не	5	1
491	более или	6	1
492	это должно	1	1
493	отказаться от	1	1
494	не представляется	2	1
495	не о	1	1
496	но все	4	1
497	все ее	2	1
498	имеет для	2	1
499	по степени	2	1
500	и сам	1	1
501	наблюдений над	1	1
502	с таким	3	1
503	что его	2	1
504	общего правила	1	1
505	и внутри	1	1
506	но совершенно	2	1
507	на такой	2	1
508	что за	3	1
509	во внимание	4	1
510	это состояние	1	1
511	можно быть	1	1
512	мысль о	8	1
513	по отношению	15	1
514	некоторых случаях	2	1
515	которые как	1	1
516	что не	15	1
517	как его	1	1
518	значения как	1	1
519	и другое	7	1
520	в построении	1	1
521	не делает	1	1
522	же следует	2	1
523	из всего	2	1
524	и устранить	1	1
525	то время	3	1
526	какой именно	1	1
527	в каждую	2	1
528	теплоты то	1	1
529	такое явление	1	1
530	может в	1	1
531	только путем	1	1
532	принадлежат к	1	1
533	но само	1	1
534	рядом с	3	1
535	не сразу	2	1
536	можно назвать	1	1
537	тому что	4	1
538	развития но	1	1
539	на другую	1	1
540	конечно не	1	1
541	в связи	2	1
542	те же	4	1
543	тем с	1	1
544	ли мысль	1	1
545	не кто	1	1
546	в последнем	2	1
547	следует понимать	1	1
548	есть нечто	7	1
549	с ними	2	1
550	время как	2	1
551	многих других	2	1
552	всегда в	1	1
553	влияющих на	1	1
554	что по	3	1
555	для каждого	1	1
556	если и	3	1
557	все эти	3	1
558	на земле	1	1
559	всем своем	1	1
560	такой вопрос	2	1
561	для человеческого	1	1
562	такая связь	1	1
563	живых существ	2	1
564	мнение что	1	1
565	все же	11	1
566	но когда	1	1
567	при таком	5	1
568	влияний в	1	1
569	есть только	16	1
570	противном случае	3	1
571	том смысле	7	1
572	только ее	1	1
573	этого слова	5	1
574	и т	10	1
575	одно из	5	1
576	внимание что	2	1
577	нами при	1	1
578	как более	1	1
579	в такой	2	1
580	каждое поколение	2	1
581	света и	3	1
582	один и	1	1
583	его жизни	1	1
584	выше мы	2	1
585	в вопросах	1	1
586	который не	1	1
587	ее частей	1	1
588	о которых	5	1
589	о котором	4	1
590	и следовательно	4	1
591	которое не	1	1
592	же касается	1	1
593	ко второй	1	1
594	ни для	2	1
595	имеют значение	1	1
596	и это	3	1
597	был не	1	1
598	более как	3	1
599	в каждой	1	1
600	именно с	1	1
601	то можно	1	1
602	но все-таки	1	1
603	об этом	1	1
604	связанная с	1	1
605	на себе	3	1
606	или менее	6	1
607	тогда как	10	1
608	что как	4	1
609	уже не	4	1
610	в одной	2	1
611	и вообще	5	1
612	он мог	1	1
613	менее ее	1	1
614	что конечно	1	1
615	людей в	1	1
616	если при	1	1
617	но его	1	1
618	нет ничего	2	1
619	не менее	10	1
620	могли бы	4	1
621	показать в	2	1
622	все ли	1	1
623	сказали бы	1	1
624	которые не	5	1
625	признать что	1	1
626	сопровождающих процесс	1	1
627	нас вопроса	1	1
628	том случае	1	1
629	человеческого развития	2	1
630	мы думаем	3	1
631	от себя	2	1
632	рассматривать как	1	1
633	а к	1	1
634	это зависит	1	1
635	а отчасти	1	1
636	связанная со	1	1
637	переходит в	2	1
638	и сами	3	1
639	зависит от	6	1
640	возвращается к	1	1
641	выше и	1	1
642	наблюдения с	1	1
643	то это	8	1
644	бы с	2	1
645	отличие от	1	1
646	мы увидим	3	1
647	язык и	6	1
648	что мы	11	1
649	на этом	3	1
650	смысле будет	1	1
651	чтобы в	1	1
652	значит что	1	1
653	когда мы	4	1
654	применить к	1	1
655	бы только	2	1
656	представим себе	1	1
657	случае если	1	1
658	связывает части	1	1
659	как одно	1	1
660	случаи когда	2	1
661	себе влияние	1	1
662	тех и	3	1
663	в основных	1	1
664	силы и	1	1
665	прав ли	1	1
666	как связь	1	1
667	народом в	1	1
668	делать что	1	1
669	то и	15	1
670	доказать что	2	1
671	г д	2	1
672	все остальные	9	1
673	чем то	1	1
674	всего этого	1	1
675	и необходимость	2	1
676	относится к	5	1
677	ту же	1	1
678	более того	1	1
679	поэтому если	1	1
680	признать за	2	1
681	п с	1	1
682	свое движение	1	1
683	на такие	2	1
684	в отношениях	2	1
685	много раз	1	1
686	уже о	1	1
687	или же	7	1
688	в этот	1	1
689	когда в	3	1
690	в современном	1	1
691	из себя	6	1
692	было только	2	1
693	слова и	7	1
694	то преимущество	1	1
695	только тогда	7	1
696	если так	1	1
697	бы они	2	1
698	для нее	4	1
699	народа и	2	1
700	его частей	1	1
701	увидим что	4	1
702	не заключает	3	1
703	значение для	1	1
704	должны быть	11	1
705	и их	6	1
706	в человеческом	3	1
707	например к	1	1
708	происходит ли	1	1
709	на его	1	1
710	и всякая	1	1
711	тех же	1	1
712	при самом	5	1
713	в тех	1	1
714	к области	1	1
715	связь между	2	1
716	за пределы	4	1
717	при известных	3	1
718	они относятся	1	1
719	сознания что	1	1
720	в начале	2	1
721	с хотя	1	1
722	мы хотим	1	1
723	это стремление	2	1
724	еще в	1	1
725	входит в	1	1
726	кажется не	1	1
727	с так	3	1
728	и до	1	1
729	значительной степени	3	1
730	и затем	1	1
731	то как	1	1
732	от своей	1	1
733	чтобы не	3	1
734	свое значение	1	1
735	связь всех	1	1
736	даже с	2	1
737	что из	2	1
738	только это	1	1
739	и наоборот	10	1
740	любви к	1	1
741	что уничтожает	1	1
742	на различия	1	1
743	то его	1	1
744	всем другим	1	1
745	так называемых	1	1
746	ли этот	1	1
747	будет уже	1	1
748	многих случаях	2	1
749	бы по	1	1
750	на значении	1	1
751	в каких	1	1
752	которая как	1	1
753	состоит в	1	1
754	имело бы	1	1
755	лишь в	2	1
756	на которые	1	1
757	некоторых из	1	1
758	некоторое время	1	1
759	к первому	3	1
760	истории и	1	1
761	что создание	2	1
762	значение и	4	1
763	для осуществления	1	1
764	в отличие	1	1
765	он в	1	1
766	и связанное	2	1
767	возможное только	1	1
768	довольно близко	1	1
769	это потому	1	1
770	одного из	3	1
771	и должна	1	1
772	она может	3	1
773	что для	5	1
774	затем в	1	1
775	и тот	1	1
776	друг другу	4	1
777	что само	4	1
778	той же	3	1
779	которые в	1	1
780	их к	2	1
781	значение имеет	1	1
782	мы бы	3	1
783	и ее	1	1
784	которое мы	5	1
785	быть в	1	1
786	что может	1	1
787	тот же	5	1
788	северной и	1	1
789	в нашем	2	1
790	к которому	5	1
791	та часть	1	1
792	двух противоположных	2	1
793	по этому	2	1
794	мы будем	3	1
795	то она	3	1
796	всему человечеству	1	1
797	в сознании	8	1
798	это что	2	1
799	же будет	1	1
800	бытия и	3	1
801	в полном	2	1
802	ней в	1	1
803	и о	3	1
804	одна из	4	1
805	приближаются к	2	1
806	изменений в	2	1
807	есть чем	1	1
808	которые мы	7	1
809	с его	3	1
810	и его	7	1
811	вовлекает в	1	1
812	оно может	2	1
813	его к	3	1
814	их на	1	1
815	же может	1	1
816	в противном	3	1
817	т д	6	1
818	что во	4	1
819	есть к	1	1
820	что даже	2	1
821	существенное значение	1	1
822	и насколько	1	1
823	с теми	2	1
824	же язык	2	1
825	в нем	26	1
826	от основного	1	1
827	но это	7	1
828	от того	9	1
829	если мы	5	1
830	для этого	2	1
831	она есть	3	1
832	с ее	2	1
833	всех этих	2	1
834	для всего	1	1
835	мыслимых отношений	1	1
836	но так	1	1
837	в самой	5	1
838	не показывает	1	1
839	пришлось бы	1	1
840	кажется нам	3	1
841	одного и	6	1
842	или ее	1	1
843	своих произведений	1	1
844	на рубеже	1	1
845	в чисто	1	1
846	жизнью и	1	1
847	что имеет	2	1
848	человечества но	1	1
849	свое собственное	1	1
850	та и	1	1
851	своего развития	1	1
