N	2gram	Nazirov_Tv	TeoriaLi
99	за пределами	1	5
100	как к	2	5
101	по преимуществу	4	5
102	данном случае	2	5
103	для него	9	5
104	а и	1	5
105	того что	3	5
106	в себя	3	5
107	между тем	2	5
108	он не	10	5
109	и тем	2	5
110	в пределах	1	5
111	по сути	6	5
112	и о	2	5
113	в ходе	1	5
114	могут быть	4	5
115	художественного произведения	1	5
116	не случайно	6	5
117	в отношении	1	4
118	не на	1	4
119	и сам	5	4
120	в этих	2	4
121	что он	11	4
122	художественного целого	1	4
123	входит в	1	4
124	в другом	1	4
125	говорить о	1	4
126	отношении к	2	4
127	и а	1	4
128	сказать что	3	4
129	к тому	2	4
130	этого слова	1	4
131	текста как	1	4
132	во времени	3	4
133	никогда не	13	4
134	искусства но	1	4
135	и того	2	4
136	это не	9	4
137	хотя и	5	4
138	в литературе	4	4
139	говоря словами	1	4
140	в их	5	4
141	его в	2	4
142	но он	3	4
143	не знает	2	4
144	или даже	2	4
145	так в	1	4
146	по своему	1	4
147	со своей	1	4
148	а только	1	4
149	личности в	3	4
150	личности и	2	4
151	в свою	8	4
152	и что	2	4
153	самим собой	4	4
154	далеко не	3	4
155	того же	2	4
156	художественного мира	1	4
157	одного и	1	4
158	с ее	3	4
159	в целом	7	4
160	и ее	1	4
161	и к	1	3
162	в таком	4	3
163	в момент	5	3
164	рассматриваться в	1	3
165	для себя	1	3
166	с этой	4	3
167	даже в	4	3
168	была бы	2	3
169	в финале	4	3
170	о чем	1	3
171	только не	1	3
172	если бы	4	3
173	все эти	3	3
174	в романе	24	3
175	именно в	6	3
176	по мысли	1	3
177	например в	3	3
178	в жизни	3	3
179	сути дела	5	3
180	имеет место	1	3
181	к его	1	3
182	в соответствии	7	3
183	их в	1	3
184	роль в	2	3
185	тем не	2	3
186	перед нами	3	3
187	свою очередь	2	3
188	между собой	2	3
189	в противоположность	1	3
190	потому что	10	3
191	одной стороны	1	3
192	в одном	3	3
193	вслед за	2	3
194	о литературе	1	3
195	имеем в	1	3
196	художественное произведение	1	3
197	мог бы	1	3
198	это отношение	1	3
199	во всей	2	3
200	не все	2	3
201	от себя	1	3
202	из этих	1	3
203	таким образом	14	3
204	человека к	2	3
205	мышления и	2	3
206	с одной	2	3
207	и вот	2	3
208	том числе	1	3
209	авторской позиции	3	3
210	в художественной	1	3
211	и потому	4	3
212	ни к	2	3
213	к которому	3	3
214	как раз	2	3
215	прежде всего	10	3
216	иного рода	1	3
217	а на	1	3
218	и притом	2	3
219	связи с	2	3
220	или в	2	3
221	одним из	6	3
222	как говорит	1	3
223	в связи	2	3
224	и как	5	3
225	вовсе не	5	3
226	той или	1	3
227	во всех	2	3
228	а с	4	3
229	принадлежит к	1	3
230	в которой	5	3
231	не будет	2	3
232	человека с	2	3
233	в этой	7	3
234	что можно	1	3
235	и др	2	3
236	столь же	2	3
237	и по	5	3
238	отнюдь не	9	3
239	мира в	2	3
240	о жизни	4	2
241	ведет к	3	2
242	более не	4	2
243	мире и	1	2
244	и другие	4	2
245	на деле	3	2
246	образом и	1	2
247	для всех	1	2
248	один из	5	2
249	и здесь	2	2
250	и на	12	2
251	русской литературе	4	2
252	если в	3	2
253	всех и	1	2
254	от имени	1	2
255	жизни а	1	2
256	которая в	1	2
257	в литературной	2	2
258	жить и	1	2
259	на этом	1	2
260	а затем	5	2
261	в году	22	2
262	не признает	1	2
263	по себе	2	2
264	не могут	2	2
265	в них	1	2
266	оно не	1	2
267	и даже	8	2
268	а напротив	1	2
269	здесь мы	2	2
270	самом деле	4	2
271	может оказаться	1	2
272	на мир	1	2
273	заключается в	1	2
274	обращается к	1	2
275	читательского восприятия	1	2
276	жизнь на	2	2
277	в одно	2	2
278	с ними	3	2
279	к нам	1	2
280	художественно значимой	1	2
281	позиция автора	1	2
282	вместе с	4	2
283	дома и	1	2
284	жизни в	9	2
285	не вполне	1	2
286	себя и	1	2
287	отличается от	1	2
288	вследствие этого	1	2
289	в известном	2	2
290	жизни на	1	2
291	о том	9	2
292	казалось бы	4	2
293	при всем	1	2
294	сам же	1	2
295	при всей	1	2
296	это и	4	2
297	в диалоге	2	2
298	для автора	4	2
299	в прозе	1	2
300	восходит к	2	2
301	духовной жизни	2	2
302	к нему	1	2
303	имеет в	2	2
304	на основе	1	2
305	времени в	13	2
306	сознания в	1	2
307	для меня	1	2
308	только на	2	2
309	может служить	2	2
310	речь идет	1	2
311	о своем	1	2
312	говорит что	2	2
313	становится самим	1	2
314	и это	2	2
315	превращается в	2	2
316	времени и	4	2
317	существования в	1	2
318	перед ним	1	2
319	в глаза	2	2
320	соответствии с	7	2
321	видим в	2	2
322	если мы	1	2
323	ключ к	1	2
324	всякий раз	2	2
325	что она	5	2
326	который в	4	2
327	в мировой	1	2
328	он и	1	2
329	лишь один	1	2
330	не просто	1	2
331	видения мира	1	2
332	в самой	1	2
333	это своего	1	2
334	жизни но	2	2
335	бы то	1	2
336	то в	2	2
337	что они	3	2
338	при котором	1	2
339	но на	1	2
340	к герою	1	2
341	менее чем	1	2
342	вокруг него	1	2
343	войне и	2	2
344	на вопрос	1	2
345	в поэзии	1	2
346	моя жизнь	1	2
347	в последней	1	2
348	одной из	7	2
349	опыта к	1	2
350	что сама	1	2
351	я как	1	2
352	ни было	1	2
353	в основании	1	2
354	повести гоголя	1	2
355	что такое	1	2
356	ее в	3	2
357	все это	14	2
358	что и	3	2
359	у нас	2	2
360	или иную	1	2
361	xix века	13	2
362	что каждый	1	2
363	к жизни	4	2
364	таком случае	2	2
365	уже говорилось	1	2
366	слова не	2	2
367	у него	11	2
368	в повести	5	2
369	от всех	2	2
370	и некоторые	1	2
371	к чему	1	2
372	дело в	4	2
373	на себя	2	2
374	этом что	1	2
375	не могли	2	2
376	искусства как	1	2
377	в конце	5	2
378	я и	3	2
379	тому что	2	2
380	в какой	1	2
381	я не	5	2
382	не от	1	2
383	зрения и	1	2
384	первой части	7	2
385	это было	1	2
386	в чем	4	2
387	делает его	1	2
388	об этом	4	2
389	должен быть	1	2
390	это тоже	1	2
391	жизни то	1	2
392	тем более	1	2
393	к одному	2	2
394	как уже	2	2
395	ту или	1	2
396	одну из	1	2
397	то ни	1	2
398	дело не	3	2
399	в рассказе	4	2
400	в случае	1	2
401	по бахтину	1	2
402	в первом	3	2
403	однако эта	1	2
404	но она	2	2
405	это переживание	1	2
406	в войне	1	2
407	и является	1	2
408	автора и	1	2
409	перед лицом	1	2
410	от своего	1	2
411	не сами	1	2
412	человека и	6	2
413	мы по	1	2
414	в большинстве	1	2
415	следует признать	1	2
416	с человеком	1	2
417	так же	6	2
418	числе и	1	2
419	человеческих отношений	3	2
420	что может	1	2
421	известном смысле	2	2
422	и мире	2	2
423	и особенно	1	2
424	роман и	2	2
425	о его	1	2
426	и прежде	1	2
427	как будто	5	2
428	включает в	1	2
429	автора как	1	2
430	может и	1	2
431	однако все	1	2
432	случае это	1	2
433	чем и	1	2
434	чтобы не	1	2
435	от свободы	1	2
436	в пространстве	2	2
437	принципиально новой	1	1
438	от него	2	1
439	своего я	2	1
440	и возможностей	1	1
441	и против	2	1
442	художественный эффект	1	1
443	трагизма и	1	1
444	можно говорить	1	1
445	это тот	1	1
446	художественном мире	1	1
447	он обнаруживает	1	1
448	же и	2	1
449	другие в	1	1
450	героев и	4	1
451	на первой	1	1
452	и личной	1	1
453	своего собственного	2	1
454	его с	1	1
455	живет в	3	1
456	на первом	2	1
457	первую очередь	1	1
458	и мотивов	1	1
459	в которую	2	1
460	вопросу о	1	1
461	и детально	2	1
462	а у	1	1
463	я никогда	1	1
464	представляют собой	2	1
465	что это	1	1
466	с ним	4	1
467	это уже	7	1
468	тем как	1	1
469	природе и	1	1
470	что свобода	1	1
471	в сущности	1	1
472	никак не	1	1
473	жизненной позиции	1	1
474	говорит о	3	1
475	в область	4	1
476	внутренней форме	1	1
477	с ума	1	1
478	собой например	1	1
479	сама жизнь	2	1
480	представлений о	2	1
481	пространственно-временное единство	1	1
482	дается в	1	1
483	и делает	1	1
484	в результате	1	1
485	эта позиция	1	1
486	быть может	3	1
487	целом ряде	1	1
488	с собой	1	1
489	и вполне	1	1
490	отдельно от	1	1
491	смысла в	1	1
492	весьма существенный	1	1
493	и первый	1	1
494	со всеми	3	1
495	как было	2	1
496	должен был	2	1
497	их не	1	1
498	сознаний в	1	1
499	начинается с	1	1
500	читателя и	1	1
501	текста и	1	1
502	с некоторыми	1	1
503	до этого	2	1
504	литературы но	1	1
505	в собственном	1	1
506	и делают	1	1
507	с ней	1	1
508	жизнь в	2	1
509	двух сыновей	1	1
510	произведения в	1	1
511	мы говорим	1	1
512	мысль о	3	1
513	его произведений	2	1
514	значение в	2	1
515	анекдота не	1	1
516	тем что	2	1
517	этого в	1	1
518	одним словом	1	1
519	это первый	2	1
520	говорят о	1	1
521	жизненная позиция	1	1
522	из всего	1	1
523	и будет	2	1
524	и действительно	1	1
525	если он	4	1
526	том или	1	1
527	в эстетическую	1	1
528	мира это	1	1
529	меня в	2	1
530	с тем	1	1
531	я от	2	1
532	к самому	1	1
533	что по	1	1
534	приходит в	1	1
535	в бою	1	1
536	у читателя	2	1
537	художественный мир	1	1
538	все же	9	1
539	к преступлению	1	1
540	в творческом	4	1
541	и право	1	1
542	быть назван	2	1
543	не имеет	2	1
544	бы не	1	1
545	но у	5	1
546	да и	1	1
547	действительную жизнь	1	1
548	в историческом	1	1
549	о котором	2	1
550	его личной	1	1
551	с героем	1	1
552	поскольку он	1	1
553	авторская позиция	1	1
554	и генерализации	1	1
555	в падении	1	1
556	в стихах	2	1
557	нимало не	1	1
558	свою собственную	1	1
559	нет в	1	1
560	первой главе	1	1
561	искусство и	1	1
562	на первый	1	1
563	этического и	1	1
564	будущее в	2	1
565	к объекту	1	1
566	выступает как	1	1
567	по крайней	4	1
568	стремился к	2	1
569	первый взгляд	1	1
570	с этим	2	1
571	все они	1	1
572	от внешней	1	1
573	действующих лиц	1	1
574	можно в	1	1
575	которых можно	1	1
576	и я	2	1
577	художественный образ	1	1
578	свое я	4	1
579	года на	1	1
580	владимир соловьев	1	1
581	со смертью	1	1
582	возможно в	1	1
583	в первую	1	1
584	он же	2	1
585	европейского романа	1	1
586	означает его	1	1
587	в центр	1	1
588	не существует	3	1
589	не умел	2	1
590	жизнь для	2	1
591	реальностью обладает	1	1
592	истории не	1	1
593	в котором	8	1
594	из других	2	1
595	зависит от	4	1
596	в действительности	1	1
597	очень точно	1	1
598	сливается с	4	1
599	от горя	1	1
600	восприятие мира	1	1
601	писал он	1	1
602	согласен с	1	1
603	то и	1	1
604	всех его	1	1
605	но кто	2	1
606	у зеркала	1	1
607	что достоевский	10	1
608	собой как	1	1
609	связана с	2	1
610	наконец в	1	1
611	ее восприятия	1	1
612	и поэтому	2	1
613	из жизни	3	1
614	героем и	1	1
615	не быть	1	1
616	понимаем что	2	1
617	момент для	1	1
618	а через	1	1
619	автора так	1	1
620	самого процесса	1	1
621	самого автора	1	1
622	время в	3	1
623	слова и	1	1
624	с помощью	1	1
625	жизни и	3	1
626	толпы так	1	1
627	чего не	1	1
628	если нет	1	1
629	точно так	3	1
630	эта система	1	1
631	а между	1	1
632	с автором	1	1
633	одно из	1	1
634	в мир	2	1
635	целый ряд	1	1
636	и до	2	1
637	для которого	1	1
638	добро и	1	1
639	и те	1	1
640	не что	1	1
641	в истории	2	1
642	не так	5	1
643	от своей	1	1
644	значения этого	1	1
645	это имеет	1	1
646	является как	1	1
647	еще один	1	1
648	трагический герой	1	1
649	действия и	3	1
650	было и	1	1
651	жизни он	2	1
652	автора с	1	1
653	между людьми	3	1
654	смысл на	1	1
655	когда же	2	1
656	зависим от	1	1
657	автора в	2	1
658	этого мира	1	1
659	человеческого поведения	1	1
660	и эстетического	1	1
661	свободу от	2	1
662	и роман	1	1
663	времени его	1	1
664	к ним	1	1
665	человек должен	1	1
666	следит за	1	1
667	отождествляемая с	1	1
668	в комнате	1	1
669	с самим	1	1
670	настоящее время	2	1
671	анекдот но	1	1
672	еще нет	1	1
673	ее не	1	1
674	на могиле	1	1
675	в сфере	2	1
676	в композиции	1	1
677	и многих	1	1
678	нас на	1	1
679	него не	1	1
680	мир глазами	1	1
681	той же	4	1
682	не первым	1	1
683	над этим	1	1
684	до конца	2	1
685	у себя	1	1
686	в концепции	1	1
687	как я	1	1
688	у а	2	1
689	вышел в	1	1
690	нигде не	1	1
691	в одной	5	1
692	окна и	1	1
693	что все	4	1
694	и авторской	2	1
695	лев толстой	1	1
696	входят в	1	1
697	том же	3	1
698	те и	1	1
699	все без	1	1
700	к миру	2	1
701	в сознании	1	1
702	их смысла	1	1
703	ивана карамазова	7	1
704	исходит из	1	1
705	и достоевского	2	1
706	одна из	5	1
707	творческого процесса	4	1
708	но если	4	1
709	ним на	1	1
710	по поводу	1	1
711	под именем	1	1
712	культуры и	2	1
713	между вещами	2	1
714	к предмету	1	1
715	и ад	1	1
716	восстает против	1	1
717	современное литературоведение	1	1
718	с лизой	2	1
719	за полтора	1	1
720	с собственной	1	1
721	нет никаких	1	1
722	к этим	1	1
723	по выражению	2	1
724	уже по	1	1
725	после его	1	1
726	друг друга	2	1
727	литературе в	1	1
728	все с	1	1
729	в позицию	1	1
730	предстает как	1	1
731	в настоящее	1	1
732	к языку	1	1
733	писал в	1	1
734	крайней мере	4	1
735	из них	4	1
736	едва ли	2	1
737	рассчитан на	1	1
738	тот же	3	1
739	характерные для	1	1
740	д и	1	1
741	от ее	2	1
742	его можно	1	1
743	своего развития	1	1
744	себе самом	1	1
745	с первоначальным	1	1
746	время для	1	1
747	все мы	1	1
748	что автор	1	1
749	говорилось выше	1	1
750	глядя на	1	1
751	его личности	1	1
752	литературе нового	1	1
753	проникает в	2	1
754	каждой человеческой	2	1
755	небытию в	1	1
756	мы видим	3	1
757	в более	1	1
758	каждое человеческое	1	1
759	от автора	1	1
760	тоже не	2	1
761	так как	6	1
762	личности а	1	1
763	что иное	1	1
764	произведения как	1	1
765	может не	2	1
766	героев в	2	1
767	не во	2	1
768	своего достоинства	1	1
769	художественной системе	1	1
770	он выступает	1	1
771	свидетельствует о	2	1
772	должно быть	1	1
773	эстетической ценности	1	1
774	всех сторон	1	1
775	за минуту	1	1
776	который может	1	1
777	собой в	2	1
778	так я	1	1
779	который бы	1	1
780	автора этой	1	1
781	так он	1	1
782	напротив в	1	1
783	начала и	1	1
784	неотделима от	2	1
785	присутствующим в	1	1
786	народной жизни	1	1
787	же самую	1	1
788	второй план	1	1
789	и зло	1	1
790	себя самого	1	1
791	души и	2	1
792	которого он	2	1
793	xix веке	3	1
794	нее как	1	1
795	он решительно	1	1
796	романе достоевского	5	1
797	чем у	2	1
798	как у	3	1
799	и через	4	1
800	не принять	1	1
801	одновременно и	2	1
802	тайны и	1	1
803	части романа	2	1
804	в герое	1	1
805	из своих	1	1
806	требует от	1	1
807	слова говорящий	1	1
808	вытекающее из	1	1
809	означало бы	1	1
810	на стадии	1	1
811	о ком	1	1
812	не обладает	1	1
813	в подобном	1	1
814	иными словами	2	1
815	стремится к	3	1
816	сколько бы	1	1
817	весь мир	1	1
818	в одиночку	1	1
819	в русском	1	1
820	без этого	1	1
821	замысла и	1	1
822	вокруг себя	2	1
823	тому же	2	1
824	художников в	1	1
825	свободы и	2	1
826	не была	1	1
827	ведь это	1	1
828	но с	1	1
829	в таких	2	1
830	не было	3	1
831	века и	1	1
832	говорим о	1	1
833	отказаться от	4	1
834	реальной действительности	1	1
835	и внутренних	1	1
836	знал и	1	1
837	а о	1	1
838	как видно	1	1
839	и более	2	1
840	не говорит	1	1
841	что его	4	1
842	можно строить	1	1
843	и где	1	1
844	но эта	3	1
845	это еще	2	1
846	места в	1	1
847	что не	5	1
848	виду что	1	1
849	из уст	1	1
850	xviii века	2	1
851	по-разному в	1	1
852	за свою	1	1
853	пределами текста	1	1
854	но само	1	1
855	и исторической	1	1
856	не остается	1	1
857	его поступки	1	1
858	такого понимания	1	1
859	с той	1	1
860	воздействие на	2	1
861	и без	2	1
862	губы так	1	1
863	личности с	1	1
864	человек в	1	1
865	но по	1	1
866	на земле	4	1
867	не есть	2	1
868	от одной	2	1
869	между прочим	1	1
870	рядом с	2	1
871	является не	1	1
872	взором читателя	1	1
873	что ж	1	1
874	позиции в	1	1
875	заметил что	1	1
876	при таком	1	1
877	однако это	2	1
878	и религии	1	1
879	весьма существенным	1	1
880	и высшей	2	1
881	ли не	3	1
882	за это	1	1
883	и со	2	1
884	должно стать	1	1
885	в такой	2	1
886	должен слиться	1	1
887	писателя в	2	1
888	принимается за	1	1
889	в двух	2	1
890	к вопросу	1	1
891	на его	4	1
892	своей свободы	1	1
893	куда же	1	1
894	мире без	1	1
895	из этого	1	1
896	путь к	1	1
897	единство и	1	1
898	на себе	1	1
899	особенно в	3	1
900	при виде	1	1
901	действительности и	3	1
902	эксцесса по	1	1
903	встрече с	1	1
904	о своих	2	1
905	каждом человеке	2	1
906	людей в	2	1
907	же как	3	1
908	и мир	3	1
909	впечатление от	1	1
910	остается в	1	1
911	в каждом	4	1
912	и литературные	1	1
913	читатель в	1	1
914	человек как	3	1
915	вошел в	1	1
916	со всех	1	1
917	опираясь на	3	1
918	перед тем	2	1
919	еще одним	1	1
920	сознания а	1	1
921	в полной	1	1
922	вырождается в	1	1
923	жизнь и	2	1
924	лишь ее	1	1
925	творческий процесс	2	1
926	в своих	8	1
927	он ни	3	1
928	не означает	4	1
929	героя к	2	1
930	гоголевской повести	1	1
931	с матерью	1	1
932	в поле	1	1
933	карамазова в	1	1
934	каждом из	1	1
935	пошлости и	1	1
936	сознание как	1	1
937	не составляет	1	1
938	подробностями и	1	1
939	если не	4	1
940	она не	2	1
941	эти два	1	1
942	когда я	2	1
943	между сознаниями	1	1
944	центр художественного	1	1
945	пойдет о	1	1
946	князя с	3	1
947	не дает	1	1
948	в комедии	2	1
949	перед читателем	1	1
950	ту же	4	1
951	совсем не	1	1
952	нельзя не	1	1
953	зрения у	1	1
954	человека как	2	1
955	стоит и	1	1
956	так что	4	1
957	из древнейших	1	1
958	говорит ему	1	1
959	или же	1	1
960	мы понимаем	2	1
961	просто не	3	1
962	является его	1	1
963	в развитии	1	1
964	из окна	1	1
965	на чем	1	1
966	именно потому	1	1
967	мы обнаруживаем	1	1
968	мире на	1	1
969	а по	3	1
970	и их	2	1
971	это явление	1	1
972	главного героя	3	1
973	можно было	1	1
974	отношений между	2	1
975	но только	3	1
976	заключает в	1	1
977	является одним	3	1
978	или его	1	1
979	стороны и	1	1
980	свобода и	1	1
981	только то	1	1
982	в xix	3	1
983	из нас	1	1
984	время они	1	1
985	также и	1	1
986	то или	1	1
987	у нее	4	1
988	как один	1	1
989	вследствие его	1	1
990	быть определен	1	1
991	или иное	1	1
992	означает что	2	1
993	на свое	1	1
994	еще на	1	1
995	было бы	2	1
996	а тем	1	1
997	не по	3	1
998	я это	1	1
999	из нее	1	1
1000	но без	2	1
1001	же самое	1	1
1002	он в	1	1
1003	свой опыт	1	1
1004	как мы	1	1
1005	в большой	2	1
1006	жизни не	2	1
1007	закономерно приводит	1	1
1008	одного из	3	1
1009	в литературном	2	1
1010	указывает на	2	1
1011	общего с	1	1
1012	что для	3	1
1013	его как	2	1
1014	каждый человек	1	1
1015	подход к	1	1
1016	над его	1	1
1017	ролью в	1	1
1018	поле зрения	1	1
1019	сказать в	1	1
1020	связи между	1	1
1021	даже если	2	1
1022	от гоголевской	1	1
1023	и от	8	1
1024	и есть	2	1
1025	по этому	1	1
1026	стыда за	1	1
1027	с которым	2	1
1028	однако по	1	1
1029	же в	1	1
1030	быть без	1	1
1031	частности с	1	1
1032	всю жизнь	1	1
1033	и читателя	1	1
1034	в уме	1	1
1035	на то	1	1
1036	когда герой	1	1
1037	нуждается в	2	1
1038	этом у	1	1
1039	и только	2	1
1040	было положено	1	1
1041	толстого в	1	1
1042	в него	2	1
1043	основе всех	1	1
1044	для этого	1	1
1045	таким же	1	1
1046	нет не	2	1
1047	собой лишь	1	1
1048	ложью не	1	1
1049	каждого из	1	1
1050	действительной жизни	4	1
1051	в известной	4	1
1052	есть не	2	1
1053	образов и	1	1
1054	кажется что	1	1
1055	в решающий	1	1
1056	иное как	1	1
1057	а сама	1	1
1058	себе а	1	1
1059	более того	2	1
1060	в статье	2	1
