N	2gram	Vinokur_St	Dialekti
470	действительности и	1	5
471	имеет ничего	2	5
472	в целях	1	5
473	на нем	1	5
474	не раз	2	5
475	почему же	1	5
476	же мы	1	5
477	независимо от	1	5
478	были бы	2	5
479	если в	2	5
480	известно что	2	5
481	почти не	1	5
482	то я	1	5
483	из того	2	5
484	с целью	1	5
485	если это	3	5
486	и так	3	5
487	состоит из	1	5
488	том смысле	4	5
489	сравнению с	1	5
490	которая не	1	5
491	это может	1	5
492	не является	5	5
493	я должен	1	5
494	это за	1	5
495	в течение	7	5
496	во мне	1	5
497	по сравнению	1	5
498	тех пор	1	5
499	только один	1	5
500	со всей	1	5
501	отношении к	3	5
502	и во	3	5
503	говорил что	1	5
504	точку зрения	3	5
505	невозможна без	1	5
506	а это	1	5
507	он и	1	5
508	что с	4	5
509	ведь это	1	5
510	виду что	1	5
511	с той	3	5
512	из этого	1	5
513	бы это	2	5
514	в области	16	5
515	только к	2	5
516	когда он	1	5
517	к ней	1	5
518	он просто	1	5
519	конце концов	2	5
520	что на	3	5
521	вплоть до	6	5
522	можно говорить	1	4
523	и очень	5	4
524	д но	4	4
525	еще более	5	4
526	что человек	1	4
527	далее в	4	4
528	от этих	1	4
529	личность но	1	4
530	жизнь в	1	4
531	из нее	3	4
532	не хотят	1	4
533	и абсолютно	1	4
534	и наука	1	4
535	представление о	5	4
536	я же	1	4
537	свою собственную	3	4
538	относиться к	1	4
539	результате которой	1	4
540	всегда будет	2	4
541	видно что	3	4
542	с другим	1	4
543	к ним	1	4
544	эти вопросы	3	4
545	о ней	1	4
546	представить себе	1	4
547	бы то	2	4
548	не зная	2	4
549	время и	1	4
550	время не	1	4
551	тогда и	1	4
552	с тех	1	4
553	и нужно	3	4
554	у него	3	4
555	сказал что	1	4
556	но совершенно	1	4
557	будто бы	4	4
558	на себя	3	4
559	но ведь	8	4
560	и вместе	1	4
561	точек зрения	1	4
562	что их	1	4
563	в каждом	3	4
564	о себе	1	4
565	если оно	1	4
566	в нечто	1	4
567	если не	4	4
568	или же	3	4
569	я бы	2	4
570	хотя в	2	4
571	и является	1	4
572	из двух	3	4
573	неотделим от	1	4
574	что бы	1	4
575	очень мало	4	4
576	не по	5	4
577	т п	11	4
578	а как	5	4
579	себе как	1	4
580	а главное	1	4
581	а потому	2	4
582	это время	3	4
583	и здесь	2	4
584	был бы	1	4
585	нет вообще	1	4
586	со всеми	2	4
587	можно назвать	3	4
588	связанные с	3	4
589	поэзии и	3	4
590	который не	3	4
591	том как	4	4
592	наконец и	1	4
593	чем же	1	4
594	у которого	1	4
595	не знаю	2	4
596	это только	1	4
597	быть не	2	4
598	чтобы она	1	4
599	как например	2	4
600	это же	1	4
601	заметить что	1	4
602	но именно	3	4
603	с нею	3	4
604	у них	1	4
605	смысле что	2	4
606	и также	1	4
607	данном случае	7	4
608	и этим	1	4
609	этом отношении	13	4
610	себя самого	1	4
611	есть но	1	4
612	здесь в	1	4
613	них и	2	4
614	что ни	2	4
615	в общем	2	4
616	опять-таки не	2	4
617	говорят о	1	4
618	меньше всего	3	4
619	на все	2	4
620	сразу же	1	4
621	бы мы	2	4
622	но уже	1	4
623	есть самое	1	4
624	как результат	1	4
625	на них	2	4
626	что эти	1	4
627	и эти	2	4
628	ни один	2	4
629	что касается	4	4
630	образа в	1	4
631	и всякая	1	4
632	в каких	1	4
633	говорил о	1	4
634	но эта	1	4
635	же можно	1	4
636	же в	1	4
637	реальности но	1	4
638	такой же	6	4
639	ведь и	3	4
640	что было	3	3
641	очевидно что	1	3
642	никогда и	1	3
643	нужно ли	1	3
644	к этой	1	3
645	в некоторых	3	3
646	говорите что	1	3
647	нас к	2	3
648	в первом	2	3
649	о мире	2	3
650	если и	1	3
651	форму и	1	3
652	бы все	3	3
653	считать что	1	3
654	в корне	1	3
655	ни было	1	3
656	обоих случаях	2	3
657	я никогда	1	3
658	на точку	2	3
659	этой стороны	1	3
660	и смерти	1	3
661	одно время	1	3
662	в первую	2	3
663	всего и	1	3
664	больше чем	3	3
665	не могли	1	3
666	не стану	1	3
667	о чем-то	1	3
668	которой не	1	3
669	сам не	1	3
670	д в	1	3
671	но то	1	3
672	ну а	1	3
673	говорит что	4	3
674	несколько примеров	5	3
675	самого начала	3	3
676	от своего	2	3
677	я с	3	3
678	она ни	1	3
679	но разве	3	3
680	верить в	1	3
681	в основу	5	3
682	на него	3	3
683	на вещи	1	3
684	без того	1	3
685	во всей	1	3
686	не умеет	1	3
687	это что	1	3
688	с реальными	1	3
689	исходит из	1	3
690	иначе и	2	3
691	и неизвестно	1	3
692	указать на	1	3
693	имеем дело	2	3
694	итак если	1	3
695	при чем	6	3
696	что вы	1	3
697	судить о	1	3
698	и именно	2	3
699	я скажу	1	3
700	если я	1	3
701	уже давно	1	3
702	о которых	3	3
703	это тоже	1	3
704	что как	3	3
705	но к	2	3
706	не был	1	3
707	а с	6	3
708	принять во	1	3
709	от характера	1	3
710	не дает	2	3
711	совсем не	3	3
712	между тем	7	3
713	не так	2	3
714	зрения в	2	3
715	не мог	3	3
716	не приходится	5	3
717	я сейчас	1	3
718	утверждение в	1	3
719	в москве	4	3
720	она была	2	3
721	как известно	2	3
722	я в	1	3
723	возможно что	4	3
724	это вовсе	2	3
725	найти в	1	3
726	вас в	1	3
727	всю жизнь	1	3
728	мы теперь	1	3
729	таких примеров	1	3
730	или иного	4	3
731	для чего	1	3
732	против этого	1	3
733	и смысл	1	3
734	и этот	1	3
735	и сейчас	6	3
736	для себя	3	3
737	на почве	2	3
738	фактов и	1	3
739	стороны в	2	3
740	времени когда	1	3
741	мы в	1	3
742	утверждает что	1	3
743	и делает	1	3
744	то на	1	3
745	однако что	1	3
746	е как	2	3
747	следовательно в	1	3
748	о самом	1	3
749	но наука	1	3
750	в слове	5	3
751	от его	2	3
752	в которых	5	3
753	чтобы убедиться	1	3
754	к другому	1	3
755	бы не	2	3
756	в очень	4	3
757	тех же	1	3
758	нужно быть	1	3
759	почти все	2	3
760	еще на	1	3
761	хотя это	2	3
762	наукой и	1	3
763	целый ряд	3	3
764	чем не	2	3
765	никаких оснований	2	3
766	но без	1	3
767	входить в	1	3
768	эти факты	1	3
769	тем же	3	3
770	одной из	4	3
771	в сознании	2	3
772	и понимания	1	3
773	здесь не	1	3
774	только с	4	3
775	будет в	1	3
776	тот же	2	3
777	одних и	1	3
778	в свое	3	3
779	но на	2	3
780	отцу и	1	3
781	нас не	3	3
782	и которая	1	3
783	то тем	1	3
784	такое же	2	3
785	мало того	1	3
786	как у	1	3
787	для нас	7	3
788	указание на	1	3
789	чтобы получить	1	3
790	место в	2	3
791	именно так	1	3
792	без всяких	2	3
793	и вы	1	3
794	а то	3	3
795	вот это	1	3
796	же будет	1	3
797	в какой	4	3
798	и возможно	1	3
799	является не	4	3
800	не дают	1	3
801	при таком	2	3
802	так в	1	3
803	к своему	3	3
804	по его	5	3
805	чтобы эта	1	3
806	должен быть	3	3
807	при его	3	3
808	целиком в	1	3
809	в разной	1	3
810	с самого	4	3
811	отличие от	1	3
812	или иную	1	3
813	этого последнего	1	3
814	церкви и	1	3
815	ту или	1	3
816	во время	5	3
817	просто не	1	3
818	поэзия и	1	3
819	далеко не	1	3
820	можно найти	3	3
821	и всегда	2	3
822	идет о	3	3
823	лишь в	3	3
824	не говорю	3	3
825	них нет	2	3
826	можно судить	1	3
827	это можно	3	3
828	действительно не	3	3
829	в голову	2	3
830	в современной	1	3
831	и тех	1	3
832	он с	1	3
833	не надо	2	3
834	не к	2	3
835	они являются	1	2
836	д на	1	2
837	всего это	1	2
838	это утверждение	1	2
839	сколько и	1	2
840	случае в	4	2
841	еще раз	1	2
842	в крайнем	1	2
843	выводу что	1	2
844	никаких сомнений	3	2
845	что сначала	1	2
846	вывод из	1	2
847	которые не	3	2
848	которая в	1	2
849	бы даже	1	2
850	же нужно	1	2
851	и имеет	1	2
852	какими бы	1	2
853	нечего сказать	1	2
854	существует что	1	2
855	что то	2	2
856	те же	1	2
857	остановиться на	1	2
858	только тот	1	2
859	его от	1	2
860	в изображении	1	2
861	крайнем случае	1	2
862	в духе	2	2
863	он имеет	1	2
864	вот что	3	2
865	и сам	4	2
866	мне кажется	7	2
867	на свою	1	2
868	мысль о	2	2
869	уже на	1	2
870	ряд таких	1	2
871	меня в	2	2
872	роль в	1	2
873	внимание что	1	2
874	почему это	1	2
875	как более	2	2
876	с третьим	1	2
877	лежать в	1	2
878	он является	1	2
879	когда в	1	2
880	и слово	1	2
881	является то	1	2
882	я буду	1	2
883	только теперь	1	2
884	всем его	1	2
885	связано с	1	2
886	сам же	1	2
887	ответить на	1	2
888	чтобы и	1	2
889	я ни	1	2
890	которые мы	1	2
891	разная степень	1	2
892	где-то в	1	2
893	было в	2	2
894	он был	5	2
895	что мне	1	2
896	всего что	2	2
897	свою личность	1	2
898	не должен	2	2
899	это его	1	2
900	которых я	1	2
901	искусства и	1	2
902	говорит об	4	2
903	во многих	3	2
904	времени в	1	2
905	в условиях	1	2
906	она вся	1	2
907	утверждали что	1	2
908	нечего и	1	2
909	смысле слова	1	2
910	а когда	1	2
911	о них	3	2
912	указано что	2	2
913	а между	2	2
914	ни одного	4	2
915	не вполне	1	2
916	с абсолютной	1	2
917	себе в	2	2
918	в вопросе	1	2
919	в глаза	1	2
920	убедиться в	2	2
921	мере не	1	2
922	на одну	1	2
923	не становится	1	2
924	во всякой	1	2
925	в голове	1	2
926	они должны	1	2
927	в нашем	1	2
928	к которому	4	2
929	с этими	1	2
930	понимать в	1	2
931	для понимания	2	2
932	быть ни	1	2
933	вопросе о	1	2
934	и всякого	1	2
935	от них	1	2
936	в идеале	1	2
937	и чувства	1	2
938	на котором	1	2
939	в пользу	5	2
940	ни стало	1	2
941	дает возможность	1	2
942	или иным	3	2
943	ближе к	1	2
944	несколько слов	1	2
945	оно совершенно	1	2
946	на том	1	2
947	но еще	1	2
948	потому не	1	2
949	проявляется в	1	2
950	обычно не	1	2
951	заключается вовсе	1	2
952	время т	1	2
953	бы что	3	2
954	как можно	2	2
955	чем в	3	2
956	и других	1	2
957	мы на	1	2
958	в полной	1	2
959	на этот	5	2
960	столько же	3	2
961	что там	2	2
962	не очень	2	2
963	случае есть	1	2
964	прежде чем	1	2
965	и говорит	1	2
966	которое в	1	2
967	пр в	1	2
968	на тот	1	2
969	между ними	1	2
970	место и	1	2
971	именно такова	1	2
972	больше и	1	2
973	должно было	5	2
974	его жизни	3	2
975	больше всего	2	2
976	в сторону	2	2
977	в других	2	2
978	вопроса о	3	2
979	исторической эпохи	1	2
980	на которую	1	2
981	науки но	1	2
982	и быть	1	2
983	все наиболее	1	2
984	бы она	1	2
985	но которая	1	2
986	в лучшем	1	2
987	почему я	1	2
988	очевидно не	2	2
989	времени но	2	2
990	но при	1	2
991	поручиться что	1	2
992	чем другом	1	2
993	ни была	2	2
994	но зато	1	2
995	всего необходимо	1	2
996	не были	2	2
997	самого же	2	2
998	хочу сказать	2	2
999	в тех	5	2
1000	не могла	2	2
1001	а во-вторых	2	2
1002	им самим	2	2
1003	сомневаться в	3	2
1004	этот вопрос	6	2
1005	с ней	1	2
1006	ни одной	2	2
1007	для той	1	2
1008	вопрос в	4	2
1009	принципов и	2	2
1010	на который	2	2
1011	однако в	1	2
1012	и др	1	2
1013	его личности	1	2
1014	время однако	1	2
1015	образом в	1	2
1016	которые были	1	2
1017	разве только	1	2
1018	и самый	2	2
1019	к сожалению	4	2
1020	на деле	1	2
1021	во втором	5	2
1022	не пошел	2	2
1023	они и	1	2
1024	будет иметь	1	2
1025	них в	1	2
1026	то есть	2	2
1027	с такой	1	2
1028	но также	13	2
1029	и далее	1	2
1030	тогда он	1	2
1031	скажу что	1	2
1032	свете и	1	2
1033	вот как	1	2
1034	ему все	1	2
1035	он на	1	2
1036	в другой	1	2
1037	об истории	2	2
1038	разного рода	2	2
1039	к выводу	1	2
1040	в кармане	1	2
1041	вне всякого	2	2
1042	за это	1	2
1043	я имею	1	2
1044	конечно и	5	2
1045	отличаются от	1	2
1046	выше я	2	2
1047	вещей в	1	2
1048	имеет значение	1	2
1049	в наших	2	2
1050	их и	2	2
1051	показать что	1	2
1052	себе совершенно	1	2
1053	еще с	1	2
1054	совершенно правильно	1	2
1055	в процессе	3	2
1056	приведу еще	1	2
1057	к его	2	2
1058	если принять	1	2
1059	которые могут	1	2
1060	и просто	1	2
1061	нового к	1	2
1062	не знали	2	2
1063	эта последняя	1	2
1064	этом его	1	2
1065	на своем	1	2
1066	но оно	1	2
1067	и ясно	1	2
1068	не имеют	2	2
1069	принципиально не	1	2
1070	совпадает с	3	2
1071	наконец в	2	2
1072	это то	1	2
1073	таком виде	2	2
1074	не должно	1	2
1075	могла бы	1	2
1076	бы сказал	1	2
1077	внимание на	5	2
1078	них как	1	2
1079	и никто	1	2
1080	протестую против	1	2
1081	и теперь	2	2
1082	именно на	1	2
1083	и вся	2	2
1084	что лучше	1	2
1085	вы говорите	1	2
1086	и ему	2	2
1087	и до	2	2
1088	друг от	1	2
1089	я хотел	1	2
1090	в обоих	2	2
1091	нет в	1	2
1092	но остается	1	2
1093	же только	1	2
1094	или с	2	2
1095	в образе	3	2
1096	только при	1	2
1097	именно то	1	2
1098	зубами и	1	2
1099	и проч	1	2
1100	совсем другое	1	2
1101	к истории	2	2
1102	где бы	1	2
1103	с него	1	2
1104	бы его	1	2
1105	где нет	2	2
1106	самое слово	1	2
1107	об их	1	2
1108	как к	3	2
1109	что ему	2	2
1110	считает что	1	2
1111	находим например	2	2
1112	что значит	2	2
1113	не для	3	2
1114	бы на	1	2
1115	его и	1	2
1116	причем все	2	2
1117	что только	2	2
1118	в полном	1	2
1119	и принципиально	1	2
1120	на одной	1	2
1121	нет это	2	2
1122	чем он	3	2
1123	слово в	1	2
1124	некоторые из	1	2
1125	основана на	2	2
1126	раз в	4	2
1127	быть еще	1	2
1128	на каком	1	2
1129	очень и	1	2
1130	от друга	1	2
1131	что будет	1	2
1132	на нее	3	2
1133	дело в	9	2
1134	это еще	1	2
1135	даже прямо	1	2
1136	выходя за	1	2
1137	с теми	1	2
1138	стороны но	1	2
1139	бы быть	1	2
1140	и вовсе	1	2
1141	но нельзя	1	2
1142	последнее время	1	2
1143	этого вопроса	3	2
1144	в такой	2	2
1145	говорить как	1	2
1146	чем мы	1	2
1147	не выходя	1	2
1148	в новом	4	2
1149	на его	2	2
1150	в каждой	1	2
1151	бы совершенно	1	2
1152	за его	1	2
1153	можно утверждать	1	2
1154	времени то	1	2
1155	не говорим	1	2
1156	ему не	3	2
1157	этих двух	4	2
1158	этого он	1	2
1159	в стиле	1	2
1160	конечно это	2	2
1161	разница между	3	2
1162	там где	6	2
1163	что каждая	1	2
1164	тут-то и	1	2
1165	тут и	1	2
1166	каждом из	1	2
1167	с какой-то	1	2
1168	нужно сказать	6	2
1169	зависеть от	2	2
1170	говорим о	1	2
1171	на всех	1	2
1172	мысли в	1	2
1173	лучшем случае	1	2
1174	для каждой	1	2
1175	на меня	2	2
1176	пор не	1	2
1177	факт что	6	2
1178	еще в	3	2
1179	но дело	1	2
1180	всегда было	1	2
1181	которую я	1	2
1182	всей его	1	2
1183	было указано	1	2
1184	на это	2	2
1185	есть такое	1	2
1186	во многом	3	2
1187	содержанием и	1	2
1188	что история	1	2
1189	и самого	1	2
1190	научного значения	2	2
1191	для такого	1	2
1192	о реальном	2	2
1193	которые в	2	2
1194	только по	1	2
1195	и начинается	1	2
1196	в узком	1	2
1197	только после	1	2
1198	в эпоху	3	2
1199	эпохи и	3	2
1200	в целом	5	2
1201	пусть в	1	2
1202	в чисто	2	2
1203	сейчас мы	1	2
1204	можно указать	1	2
1205	приведу один	1	1
1206	новое и	1	1
1207	и другие	3	1
1208	дают в	1	1
1209	которой все	1	1
1210	быть иначе	2	1
1211	творчества пушкина	6	1
1212	неожиданное но	1	1
1213	не считает	1	1
1214	это тот	1	1
1215	имея в	1	1
1216	бы несколько	1	1
1217	интерес и	1	1
1218	зрения на	1	1
1219	тему о	2	1
1220	что почти	1	1
1221	на эти	7	1
1222	находясь в	1	1
1223	самого себя	1	1
1224	и самому	1	1
1225	и неужели	1	1
1226	каждого отдельного	1	1
1227	без исключения	1	1
1228	что также	1	1
1229	в применении	3	1
1230	a не	1	1
1231	его за	1	1
1232	которое я	2	1
1233	неизвестно чем	1	1
1234	которым они	1	1
1235	может совершенно	1	1
1236	она стала	1	1
1237	недостаточно и	1	1
1238	которые по	1	1
1239	так например	12	1
1240	iii в	1	1
1241	одному из	1	1
1242	одно дело	2	1
1243	свет в	1	1
1244	но эти	2	1
1245	было самым	1	1
1246	мною как	1	1
1247	впрочем это	1	1
1248	россии в	1	1
1249	его тело	1	1
1250	но почему-то	1	1
1251	этом основании	1	1
1252	я вовсе	3	1
1253	как вся	1	1
1254	чтобы в	1	1
1255	приходим к	1	1
1256	на свой	2	1
1257	целью дать	1	1
1258	вовсе еще	1	1
1259	по их	1	1
1260	каким образом	1	1
1261	чувствую что	1	1
1262	этого в	1	1
1263	от необходимости	1	1
1264	но важно	1	1
1265	интересует сейчас	1	1
1266	голосом и	1	1
1267	исходить из	1	1
1268	наука а	1	1
1269	между прочим	10	1
1270	само собою	2	1
1271	и другим	1	1
1272	новая форма	1	1
1273	давно уже	3	1
1274	показаться что	1	1
1275	чтобы можно	2	1
1276	и творчества	2	1
1277	правда в	1	1
1278	делу не	1	1
1279	самого и	2	1
1280	существует лишь	1	1
1281	похож на	1	1
1282	равно не	1	1
1283	работает в	1	1
1284	одновременно и	1	1
1285	кем и	2	1
1286	о я	1	1
1287	нет решительно	1	1
1288	узнать что	1	1
1289	мы так	1	1
1290	вполне достаточно	1	1
1291	борис годунов	26	1
1292	другое дело	3	1
1293	которое должно	1	1
1294	лицо с	1	1
1295	что оба	2	1
1296	по тому	1	1
1297	не его	1	1
1298	так случилось	1	1
1299	а иногда	2	1
1300	у обоих	1	1
1301	гораздо больше	2	1
1302	не имели	2	1
1303	целый год	1	1
1304	казалось бы	1	1
1305	я укажу	1	1
1306	г в	10	1
1307	говорится о	1	1
1308	был на	1	1
1309	но решительно	1	1
1310	и дело	2	1
1311	бы по	1	1
1312	тогда о	1	1
1313	и логику	1	1
1314	из других	1	1
1315	можно считать	2	1
1316	и такие	2	1
1317	или вернее	1	1
1318	свои личные	1	1
1319	применении к	3	1
1320	которой он	1	1
1321	совершенно особое	1	1
1322	именно такое	2	1
1323	связанных с	1	1
