N	2gram	Vinokur_Ku	Sovremen
214	то они	1	1
215	поэтому что	2	1
216	немного в	1	1
217	только из	1	1
218	не является	2	1
219	в данном	8	1
220	это конечно	2	1
221	до сих	5	1
222	только к	2	1
223	все его	1	1
224	ему принадлежит	1	1
225	бы к	1	1
226	следовательно у	1	1
227	он уже	1	1
228	еще раз	2	1
229	и более	3	1
230	та же	1	1
231	по преимуществу	3	1
232	считая что	1	1
233	и иначе	1	1
234	в действительности	2	1
235	все элементы	1	1
236	его мнению	1	1
237	через несколько	1	1
238	что иное	2	1
239	элементы нашей	1	1
240	в живой	1	1
241	в процессе	1	1
242	данном случае	2	1
243	в очень	1	1
244	не механический	1	1
245	ли это	4	1
246	не имеют	3	1
247	связи с	8	1
248	здесь нет	1	1
249	раз и	1	1
250	этот процесс	1	1
251	если в	2	1
252	и эту	1	1
253	на язык	4	1
254	чистейшая фикция	1	1
255	что сказать	1	1
256	очень часто	2	1
257	указать на	5	1
258	должно быть	6	1
259	мы уже	1	1
260	это как	2	1
261	науке а	1	1
262	несколько слов	3	1
263	в общий	1	1
264	с и	1	1
265	раз из	1	1
266	где это	1	1
267	в первый	2	1
268	роли и	1	1
269	идет о	3	1
270	она не	1	1
271	но еще	4	1
272	выбор и	1	1
273	захотел то	1	1
274	всегда останется	1	1
275	одной стороны	2	1
276	развития с	1	1
277	мы имеем	11	1
278	и у	3	1
279	быть в	2	1
280	в другом	2	1
281	а из	1	1
282	совсем не	1	1
283	смысле то	1	1
284	несмотря на	6	1
285	это только	5	1
286	том как	3	1
287	построения в	1	1
288	в ней	6	1
289	из всех	1	1
290	достаточно для	1	1
291	ни было	1	1
292	на второй	1	1
293	что эта	1	1
294	положение в	1	1
295	а может	1	1
296	этих процессов	1	1
297	это значит	1	1
298	хотя и	7	1
299	он называет	1	1
300	всей совокупности	1	1
301	с другой	14	1
302	и тогда	4	1
303	а это	5	1
304	с ним	5	1
305	между различными	1	1
306	она уже	1	1
307	это уже	1	1
308	что вся	2	1
309	он не	4	1
310	кроме того	2	1
311	мы без	1	1
312	раз мы	1	1
313	себя самого	2	1
314	за собой	2	1
315	всюду где	1	1
316	и той	1	1
317	не соответствует	1	1
318	одной и	1	1
319	развития и	1	1
320	но тем	1	1
321	то конечно	1	1
322	какой бы	1	1
323	не будет	1	1
324	ни другое	1	1
325	что с	2	1
326	те же	1	1
327	те или	2	1
328	аналогии с	3	1
329	что дело	1	1
330	путь для	1	1
331	далее что	1	1
332	в область	2	1
333	мы в	3	1
334	как у	2	1
335	увидим что	2	1
336	и вся	1	1
337	эта сторона	1	1
338	поэтому в	1	1
339	только на	1	1
340	но они	1	1
341	и их	2	1
342	или иные	2	1
343	бы так	1	1
344	все что	1	1
345	не приходится	2	1
346	правда и	1	1
347	для своего	1	1
348	каким же	1	1
349	вопрос должен	1	1
350	и при	3	1
351	совершенно невозможно	1	1
352	в известном	2	1
353	это или	1	1
354	силы в	1	1
355	на самом	3	1
356	здесь в	1	1
357	для них	2	1
358	сколько угодно	2	1
359	можно было	14	1
360	и должно	2	1
361	xix века	5	1
362	этим вопросом	1	1
363	ни в	3	1
364	появление в	1	1
365	от другого	1	1
366	но только	5	1
367	случае он	1	1
368	и действительное	1	1
369	и от	2	1
370	в начале	1	1
371	нами в	1	1
372	выбор между	1	1
373	по отношению	9	1
374	можно подыскать	2	1
375	говорить что	1	1
376	дает уже	1	1
377	нечего делать	1	1
378	утверждает что	1	1
379	сторона дела	1	1
380	конечно не	3	1
381	и ничего	1	1
382	но что	3	1
383	и те	1	1
384	только в	15	1
385	пришлось в	1	1
386	в совершенно	2	1
387	которая не	1	1
388	раз он	1	1
389	этот вопрос	7	1
390	все равно	4	1
391	же время	4	1
392	и может	3	1
393	не случайно	7	1
394	так же	8	1
395	чего же	1	1
396	его в	1	1
397	собственно и	1	1
398	то она	2	1
399	с понятием	1	1
400	отметить что	1	1
401	может но	1	1
402	действительное значение	1	1
403	себе в	3	1
404	в большинстве	3	1
405	должен был	1	1
406	в конечном	3	1
407	чем в	3	1
408	в своих	2	1
409	не представляет	1	1
410	не было	6	1
411	как например	3	1
412	с его	4	1
413	один из	8	1
414	в духе	3	1
415	на это	3	1
416	не более	1	1
417	если бы	21	1
418	ни то	1	1
419	не знает	4	1
420	или в	5	1
421	свою задачу	1	1
422	на которые	1	1
423	из одной	1	1
424	этого не	5	1
425	можно говорить	4	1
426	ни одного	2	1
427	много и	1	1
428	ничего общего	2	1
429	образом если	2	1
430	к одному	2	1
431	наших дней	1	1
432	их по	1	1
433	и еще	4	1
434	что его	2	1
435	приобретают нормальную	1	1
436	как его	1	1
437	понятия и	1	1
438	и философы	1	1
439	нам это	1	1
440	вообще и	2	1
441	самая форма	2	1
442	мы говорим	4	1
443	дело в	2	1
444	крайней мере	11	1
445	мало для	1	1
446	во многом	2	1
447	сами по	2	1
448	одного из	1	1
449	в данной	1	1
450	о каком	1	1
451	же как	3	1
452	научного знания	3	1
453	по существу	9	1
454	сказать что	5	1
455	быть только	3	1
456	сомнению что	1	1
457	жизненную силу	1	1
458	но для	4	1
459	таких случаев	1	1
460	то из	1	1
461	так называемое	1	1
462	когда и	2	1
463	xviii века	1	1
464	именно в	7	1
465	уже на	3	1
466	но никогда	1	1
467	представление о	3	1
468	конечном счете	2	1
469	именно таковы	1	1
470	принадлежит и	1	1
471	его значения	1	1
472	отношению к	9	1
473	одной из	1	1
474	для науки	1	1
475	получается своеобразная	1	1
476	более и	1	1
477	не сказано	1	1
478	изучаемых явлений	1	1
479	в своем	4	1
480	в корне	1	1
481	она и	1	1
482	необходимости и	1	1
483	по аналогии	1	1
484	но ведь	3	1
485	этом смысле	8	1
486	в связи	4	1
487	в какой	7	1
488	между ними	2	1
489	необходимо для	1	1
490	мы будем	1	1
491	может стать	1	1
492	этот раз	1	1
493	у читателя	1	1
494	я мог	1	1
495	же в	5	1
496	это что	1	1
497	том что	30	1
498	такой вопрос	1	1
499	целого может	1	1
500	характерное для	1	1
501	до наших	1	1
502	рядом с	7	1
503	же остается	2	1
504	на эту	2	1
505	это просто	3	1
506	который знает	1	1
507	жизни в	1	1
508	но не	11	1
509	так в	2	1
510	но нам	1	1
511	вступила в	1	1
512	должны признать	1	1
513	но если	2	1
514	они не	4	1
515	по себе	10	1
516	явлений и	1	1
517	от другой	1	1
518	науки в	1	1
519	не заключают	1	1
520	не имеет	6	1
521	в природе	1	1
522	к этому	4	1
523	в такой	2	1
524	все более	2	1
525	там где	7	1
526	эту сторону	1	1
527	вся эта	2	1
528	в то	4	1
529	и историей	2	1
530	себе цель	1	1
531	и только	2	1
532	значит что	1	1
533	по своим	2	1
534	мы имели	1	1
535	по его	1	1
536	другое дело	2	1
537	является ли	2	1
538	этой области	3	1
539	только и	3	1
540	и следовательно	2	1
541	или нет	1	1
542	нет никаких	1	1
543	но это	4	1
544	для чего	1	1
545	типа вот	1	1
546	независимо от	1	1
547	когда в	4	1
548	оно имеет	1	1
549	но уже	6	1
550	и для	3	1
551	нас на	1	1
552	что свои	1	1
553	не из	1	1
554	таким же	1	1
555	не что	2	1
556	и это	3	1
557	того же	6	1
558	все время	1	1
559	пр но	2	1
560	нет в	2	1
561	и если	4	1
562	только о	3	1
563	должен быть	8	1
564	и его	8	1
565	которые ими	1	1
566	его действительным	1	1
567	уже совершенно	1	1
568	и становится	3	1
569	вовсе не	18	1
570	мере в	7	1
571	во внутреннем	1	1
572	о том	10	1
573	сих пор	5	1
574	есть не	2	1
575	и вообще	1	1
576	мысли в	1	1
577	быть поставлен	1	1
578	по крайней	11	1
579	образом на	1	1
580	иное как	3	1
581	или так	1	1
582	нам только	1	1
583	вот пример	1	1
584	своего развития	1	1
585	но конечно	1	1
586	к нему	1	1
587	практике в	1	1
588	никогда не	2	1
589	той или	1	1
590	на них	1	1
591	нас есть	2	1
592	свое время	4	1
