N	2gram	Propp_Isto	TeoriaLi
108	хотя и	1	4
109	слова в	2	4
110	в их	6	4
111	его в	15	4
112	но он	5	4
113	не знает	7	4
114	или даже	3	4
115	так в	7	4
116	мира и	1	4
117	по своему	1	4
118	со своей	1	4
119	а только	3	4
120	и что	14	4
121	в форме	3	4
122	далеко не	1	4
123	силу своей	1	4
124	в силу	7	4
125	с ее	2	4
126	в целом	3	4
127	и ее	3	4
128	и к	1	3
129	в таком	1	3
130	даже в	5	3
131	была бы	2	3
132	о чем	1	3
133	только не	1	3
134	подобно тому	3	3
135	если бы	8	3
136	оказывается в	1	3
137	все эти	6	3
138	а именно	5	3
139	именно в	5	3
140	например в	7	3
141	в жизни	2	3
142	в соответствии	1	3
143	их в	7	3
144	никто не	3	3
145	роль в	3	3
146	в иной	9	3
147	из которого	1	3
148	тем не	7	3
149	перед нами	5	3
150	но их	2	3
151	между собой	4	3
152	в роли	1	3
153	в противоположность	1	3
154	потому что	12	3
155	одной стороны	7	3
156	или иных	1	3
157	в одном	8	3
158	вслед за	7	3
159	не обязательно	1	3
160	имеем в	4	3
161	известной степени	1	3
162	мог бы	3	3
163	во всей	2	3
164	не все	5	3
165	от себя	1	3
166	из этих	2	3
167	и для	5	3
168	о ней	1	3
169	таким образом	13	3
170	и то	3	3
171	мышления и	1	3
172	с одной	8	3
173	и вот	2	3
174	и потому	3	3
175	висит на	1	3
176	ни к	3	3
177	к которому	5	3
178	как раз	2	3
179	прежде всего	15	3
180	а на	1	3
181	и притом	1	3
182	связи с	10	3
183	или в	6	3
184	одним из	2	3
185	как говорит	1	3
186	в связи	7	3
187	и как	3	3
188	в сторону	1	3
189	вовсе не	3	3
190	во всех	3	3
191	а с	4	3
192	сближение но	1	3
193	однако если	1	3
194	тому как	3	3
195	в которой	2	3
196	не будет	1	3
197	он должен	3	3
198	не с	3	3
199	этом смысле	1	3
200	в этой	9	3
201	что можно	1	3
202	и др	11	3
203	столь же	2	3
204	и по	4	3
205	тех или	1	3
206	отнюдь не	2	3
207	герой не	1	3
208	в той	1	2
209	ведет к	2	2
210	и другие	7	2
211	образом и	1	2
212	для всех	2	2
213	однако с	1	2
214	один из	10	2
215	и здесь	15	2
216	и на	6	2
217	рассказ о	1	2
218	жизни а	1	2
219	которая в	1	2
220	быть названо	1	2
221	к числу	1	2
222	на второй	1	2
223	строго говоря	1	2
224	на этом	3	2
225	из которых	3	2
226	а затем	4	2
227	мы в	4	2
228	в году	1	2
229	но чтобы	1	2
230	по себе	4	2
231	не могут	3	2
232	в них	2	2
233	оно не	1	2
234	и даже	4	2
235	здесь мы	9	2
236	самом деле	2	2
237	может оказаться	3	2
238	на мир	1	2
239	из тех	1	2
240	в одно	1	2
241	с ними	2	2
242	к нам	1	2
243	вместе с	13	2
244	не вполне	3	2
245	себя и	2	2
246	у одного	1	2
247	вследствие этого	2	2
248	всей своей	1	2
249	в каком	2	2
250	в сказании	2	2
251	к своему	3	2
252	о том	12	2
253	при всем	1	2
254	при всей	1	2
255	это и	1	2
256	еще и	2	2
257	при наличии	1	2
258	вытекает из	1	2
259	и состоит	1	2
260	восходит к	6	2
261	совершенно иной	1	2
262	к нему	3	2
263	в значительной	1	2
264	имеет в	1	2
265	и иных	1	2
266	на основе	6	2
267	не всегда	9	2
268	и больше	1	2
269	воздействия на	1	2
270	только на	2	2
271	вступает в	2	2
272	речь идет	1	2
273	говорит что	1	2
274	и это	2	2
275	превращается в	4	2
276	времени и	1	2
277	значительной степени	1	2
278	и наоборот	1	2
279	в глаза	2	2
280	соответствии с	2	2
281	видим в	1	2
282	если мы	4	2
283	тем же	1	2
284	ключ к	5	2
285	имеем дело	1	2
286	всякий раз	2	2
287	что она	10	2
288	который в	2	2
289	до известной	1	2
290	здесь не	5	2
291	в противном	1	2
292	на котором	5	2
293	он и	3	2
294	в системе	2	2
295	не просто	5	2
296	в самой	1	2
297	только о	2	2
298	чем это	5	2
299	это своего	1	2
300	на время	1	2
301	бы то	2	2
302	то в	1	2
303	что они	13	2
304	хотят и	1	2
305	при котором	1	2
306	но на	1	2
307	вокруг него	1	2
308	на вопрос	4	2
309	материала в	1	2
310	в последней	1	2
311	одной из	6	2
312	несмотря на	1	2
313	ни было	2	2
314	к нашему	1	2
315	в формах	1	2
316	что такое	3	2
317	ее в	7	2
318	все это	6	2
319	что и	9	2
320	у нас	1	2
321	xix века	2	2
322	духовной культуры	1	2
323	к жизни	2	2
324	у него	5	2
325	говорит в	2	2
326	и некоторые	1	2
327	к чему	4	2
328	дело в	3	2
329	на себя	2	2
330	не могли	1	2
331	в конце	1	2
332	тому что	1	2
333	в какой	4	2
334	я не	5	2
335	противном случае	1	2
336	это было	2	2
337	об этом	11	2
338	должен быть	3	2
339	это тоже	6	2
340	подобных случаях	1	2
341	а для	2	2
342	могли бы	3	2
343	но как	2	2
344	могут служить	1	2
345	и одной	2	2
346	как уже	2	2
347	имеются и	1	2
348	одну из	1	2
349	то ни	2	2
350	дело не	8	2
351	быть и	1	2
352	в первом	1	2
353	но она	2	2
354	существа в	1	2
355	перед лицом	1	2
356	таких случаях	4	2
357	это может	2	2
358	не сами	2	2
359	в большинстве	4	2
360	всей его	1	2
361	собственно говоря	1	2
362	тем или	1	2
363	могла бы	3	2
364	так же	18	2
365	тот кто	3	2
366	не сама	1	2
367	это делает	2	2
368	о его	1	2
369	и прежде	1	2
370	как будто	7	2
371	право на	5	2
372	чтобы не	3	2
373	могло быть	1	2
374	в особенности	3	1
375	с которыми	1	1
376	собой всю	1	1
377	том чем	1	1
378	от него	1	1
379	является в	1	1
380	с я	1	1
381	каждой из	1	1
382	можно говорить	2	1
383	бы несколько	1	1
384	разные формы	1	1
385	за ним	1	1
386	одном случае	1	1
387	же и	3	1
388	язык а	1	1
389	такая форма	1	1
390	собой некоторую	1	1
391	также что	2	1
392	например если	1	1
393	его с	1	1
394	живет в	3	1
395	не знают	5	1
396	случае мы	1	1
397	и мотивов	1	1
398	дело с	2	1
399	в которую	3	1
400	можно назвать	3	1
401	и дает	2	1
402	его за	1	1
403	а у	1	1
404	представляют собой	9	1
405	что это	12	1
406	содержит в	1	1
407	в следующих	1	1
408	с ним	3	1
409	тем как	1	1
410	природе и	1	1
411	в сущности	2	1
412	никак не	1	1
413	какой бы	1	1
414	в другой	4	1
415	говорит о	2	1
416	привести к	3	1
417	те же	1	1
418	не как	3	1
419	в область	4	1
420	представлений о	4	1
421	и другими	1	1
422	первых же	1	1
423	в результате	2	1
424	пальцы на	1	1
425	с появлением	1	1
426	дает ключ	2	1
427	чистом виде	2	1
428	с собой	2	1
429	и вполне	2	1
430	свое имя	1	1
431	в центре	1	1
432	с мотивом	3	1
433	должен был	6	1
434	и приобретает	1	1
435	или для	1	1
436	их не	3	1
437	начинается с	3	1
438	стоит в	3	1
439	к какому-нибудь	1	1
440	которых и	1	1
441	животного в	1	1
442	и делают	1	1
443	а во-вторых	1	1
444	также может	1	1
445	однако что	1	1
446	с ней	2	1
447	в наших	1	1
448	жизнь в	1	1
449	в особый	1	1
450	руке и	1	1
451	мысль о	2	1
452	в новую	1	1
453	о хозяине	2	1
454	к каким	1	1
455	тем что	7	1
456	одним словом	4	1
457	именно о	1	1
458	говорят о	3	1
459	из всего	1	1
460	и будет	1	1
461	и пусть	2	1
462	то время	3	1
463	см в	1	1
464	если он	1	1
465	и мальчик	1	1
466	видно из	2	1
467	и должен	3	1
468	меня в	1	1
469	с тем	13	1
470	стороны в	1	1
471	необходимо для	1	1
472	с такими	2	1
473	что по	1	1
474	приходит в	1	1
475	у читателя	1	1
476	однако между	1	1
477	все же	17	1
478	быть назван	2	1
479	бы не	1	1
480	да и	3	1
481	более сложные	1	1
482	в историческом	1	1
483	ему и	1	1
484	о котором	1	1
485	с героем	2	1
486	зависимости от	3	1
487	между ним	1	1
488	в это	2	1
489	друг от	1	1
490	не формы	1	1
491	свою собственную	1	1
492	нет в	2	1
493	на первый	2	1
494	всем его	1	1
495	имена в	1	1
496	к какой	1	1
497	дело со	1	1
498	первый взгляд	2	1
499	с этим	5	1
500	все они	1	1
501	е у	1	1
502	не касаться	1	1
503	можно в	1	1
504	на примере	1	1
505	которых можно	1	1
506	и я	1	1
507	облечена в	1	1
508	непосредственно от	1	1
509	совершенно не	1	1
510	исходя из	1	1
511	разница в	1	1
512	читатель не	1	1
513	он же	1	1
514	эту сторону	1	1
515	не существует	2	1
516	шире и	1	1
517	мы рассмотрим	3	1
518	истории не	1	1
519	в котором	5	1
520	из других	1	1
521	она же	1	1
522	зависит от	3	1
523	в действительности	2	1
524	и пр	11	1
525	вопрос о	8	1
526	к понятию	1	1
527	что явление	2	1
528	не упоминается	2	1
529	тех же	1	1
530	и конец	2	1
531	принципиальная разница	1	1
532	то и	2	1
533	что этому	2	1
534	смерти но	3	1
535	она названа	1	1
536	но кто	1	1
537	в лесу	21	1
538	связана с	7	1
539	только мы	1	1
540	контрастирующая с	1	1
541	в отдельности	1	1
542	этом пути	1	1
543	одной общей	1	1
544	во многих	2	1
545	вступление в	2	1
546	ним и	1	1
547	которыми он	1	1
548	с нашим	1	1
549	людей как	1	1
550	которой герой	2	1
551	время в	2	1
552	перейдем к	1	1
553	с которой	2	1
554	что из	1	1
555	из своего	2	1
556	и вся	1	1
557	и ему	1	1
558	точно так	8	1
559	нос в	4	1
560	эта система	1	1
561	лес не	1	1
562	переходит к	1	1
563	на основании	1	1
564	литература которую	1	1
565	а при	1	1
566	трагедии софокла	1	1
567	одно из	2	1
568	в мир	2	1
569	целый ряд	1	1
570	иначе в	1	1
571	для своей	1	1
572	что речь	1	1
573	для которого	1	1
574	именно такого	1	1
575	не что	3	1
576	в совершенно	2	1
577	в истории	2	1
578	не так	2	1
579	значения этого	2	1
580	рассматриваем как	2	1
581	при анализе	1	1
582	еще один	3	1
583	каждый из	1	1
584	действия и	3	1
585	было и	1	1
586	жизни что	1	1
587	в чистом	2	1
588	всего что	1	1
589	второй половины	1	1
590	в прошлом	2	1
591	на одну	1	1
592	же автор	1	1
593	к ним	4	1
594	случаи когда	3	1
595	без его	1	1
596	еще нет	1	1
597	отдельности и	1	1
598	в реальной	1	1
599	она может	1	1
600	в композиции	2	1
601	него не	1	1
602	сын и	2	1
603	в лес	34	1
604	духа и	1	1
605	той же	1	1
606	ее как	1	1
607	в мировом	1	1
608	ему или	1	1
609	именно так	2	1
610	за него	2	1
611	материале что	1	1
612	до конца	1	1
613	у себя	2	1
614	с этими	1	1
615	телу или	1	1
616	только при	1	1
617	нигде не	2	1
618	в одной	3	1
619	окна и	2	1
620	не берет	2	1
621	раз и	3	1
622	еще одна	3	1
623	входят в	1	1
624	к миру	1	1
625	легко может	2	1
626	тот что	1	1
627	исходит из	3	1
628	момент в	1	1
629	а со	1	1
630	одна из	4	1
631	и внутренняя	1	1
632	но если	4	1
633	своей цели	1	1
634	действительности по	1	1
635	к этим	1	1
636	уже по	1	1
637	после его	1	1
638	друг друга	2	1
639	оказывается хозяйкой	2	1
640	литературе в	1	1
641	все с	1	1
642	как явление	2	1
643	говорит следующее	1	1
644	пришлось бы	1	1
645	из них	5	1
646	едва ли	2	1
647	характерно что	1	1
648	тот же	3	1
649	другого и	1	1
650	д и	2	1
651	друг другу	1	1
652	не входят	1	1
653	хотя по	1	1
654	отношений которые	1	1
655	обращена к	1	1
656	в строгой	1	1
657	такое же	1	1
658	этом случае	3	1
659	ответственность за	1	1
660	лес но	1	1
661	мы видим	16	1
662	в более	2	1
663	собой и	1	1
664	нами не	1	1
665	со мной	2	1
666	тоже не	2	1
667	так как	20	1
668	но этим	2	1
669	она и	2	1
670	с материалом	3	1
671	от его	2	1
672	что иное	3	1
673	они не	8	1
674	может не	1	1
675	после того	2	1
676	но из	1	1
677	не решает	1	1
678	свидетельствует о	1	1
679	ее на	2	1
680	первом случае	1	1
681	должно быть	2	1
682	всех сторон	4	1
683	который может	1	1
684	несколько иной	1	1
685	это особенно	1	1
686	иных случаях	1	1
687	в состоянии	2	1
688	от первого	1	1
689	объекта или	1	1
690	материала и	2	1
691	неотделима от	1	1
692	и чрезвычайно	1	1
693	подчеркнуть что	2	1
694	которого он	1	1
695	для нас	17	1
696	не содержит	2	1
697	в герое	1	1
698	из своих	1	1
699	требует от	1	1
700	глубже чем	1	1
701	на стадии	2	1
702	не обладает	3	1
703	на которой	2	1
704	из дальнейшего	1	1
705	в русском	2	1
706	тому же	1	1
707	но с	3	1
708	в таких	4	1
709	не было	3	1
710	это всегда	1	1
711	века и	2	1
712	пользуется ею	1	1
713	от друга	1	1
714	отказаться от	2	1
715	как значение	1	1
716	реальной действительности	1	1
717	просто как	2	1
718	как видно	1	1
719	и более	3	1
720	перед необходимостью	1	1
721	слова могут	1	1
722	самые разнообразные	1	1
723	но эта	1	1
724	на нее	3	1
725	это еще	1	1
726	по существу	7	1
727	что не	2	1
728	виду что	1	1
729	культуры чем	1	1
730	здесь обычно	1	1
731	из уст	1	1
732	за свою	1	1
733	на весьма	1	1
734	быть признано	1	1
735	с одним	4	1
736	не остается	1	1
737	простой и	1	1
738	бы быть	4	1
739	дай мне	1	1
740	с той	2	1
741	также в	2	1
742	не подлежит	1	1
743	но по	3	1
744	на земле	1	1
745	большинстве случаев	4	1
746	не есть	2	1
747	все виды	1	1
748	между прочим	3	1
749	является не	2	1
750	общественных отношений	1	1
751	которая при	1	1
752	при таком	2	1
753	прозрачна и	1	1
754	однако это	3	1
755	это происходит	3	1
756	перед собой	1	1
757	ли не	1	1
758	за это	1	1
759	и большого	1	1
760	от этого	2	1
761	зрения не	1	1
762	данного типа	1	1
763	и со	2	1
764	в такой	2	1
765	может рассматриваться	1	1
766	и глубже	1	1
767	по его	3	1
768	в двух	1	1
769	или их	1	1
770	на его	2	1
771	и ситуации	1	1
772	куда же	1	1
773	совершает свои	1	1
774	из этого	3	1
775	путь к	2	1
776	поэтому у	1	1
777	последней главе	1	1
778	на себе	1	1
779	встречаются в	1	1
780	встрече с	1	1
781	о своих	1	1
782	связаны с	1	1
783	бы в	2	1
784	ему не	1	1
785	на них	2	1
786	же как	7	1
787	что хотя	1	1
788	остается в	1	1
789	проявляет себя	1	1
790	о месте	1	1
791	здесь как	1	1
792	может иметь	2	1
793	том случае	1	1
794	и обычая	1	1
795	вошел в	1	1
796	со всех	4	1
797	что от	2	1
798	в полной	1	1
799	как себя	3	1
800	оно в	2	1
801	не означает	2	1
802	в поле	2	1
803	очень часто	7	1
804	а весь	1	1
805	на материал	2	1
806	она не	6	1
807	частности оттенки	1	1
808	не дает	2	1
809	ту же	1	1
810	совсем не	1	1
811	но всегда	1	1
812	можно признать	1	1
813	как человек	1	1
814	известным нам	1	1
815	эта деталь	2	1
816	стоит и	1	1
817	так что	9	1
818	не более	2	1
819	говорит ему	1	1
820	или же	1	1
821	именно потому	2	1
822	и может	1	1
823	оно и	2	1
824	героический эпос	1	1
825	природой и	1	1
826	а по	3	1
827	эта сторона	1	1
828	и их	4	1
829	это явление	4	1
830	не могла	2	1
831	можно было	8	1
832	если она	1	1
833	иметь в	2	1
834	ни одно	1	1
835	или его	1	1
836	но дело	2	1
837	стороны и	1	1
838	еще два	1	1
839	ничто не	1	1
840	лежат в	1	1
841	только то	1	1
842	и жизни	1	1
843	из видов	3	1
844	также и	3	1
845	этих случаях	11	1
846	она состоит	1	1
847	у нее	4	1
848	как один	2	1
849	или иное	1	1
850	означает что	4	1
851	в иных	1	1
852	чем является	1	1
853	когда мы	4	1
854	еще на	1	1
855	себя за	2	1
856	этом не	1	1
857	на это	3	1
858	было бы	11	1
859	а тем	1	1
860	дает ему	2	1
861	не по	2	1
862	становится его	1	1
863	герой из	1	1
864	превратилась в	1	1
865	же самое	3	1
866	вступают в	1	1
867	он в	5	1
868	так называемый	2	1
869	как мы	3	1
870	могут изучаться	1	1
871	одного из	1	1
872	указывает на	2	1
873	родного дома	1	1
874	в понимании	1	1
875	что для	1	1
876	это правило	1	1
877	его как	2	1
878	и ясный	1	1
879	в зависимости	3	1
880	которые в	3	1
881	этом они	1	1
882	в чужом	1	1
883	приводят к	1	1
884	обратимся к	3	1
885	даже если	1	1
886	также еще	1	1
887	или слова	1	1
888	и от	2	1
889	и есть	5	1
890	по этому	2	1
891	к пониманию	1	1
892	ударом топора	1	1
893	из его	1	1
894	происходит в	3	1
895	но я	1	1
896	чаще всего	1	1
897	на то	6	1
898	героя но	1	1
899	когда герой	1	1
900	нуждается в	1	1
901	вот он	2	1
902	себе еще	1	1
903	и только	4	1
904	независимо от	1	1
905	в него	2	1
906	для этого	3	1
907	таким же	1	1
908	стадии культуры	1	1
909	тексты а	2	1
910	именно это	2	1
911	дело здесь	1	1
912	есть не	2	1
913	жизнью и	1	1
914	образов и	2	1
915	кажется что	1	1
916	иное как	3	1
917	а сама	1	1
918	совершается в	2	1
919	себе а	2	1
920	котором он	1	1
